entry_datetime,exit_datetime,type,entry_price,exit_price,stop_loss,take_profit,pnl,exit_reason,bars_held
2018-01-02 01:25:00,2018-01-02 02:15:00,short,7516.419535,7509.733359000001,7520.512623,7509.733359000001,1.18617599999925,take_profit,10
2018-01-02 02:25:00,2018-01-02 05:05:00,short,7503.239664,7510.554498,7510.554498,7490.109995999998,-12.814834000000701,stop_loss,32
2018-01-03 01:05:00,2018-01-03 02:20:00,long,7643.653407,7647.410725,7641.024748,7647.410725,-1.742682000000059,take_profit,15
2018-01-03 03:40:00,2018-01-03 04:10:00,long,7651.268443,7646.296697,7646.296697,7659.711935,-10.471746000000167,stop_loss,6
2018-01-04 01:00:00,2018-01-04 01:20:00,long,7730.347667,7727.426122,7727.426122,7734.690757,-8.421545000000151,stop_loss,4
2018-01-04 03:45:00,2018-01-04 04:45:00,long,7733.276527,7729.476325,7729.476325,7739.376931000001,-9.300202000000354,stop_loss,12
2018-01-05 01:00:00,2018-01-05 02:15:00,long,7746.163511,7753.435458999999,7741.777537,7753.435458999999,1.771947999999611,take_profit,15
2018-01-05 02:15:00,2018-01-05 02:20:00,long,7754.071434,7750.271232,7750.271232,7760.171838000001,-9.300202000000354,stop_loss,1
2018-01-05 02:30:00,2018-01-05 02:35:00,long,7752.607004,7750.271232,7750.271232,7755.778548000001,-7.835772000000361,stop_loss,1
2018-01-05 02:40:00,2018-01-05 03:00:00,long,7752.314118,7749.099687,7749.099687,7757.242980000001,-8.714431000000332,stop_loss,4
2018-01-05 04:20:00,2018-01-05 04:30:00,long,7758.464724,7762.807812000002,7755.54318,7762.807812000002,-1.156911999998556,take_profit,2
2018-01-05 04:30:00,2018-01-05 08:30:00,long,7764.908216,7754.957408,7754.957408,7783.309831999999,-15.450807999999597,stop_loss,48
2018-01-08 01:50:00,2018-01-08 02:05:00,long,7818.799243,7815.877699,7815.877699,7823.142331000002,-8.421544000000722,stop_loss,3
2018-01-08 03:00:00,2018-01-08 03:35:00,long,7814.698838,7809.727092,7809.727092,7823.142330000001,-10.471746000000167,stop_loss,7
2018-01-08 03:50:00,2018-01-08 05:50:00,long,7813.82018,7809.434206,7809.434206,7821.092127999999,-9.885973999999806,stop_loss,24
2018-01-09 04:25:00,2018-01-09 05:15:00,long,7844.866098,7840.77301,7840.77301,7851.5522740000015,-9.593088000000535,stop_loss,10
2018-01-10 03:10:00,2018-01-10 03:40:00,long,7819.970787,7816.170585,7816.170585,7826.071191000001,-9.300202000000354,stop_loss,6
2018-01-10 04:45:00,2018-01-10 08:30:00,short,7791.732387,7799.340108,7799.340108,7778.016944999999,-13.10772100000031,stop_loss,45
2018-01-11 01:10:00,2018-01-11 01:35:00,long,7825.535621,7828.121393,7823.492735,7828.121393,-2.914227999999639,take_profit,5
2018-01-11 01:35:00,2018-01-11 03:10:00,long,7829.050253,7826.128709,7826.128709,7833.393341000002,-8.421544000000722,stop_loss,19
2018-01-12 01:05:00,2018-01-12 02:25:00,long,7888.799,7899.58558,7882.65571,7899.58558,5.286579999999958,take_profit,16
2018-01-12 02:50:00,2018-01-12 03:05:00,long,7898.464238,7896.128466,7896.128466,7901.6357819999985,-7.8357719999994515,stop_loss,3
2018-01-12 03:15:00,2018-01-12 03:25:00,long,7899.635782,7894.956922,7894.956922,7907.493502,-10.178859999999986,stop_loss,2
2018-01-15 03:05:00,2018-01-15 04:55:00,long,7945.618886,7940.940026,7940.940026,7953.476606,-10.178859999999986,stop_loss,22
