Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_calculate…(df,14)","Exit_calculate…(df,14)","Entry_find_frac…(df,5)","Exit_find_frac…(df,5)"
13,18322,18343,7638.03138,7654.659615424,7625.815948,7654.659615424,176.40606392388833,39.7609965881024,0.0017765961606870425,2018-04-06 03:05:00,2018-04-06 04:50:00,0 days 01:45:00,,10.047627642857151,6.337093071428366,,
12,19142,19144,7701.360618,7694.690142,7694.690142,7709.152527072001,-116.99623382399191,36.950521824000006,-0.0012659693053734004,2018-04-11 03:05:00,2018-04-11 03:15:00,0 days 00:10:00,,3.981528571428563,4.210831285714254,,7686.184948
12,19417,19423,7715.077089,7705.196375,7705.196375,7728.3544189819995,-155.57722431359878,37.00865631360001,-0.0016804457743248076,2018-04-12 03:15:00,2018-04-12 03:45:00,0 days 00:30:00,,5.857641714285819,5.544956142857245,,
12,19690,19710,7770.526651,7786.309134396,7761.813297,7786.309134396,152.05339486705338,37.33640588495041,0.0016306637642494433,2018-04-13 03:15:00,2018-04-13 04:55:00,0 days 01:40:00,,5.670030571428599,3.418694857142977,,
-12,21064,21086,7889.889132,7904.439282,7904.439282,7853.8564678739995,-212.50818819360038,37.9063881936,-0.0022445202190452323,2018-04-20 04:00:00,2018-04-20 05:50:00,0 days 01:50:00,,5.7742591428570575,6.024407428571457,,
-13,21872,21877,7603.886123,7585.979629252,7624.856749,7585.979629252,193.29076776814188,39.4936509558552,0.0019553844385669706,2018-04-25 03:05:00,2018-04-25 03:30:00,0 days 00:25:00,,7.275149285714243,6.858235357142738,,
12,22686,22703,7823.349656,7831.262970512001,7818.13838,7831.262970512001,57.38870384037596,37.57107030362881,0.0006112972316186015,2018-04-30 03:10:00,2018-04-30 04:35:00,0 days 01:25:00,,3.2936207142858103,3.2102378571428614,,
12,23240,23243,7838.233486,7847.405798126,7831.271171,7847.405798126,72.42221123009975,37.6455342819024,0.0007699674014501688,2018-05-02 03:50:00,2018-05-02 04:05:00,0 days 00:15:00,,3.335312071428689,3.8564546428571833,,
12,24877,24888,8062.658296,8058.322539,8058.322539,8073.788269992001,-90.71943800399796,38.690354004,-0.0009376502003998064,2018-05-10 03:45:00,2018-05-10 04:40:00,0 days 00:55:00,,3.2519294285713323,3.418694857142717,,8054.778622
12,25142,25146,8121.901777,8127.644386738001,8115.523141,8127.644386738001,29.912406063043107,38.9989107929712,0.0003069109395427798,2018-05-11 03:05:00,2018-05-11 03:25:00,0 days 00:20:00,,4.565208285714042,4.252522857142659,,
12,25690,25691,8118.107859,8114.355782,8114.355782,8127.480373657999,-83.98283673840119,38.9579127384,-0.0008620937107212037,2018-05-15 03:15:00,2018-05-15 03:20:00,0 days 00:05:00,,3.5020775714286043,3.2936206428572143,,8113.730262
-12,26240,26242,8069.078772,8063.506596676,8074.290049,8063.506596676,28.147899003172142,38.7182048848224,0.00029069715596332377,2018-05-17 03:35:00,2018-05-17 03:45:00,0 days 00:10:00,,2.5640210714286047,2.6682497142857238,,
12,28650,28653,8119.275219,8110.561864,8110.561864,8140.743324838001,-143.51186899919838,38.951608999200005,-0.0014729544317716278,2018-05-30 03:25:00,2018-05-30 03:40:00,0 days 00:15:00,,6.378784428571374,6.670624142857117,,
11,29466,29481,8297.00566,8309.266804685998,8291.794383,8309.266804685998,98.33879212366166,36.5337994223092,0.0010774839212366976,2018-06-04 03:10:00,2018-06-04 04:25:00,0 days 01:15:00,,4.6068999285714325,2.9183979999997973,,
-11,32196,32202,8427.171007,8432.656901,8432.656901,8416.572713917998,-97.43645539759409,37.09162139760001,-0.0010511071359821356,2018-06-18 03:10:00,2018-06-18 03:40:00,0 days 00:30:00,,3.906142857142965,3.5321505000001707,,
11,32743,32755,8457.422838,8464.445598392,8449.028114,8464.445598392,40.022253751930194,37.228110560062404,0.0004302004019916128,2018-06-20 03:15:00,2018-06-20 04:15:00,0 days 01:00:00,,5.0281204285713885,3.178935642857271,,
-12,33839,33884,8236.060885,8246.782673,8246.782673,8206.363795903999,-168.2202805391871,39.5588245392,-0.0017020705537922557,2018-06-26 03:35:00,2018-06-26 07:20:00,0 days 03:45:00,,7.479848357143055,4.633350499999843,,
-12,35426,35432,8190.974022,8197.041682,8197.041682,8184.291012952002,-112.14315768958555,39.3312376896,-0.0011409220827337248,2018-07-04 03:05:00,2018-07-04 03:35:00,0 days 00:30:00,,4.259358214285645,3.6775922142857262,8188.065192,
11,36204,36225,8445.496635,8457.307329426,8438.556327,8457.307329426,92.7314699642609,37.186168721737204,0.0009981809238048909,2018-07-09 03:25:00,2018-07-09 05:10:00,0 days 01:45:00,,3.9269202857140044,3.5737053571434183,,
11,37021,37029,8469.639923,8462.699615,8462.699615,8482.117321262003,-113.59453498361206,37.25114698360001,-0.001219269768429985,2018-07-12 03:15:00,2018-07-12 03:55:00,0 days 00:40:00,,4.134693857143118,4.30091278571438,,8453.350476
-11,38930,38935,8532.761531,8541.156255,8541.156255,8523.738660246,-129.90458312919748,37.5626191292,-0.0013840194073508273,2018-07-23 03:05:00,2018-07-23 03:30:00,0 days 00:25:00,,5.734549999999607,4.321689928571167,,
11,39476,39479,8633.407045,8625.012321,8625.012321,8636.096230457999,-130.31048660519747,37.96852260520001,-0.001372159080586952,2018-07-25 03:05:00,2018-07-25 03:20:00,0 days 00:15:00,,4.674905357143351,4.176248785714571,,
11,40022,40037,8664.531524,8669.626311721999,8660.209163,8669.626311721999,17.907517703397602,38.1351472385884,0.00018788738321800857,2018-07-27 03:05:00,2018-07-27 04:20:00,0 days 01:15:00,,2.701055928571285,3.3451542857142806,,
-11,40843,40903,8452.186944,8464.363147,8464.363147,8436.611642788,-171.15464320020988,37.2164102002,-0.0018408860477520537,2018-08-01 03:15:00,2018-08-01 08:15:00,0 days 05:00:00,,4.737237071428483,4.612573285714332,,
