Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_calculate…(df,14)","Exit_calculate…(df,14)","Entry_find_frac…(df,5)","Exit_find_frac…(df,5)"
-11,41116,41125,8433.27955,8417.177750558,8439.928976,8417.177750558,140.04878780077132,37.0710060612276,0.0015096983215608483,2018-08-02 03:15:00,2018-08-02 04:00:00,0 days 00:45:00,,6.295539000000255,4.965788214285697,,
11,41388,41404,8589.192831,8597.160379375999,8585.743118,8597.160379375999,49.83305507315494,37.8099770628272,0.0005274392859795856,2018-08-03 03:10:00,2018-08-03 04:30:00,0 days 01:20:00,,3.4698186428573274,2.4932827857141353,8586.865767,
11,42483,42487,8691.292759,8697.175258032,8688.424812,8697.175258032,26.45285971453896,38.2546296374704,0.00027669133870830616,2018-08-09 03:25:00,2018-08-09 03:45:00,0 days 00:20:00,,2.3893960714283042,2.493282857142731,8690.42011,
-11,43029,43035,8604.609629,8613.004353,8613.004353,8587.586312213998,-130.22071476039747,37.8787507604,-0.0013758028901742143,2018-08-13 03:25:00,2018-08-13 03:55:00,0 days 00:30:00,,5.443667142857521,4.737237214285805,,
11,43302,43304,8671.221833,8668.353886,8668.353886,8688.771648016003,-69.69448358178704,38.147066581800004,-0.00073067697561224,2018-08-14 03:25:00,2018-08-14 03:35:00,0 days 00:10:00,,4.508686428571439,4.882678857142959,,
-11,43845,43847,8615.663183,8623.47614,8623.47614,8600.391562640001,-123.86863351060107,37.92610651060001,-0.0013070131254457145,2018-08-16 03:10:00,2018-08-16 03:20:00,0 days 00:10:00,,5.672218428571276,5.464444785714087,,
11,44399,44415,8626.425853,8620.649076,8620.649076,8635.733208474,-101.48811184381043,37.943564843800004,-0.0010695266084728135,2018-08-20 03:50:00,2018-08-20 05:10:00,0 days 01:20:00,,3.012716785714344,3.137380928571474,,
-11,44938,44946,8592.97431,8596.714906,8596.714906,8582.964181197998,-78.96387227519605,37.8173162752,-0.0008353957063325366,2018-08-22 03:15:00,2018-08-22 03:55:00,0 days 00:40:00,,4.321690285714404,3.9269204285715853,,
11,45487,45507,8656.677684,8662.942403293999,8651.19179,8662.942403293999,30.80874804193666,38.1031641920468,0.000323541591679694,2018-08-24 03:30:00,2018-08-24 05:10:00,0 days 01:40:00,,3.345154499999938,2.4725055000000276,,
11,50896,50900,8850.132057,8844.954689,8844.954689,8856.666054086001,-95.88023884120628,38.929190841200004,-0.0009848876031523658,2018-09-21 03:15:00,2018-09-21 03:35:00,0 days 00:20:00,,3.1054837857146986,3.2297032857146144,,
11,51440,51457,8788.395038,8798.214719152,8781.188755,8798.214719152,69.32595120625733,38.6905414657344,0.0007171228845901875,2018-09-25 03:05:00,2018-09-25 04:30:00,0 days 01:25:00,,4.119941785714348,2.8363417857143367,,
11,51713,51720,8833.900728,8840.144880086002,8828.433515,8840.144880086002,29.802772608223137,38.88290033778921,0.000306698371173177,2018-09-26 03:05:00,2018-09-26 03:40:00,0 days 00:35:00,,3.1261871428569066,2.8777483571427314,,
-11,56627,56630,8288.701986,8276.176310490002,8298.516876,8276.176310490002,101.3396983577012,36.442732252278006,0.00111147678686732,2018-10-22 03:05:00,2018-10-22 03:20:00,0 days 00:15:00,,6.666438642856909,6.6871419285711715,,
-12,58266,58267,7858.571771,7852.132844489999,7874.47341,7852.132844489999,39.5614270428334,37.705691077176,0.0004195145992136162,2018-10-30 03:10:00,2018-10-30 03:15:00,0 days 00:05:00,,9.10941921428574,9.937548285714326,,7844.949049
12,58811,58814,8075.37595,8093.398248966,8059.764156,8093.398248966,177.46252951448835,38.805058077518396,0.0018313133924381744,2018-11-01 03:05:00,2018-11-01 03:20:00,0 days 00:15:00,,8.260587142857146,8.488322499999933,,
11,60456,60467,8250.15258,8240.627535,8240.627535,8268.614864238001,-141.0552112530035,36.279716253000004,-0.0015542986506802475,2018-11-09 03:50:00,2018-11-09 04:45:00,0 days 00:55:00,,6.914877428571344,7.246129071428705,,8235.950167
12,62086,62101,8007.552183,7989.621628,7989.621628,8047.503586581998,-253.55987714639895,38.3932171464,-0.002638757672670458,2018-11-19 03:15:00,2018-11-19 04:30:00,0 days 01:15:00,,10.04106449999998,9.896141999999795,,
12,63913,63925,7786.980017,7802.94151714,7780.933114,7802.94151714,154.12218999806123,37.415811681936006,0.0016493577491060027,2018-11-28 03:30:00,2018-11-28 04:30:00,0 days 01:00:00,,6.873471000000011,6.397296642857133,7786.400327,
11,64727,64730,8269.572206,8258.88778,8258.88778,8279.899694884001,-153.89129796921785,36.3626119692,-0.0016917583701670492,2018-12-03 03:05:00,2018-12-03 03:20:00,0 days 00:15:00,,7.722302999999816,7.308238428571063,,
12,65000,65001,8132.185601,8120.921485,8120.921485,8142.929888139999,-174.17684900640342,39.0074570064,-0.0017848507313231185,2018-12-04 03:05:00,2018-12-04 03:10:00,0 days 00:05:00,,6.645735285714246,6.500812642857129,,8115.954272
-12,65732,65741,7865.8179,7890.704739,7890.704739,7835.147918154001,-336.45772233359736,37.815654333599994,-0.0035645553818122707,2018-12-07 03:05:00,2018-12-07 03:50:00,0 days 00:45:00,,10.268799857142701,8.32269671428568,7862.339758,
-12,66009,66030,7643.796509,7667.813812,7667.813812,7622.554030354001,-324.95550077040645,36.7478647704,-0.0035426930887440707,2018-12-10 03:25:00,2018-12-10 05:10:00,0 days 01:45:00,,10.57934821428593,8.612542071428638,,
-12,66281,66286,7752.198598,7761.723643,7761.723643,7726.096575814001,-151.53395337840382,37.2334133784,-0.001628935235412816,2018-12-11 03:20:00,2018-12-11 03:45:00,0 days 00:25:00,,10.061767714285777,8.674651642857238,,
-12,67109,67139,7740.926085,7761.386626,7761.386626,7704.718677933999,-282.7320425064045,37.2055505064,-0.0030436931296703986,2018-12-14 04:05:00,2018-12-14 06:35:00,0 days 02:30:00,,8.104839428571527,6.9705743571425955,,
-12,67643,67651,7507.927415,7523.479682,7523.479682,7492.289141804,-222.70258103280037,36.075377032800006,-0.002471860394164353,2018-12-18 03:05:00,2018-12-18 03:45:00,0 days 00:40:00,,10.270255000000036,10.022778785714438,,
12,71696,71708,7571.446259,7586.471286667999,7553.295494,7586.471286667999,143.92132990638459,36.379002109603206,0.001584036094109356,2019-01-10 03:05:00,2019-01-10 04:05:00,0 days 01:00:00,,8.661660642857116,7.424280428571494,,
12,71979,71986,7647.091428,7635.003826,7635.003826,7663.878237166001,-181.72825260959527,36.6770286096,-0.001980363539966295,2019-01-11 03:55:00,2019-01-11 04:30:00,0 days 00:35:00,,4.949520214285583,5.279488428571442,,
12,72790,72791,7716.095991,7711.226439,7711.226439,7727.1967090980015,-95.46019783200136,37.025573832000006,-0.0010309639091165917,2019-01-16 03:15:00,2019-01-16 03:20:00,0 days 00:05:00,,5.774440785714303,6.001293714285761,,
11,79251,79251,8160.43918,8158.168126,8158.168126,8172.81489445,-60.882530073208045,35.9009360732,-0.0006782448026530241,2019-02-19 03:10:00,2019-02-19 03:10:00,0 days 00:00:00,,4.805159499999912,4.805159499999912,,
11,81678,81679,8303.35658,8298.77575,8298.77575,8313.753393862,-86.91382112598866,36.52469112600001,-0.0009515737870429726,2019-03-04 03:40:00,2019-03-04 03:45:00,0 days 00:05:00,,3.8565012857142,3.959616214285753,,
11,84128,84133,8390.923512,8395.019376100001,8386.359856,8395.019376100001,8.125430746197196,36.92907435382,8.803268452225023e-05,2019-03-15 03:05:00,2019-03-15 03:30:00,0 days 00:25:00,,2.9990179999997832,3.1222652857143527,,
11,86861,86868,8481.22271,8474.07086,8474.07086,8494.924222345999,-115.97199585400215,37.301645854,-0.0012430882992341356,2019-03-29 03:20:00,2019-03-29 03:55:00,0 days 00:35:00,,4.395821000000329,4.909351285714495,,
11,87689,87700,8703.232201,8697.805814,8697.805814,8713.715726569999,-97.97254063301476,38.282283633000006,-0.0010233663077468618,2019-04-03 04:05:00,2019-04-03 05:00:00,0 days 00:55:00,,4.046620142857007,3.163347785714255,,
11,88223,88226,8722.212287,8715.923169,8715.923169,8726.889631794,-107.5441960032066,38.363898003200006,-0.001120901987879012,2019-04-05 03:05:00,2019-04-05 03:20:00,0 days 00:15:00,,3.800125642856853,4.005537785713906,,
10,89043,89044,8746.943915,8742.380259,8742.380259,8753.017158551998,-80.61520834800264,34.97864834799999,-0.0009216385646391787,2019-04-10 03:10:00,2019-04-10 03:15:00,0 days 00:05:00,,2.6498172857144318,2.6498172142858363,,8741.479951
10,89863,89870,8792.381091,8796.069745068002,8786.091972,8796.069745068002,1.7096390078890522,35.17690167213601,1.9444550801436225e-05,2019-04-15 03:15:00,2019-04-15 03:50:00,0 days 00:35:00,,2.4033226428570873,1.9719570000000073,,
-10,93143,93146,8941.633586,8948.210281,8948.210281,8930.322988977998,-101.54663773399744,35.779687734,-0.0011356609142762354,2019-05-02 03:35:00,2019-05-02 03:50:00,0 days 00:15:00,,3.882290571428452,4.252032571428442,,
-11,95321,95337,8468.281742,8487.511828,8487.511828,8447.873357421999,-248.83369185401534,37.30274585400001,-0.0026712909895057818,2019-05-14 03:05:00,2019-05-14 04:25:00,0 days 01:20:00,,7.6002508571427825,6.100741857142826,,
-11,96962,96966,8559.731247,8567.170674,8567.170674,8544.010368959998,-119.51288122621277,37.67918422620001,-0.0012692930502940123,2019-05-22 03:20:00,2019-05-22 03:40:00,0 days 00:20:00,,6.655354928571536,6.367777857142755,,
-11,97778,97791,8431.184301,8417.308516991998,8441.787075,8417.308516991998,115.56693988843492,37.0666841995824,0.0012460984209723255,2019-05-27 03:05:00,2019-05-27 04:10:00,0 days 01:05:00,,6.018577071428808,4.724480357142705,,
-11,98552,98585,8332.832946,8324.104215137999,8344.298451,8324.104215137999,59.37077772751413,36.6452617545036,0.0006477201048851981,2019-05-30 03:05:00,2019-05-30 05:50:00,0 days 02:45:00,,6.1623656428571065,4.457444571428563,,
-11,99102,99111,8147.920895,8163.987633,8163.987633,8123.360472695999,-212.62031676159484,35.8861987616,-0.0023722763088508294,2019-06-03 03:25:00,2019-06-03 04:10:00,0 days 00:45:00,,6.901849500000026,6.0596596428571115,,
11,100466,100494,8562.031864,8572.479730167997,8554.592437,8572.479730167997,77.2306023407956,37.69592550716959,0.0008200114132585793,2019-06-10 03:20:00,2019-06-10 05:40:00,0 days 02:20:00,,4.991516071428383,3.615254428571331,,
11,101012,101028,8606.893886,8598.879305,8598.879305,8627.312623057998,-126.01309202019398,37.8527010202,-0.0013309953381479213,2019-06-12 03:20:00,2019-06-12 04:40:00,0 days 01:20:00,,6.860766999999994,5.813164714285709,8605.743577,
10,102374,102382,8803.305126,8797.323621,8797.323621,8808.911323517998,-95.01630749399743,35.201257494000004,-0.0010793253912484552,2019-06-19 03:05:00,2019-06-19 03:45:00,0 days 00:40:00,,4.0120534285710425,3.4184332142856095,,
10,102647,102652,8918.794952,8930.569969136,8908.801394,8930.569969136,82.05144151773115,35.698729842272,0.0009199834950721273,2019-06-20 03:05:00,2019-06-20 03:30:00,0 days 00:25:00,,6.079489142857061,6.795927285714242,,
10,104285,104287,8817.920464,8827.055549505998,8812.512109,8827.055549505998,56.060903032960674,35.289952027012,0.0006357610420941098,2019-06-28 03:05:00,2019-06-28 03:15:00,0 days 00:10:00,,4.237219785714062,4.27815907142823,8815.054711,
10,106656,106667,9110.80037,9121.458316347998,9103.959139,9121.458316347998,70.11494610727895,36.464517372695994,0.0007695805336504271,2019-07-11 03:10:00,2019-07-11 04:05:00,0 days 00:55:00,,4.72849164285695,3.7868872142854735,,
10,107202,107203,9138.311594,9136.915293,9136.915293,9152.443978356003,-50.513463774006766,36.550453774000005,-0.0005527658282868672,2019-07-15 03:10:00,2019-07-15 03:15:00,0 days 00:05:00,,3.88923571428573,3.7254784285714777,,
-11,111572,111573,8525.040558,8543.344798,8543.344798,8495.631420040001,-238.8970877831943,37.5504477832,-0.002547544134651483,2019-08-06 03:20:00,2019-08-06 03:25:00,0 days 00:05:00,,15.147548785714077,16.355258785714145,,
-11,112934,112940,8651.133668,8672.017086,8672.017086,8627.587859831998,-267.8285296587938,38.1109316588,-0.0028144343949813347,2019-08-13 03:05:00,2019-08-13 03:35:00,0 days 00:30:00,,11.933812214285874,12.404614500000207,,
-11,113483,113486,8639.097507,8657.974899,8657.974899,8597.124910433999,-245.7048712932036,38.0535592932,-0.002585548601934683,2019-08-15 03:20:00,2019-08-15 03:35:00,0 days 00:15:00,,13.407628000000582,11.565358642857714,,
-10,113490,113491,8646.835039,8622.945595000001,8659.69435,8622.945595000001,204.35487873198548,34.539561268,0.002363348876326189,2019-08-15 03:55:00,2019-08-15 04:00:00,0 days 00:05:00,,11.09455650000018,15.249897642857311,,
10,114302,114335,8869.504009,8855.211822,8855.211822,8888.4749307,-178.37130166200922,35.449431661999995,-0.0020110628675629964,2019-08-20 03:20:00,2019-08-20 06:05:00,0 days 02:45:00,,6.836866642856616,5.711035357142854,,
10,114850,114850,8864.918805,8858.9373,8858.9373,8906.322264156002,-95.26276220999742,35.44771221,-0.001074603888715428,2019-08-22 03:30:00,2019-08-22 03:30:00,0 days 00:00:00,,9.723088785714285,9.723088785714285,8852.022919,8852.022919
-10,115394,115397,8670.90736,8706.406116,8706.406116,8599.249579374,-389.74218695200864,34.754626951999995,-0.004494825867358838,2019-08-26 03:20:00,2019-08-26 03:35:00,0 days 00:15:00,,24.420305428571606,19.712283500000012,,
-10,115664,115664,8664.602705,8679.754618,8679.754618,8647.476755296,-186.20784464601513,34.688714646,-0.002149063851924421,2019-08-27 03:05:00,2019-08-27 03:05:00,0 days 00:00:00,,11.66770664285741,11.66770664285741,,
-10,115938,115941,8695.552832,8699.52831,8699.52831,8659.696896569998,-74.54494228400294,34.790162284000004,-0.000857276630068558,2019-08-28 03:10:00,2019-08-28 03:25:00,0 days 00:15:00,,9.313695714285782,8.351621642857156,,
-10,116985,116985,8732.234464,8747.386377,8747.386377,8700.329828940003,-186.47837168201514,34.959241682,-0.002135517231595158,2019-09-03 03:10:00,2019-09-03 03:10:00,0 days 00:00:00,,14.369701714285839,14.369701714285839,,
10,118625,118633,8965.506718,8950.64138,8950.64138,8987.517056588002,-184.4856761960143,35.832296196,-0.002057727265159766,2019-09-11 03:20:00,2019-09-11 04:00:00,0 days 00:40:00,,7.41001721428607,7.246260000000023,,
10,119172,119202,9099.050785,9117.75805697,9091.063253,9117.75805697,150.63910201606876,36.43361768394,0.0016555474364908598,2019-09-13 03:25:00,2019-09-13 05:55:00,0 days 02:30:00,,4.298628928571426,4.05299271428573,,
10,120538,120558,9067.527974,9083.192543508,9062.13279,9083.192543508,120.34425404497149,36.301441035016,0.0013272002511604698,2019-09-20 03:30:00,2019-09-20 05:10:00,0 days 01:40:00,,4.593913642857323,4.144730857142869,,
10,121898,121902,8906.883918,8917.766326680003,8898.344457,8917.766326680003,73.17478631067209,35.64930048936,0.0008215531602786183,2019-09-27 03:05:00,2019-09-27 03:25:00,0 days 00:20:00,,5.594365785714217,4.879757142857021,,
-10,122990,123032,8655.913313,8645.654615264,8675.886515,8645.654615264,67.98384150345994,34.603135856528,0.0007854034466976117,2019-10-03 03:05:00,2019-10-03 06:35:00,0 days 03:30:00,,9.065323000000197,7.472766142856926,8649.338912,
10,127631,127631,9215.309071,9216.168090582,9203.62533,9216.168090582,-28.272758503166536,36.862954323164,-0.00030680206475273026,2019-10-28 03:05:00,2019-10-28 03:05:00,0 days 00:00:00,,3.6138787142852897,3.6138787142852897,,
10,128187,128202,9204.161174,9210.974885228,9201.052739,9210.974885228,31.30684016154501,36.83027211845601,0.00034013789599845253,2019-10-30 03:55:00,2019-10-30 05:10:00,0 days 01:15:00,,3.4709571428571246,2.5930092857140283,,9206.733765
10,129544,129549,9396.533859,9389.423615,9389.423615,9411.138521809999,-108.67435494799511,37.571914948,-0.001156536618488422,2019-11-06 03:15:00,2019-11-06 03:40:00,0 days 00:25:00,,3.920139642857066,3.3892875000000067,,
-10,130361,130361,9399.963981,9399.664071304001,9416.792905,9399.664071304001,-34.60015914461496,37.599256104608,-0.00036808820985435013,2019-11-11 03:05:00,2019-11-11 03:05:00,0 days 00:00:00,,5.737287785714606,5.737287785714606,,
-9,132278,132296,9498.008307,9483.076068112,9505.118551,9483.076068112,100.22419811680685,34.1659518752016,0.0011724586516492776,2019-11-20 03:35:00,2019-11-20 05:05:00,0 days 01:30:00,,5.676035428571205,5.0226787142855756,,9480.286009
9,132820,132872,9484.859505,9474.604982,9474.604982,9510.405685375998,-126.41774307659648,34.12703607660001,-0.0014809303068742848,2019-11-22 03:15:00,2019-11-22 07:35:00,0 days 04:20:00,,6.206887571428654,4.634748214285797,,
9,133092,133130,9498.865837,9494.614028,9494.614028,9504.863751452003,-72.45454475699471,34.188263757,-0.0008475227581003418,2019-11-25 03:10:00,2019-11-25 06:20:00,0 days 03:10:00,,3.450539571428765,2.490921999999955,,9492.005593
9,133913,133935,9637.499942,9644.111276676002,9633.533976,9644.111276676002,24.795111890394054,34.706900193616804,0.0002858638079217023,2019-11-28 03:20:00,2019-11-28 05:10:00,0 days 01:50:00,,2.593009285714548,2.0621566428571896,,
9,134377,134392,9654.364709,9644.967717,9644.967717,9673.889310132,-119.31172636679959,34.7387983668,-0.0013731466424551026,2019-12-02 03:45:00,2019-12-02 05:00:00,0 days 01:15:00,,3.6342962857142993,3.1034438571428575,,
9,135189,135189,9501.438429,9494.899872,9494.899872,9516.287201586001,-93.0404219417987,34.1934089418,-0.0010880273273830843,2019-12-05 03:10:00,2019-12-05 03:10:00,0 days 00:00:00,,6.023131214285968,6.023131214285968,9492.863124,9492.863124
9,136556,136562,9631.743632,9637.21612379,9619.807736,9637.21612379,14.56829854958049,34.684127560422,0.00016805885836332346,2019-12-12 03:20:00,2019-12-12 03:50:00,0 days 00:30:00,,3.50169707142829,3.2981101428569155,,
9,136829,136843,9728.651064,9741.831686466003,9719.850408,9741.831686466003,83.57873324318922,35.04686895083881,0.0009545543215413734,2019-12-13 03:20:00,2019-12-13 04:30:00,0 days 01:10:00,,6.555502785714582,3.481338499999765,,
9,138464,138466,9938.997195,9941.552772225998,9933.616801,9941.552772225998,-12.784794907027546,35.7849899410068,-0.00014292516031319926,2019-12-23 03:05:00,2019-12-23 03:15:00,0 days 00:10:00,,3.074164428571229,2.850218714285542,,
9,138968,138971,9964.079118,9966.183221524001,9959.55379,9966.183221524001,-16.937540495130577,35.8744722111432,-0.00018887334410106388,2019-12-26 03:05:00,2019-12-26 03:20:00,0 days 00:15:00,,1.4658267142856078,1.6286962857141458,,
-9,140333,140334,10016.238118,10005.021295844002,10038.434801,10005.021295844002,64.91313245905246,36.0382669449192,0.000720087740352947,2020-01-03 03:05:00,2020-01-03 03:10:00,0 days 00:05:00,,9.405721357142413,8.815318928570898,,
9,140888,140936,10113.430571,10097.504369,10097.504369,10147.576261946002,-179.71550089200502,36.379682892000005,-0.001974442682709354,2020-01-07 03:50:00,2020-01-07 07:50:00,0 days 04:00:00,,7.1051878571427425,6.474067928571458,,
9,141159,141166,10068.397118,10086.121558605997,10055.321134,10086.121558605997,123.2418318360757,36.278133617890795,0.0013600513279512002,2020-01-08 03:40:00,2020-01-08 04:15:00,0 days 00:35:00,,7.329133357142902,6.596219928571243,,
9,141430,141466,10242.545473,10234.599883,10234.599883,10256.907795531997,-108.3691716407942,36.8588616408,-0.0011755885392884151,2020-01-09 03:30:00,2020-01-09 06:30:00,0 days 03:00:00,,4.804654214285359,5.130393214285505,,10231.429621
9,142795,142857,10366.244959,10391.155370686,10353.168976,10391.155370686,186.83038458056393,37.36332059343481,0.002002550750263772,2020-01-16 03:30:00,2020-01-16 08:40:00,0 days 05:10:00,,6.127969642857352,7.206981214285666,,
8,143837,143838,10522.436937,10513.351259,10513.351259,10531.739552426001,-106.34268511361024,33.6572611136,-0.0012632848948193904,2020-01-22 03:05:00,2020-01-22 03:10:00,0 days 00:05:00,,5.476491428571535,5.761513357143095,,
9,145206,145225,10400.447582,10427.792080857998,10393.072036,10427.792080857998,208.6096583288347,37.490831393144404,0.002228639752537383,2020-01-29 03:25:00,2020-01-29 05:00:00,0 days 01:35:00,,7.553079357142711,5.272904428571304,10399.307495,
-9,146023,146032,10325.201812,10293.400711463997,10349.67867,10293.400711463997,249.09642028178456,37.1134845422352,0.002680565526490954,2020-02-03 03:15:00,2020-02-03 04:00:00,0 days 00:45:00,,12.74454878571461,9.894330428571655,,
8,147115,147118,10762.425341,10754.479751,10754.479751,10777.114298743998,-97.99176814719485,34.427048147200004,-0.001138123669182259,2020-02-07 03:15:00,2020-02-07 03:30:00,0 days 00:15:00,,7.349492214285159,7.838101285713752,,
8,147386,147447,10731.928002,10698.900489,10698.900489,10753.871906687998,-298.5094295856073,34.289325585600004,-0.0034768849261052445,2020-02-10 03:05:00,2020-02-10 08:10:00,0 days 05:05:00,,12.74454878571409,9.07998199999994,,
-10,153075,153079,9362.968021,9419.367326,9419.367326,9290.576387071997,-601.5577206939901,37.564670694,-0.0064248614258295735,2020-03-10 03:30:00,2020-03-10 03:50:00,0 days 00:20:00,,33.67329671428589,32.92002471428584,,
-12,155341,155372,7692.7016,7805.915958,7805.915958,7650.5365790999995,-1395.7689781391912,37.19668213920001,-0.015120056328663346,2020-03-23 03:05:00,2020-03-23 05:40:00,0 days 02:35:00,,45.13276557142847,29.30063964285708,,
11,155618,155625,8314.005567,8344.267682004001,8264.404977,8344.267682004001,296.2350638962057,36.648201147808805,0.0032391679482502564,2020-03-24 03:25:00,2020-03-24 04:00:00,0 days 00:35:00,,28.24108935714256,30.339813857142612,,
-10,157253,157299,8678.857622,8607.983679190003,8711.057137,8607.983679190003,674.1657454975815,34.57368260238,0.007767908806207832,2020-04-01 03:10:00,2020-04-01 07:00:00,0 days 03:50:00,,34.23162335714291,17.441827071428765,,
10,158619,158621,9180.350906,9149.292445,9149.292445,9220.328526214,-347.2438967020054,36.659286702,-0.003782468668763567,2020-04-08 03:15:00,2020-04-08 03:25:00,0 days 00:10:00,,25.082814642857297,22.84145828571439,,
9,158892,158892,9411.414365,9394.333817,9394.333817,9447.062825545998,-187.57527872759917,33.850346727600005,-0.0022145128062694103,2020-04-09 03:15:00,2020-04-09 03:15:00,0 days 00:00:00,,17.19731557142859,17.19731557142859,,
9,159994,159994,9864.41285,9860.169161,9860.169161,9923.359353764003,-73.69744861980732,35.5042476198,-0.0008301158443708999,2020-04-16 04:05:00,2020-04-16 04:05:00,0 days 00:00:00,,14.874455357142713,14.874455357142713,9859.848634,9859.848634
9,160532,160551,9985.935114,9970.85141,9970.85141,10041.233667272,-171.67555174320523,35.9222157432,-0.00191019279486981,2020-04-20 03:25:00,2020-04-20 05:00:00,0 days 01:35:00,,14.650319928571403,13.387009857142791,,
-9,161632,161632,9785.394853,9794.773285,9794.773285,9746.947956592,-119.6501906483957,35.2443026484,-0.0013586028798341743,2020-04-24 04:05:00,2020-04-24 04:05:00,0 days 00:00:00,,13.10174642857146,13.10174642857146,,
9,161896,161958,10102.322634,10084.956822,10084.956822,10153.050694902,-192.62941102080003,36.3371030208,-0.002118648222455839,2020-04-27 03:20:00,2020-04-27 08:30:00,0 days 05:10:00,,13.916785142857407,12.408963714285814,,
-9,162987,162995,9990.214067,10010.14725,10010.14725,9947.610881178003,-215.3992973705927,36.0006503706,-0.002395669912865626,2020-05-01 03:15:00,2020-05-01 03:55:00,0 days 00:40:00,,15.363478357142672,12.103324000000223,,
9,163539,163540,10124.002662,10101.502107,10101.502107,10179.403340178,-238.9109035842048,36.405908584200006,-0.0026220514592947505,2020-05-05 03:45:00,2020-05-05 03:50:00,0 days 00:05:00,,15.974757642857444,17.502955071428914,,
8,163804,163826,10253.797568,10274.984878958003,10235.005439,10274.984878958003,136.65243574889,32.846051915132804,0.0016658759211239985,2020-05-06 03:05:00,2020-05-06 04:55:00,0 days 01:50:00,,11.410541142856996,10.636254571428642,,
8,164625,164627,10548.474794,10542.23426,10542.23426,10584.828996872,-83.66940648640384,33.745134486400005,-0.000991487017322078,2020-05-11 03:15:00,2020-05-11 03:25:00,0 days 00:10:00,,10.697382500000199,9.678584071428954,,
8,164907,164925,10571.295876,10613.049547192002,10548.224794,10613.049547192002,300.1344168589088,33.8949526771072,0.0035489312329755984,2020-05-12 04:00:00,2020-05-12 05:30:00,0 days 01:30:00,,12.653474928571216,10.75851014285711,,
-8,165171,165175,10396.429333,10412.65409,10412.65409,10343.906393156,-163.09258947679962,33.2945334768,-0.001960920719182813,2020-05-13 03:15:00,2020-05-13 03:35:00,0 days 00:20:00,,16.239645142856975,14.792951499999877,,
-8,165448,165463,10270.342853,10307.391848,10307.391848,10220.990902430001,-329.31633552159354,32.9243755216,-0.004008098125777281,2020-05-14 03:35:00,2020-05-14 04:50:00,0 days 01:15:00,,16.56566064285692,13.835281071428524,,
8,165722,165738,10400.137759,10384.198264,10384.198264,10440.196393401997,-160.77089763678973,33.2549376368,-0.001932316924091489,2020-05-15 03:40:00,2020-05-15 05:00:00,0 days 01:20:00,,13.305506071428681,10.575126428571561,,10382.166156
8,166808,166811,10752.723481,10741.348203,10741.348203,10793.423388749998,-125.39273869441075,34.390514694400004,-0.0014576858006715805,2020-05-21 03:10:00,2020-05-21 03:25:00,0 days 00:15:00,,12.103324071428688,12.042196142857263,,10738.175041
-8,167082,167086,10577.856937,10598.931175,10598.931175,10536.721718722001,-202.47676497919394,33.882860979200004,-0.002392695966029601,2020-05-22 03:15:00,2020-05-22 03:35:00,0 days 00:20:00,,14.548439928571756,13.081370357143117,,
8,167859,167870,10800.933018,10839.802673487999,10786.419841,10839.802673487999,276.33206679761037,34.625177106380804,0.003198011532164569,2020-05-27 03:30:00,2020-05-27 04:25:00,0 days 00:55:00,,12.082948142857017,12.144076142857168,,
8,169220,169240,11034.563848,11059.363736422003,11024.614888,11059.363736422003,163.048823240951,35.350284135075206,0.0018470238775057947,2020-06-03 03:10:00,2020-06-03 04:50:00,0 days 01:40:00,,9.128432928571263,7.253844000000105,,
8,169499,169507,11033.422794,11020.050672,11020.050672,11058.395552675998,-142.26253354560538,35.2855575456,-0.001611722583754452,2020-06-04 03:40:00,2020-06-04 04:20:00,0 days 00:40:00,,8.680161999999914,6.9278287142855595,,
8,169766,169774,11052.250187,11034.599112,11034.599112,11079.155320698002,-176.54755887839812,35.33895887840001,-0.0019967377218584057,2020-06-05 03:10:00,2020-06-05 03:50:00,0 days 00:40:00,,10.147231285714302,9.67858414285729,,11023.723834
-7,170858,170865,11379.447455,11338.072614589997,11413.358552,11338.072614589997,257.81935477259105,31.804528097425994,0.003236654199752097,2020-06-11 03:10:00,2020-06-11 03:45:00,0 days 00:35:00,,17.645587071428572,17.401075357142872,,
7,172222,172227,11408.686533,11430.903000146001,11383.013435,11430.903000146001,123.53984467560524,31.975425346404403,0.001546939622569451,2020-06-18 03:05:00,2020-06-18 03:30:00,0 days 00:25:00,,16.567861428571113,18.302181857142905,,
7,172496,172541,11479.528423,11513.068738101998,11472.708409,11513.068738101998,202.59256968844463,32.1896360255428,0.0025211659053686578,2020-06-19 03:10:00,2020-06-19 06:55:00,0 days 03:45:00,,10.365115499999774,7.937066642857384,,
7,174679,174683,11593.503884,11576.971675,11576.971675,11611.112200263999,-148.1641287825934,32.4386657826,-0.0018257038013339937,2020-07-01 03:05:00,2020-07-01 03:25:00,0 days 00:20:00,,8.202315785714356,9.161292857143053,,11571.222967
7,176005,176005,12062.831408,12089.416077821998,12040.871796,12089.416077821998,152.27954227383185,33.8131464801508,0.0018034091324865321,2020-07-08 03:35:00,2020-07-08 03:35:00,0 days 00:00:00,,12.65033757142841,12.65033757142841,,
