candle_datetime,entry_datetime,entry_price,direction,body_size_points,sl_type,sl_price,tp_price,risk,rr_ratio,exit_datetime,exit_price,outcome,pnl,hit_tp,hit_sl,year,timeframe,body_filter
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8146.44018514,31.917748759999995,1.5,2018-11-06 08:45:00,8146.44018514,win,47.87662313999999,True,False,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7683.2319292,48.30276159999994,2.0,2018-02-06 08:50:00,7683.2319292,win,96.60552319999988,True,False,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8162.39905952,31.917748759999995,2.0,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7707.38331,48.30276159999994,2.5,2018-02-06 08:50:00,7707.38331,win,120.75690399999985,True,False,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8178.357933900001,31.917748759999995,2.5,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7731.5346908,48.30276159999994,3.0,2018-02-06 08:55:00,7731.5346908,win,144.90828479999982,True,False,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8194.31680828,31.917748759999995,3.0,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7755.6860716,48.30276159999994,3.5,2018-02-06 09:35:00,7538.3236444,loss,-48.30276159999994,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8210.27568266,31.917748759999995,3.5,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7779.8374524,48.30276159999994,4.0,2018-02-06 09:35:00,7538.3236444,loss,-48.30276159999994,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8226.23455704,31.917748759999995,4.0,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7803.9888332,48.30276159999994,4.5,2018-02-06 09:35:00,7538.3236444,loss,-48.30276159999994,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8242.19343142,31.917748759999995,4.5,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,62%,7538.3236444,7828.140214,48.30276159999994,5.0,2018-02-06 09:35:00,7538.3236444,loss,-48.30276159999994,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,62%,8066.64581324,8258.1523058,31.917748759999995,5.0,2018-11-06 13:20:00,8066.64581324,loss,-31.917748759999995,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7677.778391600001,60.7679904000006,1.5,2018-02-06 08:50:00,7677.778391600001,win,91.1519856000009,True,False,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8158.68324466,40.0797884399999,1.5,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7708.1623868000015,60.7679904000006,2.0,2018-02-06 08:50:00,7708.1623868000015,win,121.5359808000012,True,False,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8178.72313888,40.0797884399999,2.0,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7738.546382000002,60.7679904000006,2.5,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8198.7630331,40.0797884399999,2.5,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7768.930377200002,60.7679904000006,3.0,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8218.80292732,40.0797884399999,3.0,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7799.314372400002,60.7679904000006,3.5,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8238.84282154,40.0797884399999,3.5,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7829.698367600003,60.7679904000006,4.0,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8258.882715759999,40.0797884399999,4.0,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7860.0823628000035,60.7679904000006,4.5,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8278.92260998,40.0797884399999,4.5,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:35:00,7586.626406,long,77.90768000000025,78%,7525.8584156,7890.466358000003,60.7679904000006,5.0,2018-02-06 09:35:00,7525.8584156,loss,-60.7679904000006,False,True,2018,5m,50
2018-11-06 08:30:00,2018-11-06 08:35:00,8098.563562,long,51.0127480000001,78%,8058.48377356,8298.9625042,40.0797884399999,5.0,2018-11-06 13:25:00,8058.48377356,loss,-40.0797884399999,False,True,2018,5m,50
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,118.0330640000002,middle,7567.735258000001,7715.276588,59.01653199999964,1.5,2018-02-06 08:45:00,7715.276588,win,88.52479799999946,True,False,2018,15m,50
2018-03-01 08:30:00,2018-03-01 08:45:00,7989.63756,short,53.598141000000396,middle,8016.1437445,7949.87828325,26.506184500000018,1.5,2018-03-01 09:00:00,8016.1437445,loss,-26.506184500000018,False,True,2018,15m,50
2018-04-04 08:30:00,2018-04-04 08:45:00,7458.25806,long,52.53116500000033,middle,7431.9924775,7497.65643375,26.265582500000164,1.5,2018-04-04 08:45:00,7431.9924775,loss,-26.265582500000164,False,True,2018,15m,50
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,75.00283000000036,middle,7579.225659,7484.012924,38.085094000000026,1.5,2018-04-25 09:30:00,7579.225659,loss,-38.085094000000026,False,True,2018,15m,50
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,91.62814099999923,middle,8454.368566500001,8340.560597749998,45.52318750000086,1.5,2018-07-30 11:45:00,8340.560597749998,win,68.28478125000129,True,False,2018,15m,50
2018-09-04 08:30:00,2018-09-04 08:45:00,8832.371008,short,54.395118000000366,middle,8859.85945,8791.138345,27.48844199999985,1.5,2018-09-04 09:00:00,8859.85945,loss,-27.48844199999985,False,True,2018,15m,50
2018-10-04 08:30:00,2018-10-04 08:45:00,8792.163026,short,52.46197299999949,middle,8818.3940125,8752.81654625,26.230986500000654,1.5,2018-10-04 09:15:00,8752.81654625,win,39.34647975000098,True,False,2018,15m,50
2018-10-10 08:30:00,2018-10-10 08:45:00,8472.173971,short,53.04166400000031,middle,8498.694803,8432.392723,26.520832000000155,1.5,2018-10-10 08:45:00,8432.392723,win,39.78124800000023,True,False,2018,15m,50
2018-10-19 08:30:00,2018-10-19 08:45:00,8371.307856,long,53.04166400000031,middle,8345.076869,8410.654336499998,26.230986999999004,1.5,2018-10-19 10:15:00,8345.076869,loss,-26.230986999999004,False,True,2018,15m,50
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,92.4606049999993,middle,7920.1638674999995,8035.73962375,46.23030250000011,1.5,2018-10-26 09:00:00,7920.1638674999995,loss,-46.23030250000011,False,True,2018,15m,50
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,76.80896600000051,middle,8042.188679,7946.902083999999,38.114638000000014,1.5,2018-11-05 13:15:00,8042.188679,loss,-38.114638000000014,False,True,2018,15m,50
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,81.44649000000027,middle,8087.984214,8189.067714,40.43339999999989,1.5,2018-11-06 09:45:00,8087.984214,loss,-40.43339999999989,False,True,2018,15m,50
2018-11-12 08:30:00,2018-11-12 08:45:00,8045.811743,short,62.31670899999972,middle,8077.5497885,7998.20467475,31.738045500000226,1.5,2018-11-12 09:30:00,7998.20467475,win,47.60706825000034,True,False,2018,15m,50
2018-11-20 08:30:00,2018-11-20 08:45:00,7593.653297,long,55.94011599999976,middle,7565.683239,7635.608383999999,27.97005799999988,1.5,2018-11-20 08:45:00,7565.683239,loss,-27.97005799999988,False,True,2018,15m,50
2018-11-23 08:30:00,2018-11-23 08:45:00,7624.666729,long,53.91119999999955,middle,7597.711128999999,7665.100129,26.95560000000023,1.5,2018-11-23 10:45:00,7597.711128999999,loss,-26.95560000000023,False,True,2018,15m,50
2018-12-06 08:30:00,2018-12-06 08:45:00,7789.008933,long,65.79485000000022,middle,7756.111508,7838.3550705,32.89742500000011,1.5,2018-12-06 08:45:00,7756.111508,loss,-32.89742500000011,False,True,2018,15m,50
2018-12-10 08:30:00,2018-12-10 08:45:00,7731.039902,long,72.46128899999985,middle,7694.2295665,7786.255405250001,36.81033550000029,1.5,2018-12-10 08:45:00,7694.2295665,loss,-36.81033550000029,False,True,2018,15m,50
2018-12-17 08:30:00,2018-12-17 08:45:00,7557.587602,short,58.89929200000006,middle,7586.459804,7514.279298999999,28.87220200000047,1.5,2018-12-17 09:00:00,7586.459804,loss,-28.87220200000047,False,True,2018,15m,50
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,118.0330640000002,middle,7567.735258000001,7744.7848539999995,59.01653199999964,2.0,2018-02-06 09:15:00,7567.735258000001,loss,-59.01653199999964,False,True,2018,15m,50
2018-03-01 08:30:00,2018-03-01 08:45:00,7989.63756,short,53.598141000000396,middle,8016.1437445,7936.625191,26.506184500000018,2.0,2018-03-01 09:00:00,8016.1437445,loss,-26.506184500000018,False,True,2018,15m,50
2018-04-04 08:30:00,2018-04-04 08:45:00,7458.25806,long,52.53116500000033,middle,7431.9924775,7510.789225,26.265582500000164,2.0,2018-04-04 08:45:00,7431.9924775,loss,-26.265582500000164,False,True,2018,15m,50
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,75.00283000000036,middle,7579.225659,7464.970377,38.085094000000026,2.0,2018-04-25 09:30:00,7579.225659,loss,-38.085094000000026,False,True,2018,15m,50
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,91.62814099999923,middle,8454.368566500001,8317.799003999999,45.52318750000086,2.0,2018-07-31 08:30:00,8454.368566500001,loss,-45.52318750000086,False,True,2018,15m,50
2018-09-04 08:30:00,2018-09-04 08:45:00,8832.371008,short,54.395118000000366,middle,8859.85945,8777.394124,27.48844199999985,2.0,2018-09-04 09:00:00,8859.85945,loss,-27.48844199999985,False,True,2018,15m,50
2018-10-04 08:30:00,2018-10-04 08:45:00,8792.163026,short,52.46197299999949,middle,8818.3940125,8739.701052999999,26.230986500000654,2.0,2018-10-04 09:30:00,8739.701052999999,win,52.46197300000131,True,False,2018,15m,50
2018-10-10 08:30:00,2018-10-10 08:45:00,8472.173971,short,53.04166400000031,middle,8498.694803,8419.132307,26.520832000000155,2.0,2018-10-10 08:45:00,8419.132307,win,53.04166400000031,True,False,2018,15m,50
2018-10-19 08:30:00,2018-10-19 08:45:00,8371.307856,long,53.04166400000031,middle,8345.076869,8423.769829999997,26.230986999999004,2.0,2018-10-19 10:15:00,8345.076869,loss,-26.230986999999004,False,True,2018,15m,50
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,92.4606049999993,middle,7920.1638674999995,8058.854775,46.23030250000011,2.0,2018-10-26 09:00:00,7920.1638674999995,loss,-46.23030250000011,False,True,2018,15m,50
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,76.80896600000051,middle,8042.188679,7927.844765,38.114638000000014,2.0,2018-11-05 13:15:00,8042.188679,loss,-38.114638000000014,False,True,2018,15m,50
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,81.44649000000027,middle,8087.984214,8209.284414,40.43339999999989,2.0,2018-11-06 09:45:00,8087.984214,loss,-40.43339999999989,False,True,2018,15m,50
2018-11-12 08:30:00,2018-11-12 08:45:00,8045.811743,short,62.31670899999972,middle,8077.5497885,7982.335652,31.738045500000226,2.0,2018-11-12 09:45:00,7982.335652,win,63.47609100000045,True,False,2018,15m,50
2018-11-20 08:30:00,2018-11-20 08:45:00,7593.653297,long,55.94011599999976,middle,7565.683239,7649.593413,27.97005799999988,2.0,2018-11-20 08:45:00,7565.683239,loss,-27.97005799999988,False,True,2018,15m,50
2018-11-23 08:30:00,2018-11-23 08:45:00,7624.666729,long,53.91119999999955,middle,7597.711128999999,7678.577929,26.95560000000023,2.0,2018-11-23 10:45:00,7597.711128999999,loss,-26.95560000000023,False,True,2018,15m,50
2018-12-06 08:30:00,2018-12-06 08:45:00,7789.008933,long,65.79485000000022,middle,7756.111508,7854.803783,32.89742500000011,2.0,2018-12-06 08:45:00,7756.111508,loss,-32.89742500000011,False,True,2018,15m,50
2018-12-10 08:30:00,2018-12-10 08:45:00,7731.039902,long,72.46128899999985,middle,7694.2295665,7804.660573000001,36.81033550000029,2.0,2018-12-10 08:45:00,7694.2295665,loss,-36.81033550000029,False,True,2018,15m,50
2018-12-17 08:30:00,2018-12-17 08:45:00,7557.587602,short,58.89929200000006,middle,7586.459804,7499.843197999999,28.87220200000047,2.0,2018-12-17 09:00:00,7586.459804,loss,-28.87220200000047,False,True,2018,15m,50
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,118.0330640000002,middle,7567.735258000001,7774.293119999999,59.01653199999964,2.5,2018-02-06 09:15:00,7567.735258000001,loss,-59.01653199999964,False,True,2018,15m,50
2018-03-01 08:30:00,2018-03-01 08:45:00,7989.63756,short,53.598141000000396,middle,8016.1437445,7923.37209875,26.506184500000018,2.5,2018-03-01 09:00:00,8016.1437445,loss,-26.506184500000018,False,True,2018,15m,50
2018-04-04 08:30:00,2018-04-04 08:45:00,7458.25806,long,52.53116500000033,middle,7431.9924775,7523.9220162500005,26.265582500000164,2.5,2018-04-04 08:45:00,7431.9924775,loss,-26.265582500000164,False,True,2018,15m,50
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,75.00283000000036,middle,7579.225659,7445.92783,38.085094000000026,2.5,2018-04-25 09:30:00,7579.225659,loss,-38.085094000000026,False,True,2018,15m,50
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,91.62814099999923,middle,8454.368566500001,8295.037410249999,45.52318750000086,2.5,2018-07-31 08:30:00,8454.368566500001,loss,-45.52318750000086,False,True,2018,15m,50
2018-09-04 08:30:00,2018-09-04 08:45:00,8832.371008,short,54.395118000000366,middle,8859.85945,8763.649903000001,27.48844199999985,2.5,2018-09-04 09:00:00,8859.85945,loss,-27.48844199999985,False,True,2018,15m,50
2018-10-04 08:30:00,2018-10-04 08:45:00,8792.163026,short,52.46197299999949,middle,8818.3940125,8726.585559749998,26.230986500000654,2.5,2018-10-04 10:30:00,8726.585559749998,win,65.57746625000163,True,False,2018,15m,50
2018-10-10 08:30:00,2018-10-10 08:45:00,8472.173971,short,53.04166400000031,middle,8498.694803,8405.871890999999,26.520832000000155,2.5,2018-10-10 08:45:00,8405.871890999999,win,66.30208000000039,True,False,2018,15m,50
2018-10-19 08:30:00,2018-10-19 08:45:00,8371.307856,long,53.04166400000031,middle,8345.076869,8436.885323499997,26.230986999999004,2.5,2018-10-19 10:15:00,8345.076869,loss,-26.230986999999004,False,True,2018,15m,50
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,92.4606049999993,middle,7920.1638674999995,8081.96992625,46.23030250000011,2.5,2018-10-26 09:00:00,7920.1638674999995,loss,-46.23030250000011,False,True,2018,15m,50
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,76.80896600000051,middle,8042.188679,7908.787446,38.114638000000014,2.5,2018-11-05 13:15:00,8042.188679,loss,-38.114638000000014,False,True,2018,15m,50
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,81.44649000000027,middle,8087.984214,8229.501113999999,40.43339999999989,2.5,2018-11-06 09:45:00,8087.984214,loss,-40.43339999999989,False,True,2018,15m,50
2018-11-12 08:30:00,2018-11-12 08:45:00,8045.811743,short,62.31670899999972,middle,8077.5497885,7966.46662925,31.738045500000226,2.5,2018-11-12 09:45:00,7966.46662925,win,79.34511375000056,True,False,2018,15m,50
2018-11-20 08:30:00,2018-11-20 08:45:00,7593.653297,long,55.94011599999976,middle,7565.683239,7663.578442,27.97005799999988,2.5,2018-11-20 08:45:00,7565.683239,loss,-27.97005799999988,False,True,2018,15m,50
2018-11-23 08:30:00,2018-11-23 08:45:00,7624.666729,long,53.91119999999955,middle,7597.711128999999,7692.055729,26.95560000000023,2.5,2018-11-23 10:45:00,7597.711128999999,loss,-26.95560000000023,False,True,2018,15m,50
2018-12-06 08:30:00,2018-12-06 08:45:00,7789.008933,long,65.79485000000022,middle,7756.111508,7871.252495500001,32.89742500000011,2.5,2018-12-06 08:45:00,7756.111508,loss,-32.89742500000011,False,True,2018,15m,50
2018-12-10 08:30:00,2018-12-10 08:45:00,7731.039902,long,72.46128899999985,middle,7694.2295665,7823.065740750001,36.81033550000029,2.5,2018-12-10 08:45:00,7694.2295665,loss,-36.81033550000029,False,True,2018,15m,50
2018-12-17 08:30:00,2018-12-17 08:45:00,7557.587602,short,58.89929200000006,middle,7586.459804,7485.407096999998,28.87220200000047,2.5,2018-12-17 09:00:00,7586.459804,loss,-28.87220200000047,False,True,2018,15m,50
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,118.0330640000002,middle,7567.735258000001,7803.801385999999,59.01653199999964,3.0,2018-02-06 09:15:00,7567.735258000001,loss,-59.01653199999964,False,True,2018,15m,50
2018-03-01 08:30:00,2018-03-01 08:45:00,7989.63756,short,53.598141000000396,middle,8016.1437445,7910.1190065,26.506184500000018,3.0,2018-03-01 09:00:00,8016.1437445,loss,-26.506184500000018,False,True,2018,15m,50
2018-04-04 08:30:00,2018-04-04 08:45:00,7458.25806,long,52.53116500000033,middle,7431.9924775,7537.054807500001,26.265582500000164,3.0,2018-04-04 08:45:00,7431.9924775,loss,-26.265582500000164,False,True,2018,15m,50
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,75.00283000000036,middle,7579.225659,7426.885283,38.085094000000026,3.0,2018-04-25 09:30:00,7579.225659,loss,-38.085094000000026,False,True,2018,15m,50
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,91.62814099999923,middle,8454.368566500001,8272.275816499998,45.52318750000086,3.0,2018-07-31 08:30:00,8454.368566500001,loss,-45.52318750000086,False,True,2018,15m,50
2018-09-04 08:30:00,2018-09-04 08:45:00,8832.371008,short,54.395118000000366,middle,8859.85945,8749.905682,27.48844199999985,3.0,2018-09-04 09:00:00,8859.85945,loss,-27.48844199999985,False,True,2018,15m,50
2018-10-04 08:30:00,2018-10-04 08:45:00,8792.163026,short,52.46197299999949,middle,8818.3940125,8713.470066499998,26.230986500000654,3.0,2018-10-04 10:45:00,8713.470066499998,win,78.69295950000196,True,False,2018,15m,50
2018-10-10 08:30:00,2018-10-10 08:45:00,8472.173971,short,53.04166400000031,middle,8498.694803,8392.611475,26.520832000000155,3.0,2018-10-10 09:00:00,8392.611475,win,79.56249600000046,True,False,2018,15m,50
2018-10-19 08:30:00,2018-10-19 08:45:00,8371.307856,long,53.04166400000031,middle,8345.076869,8450.000816999996,26.230986999999004,3.0,2018-10-19 10:15:00,8345.076869,loss,-26.230986999999004,False,True,2018,15m,50
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,92.4606049999993,middle,7920.1638674999995,8105.0850775,46.23030250000011,3.0,2018-10-26 09:00:00,7920.1638674999995,loss,-46.23030250000011,False,True,2018,15m,50
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,76.80896600000051,middle,8042.188679,7889.730127,38.114638000000014,3.0,2018-11-05 13:15:00,8042.188679,loss,-38.114638000000014,False,True,2018,15m,50
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,81.44649000000027,middle,8087.984214,8249.717814,40.43339999999989,3.0,2018-11-06 09:45:00,8087.984214,loss,-40.43339999999989,False,True,2018,15m,50
2018-11-12 08:30:00,2018-11-12 08:45:00,8045.811743,short,62.31670899999972,middle,8077.5497885,7950.5976064999995,31.738045500000226,3.0,2018-11-12 10:00:00,7950.5976064999995,win,95.21413650000068,True,False,2018,15m,50
2018-11-20 08:30:00,2018-11-20 08:45:00,7593.653297,long,55.94011599999976,middle,7565.683239,7677.5634709999995,27.97005799999988,3.0,2018-11-20 08:45:00,7565.683239,loss,-27.97005799999988,False,True,2018,15m,50
2018-11-23 08:30:00,2018-11-23 08:45:00,7624.666729,long,53.91119999999955,middle,7597.711128999999,7705.533529,26.95560000000023,3.0,2018-11-23 10:45:00,7597.711128999999,loss,-26.95560000000023,False,True,2018,15m,50
2018-12-06 08:30:00,2018-12-06 08:45:00,7789.008933,long,65.79485000000022,middle,7756.111508,7887.701208,32.89742500000011,3.0,2018-12-06 08:45:00,7756.111508,loss,-32.89742500000011,False,True,2018,15m,50
2018-12-10 08:30:00,2018-12-10 08:45:00,7731.039902,long,72.46128899999985,middle,7694.2295665,7841.470908500001,36.81033550000029,3.0,2018-12-10 08:45:00,7694.2295665,loss,-36.81033550000029,False,True,2018,15m,50
2018-12-17 08:30:00,2018-12-17 08:45:00,7557.587602,short,58.89929200000006,middle,7586.459804,7470.970995999998,28.87220200000047,3.0,2018-12-17 09:00:00,7586.459804,loss,-28.87220200000047,False,True,2018,15m,50
