year,timeframe,rr_ratio,direction,body_size_points,candle_high,candle_low,outcome
2020,5m,4.5,bullish,24.02159500000016,12983.100301,12950.499565,win
2020,5m,5.0,bullish,24.02159500000016,12983.100301,12950.499565,win
2020,5m,10.0,bullish,24.02159500000016,12983.100301,12950.499565,no_exit
2020,5m,1.5,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,2.0,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,2.5,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,3.0,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,3.5,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,4.0,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,4.5,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,5.0,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,10.0,bullish,23.735623999999007,13130.66153,13091.769423,loss
2020,5m,1.5,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,2.0,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,2.5,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,3.0,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,3.5,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,4.0,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,4.5,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,5.0,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,10.0,bullish,39.4640500000005,13072.32337,13022.850322,loss
2020,5m,1.5,bearish,22.877709000000323,13242.476336,13210.447542,win
2020,5m,2.0,bearish,22.877709000000323,13242.476336,13210.447542,win
2020,5m,2.5,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,3.0,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,3.5,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,4.0,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,4.5,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,5.0,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,10.0,bearish,22.877709000000323,13242.476336,13210.447542,loss
2020,5m,1.5,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,2.0,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,2.5,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,3.0,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,3.5,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,4.0,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,4.5,bullish,13.15468300000066,13287.08787,13255.631019,win
2020,5m,5.0,bullish,13.15468300000066,13287.08787,13255.631019,no_exit
2020,5m,10.0,bullish,13.15468300000066,13287.08787,13255.631019,no_exit
2020,5m,1.5,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,2.0,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,2.5,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,3.0,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,3.5,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,4.0,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,4.5,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,5.0,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,10.0,bearish,11.152884000000995,13627.107832,13584.212126,loss
2020,5m,1.5,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,2.0,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,2.5,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,3.0,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,3.5,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,4.0,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,4.5,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,5.0,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,10.0,bearish,62.34175900000082,13902.498263,13815.562966,loss
2020,5m,1.5,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,2.0,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,2.5,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,3.0,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,3.5,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,4.0,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,4.5,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,5.0,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,10.0,bearish,26.595338000000993,13854.741044,13808.12771,loss
2020,5m,1.5,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,2.0,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,2.5,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,3.0,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,3.5,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,4.0,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,4.5,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,5.0,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,10.0,bullish,47.18527600000016,13537.312821,13444.658096,loss
2020,5m,1.5,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,2.0,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,2.5,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,3.0,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,3.5,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,4.0,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,4.5,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,5.0,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,10.0,bearish,14.87051099999917,13683.158221,13642.836257,loss
2020,5m,1.5,bullish,9.151083999999173,13635.11503,13607.661779,win
2020,5m,2.0,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,2.5,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,3.0,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,3.5,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,4.0,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,4.5,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,5.0,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,10.0,bullish,9.151083999999173,13635.11503,13607.661779,loss
2020,5m,1.5,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,2.0,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,2.5,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,3.0,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,3.5,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,4.0,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,4.5,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,5.0,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,10.0,bullish,5.43345600000066,13386.033965,13331.413433,loss
2020,5m,1.5,bullish,26.023394999998345,13381.172452,13332.271347,win
2020,5m,2.0,bullish,26.023394999998345,13381.172452,13332.271347,win
2020,5m,2.5,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,3.0,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,3.5,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,4.0,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,4.5,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,5.0,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,10.0,bullish,26.023394999998345,13381.172452,13332.271347,loss
2020,5m,1.5,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,2.0,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,2.5,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,3.0,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,3.5,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,4.0,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,4.5,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,5.0,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,10.0,bullish,23.163680999999997,13410.913474,13366.30194,loss
2020,5m,1.5,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,2.0,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,2.5,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,3.0,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,3.5,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,4.0,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,4.5,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,5.0,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,10.0,bearish,56.622331999999005,13359.438627,13300.814496,loss
2020,5m,1.5,bullish,42.895704999999,13293.665212,13230.75151,win
2020,5m,2.0,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,2.5,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,3.0,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,3.5,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,4.0,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,4.5,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,5.0,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,10.0,bullish,42.895704999999,13293.665212,13230.75151,loss
2020,5m,1.5,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,2.0,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,2.5,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,3.0,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,3.5,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,4.0,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,4.5,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,5.0,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,10.0,bearish,25.73742400000083,13216.738913,13152.681325,loss
2020,5m,1.5,bearish,44.039591999999175,13066.603942,12994.539156,win
2020,5m,2.0,bearish,44.039591999999175,13066.603942,12994.539156,win
2020,5m,2.5,bearish,44.039591999999175,13066.603942,12994.539156,win
2020,5m,3.0,bearish,44.039591999999175,13066.603942,12994.539156,win
2020,5m,3.5,bearish,44.039591999999175,13066.603942,12994.539156,win
2020,5m,4.0,bearish,44.039591999999175,13066.603942,12994.539156,no_exit
2020,5m,4.5,bearish,44.039591999999175,13066.603942,12994.539156,no_exit
2020,5m,5.0,bearish,44.039591999999175,13066.603942,12994.539156,no_exit
2020,5m,10.0,bearish,44.039591999999175,13066.603942,12994.539156,no_exit
2020,5m,1.5,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,2.0,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,2.5,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,3.0,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,3.5,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,4.0,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,4.5,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,5.0,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,10.0,bullish,40.89390599999933,12858.416783,12798.934738,loss
2020,5m,1.5,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,2.0,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,2.5,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,3.0,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,3.5,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,4.0,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,4.5,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,5.0,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,10.0,bullish,1.1438849999995,12904.458174,12845.548071,loss
2020,5m,1.5,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,2.0,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,2.5,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,3.0,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,3.5,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,4.0,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,4.5,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,5.0,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,10.0,bearish,15.156483000000662,12758.326803,12706.851956,loss
2020,5m,1.5,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,2.0,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,2.5,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,3.0,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,3.5,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,4.0,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,4.5,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,5.0,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,10.0,bearish,39.750019999999495,12758.040831,12701.4185,loss
2020,5m,1.5,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,2.0,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,2.5,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,3.0,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,3.5,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,4.0,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,4.5,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,5.0,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,10.0,bullish,34.0305929999995,13350.001572,13276.506929,loss
2020,5m,1.5,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,2.0,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,2.5,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,3.0,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,3.5,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,4.0,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,4.5,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,5.0,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,10.0,bearish,38.89210699999967,13766.661862,13695.45499,loss
2020,5m,1.5,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,2.0,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,2.5,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,3.0,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,3.5,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,4.0,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,4.5,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,5.0,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,10.0,bearish,62.91370200000165,13782.96223,13694.311104,loss
2020,5m,1.5,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,2.0,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,2.5,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,3.0,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,3.5,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,4.0,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,4.5,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,5.0,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,10.0,bearish,111.52883500000098,13969.129593,13826.429878,loss
2020,5m,1.5,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,2.0,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,2.5,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,3.0,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,3.5,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,4.0,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,4.5,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,5.0,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,10.0,bullish,40.32196400000066,13440.082554,13370.591511,loss
2020,5m,1.5,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,2.0,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,2.5,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,3.0,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,3.5,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,4.0,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,4.5,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,5.0,bullish,16.586338999999498,13428.357728,13386.891879,win
2020,5m,10.0,bullish,16.586338999999498,13428.357728,13386.891879,no_exit
2020,5m,1.5,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,2.0,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,2.5,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,3.0,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,3.5,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,4.0,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,4.5,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,5.0,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,10.0,bullish,5.147484000000986,13646.267914,13589.359611,loss
2020,5m,1.5,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,2.0,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,2.5,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,3.0,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,3.5,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,4.0,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,4.5,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,5.0,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,10.0,bearish,1.4298570000009931,13622.818261,13585.07004,loss
2020,5m,1.5,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,2.0,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,2.5,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,3.0,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,3.5,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,4.0,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,4.5,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,5.0,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,10.0,bearish,15.156483000000662,13641.4064,13598.224723,loss
2020,5m,1.5,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,2.0,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,2.5,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,3.0,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,3.5,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,4.0,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,4.5,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,5.0,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,10.0,bullish,6.57734100000016,13774.383089,13747.50178,loss
2020,5m,1.5,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,2.0,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,2.5,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,3.0,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,3.5,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,4.0,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,4.5,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,5.0,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,10.0,bearish,3.145684999999503,13690.879448,13661.424397,loss
2020,5m,1.5,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,2.0,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,2.5,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,3.0,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,3.5,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,4.0,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,4.5,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,5.0,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,10.0,bearish,16.300368000000162,13593.935153,13553.327218,loss
2020,5m,1.5,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,2.0,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,2.5,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,3.0,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,3.5,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,4.0,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,4.5,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,5.0,bearish,5.719428000000335,13708.609673,13681.156421,win
2020,5m,10.0,bearish,5.719428000000335,13708.609673,13681.156421,loss
2020,5m,1.5,bullish,19.16008199999851,13697.170818,13664.28411,win
2020,5m,2.0,bullish,19.16008199999851,13697.170818,13664.28411,win
2020,5m,2.5,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,3.0,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,3.5,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,4.0,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,4.5,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,5.0,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,10.0,bullish,19.16008199999851,13697.170818,13664.28411,loss
2020,5m,1.5,bearish,17.158283000000665,13676.580879,13645.41,win
2020,5m,2.0,bearish,17.158283000000665,13676.580879,13645.41,win
2020,5m,2.5,bearish,17.158283000000665,13676.580879,13645.41,win
2020,5m,3.0,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,3.5,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,4.0,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,4.5,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,5.0,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,10.0,bearish,17.158283000000665,13676.580879,13645.41,loss
2020,5m,1.5,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,2.0,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,2.5,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,3.0,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,3.5,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,4.0,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,4.5,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,5.0,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,10.0,bullish,10.580939999999828,13871.613355,13840.156504,loss
2020,5m,1.5,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,2.0,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,2.5,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,3.0,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,3.5,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,4.0,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,4.5,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,5.0,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,10.0,bullish,3.7176280000003317,13971.989307,13952.829225,loss
2020,5m,1.5,bullish,18.302166999999827,14014.31307,13971.989307,win
2020,5m,2.0,bullish,18.302166999999827,14014.31307,13971.989307,win
2020,5m,2.5,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,3.0,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,3.5,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,4.0,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,4.5,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,5.0,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,10.0,bullish,18.302166999999827,14014.31307,13971.989307,no_exit
2020,5m,1.5,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,2.0,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,2.5,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,3.0,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,3.5,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,4.0,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,4.5,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,5.0,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,10.0,bullish,13.15468299999884,14069.791516,14033.473152,loss
2020,5m,1.5,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,2.0,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,2.5,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,3.0,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,3.5,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,4.0,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,4.5,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,5.0,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,10.0,bearish,35.746422000000166,14166.44984,14113.545136,loss
2020,5m,1.5,bearish,37.74822099999983,14181.606323,14130.417447,loss
2020,5m,2.0,bearish,37.74822099999983,14181.606323,14130.417447,loss
2020,5m,2.5,bearish,37.74822099999983,14181.606323,14130.417447,loss
2020,5m,3.0,bearish,37.74822099999983,14181.606323,14130.417447,loss
2020,5m,3.5,bearish,37.74822099999983,14181.606323,14130.417447,loss
