year,timeframe,stop_loss_type,rr_ratio,total_fvgs,total_trades,wins,losses,no_exit,win_rate,total_pnl,avg_win,avg_loss,profit_factor,gross_profit,gross_loss
2018,15m,middle,2.5,21,12,2,10,8,16.666666666666664,-282.07832150000377,56.61065749999807,39.52996364999999,0.2864189706888237,113.22131499999614,395.2996364999999
2018,15m,middle,3.0,21,11,1,10,9,9.090909090909092,-304.24561650000214,91.05401999999776,39.52996364999999,0.23034177518146487,91.05401999999776,395.2996364999999
2018,15m,middle,3.5,21,10,0,10,10,0.0,-395.2996364999999,0.0,39.52996364999999,0.0,0.0,395.2996364999999
2018,15m,middle,4.0,21,10,0,10,10,0.0,-395.2996364999999,0.0,39.52996364999999,0.0,0.0,395.2996364999999
2018,15m,middle,4.5,21,10,0,10,10,0.0,-395.2996364999999,0.0,39.52996364999999,0.0,0.0,395.2996364999999
2018,15m,middle,5.0,21,10,0,10,10,0.0,-395.2996364999999,0.0,39.52996364999999,0.0,0.0,395.2996364999999
2018,15m,middle,10.0,21,10,0,10,10,0.0,-395.2996364999999,0.0,39.52996364999999,0.0,0.0,395.2996364999999
2018,15m,edge,1.5,21,13,3,10,7,23.076923076923077,-266.2225405000013,50.14301949999981,41.66515990000007,0.3610427965740248,150.42905849999943,416.6515990000007
2018,15m,edge,2.0,21,13,3,10,7,23.076923076923077,-216.07952100000148,66.85735933333308,41.66515990000007,0.4813903954320331,200.57207799999924,416.6515990000007
2018,15m,edge,2.5,21,11,1,10,9,9.090909090909092,-334.20685400000275,82.44474499999797,41.66515990000007,0.19787454361839094,82.44474499999797,416.6515990000007
2018,15m,edge,3.0,21,11,1,10,9,9.090909090909092,-317.71790500000316,98.93369399999756,41.66515990000007,0.2374494523420691,98.93369399999756,416.6515990000007
2018,15m,edge,3.5,21,10,0,10,10,0.0,-416.6515990000007,0.0,41.66515990000007,0.0,0.0,416.6515990000007
2018,15m,edge,4.0,21,10,0,10,10,0.0,-416.6515990000007,0.0,41.66515990000007,0.0,0.0,416.6515990000007
2018,15m,edge,4.5,21,10,0,10,10,0.0,-416.6515990000007,0.0,41.66515990000007,0.0,0.0,416.6515990000007
2018,15m,edge,5.0,21,10,0,10,10,0.0,-416.6515990000007,0.0,41.66515990000007,0.0,0.0,416.6515990000007
2018,15m,edge,10.0,21,10,0,10,10,0.0,-416.6515990000007,0.0,41.66515990000007,0.0,0.0,416.6515990000007
2019,1m,middle,1.5,10,8,4,4,0,50.0,17.244132999999238,14.392241624999542,10.081208374999733,1.4276306063359119,57.56896649999817,40.32483349999893
2019,1m,middle,2.0,10,8,3,5,0,37.5,13.480389499994999,20.48545199999838,9.595193300000028,1.2809821350862198,61.45635599999514,47.97596650000014
2019,1m,middle,2.5,10,8,3,5,0,37.5,28.844478499993784,25.606814999997976,9.595193300000028,1.601227668857775,76.82044499999392,47.97596650000014
2019,1m,middle,3.0,10,8,3,5,0,37.5,44.20856749999257,30.72817799999757,9.595193300000028,1.9214732026293297,92.18453399999271,47.97596650000014
2019,1m,middle,3.5,10,8,3,5,0,37.5,59.57265649999135,35.84954099999717,9.595193300000028,2.241718736400885,107.5486229999915,47.97596650000014
2019,1m,middle,4.0,10,8,2,6,0,25.0,26.34335050000118,42.018997999999556,9.615774249999655,1.4565995730054728,84.03799599999911,57.69464549999793
2019,1m,middle,4.5,10,8,1,7,0,12.5,-26.037475500002984,43.090910999995685,9.875483785714096,0.6233461126710446,43.090910999995685,69.12838649999867
2019,1m,middle,5.0,10,8,0,8,0,0.0,-78.70414449999771,0.0,9.838018062499714,0.0,0.0,78.70414449999771
2019,1m,middle,10.0,10,8,0,8,0,0.0,-78.70414449999771,0.0,9.838018062499714,0.0,0.0,78.70414449999771
2019,1m,edge,1.5,10,8,4,4,0,50.0,17.9652019999985,15.466853249999758,10.975552750000134,1.4092095042775472,61.86741299999903,43.902211000000534
2019,1m,edge,2.0,10,8,3,5,0,37.5,13.468858999996883,21.914669333332615,10.455029800000194,1.2576531919592737,65.74400799999785,52.275149000000965
2019,1m,edge,2.5,10,8,3,5,0,37.5,29.904860999996345,27.39333666666577,10.455029800000194,1.5720664899490921,82.18000999999731,52.275149000000965
2019,1m,edge,3.0,10,8,3,5,0,37.5,46.34086299999581,32.872003999998924,10.455029800000194,1.8864797879389106,98.61601199999677,52.275149000000965
2019,1m,edge,3.5,10,8,2,6,0,25.0,13.897626500000115,38.51741425,10.522866999999982,1.220117871235411,77.0348285,63.13720199999989
2019,1m,edge,4.0,10,8,1,7,0,12.5,-35.12453800000185,40.01809199999843,10.734661428571469,0.5325617695308014,40.01809199999843,75.14263000000028
2019,1m,edge,4.5,10,8,1,7,0,12.5,-30.122276500002044,45.02035349999824,10.734661428571469,0.5991319907221516,45.02035349999824,75.14263000000028
2019,1m,edge,5.0,10,8,0,8,0,0.0,-85.14715299999989,0.0,10.643394124999986,0.0,0.0,85.14715299999989
2019,1m,edge,10.0,10,8,0,8,0,0.0,-85.14715299999989,0.0,10.643394124999986,0.0,0.0,85.14715299999989
2019,5m,middle,1.5,35,29,13,16,0,44.827586206896555,211.35212449999517,36.02038130769209,16.057052031250123,1.8226608318601352,468.26495699999714,256.91283250000197
2019,5m,middle,2.0,35,28,9,19,1,32.142857142857146,81.32858799999758,44.2196534444443,16.665699631579006,1.2568420225148578,397.9768809999987,316.6482930000011
2019,5m,middle,2.5,35,27,8,19,2,29.629629629629626,108.92854199999601,53.19710437499964,16.665699631579006,1.3440048293580904,425.5768349999971,316.6482930000011
2019,5m,middle,3.0,35,27,7,20,2,25.925925925925924,146.5938869999909,67.87209792857045,16.425539925000113,1.4462376508454102,475.10468549999314,328.51079850000224
2019,5m,middle,3.5,35,26,5,21,3,19.230769230769234,-8.27862450000248,67.96249109999971,16.575765714285765,0.9762170737038063,339.8124554999986,348.09108000000106
2019,5m,middle,4.0,35,26,5,21,3,19.230769230769234,40.26601199999732,77.67141839999968,16.575765714285765,1.115676655661493,388.3570919999984,348.09108000000106
2019,5m,middle,4.5,35,25,4,21,4,16.0,21.10724625000239,92.29958156250086,16.575765714285765,1.060637136263309,369.19832625000345,348.09108000000106
2019,5m,middle,5.0,35,23,2,21,6,8.695652173913043,-104.63249750000341,121.72929124999882,16.575765714285765,0.6994105752436889,243.45858249999765,348.09108000000106
2019,5m,middle,10.0,35,22,1,21,7,4.545454545454546,-197.6390749999946,150.45200500000647,16.575765714285765,0.4322202252353206,150.45200500000647,348.09108000000106
2019,5m,edge,1.5,35,31,13,18,0,41.935483870967744,167.53197199999977,35.678011846153964,16.46012122222232,1.5654473410081704,463.8141540000015,296.28218200000174
2019,5m,edge,2.0,35,30,10,20,1,33.33333333333333,97.46475600000213,43.14779260000032,16.700658500000053,1.291799140734486,431.4779260000032,334.0131700000011
2019,5m,edge,2.5,35,29,8,21,2,27.586206896551722,81.26053000000138,53.69573437500037,16.585968809523884,1.2333025638753865,429.56587500000296,348.3053450000016
2019,5m,edge,3.0,35,29,7,22,2,24.137931034482758,84.85076900000513,64.81954971428657,16.767549045454583,1.230018896972268,453.7368480000059,368.8860790000008
2019,5m,edge,3.5,35,28,6,22,3,21.428571428571427,10.502140000007785,63.23136983333476,16.767549045454583,1.0284698734863555,379.3882190000086,368.8860790000008
2019,5m,edge,4.0,35,28,6,22,3,21.428571428571427,64.70045700000901,72.2644226666683,16.767549045454583,1.1753941411272635,433.5865360000098,368.8860790000008
2019,5m,edge,4.5,35,25,3,22,6,12.0,-119.50389099999302,83.12739600000259,16.767549045454583,0.6760412013271101,249.38218800000777,368.8860790000008
