body_datetime,entry_datetime,entry_price,direction,body_direction,body_size,body_ticks,sl_price,tp_price,risk,rr_ratio,exit_datetime,exit_price,outcome,pnl,hit_tp,hit_sl,year,timeframe
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7909.41061316,47.331713919999856,2.0,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8228.8315716,50.20697879999989,2.0,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7809.703039200001,73.18049968000014,2.5,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7423.426980999999,47.085433600000215,2.5,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8267.548967950002,56.518564419999166,2.5,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8109.708107749999,57.325575099999696,2.5,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7885.7447562,47.331713919999856,2.5,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8253.935061,50.20697879999989,2.5,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7846.293289040001,73.18049968000014,3.0,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7399.884264199999,47.085433600000215,3.0,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8239.289685740003,56.518564419999166,3.0,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8138.370895299999,57.325575099999696,3.0,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7862.07889924,47.331713919999856,3.0,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8279.0385504,50.20697879999989,3.0,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7882.883538880001,73.18049968000014,3.5,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7376.341547399999,47.085433600000215,3.5,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8211.030403530003,56.518564419999166,3.5,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8167.0336828499985,57.325575099999696,3.5,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7838.413042280001,47.331713919999856,3.5,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8304.1420398,50.20697879999989,3.5,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7919.473788720001,73.18049968000014,4.0,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7352.798830599999,47.085433600000215,4.0,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8182.771121320004,56.518564419999166,4.0,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8195.696470399998,57.325575099999696,4.0,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7814.74718532,47.331713919999856,4.0,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8329.2455292,50.20697879999989,4.0,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7956.064038560001,73.18049968000014,4.5,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7329.256113799998,47.085433600000215,4.5,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8154.511839110004,56.518564419999166,4.5,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8224.359257949998,57.325575099999696,4.5,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7791.08132836,47.331713919999856,4.5,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8354.3490186,50.20697879999989,4.5,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,7992.654288400001,73.18049968000014,5.0,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7305.713396999999,47.085433600000215,5.0,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,8126.2525569000045,56.518564419999166,5.0,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8253.022045499998,57.325575099999696,5.0,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7767.415471400001,47.331713919999856,5.0,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8379.452507999998,50.20697879999989,5.0,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2018-02-06 08:30:00,2018-02-06 08:45:00,7626.75179,long,bullish,118.0330640000002,118.0330640000002,7553.57129032,8358.556786800002,73.18049968000014,10.0,2018-02-06 09:30:00,7553.57129032,loss,-73.18049968000014,False,True,2018,15m
2018-04-25 08:30:00,2018-04-25 08:45:00,7541.140565,short,bearish,75.00283000000036,75.00283000000036,7588.2259986,7070.286228999998,47.085433600000215,10.0,2018-04-25 09:30:00,7588.2259986,loss,-47.085433600000215,False,True,2018,15m
2018-07-30 08:30:00,2018-07-30 08:45:00,8408.845379,short,bearish,91.62814099999923,91.62814099999923,8465.36394342,7843.659734800009,56.518564419999166,10.0,2018-07-31 11:00:00,8465.36394342,loss,-56.518564419999166,False,True,2018,15m
2018-10-26 08:30:00,2018-10-26 08:45:00,7966.39417,long,bullish,92.4606049999993,92.4606049999993,7909.0685949,8539.649920999997,57.325575099999696,10.0,2018-10-26 09:00:00,7909.0685949,loss,-57.325575099999696,False,True,2018,15m
2018-11-05 08:30:00,2018-11-05 08:45:00,8004.074041,short,bearish,76.80896600000051,76.80896600000051,8051.40575492,7530.756901800001,47.331713919999856,10.0,2018-11-05 13:15:00,8051.40575492,loss,-47.331713919999856,False,True,2018,15m
2018-11-06 08:30:00,2018-11-06 08:45:00,8128.417614,long,bullish,81.44649000000027,81.44649000000027,8078.2106352,8630.487401999999,50.20697879999989,10.0,2018-11-06 10:00:00,8078.2106352,loss,-50.20697879999989,False,True,2018,15m
2020-01-03 08:30:00,2020-01-03 08:35:00,10060.416506,long,bullish,59.56956799999898,59.56956799999898,10023.48337384,10115.81620424,36.93313216000024,1.5,2020-01-05 17:00:00,10023.48337384,loss,-36.93313216000024,False,True,2020,5m
2020-02-28 08:30:00,2020-02-28 08:35:00,9433.653441,long,bullish,129.9699670000009,129.9699670000009,9353.64210546,9553.670444310002,80.0113355400008,1.5,2020-02-28 08:50:00,9353.64210546,loss,-80.0113355400008,False,True,2020,5m
2020-03-03 08:30:00,2020-03-03 08:35:00,10091.483888,short,bearish,57.0043710000009,57.0043710000009,10126.25655502,10039.324887470002,34.77266701999906,1.5,2020-03-03 08:35:00,10039.324887470002,win,52.15900052999859,True,False,2020,5m
2020-03-09 08:30:00,2020-03-09 08:35:00,8947.976196,short,bearish,139.37568800000008,139.37568800000008,9036.95431956,8814.50901066,88.97812356000031,1.5,2020-03-09 08:45:00,9036.95431956,loss,-88.97812356000031,False,True,2020,5m
2020-03-12 08:30:00,2020-03-12 08:35:00,8503.057076,short,bearish,53.01406500000121,53.01406500000121,8536.7808623,8452.471396549998,33.72378630000094,1.5,2020-03-12 08:50:00,8452.471396549998,win,50.58567945000141,True,False,2020,5m
2020-03-13 08:30:00,2020-03-13 08:35:00,8713.118185,short,bearish,50.163846999999805,50.163846999999805,8748.210076140002,8660.480348289995,35.09189114000219,1.5,2020-03-13 08:35:00,8660.480348289995,win,52.637836710003285,True,False,2020,5m
2020-03-18 08:30:00,2020-03-18 08:35:00,8131.722172,long,bullish,172.58443499999976,172.58443499999976,8023.2935043,8294.365173549999,108.4286677,1.5,2020-03-18 09:00:00,8294.365173549999,win,162.64300155,True,False,2020,5m
2020-03-19 08:30:00,2020-03-19 08:35:00,8098.061076,short,bearish,93.28117399999974,93.28117399999974,8154.18382188,8013.876957179999,56.122745880000366,1.5,2020-03-19 08:40:00,8013.876957179999,win,84.18411882000055,True,False,2020,5m
2020-03-25 08:30:00,2020-03-25 08:35:00,8675.149196,long,bullish,52.77375300000131,52.77375300000131,8641.00315114,8726.368263290002,34.146044860000984,1.5,2020-03-25 08:35:00,8726.368263290002,win,51.219067290001476,True,False,2020,5m
2020-03-26 08:30:00,2020-03-26 08:35:00,8641.202836,long,bullish,50.49164500000006,50.49164500000006,8608.1864351,8690.72743735,33.01640090000001,1.5,2020-03-26 08:35:00,8690.72743735,win,49.52460135000001,True,False,2020,5m
2020-03-30 08:30:00,2020-03-30 08:35:00,8795.530405,long,bullish,53.059016999999585,53.059016999999585,8762.34855146,8845.30318531,33.18185353999979,1.5,2020-03-30 08:35:00,8762.34855146,loss,-33.18185353999979,False,True,2020,5m
2020-04-02 08:30:00,2020-04-02 08:35:00,8553.626932,long,bullish,72.74219999999877,72.74219999999877,8508.812032,8620.849282,44.8148999999994,1.5,2020-04-02 08:40:00,8508.812032,loss,-44.8148999999994,False,True,2020,5m
2020-05-01 08:30:00,2020-05-01 08:35:00,10087.48893,long,bullish,56.48217899999872,56.48217899999872,10052.469979020001,10140.017356469998,35.01895097999841,1.5,2020-05-01 08:35:00,10052.469979020001,loss,-35.01895097999841,False,True,2020,5m
2020-05-13 08:30:00,2020-05-13 08:35:00,10353.069276,short,bearish,55.34112400000049,55.34112400000049,10387.66603688,10301.17413468,34.59676088000015,1.5,2020-05-13 08:45:00,10387.66603688,loss,-34.59676088000015,False,True,2020,5m
2020-07-14 08:30:00,2020-07-14 08:35:00,12089.68277,long,bullish,100.83543199999986,100.83543199999986,12027.45045416,12183.031243759999,62.2323158399995,1.5,2020-07-14 08:45:00,12027.45045416,loss,-62.2323158399995,False,True,2020,5m
2020-07-31 08:30:00,2020-07-31 08:35:00,12381.048609,short,bearish,68.55666800000108,68.55666800000108,12423.55374316,12317.290907759998,42.505134160001035,1.5,2020-07-31 09:00:00,12317.290907759998,win,63.75770124000155,True,False,2020,5m
2020-08-11 08:30:00,2020-08-11 08:35:00,12543.013738,short,bearish,57.13055699999859,57.13055699999859,12578.14903034,12490.310799489998,35.13529234000089,1.5,2020-08-11 08:35:00,12578.14903034,loss,-35.13529234000089,False,True,2020,5m
2020-08-27 08:30:00,2020-08-27 08:35:00,13666.486136,short,bearish,60.272736999999324,60.272736999999324,13703.56958094,13610.860968589997,37.083444940000845,1.5,2020-08-27 08:35:00,13610.860968589997,win,55.62516741000127,True,False,2020,5m
2020-09-01 08:30:00,2020-09-01 08:35:00,13877.012238,short,bearish,61.70100199999979,61.70100199999979,13914.98120624,13820.058785639998,37.96896824000032,1.5,2020-09-01 08:40:00,13914.98120624,loss,-37.96896824000032,False,True,2020,5m
2020-09-03 08:30:00,2020-09-03 08:35:00,13916.432322,short,bearish,51.13184799999908,51.13184799999908,13948.13406776,13868.879703360002,31.70174575999954,1.5,2020-09-03 08:35:00,13948.13406776,loss,-31.70174575999954,False,True,2020,5m
2020-09-04 08:30:00,2020-09-04 08:35:00,13490.238369,long,bullish,106.26283499999954,106.26283499999954,13424.9267163,13588.205848050002,65.3116527000002,1.5,2020-09-04 08:40:00,13424.9267163,loss,-65.3116527000002,False,True,2020,5m
2020-09-08 08:30:00,2020-09-08 08:35:00,12815.812146,long,bullish,68.2710160000006,68.2710160000006,12775.48368608,12876.30483588,40.32845991999966,1.5,2020-09-08 08:35:00,12876.30483588,win,60.49268987999949,True,False,2020,5m
2020-09-11 08:30:00,2020-09-11 08:35:00,12786.961215,short,bearish,61.12969599999997,61.12969599999997,12824.86162652,12730.110597719999,37.90041152000049,1.5,2020-09-11 08:40:00,12824.86162652,loss,-37.90041152000049,False,True,2020,5m
2020-10-02 08:30:00,2020-10-02 08:35:00,12996.826927,long,bullish,52.332760999999664,52.332760999999664,12964.38061518,13045.49639473,32.44631182000012,1.5,2020-10-02 08:35:00,13045.49639473,win,48.66946773000018,True,False,2020,5m
2020-10-13 08:30:00,2020-10-13 08:35:00,13837.010819,short,bearish,62.34175900000082,62.34175900000082,13875.37673858,13779.461939629997,38.36591958000099,1.5,2020-10-13 08:35:00,13779.461939629997,win,57.54887937000149,True,False,2020,5m
2020-10-23 08:30:00,2020-10-23 08:35:00,13300.814496,short,bearish,56.622331999999005,56.622331999999005,13336.20631284,13247.726770740002,35.39181683999959,1.5,2020-10-23 09:00:00,13247.726770740002,win,53.08772525999939,True,False,2020,5m
2020-11-06 08:30:00,2020-11-06 08:35:00,13703.462188,short,bearish,62.91370200000165,62.91370200000165,13742.75465524,13644.523487139999,39.292467240000406,1.5,2020-11-06 08:35:00,13644.523487139999,win,58.93870086000061,True,False,2020,5m
2020-11-09 08:30:00,2020-11-09 08:35:00,13832.721249,short,bearish,111.52883500000098,111.52883500000098,13903.0130117,13727.28360495,70.29176270000062,1.5,2020-11-09 08:45:00,13903.0130117,loss,-70.29176270000062,False,True,2020,5m
2020-12-21 08:30:00,2020-12-21 08:35:00,14438.310184,long,bullish,53.73458000000028,53.73458000000028,14404.7089224,14488.712076400001,33.601261600000726,1.5,2020-12-21 08:45:00,14404.7089224,loss,-33.601261600000726,False,True,2020,5m
2020-01-03 08:30:00,2020-01-03 08:35:00,10060.416506,long,bullish,59.56956799999898,59.56956799999898,10023.48337384,10134.28277032,36.93313216000024,2.0,2020-01-05 17:00:00,10023.48337384,loss,-36.93313216000024,False,True,2020,5m
2020-02-28 08:30:00,2020-02-28 08:35:00,9433.653441,long,bullish,129.9699670000009,129.9699670000009,9353.64210546,9593.676112080002,80.0113355400008,2.0,2020-02-28 08:50:00,9353.64210546,loss,-80.0113355400008,False,True,2020,5m
2020-03-03 08:30:00,2020-03-03 08:35:00,10091.483888,short,bearish,57.0043710000009,57.0043710000009,10126.25655502,10021.938553960003,34.77266701999906,2.0,2020-03-03 08:50:00,10021.938553960003,win,69.54533403999812,True,False,2020,5m
2020-03-09 08:30:00,2020-03-09 08:35:00,8947.976196,short,bearish,139.37568800000008,139.37568800000008,9036.95431956,8770.019948879999,88.97812356000031,2.0,2020-03-09 08:45:00,9036.95431956,loss,-88.97812356000031,False,True,2020,5m
2020-03-12 08:30:00,2020-03-12 08:35:00,8503.057076,short,bearish,53.01406500000121,53.01406500000121,8536.7808623,8435.609503399997,33.72378630000094,2.0,2020-03-12 08:50:00,8435.609503399997,win,67.44757260000188,True,False,2020,5m
2020-03-13 08:30:00,2020-03-13 08:35:00,8713.118185,short,bearish,50.163846999999805,50.163846999999805,8748.210076140002,8642.934402719995,35.09189114000219,2.0,2020-03-13 08:35:00,8642.934402719995,win,70.18378228000438,True,False,2020,5m
2020-03-18 08:30:00,2020-03-18 08:35:00,8131.722172,long,bullish,172.58443499999976,172.58443499999976,8023.2935043,8348.5795074,108.4286677,2.0,2020-03-18 09:05:00,8348.5795074,win,216.8573354,True,False,2020,5m
2020-03-19 08:30:00,2020-03-19 08:35:00,8098.061076,short,bearish,93.28117399999974,93.28117399999974,8154.18382188,7985.815584239999,56.122745880000366,2.0,2020-03-19 08:50:00,8154.18382188,loss,-56.122745880000366,False,True,2020,5m
2020-03-25 08:30:00,2020-03-25 08:35:00,8675.149196,long,bullish,52.77375300000131,52.77375300000131,8641.00315114,8743.441285720002,34.146044860000984,2.0,2020-03-25 08:35:00,8743.441285720002,win,68.29208972000197,True,False,2020,5m
2020-03-26 08:30:00,2020-03-26 08:35:00,8641.202836,long,bullish,50.49164500000006,50.49164500000006,8608.1864351,8707.2356378,33.01640090000001,2.0,2020-03-26 08:35:00,8707.2356378,win,66.03280180000002,True,False,2020,5m
2020-03-30 08:30:00,2020-03-30 08:35:00,8795.530405,long,bullish,53.059016999999585,53.059016999999585,8762.34855146,8861.89411208,33.18185353999979,2.0,2020-03-30 08:35:00,8762.34855146,loss,-33.18185353999979,False,True,2020,5m
