year,timeframe,body_filter,sl_type,rr_ratio,total_candles,total_trades,wins,losses,no_exit,win_rate,total_pnl,profit_factor,gross_profit,gross_loss
2020,15m,150,62%,2.5,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,62%,3.0,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,62%,3.5,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,62%,4.0,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,62%,4.5,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,62%,5.0,3,3,0,3,0,0.0,-331.74919751999914,0.0,0.0,331.74919751999914
2020,15m,150,78%,1.5,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,2.0,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,2.5,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,3.0,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,3.5,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,4.0,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,4.5,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2020,15m,150,78%,5.0,3,3,0,3,0,0.0,-417.2146608799994,0.0,0.0,417.2146608799994
2021,5m,50,middle,1.5,27,27,8,19,0,29.629629629629626,-203.5690592500032,0.6845955680674051,441.85325774999365,645.4223169999968
2021,5m,50,middle,2.0,27,27,7,20,0,25.925925925925924,-253.93071350000173,0.6430069399484984,457.3736279999939,711.3043414999956
2021,5m,50,middle,2.5,27,27,6,21,0,22.22222222222222,-230.12149850000787,0.6878316979841255,507.0497549999891,737.171253499997
2021,5m,50,middle,3.0,27,27,6,21,0,22.22222222222222,-128.71154750001006,0.8253980375809505,608.4597059999869,737.171253499997
2021,5m,50,middle,3.5,27,27,6,21,0,22.22222222222222,-27.301596500012238,0.9629643771777756,709.8696569999847,737.171253499997
2021,5m,50,middle,4.0,27,27,6,21,0,22.22222222222222,74.10835449998558,1.1005307167746008,811.2796079999825,737.171253499997
2021,5m,50,middle,4.5,27,27,6,21,0,22.22222222222222,175.5183054999834,1.2380970563714258,912.6895589999804,737.171253499997
2021,5m,50,middle,5.0,27,27,6,21,0,22.22222222222222,276.9282564999812,1.375663395968251,1014.0995099999782,737.171253499997
2021,5m,50,62%,1.5,27,27,8,19,0,29.629629629629626,-376.85565914999825,0.5563031779477375,472.4983150499993,849.3539741999975
2021,5m,50,62%,2.0,27,27,7,20,0,25.925925925925924,-316.19850968000173,0.641349760447769,565.4362274799969,881.6347371599986
2021,5m,50,62%,2.5,27,27,7,20,0,25.925925925925924,-174.8394528100025,0.8016872005597112,706.7952843499961,881.6347371599986
2021,5m,50,62%,3.0,27,27,7,20,0,25.925925925925924,-33.48039594000329,0.9620246406716535,848.1543412199953,881.6347371599986
2021,5m,50,62%,3.5,27,27,7,20,0,25.925925925925924,107.87866092999593,1.1223620807835957,989.5133980899946,881.6347371599986
2021,5m,50,62%,4.0,27,27,7,20,0,25.925925925925924,249.23771779999515,1.282699520895538,1130.8724549599938,881.6347371599986
2021,5m,50,62%,4.5,27,27,7,20,0,25.925925925925924,390.5967746699944,1.4430369610074802,1272.231511829993,881.6347371599986
2021,5m,50,62%,5.0,27,27,7,20,0,25.925925925925924,531.9558315399936,1.6033744011194224,1413.5905686999922,881.6347371599986
2021,5m,50,78%,1.5,27,27,8,19,0,29.629629629629626,-462.2735512999925,0.5651279486062637,600.7369360799994,1063.010487379992
2021,5m,50,78%,2.0,27,27,7,20,0,25.925925925925924,-397.57516791999115,0.6412401080754401,710.6177401200002,1108.1929080399914
2021,5m,50,78%,2.5,27,27,7,20,0,25.925925925925924,-219.9207328899911,0.8015501350943001,888.2721751500003,1108.1929080399914
2021,5m,50,78%,3.0,27,27,7,20,0,25.925925925925924,-42.26629785999103,0.96186016211316,1065.9266101800004,1108.1929080399914
2021,5m,50,78%,3.5,27,27,7,20,0,25.925925925925924,135.38813717000903,1.12217018913202,1243.5810452100004,1108.1929080399914
2021,5m,50,78%,4.0,27,27,7,20,0,25.925925925925924,313.0425722000091,1.2824802161508801,1421.2354802400005,1108.1929080399914
2021,5m,50,78%,4.5,27,27,7,20,0,25.925925925925924,490.69700723000915,1.4427902431697401,1598.8899152700005,1108.1929080399914
2021,5m,50,78%,5.0,27,27,5,22,0,18.51851851851852,14.333902340007626,1.0117761677872263,1231.5297336999993,1217.1958313599916
2021,5m,100,middle,1.5,3,3,1,2,0,33.33333333333333,-16.479948749998584,0.8570726622685841,98.82303674999821,115.3029854999968
2021,5m,100,middle,2.0,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,2.5,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,3.0,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,3.5,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,4.0,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,4.5,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,middle,5.0,3,3,0,3,0,0.0,-181.1850099999956,0.0,0.0,181.1850099999956
2021,5m,100,62%,1.5,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,2.0,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,2.5,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,3.0,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,3.5,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,4.0,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,4.5,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,62%,5.0,3,3,0,3,0,0.0,-224.73800991999815,0.0,0.0,224.73800991999815
2021,5m,100,78%,1.5,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,2.0,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,2.5,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,3.0,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,3.5,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,4.0,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,4.5,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,5m,100,78%,5.0,3,3,0,3,0,0.0,-282.8086764799973,0.0,0.0,282.8086764799973
2021,15m,50,middle,1.5,83,83,34,49,0,40.963855421686745,-11.056382000008853,0.9943999274203759,1963.2719579999966,1974.3283400000055
2021,15m,50,middle,2.0,83,83,29,54,0,34.93975903614458,47.79307199997493,1.0219955367219025,2220.6462559999854,2172.8531840000105
2021,15m,50,middle,2.5,83,83,25,58,0,30.120481927710845,75.37009599998055,1.0324368943412838,2398.9617199999884,2323.591624000008
2021,15m,50,middle,3.0,83,83,25,58,0,30.120481927710845,555.1624399999782,1.2389242732095407,2878.754063999986,2323.591624000008
2021,15m,50,middle,3.5,83,83,24,59,0,28.915662650602407,874.7160794999763,1.3707680553056802,3233.916304499984,2359.200225000008
2021,15m,50,middle,4.0,83,83,23,60,0,27.710843373493976,1200.6814954999682,1.5031340535373963,3587.086245999977,2386.404750500009
2021,15m,50,middle,4.5,83,83,22,61,0,26.506024096385545,1308.8675289999592,1.534611491409643,3757.1267789999692,2448.25925000001
2021,15m,50,middle,5.0,83,83,21,62,0,25.301204819277107,1421.7223679999515,1.568910473656366,3920.7488999999623,2499.026532000011
2021,15m,50,62%,1.5,83,83,37,46,0,44.57831325301205,415.66841448000105,1.1827632575956566,2690.022789359996,2274.354374879995
2021,15m,50,62%,2.0,83,83,30,53,0,36.144578313253014,244.67525477999334,1.0930238030465076,2874.9187705999902,2630.243515819997
2021,15m,50,62%,2.5,83,83,29,54,0,34.93975903614458,847.2015363999953,1.31808492328397,3510.646026799991,2663.4444903999956
2021,15m,50,62%,3.0,83,83,26,57,0,31.32530120481928,1044.8818883199856,1.374569151762216,3834.438592079983,2789.5567037599976
2021,15m,50,62%,3.5,83,83,25,58,0,30.120481927710845,1338.806879789976,1.4670925233256902,4205.063162929975,2866.256283139999
2021,15m,50,62%,4.0,83,83,24,59,0,28.915662650602407,1624.7730403799778,1.554680036266797,4553.980753199976,2929.207712819998
2021,15m,50,62%,4.5,83,83,23,60,0,27.710843373493976,1846.166399449995,1.6169406240105346,4838.620336829989,2992.4539373799944
2021,15m,50,62%,5.0,83,83,23,60,0,27.710843373493976,2383.790881319994,1.7966006933450385,5376.244818699988,2992.4539373799944
2021,15m,50,78%,1.5,83,83,36,47,0,43.373493975903614,418.662753470021,1.144327751512115,3319.44066405001,2900.777910579989
2021,15m,50,78%,2.0,83,83,32,51,0,38.55421686746988,765.9305451200235,1.2428558288627918,3919.779265600013,3153.8487204799894
2021,15m,50,78%,2.5,83,83,30,53,0,36.144578313253014,1338.838901060025,1.4094127207315685,4608.983753100015,3270.14485203999
2021,15m,50,78%,3.0,83,83,29,54,0,34.93975903614458,1874.6635748000244,1.556835527457076,5241.301446060015,3366.637871259991
2021,15m,50,78%,3.5,83,83,27,56,0,32.53012048192771,2034.4373582900353,1.5771036245702,5559.692220110024,3525.254861819989
2021,15m,50,78%,4.0,83,83,26,57,0,31.32530120481928,2542.4946405200444,1.7097000676448757,6124.986395040032,3582.491754519988
2021,15m,50,78%,4.5,83,83,24,59,0,28.915662650602407,2649.9072480800787,1.7157720489391841,6352.073673840061,3702.1664257599823
2021,15m,50,78%,5.0,83,83,24,59,0,28.915662650602407,3355.6932118400855,1.9064133877102047,7057.859637600068,3702.1664257599823
2021,15m,100,middle,1.5,17,17,8,9,0,47.05882352941176,42.49519799999598,1.070575209165018,644.6216174999981,602.1264195000022
2021,15m,100,middle,2.0,17,17,7,10,0,41.17647058823529,106.16918299999634,1.1627048130599509,758.6955649999982,652.5263820000018
2021,15m,100,middle,2.5,17,17,6,11,0,35.294117647058826,116.43639050000365,1.1654430239561937,820.2218250000033,703.7854344999996
2021,15m,100,middle,3.0,17,17,6,11,0,35.294117647058826,280.4807555000043,1.3985316287474325,984.2661900000039,703.7854344999996
2021,15m,100,middle,3.5,17,17,6,11,0,35.294117647058826,444.52512050000496,1.6316202335386711,1148.3105550000046,703.7854344999996
2021,15m,100,middle,4.0,17,17,6,11,0,35.294117647058826,608.5694855000056,1.86470883832991,1312.3549200000052,703.7854344999996
2021,15m,100,middle,4.5,17,17,5,12,0,29.411764705882355,432.41410325000015,1.5647747512213748,1198.0540372500009,765.6399340000007
2021,15m,100,middle,5.0,17,17,4,13,0,23.52941176470588,260.927526499996,1.3196046303686708,1077.3347424999974,816.4072160000014
2021,15m,100,62%,1.5,17,17,9,8,0,52.94117647058824,223.52643262998117,1.3295574780645552,901.7887920299881,678.262359400007
2021,15m,100,62%,2.0,17,17,7,10,0,41.17647058823529,127.698460039981,1.1575738718341129,938.1022316399867,810.4037716000057
2021,15m,100,62%,2.5,17,17,7,10,0,41.17647058823529,362.2240179499777,1.446967339792641,1172.6277895499834,810.4037716000057
2021,15m,100,62%,3.0,17,17,7,10,0,41.17647058823529,596.7495758599744,1.7363608077511694,1407.15334745998,810.4037716000057
2021,15m,100,62%,3.5,17,17,6,11,0,35.294117647058826,486.1270265599642,1.5479936762981747,1373.2303775399714,887.1033509800072
2021,15m,100,62%,4.0,17,17,5,12,0,29.411764705882355,367.54564637996555,1.386867845793724,1317.6004270399717,950.0547806600061
2021,15m,100,62%,4.5,17,17,4,13,0,23.52941176470588,184.39146467998216,1.1819710665735974,1197.6924698999846,1013.3010052200025
2021,15m,100,62%,5.0,17,17,4,13,0,23.52941176470588,317.46840577998046,1.3133011850817748,1330.769410999983,1013.3010052200025
2021,15m,100,78%,1.5,17,17,8,9,0,47.05882352941176,64.85032071999831,1.0690045768668635,1004.6477032199973,939.797382499999
2021,15m,100,78%,2.0,17,17,7,10,0,41.17647058823529,159.84052275999602,1.1567430443984468,1179.6020271599955,1019.7615043999995
2021,15m,100,78%,2.5,17,17,7,10,0,41.17647058823529,454.7410295499949,1.4459288054980586,1474.5025339499944,1019.7615043999995
2021,15m,100,78%,3.0,17,17,6,11,0,35.294117647058826,363.6694594599903,1.3257943880761303,1479.9239830799906,1116.2545236200003
2021,15m,100,78%,3.5,17,17,4,13,0,23.52941176470588,-103.45300088000295,0.9188522139452271,1171.4185132999955,1274.8715141799985
2021,15m,100,78%,4.0,17,17,4,13,0,23.52941176470588,63.892501019996416,1.0501168159374024,1338.764015199995,1274.8715141799985
2021,15m,100,78%,4.5,17,17,3,14,0,17.647058823529413,-206.853169719996,0.8472872386996374,1147.671284940001,1354.524454659997
2021,15m,100,78%,5.0,17,17,3,14,0,17.647058823529413,-79.3341380599959,0.9414302652218193,1275.190316600001,1354.524454659997
2021,15m,150,middle,1.5,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,2.0,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,2.5,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,3.0,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,3.5,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,4.0,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,4.5,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,middle,5.0,2,2,0,2,0,0.0,-189.92887450000126,0.0,0.0,189.92887450000126
2021,15m,150,62%,1.5,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,2.0,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,2.5,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,3.0,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,3.5,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,4.0,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,4.5,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,62%,5.0,2,2,0,2,0,0.0,-235.5118046200023,0.0,0.0,235.5118046200023
2021,15m,150,78%,1.5,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,2.0,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,2.5,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,3.0,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,3.5,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,4.0,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,4.5,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2021,15m,150,78%,5.0,2,2,0,2,0,0.0,-296.28904478000004,0.0,0.0,296.28904478000004
2022,5m,50,middle,1.5,80,80,40,40,0,50.0,687.7244502499952,1.4942952772065063,2079.04757625,1391.3231260000048
2022,5m,50,middle,2.0,80,80,34,46,0,42.5,863.4374315000059,1.552155610125411,2427.194850000007,1563.7574185000012
2022,5m,50,middle,2.5,80,80,26,54,0,32.5,415.4284005000136,1.2227341603604953,2280.559460000013,1865.1310594999995
2022,5m,50,middle,3.0,80,80,23,57,0,28.749999999999996,507.92260249999526,1.25966942173291,2463.9580845,1956.0354820000048
2022,5m,50,middle,3.5,80,80,22,58,0,27.500000000000004,767.7871684999964,1.3859108352162157,2757.332676000001,1989.5455075000045
2022,5m,50,middle,4.0,80,80,20,60,0,25.0,759.2964114999922,1.3668055028191606,2829.3210039999976,2070.0245925000054
2022,5m,50,middle,4.5,80,80,15,65,0,18.75,116.97359350001898,1.0519625524874179,2368.0869030000194,2251.1133095000005
2022,5m,50,middle,5.0,80,80,14,66,0,17.5,129.82272050001484,1.0566212887477253,2422.6479700000164,2292.8252495000015
2022,5m,50,62%,1.5,80,80,37,43,0,46.25,612.6655863000124,1.336263117446036,2434.6482972000085,1821.9827108999962
2022,5m,50,62%,2.0,80,80,30,50,0,37.5,396.3504539600144,1.183105275325972,2560.954686440011,2164.6042324799964
2022,5m,50,62%,2.5,80,80,26,54,0,32.5,533.0324317899931,1.2309021486260232,2841.5100053499964,2308.4775735600033
2022,5m,50,62%,3.0,80,80,25,55,0,31.25,911.6108956599928,1.3869466543229176,3267.519353519996,2355.908457860003
2022,5m,50,62%,3.5,80,80,20,60,0,25.0,405.68167796001035,1.1566727842764943,2995.0380861800095,2589.356408219999
2022,5m,50,62%,4.0,80,80,18,62,0,22.5,391.8573183000026,1.1463413474511763,3069.5511152000036,2677.693796900001
2022,5m,50,62%,4.5,80,80,18,62,0,22.5,775.551207700003,1.2896340158825734,3453.245004600004,2677.693796900001
2022,5m,50,62%,5.0,80,80,17,63,0,21.25,850.5538854200022,1.3116561109293965,3579.6962176000034,2729.142332180001
2022,5m,50,78%,1.5,80,80,32,48,0,40.0,-91.72561144998053,0.9652280617191994,2546.1949643100115,2637.920575759992
2022,5m,50,78%,2.0,80,80,28,52,0,35.0,214.88299576000645,1.0762367279646639,3033.511254040004,2818.6282582799977
2022,5m,50,78%,2.5,80,80,25,55,0,31.25,387.4365978500073,1.1297507504769428,3373.443202250005,2986.0066043999977
2022,5m,50,78%,3.0,80,80,19,61,0,23.75,-294.17164945996956,0.911529474071831,3030.9091768800226,3325.080826339992
2022,5m,50,78%,3.5,80,80,19,61,0,23.75,210.97988002003422,1.063451053083803,3536.0607063600264,3325.080826339992
2022,5m,50,78%,4.0,80,80,18,62,0,22.5,393.9780979000334,1.1162344778054694,3783.4895865600265,3389.511488659993
2022,5m,50,78%,4.5,80,80,15,65,0,18.75,162.77779106003254,1.0462760798516861,3680.3140988400264,3517.536307779994
2022,5m,50,78%,5.0,80,80,13,67,0,16.25,-96.4315276999605,0.9734267285078526,3532.4602980000327,3628.891825699993
2022,5m,100,middle,1.5,4,4,3,1,0,75.0,209.04529699999694,4.6775817979090135,265.8884369999978,56.84314000000086
2022,5m,100,middle,2.0,4,4,3,1,0,75.0,297.6747759999962,6.236775730545352,354.51791599999706,56.84314000000086
2022,5m,100,middle,2.5,4,4,1,3,0,25.0,0.4295437499977197,1.0025706857988264,167.52260124999793,167.0930575000002
2022,5m,100,middle,3.0,4,4,1,3,0,25.0,33.934063999997306,1.2030848229585915,201.02712149999752,167.0930575000002
2022,5m,100,middle,3.5,4,4,1,3,0,25.0,67.4385842499969,1.403598960118357,234.5316417499971,167.0930575000002
2022,5m,100,middle,4.0,4,4,1,3,0,25.0,100.94310449999648,1.6041130972781221,268.0361619999967,167.0930575000002
2022,5m,100,middle,4.5,4,4,1,3,0,25.0,134.44762474999607,1.8046272344378873,301.5406822499963,167.0930575000002
2022,5m,100,middle,5.0,4,4,1,3,0,25.0,167.95214499999565,2.0051413715976527,335.04520249999587,167.0930575000002
2022,5m,100,62%,1.5,4,4,3,1,0,75.0,258.87253231999875,4.665558295675808,329.4954801600006,70.62294784000187
2022,5m,100,62%,2.0,4,4,1,3,0,25.0,-42.04387886000404,0.7974169993981814,165.49514827999883,207.53902714000287
2022,5m,100,62%,2.5,4,4,1,3,0,25.0,-0.670091790004335,0.9967712492477268,206.86893534999854,207.53902714000287
2022,5m,100,62%,3.0,4,4,1,3,0,25.0,40.70369527999537,1.196125499097272,248.24272241999824,207.53902714000287
2022,5m,100,62%,3.5,4,4,1,3,0,25.0,82.07748234999508,1.3954797489468176,289.61650948999795,207.53902714000287
2022,5m,100,62%,4.0,4,4,1,3,0,25.0,123.45126941999479,1.594833998796363,330.99029655999766,207.53902714000287
2022,5m,100,62%,4.5,4,4,1,3,0,25.0,164.8250564899945,1.7941882486459082,372.36408362999737,207.53902714000287
2022,5m,100,62%,5.0,4,4,1,3,0,25.0,206.1988435599942,1.9935424984954535,413.7378706999971,207.53902714000287
2022,5m,100,78%,1.5,4,4,1,3,0,25.0,-105.86855817000105,0.5950977998317349,155.59842849000052,261.46698666000157
2022,5m,100,78%,2.0,4,4,1,3,0,25.0,-54.00241534000088,0.7934637331089799,207.4645713200007,261.46698666000157
2022,5m,100,78%,2.5,4,4,1,3,0,25.0,-2.1362725100007083,0.9918296663862248,259.33071415000086,261.46698666000157
2022,5m,100,78%,3.0,4,4,1,3,0,25.0,49.72987031999946,1.1901955996634699,311.19685698000103,261.46698666000157
2022,5m,100,78%,3.5,4,4,1,3,0,25.0,101.59601314999964,1.3885615329407148,363.0629998100012,261.46698666000157
2022,5m,100,78%,4.0,4,4,1,3,0,25.0,153.4621559799998,1.5869274662179598,414.9291426400014,261.46698666000157
2022,5m,100,78%,4.5,4,4,1,3,0,25.0,205.32829880999998,1.7852933994952047,466.79528547000155,261.46698666000157
2022,5m,100,78%,5.0,4,4,1,3,0,25.0,257.19444164000015,1.9836593327724497,518.6614283000017,261.46698666000157
2022,15m,50,middle,1.5,123,123,54,69,0,43.90243902439025,166.8203202500099,1.0485479479180302,3603.0174697500097,3436.1971495
2022,15m,50,middle,2.0,123,123,46,77,0,37.39837398373984,293.9750890000032,1.0774811967438065,4088.1225900000063,3794.147501000003
2022,15m,50,middle,2.5,123,123,43,80,0,34.959349593495936,911.3684912500066,1.2331009893791676,4821.126633750009,3909.7581425000026
2022,15m,50,middle,3.0,123,123,37,86,0,30.081300813008134,552.302732000011,1.1302422340714262,4792.883646000013,4240.580914000002
2022,15m,50,middle,3.5,123,123,34,89,0,27.64227642276423,809.6815667500177,1.1856684626942824,5170.581393250019,4360.899826500001
2022,15m,50,middle,4.0,123,123,32,91,0,26.01626016260163,1118.5179065000302,1.2515296270490648,5565.381362000029,4446.863455499999
2022,15m,50,middle,4.5,123,123,31,92,0,25.203252032520325,1511.79080600003,1.3358158106489144,6013.63603800003,4501.845232
2022,15m,50,middle,5.0,123,123,29,94,0,23.577235772357724,1632.7320910000271,1.355478687717096,6225.784072500028,4593.051981500001
2022,15m,50,62%,1.5,123,123,49,74,0,39.83739837398374,-583.5477148099708,0.8725307261146702,3994.400342970017,4577.948057779988
2022,15m,50,62%,2.0,123,123,45,78,0,36.58536585365854,220.99364344002606,1.0464898423506064,4974.583508800017,4753.589865359991
2022,15m,50,62%,2.5,123,123,39,84,0,31.70731707317073,30.07341865003218,1.0058242698343502,5193.539313150022,5163.46589449999
2022,15m,50,62%,3.0,123,123,35,88,0,28.455284552845526,222.89616688003662,1.0414695390293245,5597.833339980027,5374.93717309999
2022,15m,50,62%,3.5,123,123,33,90,0,26.82926829268293,649.0325080300345,1.1182732647037645,6136.599877170026,5487.567369139992
2022,15m,50,62%,4.0,123,123,31,92,0,25.203252032520325,961.2386944400296,1.1716357430925106,6561.696251360023,5600.457556919993
2022,15m,50,62%,4.5,123,123,29,94,0,23.577235772357724,1143.329464830027,1.2000058679390726,6859.809069210021,5716.479604379994
2022,15m,50,62%,5.0,123,123,26,97,0,21.138211382113823,1064.7295390000254,1.1817995353352064,6921.34263230002,5856.613093299995
2022,15m,50,78%,1.5,123,123,53,70,0,43.08943089430895,255.8357695600207,1.0476920007073383,5620.168692600013,5364.332923039992
2022,15m,50,78%,2.0,123,123,48,75,0,39.02439024390244,937.1958534600271,1.1626602814765101,6698.871936600019,5761.6760831399915
2022,15m,50,78%,2.5,123,123,43,80,0,34.959349593495936,1447.7422435700282,1.2375569082346232,7542.038782150021,6094.296538579993
2022,15m,50,78%,3.0,123,123,39,84,0,31.70731707317073,1473.6496116800208,1.2279454716900955,7938.571247340016,6464.921635659995
2022,15m,50,78%,3.5,123,123,36,87,0,29.268292682926827,1983.5286401400217,1.298470836802272,8629.164982340018,6645.636342199996
2022,15m,50,78%,4.0,123,123,31,92,0,25.203252032520325,1440.750524959998,1.2057997612278357,8441.49006112,7000.739536160001
2022,15m,50,78%,4.5,123,123,28,95,0,22.76422764227642,1625.5792023099993,1.2270683471842805,8784.565571250001,7158.986368940001
2022,15m,50,78%,5.0,123,123,25,98,0,20.32520325203252,1416.9741963600118,1.192617071295425,8773.40520650001,7356.431010139999
2022,15m,100,middle,1.5,44,44,16,28,0,36.36363636363637,-459.5211527499896,0.7649479096958638,1495.454666250006,1954.9758189999957
2022,15m,100,middle,2.0,44,44,13,31,0,29.545454545454547,-489.79333349999615,0.7701825927741933,1641.4348420000024,2131.2281754999985
2022,15m,100,middle,2.5,44,44,13,31,0,29.545454545454547,-79.43462299999555,0.9627282409677417,2051.793552500003,2131.2281754999985
2022,15m,100,middle,3.0,44,44,9,35,0,20.454545454545457,-690.827352499995,0.7105471221258365,1695.8386830000036,2386.6660354999985
2022,15m,100,middle,3.5,44,44,8,36,0,18.181818181818183,-642.7192132499922,0.7364591672162338,1796.0649647500059,2438.784177999998
2022,15m,100,middle,4.0,44,44,7,37,0,15.909090909090908,-636.7064964999827,0.7441813390201389,1852.1912800000136,2488.8977764999963
2022,15m,100,middle,4.5,44,44,6,38,0,13.636363636363635,-707.5823572499849,0.7218491117570669,1836.2971957500122,2543.879552999997
2022,15m,100,middle,5.0,44,44,6,38,0,13.636363636363635,-503.5493354999835,0.8020545686189632,2040.3302175000135,2543.879552999997
2022,15m,100,62%,1.5,44,44,13,31,0,29.545454545454547,-1117.42388811999,0.5773339159537787,1526.3271255000009,2643.7510136199908
2022,15m,100,62%,2.0,44,44,13,31,0,29.545454545454547,-608.6481796199896,0.7697785546050382,2035.1028340000012,2643.7510136199908
2022,15m,100,62%,2.5,44,44,9,35,0,20.454545454545457,-1208.711329239989,0.5917291102483022,1751.8507867000017,2960.5621159399907
2022,15m,100,62%,3.0,44,44,7,37,0,15.909090909090908,-1366.2353346199852,0.5574997387671822,1721.3003220000046,3087.53565661999
2022,15m,100,62%,3.5,44,44,6,38,0,13.636363636363635,-1385.840988449988,0.5608373940501817,1769.8033439100027,3155.6443323599906
2022,15m,100,62%,4.0,44,44,6,38,0,13.636363636363635,-1133.0119393199875,0.6409570217716363,2022.632393040003,3155.6443323599906
2022,15m,100,62%,4.5,44,44,5,39,0,11.363636363636363,-1305.3246973899968,0.5962425688059398,1927.6181453699955,3232.9428427599923
2022,15m,100,62%,5.0,44,44,5,39,0,11.363636363636363,-1091.1449034599973,0.662491743117711,2141.797939299995,3232.9428427599923
2022,15m,100,78%,1.5,44,44,17,27,0,38.63636363636363,-453.70685247998335,0.8459791551145569,2492.042814180002,2945.7496666599855
