outcome,exit_price,entry_price,stop_loss,take_profit,risk,pnl,exit_datetime,year,timeframe,stop_loss_type,rr_ratio,fvg_type,date
loss,7767.024573500001,7786.577841,7767.024573500001,7855.0142772499985,19.553267499999492,-19.553267499999492,2018-03-26 09:11:00,2018,1m,middle,3.5,bullish,2018-03-26
win,8038.7274350000025,8003.998496,7994.0759419999995,8038.7274350000025,9.922554000000673,34.728939000002356,2018-05-23 09:08:00,2018,1m,middle,3.5,bullish,2018-05-23
loss,8086.443240500001,8096.803554,8086.443240500001,8133.064651249998,10.360313499999393,-10.360313499999393,2018-05-29 08:34:00,2018,1m,middle,3.5,bullish,2018-05-29
win,8655.368711499996,8640.097354,8635.734109,8655.368711499996,4.363244999998642,15.271357499995247,2018-08-23 08:34:00,2018,1m,middle,3.5,bullish,2018-08-23
loss,8843.0308505,8838.248406,8843.0308505,8821.509850250004,4.782444499998746,-4.782444499998746,2018-09-21 08:35:00,2018,1m,middle,3.5,bearish,2018-09-21
loss,7957.119125,7991.031009,7957.119125,8109.722603,33.9118840000001,-33.9118840000001,2018-11-13 08:59:00,2018,1m,middle,3.5,bullish,2018-11-13
loss,7743.17398,7741.855993,7743.17398,7736.584045000002,1.317986999999448,-1.317986999999448,2018-01-04 08:33:00,2018,1m,middle,4.0,bearish,2018-01-04
loss,7767.024573500001,7786.577841,7767.024573500001,7864.790910999998,19.553267499999492,-19.553267499999492,2018-03-26 09:11:00,2018,1m,middle,4.0,bullish,2018-03-26
win,8043.688712000003,8003.998496,7994.0759419999995,8043.688712000003,9.922554000000673,39.69021600000269,2018-05-23 09:13:00,2018,1m,middle,4.0,bullish,2018-05-23
loss,8086.443240500001,8096.803554,8086.443240500001,8138.244807999998,10.360313499999393,-10.360313499999393,2018-05-29 08:34:00,2018,1m,middle,4.0,bullish,2018-05-29
win,8657.550333999994,8640.097354,8635.734109,8657.550333999994,4.363244999998642,17.452979999994568,2018-08-23 08:34:00,2018,1m,middle,4.0,bullish,2018-08-23
loss,8843.0308505,8838.248406,8843.0308505,8819.118628000006,4.782444499998746,-4.782444499998746,2018-09-21 08:35:00,2018,1m,middle,4.0,bearish,2018-09-21
loss,7957.119125,7991.031009,7957.119125,8126.678545000001,33.9118840000001,-33.9118840000001,2018-11-13 08:59:00,2018,1m,middle,4.0,bullish,2018-11-13
loss,7743.17398,7741.855993,7743.17398,7735.925051500002,1.317986999999448,-1.317986999999448,2018-01-04 08:33:00,2018,1m,middle,4.5,bearish,2018-01-04
loss,7767.024573500001,7786.577841,7767.024573500001,7874.567544749998,19.553267499999492,-19.553267499999492,2018-03-26 09:11:00,2018,1m,middle,4.5,bullish,2018-03-26
win,8048.649989000003,8003.998496,7994.0759419999995,8048.649989000003,9.922554000000673,44.65149300000303,2018-05-23 09:13:00,2018,1m,middle,4.5,bullish,2018-05-23
loss,8086.443240500001,8096.803554,8086.443240500001,8143.424964749997,10.360313499999393,-10.360313499999393,2018-05-29 08:34:00,2018,1m,middle,4.5,bullish,2018-05-29
win,8659.731956499993,8640.097354,8635.734109,8659.731956499993,4.363244999998642,19.63460249999389,2018-08-23 08:35:00,2018,1m,middle,4.5,bullish,2018-08-23
loss,8843.0308505,8838.248406,8843.0308505,8816.727405750007,4.782444499998746,-4.782444499998746,2018-09-21 08:35:00,2018,1m,middle,4.5,bearish,2018-09-21
loss,7957.119125,7991.031009,7957.119125,8143.634487000001,33.9118840000001,-33.9118840000001,2018-11-13 08:59:00,2018,1m,middle,4.5,bullish,2018-11-13
loss,7743.17398,7741.855993,7743.17398,7735.266058000003,1.317986999999448,-1.317986999999448,2018-01-04 08:33:00,2018,1m,middle,5.0,bearish,2018-01-04
loss,7767.024573500001,7786.577841,7767.024573500001,7884.344178499998,19.553267499999492,-19.553267499999492,2018-03-26 09:11:00,2018,1m,middle,5.0,bullish,2018-03-26
win,8053.6112660000035,8003.998496,7994.0759419999995,8053.6112660000035,9.922554000000673,49.612770000003366,2018-05-23 10:47:00,2018,1m,middle,5.0,bullish,2018-05-23
loss,8086.443240500001,8096.803554,8086.443240500001,8148.605121499997,10.360313499999393,-10.360313499999393,2018-05-29 08:34:00,2018,1m,middle,5.0,bullish,2018-05-29
win,8661.913578999993,8640.097354,8635.734109,8661.913578999993,4.363244999998642,21.81622499999321,2018-08-23 08:39:00,2018,1m,middle,5.0,bullish,2018-08-23
loss,8843.0308505,8838.248406,8843.0308505,8814.336183500007,4.782444499998746,-4.782444499998746,2018-09-21 08:35:00,2018,1m,middle,5.0,bearish,2018-09-21
loss,7957.119125,7991.031009,7957.119125,8160.590429000001,33.9118840000001,-33.9118840000001,2018-11-13 08:59:00,2018,1m,middle,5.0,bullish,2018-11-13
loss,7743.17398,7741.855993,7743.17398,7728.676123000006,1.317986999999448,-1.317986999999448,2018-01-04 08:33:00,2018,1m,middle,10.0,bearish,2018-01-04
loss,7767.024573500001,7786.577841,7767.024573500001,7982.110515999995,19.553267499999492,-19.553267499999492,2018-03-26 09:11:00,2018,1m,middle,10.0,bullish,2018-03-26
win,8103.224036000007,8003.998496,7994.0759419999995,8103.224036000007,9.922554000000673,99.22554000000673,2018-05-23 14:02:00,2018,1m,middle,10.0,bullish,2018-05-23
loss,8086.443240500001,8096.803554,8086.443240500001,8200.406688999994,10.360313499999393,-10.360313499999393,2018-05-29 08:34:00,2018,1m,middle,10.0,bullish,2018-05-29
win,8683.729803999986,8640.097354,8635.734109,8683.729803999986,4.363244999998642,43.63244999998642,2018-08-23 08:49:00,2018,1m,middle,10.0,bullish,2018-08-23
loss,8843.0308505,8838.248406,8843.0308505,8790.423961000013,4.782444499998746,-4.782444499998746,2018-09-21 08:35:00,2018,1m,middle,10.0,bearish,2018-09-21
loss,7957.119125,7991.031009,7957.119125,8330.149849000001,33.9118840000001,-33.9118840000001,2018-11-13 08:59:00,2018,1m,middle,10.0,bullish,2018-11-13
loss,7743.320423,7741.855993,7743.320423,7739.659348,1.464429999999993,-1.464429999999993,2018-01-04 08:33:00,2018,1m,edge,1.5,bearish,2018-01-04
loss,7766.149054,7786.577841,7766.149054,7817.2210215,20.42878699999983,-20.42878699999983,2018-03-26 09:11:00,2018,1m,edge,1.5,bullish,2018-03-26
win,8019.320087000001,8003.998496,7993.784102,8019.320087000001,10.214394000000539,15.321591000000808,2018-05-23 08:37:00,2018,1m,edge,1.5,bullish,2018-05-23
loss,8086.297321,8096.803554,8086.297321,8112.5629035,10.506233000000066,-10.506233000000066,2018-05-29 08:34:00,2018,1m,edge,1.5,bullish,2018-05-29
win,8647.078546,8640.097354,8635.443226,8647.078546,4.654128000000128,6.981192000000192,2018-08-23 08:33:00,2018,1m,edge,1.5,bullish,2018-08-23
loss,8844.624999,8838.248406,8844.624999,8828.683516500001,6.376592999999048,-6.376592999999048,2018-09-21 08:35:00,2018,1m,edge,1.5,bearish,2018-09-21
loss,7956.82928,7991.031009,7956.82928,8042.333602500001,34.20172900000034,-34.20172900000034,2018-11-13 08:59:00,2018,1m,edge,1.5,bullish,2018-11-13
loss,7743.320423,7741.855993,7743.320423,7738.927133,1.464429999999993,-1.464429999999993,2018-01-04 08:33:00,2018,1m,edge,2.0,bearish,2018-01-04
loss,7766.149054,7786.577841,7766.149054,7827.435415,20.42878699999983,-20.42878699999983,2018-03-26 09:11:00,2018,1m,edge,2.0,bullish,2018-03-26
win,8024.427284000001,8003.998496,7993.784102,8024.427284000001,10.214394000000539,20.428788000001077,2018-05-23 08:41:00,2018,1m,edge,2.0,bullish,2018-05-23
loss,8086.297321,8096.803554,8086.297321,8117.81602,10.506233000000066,-10.506233000000066,2018-05-29 08:34:00,2018,1m,edge,2.0,bullish,2018-05-29
win,8649.40561,8640.097354,8635.443226,8649.40561,4.654128000000128,9.308256000000256,2018-08-23 08:33:00,2018,1m,edge,2.0,bullish,2018-08-23
loss,8844.624999,8838.248406,8844.624999,8825.495220000003,6.376592999999048,-6.376592999999048,2018-09-21 08:35:00,2018,1m,edge,2.0,bearish,2018-09-21
loss,7956.82928,7991.031009,7956.82928,8059.434467000001,34.20172900000034,-34.20172900000034,2018-11-13 08:59:00,2018,1m,edge,2.0,bullish,2018-11-13
loss,7743.320423,7741.855993,7743.320423,7738.194918,1.464429999999993,-1.464429999999993,2018-01-04 08:33:00,2018,1m,edge,2.5,bearish,2018-01-04
loss,7766.149054,7786.577841,7766.149054,7837.6498085,20.42878699999983,-20.42878699999983,2018-03-26 09:11:00,2018,1m,edge,2.5,bullish,2018-03-26
win,8029.5344810000015,8003.998496,7993.784102,8029.5344810000015,10.214394000000539,25.535985000001347,2018-05-23 08:47:00,2018,1m,edge,2.5,bullish,2018-05-23
loss,8086.297321,8096.803554,8086.297321,8123.0691365,10.506233000000066,-10.506233000000066,2018-05-29 08:34:00,2018,1m,edge,2.5,bullish,2018-05-29
win,8651.732673999999,8640.097354,8635.443226,8651.732673999999,4.654128000000128,11.63532000000032,2018-08-23 08:34:00,2018,1m,edge,2.5,bullish,2018-08-23
loss,8844.624999,8838.248406,8844.624999,8822.306923500004,6.376592999999048,-6.376592999999048,2018-09-21 08:35:00,2018,1m,edge,2.5,bearish,2018-09-21
loss,7956.82928,7991.031009,7956.82928,8076.535331500001,34.20172900000034,-34.20172900000034,2018-11-13 08:59:00,2018,1m,edge,2.5,bullish,2018-11-13
loss,7743.320423,7741.855993,7743.320423,7737.462703,1.464429999999993,-1.464429999999993,2018-01-04 08:33:00,2018,1m,edge,3.0,bearish,2018-01-04
loss,7766.149054,7786.577841,7766.149054,7847.864202,20.42878699999983,-20.42878699999983,2018-03-26 09:11:00,2018,1m,edge,3.0,bullish,2018-03-26
win,8034.641678000002,8003.998496,7993.784102,8034.641678000002,10.214394000000539,30.643182000001616,2018-05-23 09:08:00,2018,1m,edge,3.0,bullish,2018-05-23
loss,8086.297321,8096.803554,8086.297321,8128.322253,10.506233000000066,-10.506233000000066,2018-05-29 08:34:00,2018,1m,edge,3.0,bullish,2018-05-29
win,8654.059738,8640.097354,8635.443226,8654.059738,4.654128000000128,13.962384000000384,2018-08-23 08:34:00,2018,1m,edge,3.0,bullish,2018-08-23
loss,8844.624999,8838.248406,8844.624999,8819.118627000003,6.376592999999048,-6.376592999999048,2018-09-21 08:35:00,2018,1m,edge,3.0,bearish,2018-09-21
loss,7956.82928,7991.031009,7956.82928,8093.636196000001,34.20172900000034,-34.20172900000034,2018-11-13 08:59:00,2018,1m,edge,3.0,bullish,2018-11-13
loss,7743.320423,7741.855993,7743.320423,7736.730488,1.464429999999993,-1.464429999999993,2018-01-04 08:33:00,2018,1m,edge,3.5,bearish,2018-01-04
loss,7766.149054,7786.577841,7766.149054,7858.078595499999,20.42878699999983,-20.42878699999983,2018-03-26 09:11:00,2018,1m,edge,3.5,bullish,2018-03-26
win,8039.748875000002,8003.998496,7993.784102,8039.748875000002,10.214394000000539,35.750379000001885,2018-05-23 09:09:00,2018,1m,edge,3.5,bullish,2018-05-23
loss,8086.297321,8096.803554,8086.297321,8133.5753695,10.506233000000066,-10.506233000000066,2018-05-29 08:34:00,2018,1m,edge,3.5,bullish,2018-05-29
