entry_time,entry_price,exit_time,exit_price,direction,stop_loss,take_profit,exit_reason,pnl,return_pct,fvg_lower,fvg_upper,fvg_middle,cumulative_pnl,equity,is_win,streak
2018-01-15 08:31:00,7939.846938,2018-01-15 08:39:00,7941.311368000001,Short,7941.311368000001,7936.185862999997,SL,-1.4644300000009025,-0.018444058322990592,7941.018482,7941.604254,7941.311368000001,-1.4644300000009025,9998.53557,False,1
2018-01-16 08:31:00,7992.859307,2018-01-16 09:37:00,7980.997423,Long,7980.997423,8022.5140169999995,SL,-11.861883999999918,-0.1484060152242577,7980.265208,7981.729638,7980.997423,-13.32631400000082,9986.673685999998,False,1
2018-01-26 08:31:00,8147.796008,2018-01-26 08:35:00,8154.532386,Short,8154.532386,8130.955063000001,SL,-6.736377999999604,-0.08267730308153787,8152.77507,8156.289702,8154.532386,-20.062692000000425,9979.937308,False,1
2018-01-29 08:31:00,8208.716298,2018-01-29 08:38:00,8215.599119999999,Short,8215.599119999999,8191.509243,SL,-6.882821999999578,-0.08384772661319205,8215.452677,8215.745563,8215.599119999999,-26.945514000000003,9973.054486,False,1
2018-01-31 08:31:00,8183.235215,2018-01-31 08:35:00,8177.670381,Long,8177.670381,8197.147299999999,SL,-5.564833999999792,-0.0680028601621931,8176.791723,8178.549039,8177.670381,-32.510347999999794,9967.489652,False,1
2018-02-01 08:31:00,8117.335862,2018-02-01 09:20:00,8155.411042000001,Long,8102.10579,8155.411042000001,TP,38.07518000000073,0.46906005427524006,8100.934246,8103.277334,8102.10579,5.5648320000009335,10005.564832,True,2
2018-02-15 08:31:00,7871.897383,2018-02-15 08:39:00,7887.127456,Short,7887.127456,7833.822200500001,SL,-15.23007299999972,-0.1934739778606654,7883.90571,7890.349202,7887.127456,-9.665240999998787,9990.334759000001,False,3
2018-02-16 08:31:00,7961.227617,2018-02-16 08:33:00,7951.562379,Long,7951.562379,7985.3907119999985,SL,-9.66523799999959,-0.12140386464219328,7948.047747,7955.077011,7951.562379,-19.330478999998377,9980.669521000002,False,3
2018-03-02 08:31:00,7837.629719,2018-03-02 08:37:00,7820.056559,Long,7820.056559,7881.562618999999,SL,-17.573159999999916,-0.2242152363666661,7817.127699,7822.985419,7820.056559,-36.90363899999829,9963.096361000002,False,3
2018-03-05 08:31:00,7955.369897,2018-03-05 08:37:00,7948.0477465,Long,7948.0477465,7973.675273249997,SL,-7.322150499999225,-0.09204035255180826,7946.583316,7949.512177,7948.0477465,-44.22578949999752,9955.774210500003,False,3
2018-03-07 08:31:00,8054.072483,2018-03-07 08:40:00,8078.967793000002,Long,8044.114358999999,8078.967793000002,TP,24.8953100000017,0.3091021350074644,8040.306841,8047.921877,8044.114358999999,-19.330479499995818,9980.669520500003,True,4
2018-03-12 08:31:00,8340.197951,2018-03-12 08:33:00,8346.326587,Short,8346.326587,8324.876361000002,SL,-6.12863599999946,-0.0734830999936234,8346.034747,8346.618427,8346.326587,-25.459115499995278,9974.540884500006,False,5
2018-03-16 08:31:00,8260.233844,2018-03-16 08:33:00,8252.6460095,Long,8252.6460095,8279.20343025,SL,-7.587834500000099,-0.09185980255887898,8251.47865,8253.813369,8252.6460095,-33.04694999999538,9966.953050000004,False,5
2018-03-19 08:31:00,8128.030413,2018-03-19 08:35:00,8113.803223000001,Short,8133.721289,8113.803223000001,TP,14.22718999999961,0.17503859209538133,8131.82433,8135.618248,8133.721289,-18.819759999995767,9981.180240000005,True,6
2018-03-23 08:31:00,7837.357967,2018-03-23 08:36:00,7822.6200565,Long,7822.6200565,7874.20274325,SL,-14.737910499999998,-0.18804692298164105,7817.51286,7827.727253,7822.6200565,-33.557670499995766,9966.442329500005,False,7
2018-03-26 08:31:00,7786.286001,2018-03-26 08:36:00,7771.8399305,Long,7771.8399305,7822.401177250001,SL,-14.446070500000133,-0.18553223575585087,7769.651132,7774.028729,7771.8399305,-48.0037409999959,9951.996259000003,False,7
2018-03-27 08:31:00,7945.630535,2018-03-27 08:35:00,7923.37775,Short,7954.5316490000005,7923.37775,TP,22.252785000000586,0.2800631731110385,7951.467331,7957.595967,7954.5316490000005,-25.750955999995313,9974.249044000004,True,8
2018-04-04 08:31:00,7431.116958,2018-04-04 09:12:00,7479.635325499998,Long,7411.709611,7479.635325499998,TP,48.51836749999802,0.6529081398424954,7409.812652,7413.60657,7411.709611,22.76741150000271,10022.767411500003,True,8
2018-04-05 08:31:00,7730.836438,2018-04-05 08:32:00,7741.0508310000005,Short,7741.0508310000005,7705.3004555,SL,-10.2143930000002,-0.1321253279889945,7738.132433,7743.969229,7741.0508310000005,12.553018500002509,10012.553018500003,False,9
2018-04-11 08:31:00,7714.493409,2018-04-11 08:41:00,7698.879978999999,Long,7698.879978999999,7753.526984,SL,-15.613430000000335,-0.20239086576683257,7694.648302,7703.111656,7698.879978999999,-3.0604114999978265,9996.939588500001,False,9
2018-04-17 08:31:00,7871.795064,2018-04-17 08:35:00,7878.0696195,Short,7878.0696195,7856.10867525,SL,-6.274555500000133,-0.07970933502442784,7876.172661,7879.966578,7878.0696195,-9.33496699999796,9990.665033000001,False,9
