entry_time,entry_price,exit_time,exit_price,direction,stop_loss,take_profit,exit_reason,pnl,return_pct,fvg_lower,fvg_upper,fvg_middle,cumulative_pnl,equity,is_win,streak
2022-01-07 08:45:00,18089.577341,2022-01-07 09:00:00,18062.372816,Long,18062.372816,18171.190916000003,SL,-27.204525000001013,-0.15038784205500477,18054.641003,18062.372816,18058.5069095,-27.204525000001013,9972.795474999999,False,1
2022-01-10 08:45:00,17478.764162,2022-01-10 12:15:00,17576.986816,Short,17576.986816,17184.096199999996,SL,-98.22265400000106,-0.561954226795643,17576.986816,17589.300443,17583.143629500002,-125.42717900000207,9874.572820999998,False,1
2022-01-14 08:45:00,17847.313886,2022-01-14 09:00:00,17756.536681,Long,17756.536681,18119.645500999995,SL,-90.7772049999985,-0.5086323106089765,17640.559496,17756.536681,17698.5480885,-216.20438400000057,9783.795616,False,1
2022-01-17 08:45:00,17842.445708,2022-01-17 09:00:00,17849.032066,Short,17849.032066,17822.686633999998,SL,-6.586358000000473,-0.0369139865004457,17849.032066,17860.20024,17854.616153,-222.79074200000105,9777.209257999999,False,1
2022-01-20 08:45:00,17499.095965,2022-01-20 09:15:00,17437.814193,Long,17437.814193,17682.941281000007,SL,-61.28177200000209,-0.35019964529923125,17398.009678,17437.814193,17417.9119355,-284.07251400000314,9715.927485999997,False,1
2022-01-28 08:45:00,15921.519876,2022-01-28 09:00:00,15968.197114,Short,15968.197114,15781.488162,SL,-46.677238000000216,-0.29317074226287404,15968.197114,16037.497062,16002.847088,-330.74975200000335,9669.250247999997,False,1
2022-01-31 08:45:00,16757.701067,2022-01-31 15:45:00,17030.605408,Long,16622.537532,17163.19167200001,EOD,272.90434099999766,1.6285309059332298,16595.905734,16622.537532,16609.221633,-57.8454110000057,9942.154588999994,True,2
2022-02-01 08:45:00,17000.537248,2022-02-01 09:00:00,16936.964566000002,Short,17021.728142,16936.964566000002,TP,63.57268199999817,0.3739451352190477,17021.728142,17099.618992,17060.673566999998,5.72727099999247,10005.727270999992,True,2
2022-02-02 08:45:00,17291.482485,2022-02-02 09:00:00,17309.237017,Short,17309.237017,17238.218889000003,SL,-17.754531999999017,-0.1026779052368743,17309.237017,17349.614259,17329.425638,-12.027261000006547,9987.972738999993,False,3
2022-02-10 08:45:00,17078.141736,2022-02-10 11:45:00,16965.314548,Long,16965.314548,17416.62330000001,SL,-112.82718800000293,-0.660652603451393,16902.887322,16965.314548,16934.100935,-124.85444900000948,9875.14555099999,False,3
2022-02-16 08:45:00,16503.696712,2022-02-16 09:45:00,16563.546667,Short,16563.546667,16324.146847000007,SL,-59.84995499999786,-0.3626457517028919,16563.546667,16614.232993,16588.88983,-184.70440400000734,9815.295595999993,False,3
2022-02-22 08:45:00,16061.551589,2022-02-22 09:45:00,16001.128907,Long,16001.128907,16242.819635000002,SL,-60.42268200000035,-0.3761945517230213,15956.456213,16001.128907,15978.79256,-245.1270860000077,9754.872913999992,False,3
2022-02-23 08:45:00,15925.815327,2022-02-23 12:15:00,15660.356436000002,Short,16014.301624,15660.356436000002,TP,265.4588909999984,1.6668464725316123,16014.301624,16024.324344,16019.312984,20.33180499999071,10020.33180499999,True,4
2022-02-24 08:45:00,15280.924902,2022-02-24 13:30:00,15695.006409000003,Long,15142.897733,15695.006409000003,TP,414.0815070000026,2.7097934821066145,15053.838709,15142.897733,15098.368221,434.4133119999933,10434.413311999993,True,4
2022-03-03 08:45:00,16336.460474,2022-03-03 09:30:00,16152.615157999993,Short,16397.742246,16152.615157999993,TP,183.84531600000628,1.125368107079266,16397.742246,16430.674039,16414.2081425,618.2586279999996,10618.258628,True,4
2022-03-07 08:45:00,15662.933706,2022-03-07 14:45:00,15297.820343999998,Short,15784.63816,15297.820343999998,TP,365.11336200000187,2.3310662539555915,15784.63816,15801.247239,15792.9426995,983.3719900000015,10983.371990000001,True,4
2022-03-11 08:45:00,15572.156502,2022-03-11 14:15:00,15335.047590000002,Short,15651.192806,15335.047590000002,TP,237.10891199999787,1.5226466030542716,15651.192806,15701.592768,15676.392787,1220.4809019999993,11220.480902,True,4
2022-03-16 08:45:00,15716.770029,2022-03-16 09:00:00,15700.447314,Long,15700.447314,15765.738174,SL,-16.322715000000244,-0.1038554039403909,15642.029176,15700.447314,15671.238245,1204.158186999999,11204.158186999999,False,5
2022-03-18 08:45:00,16209.028751,2022-03-18 14:30:00,16518.301247,Long,16105.937919,16518.301247,TP,309.2724959999996,1.908026080717016,16101.928831,16105.937919,16103.933375,1513.4306829999987,11513.430682999999,True,6
2022-03-23 08:45:00,16600.487548,2022-03-23 09:00:00,16635.996613,Short,16635.996613,16493.960353000006,SL,-35.50906499999837,-0.21390374769008785,16635.996613,16638.573884,16637.2852485,1477.9216180000003,11477.921618,False,7
2022-03-28 08:45:00,17052.941755,2022-03-28 09:00:00,16985.932714,Long,16985.932714,17253.968878000003,SL,-67.00904100000116,-0.39294710533069055,16915.487312,16985.932714,16950.710013,1410.9125769999991,11410.912577,False,7
