entry_time,entry_price,exit_time,exit_price,direction,stop_loss,take_profit,exit_reason,pnl,return_pct,fvg_lower,fvg_upper,fvg_middle,cumulative_pnl,equity,is_win,streak
2018-01-15 08:31:00,7939.846938,2018-01-15 09:11:00,7943.947342,Short,7943.947342,7931.646129999998,SL,-4.100404000000708,-0.051643363304350744,7941.018482,7941.604254,7941.311368000001,-4.100404000000708,9995.899596,False,1
2018-01-16 08:31:00,7992.859307,2018-01-16 09:37:00,7977.336348,Long,7977.336348,8023.9052249999995,SL,-15.5229589999999,-0.1942103370492857,7980.265208,7981.729638,7980.997423,-19.62336300000061,9980.376637,False,1
2018-01-26 08:31:00,8147.796008,2018-01-26 08:36:00,8159.218562,Short,8159.218562,8124.950900000001,SL,-11.422553999999764,-0.14019194870348262,8152.77507,8156.289702,8154.532386,-31.045917000000372,9968.954083,False,1
2018-01-29 08:31:00,8208.716298,2018-01-29 08:40:00,8218.381537,Short,8218.381537,8189.3858199999995,SL,-9.665238999999929,-0.11774361117041895,8215.452677,8215.745563,8215.599119999999,-40.7111560000003,9959.288843999999,False,1
2018-01-31 08:31:00,8183.235215,2018-01-31 08:58:00,8173.862863,Long,8173.862863,8201.979918999998,SL,-9.37235199999941,-0.11453113290474334,8176.791723,8178.549039,8177.670381,-50.08350799999971,9949.916492,False,1
2018-02-01 08:31:00,8117.335862,2018-02-01 09:40:00,8159.511447999999,Long,8096.248069,8159.511447999999,TP,42.175585999999385,0.519574238605028,8100.934246,8103.277334,8102.10579,-7.907922000000326,9992.092078,True,2
2018-02-15 08:31:00,7871.897383,2018-02-15 08:49:00,7894.742492,Short,7894.742492,7826.207165000001,SL,-22.845108999999866,-0.29021096043929295,7883.90571,7890.349202,7887.127456,-30.753031000000192,9969.246969,False,3
2018-02-16 08:31:00,7961.227617,2018-02-16 09:35:00,7999.302798999998,Long,7942.190026,7999.302798999998,TP,38.07518199999868,0.47825767371221584,7948.047747,7955.077011,7951.562379,7.322150999998485,10007.322150999998,True,4
2018-03-02 08:31:00,7837.629719,2018-03-02 08:38:00,7809.805548,Long,7809.805548,7893.278060999998,SL,-27.824170999999296,-0.3550074703395068,7817.127699,7822.985419,7820.056559,-20.50202000000081,9979.49798,False,5
2018-03-05 08:31:00,7955.369897,2018-03-05 08:42:00,7941.311368,Long,7941.311368,7983.486954999999,SL,-14.058528999999908,-0.17671747740229443,7946.583316,7949.512177,7948.0477465,-34.56054900000072,9965.439450999998,False,5
2018-03-07 08:31:00,8054.072483,2018-03-07 09:35:00,8090.3903470000005,Long,8035.913551,8090.3903470000005,TP,36.317864000000554,0.45092546754027707,8040.306841,8047.921877,8044.114358999999,1.757314999999835,10001.757314999999,True,6
2018-03-12 08:31:00,8340.197951,2018-03-12 08:36:00,8348.953145,Short,8348.953145,8322.687563000001,SL,-8.755193999999392,-0.10497585370800022,8346.034747,8346.618427,8346.326587,-6.997878999999557,9993.002121000001,False,7
2018-03-16 08:31:00,8260.233844,2018-03-16 10:14:00,8244.766335,Long,8244.766335,8291.168862,SL,-15.467509000000064,-0.18725267700786974,8251.47865,8253.813369,8252.6460095,-22.46538799999962,9977.534612,False,7
2018-03-19 08:31:00,8128.030413,2018-03-19 09:11:00,8102.348511000002,Short,8140.871364,8102.348511000002,TP,25.681901999998445,0.31596710020822166,8131.82433,8135.618248,8133.721289,3.216513999998824,10003.216514,True,8
2018-03-23 08:31:00,7837.357967,2018-03-23 08:39:00,7811.092384,Long,7811.092384,7889.889133000001,SL,-26.265583000000333,-0.33513312918198024,7817.51286,7827.727253,7822.6200565,-23.04906900000151,9976.950931,False,9
2018-03-26 08:31:00,7786.286001,2018-03-26 09:11:00,7765.273535,Long,7765.273535,7828.310933000001,SL,-21.01246600000013,-0.2698650678552198,7769.651132,7774.028729,7771.8399305,-44.06153500000164,9955.938465,False,9
2018-03-27 08:31:00,7945.630535,2018-03-27 08:46:00,7915.279197,Short,7960.806204,7915.279197,TP,30.351338000000396,0.3819877839311137,7951.467331,7957.595967,7954.5316490000005,-13.710197000001244,9986.289803,True,10
2018-04-04 08:31:00,7431.116958,2018-04-04 09:49:00,7484.815481999999,Long,7404.267696,7484.815481999999,TP,53.69852399999945,0.7226171288044402,7409.812652,7413.60657,7411.709611,39.98832699999821,10039.988327,True,10
2018-04-05 08:31:00,7730.836438,2018-04-05 08:33:00,7747.179467,Short,7747.179467,7698.150380000001,SL,-16.34302899999966,-0.21140052736942486,7738.132433,7743.969229,7741.0508310000005,23.645297999998547,10023.645298,False,11
2018-04-11 08:31:00,7714.493409,2018-04-11 11:03:00,7762.355137,Long,7690.562545,7762.355137,TP,47.86172799999986,0.6204131037841406,7694.648302,7703.111656,7698.879978999999,71.5070259999984,10071.507026,True,12
2018-04-17 08:31:00,7871.795064,2018-04-17 08:39:00,7882.884976,Short,7882.884976,7849.615239999999,SL,-11.089912000000368,-0.14088161480114936,7876.172661,7879.966578,7878.0696195,60.41711399999804,10060.417113999998,False,13
