sweep_type,sweep_level,sweep_wick,sweep_time,fvg_type,fvg_time,fvg_high,fvg_low,direction,entry_time,entry_price,stop_loss,take_profit,risk,outcome,exit_time,exit_price,pnl
bearish,8590.09314,8592.672317,2019-08-06 08:15:00,bullish_fvg,2019-08-06 08:30:00,8598.976972,8592.672317,SHORT,2019-08-06 08:49:00,8596.11122,8593.172317,8604.927929000001,-2.9389030000002094,LOSS,2019-08-06 08:50:00,8593.172317,2.9389030000002094
bullish,8642.822986,8639.670658,2019-08-07 18:30:00,bearish_fvg,2019-08-07 18:35:00,8660.017501,8656.005447,LONG,2019-08-07 18:36:00,8659.157775,8639.170658,8719.119126000001,19.98711700000058,LOSS,2019-08-07 18:46:00,8639.170658,-19.98711700000058
bearish,8678.931467,8693.26023,2019-08-07 20:15:00,bullish_fvg,2019-08-07 20:20:00,8675.205989,8670.047635,SHORT,2019-08-07 20:21:00,8672.626812,8693.76023,8609.226558000002,21.133417999999438,LOSS,2019-08-07 20:34:00,8693.76023,-21.133417999999438
bearish,8821.359367,8824.225119,2019-08-12 01:45:00,bullish_fvg,2019-08-12 02:00:00,8826.231146,8817.920464,SHORT,2019-08-12 02:00:00,8824.79827,8824.725119,8825.017722999995,-0.07315099999868835,LOSS,2019-08-12 02:01:00,8824.725119,0.07315099999868835
bullish,8689.534752,8686.382424,2019-08-12 10:00:00,bearish_fvg,2019-08-12 10:10:00,8707.875568,8703.290364,LONG,2019-08-12 10:20:00,8705.869541,8685.882424,8765.830892000002,19.98711700000058,LOSS,2019-08-12 13:19:00,8685.882424,-19.98711700000058
bullish,8858.900725,8857.754424,2019-08-13 21:00:00,bearish_fvg,2019-08-13 21:15:00,8862.626203,8861.766477,LONG,2019-08-13 21:15:00,8862.339628,8857.254424,8877.595239999997,5.085203999999067,LOSS,2019-08-13 21:18:00,8857.254424,-5.085203999999067
bearish,8775.220752,8775.793902,2019-08-18 21:30:00,bullish_fvg,2019-08-18 21:35:00,8773.5013,8772.92815,SHORT,2019-08-18 21:37:00,8772.92815,8776.293902,8762.830894,3.365751999999702,LOSS,2019-08-18 21:45:00,8776.293902,-3.365751999999702
bearish,8852.882644,8855.461822,2019-08-19 08:15:00,bullish_fvg,2019-08-19 08:30:00,8861.479902,8855.461822,SHORT,2019-08-19 08:30:00,8856.321547,8855.961822,8857.400722,-0.3597250000002532,LOSS,2019-08-19 08:31:00,8855.961822,0.3597250000002532
bullish,8855.461822,8855.175246,2019-08-22 04:00:00,bearish_fvg,2019-08-22 04:15:00,8858.040999,8856.894698,LONG,2019-08-22 04:17:00,8857.181273,8854.675246,8864.699353999998,2.506026999999449,LOSS,2019-08-22 04:18:00,8854.675246,-2.506026999999449
bullish,8834.541828,8830.529775,2019-08-22 09:15:00,bearish_fvg,2019-08-22 09:20:00,8861.766477,8850.590042,LONG,2019-08-22 09:20:00,8856.321547,8830.029775,8935.196862999996,26.291771999998673,LOSS,2019-08-22 09:31:00,8830.029775,-26.291771999998673
bullish,8876.381815,8875.808665,2019-08-23 02:30:00,bearish_fvg,2019-08-23 02:35:00,8882.686471,8880.967019,LONG,2019-08-23 02:48:00,8882.11332,8875.308665,8902.527285,6.8046549999999115,LOSS,2019-08-23 02:59:00,8875.308665,-6.8046549999999115
bullish,8682.37037,8679.218043,2019-08-28 19:30:00,bearish_fvg,2019-08-28 19:45:00,8683.803247,8680.937494,LONG,2019-08-28 19:46:00,8683.803247,8678.718043,8699.058858999997,5.085203999999067,LOSS,2019-08-28 19:51:00,8678.718043,-5.085203999999067
bearish,8973.24425,8973.530825,2019-09-10 06:00:00,bullish_fvg,2019-09-10 06:05:00,8960.634939,8954.616858,SHORT,2019-09-10 06:05:00,8959.202062,8974.030825,8914.715773000002,14.828762999999526,WIN,2019-09-10 08:34:00,8914.715773000002,44.48628899999858
bearish,8984.420685,8995.883695,2019-09-11 08:30:00,bullish_fvg,2019-09-11 08:35:00,8978.402604,8975.536852,SHORT,2019-09-11 08:37:00,8977.256303,8996.383695,8919.874127,19.127392000000327,LOSS,2019-09-11 08:48:00,8996.383695,-19.127392000000327
bearish,9096.471608,9097.904484,2019-09-12 08:45:00,bullish_fvg,2019-09-12 08:55:00,9086.154899,9083.862297,SHORT,2019-09-12 08:57:00,9084.148872,9098.404484,9041.382035999997,14.255612000000838,LOSS,2019-09-12 09:03:00,9098.404484,-14.255612000000838
bullish,9038.296832,9037.150531,2019-09-13 14:00:00,bearish_fvg,2019-09-13 14:05:00,9046.894089,9044.888062,LONG,2019-09-13 14:27:00,9045.461213,9036.650531,9071.893259000004,8.81068200000118,LOSS,2019-09-15 17:00:00,9036.650531,-8.81068200000118
bullish,8958.342337,8955.190009,2019-09-15 18:45:00,bearish_fvg,2019-09-15 18:50:00,8968.659046,8963.214116,LONG,2019-09-15 19:00:00,8964.933568,8954.690009,8995.664245000002,10.24355900000046,LOSS,2019-09-15 19:05:00,8954.690009,-10.24355900000046
bearish,9074.959905,9076.96081,2019-09-20 01:45:00,bullish_fvg,2019-09-20 01:50:00,9068.385504,9067.813817,SHORT,2019-09-20 01:54:00,9068.099661,9077.46081,9040.016214,9.361149000000296,LOSS,2019-09-20 02:01:00,9077.46081,-9.361149000000296
bearish,8867.437513,8870.010105,2019-09-24 21:30:00,bullish_fvg,2019-09-24 21:40:00,8863.721548,8858.576364,SHORT,2019-09-24 21:40:00,8859.148052,8870.510105,8825.061893000004,11.362052999998923,LOSS,2019-09-24 21:49:00,8870.510105,-11.362052999998923
bearish,8852.573651,8860.863113,2019-09-25 09:45:00,bullish_fvg,2019-09-25 09:50:00,8846.85678,8831.135387,SHORT,2019-09-25 09:53:00,8837.423944,8861.363113,8765.606437000002,23.93916899999931,LOSS,2019-09-25 10:01:00,8861.363113,-23.93916899999931
bullish,8865.150765,8848.571841,2019-09-27 11:00:00,bearish_fvg,2019-09-27 11:15:00,8858.290521,8855.717929,LONG,2019-09-27 11:18:00,8856.57546,8848.071841,8882.086316999998,8.503618999999162,LOSS,2019-09-27 11:19:00,8848.071841,-8.503618999999162
bullish,8834.565509,8833.136292,2019-09-30 05:45:00,bearish_fvg,2019-09-30 05:50:00,8843.712502,8839.139005,LONG,2019-09-30 05:51:00,8843.712502,8832.636292,8876.941132000004,11.076210000001083,LOSS,2019-09-30 06:12:00,8832.636292,-11.076210000001083
bullish,8733.662749,8732.233531,2019-10-04 04:15:00,bearish_fvg,2019-10-04 04:30:00,8732.233531,8726.802504,LONG,2019-10-04 04:32:00,8726.802504,8731.733531,8712.009422999998,-4.93102700000054,LOSS,2019-10-04 04:33:00,8731.733531,4.93102700000054
