direction,entry_time,entry_price,stop_loss,take_profit,fvg_type,year,exit_time,exit_price,exit_reason,exit_idx,pnl
long,2018-01-24 02:00:00,8169.176687,8161.940308,8180.0312555,bearish,2018,2018-01-24 04:35:00,8180.0312555,TP,4462,10.854568499999914
long,2018-01-24 04:40:00,8176.791723,8171.312661,8185.010316000001,bearish,2018,2018-01-24 04:55:00,8171.312661,SL,4466,-5.47906200000034
short,2018-01-25 02:00:00,8117.335862,8127.501101,8102.0880035,bullish,2018,2018-01-25 02:30:00,8127.501101,SL,4710,-10.165238999999929
long,2018-01-25 02:35:00,8133.151707,8111.8568,8165.0940675,bearish,2018,2018-01-25 06:10:00,8165.0940675,TP,4754,31.942360500000177
short,2018-01-26 02:00:00,8144.281376,8147.41735,8139.577415,bullish,2018,2018-01-26 02:10:00,8147.41735,SL,4979,-3.1359739999998055
long,2018-01-26 02:15:00,8149.84621,8140.559629,8163.776081499998,bearish,2018,2018-01-26 04:55:00,8163.776081499998,TP,5012,13.929871499998626
long,2018-01-26 05:00:00,8161.56165,8149.34621,8179.88481,bearish,2018,2018-01-26 08:30:00,8149.34621,SL,5055,-12.215439999999944
short,2018-01-29 02:00:00,8228.046775,8237.333356,8214.116903500002,bullish,2018,2018-01-29 02:50:00,8214.116903500002,TP,5260,13.929871499998626
short,2018-01-29 02:55:00,8213.402475,8237.04047,8177.945482500002,bullish,2018,2018-01-29 14:45:00,8177.945482500002,TP,5403,35.456992499998705
long,2018-01-30 02:00:00,8155.70393,8140.266743,8178.859710499999,bearish,2018,2018-01-30 07:45:00,8140.266743,SL,5592,-15.43718699999954
long,2018-01-31 02:00:00,8163.318966,8144.074262,8192.186022,bearish,2018,2018-01-31 04:25:00,8144.074262,SL,5825,-19.24470399999973
short,2018-01-31 04:30:00,8148.674666,8161.768764,8129.033518999999,bullish,2018,2018-01-31 06:15:00,8161.768764,SL,5847,-13.094098000000486
short,2018-02-01 02:00:00,8177.377495,8181.685013,8170.9162179999985,bullish,2018,2018-02-01 02:55:00,8170.9162179999985,TP,6080,6.461277000001246
