direction,entry_time,entry_price,stop_loss,take_profit,fvg_type,year,exit_time,exit_price,exit_reason,exit_idx,pnl
long,2018-11-13 02:00:00,7980.596583,7934.590893,8049.6051179999995,bearish,2018,2018-11-13 09:00:00,7934.590893,SL,61064,-46.00568999999996
short,2018-11-14 02:00:00,7905.236842,7946.315164,7843.619359000001,bullish,2018,2018-11-14 06:35:00,7946.315164,SL,61308,-41.07832199999939
long,2018-11-15 02:00:00,7914.511887,7885.896907,7957.434356999998,bearish,2018,2018-11-15 02:55:00,7885.896907,SL,61536,-28.614979999999377
short,2018-11-15 03:25:00,7882.049229,7934.431512,7803.4758045,bullish,2018,2018-11-15 09:30:00,7803.4758045,TP,61615,78.57342450000033
short,2018-11-16 02:00:00,7962.336338,7963.126183,7961.1515705,bullish,2018,2018-11-16 02:05:00,7963.126183,SL,61799,-0.7898450000002413
long,2018-11-16 02:10:00,7966.39417,7944.735474,7998.882213999999,bearish,2018,2018-11-16 03:10:00,7944.735474,SL,61812,-21.65869599999951
long,2018-11-16 05:45:00,7926.105693,7907.055603,7954.680828000001,bearish,2018,2018-11-16 07:25:00,7907.055603,SL,61863,-19.050090000000637
long,2018-11-19 02:00:00,7994.798996,7965.024635,8039.460537500001,bearish,2018,2018-11-19 02:35:00,8039.460537500001,TP,62078,44.66154150000057
long,2018-11-19 02:40:00,8027.551498,7967.053551,8118.2984185,bearish,2018,2018-11-19 05:35:00,7967.053551,SL,62114,-60.49794699999984
short,2018-11-19 05:40:00,7965.23479,8000.226363,7912.747430500001,bullish,2018,2018-11-19 08:30:00,7912.747430500001,TP,62149,52.487359499999
short,2018-11-20 02:00:00,7677.128702,7705.743683,7634.2062305,bullish,2018,2018-11-20 05:00:00,7634.2062305,TP,62380,42.92247150000003
long,2018-11-20 05:35:00,7656.549696,7621.558122,7709.037057,bearish,2018,2018-11-20 06:45:00,7621.558122,SL,62401,-34.99157399999967
long,2018-11-21 02:00:00,7626.98549,7621.268277,7635.5613095,bearish,2018,2018-11-21 02:05:00,7621.268277,SL,62618,-5.7172129999999015
long,2018-11-21 02:10:00,7637.999606,7618.659671,7667.0095085,bearish,2018,2018-11-21 02:25:00,7618.659671,SL,62622,-19.33993499999997
short,2018-11-21 02:30:00,7615.681529,7645.45589,7571.019987500001,bullish,2018,2018-11-21 02:50:00,7645.45589,SL,62627,-29.77436099999977
long,2018-11-21 02:55:00,7653.94109,7611.413542,7717.732412,bearish,2018,2018-11-21 04:45:00,7611.413542,SL,62650,-42.527548000000024
short,2018-11-21 04:50:00,7624.956574,7654.730935,7580.2950325,bullish,2018,2018-11-21 06:40:00,7654.730935,SL,62673,-29.77436099999977
short,2018-11-22 02:00:00,7621.478432,7643.716819,7588.1208515,bullish,2018,2018-11-22 03:05:00,7588.1208515,TP,62903,33.35758050000004
short,2018-11-22 03:10:00,7586.986858,7629.224561,7523.6303035,bullish,2018,2018-11-23 08:35:00,7629.224561,SL,63197,-42.23770299999978
long,2018-11-26 02:00:00,7668.723193,7619.239361,7742.948941,bearish,2018,2018-11-26 14:00:00,7742.948941,TP,63493,74.22574799999984
long,2018-11-27 02:00:00,7719.735941,7696.048328,7755.2673605,bearish,2018,2018-11-27 02:15:00,7696.048328,SL,63625,-23.687613000000056
short,2018-11-27 02:20:00,7705.533528,7782.842495,7589.5700775000005,bullish,2018,2018-11-27 10:00:00,7782.842495,SL,63718,-77.30896699999994
short,2018-11-28 02:00:00,7794.226146,7818.783294,7757.390424,bullish,2018,2018-11-28 05:55:00,7818.783294,SL,63942,-24.55714799999987
short,2018-11-29 02:00:00,7995.958376,8000.226363,7989.5563955,bullish,2018,2018-11-29 02:05:00,8000.226363,SL,64169,-4.267987000000176
short,2018-11-29 02:10:00,7995.958376,8004.863886,7982.600110999999,bullish,2018,2018-11-29 02:20:00,8004.863886,SL,64172,-8.905510000000504
long,2018-11-29 02:25:00,7995.668531,7986.473176,8009.4615635,bearish,2018,2018-11-29 03:05:00,7986.473176,SL,64181,-9.195354999999836
short,2018-11-29 03:10:00,7980.306738,8006.602957,7940.8624095000005,bullish,2018,2018-11-29 08:30:00,8006.602957,SL,64246,-26.296218999999837
short,2018-11-30 02:00:00,8004.363886,8011.240479,7994.0489965,bullish,2018,2018-11-30 02:15:00,7994.0489965,TP,64444,10.31488950000039
short,2018-11-30 02:20:00,7990.161473,8011.240479,7958.542964,bullish,2018,2018-11-30 07:50:00,8011.240479,SL,64511,-21.079005999999936
long,2018-12-03 02:00:00,8266.094064,8228.783729,8322.0595665,bearish,2018,2018-12-03 06:05:00,8228.783729,SL,64763,-37.31033500000012
long,2018-12-04 02:00:00,8129.287149,8107.338607,8162.209962,bearish,2018,2018-12-04 07:55:00,8162.209962,TP,65058,32.92281300000013
long,2018-12-05 02:00:00,7927.844764,7922.707242,7935.551047000001,bearish,2018,2018-12-05 02:05:00,7922.707242,SL,65261,-5.13752199999999
short,2018-12-05 02:10:00,7924.946313,7940.518261,7901.588391000001,bullish,2018,2018-12-05 02:35:00,7940.518261,SL,65267,-15.571947999999793
long,2018-12-05 02:40:00,7939.148725,7914.881422,7975.5496795,bearish,2018,2018-12-05 17:00:00,7914.881422,SL,65338,-24.26730299999963
long,2018-12-06 02:00:00,7796.544907,7734.887579,7889.030899000001,bearish,2018,2018-12-06 03:40:00,7734.887579,SL,65466,-61.657328000000234
short,2018-12-06 03:45:00,7718.866405,7791.537849,7609.859238999999,bullish,2018,2018-12-06 08:35:00,7791.537849,SL,65525,-72.67144400000052
short,2018-12-07 02:00:00,7853.064713,7910.954055,7766.230699999999,bullish,2018,2018-12-07 07:30:00,7910.954055,SL,65785,-57.8893420000004
long,2018-12-10 02:00:00,7663.795825,7617.210445,7733.673895000001,bearish,2018,2018-12-10 08:40:00,7733.673895000001,TP,66072,69.87807000000066
long,2018-12-11 02:00:00,7745.242315,7735.467269,7759.904884000001,bearish,2018,2018-12-11 02:05:00,7735.467269,SL,66266,-9.775046000000657
long,2018-12-11 02:10:00,7741.184482,7730.539902,7757.151351999999,bearish,2018,2018-12-11 02:25:00,7757.151351999999,TP,66270,15.96686999999929
short,2018-12-11 02:30:00,7748.140766,7766.321321,7720.8699335,bullish,2018,2018-12-11 03:55:00,7766.321321,SL,66288,-18.180554999999913
long,2018-12-11 04:00:00,7782.05265,7731.119592,7858.4522369999995,bearish,2018,2018-12-11 06:15:00,7858.4522369999995,TP,66316,76.39958699999988
short,2018-12-12 02:00:00,7819.73252,7845.738894,7780.722958999999,bullish,2018,2018-12-12 02:50:00,7845.738894,SL,66548,-26.006374000000505
short,2018-12-12 02:55:00,7835.963849,7848.637346,7816.953603499998,bullish,2018,2018-12-12 03:05:00,7848.637346,SL,66551,-12.67349700000068
long,2018-12-12 03:10:00,7860.310842,7806.189488,7941.492872999999,bearish,2018,2018-12-12 10:15:00,7941.492872999999,TP,66637,81.18203099999937
long,2018-12-13 02:00:00,7926.395538,7892.85319,7976.709059999999,bearish,2018,2018-12-13 02:30:00,7892.85319,SL,66817,-33.54234799999995
short,2018-12-13 02:35:00,7883.498455,7928.054919,7816.663758999999,bullish,2018,2018-12-13 09:10:00,7928.054919,SL,66897,-44.55646400000023
long,2018-12-14 02:00:00,7756.228352,7744.179471,7774.3016735,bearish,2018,2018-12-14 02:15:00,7744.179471,SL,67087,-12.04888099999971
short,2018-12-14 02:20:00,7737.750143,7765.101291,7696.723421000001,bullish,2018,2018-12-14 08:20:00,7765.101291,SL,67160,-27.35114799999974
short,2018-12-17 02:00:00,7655.753089,7685.125291,7611.694785999999,bullish,2018,2018-12-17 07:35:00,7611.694785999999,TP,67424,44.058303000000706
short,2018-12-18 02:00:00,7507.061249,7527.483068,7476.4285205000015,bullish,2018,2018-12-18 03:45:00,7527.483068,SL,67651,-20.421818999999232
long,2018-12-18 03:50:00,7529.004122,7500.786808,7571.3300930000005,bearish,2018,2018-12-18 11:10:00,7571.3300930000005,TP,67740,42.32597100000021
short,2018-12-19 02:00:00,7525.82818,7537.877061,7507.7548585,bullish,2018,2018-12-19 02:25:00,7537.877061,SL,67908,-12.04888099999971
long,2018-12-19 02:30:00,7532.757508,7520.419906,7551.263910999999,bearish,2018,2018-12-19 02:45:00,7520.419906,SL,67912,-12.337601999999606
short,2018-12-19 02:50:00,7523.807126,7542.496613,7495.772895499998,bullish,2018,2018-12-19 04:00:00,7542.496613,SL,67927,-18.689487000000554
long,2018-12-19 04:05:00,7548.925942,7517.532685,7596.015827499999,bearish,2018,2018-12-19 08:25:00,7517.532685,SL,67980,-31.39325699999972
short,2018-12-20 02:00:00,7285.034015,7315.849827,7238.810297,bullish,2018,2018-12-20 03:15:00,7315.849827,SL,68191,-30.815811999999823
long,2018-12-20 03:20:00,7321.124268,7279.625741,7383.372058499999,bearish,2018,2018-12-20 09:05:00,7383.372058499999,TP,68261,62.24779049999961
short,2018-12-21 02:00:00,7282.724239,7306.033278,7247.7606805000005,bullish,2018,2018-12-21 02:45:00,7247.7606805000005,TP,68458,34.963558499999635
short,2018-12-21 02:50:00,7243.169322,7300.54756,7157.101965,bullish,2018,2018-12-21 07:35:00,7300.54756,SL,68516,-57.37823800000024
long,2018-12-24 02:00:00,7055.211287,7034.789468,7085.844015500001,bearish,2018,2018-12-24 03:20:00,7034.789468,SL,68738,-20.42181900000014
long,2018-12-24 03:25:00,7042.218796,7033.923301,7054.662038500001,bearish,2018,2018-12-24 03:55:00,7054.662038500001,TP,68745,12.443242500000451
long,2018-12-24 04:00:00,7054.345121,7033.923301,7084.9778510000015,bearish,2018,2018-12-24 06:00:00,7033.923301,SL,68770,-20.42182000000048
long,2018-12-26 02:00:00,6804.023129,6776.960703,6844.616768000001,bearish,2018,2018-12-26 03:55:00,6844.616768000001,TP,68976,40.59363900000062
long,2018-12-26 04:00:00,6843.578046,6808.431404,6896.298008999999,bearish,2018,2018-12-26 08:15:00,6896.298008999999,TP,69028,52.71996299999955
short,2018-12-27 02:00:00,7190.910636,7223.170059,7142.521501499999,bullish,2018,2018-12-27 03:10:00,7142.521501499999,TP,69240,48.38913450000018
short,2018-12-27 03:15:00,7132.588788,7204.691849,7024.4341965,bullish,2018,2018-12-27 12:45:00,7024.4341965,TP,69355,108.1545914999997
short,2018-12-28 02:00:00,7272.041524,7284.379127,7253.5351195,bullish,2018,2018-12-28 02:10:00,7284.379127,SL,69501,-12.337602999999945
short,2018-12-28 02:15:00,7260.203921,7293.040788,7210.9486205,bullish,2018,2018-12-28 02:30:00,7293.040788,SL,69505,-32.836866999999984
long,2018-12-28 02:35:00,7292.82951,7255.950535,7348.147972499999,bearish,2018,2018-12-28 05:20:00,7348.147972499999,TP,69539,55.31846249999944
long,2018-12-31 02:00:00,7341.912253,7334.771647,7352.623162000002,bearish,2018,2018-12-31 02:10:00,7334.771647,SL,69774,-7.140606000000844
short,2018-12-31 02:15:00,7334.694203,7351.362636,7309.691553500001,bullish,2018,2018-12-31 06:05:00,7351.362636,SL,69821,-16.668432999999823
short,2019-01-02 02:00:00,7210.255012,7249.732485,7151.038802499998,bullish,2019,2019-01-02 02:20:00,7151.038802499998,TP,70049,59.21620950000124
short,2019-01-02 02:25:00,7135.764731,7238.761048,6981.2702555,bullish,2019,2019-01-02 08:55:00,7238.761048,SL,70128,-102.99631700000009
short,2019-01-03 02:00:00,7176.763257,7198.917409,7143.532029,bullish,2019,2019-01-03 06:00:00,7198.917409,SL,70366,-22.154152000000067
long,2019-01-04 02:00:00,7225.846001,7190.121914,7279.4321315,bearish,2019,2019-01-04 07:30:00,7190.121914,SL,70657,-35.7240869999996
short,2019-01-07 02:00:00,7449.028123,7469.449942,7418.395394499999,bullish,2019,2019-01-07 03:20:00,7418.395394499999,TP,70880,30.632728500000667
short,2019-01-07 03:25:00,7416.691256,7454.147675,7360.5066275,bullish,2019,2019-01-07 08:30:00,7454.147675,SL,70942,-37.456419000000096
short,2019-01-08 02:00:00,7526.694346,7538.454505,7509.054107500001,bullish,2019,2019-01-08 02:25:00,7538.454505,SL,71142,-11.760158999999476
long,2019-01-08 02:30:00,7537.954505,7510.603357,7578.981226999999,bearish,2019,2019-01-08 08:05:00,7578.981226999999,TP,71210,41.02672199999961
short,2019-01-09 02:00:00,7583.283862,7610.057566,7543.1233059999995,bullish,2019,2019-01-09 02:45:00,7610.057566,SL,71419,-26.77370400000018
long,2019-01-09 02:50:00,7605.515458,7578.453032,7646.109096999999,bearish,2019,2019-01-09 09:45:00,7578.453032,SL,71503,-27.062425999999505
short,2019-01-10 02:00:00,7570.002649,7591.001912,7538.5037545000005,bullish,2019,2019-01-10 04:10:00,7591.001912,SL,71709,-20.9992629999997
short,2019-01-10 04:15:00,7581.55153,7591.579356,7566.509790999999,bullish,2019,2019-01-10 06:20:00,7591.579356,SL,71735,-10.02782600000046
long,2019-01-11 02:00:00,7644.49293,7639.6621,7651.7391750000015,bearish,2019,2019-01-11 02:05:00,7639.6621,SL,71957,-4.8308300000007875
short,2019-01-11 02:10:00,7639.007212,7654.520757,7615.736894500001,bullish,2019,2019-01-11 02:50:00,7654.520757,SL,71966,-15.513544999999795
long,2019-01-11 02:55:00,7653.732035,7634.753826,7682.1993485,bearish,2019,2019-01-11 04:30:00,7634.753826,SL,71986,-18.97820899999988
short,2019-01-11 04:35:00,7634.38766,7657.407977,7599.857184500001,bullish,2019,2019-01-11 08:40:00,7599.857184500001,TP,72036,34.53047549999974
short,2019-01-14 02:00:00,7559.319934,7562.12971,7555.10527,bullish,2019,2019-01-14 02:05:00,7562.12971,SL,72230,-2.8097760000000562
short,2019-01-14 02:10:00,7561.918432,7564.150765,7558.5699325000005,bullish,2019,2019-01-14 02:15:00,7558.5699325000005,TP,72232,3.348499499999889
long,2019-01-14 02:20:00,7563.362043,7547.271053,7587.498528,bearish,2019,2019-01-14 04:15:00,7547.271053,SL,72256,-16.090989999999692
short,2019-01-14 04:20:00,7542.574057,7577.431977,7490.287176999999,bullish,2019,2019-01-14 09:30:00,7577.431977,SL,72319,-34.85792000000038
long,2019-01-15 02:00:00,7616.486894,7605.881624,7632.394799,bearish,2019,2019-01-15 02:25:00,7605.881624,SL,72507,-10.605270000000019
short,2019-01-15 02:30:00,7601.762071,7622.183891,7571.129341000001,bullish,2019,2019-01-15 08:35:00,7622.183891,SL,72581,-20.42181999999957
short,2019-01-16 02:00:00,7717.828323,7736.517811,7689.794091,bullish,2019,2019-01-16 08:30:00,7736.517811,SL,72853,-18.689487999999983
long,2019-01-17 02:05:00,7653.732035,7644.281652,7667.9076095,bearish,2019,2019-01-17 02:15:00,7644.281652,SL,73051,-9.450383000000329
long,2019-01-17 02:45:00,7661.527529,7635.908714,7699.9557515,bearish,2019,2019-01-17 08:35:00,7699.9557515,TP,73127,38.42822249999972
short,2019-01-18 02:10:00,7774.417839,7786.177998,7756.7776005,bullish,2019,2019-01-18 03:15:00,7786.177998,SL,73336,-11.760159000000385
long,2019-01-18 03:20:00,7791.452439,7770.453175,7822.951335,bearish,2019,2019-01-18 08:25:00,7822.951335,TP,73398,31.49889600000006
short,2019-01-21 02:00:00,7816.859976,7821.979529,7809.180646499999,bullish,2019,2019-01-21 02:40:00,7809.180646499999,TP,73602,7.6793295000006765
long,2019-01-21 04:15:00,7805.311096,7791.241161,7826.415998500001,bearish,2019,2019-01-21 08:35:00,7791.241161,SL,73673,-14.069935000000442
long,2019-01-22 02:00:00,7775.284005,7762.368959,7794.656574000001,bearish,2019,2019-01-22 08:50:00,7762.368959,SL,73904,-12.915046000000075
short,2019-01-23 02:00:00,7671.921522,7704.469666,7623.099305999999,bullish,2019,2019-01-23 03:45:00,7704.469666,SL,74116,-32.54814400000032
long,2019-01-23 03:50:00,7705.701999,7679.217017,7745.429472,bearish,2019,2019-01-23 08:35:00,7745.429472,TP,74174,39.72747299999992
short,2019-01-24 02:00:00,7703.392222,7713.420049,7688.350481500001,bullish,2019,2019-01-24 02:40:00,7713.420049,SL,74376,-10.027826999999888
long,2019-01-24 02:45:00,7719.560656,7691.920786,7761.020461,bearish,2019,2019-01-24 21:40:00,7761.020461,TP,74589,41.459805000000415
short,2019-01-25 02:00:00,7769.798287,7777.516338,7758.221210499998,bullish,2019,2019-01-25 02:10:00,7758.221210499998,TP,74643,11.577076500001567
short,2019-01-25 02:15:00,7763.157681,7777.516338,7741.619695499999,bullish,2019,2019-01-25 02:50:00,7777.516338,SL,74651,-14.358657000000676
long,2019-01-25 02:55:00,7783.656944,7755.150908,7826.415998000001,bearish,2019,2019-01-25 09:05:00,7826.415998000001,TP,74726,42.759054000001015
short,2019-01-28 02:00:00,7804.733651,7813.60659,7791.424242499998,bullish,2019,2019-01-28 02:25:00,7791.424242499998,TP,74919,13.309408500001155
short,2019-01-28 05:45:00,7799.247933,7807.543428,7786.804690499999,bullish,2019,2019-01-28 06:10:00,7807.543428,SL,74964,-8.295495000000301
short,2019-01-29 02:00:00,7700.505002,7722.370432,7667.706857,bullish,2019,2019-01-29 03:10:00,7722.370432,SL,75201,-21.865429999999833
short,2019-01-29 03:15:00,7725.335096,7724.102764,7727.183593999999,bullish,2019,2019-01-29 03:20:00,7724.102764,SL,75203,1.2323319999995874
short,2019-01-29 03:25:00,7721.292988,7728.433594,7710.582079,bullish,2019,2019-01-29 04:05:00,7728.433594,SL,75212,-7.140605999999934
long,2019-01-29 04:10:00,7728.79976,7710.398995,7756.4009075,bearish,2019,2019-01-29 07:20:00,7756.4009075,TP,75251,27.60114750000048
short,2019-01-30 02:00:00,7709.455385,7713.708771,7703.075306000001,bullish,2019,2019-01-30 02:35:00,7713.708771,SL,75467,-4.253385999999409
long,2019-01-30 02:40:00,7712.342605,7702.026056,7727.8174285000005,bearish,2019,2019-01-30 03:25:00,7727.8174285000005,TP,75477,15.474823500000639
long,2019-01-30 03:30:00,7729.088482,7703.180944,7767.949789,bearish,2019,2019-01-30 08:30:00,7767.949789,TP,75538,38.861307000000124
long,2019-01-31 02:00:00,7930.616452,7926.651788,7936.563448000001,bearish,2019,2019-01-31 02:05:00,7926.651788,SL,75734,-3.9646640000000843
long,2019-01-31 02:15:00,7934.947283,7924.342012,7950.855189500001,bearish,2019,2019-01-31 03:20:00,7924.342012,SL,75749,-10.605271000000357
short,2019-01-31 03:25:00,7920.511182,7944.108943,7885.114540500001,bullish,2019,2019-01-31 08:55:00,7944.108943,SL,75816,-23.59776099999999
long,2019-02-01 02:00:00,7964.685651,7953.502936,7981.4597235,bearish,2019,2019-02-01 03:35:00,7953.502936,SL,76025,-11.182714999999916
short,2019-02-01 03:40:00,7951.115716,7970.960091,7921.349153500001,bullish,2019,2019-02-01 08:35:00,7970.960091,SL,76085,-19.844374999999673
long,2019-02-04 02:00:00,7949.672106,7932.137506,7975.974006,bearish,2019,2019-02-04 02:25:00,7932.137506,SL,76284,-17.534599999999955
short,2019-02-04 02:30:00,7939.566835,7951.038272,7922.359679499999,bullish,2019,2019-02-04 03:50:00,7951.038272,SL,76301,-11.47143700000015
long,2019-02-04 03:55:00,7950.826994,7928.38412,7984.4913050000005,bearish,2019,2019-02-04 09:10:00,7984.4913050000005,TP,76365,33.66431100000045
short,2019-02-05 02:00:00,8005.684178,8013.69095,7993.67402,bullish,2019,2019-02-05 02:15:00,8013.69095,SL,76555,-8.006771999999728
long,2019-02-05 02:20:00,8012.036062,8003.451845,8024.9123875000005,bearish,2019,2019-02-05 03:10:00,8024.9123875000005,TP,76566,12.876325500000348
long,2019-02-05 03:15:00,8020.697723,8003.451845,8046.566540000002,bearish,2019,2019-02-05 07:50:00,8046.566540000002,TP,76622,25.8688170000014
short,2019-02-06 02:00:00,8089.124841,8104.060942,8066.7206895,bullish,2019,2019-02-06 07:10:00,8104.060942,SL,76887,-14.936101000000235
short,2019-02-07 02:00:00,8048.992481,8062.773694,8028.3206615,bullish,2019,2019-02-07 03:55:00,8062.773694,SL,77121,-13.781213000000207
long,2019-02-07 04:00:00,8062.273694,8052.823311,8076.4492685000005,bearish,2019,2019-02-07 04:10:00,8052.823311,SL,77124,-9.450383000000329
short,2019-02-08 02:00:00,7932.348784,7944.686387,7913.8423795,bullish,2019,2019-02-08 03:00:00,7944.686387,SL,77383,-12.337602999999945
long,2019-02-08 03:05:00,7948.228496,7925.208178,7982.758973,bearish,2019,2019-02-08 05:45:00,7925.208178,SL,77416,-23.02031799999986
short,2019-02-08 05:50:00,7914.159297,7941.510445,7873.1325750000005,bullish,2019,2019-02-08 08:35:00,7941.510445,SL,77450,-27.35114799999974
long,2019-02-11 02:00:00,7977.100698,7976.023254,7978.716864000001,bearish,2019,2019-02-11 02:05:00,7978.716864000001,TP,77645,1.6161660000007032
long,2019-02-11 02:10:00,7984.896192,7976.023254,7998.205599000001,bearish,2019,2019-02-11 02:30:00,7998.205599000001,TP,77650,13.309407000000647
long,2019-02-11 02:35:00,8001.064625,7976.023254,8038.6266815,bearish,2019,2019-02-11 03:00:00,8038.6266815,TP,77656,37.562056499999926
long,2019-02-12 02:00:00,8048.415037,8033.478936,8070.819188499999,bearish,2019,2019-02-12 08:30:00,8033.478936,SL,77995,-14.936100999999326
long,2019-02-13 02:00:00,8143.982025,8144.059469,8143.865859000001,bearish,2019,2019-02-13 02:05:00,8144.059469,SL,78191,0.07744399999955931
short,2019-02-13 02:10:00,8142.538415,8154.587296,8124.465093500001,bullish,2019,2019-02-13 03:40:00,8124.465093500001,TP,78210,18.07332149999911
short,2019-02-13 03:45:00,8125.792538,8147.94669,8092.561309999999,bullish,2019,2019-02-13 06:45:00,8147.94669,SL,78247,-22.154152000000067
long,2019-02-14 02:00:00,8141.383527,8127.602314,8162.0553465,bearish,2019,2019-02-14 04:30:00,8127.602314,SL,78493,-13.781213000000207
short,2019-02-14 04:35:00,8128.679758,8142.749693,8107.574855500001,bullish,2019,2019-02-14 07:05:00,8142.749693,SL,78524,-14.069934999999532
short,2019-02-15 02:00:00,8063.13986,8072.30152,8049.397370000001,bullish,2019,2019-02-15 02:25:00,8072.30152,SL,78741,-9.161659999999756
long,2019-02-15 02:30:00,8074.111296,8055.133087,8102.5786095,bearish,2019,2019-02-15 04:45:00,8102.5786095,TP,78769,28.467313500000273
long,2019-02-15 04:50:00,8111.356437,8083.427845,8153.249325000001,bearish,2019,2019-02-15 07:45:00,8153.249325000001,TP,78805,41.89288800000031
long,2019-02-18 02:05:00,8163.903845,8156.763238,8174.614755500001,bearish,2019,2019-02-18 02:25:00,8156.763238,SL,79014,-7.140607000000273
long,2019-02-18 04:25:00,8155.530906,8148.101578,8166.674898,bearish,2019,2019-02-18 08:50:00,8166.674898,TP,79091,11.143992000000253
short,2019-02-19 02:00:00,8163.615123,8170.755729,8152.904213999998,bullish,2019,2019-02-19 03:00:00,8170.755729,SL,79249,-7.140606000000844
short,2019-02-19 03:05:00,8160.727902,8173.642949,8141.355331499999,bullish,2019,2019-02-19 05:15:00,8141.355331499999,TP,79276,19.37257050000062
long,2019-02-20 02:00:00,8166.213621,8160.805346,8174.3260334999995,bearish,2019,2019-02-20 02:15:00,8174.3260334999995,TP,79513,8.112412499999664
long,2019-02-20 02:20:00,8172.854227,8160.805346,8190.9275485,bearish,2019,2019-02-20 02:55:00,8160.805346,SL,79521,-12.04888099999971
short,2019-02-20 03:15:00,8162.748957,8175.086559,8144.242553999999,bullish,2019,2019-02-20 07:50:00,8175.086559,SL,79580,-12.337602000000516
short,2019-02-21 02:00:00,8187.290328,8196.451989,8173.547836500002,bullish,2019,2019-02-21 03:10:00,8173.547836500002,TP,79797,13.742491499998323
short,2019-02-21 03:15:00,8180.361,8192.409881,8162.287678500001,bullish,2019,2019-02-21 05:05:00,8192.409881,SL,79820,-12.04888099999971
long,2019-02-21 05:10:00,8189.600104,8179.283556,8205.074926,bearish,2019,2019-02-21 06:10:00,8179.283556,SL,79833,-10.316547999999784
long,2019-02-22 02:00:00,8133.010589,8121.827874,8149.784661500002,bearish,2019,2019-02-22 02:45:00,8149.784661500002,TP,80065,16.77407250000124
long,2019-02-22 02:50:00,8153.798574,8127.602314,8193.092964000001,bearish,2019,2019-02-22 10:15:00,8193.092964000001,TP,80155,39.29439000000093
long,2019-02-25 02:00:00,8228.866299,8218.261029,8244.774204,bearish,2019,2019-02-25 02:20:00,8218.261029,SL,80333,-10.605270000000019
long,2019-02-25 02:25:00,8215.585086,8217.10614,8213.303504999998,bearish,2019,2019-02-25 02:30:00,8217.10614,SL,80335,1.5210540000007313
short,2019-02-25 02:35:00,8218.183584,8230.809909,8199.244096500002,bullish,2019,2019-02-25 04:15:00,8230.809909,SL,80356,-12.62632499999927
long,2019-02-25 04:20:00,8233.774574,8219.993361,8254.446393499997,bearish,2019,2019-02-25 07:45:00,8254.446393499997,TP,80398,20.671819499997582
long,2019-02-26 02:00:00,8192.487325,8179.572278,8211.859895500002,bearish,2019,2019-02-26 08:40:00,8211.859895500002,TP,80682,19.37257050000153
short,2019-02-27 02:00:00,8200.282819,8205.979816,8191.737323500001,bullish,2019,2019-02-27 02:55:00,8191.737323500001,TP,80850,8.545495499998651
short,2019-02-27 03:00:00,8191.909881,8205.691094,8171.238061499999,bullish,2019,2019-02-27 04:40:00,8205.691094,SL,80871,-13.781213000000207
long,2019-02-27 04:45:00,8204.61365,8189.966271,8226.584718499998,bearish,2019,2019-02-27 08:55:00,8189.966271,SL,80922,-14.647378999999091
short,2019-02-28 02:00:00,8172.854227,8193.853491,8141.355331,bullish,2019,2019-02-28 05:15:00,8193.853491,SL,81151,-20.99926400000004
long,2019-02-28 05:20:00,8191.332437,8181.30461,8206.3741775,bearish,2019,2019-02-28 07:35:00,8206.3741775,TP,81179,15.041740499999833
long,2019-03-01 02:00:00,8248.210675,8245.400898,8252.425340500002,bearish,2019,2019-03-01 02:05:00,8245.400898,SL,81386,-2.8097770000003948
short,2019-03-01 02:10:00,8245.323454,8254.773837,8231.147879499997,bullish,2019,2019-03-01 02:45:00,8254.773837,SL,81394,-9.450383000001239
long,2019-03-01 02:50:00,8264.956552,8242.513678,8298.620863,bearish,2019,2019-03-01 09:00:00,8242.513678,SL,81469,-22.4428740000003
short,2019-03-04 02:00:00,8308.264855,8315.982905,8296.687779999997,bullish,2019,2019-03-04 04:00:00,8296.687779999997,TP,81682,11.577075000002878
short,2019-03-04 04:05:00,8299.891916,8314.828017,8277.487764500002,bullish,2019,2019-03-04 08:05:00,8314.828017,SL,81731,-14.936100999999326
short,2019-03-05 02:00:00,8257.738501,8265.16783,8246.594507499998,bullish,2019,2019-03-05 02:30:00,8265.16783,SL,81937,-7.429329000000507
long,2019-03-05 02:35:00,8267.266328,8254.351281,8286.638898500001,bearish,2019,2019-03-05 06:05:00,8254.351281,SL,81980,-12.915047000000413
long,2019-03-06 02:00:00,8268.421216,8257.527223,8284.762205500003,bearish,2019,2019-03-06 06:35:00,8257.527223,SL,82259,-10.893993000001501
short,2019-03-07 02:00:00,8184.443182,8196.158687,8166.869924500001,bullish,2019,2019-03-07 05:15:00,8196.158687,SL,82516,-11.715504999999212
long,2019-03-07 05:20:00,8196.233841,8186.818952,8210.356174499999,bearish,2019,2019-03-07 05:50:00,8186.818952,SL,82523,-9.414888999999675
short,2019-03-08 02:00:00,8069.12478,8081.703016,8050.257426,bullish,2019,2019-03-08 02:30:00,8081.703016,SL,82756,-12.578236000000288
short,2019-03-08 02:35:00,8076.314206,8084.003633,8064.780065499999,bullish,2019,2019-03-08 04:05:00,8064.780065499999,TP,82775,11.53414050000083
short,2019-03-08 04:15:00,8062.798084,8083.140902,8032.283857,bullish,2019,2019-03-08 07:30:00,8032.283857,TP,82816,30.514226999999664
long,2019-03-11 02:00:00,8124.627153,8114.63711,8139.612217500002,bearish,2019,2019-03-11 02:50:00,8139.612217500002,TP,83033,14.9850645000015
