entry_time,entry_price,exit_price,exit_time,direction,pnl,outcome,r_multiple,variant,year
2019-11-21 03:00:00,9455.417623,9467.7381502562,2019-11-21 04:00:00,bullish,246.41054512401752,win,0.34209073846735294,Algo_Run,2019
2019-11-22 03:15:00,9499.151681,9480.759261133147,2019-11-22 03:30:00,bearish,2207.090384022231,win,2.219013498592366,Algo_Run,2019
2019-12-02 02:30:00,9656.651458,9668.447288763768,2019-12-02 02:45:00,bullish,707.7498458260379,win,0.8780748984044469,Algo_Run,2019
2019-12-04 02:30:00,9417.114592,9453.13041221105,2019-12-04 03:00:00,bullish,1440.6328084420238,win,1.8000582968227854,Algo_Run,2019
2020-01-06 03:45:00,9958.378681,10014.04532098011,2020-01-06 08:45:00,bullish,3339.998398806638,win,3.615649672484216,Algo_Run,2020
2020-02-07 01:30:00,10776.961456,10752.903647373736,2020-02-07 03:30:00,bearish,962.3123450505955,win,1.1103685294495371,Algo_Run,2020
2020-02-10 03:15:00,10715.396735,10742.938220093376,2020-02-10 04:30:00,bullish,1101.6594037350296,win,1.5094329591618363,Algo_Run,2020
2020-04-15 01:45:00,9862.130742,9897.043318084228,2020-04-15 02:00:00,bullish,1396.5030433691572,win,1.723493460648326,Algo_Run,2020
2020-04-17 01:00:00,10202.450133,10165.645933618778,2020-04-17 01:15:00,bearish,736.0839876244427,win,1.1835335050083207,Algo_Run,2020
2020-05-14 03:00:00,10281.182867,10309.141848,2020-05-14 04:45:00,bearish,-559.1796199999953,loss,-1.0,Algo_Run,2020
2020-06-04 03:30:00,11044.262808,11025.71331750315,2020-06-04 04:15:00,bearish,741.9796198739641,win,0.9287932719696632,Algo_Run,2020
2020-07-01 01:30:00,11559.796856,11588.107387839009,2020-07-01 02:15:00,bullish,1132.4212735603214,win,1.6797569850267564,Algo_Run,2020
2020-07-14 03:15:00,12130.531118,12092.538867,2020-07-14 07:30:00,bullish,-759.8450200000298,loss,-1.0,Algo_Run,2020
2020-07-17 03:30:00,12102.822798,12122.97946458959,2020-07-17 03:45:00,bullish,403.13333179183246,win,0.5345660350899925,Algo_Run,2020
2020-08-06 03:00:00,12697.266241,12666.021415735513,2020-08-06 03:30:00,bearish,1249.7930105794512,win,1.5405367943819093,Algo_Run,2020
2020-08-11 02:30:00,12697.837546,12713.82832018359,2020-08-11 02:45:00,bullish,319.8154836717731,win,0.2771254594806853,Algo_Run,2020
2020-10-14 02:15:00,13907.645748,13868.950245489317,2020-10-14 04:00:00,bearish,1547.8201004273433,win,1.5735163781707862,Algo_Run,2020
2020-11-23 01:30:00,13669.717566,13658.88904273499,2020-11-23 01:45:00,bearish,216.57046530017396,win,0.3103910883482815,Algo_Run,2020
2020-12-14 02:15:00,14204.770004,14226.788,2020-12-14 05:30:00,bearish,-880.7198400000198,loss,-1.0,Algo_Run,2020
2021-01-27 03:15:00,15483.847919,15464.984407,2021-01-27 04:45:00,bullish,-754.540479999996,loss,-1.0,Algo_Run,2021
2021-03-25 03:30:00,14685.330063,14586.94373,2021-03-25 06:45:00,bullish,-1967.7266599999712,loss,-1.0,Algo_Run,2021
2021-03-31 03:30:00,14752.257071,14788.578613,2021-03-31 04:45:00,bearish,-726.4308399999936,loss,-1.0,Algo_Run,2021
2021-05-03 03:00:00,15905.174891,15865.672392126367,2021-05-03 04:15:00,bearish,2370.1499324179895,win,2.511504913218756,Algo_Run,2021
2021-05-31 02:45:00,15674.076504,15666.248959795545,2021-05-31 03:00:00,bearish,313.1017681782396,win,0.38014700251137684,Algo_Run,2021
2021-06-14 02:45:00,16042.46345,16061.635245,2021-06-14 05:30:00,bearish,-766.8718000000081,loss,-1.0,Algo_Run,2021
2021-07-01 03:15:00,16692.129701,16662.084977666516,2021-07-01 04:00:00,bearish,600.8944666697062,win,0.9721369408316963,Algo_Run,2021
2021-07-12 02:45:00,16954.571971,16982.61586,2021-07-12 03:45:00,bearish,-560.8777800000098,loss,-1.0,Algo_Run,2021
2021-07-12 03:15:00,16947.417056,16975.985266014854,2021-07-12 03:30:00,bullish,1142.7284005942056,win,1.2028243941021892,Algo_Run,2021
2021-07-26 03:45:00,17227.031121,17271.544146002216,2021-07-26 04:30:00,bullish,2670.7815001329436,win,3.457196125828342,Algo_Run,2021
2021-09-14 03:00:00,17649.723125,17702.04506281667,2021-09-14 07:30:00,bullish,2092.877512666746,win,2.4046029260003325,Algo_Run,2021
2021-09-28 01:15:00,17374.527877,17332.892636145203,2021-09-28 01:30:00,bearish,832.704817095946,win,1.4118001755252987,Algo_Run,2021
2021-10-12 02:15:00,16752.260162,16788.39272117769,2021-10-12 02:45:00,bullish,722.6511835538258,win,0.7837870942010139,Algo_Run,2021
2021-10-15 03:15:00,17254.827967,17299.104694693437,2021-10-15 07:30:00,bullish,885.5345538687106,win,0.8638601472786264,Algo_Run,2021
2021-10-20 03:00:00,17636.836771,17614.047998520666,2021-10-20 03:15:00,bearish,911.5508991733077,win,1.224605069349787,Algo_Run,2021
2021-12-02 03:45:00,18290.604463,18247.147808137564,2021-12-02 04:00:00,bearish,869.1330972487049,win,1.4184674809555582,Algo_Run,2021
2021-12-06 02:00:00,18007.963765,18048.750650395963,2021-12-06 02:15:00,bullish,815.737707919252,win,0.9624714462532481,Algo_Run,2021
2022-01-04 03:15:00,18897.98128,18941.598795020473,2022-01-04 04:00:00,bullish,1744.7006008189055,win,2.418311364763487,Algo_Run,2022
2022-02-22 02:15:00,15650.333716,15727.753332966422,2022-02-22 02:30:00,bullish,1548.3923393284567,win,1.3189041287972274,Algo_Run,2022
2022-04-11 02:30:00,16335.601383,16251.128718,2022-04-11 03:15:00,bullish,-1689.4532999999865,loss,-1.0,Algo_Run,2022
2022-04-11 03:15:00,16332.451386,16253.739176452618,2022-04-11 03:30:00,bearish,1574.2441909476474,win,1.2785512831574894,Algo_Run,2022
2022-04-19 03:00:00,15961.610755,15925.533508,2022-04-19 03:45:00,bullish,-721.5449399999852,loss,-1.0,Algo_Run,2022
2022-04-27 02:30:00,14973.943314,15024.625096,2022-04-27 02:45:00,bearish,-1013.6356399999931,loss,-1.0,Algo_Run,2022
2022-04-27 03:00:00,14965.352411,15044.674873066366,2022-04-27 03:15:00,bullish,1586.4492413273183,win,0.5995861371489135,Algo_Run,2022
2022-07-13 03:30:00,13490.098519,13522.287233312847,2022-07-13 03:45:00,bullish,643.7742862569576,win,0.7664390008133689,Algo_Run,2022
2022-09-02 01:30:00,14020.354414,14058.049572773907,2022-09-02 01:45:00,bullish,753.9031754781536,win,1.26865358084621,Algo_Run,2022
2022-09-02 02:15:00,14052.924011,14008.62254104501,2022-09-02 05:15:00,bearish,1772.0587981995777,win,1.9382887689732016,Algo_Run,2022
2022-09-05 01:15:00,13826.651021,13858.714265697992,2022-09-05 01:45:00,bullish,641.2648939598512,win,0.7793566708803303,Algo_Run,2022
2022-09-05 03:30:00,13811.509015,13788.367347,2022-09-05 06:45:00,bullish,-925.6667200000084,loss,-1.0,Algo_Run,2022
2022-09-06 02:45:00,13959.214995,13896.927181015564,2022-09-06 06:30:00,bearish,1245.7562796887214,win,1.7441514199578085,Algo_Run,2022
2022-09-09 02:00:00,14136.633589,14168.995899002877,2022-09-09 02:15:00,bullish,647.2462000575615,win,1.0788002678167155,Algo_Run,2022
2022-09-09 02:45:00,14207.201049,14235.485285,2022-09-09 04:30:00,bearish,-565.6847200000266,loss,-1.0,Algo_Run,2022
2022-09-21 02:30:00,13523.850939,13573.746668141352,2022-09-21 06:45:00,bullish,997.9145828270339,win,0.9598829823910809,Algo_Run,2022
2022-09-29 01:45:00,13012.1131,12973.479259,2022-09-29 02:00:00,bullish,-772.6768200000151,loss,-1.0,Algo_Run,2022
2022-10-10 02:15:00,12542.97275,12575.917208211928,2022-10-10 02:30:00,bullish,658.8891642385352,win,0.906013994342312,Algo_Run,2022
2022-11-07 02:15:00,12303.858842,12343.995031326784,2022-11-07 02:30:00,bullish,802.7237865356801,win,0.7321331617050288,Algo_Run,2022
2022-11-07 02:30:00,12325.157587,12366.691480354297,2022-11-07 02:45:00,bullish,830.6778670859421,win,0.5456397024396696,Algo_Run,2022
2022-11-24 02:00:00,13511.923642,13495.495196243926,2022-11-24 02:15:00,bearish,657.1378302429366,win,0.9476985738107679,Algo_Run,2022
2022-11-24 02:45:00,13500.280328,13517.298136344474,2022-11-24 03:00:00,bullish,1021.0685006684071,win,1.197485964984986,Algo_Run,2022
2022-12-22 02:15:00,12780.887486,12754.987466,2022-12-22 03:30:00,bullish,-518.0003999999826,loss,-1.0,Algo_Run,2022
2022-12-28 02:45:00,12304.574135,12276.25867082732,2022-12-28 03:00:00,bearish,1132.6185669072584,win,1.570718981578545,Algo_Run,2022
2023-02-02 03:15:00,14153.311022,14180.616926,2023-02-02 06:45:00,bearish,-546.1180800000147,loss,-1.0,Algo_Run,2023
2023-03-27 03:15:00,14329.910673,14411.598262680493,2023-03-27 06:00:00,bullish,1633.7517936098448,win,2.959102707240224,Algo_Run,2023
2023-03-28 02:15:00,14265.896855,14246.156509999533,2023-03-28 02:30:00,bearish,789.6138000187057,win,0.8424986896671842,Algo_Run,2023
2023-04-04 02:30:00,14746.557133,14769.431204,2023-04-04 03:45:00,bearish,-914.9628400000074,loss,-1.0,Algo_Run,2023
2023-04-12 03:45:00,14563.70027,14576.276466,2023-04-12 04:45:00,bearish,-754.5717599999989,loss,-1.0,Algo_Run,2023
2023-04-14 02:15:00,14688.666376,14698.241063386731,2023-04-14 02:30:00,bullish,382.98749546927866,win,0.5120357127950478,Algo_Run,2023
2023-04-14 02:30:00,14699.520893,14669.967119,2023-04-14 04:00:00,bullish,-591.0754799999995,loss,-1.0,Algo_Run,2023
2023-05-04 02:45:00,14612.963078,14583.409304,2023-05-04 06:00:00,bullish,-591.0754799999995,loss,-1.0,Algo_Run,2023
2023-05-10 03:30:00,14726.796346,14777.797570527873,2023-05-10 07:30:00,bullish,1020.02449055748,win,1.6782936562278044,Algo_Run,2023
2023-05-16 02:30:00,14983.129939,14998.567337814771,2023-05-16 02:45:00,bullish,617.4959525908343,win,0.6289684119000843,Algo_Run,2023
2023-05-29 02:15:00,16054.38727,16022.891344541185,2023-05-29 04:15:00,bearish,629.9185091762774,win,1.0460142914934307,Algo_Run,2023
2023-06-06 02:15:00,16228.059542,16246.439513557587,2023-06-06 02:30:00,bullish,735.1988623034413,win,0.7488581243546244,Algo_Run,2023
2023-06-20 03:15:00,16757.557086,16738.277392574215,2023-06-20 03:30:00,bearish,385.59386851571617,win,0.735870936024679,Algo_Run,2023
2023-09-12 02:15:00,17021.393781,17002.231914460586,2023-09-12 02:30:00,bearish,1532.9493231530068,win,1.8394524244916146,Algo_Run,2023
2023-09-13 01:45:00,16816.666781,16840.047035748008,2023-09-13 02:15:00,bullish,935.2101899203262,win,1.1736839408006323,Algo_Run,2023
2023-09-14 03:45:00,16933.420906,16968.878111793336,2023-09-14 05:30:00,bullish,709.1441158667294,win,1.2162821558354162,Algo_Run,2023
2023-09-26 03:45:00,16148.453058,16171.08867,2023-09-26 07:00:00,bearish,-905.4244800000015,loss,-1.0,Algo_Run,2023
2023-10-16 03:30:00,16422.417969,16484.11117475257,2023-10-16 07:45:00,bullish,1233.8641150514013,win,1.4347355914955346,Algo_Run,2023
2023-11-30 03:15:00,17422.973666,17443.678945401967,2023-11-30 04:30:00,bullish,1242.3167641179316,win,1.5140514880219156,Algo_Run,2023
2023-12-04 03:15:00,17362.695955,17335.178949564823,2023-12-04 03:30:00,bearish,1100.6802174070617,win,1.3446908926897492,Algo_Run,2023
2023-12-13 01:30:00,17797.282052,17806.1186575048,2023-12-13 01:45:00,bullish,706.9284403842175,win,0.7586298539028058,Algo_Run,2023
2023-12-27 02:30:00,18316.404062,18333.11669329061,2023-12-27 07:15:00,bullish,1002.757877436452,win,1.031378804275553,Algo_Run,2023
2024-01-03 02:45:00,17910.647364,17890.267120167453,2024-01-03 03:00:00,bearish,407.6048766509484,win,0.7965926502014385,Algo_Run,2024
2024-01-12 02:15:00,18145.686085,18172.71122716264,2024-01-12 02:30:00,bullish,1621.5085297582846,win,1.886158174774795,Algo_Run,2024
2024-01-30 02:30:00,18967.651602,18935.635254,2024-01-30 07:00:00,bullish,-640.3269600000203,loss,-1.0,Algo_Run,2024
2024-02-02 03:30:00,18885.106646,18908.010888,2024-02-02 06:15:00,bearish,-916.1696800000209,loss,-1.0,Algo_Run,2024
2024-02-19 02:45:00,19044.032486,19068.88271997282,2024-02-19 08:15:00,bullish,497.00467945636774,win,0.831881564908781,Algo_Run,2024
2024-03-04 03:30:00,19672.767766,19657.376917979225,2024-03-04 03:45:00,bearish,307.81696041551186,win,0.5061392399074606,Algo_Run,2024
2024-03-27 03:15:00,19551.395885,19583.25512288107,2024-03-27 03:45:00,bullish,1274.3695152427244,win,1.6380076785150948,Algo_Run,2024
2024-03-28 03:15:00,19565.937547,19552.066150640454,2024-03-28 03:30:00,bearish,554.8558543818945,win,0.8253808737118616,Algo_Run,2024
2024-04-02 03:45:00,19552.453461,19522.2688378907,2024-04-02 04:45:00,bearish,603.6924621860089,win,1.1466477716293262,Algo_Run,2024
2024-04-04 02:30:00,19491.642877,19524.106576117498,2024-04-04 03:30:00,bullish,1298.5479646999738,win,1.4184269417936686,Algo_Run,2024
2024-04-12 02:15:00,19558.005732,19546.969330865046,2024-04-12 02:30:00,bearish,441.4560453982267,win,0.6366600361835162,Algo_Run,2024
2024-05-07 03:30:00,19216.937674,19238.624459296534,2024-05-07 03:45:00,bullish,867.4714118613338,win,1.1624057366570497,Algo_Run,2024
2024-05-08 03:45:00,19249.986905,19228.844885164326,2024-05-08 05:00:00,bearish,845.6807934270182,win,1.20130327451019,Algo_Run,2024
2024-05-21 03:15:00,19834.297297,19825.624852077985,2024-05-21 03:30:00,bearish,693.7955937613151,win,0.7706247206620556,Algo_Run,2024
2024-06-14 02:30:00,20765.228018,20785.368677175917,2024-06-14 02:45:00,bullish,402.81318351830123,win,0.6649245545271449,Algo_Run,2024
2024-06-17 03:45:00,20863.625078,20826.12124210445,2024-06-17 07:30:00,bearish,750.0767179109971,win,1.373178377601983,Algo_Run,2024
2024-06-25 03:15:00,20617.031716,20674.006641103602,2024-06-25 03:30:00,bullish,1139.4985020720196,win,1.9379712036861338,Algo_Run,2024
2024-06-25 03:30:00,20634.776,20691.851214025184,2024-06-25 04:00:00,bullish,1141.50428050365,win,1.2106686419920525,Algo_Run,2024
2024-07-18 02:15:00,21020.192293,20935.169682374588,2024-07-18 02:30:00,bearish,1700.452212508244,win,3.1430772918718866,Algo_Run,2024
2024-08-21 02:30:00,20686.704126,20715.75674103389,2024-08-21 06:00:00,bullish,581.0523006777657,win,0.8859786518762325,Algo_Run,2024
2024-09-16 03:45:00,20386.877911,20345.3912949189,2024-09-16 05:00:00,bearish,2489.196964865987,win,3.0188460839302524,Algo_Run,2024
2024-09-18 02:30:00,20336.264712,20303.819529038203,2024-09-18 03:00:00,bearish,1946.710977707844,win,2.2565375555972143,Algo_Run,2024
2024-09-30 03:15:00,20858.990191,20801.519792729287,2024-09-30 06:00:00,bearish,1149.4079654142843,win,1.3128056062856193,Algo_Run,2024
2024-10-08 02:45:00,20609.876815,20645.563282838517,2024-10-08 03:00:00,bullish,713.7293567703455,win,0.8772010107938262,Algo_Run,2024
2024-10-16 02:45:00,21008.819251,21033.85403927543,2024-10-16 03:00:00,bullish,500.69576550857164,win,0.6273037546340086,Algo_Run,2024
2024-12-11 01:30:00,22101.462495,22128.734866,2024-12-11 03:00:00,bearish,-545.4474199999822,loss,-1.0,Algo_Run,2024
2025-01-03 02:30:00,21901.593416,21936.326601,2025-01-03 03:15:00,bearish,-694.6637000000192,loss,-1.0,Algo_Run,2025
2025-02-14 03:15:00,22803.689056,22784.678109,2025-02-14 04:30:00,bullish,-760.437879999954,loss,-1.0,Algo_Run,2025
2025-02-21 02:45:00,22823.277418,22850.388268453353,2025-02-21 03:30:00,bullish,542.2170090670261,win,0.7316803934980847,Algo_Run,2025
2025-03-12 02:45:00,20027.554161,20081.25971045216,2025-03-12 03:00:00,bullish,1074.1109890431835,win,1.2724114534519235,Algo_Run,2025
2025-05-29 02:30:00,22215.079678,22250.816950082117,2025-05-29 02:45:00,bullish,714.7454416423716,win,0.5043570956269308,Algo_Run,2025
2025-05-29 03:30:00,22258.944189,22209.746117491817,2025-05-29 05:00:00,bearish,983.9614301636902,win,1.1919858753873016,Algo_Run,2025
2025-06-03 03:45:00,21855.747723,21900.818207475993,2025-06-03 05:30:00,bullish,901.40968951986,win,1.5944162873936971,Algo_Run,2025
2025-07-30 03:30:00,23724.661528,23747.364557,2025-07-30 06:15:00,bearish,-908.1211600000097,loss,-1.0,Algo_Run,2025
2025-10-23 02:30:00,25102.75,25065.67932159552,2025-10-23 04:00:00,bearish,741.4135680896288,win,1.3603918680543647,Algo_Run,2025
2025-10-31 03:15:00,26201.75,26221.75,2025-10-31 06:45:00,bearish,-800.0,loss,-1.0,Algo_Run,2025
