Date,Entry_Time,Direction,Entry_Price,SL_Price,FVG_Used,FVG_Level,Risk_R,TP_Price,Exit_Time,Exit_Price,Exit_Type,PnL_Points,PnL_R,Asian_High,Asian_Low
2018-01-02,2018-01-02 02:15:00,SHORT,7503.739664,7514.869333,True,7514.869333,11.129668999999922,7481.480326,2018-01-02 05:08:00,7514.869333,SL,-11.129668999999922,-1.0,7525.706115,7511.647587
2018-01-03,2018-01-03 01:45:00,LONG,7645.203609,7641.981862,True,7641.981862,3.221747000000505,7651.647103000001,2018-01-03 01:50:00,7641.981862,SL,-3.221747000000505,-1.0,7644.324951,7634.07394
2018-01-04,2018-01-04 02:15:00,LONG,7732.776527,7729.261894,True,7729.261894,3.514632999999776,7739.8057929999995,2018-01-04 02:42:00,7729.261894,SL,-3.514632999999776,-1.0,7731.019211,7709.638532
2018-01-05,2018-01-05 01:45:00,LONG,7747.420827,7746.835055,True,7746.835055,0.585772000000361,7748.592371000001,2018-01-05 01:56:00,7746.835055,SL,-0.585772000000361,-1.0,7746.835055,7731.897869
2018-01-09,2018-01-09 02:15:00,LONG,7841.730124,7838.801264,True,7838.801264,2.928859999999986,7847.587844,2018-01-09 02:18:00,7838.801264,SL,-2.928859999999986,-1.0,7841.144352,7824.742735
2018-01-10,2018-01-10 01:45:00,SHORT,7817.127699,7823.864077,True,7823.864077,6.736378000000514,7803.654942999999,2018-01-10 02:35:00,7823.864077,SL,-6.736378000000514,-1.0,7832.943543,7819.763673
2018-01-12,2018-01-12 01:00:00,LONG,7885.955912,7882.148394,True,7882.148394,3.8075180000005275,7893.570948000001,2018-01-12 02:20:00,7893.570948000001,TP,7.615036000001055,2.0,7881.562621,7870.140067
2018-01-15,2018-01-15 02:00:00,SHORT,7941.89714,7953.026809,True,7953.026809,11.129668999999922,7919.637802,2018-01-15 02:03:00,7953.026809,SL,-11.129668999999922,-1.0,7964.742249,7945.704658
2018-01-16,2018-01-16 02:00:00,LONG,7963.863591,7959.470301,True,7959.470301,4.393289999999979,7972.650171,2018-01-16 02:01:00,7959.470301,SL,-4.393289999999979,-1.0,7960.641845,7938.96828
2018-01-17,2018-01-17 02:00:00,LONG,7936.625192,7922.859549,True,7922.859549,13.765643000000637,7964.156478000002,2018-01-17 08:35:00,7922.859549,SL,-13.765643000000637,-1.0,7933.696332,7907.043705
2018-01-19,2018-01-19 02:45:00,LONG,7997.545483,7988.17313,True,7988.17313,9.372352999999748,8016.290188999999,2018-01-19 03:21:00,8016.290188999999,TP,18.744705999999496,2.0,7996.373939,7968.256881
2018-01-22,2018-01-22 02:30:00,LONG,8021.855022,8014.532872,True,8014.532872,7.322149999999965,8036.499322,2018-01-22 02:35:00,8014.532872,SL,-7.322149999999965,-1.0,8017.168846,8002.817431
2018-01-23,2018-01-23 01:00:00,LONG,8141.938287,8139.302313,True,8139.302313,2.6359739999998055,8147.210235,2018-01-23 01:01:00,8139.302313,SL,-2.6359739999998055,-1.0,8139.009427,8117.628748
2018-01-24,2018-01-24 01:00:00,LONG,8169.469573,8167.712257,True,8167.712257,1.7573160000001735,8172.984205000001,2018-01-24 01:03:00,8167.712257,SL,-1.7573160000001735,-1.0,8164.783396,8152.189298
2018-01-25,2018-01-25 03:30:00,LONG,8141.645401,8131.101505,True,8131.101505,10.543896000000132,8162.733193,2018-01-25 06:05:00,8162.733193,TP,21.087792000000263,2.0,8136.373453,8112.649686
2018-01-26,2018-01-26 03:15:00,LONG,8150.724868,8147.210236,True,8147.210236,3.514632000000347,8157.754132000001,2018-01-26 03:16:00,8147.210236,SL,-3.514632000000347,-1.0,8149.84621,8129.344189
2018-01-29,2018-01-29 02:00:00,SHORT,8219.845967,8236.54047,True,8236.54047,16.694503000000623,8186.456960999998,2018-01-29 09:43:00,8186.456960999998,TP,33.389006000001245,2.0,8256.163833,8229.218319
2018-02-01,2018-02-01 03:15:00,SHORT,8160.390106,8170.055345,True,8170.055345,9.665238999999929,8141.059628,2018-02-01 06:16:00,8141.059628,TP,19.330477999999857,2.0,8186.456961,8164.783396
