date,entry_time,direction,entry_price,stop_loss,take_profit,box_high,box_low,box_range,risk,order_type,result,exit_time,exit_price,pnl,pnl_points
2018-02-13,2018-02-13 09:05:00+01:00,SHORT,7594.534328,7613.425476,7518.969735999999,7632.316624,7594.534328,37.782296000000315,18.891148000000612,LIMIT,LOSS,2018-02-13 09:30:00+01:00,7613.425476,-18.891148000000612,-18.891148000000612
2018-02-14,2018-02-14 10:25:00+01:00,LONG,7728.09035,7645.9358235,8056.708456,7728.09035,7563.781297,164.30905299999995,82.15452650000043,LIMIT,WIN,2018-02-21 14:05:00+01:00,8056.708456,328.6181059999999,328.6181059999999
2018-02-15,2018-02-15 09:10:00+01:00,LONG,7887.127456,7872.922484000001,7943.947344,7887.127456,7858.717512,28.409943999999996,14.204971999999543,LIMIT,LOSS,2018-02-15 09:30:00+01:00,7872.922484000001,-14.204971999999543,-14.204971999999543
2018-02-16,2018-02-16 09:05:00+01:00,SHORT,7967.085337,7987.148029,7886.834569000001,8007.210721,7967.085337,40.12538399999994,20.062691999999515,LIMIT,LOSS,2018-02-16 09:45:00+01:00,7987.148029,-20.062691999999515,-20.062691999999515
2018-02-19,2018-02-19 09:30:00+01:00,LONG,7971.185742,7966.206679499999,7991.101992,7971.185742,7961.227617,9.95812500000011,4.979062500000509,LIMIT,LOSS,2018-02-19 09:35:00+01:00,7966.206679499999,-4.979062500000509,-4.979062500000509
2018-02-21,2018-02-21 09:05:00+01:00,LONG,7986.122928,7975.5790314999995,8028.298513999999,7986.122928,7965.035135,21.087792999999692,10.5438965000003,LIMIT,LOSS,2018-02-21 09:30:00+01:00,7975.5790314999995,-10.5438965000003,-10.5438965000003
2018-02-22,2018-02-22 09:15:00+01:00,LONG,7959.763187,7944.3866715,8021.269248999998,7959.763187,7929.010156,30.753030999999282,15.376515499999186,LIMIT,LOSS,2018-02-22 10:00:00+01:00,7944.3866715,-15.376515499999186,-15.376515499999186
2018-02-23,2018-02-23 09:15:00+01:00,SHORT,7987.880244,7996.3739385,7953.905466,8004.867633,7987.880244,16.987388999999894,8.493694499999947,LIMIT,LOSS,2018-02-23 09:40:00+01:00,7996.3739385,-8.493694499999947,-8.493694499999947
2018-02-26,2018-02-26 10:30:00+01:00,LONG,8131.101505,8126.1224425,8151.017754999998,8131.101505,8121.14338,9.9581249999992,4.9790624999996,LIMIT,LOSS,2018-02-26 10:35:00+01:00,8126.1224425,-4.9790624999996,-4.9790624999996
2018-02-27,2018-02-27 10:00:00+01:00,SHORT,8177.670381,8189.0929355,8131.980163,8200.51549,8177.670381,22.845108999999866,11.422554499999933,LIMIT,LOSS,2018-02-27 10:05:00+01:00,8189.0929355,-11.422554499999933,-11.422554499999933
2018-02-28,2018-02-28 09:25:00+01:00,LONG,8136.959225,8126.415328499999,8179.134810999999,8136.959225,8115.871432,21.087792999999692,10.5438965000003,LIMIT,LOSS,2018-02-28 09:35:00+01:00,8126.415328499999,-10.5438965000003,-10.5438965000003
2018-03-01,2018-03-01 10:00:00+01:00,SHORT,8017.461732,8039.867512,7927.838612,8062.273292,8017.461732,44.8115600000001,22.40578000000005,LIMIT,LOSS,2018-03-01 10:25:00+01:00,8039.867512,-22.40578000000005,-22.40578000000005
2018-03-02,2018-03-02 09:45:00+01:00,SHORT,7811.85575,7829.5753540000005,7740.977333999998,7847.294958,7811.85575,35.43920800000069,17.7196040000008,LIMIT,LOSS,2018-03-02 09:55:00+01:00,7829.5753540000005,-17.7196040000008,-17.7196040000008
