date,direction,tokyo_high,tokyo_low,tokyo_range,manipulation_high,manipulation_low,amplitude
2025-03-24,bullish,20543.892807,20500.028296,43.864510999999766,20633.917065,,90.02425800000128
2025-03-25,bearish,20784.38254,20737.202687,47.17985299999782,,20700.988963,36.21372400000109
2025-03-26,bearish,20949.639535,20880.782454,68.85708099999829,,20843.548624,37.233830000001035
2025-03-27,bearish,20552.818725,20452.593417,100.22530800000095,,20422.500322,30.093095000000176
2025-03-28,bearish,20400.058014,20331.966011,68.09200299999793,,20244.236989,87.72902199999953
2025-04-01,bullish,19776.773914,19670.938029,105.83588500000042,19903.266922,,126.49300799999764
2025-04-02,bearish,20041.746164,19949.936722,91.80944200000158,,19891.025664,58.911057999997865
2025-04-03,bullish,19535.264076,19259.325697,275.93837899999926,19562.551882,,27.287806000000273
2025-04-07,bearish,17367.541139,16836.831559,530.7095800000025,,16811.328937,25.502621999999974
2025-04-08,bullish,18245.086389,18017.602994,227.4833949999993,18252.992202,,7.905813000001217
2025-04-09,bullish,17553.45526,17087.012289,466.4429710000004,17775.328078,,221.87281799999982
2025-04-10,bearish,19724.748563,19350.625087,374.12347600000066,,19079.532207,271.09288000000015
2025-04-11,bullish,18921.670972,18430.235431,491.4355409999989,19172.871806,,251.2008339999993
2025-04-14,bullish,19516.137109,19337.618749,178.5183599999982,19567.652407,,51.515298000002076
2025-04-15,bullish,19330.988067,19227.447419,103.54064799999833,19423.307562,,92.31949500000337
2025-04-16,bearish,19112.940643,19010.930151,102.01049200000125,,18883.417038,127.51311300000089
