date,type,entry_price,stop_loss,risk,tokyo_high,tokyo_low,tokyo_eq,entry_datetime,outcome,profit_points,Sweep_Depth,Time_Outside,Tokyo_Range_Size
2018-02-13,long,7626.166018,7617.129437,9.036581000000297,7675.370868,7629.68065,7652.525759,2018-02-13 02:20:00,loss,-9.036581000000297,23.72,16,45.69
2018-02-14,short,7726.918806,7729.219008,2.300202000000354,7695.287117,7675.95664,7685.6218785,2018-02-14 02:05:00,loss,-2.300202000000354,39.83,13,19.33
2018-02-15,short,7875.704901,7877.126445,1.4215439999998125,7887.127456,7830.014683,7858.5710695,2018-02-15 01:40:00,loss,-1.4215439999998125,9.08,5,57.11
2018-02-22,short,7879.512419,7883.277052,3.7646330000006856,7888.299,7843.194554,7865.746777,2018-02-22 01:20:00,win,3.7646330000006856,4.98,4,45.1
2018-02-23,short,7982.022524,7985.49427,3.4717460000001665,7974.700374,7950.097949,7962.3991614999995,2018-02-23 02:15:00,win,3.4717460000001665,23.14,15,24.6
2018-02-26,short,8089.511691,8091.519007,2.0073160000001735,8097.419613,8073.40296,8085.411286500001,2018-02-26 01:15:00,loss,-2.0073160000001735,17.57,-5,24.02
2018-02-27,long,8183.528101,8180.935013,2.593087999999625,8211.352273,8185.871189,8198.611731,2018-02-27 03:55:00,win,2.593087999999625,10.54,35,25.48
2018-03-01,short,8067.838126,8070.431214,2.5930880000005345,8059.051546,8014.532872,8036.792208999999,2018-03-01 02:05:00,loss,-2.5930880000005345,23.14,13,44.52
2018-03-02,long,7936.625192,7928.760156,7.865036000000146,7941.018482,7897.378466,7919.198474000001,2018-03-02 02:20:00,loss,-7.865036000000146,8.2,-13,43.64
2018-03-05,long,7921.980891,7914.701627,7.279263999999785,7979.093664,7924.031093,7951.5623785,2018-03-05 02:10:00,win,7.279263999999785,24.9,14,55.06
2018-03-06,short,8080.725111,8083.611085,2.8859739999998055,8076.038934,8058.172888,8067.105911000001,2018-03-06 02:45:00,loss,-2.8859739999998055,18.45,21,17.87
2018-03-08,short,8130.222847,8132.230163,2.0073160000001735,8125.243785,8103.863106,8114.5534455,2018-03-08 03:45:00,win,2.0073160000001735,15.23,33,21.38
2018-03-12,short,8366.171694,8371.67481,5.503115999999864,8373.175849,8340.197951,8356.6869,2018-03-12 03:10:00,win,5.503115999999864,4.96,13,32.98
2018-03-14,short,8243.015296,8244.140815,1.125519000001077,8251.186811,8221.127311,8236.157061,2018-03-14 01:35:00,loss,-1.125519000001077,55.74,-5,30.06
