date,type,entry_price,stop_loss,risk,tokyo_high,tokyo_low,tokyo_eq,entry_datetime,outcome,profit_points,Sweep_Depth,Time_Outside,Tokyo_Range_Size
2020-02-13,long,10915.197057,10914.091991,1.105066000000079,10943.699243,10916.052122,10929.875682499998,2020-02-13 01:35:00,loss,-1.105066000000079,47.31,7,27.65
2020-02-17,short,11023.790385,11025.180472,1.3900869999997667,11035.761303,11005.263964,11020.512633499999,2020-02-17 01:25:00,loss,-1.3900869999997667,1.71,-10,30.5
2020-02-18,long,10899.235833,10888.155002,11.080831000001126,10940.27898,10904.651248,10922.465113999999,2020-02-18 02:10:00,loss,-11.080831000001126,34.77,14,35.63
2020-02-21,long,10900.660942,10881.599499,19.06144300000051,10956.240204,10894.675483,10925.4578435,2020-02-21 02:15:00,win,19.06144300000051,20.24,15,61.56
2020-02-24,long,10454.316713,10445.516057,8.800655999999435,10617.919259,10549.228992,10583.5741255,2020-02-24 03:50:00,win,8.800655999999435,145.93,31,68.69
2020-02-25,short,10477.403484,10488.769336,11.365851999998995,10508.470866,10443.485883,10475.978374499999,2020-02-25 01:30:00,loss,-11.365851999998995,7.98,6,64.98
2020-02-26,long,10165.589571,10143.67791,21.911661000000095,10201.787347,10078.657905,10140.222625999999,2020-02-26 01:55:00,loss,-21.911661000000095,149.07,-9,123.13
2020-02-27,short,10030.489211,10037.009692,6.520480999999563,10062.411659,9919.90073,9991.1561945,2020-02-27 03:55:00,loss,-6.520480999999563,21.95,11,142.51
2020-02-28,long,9466.145933,9432.263354,33.88257899999917,9630.603545,9339.596228,9485.0998865,2020-02-28 01:45:00,loss,-33.88257899999917,71.54,-19,291.01
2020-03-02,short,9816.437796,9838.634479,22.19668300000012,9761.998621,9517.449867,9639.724244,2020-03-02 03:05:00,win,22.19668300000012,130.83,16,244.55
2020-03-03,short,10106.875069,10115.960746,9.085677000000942,10133.667123,9982.035495,10057.851309,2020-03-03 02:55:00,win,9.085677000000942,20.81,4,151.63
2020-03-04,short,9940.422304,9948.082872,7.660568000001149,9938.997195,9831.828976,9885.4130855,2020-03-04 01:55:00,win,7.660568000001149,66.41,11,107.17
2020-03-10,short,9365.533217,9380.319332,14.786114999998972,9367.813392,9159.747436,9263.780414,2020-03-10 02:10:00,win,14.786114999998972,77.24,14,208.07
2020-03-11,long,9303.11343,9273.791201,29.322228999999425,9405.721299,9252.37954,9329.0504195,2020-03-11 02:10:00,loss,-29.322228999999425,33.63,14,153.34
2020-03-13,short,8532.414328,8560.881492,28.467163999999684,8294.421077,7915.056984,8104.739030500001,2020-03-13 03:20:00,loss,-28.467163999999684,381.64,28,379.36
2020-03-20,short,8614.1028,8647.158106,33.0553060000002,8409.56885,8171.94433,8290.75659,2020-03-20 03:40:00,loss,-33.0553060000002,295.53,29,237.62
2020-03-23,short,7692.986864,7741.161137,48.17427299999963,7768.296435,7563.762485,7666.02946,2020-03-23 02:40:00,loss,-48.17427299999963,37.37,8,204.53
2020-03-24,short,8284.623424,8301.989236,17.365812000000005,8286.049741,8027.31572,8156.682730500001,2020-03-24 03:30:00,loss,-17.365812000000005,72.17,28,258.73
2020-03-26,long,8445.226791,8440.983102,4.243688999998994,8614.388064,8393.594092,8503.991078,2020-03-26 01:45:00,loss,-4.243688999998994,39.65,-3,220.79
2020-03-27,long,8838.890462,8814.393062,24.497400000000198,9006.625417,8793.53356,8900.0794885,2020-03-27 03:10:00,loss,-24.497400000000198,12.84,3,213.09
2020-03-30,short,8661.171283,8680.819203,19.64791999999943,8680.569203,8507.41424,8593.991721499999,2020-03-30 01:30:00,win,19.64791999999943,71.6,6,173.15
2020-03-31,short,9006.340153,9013.151215,6.811062000000675,9056.546535,8917.337932,8986.9422335,2020-03-31 02:40:00,loss,-6.811062000000675,13.12,-2,139.21
2020-04-01,long,8629.221767,8620.699125,8.522642000001724,8837.17888,8744.468233,8790.8235565,2020-04-01 01:30:00,win,8.522642000001724,155.47,6,92.71
2020-04-02,short,8594.419617,8611.785429,17.365812000000005,8613.24701,8511.978457,8562.612733499998,2020-04-02 01:20:00,loss,-17.365812000000005,54.77,4,101.27
2020-04-03,long,8630.933349,8621.269652,9.663696999999956,8684.277629,8588.99961,8636.638619500001,2020-04-03 01:55:00,loss,-9.663696999999956,16.83,-5,95.28
2020-04-06,short,8924.754784,8945.543758,20.788973999999143,8919.049513,8730.205057,8824.627284999999,2020-04-06 01:45:00,loss,-20.788973999999143,61.05,9,188.84
2020-04-07,short,9289.321575,9290.712629,1.3910539999997127,9238.82993,9069.09813,9153.96403,2020-04-07 02:30:00,loss,-1.3910539999997127,171.44,16,169.73
2020-04-08,short,9148.686655,9169.475629,20.788974000000962,9230.272024,9075.088664,9152.680344,2020-04-08 01:15:00,win,20.788974000000962,40.79,3,155.18
2020-04-09,short,9386.311175,9407.385412,21.074236999998902,9391.160655,9282.760514,9336.9605845,2020-04-09 03:20:00,win,21.074236999998902,48.78,17,108.4
2020-04-15,long,9886.378142,9864.733377,21.644764999999097,9906.346589,9851.861255,9879.103922,2020-04-15 01:40:00,loss,-21.644764999999097,76.17,5,54.49
2020-04-16,short,9874.682337,9879.781817,5.099479999998948,9777.692737,9699.53053,9738.6116335,2020-04-16 02:15:00,loss,-5.099479999998948,144.34,15,78.16
2020-04-17,long,10170.500617,10169.109563,1.3910539999997127,10210.722775,10133.986886,10172.3548305,2020-04-17 01:50:00,loss,-1.3910539999997127,25.39,-10,76.74
2020-04-20,long,10012.749886,10008.220933,4.528952999999092,10083.780504,9981.370897,10032.575700500001,2020-04-20 03:00:00,loss,-4.528952999999092,10.27,9,102.41
2020-04-22,short,9703.238956,9711.761598,8.522641999999905,9688.119989,9584.854591,9636.487290000001,2020-04-22 02:05:00,loss,-8.522641999999905,69.89,13,103.27
2020-04-23,short,9850.720201,9853.537573,2.817371999999523,9872.685493,9790.81486,9831.750176500002,2020-04-23 02:25:00,loss,-2.817371999999523,28.81,16,81.87
2020-04-27,short,10105.175269,10123.967399,18.792129999999815,10141.689001,9970.816147,10056.252574,2020-04-27 01:25:00,win,18.792129999999815,2.28,5,170.87
2020-04-28,short,10065.808902,10074.616808,8.807906000000003,10095.476309,10015.031994,10055.254151500001,2020-04-28 01:30:00,loss,-8.807906000000003,31.38,-11,80.44
2020-05-01,long,9995.063547,9992.531438,2.532108999999764,10111.451067,10026.442535,10068.946801,2020-05-01 03:20:00,win,2.532108999999764,70.46,27,85.01
2020-05-04,short,9871.829702,9883.775507,11.945804999999382,9892.939203,9763.144297,9828.04175,2020-05-04 02:25:00,loss,-11.945804999999382,30.24,10,129.79
2020-05-05,short,10101.752107,10113.697911,11.945803999999043,10129.137406,10062.100476,10095.618941,2020-05-05 01:30:00,loss,-11.945803999999043,45.36,-11,67.04
2020-05-06,short,10256.36494,10265.172846,8.807906000000003,10223.844897,10129.993196,10176.9190465,2020-05-06 02:25:00,win,8.807906000000003,56.48,17,93.85
2020-05-08,short,10498.553676,10504.508947,5.955271000000721,10516.240015,10431.231483,10473.735749,2020-05-08 01:35:00,loss,-5.955271000000721,24.82,7,85.01
2020-05-11,long,10548.760057,10541.093206,7.6668509999999515,10594.687486,10550.756902,10572.722194,2020-05-11 01:25:00,win,7.6668509999999515,43.07,5,43.93
2020-05-12,short,10579.853782,10585.523789,5.6700070000006235,10594.402222,10525.083185,10559.7427035,2020-05-12 02:35:00,loss,-5.6700070000006235,9.98,4,69.32
2020-05-13,short,10398.711441,10412.65409,13.942649000000529,10390.438799,10266.634427,10328.536613,2020-05-13 02:00:00,win,13.942649000000529,25.96,10,123.8
2020-05-14,short,10267.204954,10278.865495,11.660540999999284,10291.16709,10204.732241,10247.9496655,2020-05-14 02:55:00,win,11.660540999999284,15.97,7,86.43
2020-05-15,short,10405.843029,10416.933043,11.090014000001247,10406.69882,10329.10714,10367.902979999999,2020-05-15 03:20:00,loss,-11.090014000001247,25.96,16,77.59
2020-05-19,short,10676.843382,10686.792342,9.948960000001534,10673.990747,10607.239081,10640.614914,2020-05-19 02:30:00,win,9.948960000001534,71.6,13,66.75
2020-05-20,short,10641.755968,10647.425975,5.6700070000006235,10687.96866,10623.499102,10655.733881,2020-05-20 01:25:00,loss,-5.6700070000006235,29.38,-22,64.47
2020-05-21,long,10756.146643,10753.899799,2.246843999999328,10823.7541,10755.576116,10789.665108000001,2020-05-21 02:20:00,win,2.246843999999328,17.4,4,68.18
2020-05-22,long,10578.997992,10563.343761,15.654231000000436,10735.037142,10592.405377,10663.721259499998,2020-05-22 02:40:00,loss,-15.654231000000436,47.35,13,142.63
2020-05-25,short,10789.237213,10800.041963,10.80474999999933,10797.224592,10744.736102,10770.980347,2020-05-25 02:15:00,win,10.80474999999933,50.21,15,52.49
2020-05-26,short,10928.160552,10934.971613,6.811061000000336,10948.414262,10845.719392,10897.066827,2020-05-26 02:35:00,win,6.811061000000336,10.27,17,102.69
2020-06-01,short,10845.719392,10861.658886,15.939493999998376,10930.727923,10847.430973,10889.079448,2020-06-01 03:15:00,win,15.939493999998376,10.27,19,83.3
2020-06-02,short,10950.125843,10963.212702,13.086859000000914,10941.567938,10907.051051,10924.309494500001,2020-06-02 02:00:00,loss,-13.086859000000914,68.46,12,34.52
2020-06-03,short,11035.419639,11039.663328,4.243689000000813,11059.667039,11013.169084,11036.4180615,2020-06-03 02:00:00,win,4.243689000000813,5.99,12,46.5
2020-06-05,short,11031.140686,11055.352822,24.2121360000001,11029.999632,10966.671128,10998.33538,2020-06-05 03:50:00,win,24.2121360000001,43.07,34,63.33
2020-06-08,long,11200.016695,11196.343533,3.673162000000957,11264.486253,11212.283027,11238.38464,2020-06-08 02:40:00,loss,-3.673162000000957,33.95,20,52.2
2020-06-09,short,11282.457855,11290.124707,7.66685200000029,11292.727342,11249.652549,11271.1899455,2020-06-09 01:40:00,win,7.66685200000029,10.55,8,43.07
2020-06-11,long,11390.28747,11382.050091,8.237379000000146,11519.511848,11411.967498,11465.739673,2020-06-11 02:35:00,loss,-8.237379000000146,87.86,19,107.54
2020-06-12,short,11068.510208,11068.760208,0.25,11114.7229,10957.542695,11036.1327975,2020-06-12 01:25:00,loss,-0.25,41.36,-10,157.18
2020-06-15,long,10750.828172,10731.439435,19.38873699999931,10952.122688,10877.668907,10914.8957975,2020-06-15 02:10:00,loss,-19.38873699999931,173.4,14,74.45
2020-06-18,short,11390.690408,11411.793061,21.10265299999992,11384.406046,11273.572766,11328.989406,2020-06-18 02:30:00,loss,-21.10265299999992,71.98,13,110.83
2020-06-19,short,11480.099729,11489.776271,9.676542000001064,11449.534881,11405.2587,11427.396790499999,2020-06-19 02:00:00,loss,-9.676542000001064,64.56,12,44.28
2020-06-22,short,11421.826561,11428.646575,6.8200140000008105,11423.540478,11306.137184,11364.838831000001,2020-06-22 03:20:00,loss,-6.8200140000008105,24.85,11,117.4
2020-06-24,long,11684.055817,11682.377553,1.6782640000001265,11702.623248,11631.210052,11666.91665,2020-06-24 01:50:00,loss,-1.6782640000001265,61.13,-10,71.41
2020-06-25,long,11431.538756,11409.579144,21.95961200000056,11462.389256,11358.697296,11410.543276,2020-06-25 03:20:00,win,21.95961200000056,53.99,14,103.69
2020-06-26,long,11523.233299,11514.128063,9.105235999999422,11554.655106,11510.664577,11532.6598415,2020-06-26 01:50:00,loss,-9.105235999999422,46.85,5,43.99
2020-06-29,long,11283.570614,11271.037544,12.533069999999498,11291.283239,11203.873487,11247.578363,2020-06-29 02:10:00,loss,-12.533069999999498,3.43,13,87.41
2020-06-30,long,11396.689116,11391.868672,4.820443999999043,11452.105756,11406.972616,11429.539186,2020-06-30 02:55:00,win,4.820443999999043,34.28,23,45.13
2020-07-01,long,11561.510772,11555.833369,5.677402999999686,11603.216079,11564.938606,11584.0773425,2020-07-01 01:20:00,win,5.677402999999686,20.0,4,38.28
2020-07-02,short,11778.606888,11786.28386,7.676971999999296,11768.037735,11714.906317,11741.472026,2020-07-02 02:10:00,win,7.676971999999296,41.71,13,53.13
2020-07-03,short,11846.020945,11847.699209,1.6782640000001265,11851.162695,11814.599139,11832.880917,2020-07-03 03:20:00,loss,-1.6782640000001265,20.28,27,36.56
2020-07-07,long,12101.108881,12092.57495,8.533930999999939,12185.376452,12095.681478,12140.528965000001,2020-07-07 01:40:00,loss,-8.533930999999939,54.56,8,89.69
2020-07-08,long,12047.977463,12039.729185,8.248277999999118,12080.541881,12011.69956,12046.1207205,2020-07-08 01:50:00,win,8.248277999999118,8.28,10,68.84
2020-07-10,long,12199.659091,12197.123869,2.535222000000431,12291.067982,12201.087355,12246.0776685,2020-07-10 02:40:00,loss,-2.535222000000431,27.14,20,89.98
2020-07-13,short,12454.747027,12460.42443,5.677402999999686,12454.175722,12406.75736,12430.466541,2020-07-13 01:20:00,loss,-5.677402999999686,19.71,4,47.42
2020-07-14,short,12195.3743,12209.621286,14.246986000000106,12179.092091,12123.675451,12151.383771,2020-07-14 01:55:00,win,14.246986000000106,38.85,7,55.42
2020-07-16,long,12096.538436,12086.861895,9.676541000000725,12166.237716,12083.684061,12124.9608885,2020-07-16 02:50:00,loss,-9.676541000000725,61.13,10,82.55
2020-07-17,short,12084.826672,12095.931478,11.10480600000119,12120.53327,12067.1162,12093.824735,2020-07-17 02:55:00,win,11.10480600000119,12.0,-5,53.42
2020-07-20,long,12078.542311,12070.00838,8.533930999999939,12168.808591,12056.832699,12112.820645,2020-07-20 02:50:00,loss,-8.533930999999939,6.57,9,111.98
2020-07-21,short,12612.713017,12614.105628,1.392610999999306,12592.717322,12503.308001,12548.0126615,2020-07-21 01:20:00,loss,-1.392610999999306,42.28,4,89.41
2020-07-22,long,12412.184763,12408.221276,3.963486999999077,12473.028806,12392.189068,12432.608937,2020-07-22 02:05:00,win,3.963486999999077,71.98,8,80.84
2020-07-23,short,12456.175291,12457.853555,1.6782640000001265,12400.187346,12347.055928,12373.621637,2020-07-23 02:10:00,win,1.6782640000001265,98.26,14,53.13
2020-07-24,long,11904.00846,11893.760613,10.247846999998728,12108.250201,11940.572016,12024.4111085,2020-07-24 02:50:00,win,10.247846999998728,83.41,12,167.68
2020-07-28,long,12238.222217,12224.546536,13.675681000000623,12292.781899,12208.79998,12250.790939499999,2020-07-28 01:40:00,loss,-13.675681000000623,35.71,-11,83.98
2020-07-29,short,12084.54102,12087.9332,3.392179999998916,12088.825811,12011.413907,12050.119859,2020-07-29 02:25:00,loss,-3.392179999998916,29.99,5,77.41
2020-07-31,long,12432.180457,12420.789999,11.390457999999853,12499.023209,12411.042151,12455.03268,2020-07-31 01:15:00,win,11.390457999999853,6.28,3,87.98
2020-08-04,short,12642.992212,12653.525712,10.533500000001368,12650.99049,12599.287336,12625.138912999999,2020-08-04 02:20:00,win,10.533500000001368,22.85,9,51.7
2020-08-05,short,12699.26581,12702.372338,3.106527999998434,12686.411435,12632.423059,12659.417247000001,2020-08-05 03:25:00,loss,-3.106527999998434,39.99,28,53.99
2020-08-06,short,12664.987476,12676.663588,11.676111999999193,12712.977144,12646.991351,12679.9842475,2020-08-06 01:50:00,loss,-11.676111999999193,2.57,-8,65.99
2020-08-10,short,12695.266671,12699.230158,3.963487000000896,12708.121047,12666.41574,12687.2683935,2020-08-10 02:05:00,loss,-3.963487000000896,14.0,13,41.71
2020-08-11,short,12695.837977,12700.087116,4.249139000001378,12711.54888,12642.135254,12676.842067000001,2020-08-11 01:20:00,loss,-4.249139000001378,27.99,4,69.41
2020-08-12,short,12501.308431,12505.271917,3.9634860000005574,12510.734973,12429.895235,12470.315104000001,2020-08-12 01:35:00,loss,-3.9634860000005574,41.13,4,80.84
2020-08-14,short,12800.958201,12814.919535,13.961334000001443,12813.812577,12779.24859,12796.5305835,2020-08-14 02:00:00,win,13.961334000001443,26.57,11,34.56
2020-08-17,short,12770.679006,12774.35684,3.6778340000000753,12785.818604,12743.827645,12764.823124499999,2020-08-17 01:20:00,loss,-3.6778340000000753,20.57,4,41.99
2020-08-18,long,12900.936676,12899.258412,1.6782640000001265,12925.502815,12888.939259,12907.221037,2020-08-18 03:10:00,win,1.6782640000001265,9.43,14,36.56
2020-08-19,long,13045.191332,13042.941762,2.2495699999999488,13059.759623,13024.053025,13041.906324,2020-08-19 02:35:00,loss,-2.2495699999999488,6.86,3,35.71
2020-08-21,long,13143.741542,13135.207611,8.533930999999939,13167.450723,13131.172819,13149.311771,2020-08-21 01:35:00,loss,-8.533930999999939,35.42,-7,36.28
2020-08-26,long,13416.254298,13412.005159,4.249138999999559,13434.821729,13402.257311,13418.539519999998,2020-08-26 01:25:00,win,4.249138999999559,3.14,-7,32.56
2020-08-27,short,13655.916983,13656.738289,0.8213060000016412,13689.052706,13636.778247,13662.9154765,2020-08-27 01:20:00,loss,-0.8213060000016412,0.57,-17,52.27
2020-08-28,long,13707.620137,13703.370998,4.249138999999559,13730.47236,13636.778247,13683.6253035,2020-08-28 01:35:00,loss,-4.249138999999559,14.57,-11,93.69
2020-08-31,long,13780.461597,13773.641583,6.8200139999989915,13816.168195,13763.608083,13789.888138999999,2020-08-31 01:45:00,loss,-6.8200139999989915,25.99,-12,52.56
2020-09-01,short,13955.281101,13968.099823,12.81872199999998,13910.719266,13855.016974,13882.86812,2020-09-01 03:50:00,loss,-12.81872199999998,68.84,31,55.7
2020-09-03,long,14142.383674,14141.276716,1.1069580000003043,14193.22987,14122.673632,14157.951751,2020-09-03 02:05:00,win,1.1069580000003043,8.28,3,70.56
2020-09-04,short,13307.70624,13309.098851,1.392611000001125,13379.976394,13245.14828,13312.562337,2020-09-04 01:40:00,loss,-1.392611000001125,90.27,-8,134.83
2020-09-07,long,13043.763068,13031.801303,11.961765000000014,13117.175833,12994.345136,13055.760484499999,2020-09-07 02:10:00,loss,-11.961765000000014,1.43,4,122.83
2020-09-09,short,12684.983171,12704.086255,19.103084000000308,12752.968534,12611.284753,12682.1266435,2020-09-09 01:20:00,win,19.103084000000308,119.4,4,141.68
2020-09-10,short,13056.046137,13058.010054,1.9639170000009472,13076.327485,12944.070246,13010.198865499999,2020-09-10 01:40:00,loss,-1.9639170000009472,12.57,4,132.26
2020-09-14,short,12816.09302,12841.508501,25.415481,12846.376994,12754.968103,12800.672548499999,2020-09-14 03:30:00,win,25.415481,40.35,30,91.41
2020-09-15,short,12941.920424,12946.459994,4.539570000000822,12944.208195,12849.265699,12896.736947,2020-09-15 01:40:00,win,4.539570000000822,27.45,8,94.94
2020-09-17,long,12634.215227,12617.95083,16.264397000000827,12895.30709,12657.66488,12776.485985,2020-09-17 01:55:00,loss,-16.264397000000827,72.35,9,237.64
2020-09-18,short,12693.12533,12700.238643,7.113312999999835,12716.00304,12607.905861,12661.9544505,2020-09-18 02:40:00,win,7.113312999999835,37.75,20,108.1
2020-09-21,long,12481.220543,12460.952547,20.267995999998675,12571.587497,12445.760093,12508.673795,2020-09-21 02:00:00,loss,-20.267995999998675,182.16,12,125.83
2020-09-22,long,12506.671995,12504.706167,1.9658280000003288,12637.074941,12514.107251,12575.591096,2020-09-22 02:05:00,loss,-1.9658280000003288,48.62,13,122.97
2020-09-23,short,12727.155923,12732.267437,5.11151400000017,12727.727866,12669.675677,12698.7017715,2020-09-23 01:20:00,win,5.11151400000017,76.64,4,58.05
2020-09-24,long,12323.650317,12318.252832,5.397484999999506,12407.7259,12277.322955,12342.5244275,2020-09-24 02:10:00,loss,-5.397484999999506,15.16,6,130.4
2020-09-25,long,12483.508314,12460.666576,22.841738000000987,12555.859071,12492.659398,12524.259234500001,2020-09-25 02:25:00,loss,-22.841738000000987,74.35,17,63.2
2020-09-28,short,12816.09302,12817.772877,1.6798569999991741,12801.50848,12743.17032,12772.3394,2020-09-28 01:40:00,loss,-1.6798569999991741,96.66,8,58.34
2020-09-29,long,13003.69024,13001.438441,2.2517989999996644,13091.769423,13036.862919,13064.316170999999,2020-09-29 02:30:00,loss,-2.2517989999996644,72.35,12,54.91
2020-09-30,long,12829.533675,12819.274677,10.258998000001156,13071.179484,12847.549871,12959.3646775,2020-09-30 01:35:00,loss,-10.258998000001156,73.78,7,223.63
2020-10-01,short,13142.958299,13146.639955,3.6816560000006575,13129.231673,13051.447459,13090.339566,2020-10-01 02:05:00,win,3.6816560000006575,47.19,13,77.78
2020-10-02,long,13025.710036,13016.308952,9.401084000000992,13258.776704,13100.062593,13179.4196485,2020-10-02 01:35:00,loss,-9.401084000000992,126.69,7,158.71
2020-10-05,long,12947.35388,12940.526538,6.827342000000499,13001.116498,12940.490567,12970.8035325,2020-10-05 03:20:00,loss,-6.827342000000499,51.76,28,60.63
2020-10-06,short,13096.916908,13101.74245,4.825542000000496,13118.078789,13064.0302,13091.0544945,2020-10-06 02:35:00,loss,-4.825542000000496,22.02,6,54.05
2020-10-07,short,12971.947418,12974.485189,2.5377710000011575,12928.193798,12860.990525,12894.5921615,2020-10-07 03:15:00,loss,-2.5377710000011575,64.06,27,67.2
2020-10-08,short,13212.163371,13217.274884,5.111512999999832,13178.70472,13124.370159,13151.5374395,2020-10-08 02:50:00,loss,-5.111512999999832,58.91,22,54.33
2020-10-09,long,13247.909792,13234.505109,13.40468300000066,13271.931387,13227.033882,13249.4826345,2020-10-09 03:50:00,loss,-13.40468300000066,12.3,25,44.9
2020-10-12,short,13470.967463,13475.221062,4.253598999999667,13471.253434,13403.76419,13437.508812,2020-10-12 02:35:00,loss,-4.253598999999667,117.53,19,67.49
2020-10-13,short,13778.100716,13841.836361,63.73564499999884,13856.456872,13765.803947,13811.130409500001,2020-10-13 01:35:00,loss,-63.73564499999884,52.62,4,90.65
2020-10-14,short,13895.063008,13905.322006,10.258998000001156,13923.660145,13840.442476,13882.051310499999,2020-10-14 02:10:00,win,10.258998000001156,6.58,3,83.22
2020-10-19,short,13591.933353,13593.61321,1.6798569999991741,13636.258916,13570.771471,13603.5151935,2020-10-19 01:35:00,loss,-1.6798569999991741,21.45,-5,65.49
2020-10-21,long,13413.201245,13408.375703,4.825542000000496,13434.93507,13378.884681,13406.9098755,2020-10-21 01:20:00,win,4.825542000000496,103.81,-9,56.05
2020-10-22,short,13292.807298,13305.926009,13.118711000000985,13313.111265,13264.21016,13288.660712500001,2020-10-22 02:00:00,win,13.118711000000985,39.18,11,48.9
2020-10-23,long,13340.564517,13339.170631,1.3938859999998385,13359.152656,13295.38104,13327.266848,2020-10-23 02:40:00,win,1.3938859999998385,24.02,17,63.77
2020-10-26,long,13236.184966,13229.643596,6.541370000000825,13313.397236,13274.791101,13294.0941685,2020-10-26 02:40:00,loss,-6.541370000000825,70.92,20,38.61
2020-10-27,short,13182.708319,13187.24789,4.53957100000116,13191.28746,13135.523043,13163.4052515,2020-10-27 01:30:00,loss,-4.53957100000116,18.59,4,55.76
2020-10-28,short,13218.740712,13222.70834,3.9676279999985127,13209.589628,13172.127379,13190.8585035,2020-10-28 01:20:00,loss,-3.9676279999985127,21.45,4,37.46
2020-10-29,short,12878.720751,12896.700976,17.980224999999336,12873.001323,12788.067826,12830.534574500001,2020-10-29 02:00:00,win,17.980224999999336,48.33,12,84.93
2020-10-30,long,12660.810565,12645.976025,14.834539999999834,12832.67936,12762.616373,12797.6478665,2020-10-30 01:25:00,loss,-14.834539999999834,134.69,5,70.06
2020-11-06,long,13712.899244,13712.077301,0.8219430000008288,13774.66906,13625.106032,13699.887546,2020-11-06 01:30:00,loss,-0.8219430000008288,11.72,-28,149.56
2020-11-09,long,14094.956997,14082.410228,12.546768999998676,14194.189063,14057.208776,14125.698919499999,2020-11-09 02:30:00,loss,-12.546768999998676,33.74,-11,136.98
2020-11-11,long,13327.409834,13302.566296,24.84353799999917,13381.172452,13253.915191,13317.5438215,2020-11-11 02:25:00,win,24.84353799999917,13.15,8,127.26
2020-11-12,short,13536.740878,13545.284048,8.543169999999009,13594.221124,13476.400919,13535.3110215,2020-11-12 01:40:00,win,8.543169999999009,69.49,-21,117.82
2020-11-13,short,13601.942351,13605.052065,3.1097140000001673,13577.920756,13503.282228,13540.601492,2020-11-13 02:50:00,loss,-3.1097140000001673,76.64,22,74.64
2020-11-17,short,13744.642066,13750.611493,5.969426999999996,13790.683457,13716.902843,13753.79315,2020-11-17 01:30:00,win,5.969426999999996,2.86,-19,73.78
2020-11-18,long,13684.016135,13680.906421,3.1097140000001673,13708.03773,13649.69957,13678.86865,2020-11-18 01:40:00,loss,-3.1097140000001673,2.57,8,58.34
2020-11-19,short,13589.931553,13593.327239,3.3956859999998414,13597.938752,13533.595193,13565.7669725,2020-11-19 01:30:00,win,3.3956859999998414,17.73,6,64.34
2020-11-23,short,13661.424397,13666.249938,4.8255410000001575,13675.436994,13651.415398,13663.426196,2020-11-23 01:25:00,win,4.8255410000001575,27.17,5,24.02
2020-11-24,long,13694.597076,13690.343476,4.253600000000006,13702.890245,13656.276912,13679.5835785,2020-11-24 02:10:00,loss,-4.253600000000006,8.58,-8,46.61
2020-11-25,long,13860.1745,13852.489245,7.685254999998506,13924.518059,13845.58996,13885.0540095,2020-11-25 03:15:00,loss,-7.685254999998506,12.3,6,78.93
2020-11-26,short,13942.534255,13951.649368,9.115112999999837,13970.273479,13928.521658,13949.3975685,2020-11-26 02:50:00,win,9.115112999999837,12.01,8,41.75
2020-11-27,short,13941.104399,13942.498284,1.3938849999995,13938.530656,13883.05221,13910.791433,2020-11-27 01:30:00,loss,-1.3938849999995,24.59,6,55.48
2020-11-30,long,13975.134992,13972.31125,2.823741999998674,14062.35626,13967.127793,14014.7420265,2020-11-30 02:05:00,win,2.823741999998674,9.72,13,95.23
2020-12-01,long,14150.149472,14147.897672,2.251800000000003,14186.181865,14143.286159,14164.734012,2020-12-01 02:30:00,win,2.251800000000003,16.59,5,42.9
2020-12-02,short,14206.199861,14216.458859,10.258998000001156,14231.937284,14190.471435,14211.2043595,2020-12-02 02:05:00,loss,-10.258998000001156,18.59,13,41.47
2020-12-04,short,14304.00207,14307.111784,3.1097140000001673,14314.011068,14273.689105,14293.850086499999,2020-12-04 03:20:00,loss,-3.1097140000001673,8.29,16,40.32
2020-12-07,long,14331.455322,14327.201723,4.253598999999667,14359.766488,14309.721497,14334.7439925,2020-12-07 01:30:00,loss,-4.253598999999667,40.04,-8,50.04
2020-12-10,long,14095.814911,14092.133255,3.6816559999988385,14144.144073,14088.379655,14116.261864,2020-12-10 01:15:00,loss,-3.6816559999988385,12.87,3,55.76
2020-12-11,long,14168.165668,14164.484012,3.6816559999988385,14187.32575,14136.422846,14161.874297999999,2020-12-11 01:20:00,loss,-3.6816559999988385,53.19,-11,50.9
2020-12-14,short,14195.904891,14201.302376,5.397484999999506,14212.20526,14168.737611,14190.4714355,2020-12-14 02:10:00,win,5.397484999999506,12.58,5,43.47
2020-12-16,short,14423.73325,14423.98325,0.25,14435.451962,14389.14876,14412.300361,2020-12-16 01:25:00,loss,-0.25,26.3,-10,46.3
2020-12-17,short,14563.786145,14565.465256,1.679110999999466,14535.203922,14487.757431,14511.4806765,2020-12-17 02:45:00,win,1.679110999999466,41.73,21,47.45
2020-12-18,short,14578.934724,14581.471301,2.5365769999989425,14565.215256,14527.772544,14546.4939,2020-12-18 03:25:00,win,2.5365769999989425,44.87,16,37.44
2020-12-21,long,14546.922633,14542.099478,4.8231550000000425,14606.087836,14553.782367,14579.9351015,2020-12-21 01:50:00,win,4.8231550000000425,100.04,9,52.31
2020-12-22,long,14476.610364,14475.502897,1.107466999999815,14551.781611,14460.032674,14505.9071425,2020-12-22 01:15:00,loss,-1.107466999999815,4.86,3,91.75
2020-12-23,short,14549.209211,14552.317434,3.1082230000010895,14525.485966,14456.888629,14491.1872975,2020-12-23 02:45:00,loss,-3.1082230000010895,38.59,21,68.6
2020-12-28,short,14603.515436,14607.481125,3.965689000000566,14618.09237,14559.784634,14588.938502,2020-12-28 02:15:00,loss,-3.965689000000566,13.15,14,58.31
