date,tokyo_high,tokyo_low,tokyo_eq,manipulation_type,direction,fvg_timeframe,fvg_top,fvg_bottom,fvg_formation_time,inversion_time,entry_price,manip_candle_high,manip_candle_low,manip_candle_open,manip_candle_close,sl_type,sl_price,tp_level,tp_price,risk,reward_target,rr_ratio,result,exit_price,exit_time,pnl_r
2018-01-07,7820.642331,7809.805548,7815.2239395,LOW,LONG,5m,7818.006357,7816.834813,2018-01-08 02:10:00,2018-01-08 09:20:00,7818.299243,7811.562864,7809.512662,7811.269978,7810.098434,SL-Wick,7809.512662,1.5R,7831.479114500001,8.786581000000297,13.179871500000445,1.5,WIN,7831.479114500001,2018-01-08 10:20:00,1.5
2018-01-07,7820.642331,7809.805548,7815.2239395,LOW,LONG,5m,7818.006357,7816.834813,2018-01-08 02:10:00,2018-01-08 09:20:00,7818.299243,7811.562864,7809.512662,7811.269978,7810.098434,SL-Wick,7809.512662,2R,7835.872405000001,8.786581000000297,17.573162000000593,2.0,WIN,7835.872405000001,2018-01-08 10:40:00,2.0
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Body,7841.730124,1R,7831.186226,5.27194899999995,5.27194899999995,1.0,WIN,7831.186226,2018-01-09 08:40:00,1.0
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Body,7841.730124,1.5R,7828.5502515,5.27194899999995,7.907923499999924,1.5,WIN,7828.5502515,2018-01-09 08:40:00,1.5
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Body,7841.730124,2R,7825.914277,5.27194899999995,10.5438979999999,2.0,WIN,7825.914277,2018-01-09 08:40:00,2.0
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Wick,7841.730124,1R,7831.186226,5.27194899999995,5.27194899999995,1.0,WIN,7831.186226,2018-01-09 08:40:00,1.0
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Wick,7841.730124,1.5R,7828.5502515,5.27194899999995,7.907923499999924,1.5,WIN,7828.5502515,2018-01-09 08:40:00,1.5
2018-01-08,7841.144352,7824.742735,7832.9435435,HIGH,SHORT,5m,7838.215491,7837.336833,2018-01-09 02:10:00,2018-01-09 08:35:00,7836.458175,7841.730124,7840.265694,7840.851466,7841.730124,SL-Wick,7841.730124,2R,7825.914277,5.27194899999995,10.5438979999999,2.0,WIN,7825.914277,2018-01-09 08:40:00,2.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Body,7815.663268,1R,7819.177901999999,1.7573169999996026,1.7573169999996026,1.0,LOSS,7815.663268,2018-01-10 02:45:00,-1.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Body,7815.663268,1.5R,7820.056560499999,1.7573169999996026,2.635975499999404,1.5,LOSS,7815.663268,2018-01-10 02:45:00,-1.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Body,7815.663268,2R,7820.935218999999,1.7573169999996026,3.514633999999205,2.0,LOSS,7815.663268,2018-01-10 02:45:00,-1.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Wick,7814.198838,1R,7820.642331999999,3.2217469999995956,3.2217469999995956,1.0,LOSS,7814.198838,2018-01-10 02:50:00,-1.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Wick,7814.198838,1.5R,7822.253205499999,3.2217469999995956,4.832620499999393,1.5,LOSS,7814.198838,2018-01-10 02:50:00,-1.0
2018-01-09,7832.357771,7819.763673,7826.060722,LOW,LONG,5m,7816.834813,7816.24904,2018-01-10 02:10:00,2018-01-10 02:40:00,7817.420585,7816.24904,7814.198838,7815.663268,7815.663268,SL-Wick,7814.198838,2R,7823.864078999999,3.2217469999995956,6.443493999999191,2.0,LOSS,7814.198838,2018-01-10 02:50:00,-1.0
2018-01-11,7881.562621,7871.018725,7876.2906729999995,HIGH,SHORT,5m,7889.76343,7889.177658,2018-01-12 02:20:00,2018-01-12 05:25:00,7888.884772,7901.47887,7894.15672,7894.742492,7899.135782,SL-Body,7899.135782,1R,7878.633762,10.251009999999951,10.251009999999951,1.0,LOSS,7899.135782,2018-01-12 07:25:00,-1.0
