trade_id,date,asian_low,sweep_low,fvg_high,fvg_low,entry_time,entry_price,stop_loss,take_profit,exit_time,exit_price,exit_type,pnl,pnl_percent,risk,reward,winner
20,2018-06-15,8495.819392,8477.493764,8488.256435,8485.638488,2018-06-15 03:25:00,8492.619679,8477.243764,8507.995593999998,2018-06-15 05:25:00,8477.243764,SL,-15.375914999998713,-0.18105031876111538,15.375914999998713,15.375914999998713,False
21,2018-06-19,8354.450261,8333.215803,8352.123197,8349.214367,2018-06-19 02:45:00,8355.032027,8332.965803,8377.098251,2018-06-19 04:15:00,8377.098251,TP,22.066224000000147,0.26410699478698896,22.066224000000147,22.066224000000147,True
22,2018-06-21,8512.981488,8483.311424,8492.328796,8490.874381,2018-06-21 04:40:00,8498.437339,8483.061424,8513.813254,2018-06-21 05:15:00,8483.061424,SL,-15.375915000000532,-0.18092637959968527,15.375915000000532,15.375915000000532,False
23,2018-06-25,8346.887303,8322.453132,8328.852558,8327.398143,2018-06-25 04:30:00,8331.761388,8322.203132,8341.319644000001,2018-06-25 05:10:00,8322.203132,SL,-9.558256000000256,-0.11472071216257754,9.558256000000256,9.558256000000256,False
24,2018-06-27,8217.444374,8160.140426,8198.53698,8186.90166,2018-06-27 04:35:00,8199.409629,8159.890426,8238.928832,2018-06-27 06:45:00,8238.928832,TP,39.519202999999834,0.48197620058188995,39.519202999999834,39.519202999999834,True
25,2018-07-02,8149.377755,8135.706255,8149.377755,8145.887159,2018-07-02 02:50:00,8156.940713,8135.456255,8178.425171,2018-07-02 08:30:00,8135.456255,SL,-21.484457999999904,-0.26338867420918455,21.484457999999904,21.484457999999904,False
26,2018-07-18,8633.116162,8626.425853,8636.315875,8632.825279,2018-07-18 04:25:00,8636.897641,8626.175853,8647.619428999998,2018-07-18 05:50:00,8626.175853,SL,-10.721787999998924,-0.12413934314911634,10.721787999998924,10.721787999998924,False
27,2018-07-19,8600.537267,8591.229012,8602.282565,8601.700799,2018-07-19 03:50:00,8602.864331,8590.979012,8614.749650000002,2018-07-19 05:05:00,8590.979012,SL,-11.88531900000089,-0.13815536945262202,11.88531900000089,11.88531900000089,False
28,2018-08-02,8430.952486,8395.755645,8427.46189,8427.171007,2018-08-02 03:45:00,8428.625422,8395.505645,8461.745198999999,2018-08-02 07:05:00,8395.505645,SL,-33.119776999999885,-0.3929439895804625,33.119776999999885,33.119776999999885,False
29,2018-08-06,8614.208768,8603.155214,8614.790534,8610.718172,2018-08-06 04:50:00,8618.572013,8602.905214,8634.238812000001,2018-08-06 08:00:00,8602.905214,SL,-15.666799000000537,-0.18177952190187885,15.666799000000537,15.666799000000537,False
30,2018-08-10,8645.333247,8639.806471,8659.004748,8656.677684,2018-08-10 03:20:00,8660.459163,8639.556471,8681.361855,2018-08-10 05:00:00,8639.556471,SL,-20.90269199999966,-0.24135778030455984,20.90269199999966,20.90269199999966,False
31,2018-08-30,8906.546169,8898.401446,8902.764691,8902.473808,2018-08-30 03:55:00,8903.346457,8898.151446,8908.541468,2018-08-30 05:30:00,8898.151446,SL,-5.195010999999795,-0.058348970525743914,5.195010999999795,5.195010999999795,False
32,2018-09-05,8854.187232,8837.316019,8847.787806,8840.806614,2018-09-05 02:45:00,8850.987519,8837.066019,8864.909019,2018-09-05 05:50:00,8864.909019,TP,13.921500000000378,0.1572875339629137,13.921500000000378,13.921500000000378,True
33,2018-10-02,8865.204005,8846.36407,8853.320354,8849.262522,2018-10-02 04:55:00,8856.508651,8846.11407,8866.903232,2018-10-02 05:55:00,8866.903232,TP,10.394581000000471,0.11736657648752824,10.394581000000471,10.394581000000471,True
34,2018-10-04,8822.017077,8813.901412,8829.263206,8823.466303,2018-10-04 04:20:00,8829.263206,8813.651412,8844.875,2018-10-04 06:05:00,8844.875,TP,15.611794000000373,0.17681876319409356,15.611794000000373,15.611794000000373,True
35,2018-10-05,8698.543039,8671.58744,8686.369543,8684.050782,2018-10-05 04:10:00,8687.528923,8671.33744,8703.720406,2018-10-05 06:05:00,8703.720406,TP,16.191483000000517,0.18637616223796388,16.191483000000517,16.191483000000517,True
36,2018-10-08,8594.198783,8564.344731,8585.503428,8579.99637,2018-10-08 04:45:00,8591.590176,8564.094731,8619.085621,2018-10-08 08:25:00,8564.094731,SL,-27.495445000000473,-0.32002742724864897,27.495445000000473,27.495445000000473,False
37,2018-10-09,8552.46108,8525.50548,8549.562628,8548.693093,2018-10-09 04:00:00,8551.011854,8525.25548,8576.768228,2018-10-09 05:00:00,8525.25548,SL,-25.756374000000505,-0.3012084936819748,25.756374000000505,25.756374000000505,False
38,2018-10-15,8236.819703,8208.994567,8239.138464,8237.399393,2018-10-15 04:25:00,8244.645522,8208.744567,8280.546477000002,2018-10-15 06:35:00,8280.546477000002,TP,35.90095500000098,0.4354457072072161,35.90095500000098,35.90095500000098,True
39,2018-10-23,8164.068568,8143.779407,8156.242749,8153.923987,2018-10-23 04:40:00,8163.488878,8143.529407,8183.448349,2018-10-23 05:50:00,8183.448349,TP,19.95947100000012,0.24449682357979835,19.95947100000012,19.95947100000012,True
40,2018-10-24,8219.428993,8176.242065,8204.357045,8202.328129,2018-10-24 04:45:00,8204.64689,8175.992065,8233.301715,2018-10-24 06:15:00,8233.301715,TP,28.65482499999962,0.34925116685917024,28.65482499999962,28.65482499999962,True
41,2018-11-06,8040.884376,8007.552183,8030.160105,8021.174905,2018-11-06 04:20:00,8031.02964,8007.302183,8054.757097,2018-11-06 08:30:00,8054.757097,TP,23.72745699999996,0.29544725973642355,23.72745699999996,23.72745699999996,True
42,2018-11-08,8337.685818,8303.484089,8313.048979,8311.889599,2018-11-08 04:50:00,8313.62867,8303.234089,8324.023251,2018-11-08 05:20:00,8324.023251,TP,10.394581000000471,0.12503061433943588,10.394581000000471,10.394581000000471,True
43,2018-11-14,7903.497771,7857.122546,7910.7439,7909.294674,2018-11-14 04:30:00,7918.279874,7856.872546,7979.687202,2018-11-14 07:30:00,7979.687202,TP,61.407328000000234,0.7755134824374388,61.407328000000234,61.407328000000234,True
44,2018-11-20,7672.781025,7636.840225,7664.955206,7662.346599,2018-11-20 03:35:00,7667.563812,7636.590225,7698.537399000001,2018-11-20 05:00:00,7636.590225,SL,-30.973587000000407,-0.4039560381815888,30.973587000000407,30.973587000000407,False
45,2018-11-22,7606.986174,7573.074291,7599.4502,7599.160355,2018-11-22 04:15:00,7600.319735,7572.824291,7627.815179,2018-11-22 09:25:00,7572.824291,SL,-27.495444000000134,-0.3617669382168451,27.495444000000134,27.495444000000134,False
46,2018-11-30,7993.34977,7978.277822,7989.581783,7987.552867,2018-11-30 04:20:00,7990.161473,7978.027822,8002.295124,2018-11-30 05:00:00,7978.027822,SL,-12.1336510000001,-0.15185739413404342,12.1336510000001,12.1336510000001,False
47,2018-12-06,7731.909437,7686.983438,7709.881205,7707.852289,2018-12-06 04:40:00,7715.388263,7686.733438,7744.043087999999,2018-12-06 06:55:00,7744.043087999999,TP,28.65482499999962,0.37139835382513425,28.65482499999962,28.65482499999962,True
48,2018-12-14,7741.214807,7709.166663,7735.729089,7730.24337,2018-12-14 04:05:00,7740.926085,7708.916663,7772.935507,2018-12-14 09:15:00,7772.935507,TP,32.009422000000086,0.41350894774756247,32.009422000000086,32.009422000000086,True
49,2018-12-17,7654.598201,7636.119992,7649.689927,7646.225262,2018-12-17 02:35:00,7655.175645,7635.869992,7674.481298000001,2018-12-17 04:30:00,7674.481298000001,TP,19.305653000000348,0.25219085616421993,19.305653000000348,19.305653000000348,True
50,2018-12-21,7261.936253,7235.951272,7256.161813,7252.119705,2018-12-21 03:15:00,7261.070087,7235.701272,7286.438902,2018-12-21 05:45:00,7286.438902,TP,25.368814999999813,0.3493812164879027,25.368814999999813,25.368814999999813,True
51,2018-12-27,7192.931691,7095.054926,7132.011344,7131.4339,2018-12-27 04:25:00,7134.032398,7094.804926,7173.259870000001,2018-12-27 08:35:00,7173.259870000001,TP,39.22747200000049,0.5498639452632395,39.22747200000049,39.22747200000049,True
52,2019-01-02,7214.585842,7107.181251,7152.221886,7151.644442,2019-01-02 04:00:00,7155.397828,7106.931251,7203.864405,2019-01-02 08:30:00,7203.864405,TP,48.46657700000014,0.6773428698869005,48.46657700000014,48.46657700000014,True
53,2019-01-07,7431.704801,7407.452152,7423.620585,7422.754419,2019-01-07 04:10:00,7425.352917,7407.202152,7443.5036820000005,2019-01-07 05:10:00,7407.202152,SL,-18.15076500000032,-0.24444312887061553,18.15076500000032,18.15076500000032,False
54,2019-01-14,7545.749999,7536.510895,7541.996613,7539.975559,2019-01-14 04:50:00,7543.440223,7536.260895,7550.619550999999,2019-01-14 05:30:00,7550.619550999999,TP,7.179327999999259,0.09517312774759505,7.179327999999259,7.179327999999259,True
55,2019-01-28,7801.268987,7787.699052,7798.959211,7794.917103,2019-01-28 03:50:00,7800.691543,7787.449052,7813.934034,2019-01-28 07:35:00,7787.449052,SL,-13.242490999999973,-0.16976047478615156,13.242490999999973,13.242490999999973,False
56,2019-02-04,7932.637506,7928.306676,7937.834503,7936.390893,2019-02-04 03:05:00,7938.411947,7928.056676,7948.767217999999,2019-02-04 03:25:00,7948.767217999999,TP,10.355270999999448,0.130445120121447,10.355270999999448,10.355270999999448,True
57,2019-02-06,8085.948899,8074.111296,8084.216567,8083.350401,2019-02-06 04:20:00,8085.082733,8073.861296,8096.30417,2019-02-06 06:10:00,8096.30417,TP,11.22143700000015,0.13879186361567875,11.22143700000015,11.22143700000015,True
58,2019-02-19,8162.748957,8147.44669,8165.636177,8164.770011,2019-02-19 02:55:00,8166.213621,8147.19669,8185.230552,2019-02-19 05:10:00,8147.19669,SL,-19.016931000000113,-0.23287329823330508,19.016931000000113,19.016931000000113,False
59,2019-03-04,8303.934024,8293.540032,8302.490414,8302.201692,2019-03-04 04:35:00,8302.490414,8293.290032,8311.690795999999,2019-03-04 05:00:00,8293.290032,SL,-9.200381999999081,-0.11081472595843073,9.200381999999081,9.200381999999081,False
60,2019-03-22,8643.991327,8623.285778,8633.926129,8632.488244,2019-03-22 04:40:00,8635.076438,8623.035778,8647.117098,2019-03-22 07:10:00,8623.035778,SL,-12.040660000000571,-0.13943895096300213,12.040660000000571,12.040660000000571,False
61,2019-04-11,8779.440123,8770.525234,8777.71466,8774.83889,2019-04-11 03:15:00,8778.002237,8770.275234,8785.72924,2019-04-11 03:50:00,8785.72924,TP,7.727002999999968,0.08802689713873636,7.727002999999968,7.727002999999968,True
62,2019-04-15,8791.518359,8786.341972,8790.368051,8788.642589,2019-04-15 03:00:00,8790.943205,8786.091972,8795.794437999999,2019-04-15 03:45:00,8795.794437999999,TP,4.851232999999411,0.05518444252080014,4.851232999999411,4.851232999999411,True
63,2019-04-25,9035.096131,9029.919744,9034.808554,9033.370668,2019-04-25 03:45:00,9040.847672,9029.669744,9052.025599999999,2019-04-25 06:55:00,9052.025599999999,TP,11.177927999999156,0.1236380525978533,11.177927999999156,11.177927999999156,True
64,2019-05-09,8713.584976,8694.604889,8715.885592,8712.14709,2019-05-09 03:05:00,8716.460746,8694.354889,8738.566603000001,2019-05-09 07:45:00,8694.354889,SL,-22.10585700000047,-0.25361046925089276,22.10585700000047,22.10585700000047,False
65,2019-05-13,8634.788861,8593.090187,8610.632387,8609.769656,2019-05-13 03:25:00,8611.495119,8592.840187,8630.150050999999,2019-05-13 06:45:00,8592.840187,SL,-18.654931999999462,-0.2166282595787588,18.654931999999462,18.654931999999462,False
66,2019-05-17,8695.467621,8672.461456,8688.853348,8687.127886,2019-05-17 04:25:00,8693.167004,8672.211456,8714.122552,2019-05-17 06:30:00,8672.211456,SL,-20.955547999999908,-0.2410576949730472,20.955547999999908,20.955547999999908,False
67,2019-05-22,8555.130014,8545.927548,8562.607018,8557.718208,2019-05-22 03:40:00,8564.044903,8545.677548,8582.412258,2019-05-22 04:25:00,8582.412258,TP,18.367355000000316,0.2144705592746974,18.367355000000316,18.367355000000316,True
68,2019-05-23,8463.968086,8425.720337,8454.76562,8452.465003,2019-05-23 04:00:00,8455.628351,8425.470337,8485.786364999998,2019-05-23 05:00:00,8425.470337,SL,-30.15801399999873,-0.3566620095883485,30.15801399999873,30.15801399999873,False
69,2019-05-28,8419.393641,8392.936552,8412.204215,8409.328444,2019-05-28 04:30:00,8416.805448,8392.686552,8440.924344,2019-05-28 05:15:00,8392.686552,SL,-24.11889599999995,-0.28655641560220546,24.11889599999995,24.11889599999995,False
70,2019-05-29,8312.990128,8303.212508,8311.83982,8311.552243,2019-05-29 04:35:00,8314.140437,8302.962508,8325.318366,2019-05-29 05:25:00,8325.318366,TP,11.177928999999494,0.1344447941997097,11.177928999999494,11.177928999999494,True
71,2019-05-31,8257.487755,8206.586615,8250.298329,8248.860444,2019-05-31 02:25:00,8251.16106,8206.336615,8295.985505,2019-05-31 08:50:00,8206.336615,SL,-44.824445000000196,-0.5432501519973989,44.824445000000196,44.824445000000196,False
72,2019-06-12,8599.992036,8597.116265,8617.534237,8616.671506,2019-06-12 03:05:00,8618.972122,8596.866265,8641.077978999998,2019-06-12 05:05:00,8596.866265,SL,-22.10585699999865,-0.2564790405061558,22.10585699999865,22.10585699999865,False
73,2019-07-02,8908.764818,8898.734685,8905.325915,8904.179614,2019-07-02 03:55:00,8906.185641,8898.484685,8913.886597,2019-07-02 04:35:00,8913.886597,TP,7.700956000000588,0.08646749922378569,7.700956000000588,7.700956000000588,True
74,2019-07-10,8965.793293,8961.494664,8979.835481,8978.116029,2019-07-10 04:20:00,8986.140136,8961.244664,9011.035608,2019-07-10 05:00:00,8961.244664,SL,-24.895472000000154,-0.2770429975854113,24.895472000000154,24.895472000000154,False
75,2019-07-24,9106.215166,9084.722022,9093.31928,9092.746129,2019-07-24 04:10:00,9095.611882,9084.472022,9106.751741999999,2019-07-24 05:45:00,9106.751741999999,TP,11.139859999999317,0.12247510276955458,11.139859999999317,11.139859999999317,True
76,2019-07-30,9175.566377,9130.574062,9162.09734,9160.091313,2019-07-30 02:55:00,9162.09734,9130.324062,9193.870618,2019-07-30 05:15:00,9130.324062,SL,-31.773278000000573,-0.3467904435077806,31.773278000000573,31.773278000000573,False
77,2019-08-05,8680.364344,8656.578598,8683.803247,8682.37037,2019-08-05 04:35:00,8686.955574,8656.328598,8717.58255,2019-08-05 06:20:00,8656.328598,SL,-30.62697599999956,-0.3525628252510683,30.62697599999956,30.62697599999956,False
78,2019-08-27,8661.163802,8651.993394,8672.340237,8669.474484,2019-08-27 04:05:00,8695.552832,8651.743394,8739.36227,2019-08-27 07:25:00,8739.36227,TP,43.80943800000023,0.5038142927357034,43.80943800000023,43.80943800000023,True
79,2019-08-28,8680.077768,8655.145722,8682.083795,8681.79722,2019-08-28 03:00:00,8682.656946,8654.895722,8710.418169999999,2019-08-28 06:25:00,8654.895722,SL,-27.761223999999856,-0.3197318997244171,27.761223999999856,27.761223999999856,False
80,2019-09-03,8712.747347,8704.150089,8747.422952,8744.5572,2019-09-03 04:05:00,8752.581307,8703.900089,8801.262525,2019-09-03 12:40:00,8703.900089,SL,-48.68121799999972,-0.5561926966741368,48.68121799999972,48.68121799999972,False
81,2019-09-10,8948.312203,8920.227828,8945.44645,8943.440424,2019-09-10 04:10:00,8948.885353,8919.977828,8977.792878,2019-09-10 08:30:00,8919.977828,SL,-28.907525000000533,-0.3230293367241503,28.907525000000533,28.907525000000533,False
82,2019-09-23,8988.635164,8934.324896,8956.049003,8950.046289,2019-09-23 04:45:00,8956.62069,8934.074896,8979.166484,2019-09-23 09:10:00,8934.074896,SL,-22.54579399999966,-0.25172210346221174,22.54579399999966,22.54579399999966,False
83,2019-09-25,8830.277857,8784.828738,8820.845021,8817.414898,2019-09-25 03:10:00,8821.702551,8784.578738,8858.826364,2019-09-25 09:00:00,8784.578738,SL,-37.123813000000155,-0.4208236764431818,37.123813000000155,37.123813000000155,False
84,2019-10-14,8982.060763,8926.321277,8980.345702,8979.202328,2019-10-14 03:45:00,8980.917389,8926.071277,9035.763501000001,2019-10-15 01:30:00,9035.763501000001,TP,54.846112000001085,0.6106960973405418,54.846112000001085,54.846112000001085,True
85,2019-10-22,9083.249367,9072.673157,9079.533401,9078.675871,2019-10-22 03:50:00,9080.105088,9072.423157,9087.787019000001,2019-10-22 04:25:00,9087.787019000001,TP,7.681931000000986,0.08460178517265401,7.681931000000986,7.681931000000986,True
86,2019-11-13,9423.688993,9398.534764,9413.112783,9405.109165,2019-11-13 04:25:00,9414.542001,9398.284764,9430.799238,2019-11-13 07:30:00,9430.799238,TP,16.257236999999805,0.1726821867518673,16.257236999999805,16.257236999999805,True
87,2019-11-20,9489.147158,9481.429383,9492.863124,9490.862219,2019-11-20 04:25:00,9494.578185,9481.179383,9507.976987,2019-11-20 05:05:00,9481.179383,SL,-13.398801999999705,-0.14112056100783696,13.398801999999705,13.398801999999705,False
88,2019-11-26,9573.470995,9565.75322,9571.184247,9569.183342,2019-11-26 03:45:00,9571.47009,9565.50322,9577.43696,2019-11-26 04:30:00,9577.43696,TP,5.966870000000199,0.0623401624190856,5.966870000000199,5.966870000000199,True
89,2020-01-03,10023.363665,9958.948725,10003.697156,9999.991872,2020-01-03 04:00:00,10005.407287,9958.698725,10052.115849,2020-01-03 08:30:00,10052.115849,TP,46.7085619999998,0.46683318989610867,46.7085619999998,46.7085619999998,True
90,2020-01-06,9987.165889,9944.982654,9972.05973,9970.064577,2020-01-06 04:15:00,9973.484839,9944.732654,10002.237024000002,2020-01-06 08:40:00,10002.237024000002,TP,28.75218500000119,0.2882862456216863,28.75218500000119,28.75218500000119,True
91,2020-01-14,10342.588145,10307.245435,10334.037489,10332.042336,2020-01-14 03:00:00,10338.312817,10306.995435,10369.630199,2020-01-14 04:10:00,10369.630199,TP,31.31738199999927,0.3029254633164315,31.31738199999927,31.31738199999927,True
92,2020-01-27,10266.202287,10211.47809,10261.926959,10261.641937,2020-01-27 03:55:00,10265.917265,10211.22809,10320.60644,2020-01-27 05:00:00,10211.22809,SL,-54.68917499999952,-0.5327256550805596,54.68917499999952,54.68917499999952,False
93,2020-01-31,10478.828593,10418.118937,10437.500424,10434.935227,2020-01-31 04:50:00,10439.495577,10417.868937,10461.122217,2020-01-31 06:00:00,10461.122217,TP,21.626640000000407,0.20716173344282654,21.626640000000407,21.626640000000407,True
94,2020-02-13,10901.230986,10843.656571,10876.434084,10873.868887,2020-02-13 04:30:00,10879.854346,10843.406571,10916.302121,2020-02-13 08:30:00,10916.302121,TP,36.44777500000055,0.3350024167685723,36.44777500000055,36.44777500000055,True
95,2020-02-24,10544.098598,10403.297801,10446.051079,10436.93038,2020-02-24 03:50:00,10455.456801,10403.047801,10507.865801,2020-02-24 06:00:00,10507.865801,TP,52.40899999999965,0.5012597823080006,52.40899999999965,52.40899999999965,True
96,2020-02-26,10078.657905,9929.591473,10064.976856,10050.725763,2020-02-26 04:10:00,10067.827074,9929.341473,10206.312675000001,2020-02-26 08:35:00,10206.312675000001,TP,138.48560100000032,1.375526218141322,138.48560100000032,138.48560100000032,True
97,2020-03-05,10045.595369,9930.161517,9988.020954,9986.595845,2020-03-05 03:40:00,9989.446063,9929.911517,10048.980608999998,2020-03-05 05:30:00,9929.911517,SL,-59.534545999998954,-0.5959744476774294,59.534545999998954,59.534545999998954,False
98,2020-03-06,9713.829927,9551.65249,9589.845419,9586.425157,2020-03-06 04:55:00,9594.690791,9551.40249,9637.979092000001,2020-03-06 06:45:00,9551.40249,SL,-43.2883010000005,-0.4511693179378509,43.2883010000005,43.2883010000005,False
99,2020-03-17,8093.211596,7965.698798,8082.656845,8072.102094,2020-03-17 04:50:00,8112.609516,7965.448798,8259.770234,2020-03-17 05:20:00,8259.770234,TP,147.16071799999918,1.8139751174978058,147.1607180000001,147.1607180000001,True
100,2020-03-26,8393.594092,8353.942461,8407.001478,8406.716214,2020-03-26 04:05:00,8424.97308,8353.692461,8496.253698999999,2020-03-26 07:10:00,8353.692461,SL,-71.2806189999992,-0.8460634630300707,71.2806189999992,71.2806189999992,False
101,2020-04-03,8575.021697,8568.745899,8591.281718,8589.8554,2020-04-03 04:30:00,8595.275407,8568.495899,8622.054914999999,2020-04-03 05:05:00,8622.054914999999,TP,26.779507999999623,0.31156079045693374,26.779507999999623,26.779507999999623,True
102,2020-04-15,9843.873876,9762.288507,9819.626476,9811.639097,2020-04-15 03:20:00,9823.334902,9762.038507,9884.631297000002,2020-04-15 07:20:00,9762.038507,SL,-61.29639500000121,-0.6239876336448781,61.29639500000121,61.29639500000121,False
103,2020-04-17,10133.986886,10108.598431,10151.387961,10150.817434,2020-04-17 03:45:00,10156.237441,10108.348431,10204.126450999998,2020-04-17 05:25:00,10204.126450999998,TP,47.88900999999896,0.4715231430753527,47.88900999999896,47.88900999999896,True
104,2020-05-01,9985.364587,9955.982443,9975.380363,9971.10141,2020-05-01 03:00:00,9979.374053,9955.732443,10003.015662999998,2020-05-01 03:20:00,10003.015662999998,TP,23.641609999998764,0.2369047384579359,23.641609999998764,23.641609999998764,True
105,2020-05-11,10512.531589,10490.281034,10512.816853,10506.541055,2020-05-11 04:45:00,10515.098961,10490.031034,10540.166888,2020-05-11 05:15:00,10490.031034,SL,-25.067927000000054,-0.23839934453280753,25.067927000000054,25.067927000000054,False
106,2020-05-21,10755.576116,10738.175041,10767.271921,10756.431907,2020-05-21 03:55:00,10768.983502,10737.925041,10800.041962999998,2020-05-21 07:35:00,10800.041962999998,TP,31.058460999998715,0.2884066169683572,31.058460999998715,31.058460999998715,True
107,2020-05-22,10573.007457,10545.051632,10569.869559,10568.157977,2020-05-22 03:15:00,10577.856937,10544.801632,10610.912242,2020-05-22 04:00:00,10610.912242,TP,33.05530499999986,0.312495292731523,33.05530499999986,33.05530499999986,True
108,2020-06-08,11208.289338,11178.336667,11196.593533,11192.029317,2020-06-08 03:20:00,11197.734587,11178.086667,11217.382507000002,2020-06-08 03:55:00,11217.382507000002,TP,19.64792000000125,0.17546334794192642,19.64792000000125,19.64792000000125,True
109,2020-06-11,11385.43799,11321.824222,11368.607441,11368.322178,2020-06-11 03:10:00,11379.447455,11321.574222,11437.320688,2020-06-11 06:15:00,11321.574222,SL,-57.873233000000255,-0.5085768287859304,57.873233000000255,57.873233000000255,False
110,2020-06-25,11358.697296,11304.70892,11335.55942,11330.703323,2020-06-25 02:30:00,11345.271615,11304.45892,11386.08431,2020-06-25 03:05:00,11386.08431,TP,40.81269500000053,0.35973307986774483,40.81269500000053,40.81269500000053,True
111,2020-06-26,11506.379785,11463.81752,11498.66716,11481.527993,2020-06-26 03:55:00,11508.093702,11463.56752,11552.619884,2020-06-26 05:25:00,11552.619884,TP,44.52618199999961,0.38691188265404347,44.52618199999961,44.52618199999961,True
112,2020-06-30,11385.83431,11370.123407,11392.689977,11390.690408,2020-06-30 03:30:00,11393.261283,11369.873407,11416.649159,2020-06-30 06:30:00,11416.649159,TP,23.387876000000688,0.20527815011929879,23.387876000000688,23.387876000000688,True
