entry_time,entry_price,direction,setup_class,position_size,stop_loss,tp1,tp2,exit_price_1,exit_price_2,exit_time_1,exit_time_2,exit_reason,pnl,r_multiple,winner
2023-03-21 02:30:00,14159.021611,bullish,C,1,14110.542012,14255.980809,14180.187195858554,14168.206202,14158.186648,2023-03-21 06:00:00,2023-03-21 05:00:00,Force Close 06:00,83.49627999999939,0.08611486245997928,True
2023-03-28 02:15:00,14265.896855,bearish,C,2,14289.327568,14219.035429000001,14246.156509999533,14219.035429000001,14246.156509999533,2023-03-28 02:45:00,2023-03-28 02:45:00,Full TP2,1332.0354200093425,1.421249344833592,True
2023-03-28 02:30:00,14253.372412,bearish,C,1,14289.327568,14181.4621,14231.136195588666,14211.62427,14210.232665,2023-03-28 06:00:00,2023-03-28 05:00:00,Force Close 06:00,848.8788900000145,1.1804689291294062,True
2023-03-28 03:00:00,14229.436811,bearish,C,1,14289.327568,14109.655296999998,14192.251449457175,14211.62427,14210.232665,2023-03-28 06:00:00,2023-03-28 05:00:00,Force Close 06:00,370.16686999999365,0.3090350569454209,True
2023-06-28 03:30:00,16557.908491,bearish,C,1,16587.1333,16499.458872999992,16539.414729865715,16570.008406,16547.458565,2023-06-28 06:00:00,2023-06-28 05:00:00,Force Close 06:00,-16.499890000050073,-0.02822925207149921,False
2023-06-28 03:45:00,16548.558557,bearish,C,1,16587.1333,16471.409071,16521.841420589768,16570.008406,16547.458565,2023-06-28 06:00:00,2023-06-28 05:00:00,Force Close 06:00,-203.49857000001066,-0.26377177678151376,False
2023-07-05 01:00:00,16878.281237,bearish,C,3,16894.03114,16846.781431,16866.111305013543,16846.781431,16866.111305013543,2023-07-05 01:30:00,2023-07-05 01:30:00,Full TP2,1310.0921395936894,1.3863494266109633,True
2023-07-05 01:15:00,16874.98126,bearish,C,2,16894.03114,16836.881500000003,16857.597582033162,16836.881500000003,16857.597582033162,2023-07-05 01:45:00,2023-07-05 01:45:00,Full TP2,1109.6687593367096,1.4562673876906145,True
2023-07-05 01:30:00,16856.831388,bearish,C,1,16894.03114,16782.431883999998,16834.01622841806,16782.431883999998,16834.01622841806,2023-07-05 04:30:00,2023-07-05 04:30:00,Full TP2,972.1466358194084,1.306657415107763,True
2023-07-05 02:00:00,16845.556467,bearish,C,1,16894.03114,16748.607120999997,16805.3597160842,16818.881655,16793.581833,2023-07-05 06:00:00,2023-07-05 05:00:00,Force Close 06:00,786.494459999958,0.8112426668664149,True
2023-08-16 02:45:00,16647.007864,bullish,C,1,16588.358263,16764.307066,16675.36507106696,16620.883048,16630.232982,2023-08-16 06:00:00,2023-08-16 05:00:00,Force Close 06:00,-428.9969799999744,-0.3657288137390459,False
2023-09-12 02:15:00,17021.393781,bearish,C,4,17031.810939,17000.559465,17002.231914460586,17000.559465,17002.231914460586,2023-09-12 02:30:00,2023-09-12 02:30:00,Full TP2,1599.8473015765194,1.9197262122458072,True
2023-10-12 01:15:00,16756.117549,bullish,C,1,16725.607821,16817.137004999993,16773.002777225855,16763.177101,16764.806228,2023-10-12 06:00:00,2023-10-12 05:00:00,Force Close 06:00,157.48231000005035,0.2580854047601874,True
2023-10-20 03:30:00,16133.790912,bullish,B,1,16067.711904,16265.948928000002,16177.880545952032,16111.526172,16127.274403,2023-10-20 06:00:00,2023-10-20 05:00:00,Force Close 06:00,-287.8124900000148,-0.21777906381404222,False
2023-11-02 03:00:00,16079.215147,bullish,B,1,16051.149109,16135.347223000002,16098.863905190641,16135.347223000002,16098.863905190641,2023-11-02 04:15:00,2023-11-02 04:15:00,Full TP2,757.8083419064205,1.350045100605931,True
2023-11-02 03:30:00,16096.864026,bullish,B,1,16051.149109,16188.293859999998,16126.375445972912,16140.850464,16127.002881,2023-11-02 06:00:00,2023-11-02 05:00:00,Force Close 06:00,741.2529300000097,0.8107341964549782,True
2023-11-28 01:15:00,17381.159398,bearish,C,3,17394.563289,17354.351615999996,17360.445950704143,17354.351615999996,17360.445950704143,2023-11-28 01:30:00,2023-11-28 01:30:00,Full TP2,1425.6368788758118,1.7726654631798404,True
2024-01-12 01:45:00,18155.870203,bearish,C,1,18188.958563,18089.693482999995,18132.56293321726,18188.958563,18188.958563,2024-01-12 02:30:00,2024-01-12 02:30:00,Stop Loss,-661.7672000000312,-1.0,False
2024-02-20 02:30:00,18973.011664,bearish,C,1,19003.15199,18912.731012000007,18932.24029449779,18912.731012000007,18932.24029449779,2024-02-20 04:00:00,2024-02-20 04:00:00,Full TP2,1010.520215022043,1.6763591326486373,True
2024-02-20 03:30:00,18948.087375,bearish,B,1,19003.15199,18837.958145,18904.59571908849,18925.575115,18897.970795,2024-02-20 06:00:00,2024-02-20 05:00:00,Force Close 06:00,726.2883999999758,0.6594874040252391,True
2024-03-13 03:30:00,19542.406495,bearish,B,1,19574.282999,19478.653487,19503.06725609119,19539.233769,19520.461806,2024-03-13 06:00:00,2024-03-13 05:00:00,Force Close 06:00,251.1741500000062,0.3939800769871242,True
2024-03-26 01:45:00,19614.057226,bullish,C,1,19580.858753,19680.454172,19636.922647551823,19680.454172,19636.922647551823,2024-03-26 04:15:00,2024-03-26 04:15:00,Full TP2,892.6236755182254,1.3443745974675028,True
2024-03-26 02:00:00,19629.127675,bullish,C,1,19580.858753,19725.665519,19660.306532904902,19678.833718,19674.603416,2024-03-26 06:00:00,2024-03-26 05:00:00,Force Close 06:00,951.8178400000397,0.9859530734911106,True
2024-03-26 02:15:00,19648.428426,bullish,C,1,19580.858753,19783.567771999995,19694.340268826305,19678.833718,19674.603416,2024-03-26 06:00:00,2024-03-26 05:00:00,Force Close 06:00,565.8028200000626,0.41868104053136246,True
2024-03-26 03:45:00,19656.360241,bullish,C,1,19580.858753,19807.363216999995,19722.004356959158,19678.833718,19674.603416,2024-03-26 06:00:00,2024-03-26 05:00:00,Force Close 06:00,407.16652000006434,0.2696413877300503,True
2024-04-09 02:45:00,19371.079285,bearish,C,2,19392.380035,19328.477785000003,19346.12913799167,19328.477785000003,19346.12913799167,2024-04-09 03:00:00,2024-04-09 03:00:00,Full TP2,1351.0329401665513,1.5856635801164811,True
2024-04-15 01:30:00,19312.119458,bullish,C,1,19237.939939,19460.478496000003,19355.442143299835,19328.511876,19322.430818,2024-04-15 06:00:00,2024-04-15 05:00:00,Force Close 06:00,267.03777999999147,0.17999427847462,True
2024-05-10 02:00:00,19290.703557,bullish,C,1,19260.149021,19351.812629,19315.72491349859,19351.812629,19315.72491349859,2024-05-10 04:15:00,2024-05-10 04:15:00,Full TP2,861.3042849858903,1.4094540414325067,True
2024-05-24 03:45:00,19804.420793,bullish,B,1,19756.416264,19900.429851000004,19833.73131154175,19825.5723,19810.237458,2024-05-24 06:00:00,2024-05-24 05:00:00,Force Close 06:00,269.6817199999714,0.2808919550069559,True
2024-06-12 01:00:00,20369.430435,bullish,C,1,20343.634989,20421.021327,20381.972240212443,20377.36225,20376.569069,2024-06-12 06:00:00,2024-06-12 05:00:00,Force Close 06:00,150.70449000002554,0.29211452672697547,True
2024-06-12 01:15:00,20377.36225,bullish,C,1,20343.634989,20444.816772,20389.512222363202,20377.36225,20376.569069,2024-06-12 06:00:00,2024-06-12 05:00:00,Force Close 06:00,-7.9318099999727565,-0.011758752067018957,False
2024-08-14 03:15:00,19928.657864,bearish,C,1,19993.80664,19798.360312000004,19901.804842052527,19944.836476,19932.572044,2024-08-14 06:00:00,2024-08-14 05:00:00,Force Close 06:00,-200.92791999999463,-0.154206980035972,False
2024-09-03 03:45:00,20438.284146,bearish,C,1,20506.825212,20301.202014000006,20367.58357796722,20301.202014000006,20367.58357796722,2024-09-03 04:30:00,2024-09-03 04:30:00,Full TP2,2077.8270003277794,1.5157533443730227,True
