Date,Direction,Entry_Time,Entry_Price,Asian_High,Asian_Low,Asian_Mid,SL_Level,SL_Distance,Exit_Time,Exit_Price,Exit_Type,PnL_Points,Result
2018-02-02,SHORT,2018-02-02 02:45:00,8082.189541,8148.088894,8098.298271,8123.1935825,8132.189541,50.0,2018-02-02 07:00:00,8056.122685,TIME_EXIT,26.06685599999946,WIN
2018-02-05,LONG,2018-02-05 01:00:00,7916.123171,7906.750819,7867.504093,7887.127456,7866.123171,50.0,2018-02-05 06:00:00,7866.123171,STOP_LOSS,-50.0,LOSS
2018-02-06,LONG,2018-02-06 02:15:00,7595.705872,7583.990432,7334.158662,7459.074547,7545.705872,50.0,2018-02-06 04:00:00,7545.705872,STOP_LOSS,-50.0,LOSS
2018-02-07,SHORT,2018-02-07 02:00:00,7702.023495,7807.169574,7709.638532,7758.404053,7752.023495,50.0,2018-02-07 05:30:00,7752.023495,STOP_LOSS,-50.0,LOSS
2018-02-08,LONG,2018-02-08 02:00:00,7718.717998,7712.567392,7613.864805,7663.2160985,7668.717998,50.0,2018-02-08 05:30:00,7668.717998,STOP_LOSS,-50.0,LOSS
2018-02-09,LONG,2018-02-09 02:45:00,7462.442736,7460.392534,7367.254782,7413.823657999999,7412.442736,50.0,2018-02-09 05:30:00,7412.442736,STOP_LOSS,-50.0,LOSS
2018-02-12,LONG,2018-02-12 02:30:00,7580.4758,7561.438209,7534.492696,7547.9654525000005,7530.4758,50.0,2018-02-12 07:00:00,7603.028023,TIME_EXIT,22.552222999999685,WIN
2018-02-13,SHORT,2018-02-13 01:45:00,7617.086551,7675.370868,7621.479842,7648.425354999999,7667.086551,50.0,2018-02-13 07:00:00,7621.479842,TIME_EXIT,-4.393290999999408,LOSS
2018-02-14,LONG,2018-02-14 01:00:00,7700.559065,7697.630205,7675.95664,7686.793422500001,7650.559065,50.0,2018-02-14 07:00:00,7718.425112,TIME_EXIT,17.866046999999526,WIN
2018-02-15,LONG,2018-02-15 02:15:00,7893.570948,7887.127456,7819.470787,7853.2991215,7843.570948,50.0,2018-02-15 07:00:00,7871.897383,TIME_EXIT,-21.673564999999144,LOSS
2018-02-16,LONG,2018-02-16 02:00:00,8019.80482,8019.219048,7990.809104,8005.0140759999995,7969.80482,50.0,2018-02-16 07:00:00,7995.202395,TIME_EXIT,-24.60242500000004,LOSS
2018-02-20,SHORT,2018-02-20 03:00:00,7917.294715,7962.399161,7921.395119,7941.89714,7967.294715,50.0,2018-02-20 07:00:00,7893.863834,TIME_EXIT,23.430881000000227,WIN
2018-02-23,LONG,2018-02-23 01:00:00,7988.17313,7974.700374,7946.29043,7960.4954020000005,7938.17313,50.0,2018-02-23 07:00:00,7997.838369,TIME_EXIT,9.665238999999929,WIN
2018-02-26,LONG,2018-02-26 02:15:00,8109.42794,8101.812904,8071.93853,8086.875717000001,8059.42794,50.0,2018-02-26 07:00:00,8125.829557,TIME_EXIT,16.401617000000442,WIN
2018-03-01,LONG,2018-03-01 01:15:00,8066.666582,8065.787924,8014.532872,8040.160398,8016.666582,50.0,2018-03-01 05:45:00,8016.666582,STOP_LOSS,-50.0,LOSS
2018-03-02,SHORT,2018-03-02 03:45:00,7892.106518,7941.018482,7897.378466,7919.198474000001,7942.106518,50.0,2018-03-02 07:00:00,7832.064885,TIME_EXIT,60.04163299999982,WIN
2018-03-06,LONG,2018-03-06 01:00:00,8085.997059,8076.038934,8056.708458,8066.373696000001,8035.997059,50.0,2018-03-06 07:00:00,8108.842168,TIME_EXIT,22.845108999999866,WIN
2018-03-08,LONG,2018-03-08 01:00:00,8137.837883,8125.243785,8100.348474,8112.7961295000005,8087.837883,50.0,2018-03-08 07:00:00,8158.047018,TIME_EXIT,20.20913500000006,WIN
2018-03-12,LONG,2018-03-12 02:15:00,8373.759529,8373.175849,8338.155072,8355.6654605,8323.759529,50.0,2018-03-12 07:00:00,8353.038903,TIME_EXIT,-20.720626000000266,LOSS
2018-03-13,LONG,2018-03-13 02:00:00,8366.463534,8364.420655,8348.077626,8356.2491405,8316.463534,50.0,2018-03-13 07:00:00,8373.467689,TIME_EXIT,7.004154999998718,WIN
2018-03-14,LONG,2018-03-14 02:30:00,8259.358325,8252.64601,8221.127311,8236.8866605,8209.358325,50.0,2018-03-14 07:00:00,8294.087262,TIME_EXIT,34.72893699999986,WIN
2018-03-15,LONG,2018-03-15 02:30:00,8260.525684,8258.482806,8203.325082,8230.903944,8210.525684,50.0,2018-03-15 07:00:00,8233.968262,TIME_EXIT,-26.55742199999986,LOSS
2018-03-19,SHORT,2018-03-19 01:45:00,8155.463354,8220.543631,8173.265583,8196.904607,8205.463354,50.0,2018-03-19 07:00:00,8133.575369,TIME_EXIT,21.8879850000003,WIN
2018-03-21,SHORT,2018-03-21 03:15:00,8054.778622,8082.211563,8062.658296,8072.434929499999,8104.778622,50.0,2018-03-21 07:00:00,8040.770311,TIME_EXIT,14.008310999999594,WIN
2018-03-22,SHORT,2018-03-22 01:30:00,8029.680398,8072.28901,8035.517195,8053.9031025,8079.680398,50.0,2018-03-22 07:00:00,7951.175491,TIME_EXIT,78.50490700000046,WIN
2018-03-26,LONG,2018-03-26 01:00:00,7722.956763,7718.579166,7629.568026,7674.073596,7672.956763,50.0,2018-03-26 07:00:00,7788.912559,TIME_EXIT,65.95579600000019,WIN
2018-03-27,LONG,2018-03-27 01:30:00,7966.059321,7962.557243,7903.605603,7933.081423,7916.059321,50.0,2018-03-27 07:00:00,7975.981874,TIME_EXIT,9.922553000000335,WIN
2018-03-28,SHORT,2018-03-28 02:15:00,7615.559715,7683.850229,7620.229152,7652.0396905,7665.559715,50.0,2018-03-28 06:15:00,7665.559715,STOP_LOSS,-50.0,LOSS
2018-03-29,LONG,2018-03-29 01:30:00,7601.551404,7591.045171,7551.646798,7571.3459845,7551.551404,50.0,2018-03-29 07:00:00,7597.757487,TIME_EXIT,-3.793916999999965,LOSS
2018-04-02,SHORT,2018-04-02 01:45:00,7643.868176,7677.137914,7644.160016,7660.648965,7693.868176,50.0,2018-04-02 07:00:00,7642.700817,TIME_EXIT,1.1673590000000331,WIN
2018-04-03,LONG,2018-04-03 02:00:00,7510.497385,7509.621866,7464.386696,7487.0042809999995,7460.497385,50.0,2018-04-03 07:00:00,7523.630176,TIME_EXIT,13.132790999999997,WIN
2018-04-04,SHORT,2018-04-04 01:15:00,7502.325871,7546.977361,7506.995307,7526.986334,7552.325871,50.0,2018-04-04 07:00:00,7427.90672,TIME_EXIT,74.41915100000006,WIN
2018-04-05,LONG,2018-04-05 01:30:00,7743.09371,7742.21819,7682.39103,7712.304609999999,7693.09371,50.0,2018-04-05 07:00:00,7755.350982,TIME_EXIT,12.25727199999983,WIN
2018-04-06,LONG,2018-04-06 01:30:00,7640.657938,7635.112982,7570.616385,7602.8646835,7590.657938,50.0,2018-04-06 07:00:00,7627.525147,TIME_EXIT,-13.132790999999997,LOSS
2018-04-09,LONG,2018-04-09 03:30:00,7612.057637,7609.431079,7541.140565,7575.285822,7562.057637,50.0,2018-04-09 07:00:00,7577.62054,TIME_EXIT,-34.437096999999994,LOSS
2018-04-17,LONG,2018-04-17 01:00:00,7865.082748,7864.499069,7823.057816,7843.7784425,7815.082748,50.0,2018-04-17 07:00:00,7887.554413,TIME_EXIT,22.47166500000003,WIN
2018-04-19,SHORT,2018-04-19 01:15:00,7994.659622,8015.380248,8003.706656,8009.543452,8044.659622,50.0,2018-04-19 07:00:00,7968.1022,TIME_EXIT,26.55742199999986,WIN
2018-04-20,SHORT,2018-04-20 02:15:00,7888.138093,7926.660947,7892.51569,7909.5883185,7938.138093,50.0,2018-04-20 07:00:00,7900.687205,TIME_EXIT,-12.549112000000605,LOSS
2018-04-23,SHORT,2018-04-23 02:15:00,7786.286001,7824.517015,7798.251433,7811.384224,7836.286001,50.0,2018-04-23 07:00:00,7814.886302,TIME_EXIT,-28.60030099999949,LOSS
2018-04-24,LONG,2018-04-24 01:00:00,7794.749355,7794.457515,7767.608253,7781.032884,7744.749355,50.0,2018-04-24 07:00:00,7821.890457,TIME_EXIT,27.1411020000005,WIN
2018-04-25,SHORT,2018-04-25 03:30:00,7573.826623,7633.070103,7585.208375,7609.139239,7623.826623,50.0,2018-04-25 07:00:00,7589.002293,TIME_EXIT,-15.175669999999627,LOSS
2018-04-26,SHORT,2018-04-26 01:00:00,7669.550079,7719.162846,7693.189103,7706.1759745,7719.550079,50.0,2018-04-26 07:00:00,7712.15869,TIME_EXIT,-42.608611000000565,LOSS
2018-04-30,LONG,2018-04-30 01:00:00,7825.684375,7824.808855,7784.826802,7804.817828499999,7775.684375,50.0,2018-04-30 07:00:00,7818.680219,TIME_EXIT,-7.004155999999966,LOSS
2018-05-01,SHORT,2018-05-01 03:30:00,7702.819817,7732.003797,7706.321894,7719.1628455,7752.819817,50.0,2018-05-01 07:00:00,7702.527977,TIME_EXIT,0.29183999999986554,WIN
2018-05-03,LONG,2018-05-03 02:15:00,7753.308103,7752.432584,7731.128278,7741.780431,7703.308103,50.0,2018-05-03 07:00:00,7713.32605,TIME_EXIT,-39.98205300000063,LOSS
2018-05-08,SHORT,2018-05-08 03:15:00,7956.136768,7978.316593,7957.304127,7967.8103599999995,8006.136768,50.0,2018-05-08 07:00:00,7944.171336,TIME_EXIT,11.965431999999964,WIN
2018-05-11,SHORT,2018-05-11 01:15:00,8116.9405,8137.661126,8120.442578,8129.0518520000005,8166.9405,50.0,2018-05-11 07:00:00,8135.618248,TIME_EXIT,-18.677748000000065,LOSS
2018-05-15,SHORT,2018-05-15 01:00:00,8111.103704,8144.373442,8123.652816,8134.013129,8161.103704,50.0,2018-05-15 07:00:00,8106.726107,TIME_EXIT,4.377596999999696,WIN
2018-05-17,SHORT,2018-05-17 01:00:00,8077.833966,8106.726107,8085.421801,8096.073954,8127.833966,50.0,2018-05-17 07:00:00,8068.203253,TIME_EXIT,9.630713000000469,WIN
2018-05-21,SHORT,2018-05-21 01:00:00,8074.623728,8095.636194,8079.585005,8087.6105995,8124.623728,50.0,2018-05-21 07:00:00,8073.748209,TIME_EXIT,0.8755189999992581,WIN
2018-05-22,LONG,2018-05-22 01:45:00,8078.709486,8078.417646,8064.993015,8071.7053305,8028.709486,50.0,2018-05-22 07:00:00,8101.181151,TIME_EXIT,22.47166500000003,WIN
2018-05-23,SHORT,2018-05-23 02:15:00,8000.204578,8063.533816,8016.839447,8040.186631500001,8050.204578,50.0,2018-05-23 07:00:00,7991.741224,TIME_EXIT,8.463353999999526,WIN
2018-05-24,LONG,2018-05-24 02:15:00,8137.952966,8123.069136,8084.254442,8103.661789,8087.952966,50.0,2018-05-24 07:00:00,8119.858898,TIME_EXIT,-18.094067999999425,LOSS
2018-05-29,SHORT,2018-05-29 01:00:00,8133.867209,8165.677748,8136.785607,8151.2316775,8183.867209,50.0,2018-05-29 07:00:00,8078.709486,TIME_EXIT,55.15772300000026,WIN
2018-05-30,LONG,2018-05-30 01:00:00,8116.64866,8112.562903,8076.374767,8094.468835,8066.64866,50.0,2018-05-30 07:00:00,8134.742728,TIME_EXIT,18.094068000000334,WIN
2018-05-31,LONG,2018-05-31 01:15:00,8163.634869,8160.716471,8139.412165,8150.064318,8113.634869,50.0,2018-05-31 07:00:00,8160.132791,TIME_EXIT,-3.502078000000438,LOSS
2018-06-01,LONG,2018-06-01 01:45:00,8175.016621,8165.094068,8147.0,8156.047034,8125.016621,50.0,2018-06-01 07:00:00,8177.64318,TIME_EXIT,2.6265590000002703,WIN
2018-06-04,LONG,2018-06-04 02:45:00,8303.717975,8299.924058,8256.439927,8278.1819925,8253.717975,50.0,2018-06-04 07:00:00,8291.460704,TIME_EXIT,-12.2572710000004,LOSS
2018-06-05,LONG,2018-06-05 03:00:00,8353.038903,8352.163383,8332.026437,8342.09491,8303.038903,50.0,2018-06-05 07:00:00,8359.167538,TIME_EXIT,6.128634999999122,WIN
2018-06-07,LONG,2018-06-07 01:15:00,8439.131645,8437.964286,8416.65998,8427.312133,8389.131645,50.0,2018-06-07 07:00:00,8422.204936,TIME_EXIT,-16.92670899999939,LOSS
2018-06-08,SHORT,2018-06-08 01:00:00,8320.416951,8359.167538,8335.236674,8347.202106,8370.416951,50.0,2018-06-08 07:00:00,8293.655716,TIME_EXIT,26.761234999999942,WIN
2018-06-11,LONG,2018-06-11 01:15:00,8348.341718,8347.469069,8322.744015,8335.106542000001,8298.341718,50.0,2018-06-11 07:00:00,8337.86993,TIME_EXIT,-10.471787999998924,LOSS
2018-06-13,SHORT,2018-06-13 01:15:00,8422.51688,8444.333104,8428.043656,8436.18838,8472.51688,50.0,2018-06-13 07:00:00,8428.334539,TIME_EXIT,-5.817659000000276,LOSS
2018-06-14,SHORT,2018-06-14 01:00:00,8394.30123,8427.171007,8404.191251,8415.681129,8444.30123,50.0,2018-06-14 07:00:00,8434.443082,TIME_EXIT,-40.141852000000654,LOSS
2018-06-15,SHORT,2018-06-15 02:30:00,8487.965552,8515.599435,8495.819392,8505.7094135,8537.965552,50.0,2018-06-15 07:00:00,8496.982924,TIME_EXIT,-9.01737200000025,LOSS
2018-06-19,SHORT,2018-06-19 01:30:00,8363.758516,8465.276679,8364.631165,8414.953922,8413.758516,50.0,2018-06-19 07:00:00,8360.558803,TIME_EXIT,3.1997129999999743,WIN
2018-06-20,LONG,2018-06-20 01:00:00,8455.968423,8451.896061,8408.554496,8430.2252785,8405.968423,50.0,2018-06-20 07:00:00,8462.367849,TIME_EXIT,6.3994259999999485,WIN
2018-06-21,SHORT,2018-06-21 03:45:00,8510.945307,8561.84983,8512.981488,8537.415658999998,8560.945307,50.0,2018-06-21 07:00:00,8516.472084,TIME_EXIT,-5.526777000000948,LOSS
2018-06-22,LONG,2018-06-22 01:30:00,8433.27955,8430.079837,8407.100081,8418.589959,8383.27955,50.0,2018-06-22 07:00:00,8458.004604,TIME_EXIT,24.725054000000455,WIN
2018-06-25,SHORT,2018-06-25 02:00:00,8349.50525,8403.900368,8352.704963,8378.3026655,8399.50525,50.0,2018-06-25 07:00:00,8333.506686,TIME_EXIT,15.998563999999533,WIN
2018-06-27,SHORT,2018-06-27 01:00:00,8237.5153,8283.765695,8245.950907,8264.858301,8287.5153,50.0,2018-06-27 07:00:00,8272.421258,TIME_EXIT,-34.90595800000119,LOSS
2018-06-29,LONG,2018-06-29 02:15:00,8265.440067,8262.82212,8197.082565,8229.9523425,8215.440067,50.0,2018-06-29 07:00:00,8251.1868,TIME_EXIT,-14.25326700000005,LOSS
2018-07-02,SHORT,2018-07-02 01:00:00,8183.701947,8247.114439,8201.44581,8224.280124500001,8233.701947,50.0,2018-07-02 07:00:00,8161.303957,TIME_EXIT,22.39798999999948,WIN
2018-07-03,LONG,2018-07-03 03:30:00,8309.363398,8303.545738,8257.00446,8280.275099,8259.363398,50.0,2018-07-03 07:00:00,8328.561675,TIME_EXIT,19.198277000001326,WIN
2018-07-04,LONG,2018-07-04 03:30:00,8201.154927,8194.464618,8164.794553,8179.6295855,8151.154927,50.0,2018-07-04 07:00:00,8194.755501,TIME_EXIT,-6.3994259999999485,LOSS
2018-07-05,LONG,2018-07-05 02:15:00,8205.227288,8199.991395,8164.794553,8182.392973999999,8155.227288,50.0,2018-07-05 07:00:00,8243.914726,TIME_EXIT,38.68743800000084,WIN
2018-07-17,SHORT,2018-07-17 01:00:00,8503.673233,8539.160957,8506.582063,8522.87151,8553.673233,50.0,2018-07-17 07:00:00,8521.417095,TIME_EXIT,-17.743862000001172,LOSS
2018-07-18,SHORT,2018-07-18 01:00:00,8633.697928,8654.059737,8637.479407,8645.769572000001,8683.697928,50.0,2018-07-18 07:00:00,8620.899076,TIME_EXIT,12.798851999999897,WIN
2018-07-19,SHORT,2018-07-19 01:15:00,8609.55464,8628.752917,8611.299938,8620.0264275,8659.55464,50.0,2018-07-19 07:00:00,8583.956937,TIME_EXIT,25.597702999999456,WIN
2018-07-25,LONG,2018-07-25 02:00:00,8632.243513,8627.589385,8606.64581,8617.1175975,8582.243513,50.0,2018-07-25 07:00:00,8623.517023,TIME_EXIT,-8.726489999999103,LOSS
2018-07-27,LONG,2018-07-27 02:15:00,8666.858588,8666.567705,8643.297066,8654.9323855,8616.858588,50.0,2018-07-27 07:00:00,8654.35062,TIME_EXIT,-12.507967999999892,LOSS
2018-08-02,SHORT,2018-08-02 01:45:00,8436.479263,8485.929371,8437.642795,8461.786082999999,8486.479263,50.0,2018-08-02 07:00:00,8402.15507,TIME_EXIT,34.32419299999856,WIN
2018-08-07,LONG,2018-08-07 01:15:00,8685.184216,8682.56627,8657.550333,8670.0583015,8635.184216,50.0,2018-08-07 07:00:00,8686.056865,TIME_EXIT,0.8726490000008198,WIN
2018-08-10,SHORT,2018-08-10 01:00:00,8654.35062,8689.256578,8673.83978,8681.548179000001,8704.35062,50.0,2018-08-10 07:00:00,8646.496779,TIME_EXIT,7.853841000000102,WIN
2018-08-14,LONG,2018-08-14 01:00:00,8661.622695,8658.713865,8636.606758,8647.6603115,8611.622695,50.0,2018-08-14 07:00:00,8661.622695,TIME_EXIT,0.0,LOSS
2018-08-20,LONG,2018-08-20 01:30:00,8617.699364,8614.208768,8593.846959,8604.0278635,8567.699364,50.0,2018-08-20 07:00:00,8615.081417,TIME_EXIT,-2.6179470000006404,LOSS
2018-08-21,LONG,2018-08-21 02:00:00,8605.191395,8601.700799,8574.066916,8587.8838575,8555.191395,50.0,2018-08-21 07:00:00,8613.917885,TIME_EXIT,8.726490000000922,WIN
2018-08-28,SHORT,2018-08-28 01:15:00,8811.427433,8832.661891,8813.463614,8823.0627525,8861.427433,50.0,2018-08-28 07:00:00,8834.407189,TIME_EXIT,-22.979755999998815,LOSS
2018-08-30,SHORT,2018-08-30 02:15:00,8907.418818,8926.907978,8910.327648,8918.617813,8957.418818,50.0,2018-08-30 07:00:00,8911.49118,TIME_EXIT,-4.072362000000794,LOSS
2018-09-04,LONG,2018-09-04 01:00:00,8942.324777,8933.88917,8909.745882,8921.817525999999,8892.324777,50.0,2018-09-04 06:30:00,8892.324777,STOP_LOSS,-50.0,LOSS
2018-09-05,SHORT,2018-09-05 01:00:00,8861.168423,8893.165552,8874.549041,8883.8572965,8911.168423,50.0,2018-09-05 07:00:00,8857.677828,TIME_EXIT,3.4905949999993027,WIN
2018-09-07,LONG,2018-09-07 01:45:00,8676.74861,8676.457727,8642.424417,8659.441072000001,8626.74861,50.0,2018-09-07 07:00:00,8656.968567,TIME_EXIT,-19.78004300000066,LOSS
2018-09-10,LONG,2018-09-10 02:30:00,8683.148036,8682.275387,8652.605322,8667.440354499999,8633.148036,50.0,2018-09-10 07:00:00,8700.601015,TIME_EXIT,17.452978999999686,WIN
2018-09-11,SHORT,2018-09-11 03:30:00,8679.65744,8711.072802,8683.438919,8697.255860500001,8729.65744,50.0,2018-09-11 07:00:00,8649.696492,TIME_EXIT,29.960948000001736,WIN
2018-09-12,LONG,2018-09-12 01:30:00,8752.378186,8751.79642,8729.980196,8740.888308000001,8702.378186,50.0,2018-09-12 07:00:00,8743.069931,TIME_EXIT,-9.308254999999917,LOSS
2018-09-14,LONG,2018-09-14 01:00:00,8822.017077,8819.698316,8803.177142,8811.437729000001,8772.017077,50.0,2018-09-14 07:00:00,8832.161657,TIME_EXIT,10.144580000000133,WIN
2018-09-18,LONG,2018-09-18 01:00:00,8657.385027,8646.370911,8605.212899,8625.791905,8607.385027,50.0,2018-09-18 07:00:00,8665.210846,TIME_EXIT,7.825818999999683,WIN
2018-09-20,SHORT,2018-09-20 01:00:00,8714.194678,8737.382291,8718.25251,8727.8174005,8764.194678,50.0,2018-09-20 07:00:00,8764.194678,STOP_LOSS,-50.0,LOSS
2018-09-21,LONG,2018-09-21 01:00:00,8837.37887,8833.321038,8813.031877,8823.1764575,8787.37887,50.0,2018-09-21 07:00:00,8821.727232,TIME_EXIT,-15.651638000001185,LOSS
2018-09-24,LONG,2018-09-24 03:15:00,8725.208794,8724.339259,8703.470407,8713.904833,8675.208794,50.0,2018-09-24 07:00:00,8714.774368,TIME_EXIT,-10.434425999999803,LOSS
2018-09-27,SHORT,2018-09-27 02:15:00,8803.177142,8829.263206,8805.206058,8817.234632,8853.177142,50.0,2018-09-27 07:00:00,8827.23429,TIME_EXIT,-24.05714799999987,LOSS
2018-09-28,SHORT,2018-09-28 01:45:00,8872.450134,8897.666663,8874.768896,8886.217779499999,8922.450134,50.0,2018-09-28 07:00:00,8839.987477,TIME_EXIT,32.462657000000036,WIN
2018-10-01,LONG,2018-10-01 03:30:00,8943.172353,8942.882508,8906.651863,8924.7671855,8893.172353,50.0,2018-10-01 07:00:00,8935.056688,TIME_EXIT,-8.115664999999353,LOSS
2018-10-02,SHORT,2018-10-02 01:00:00,8874.47905,8901.43465,8875.058741,8888.2466955,8924.47905,50.0,2018-10-02 07:00:00,8876.507967,TIME_EXIT,-2.0289169999996375,LOSS
2018-10-04,SHORT,2018-10-04 01:00:00,8827.81398,8866.653231,8834.770264,8850.711747500001,8877.81398,50.0,2018-10-04 07:00:00,8826.074909,TIME_EXIT,1.7390709999999672,WIN
2018-10-05,SHORT,2018-10-05 02:00:00,8695.064898,8741.729968,8698.543039,8720.1365035,8745.064898,50.0,2018-10-05 07:00:00,8686.369543,TIME_EXIT,8.695354999999836,WIN
2018-10-08,SHORT,2018-10-08 02:00:00,8591.300331,8632.458343,8594.198783,8613.328563,8641.300331,50.0,2018-10-08 07:00:00,8599.12615,TIME_EXIT,-7.825818999999683,LOSS
2018-10-09,SHORT,2018-10-09 03:00:00,8542.89619,8577.677609,8554.200151,8565.93888,8592.89619,50.0,2018-10-09 07:00:00,8517.389816,TIME_EXIT,25.506373999998686,WIN
2018-10-12,LONG,2018-10-12 01:00:00,8260.876851,8257.978399,8191.893703,8224.936051,8210.876851,50.0,2018-10-12 07:00:00,8282.615238,TIME_EXIT,21.73838699999942,WIN
2018-10-15,SHORT,2018-10-15 01:00:00,8239.428309,8314.498205,8265.514373,8290.006289,8289.428309,50.0,2018-10-15 06:30:00,8289.428309,STOP_LOSS,-50.0,LOSS
2018-10-22,LONG,2018-10-22 01:15:00,8280.876167,8275.079264,8181.749123,8228.4141935,8230.876167,50.0,2018-10-22 07:00:00,8308.121612,TIME_EXIT,27.245445000000473,WIN
2018-10-23,SHORT,2018-10-23 01:00:00,8177.981136,8300.585637,8209.574258,8255.0799475,8227.981136,50.0,2018-10-23 07:00:00,8146.098168,TIME_EXIT,31.88296799999989,WIN
2018-10-24,SHORT,2018-10-24 01:30:00,8233.051716,8318.556037,8236.819703,8277.68787,8283.051716,50.0,2018-10-24 06:45:00,8283.051716,STOP_LOSS,-50.0,LOSS
2018-10-25,LONG,2018-10-25 02:30:00,8003.49435,7991.900544,7903.207926,7947.554235,7953.49435,50.0,2018-10-25 07:00:00,8033.928092,TIME_EXIT,30.433742000000166,WIN
2018-10-31,LONG,2018-10-31 02:00:00,7966.39417,7946.684699,7903.207926,7924.9463125,7916.39417,50.0,2018-10-31 07:00:00,8006.682647,TIME_EXIT,40.28847700000006,WIN
2018-11-01,SHORT,2018-11-01 01:00:00,8074.506414,8124.939472,8074.796259,8099.8678655,8124.506414,50.0,2018-11-01 05:30:00,8124.506414,STOP_LOSS,-50.0,LOSS
2018-11-02,LONG,2018-11-02 01:00:00,8248.413509,8199.139832,8113.05582,8156.097826,8198.413509,50.0,2018-11-02 07:00:00,8206.965651,TIME_EXIT,-41.44785799999954,LOSS
2018-11-05,LONG,2018-11-05 03:45:00,8091.607278,8090.158053,8051.608647,8070.88335,8041.607278,50.0,2018-11-05 07:00:00,8070.738427,TIME_EXIT,-20.868851000000177,LOSS
2018-11-06,SHORT,2018-11-06 02:15:00,8033.348402,8080.303317,8040.884376,8060.5938465,8083.348402,50.0,2018-11-06 07:00:00,8033.348402,TIME_EXIT,0.0,LOSS
2018-11-07,LONG,2018-11-07 02:45:00,8227.254812,8208.125032,8082.622079,8145.3735555,8177.254811999999,50.0,2018-11-07 07:00:00,8205.806271,TIME_EXIT,-21.44854099999975,LOSS
2018-11-09,SHORT,2018-11-09 01:30:00,8264.644838,8308.411457,8270.441741,8289.426599,8314.644838,50.0,2018-11-09 07:00:00,8248.993199,TIME_EXIT,15.651638999999705,WIN
