Date,Direction,Entry_Time,Entry_Price,SL_Level,SL_Distance,TP_Level,TP_Distance,Exit_Time,Exit_Price,Exit_Type,PnL_Points,Result,Asian_High,Asian_Low,Asian_Mid
2018-01-02,SHORT,2018-01-02 02:15:00,7503.739664,7553.739664,50,7453.739664,50,2018-01-02 08:00:00,7539.764644,TIME_EXIT,-36.02498000000014,LOSS,7525.706115,7511.647587,7518.676851
2018-01-03,LONG,2018-01-03 01:45:00,7645.203609,7595.203609,50,7695.203609,50,2018-01-03 08:00:00,7643.446293,TIME_EXIT,-1.7573160000001735,LOSS,7644.324951,7634.07394,7639.1994455
2018-01-04,LONG,2018-01-04 02:15:00,7732.776527,7682.776527,50,7782.776527,50,2018-01-04 08:00:00,7749.178143,TIME_EXIT,16.401616000000104,WIN,7731.019211,7709.638532,7720.3288715
2018-01-05,LONG,2018-01-05 01:45:00,7747.420827,7697.420827,50,7797.420827,50,2018-01-05 08:00:00,7762.6509,TIME_EXIT,15.23007299999972,WIN,7746.835055,7731.897869,7739.366462
2018-01-09,LONG,2018-01-09 02:15:00,7841.730124,7791.730124,50,7891.730124,50,2018-01-09 08:00:00,7855.495766,TIME_EXIT,13.765642000000298,WIN,7841.144352,7824.742735,7832.9435435
2018-01-10,SHORT,2018-01-10 01:45:00,7817.127699,7867.127699,50,7767.127699,50,2018-01-10 08:00:00,7797.504336,TIME_EXIT,19.6233629999997,WIN,7832.943543,7819.763673,7826.353608
2018-01-12,LONG,2018-01-12 01:00:00,7885.955912,7835.955912,50,7935.955912,50,2018-01-12 08:00:00,7865.453891,TIME_EXIT,-20.50202100000024,LOSS,7881.562621,7870.140067,7875.851344000001
2018-01-15,SHORT,2018-01-15 02:00:00,7941.89714,7991.89714,50,7891.89714,50,2018-01-15 08:00:00,7938.089622,TIME_EXIT,3.807517999999618,WIN,7964.742249,7945.704658,7955.2234535
2018-01-16,LONG,2018-01-16 02:00:00,7963.863591,7913.863591,50,8013.863591,50,2018-01-16 08:00:00,7979.38655,TIME_EXIT,15.5229589999999,WIN,7960.641845,7938.96828,7949.8050625
2018-01-17,LONG,2018-01-17 02:00:00,7936.625192,7886.625192,50,7986.625192,50,2018-01-17 08:00:00,7958.591643,TIME_EXIT,21.966450999999324,WIN,7933.696332,7907.043705,7920.3700185
2018-01-19,LONG,2018-01-19 02:45:00,7997.545483,7947.545483,50,8047.545483,50,2018-01-19 08:00:00,8015.41153,TIME_EXIT,17.866047000000435,WIN,7996.373939,7968.256881,7982.31541
2018-01-23,LONG,2018-01-23 01:00:00,8141.938287,8091.938287,50,8191.938287,50,2018-01-23 08:00:00,8122.022039,TIME_EXIT,-19.91624799999954,LOSS,8139.009427,8117.628748,8128.3190875
2018-01-24,LONG,2018-01-24 01:00:00,8169.469573,8119.469573,50,8219.469573,50,2018-01-24 08:00:00,8182.356557,TIME_EXIT,12.886983999999757,WIN,8164.783396,8152.189298,8158.486347
2018-01-25,LONG,2018-01-25 03:30:00,8141.645401,8091.645401,50,8191.645401,50,2018-01-25 08:00:00,8178.256153,TIME_EXIT,36.6107520000005,WIN,8136.373453,8112.649686,8124.5115695
2018-01-26,LONG,2018-01-26 03:15:00,8150.724868,8100.724868,50,8200.724868000001,50,2018-01-26 08:00:00,8161.268764,TIME_EXIT,10.543896000000132,WIN,8149.84621,8129.344189,8139.5951995
2018-01-29,SHORT,2018-01-29 02:00:00,8219.845967,8269.845967,50,8169.845966999999,50,2018-01-29 08:00:00,8208.716298,TIME_EXIT,11.129668999999922,WIN,8256.163833,8229.218319,8242.691076
2018-02-01,SHORT,2018-02-01 03:15:00,8160.390106,8210.390105999999,50,8110.390106,50,2018-02-01 07:45:00,8110.390106,TAKE_PROFIT,50.0,WIN,8186.456961,8164.783396,8175.620178499999
2018-02-02,SHORT,2018-02-02 02:45:00,8082.189541,8132.189541,50,8032.189541,50,2018-02-02 05:30:00,8032.189541,TAKE_PROFIT,50.0,WIN,8148.088894,8098.298271,8123.1935825
2018-02-05,LONG,2018-02-05 01:00:00,7916.123171,7866.123171,50,7966.123171,50,2018-02-05 06:00:00,7866.123171,STOP_LOSS,-50.0,LOSS,7906.750819,7867.504093,7887.127456
2018-02-06,LONG,2018-02-06 02:15:00,7595.705872,7545.705872,50,7645.705872,50,2018-02-06 03:00:00,7645.705872,TAKE_PROFIT,50.0,WIN,7583.990432,7334.158662,7459.074547
2018-02-07,SHORT,2018-02-07 02:00:00,7702.023495,7752.023495,50,7652.023495,50,2018-02-07 05:30:00,7752.023495,STOP_LOSS,-50.0,LOSS,7807.169574,7709.638532,7758.404053
2018-02-08,LONG,2018-02-08 02:00:00,7718.717998,7668.717998,50,7768.717998,50,2018-02-08 05:30:00,7668.717998,STOP_LOSS,-50.0,LOSS,7712.567392,7613.864805,7663.2160985
2018-02-09,LONG,2018-02-09 02:45:00,7462.442736,7412.442736,50,7512.442736,50,2018-02-09 05:30:00,7412.442736,STOP_LOSS,-50.0,LOSS,7460.392534,7367.254782,7413.823657999999
2018-02-12,LONG,2018-02-12 02:30:00,7580.4758,7530.4758,50,7630.4758,50,2018-02-12 08:00:00,7556.459147,TIME_EXIT,-24.016653000000588,LOSS,7561.438209,7534.492696,7547.9654525000005
2018-02-13,SHORT,2018-02-13 01:45:00,7617.086551,7667.086551,50,7567.086551,50,2018-02-13 08:00:00,7598.341846,TIME_EXIT,18.744705000000067,WIN,7675.370868,7621.479842,7648.425354999999
2018-02-14,LONG,2018-02-14 01:00:00,7700.559065,7650.559065,50,7750.559065,50,2018-02-14 07:30:00,7650.559065,STOP_LOSS,-50.0,LOSS,7697.630205,7675.95664,7686.793422500001
2018-02-15,LONG,2018-02-15 02:15:00,7893.570948,7843.570948,50,7943.570948,50,2018-02-15 08:00:00,7887.713228,TIME_EXIT,-5.857719999999972,LOSS,7887.127456,7819.470787,7853.2991215
2018-02-16,LONG,2018-02-16 02:00:00,8019.80482,7969.80482,50,8069.80482,50,2018-02-16 07:30:00,7969.80482,STOP_LOSS,-50.0,LOSS,8019.219048,7990.809104,8005.0140759999995
2018-02-20,SHORT,2018-02-20 03:00:00,7917.294715,7967.294715,50,7867.294715,50,2018-02-20 08:00:00,7903.529072,TIME_EXIT,13.765642999999727,WIN,7962.399161,7921.395119,7941.89714
2018-02-23,LONG,2018-02-23 01:00:00,7988.17313,7938.17313,50,8038.17313,50,2018-02-23 08:00:00,7987.587358,TIME_EXIT,-0.585772000000361,LOSS,7974.700374,7946.29043,7960.4954020000005
2018-02-26,LONG,2018-02-26 02:15:00,8109.42794,8059.42794,50,8159.42794,50,2018-02-26 08:00:00,8122.607811,TIME_EXIT,13.179871000000276,WIN,8101.812904,8071.93853,8086.875717000001
2018-03-01,LONG,2018-03-01 01:15:00,8066.666582,8016.666582,50,8116.666582,50,2018-03-01 05:45:00,8016.666582,STOP_LOSS,-50.0,LOSS,8065.787924,8014.532872,8040.160398
2018-03-02,SHORT,2018-03-02 03:45:00,7892.106518,7942.106518,50,7842.106518,50,2018-03-02 05:30:00,7842.106518,TAKE_PROFIT,50.0,WIN,7941.018482,7897.378466,7919.198474000001
2018-03-06,LONG,2018-03-06 01:00:00,8085.997059,8035.997059,50,8135.997059,50,2018-03-06 08:00:00,8106.206194,TIME_EXIT,20.20913500000006,WIN,8076.038934,8056.708458,8066.373696000001
2018-03-08,LONG,2018-03-08 01:00:00,8137.837883,8087.837883,50,8187.837883,50,2018-03-08 08:00:00,8155.118158,TIME_EXIT,17.280275000000074,WIN,8125.243785,8100.348474,8112.7961295000005
2018-03-12,LONG,2018-03-12 02:15:00,8373.759529,8323.759529,50,8423.759529,50,2018-03-12 08:00:00,8344.575548,TIME_EXIT,-29.18398100000013,LOSS,8373.175849,8338.155072,8355.6654605
2018-03-13,LONG,2018-03-13 02:00:00,8366.463534,8316.463534,50,8416.463534,50,2018-03-13 08:00:00,8398.274072,TIME_EXIT,31.810537999999724,WIN,8364.420655,8348.077626,8356.2491405
2018-03-14,LONG,2018-03-14 02:30:00,8259.358325,8209.358325,50,8309.358325,50,2018-03-14 05:00:00,8309.358325,TAKE_PROFIT,50.0,WIN,8252.64601,8221.127311,8236.8866605
2018-03-15,LONG,2018-03-15 02:30:00,8260.525684,8210.525684,50,8310.525684,50,2018-03-15 08:00:00,8254.105209,TIME_EXIT,-6.420475000000806,LOSS,8258.482806,8203.325082,8230.903944
2018-03-19,SHORT,2018-03-19 01:45:00,8155.463354,8205.463354,50,8105.463354,50,2018-03-19 03:15:00,8105.463354,TAKE_PROFIT,50.0,WIN,8220.543631,8173.265583,8196.904607
