date,entry_time,direction,entry_price,stop_loss,take_profit,asian_high,asian_low,breakout_level,risk,result,exit_time,exit_price,pnl,pnl_points
2024-09-19,2024-09-19 08:50:00+02:00,SHORT,20624.833933,20640.149187,20423.686487,20634.117661,20423.686487,20635.149187,15.315253999997367,LOSS,2024-09-19 08:55:00+02:00,20640.149187,-15.315253999997367,-15.315253999997367
2024-09-20,2024-09-20 09:50:00+02:00,SHORT,20690.593675,20711.324437,20610.908341,20702.456217,20610.908341,20706.324437,20.73076199999923,LOSS,2024-09-20 10:35:00+02:00,20711.324437,-20.73076199999923,-20.73076199999923
2024-09-24,2024-09-24 11:50:00+02:00,LONG,20680.794184,20610.034442,20893.073409999994,20815.408244,20664.031897,20615.034442,70.75974199999837,WIN,2024-09-25 11:10:00+02:00,20893.073409999994,212.2792259999951,212.2792259999951
2024-09-25,2024-09-25 09:25:00+02:00,SHORT,20776.726043,20782.499687,20696.782827,20777.241806,20696.782827,20777.499687,5.773644000000786,LOSS,2024-09-25 09:30:00+02:00,20782.499687,-5.773644000000786,-5.773644000000786
2024-09-26,2024-09-26 08:05:00+02:00,SHORT,21133.63382,21151.270006,20966.784592,21146.012124,20966.784592,21146.270006,17.636185999999725,LOSS,2024-09-26 09:25:00+02:00,21151.270006,-17.636185999999725,-17.636185999999725
2024-09-27,2024-09-27 09:10:00+02:00,SHORT,20998.761878,21007.88798,20872.915784,21000.309166,20872.915784,21002.88798,9.126101999998355,LOSS,2024-09-27 09:25:00+02:00,21007.88798,-9.126101999998355,-9.126101999998355
2024-09-30,2024-09-30 09:05:00+02:00,LONG,20799.935364,20770.694518,20887.657902000003,20885.551969,20781.110026,20775.694518,29.2408460000006,WIN,2024-09-30 10:35:00+02:00,20887.657902000003,87.7225380000018,87.7225380000018
2024-10-01,2024-10-01 08:05:00+02:00,SHORT,20951.311711,20969.46366,20852.285276,20959.821796,20852.285276,20964.46366,18.151949000002787,WIN,2024-10-01 10:30:00+02:00,20852.285276,99.02643499999976,99.02643499999976
2024-10-02,2024-10-02 09:45:00+02:00,SHORT,20619.676306,20628.544526,20505.434872,20620.965713,20505.434872,20623.544526,8.868220000000292,LOSS,2024-10-02 09:50:00+02:00,20628.544526,-8.868220000000292,-8.868220000000292
2024-10-03,2024-10-03 09:05:00+02:00,SHORT,20596.466985,20617.71351,20477.841568,20611.166222,20477.841568,20612.71351,21.246525000002293,LOSS,2024-10-03 09:30:00+02:00,20617.71351,-21.246525000002293,-21.246525000002293
2024-10-04,2024-10-04 08:35:00+02:00,SHORT,20700.908929,20723.702741,20601.366731,20710.450538,20601.366731,20718.702741,22.79381199999989,LOSS,2024-10-04 09:30:00+02:00,20723.702741,-22.79381199999989,-22.79381199999989
2024-10-08,2024-10-08 08:10:00+02:00,SHORT,20712.255708,20735.565283,20571.194614,20728.502232,20571.194614,20730.565283,23.309574999999313,LOSS,2024-10-08 09:00:00+02:00,20735.565283,-23.309574999999313,-23.309574999999313
2024-10-09,2024-10-09 10:10:00+02:00,SHORT,20926.555103,20939.549424,20832.686294,20932.744255,20832.686294,20934.549424,12.994321000001946,LOSS,2024-10-09 10:15:00+02:00,20939.549424,-12.994321000001946,-12.994321000001946
2024-10-10,2024-10-10 08:15:00+02:00,LONG,21061.942807,21039.406876,21129.550599999995,21119.450346,21049.04874,21044.406876,22.535930999998527,LOSS,2024-10-10 09:30:00+02:00,21039.406876,-22.535930999998527,-22.535930999998527
2024-10-11,2024-10-11 10:45:00+02:00,LONG,20999.793404,20975.710184,21113.519075,21113.519075,20995.667302,20980.710184,24.083220000000438,LOSS,2024-10-11 11:00:00+02:00,20975.710184,-24.083220000000438,-24.083220000000438
2024-10-15,2024-10-15 10:25:00+02:00,SHORT,21281.915591,21299.036014,21211.771866,21285.52593,21211.771866,21294.036014,17.1204230000003,LOSS,2024-10-15 10:35:00+02:00,21299.036014,-17.1204230000003,-17.1204230000003
