Date,Entry_Time,Direction,Entry_Price,Exit_Time,Exit_Price,Exit_Type,PnL_Points
2018-02-09,2018-02-09 02:45:00,LONG,7462.442736,2018-02-09 07:00:00,7428.760845,TIME_EXIT,-33.68189100000018
2018-02-12,2018-02-12 02:30:00,LONG,7580.4758,2018-02-12 07:00:00,7603.028023,TIME_EXIT,22.552222999999685
2018-02-13,2018-02-13 01:45:00,SHORT,7617.086551,2018-02-13 07:00:00,7621.479842,TIME_EXIT,-4.393290999999408
2018-02-14,2018-02-14 01:00:00,LONG,7700.559065,2018-02-14 07:00:00,7718.425112,TIME_EXIT,17.866046999999526
2018-02-15,2018-02-15 02:15:00,LONG,7893.570948,2018-02-15 07:00:00,7871.897383,TIME_EXIT,-21.673564999999144
2018-02-16,2018-02-16 02:00:00,LONG,8019.80482,2018-02-16 07:00:00,7995.202395,TIME_EXIT,-24.60242500000004
2018-02-20,2018-02-20 03:00:00,SHORT,7917.294715,2018-02-20 07:00:00,7893.863834,TIME_EXIT,23.430881000000227
2018-02-23,2018-02-23 01:00:00,LONG,7988.17313,2018-02-23 07:00:00,7997.838369,TIME_EXIT,9.665238999999929
2018-02-26,2018-02-26 02:15:00,LONG,8109.42794,2018-02-26 07:00:00,8125.829557,TIME_EXIT,16.401617000000442
2018-03-01,2018-03-01 01:15:00,LONG,8066.666582,2018-03-01 07:00:00,8032.106032,TIME_EXIT,-34.56055000000015
2018-03-02,2018-03-02 03:45:00,SHORT,7892.106518,2018-03-02 07:00:00,7832.064885,TIME_EXIT,60.04163299999982
2018-03-06,2018-03-06 01:00:00,LONG,8085.997059,2018-03-06 07:00:00,8108.842168,TIME_EXIT,22.845108999999866
2018-03-08,2018-03-08 01:00:00,LONG,8137.837883,2018-03-08 07:00:00,8158.047018,TIME_EXIT,20.20913500000006
2018-03-12,2018-03-12 02:15:00,LONG,8373.759529,2018-03-12 07:00:00,8353.038903,TIME_EXIT,-20.720626000000266
2018-03-13,2018-03-13 02:00:00,LONG,8366.463534,2018-03-13 07:00:00,8373.467689,TIME_EXIT,7.004154999998718
2018-03-14,2018-03-14 02:30:00,LONG,8259.358325,2018-03-14 07:00:00,8294.087262,TIME_EXIT,34.72893699999986
2018-03-15,2018-03-15 02:30:00,LONG,8260.525684,2018-03-15 07:00:00,8233.968262,TIME_EXIT,-26.55742199999986
2018-03-19,2018-03-19 01:45:00,SHORT,8155.463354,2018-03-19 07:00:00,8133.575369,TIME_EXIT,21.8879850000003
2018-03-21,2018-03-21 03:15:00,SHORT,8054.778622,2018-03-21 07:00:00,8040.770311,TIME_EXIT,14.008310999999594
2018-03-22,2018-03-22 01:30:00,SHORT,8029.680398,2018-03-22 07:00:00,7951.175491,TIME_EXIT,78.50490700000046
2018-03-26,2018-03-26 01:00:00,LONG,7722.956763,2018-03-26 07:00:00,7788.912559,TIME_EXIT,65.95579600000019
2018-03-27,2018-03-27 01:30:00,LONG,7966.059321,2018-03-27 07:00:00,7975.981874,TIME_EXIT,9.922553000000335
2018-03-28,2018-03-28 02:15:00,SHORT,7615.559715,2018-03-28 07:00:00,7668.38272,TIME_EXIT,-52.823004999999284
2018-03-29,2018-03-29 01:30:00,LONG,7601.551404,2018-03-29 07:00:00,7597.757487,TIME_EXIT,-3.793916999999965
2018-04-02,2018-04-02 01:45:00,SHORT,7643.868176,2018-04-02 07:00:00,7642.700817,TIME_EXIT,1.1673590000000331
2018-04-03,2018-04-03 02:00:00,LONG,7510.497385,2018-04-03 07:00:00,7523.630176,TIME_EXIT,13.132790999999997
2018-04-04,2018-04-04 01:15:00,SHORT,7502.325871,2018-04-04 07:00:00,7427.90672,TIME_EXIT,74.41915100000006
2018-04-05,2018-04-05 01:30:00,LONG,7743.09371,2018-04-05 07:00:00,7755.350982,TIME_EXIT,12.25727199999983
2018-04-06,2018-04-06 01:30:00,LONG,7640.657938,2018-04-06 07:00:00,7627.525147,TIME_EXIT,-13.132790999999997
2018-04-09,2018-04-09 03:30:00,LONG,7612.057637,2018-04-09 07:00:00,7577.62054,TIME_EXIT,-34.437096999999994
2018-04-17,2018-04-17 01:00:00,LONG,7865.082748,2018-04-17 07:00:00,7887.554413,TIME_EXIT,22.47166500000003
2018-04-19,2018-04-19 01:15:00,SHORT,7994.659622,2018-04-19 07:00:00,7968.1022,TIME_EXIT,26.55742199999986
2018-04-20,2018-04-20 02:15:00,SHORT,7888.138093,2018-04-20 07:00:00,7900.687205,TIME_EXIT,-12.549112000000605
2018-04-23,2018-04-23 02:15:00,SHORT,7786.286001,2018-04-23 07:00:00,7814.886302,TIME_EXIT,-28.60030099999949
2018-04-24,2018-04-24 01:00:00,LONG,7794.749355,2018-04-24 07:00:00,7821.890457,TIME_EXIT,27.1411020000005
2018-04-25,2018-04-25 03:30:00,SHORT,7573.826623,2018-04-25 07:00:00,7589.002293,TIME_EXIT,-15.175669999999627
2018-04-26,2018-04-26 01:00:00,SHORT,7669.550079,2018-04-26 07:00:00,7712.15869,TIME_EXIT,-42.608611000000565
2018-04-30,2018-04-30 01:00:00,LONG,7825.684375,2018-04-30 07:00:00,7818.680219,TIME_EXIT,-7.004155999999966
2018-05-01,2018-05-01 03:30:00,SHORT,7702.819817,2018-05-01 07:00:00,7702.527977,TIME_EXIT,0.29183999999986554
2018-05-03,2018-05-03 02:15:00,LONG,7753.308103,2018-05-03 07:00:00,7713.32605,TIME_EXIT,-39.98205300000063
2018-05-08,2018-05-08 03:15:00,SHORT,7956.136768,2018-05-08 07:00:00,7944.171336,TIME_EXIT,11.965431999999964
2018-05-11,2018-05-11 01:15:00,SHORT,8116.9405,2018-05-11 07:00:00,8135.618248,TIME_EXIT,-18.677748000000065
2018-05-15,2018-05-15 01:00:00,SHORT,8111.103704,2018-05-15 07:00:00,8106.726107,TIME_EXIT,4.377596999999696
2018-05-17,2018-05-17 01:00:00,SHORT,8077.833966,2018-05-17 07:00:00,8068.203253,TIME_EXIT,9.630713000000469
2018-05-21,2018-05-21 01:00:00,SHORT,8074.623728,2018-05-21 07:00:00,8073.748209,TIME_EXIT,0.8755189999992581
2018-05-22,2018-05-22 01:45:00,LONG,8078.709486,2018-05-22 07:00:00,8101.181151,TIME_EXIT,22.47166500000003
2018-05-23,2018-05-23 02:15:00,SHORT,8000.204578,2018-05-23 07:00:00,7991.741224,TIME_EXIT,8.463353999999526
2018-05-24,2018-05-24 02:15:00,LONG,8137.952966,2018-05-24 07:00:00,8119.858898,TIME_EXIT,-18.094067999999425
2018-05-29,2018-05-29 01:00:00,SHORT,8133.867209,2018-05-29 07:00:00,8078.709486,TIME_EXIT,55.15772300000026
2018-05-30,2018-05-30 01:00:00,LONG,8116.64866,2018-05-30 07:00:00,8134.742728,TIME_EXIT,18.094068000000334
2018-05-31,2018-05-31 01:15:00,LONG,8163.634869,2018-05-31 07:00:00,8160.132791,TIME_EXIT,-3.502078000000438
2018-06-01,2018-06-01 01:45:00,LONG,8175.016621,2018-06-01 07:00:00,8177.64318,TIME_EXIT,2.6265590000002703
2018-06-04,2018-06-04 02:45:00,LONG,8303.717975,2018-06-04 07:00:00,8291.460704,TIME_EXIT,-12.2572710000004
2018-06-05,2018-06-05 03:00:00,LONG,8353.038903,2018-06-05 07:00:00,8359.167538,TIME_EXIT,6.128634999999122
2018-06-07,2018-06-07 01:15:00,LONG,8439.131645,2018-06-07 07:00:00,8422.204936,TIME_EXIT,-16.92670899999939
2018-06-08,2018-06-08 01:00:00,SHORT,8320.416951,2018-06-08 07:00:00,8293.655716,TIME_EXIT,26.761234999999942
2018-06-11,2018-06-11 01:15:00,LONG,8348.341718,2018-06-11 07:00:00,8337.86993,TIME_EXIT,-10.471787999998924
2018-06-13,2018-06-13 01:15:00,SHORT,8422.51688,2018-06-13 07:00:00,8428.334539,TIME_EXIT,-5.817659000000276
2018-06-14,2018-06-14 01:00:00,SHORT,8394.30123,2018-06-14 07:00:00,8434.443082,TIME_EXIT,-40.141852000000654
2018-06-15,2018-06-15 02:30:00,SHORT,8487.965552,2018-06-15 07:00:00,8496.982924,TIME_EXIT,-9.01737200000025
2018-06-19,2018-06-19 01:30:00,SHORT,8363.758516,2018-06-19 07:00:00,8360.558803,TIME_EXIT,3.1997129999999743
2018-06-20,2018-06-20 01:00:00,LONG,8455.968423,2018-06-20 07:00:00,8462.367849,TIME_EXIT,6.3994259999999485
2018-06-21,2018-06-21 03:45:00,SHORT,8510.945307,2018-06-21 07:00:00,8516.472084,TIME_EXIT,-5.526777000000948
2018-06-22,2018-06-22 01:30:00,LONG,8433.27955,2018-06-22 07:00:00,8458.004604,TIME_EXIT,24.725054000000455
2018-06-25,2018-06-25 02:00:00,SHORT,8349.50525,2018-06-25 07:00:00,8333.506686,TIME_EXIT,15.998563999999533
2018-06-27,2018-06-27 01:00:00,SHORT,8237.5153,2018-06-27 07:00:00,8272.421258,TIME_EXIT,-34.90595800000119
2018-06-29,2018-06-29 02:15:00,LONG,8265.440067,2018-06-29 07:00:00,8251.1868,TIME_EXIT,-14.25326700000005
2018-07-02,2018-07-02 01:00:00,SHORT,8183.701947,2018-07-02 07:00:00,8161.303957,TIME_EXIT,22.39798999999948
2018-07-03,2018-07-03 03:30:00,LONG,8309.363398,2018-07-03 07:00:00,8328.561675,TIME_EXIT,19.198277000001326
2018-07-04,2018-07-04 03:30:00,LONG,8201.154927,2018-07-04 07:00:00,8194.755501,TIME_EXIT,-6.3994259999999485
2018-07-05,2018-07-05 02:15:00,LONG,8205.227288,2018-07-05 07:00:00,8243.914726,TIME_EXIT,38.68743800000084
2018-07-17,2018-07-17 01:00:00,SHORT,8503.673233,2018-07-17 07:00:00,8521.417095,TIME_EXIT,-17.743862000001172
2018-07-18,2018-07-18 01:00:00,SHORT,8633.697928,2018-07-18 07:00:00,8620.899076,TIME_EXIT,12.798851999999897
2018-07-19,2018-07-19 01:15:00,SHORT,8609.55464,2018-07-19 07:00:00,8583.956937,TIME_EXIT,25.597702999999456
2018-07-25,2018-07-25 02:00:00,LONG,8632.243513,2018-07-25 07:00:00,8623.517023,TIME_EXIT,-8.726489999999103
2018-07-27,2018-07-27 02:15:00,LONG,8666.858588,2018-07-27 07:00:00,8654.35062,TIME_EXIT,-12.507967999999892
2018-08-02,2018-08-02 01:45:00,SHORT,8436.479263,2018-08-02 07:00:00,8402.15507,TIME_EXIT,34.32419299999856
2018-08-07,2018-08-07 01:15:00,LONG,8685.184216,2018-08-07 07:00:00,8686.056865,TIME_EXIT,0.8726490000008198
2018-08-10,2018-08-10 01:00:00,SHORT,8654.35062,2018-08-10 07:00:00,8646.496779,TIME_EXIT,7.853841000000102
2018-08-14,2018-08-14 01:00:00,LONG,8661.622695,2018-08-14 07:00:00,8661.622695,TIME_EXIT,0.0
2018-08-20,2018-08-20 01:30:00,LONG,8617.699364,2018-08-20 07:00:00,8615.081417,TIME_EXIT,-2.6179470000006404
2018-08-21,2018-08-21 02:00:00,LONG,8605.191395,2018-08-21 07:00:00,8613.917885,TIME_EXIT,8.726490000000922
2018-08-28,2018-08-28 01:15:00,SHORT,8811.427433,2018-08-28 07:00:00,8834.407189,TIME_EXIT,-22.979755999998815
2018-08-30,2018-08-30 02:15:00,SHORT,8907.418818,2018-08-30 07:00:00,8911.49118,TIME_EXIT,-4.072362000000794
2018-09-04,2018-09-04 01:00:00,LONG,8942.324777,2018-09-04 07:00:00,8888.220541,TIME_EXIT,-54.10423599999922
2018-09-05,2018-09-05 01:00:00,SHORT,8861.168423,2018-09-05 07:00:00,8857.677828,TIME_EXIT,3.4905949999993027
2018-09-07,2018-09-07 01:45:00,LONG,8676.74861,2018-09-07 07:00:00,8656.968567,TIME_EXIT,-19.78004300000066
2018-09-10,2018-09-10 02:30:00,LONG,8683.148036,2018-09-10 07:00:00,8700.601015,TIME_EXIT,17.452978999999686
2018-09-11,2018-09-11 03:30:00,SHORT,8679.65744,2018-09-11 07:00:00,8649.696492,TIME_EXIT,29.960948000001736
2018-09-12,2018-09-12 01:30:00,LONG,8752.378186,2018-09-12 07:00:00,8743.069931,TIME_EXIT,-9.308254999999917
2018-09-14,2018-09-14 01:00:00,LONG,8822.017077,2018-09-14 07:00:00,8832.161657,TIME_EXIT,10.144580000000133
2018-09-18,2018-09-18 01:00:00,LONG,8657.385027,2018-09-18 07:00:00,8665.210846,TIME_EXIT,7.825818999999683
2018-09-20,2018-09-20 01:00:00,SHORT,8714.194678,2018-09-20 07:00:00,8771.584019,TIME_EXIT,-57.38934100000006
2018-09-21,2018-09-21 01:00:00,LONG,8837.37887,2018-09-21 07:00:00,8821.727232,TIME_EXIT,-15.651638000001185
2018-09-24,2018-09-24 03:15:00,LONG,8725.208794,2018-09-24 07:00:00,8714.774368,TIME_EXIT,-10.434425999999803
2018-09-27,2018-09-27 02:15:00,SHORT,8803.177142,2018-09-27 07:00:00,8827.23429,TIME_EXIT,-24.05714799999987
2018-09-28,2018-09-28 01:45:00,SHORT,8872.450134,2018-09-28 07:00:00,8839.987477,TIME_EXIT,32.462657000000036
2018-10-01,2018-10-01 03:30:00,LONG,8943.172353,2018-10-01 07:00:00,8935.056688,TIME_EXIT,-8.115664999999353
2018-10-02,2018-10-02 01:00:00,SHORT,8874.47905,2018-10-02 07:00:00,8876.507967,TIME_EXIT,-2.0289169999996375
2018-10-04,2018-10-04 01:00:00,SHORT,8827.81398,2018-10-04 07:00:00,8826.074909,TIME_EXIT,1.7390709999999672
2018-10-05,2018-10-05 02:00:00,SHORT,8695.064898,2018-10-05 07:00:00,8686.369543,TIME_EXIT,8.695354999999836
2018-10-08,2018-10-08 02:00:00,SHORT,8591.300331,2018-10-08 07:00:00,8599.12615,TIME_EXIT,-7.825818999999683
2018-10-09,2018-10-09 03:00:00,SHORT,8542.89619,2018-10-09 07:00:00,8517.389816,TIME_EXIT,25.506373999998686
2018-10-12,2018-10-12 01:00:00,LONG,8260.876851,2018-10-12 07:00:00,8282.615238,TIME_EXIT,21.73838699999942
2018-10-15,2018-10-15 01:00:00,SHORT,8239.428309,2018-10-15 07:00:00,8300.295792,TIME_EXIT,-60.86748299999999
2018-10-22,2018-10-22 01:15:00,LONG,8280.876167,2018-10-22 07:00:00,8308.121612,TIME_EXIT,27.245445000000473
2018-10-23,2018-10-23 01:00:00,SHORT,8177.981136,2018-10-23 07:00:00,8146.098168,TIME_EXIT,31.88296799999989
2018-10-24,2018-10-24 01:30:00,SHORT,8233.051716,2018-10-24 07:00:00,8282.325392,TIME_EXIT,-49.273676000000705
2018-10-25,2018-10-25 02:30:00,LONG,8003.49435,2018-10-25 07:00:00,8033.928092,TIME_EXIT,30.433742000000166
2018-10-31,2018-10-31 02:00:00,LONG,7966.39417,2018-10-31 07:00:00,8006.682647,TIME_EXIT,40.28847700000006
2018-11-01,2018-11-01 01:00:00,SHORT,8074.506414,2018-11-01 07:00:00,8110.737059,TIME_EXIT,-36.23064499999964
2018-11-02,2018-11-02 01:00:00,LONG,8248.413509,2018-11-02 07:00:00,8206.965651,TIME_EXIT,-41.44785799999954
2018-11-05,2018-11-05 03:45:00,LONG,8091.607278,2018-11-05 07:00:00,8070.738427,TIME_EXIT,-20.868851000000177
2018-11-06,2018-11-06 02:15:00,SHORT,8033.348402,2018-11-06 07:00:00,8033.348402,TIME_EXIT,0.0
2018-11-07,2018-11-07 02:45:00,LONG,8227.254812,2018-11-07 07:00:00,8205.806271,TIME_EXIT,-21.44854099999975
2018-11-09,2018-11-09 01:30:00,SHORT,8264.644838,2018-11-09 07:00:00,8248.993199,TIME_EXIT,15.651638999999705
2018-11-13,2018-11-13 02:00:00,LONG,7996.538067,2018-11-13 07:00:00,7970.162157,TIME_EXIT,-26.37591000000066
2018-11-14,2018-11-14 01:00:00,SHORT,7925.236158,2018-11-14 07:00:00,7952.481603,TIME_EXIT,-27.245445000000473
2018-11-15,2018-11-15 01:00:00,LONG,7899.729784,2018-11-15 07:00:00,7863.499139,TIME_EXIT,-36.23064500000055
2018-11-16,2018-11-16 03:15:00,SHORT,7940.018261,2018-11-16 07:00:00,7919.7291,TIME_EXIT,20.289161000000604
2018-11-19,2018-11-19 01:30:00,LONG,7985.813796,2018-11-19 07:00:00,7966.39417,TIME_EXIT,-19.41962600000079
2018-11-20,2018-11-20 01:00:00,SHORT,7681.186535,2018-11-20 07:00:00,7606.986174,TIME_EXIT,74.20036100000016
2018-11-21,2018-11-21 01:00:00,LONG,7635.680845,2018-11-21 07:00:00,7668.143502,TIME_EXIT,32.462657000000036
2018-11-22,2018-11-22 02:30:00,SHORT,7604.087723,2018-11-22 07:00:00,7588.146239,TIME_EXIT,15.941483999999946
2018-11-26,2018-11-26 01:00:00,LONG,7638.579296,2018-11-26 07:00:00,7691.04127,TIME_EXIT,52.46197399999983
2018-11-29,2018-11-29 01:00:00,SHORT,7991.031009,2018-11-29 07:00:00,7981.176273,TIME_EXIT,9.85473600000023
2018-11-30,2018-11-30 02:15:00,SHORT,7992.190389,2018-11-30 07:00:00,7973.640299,TIME_EXIT,18.550090000000637
2018-12-03,2018-12-03 01:00:00,LONG,8257.978399,2018-12-03 07:00:00,8235.950167,TIME_EXIT,-22.028231999998752
2018-12-06,2018-12-06 03:30:00,SHORT,7731.329747,2018-12-06 07:00:00,7753.068134,TIME_EXIT,-21.73838700000033
2018-12-07,2018-12-07 01:15:00,SHORT,7886.396907,2018-12-07 07:00:00,7886.976597,TIME_EXIT,-0.579689999999573
2018-12-10,2018-12-10 01:00:00,LONG,7642.347283,2018-12-10 07:00:00,7702.345231,TIME_EXIT,59.99794800000018
2018-12-11,2018-12-11 03:45:00,LONG,7768.429927,2018-12-11 07:00:00,7846.10843,TIME_EXIT,77.67850300000009
2018-12-12,2018-12-12 03:00:00,LONG,7860.310842,2018-12-12 07:00:00,7872.194494,TIME_EXIT,11.883652000000438
2018-12-14,2018-12-14 02:15:00,SHORT,7739.193753,2018-12-14 07:00:00,7745.256915,TIME_EXIT,-6.063162000000375
2018-12-17,2018-12-17 01:45:00,SHORT,7656.041811,2018-12-17 07:00:00,7629.190663,TIME_EXIT,26.85114799999974
2018-12-19,2018-12-19 02:15:00,LONG,7539.975559,2018-12-19 07:00:00,7527.560512,TIME_EXIT,-12.415047000000413
2018-12-21,2018-12-21 02:30:00,SHORT,7258.471589,2018-12-21 07:00:00,7271.175358,TIME_EXIT,-12.703769000000648
2018-12-24,2018-12-24 02:00:00,LONG,7063.295503,2018-12-24 06:15:00,6963.295503,CATASTROPHE_SL,-100.0
2018-12-26,2018-12-26 03:45:00,LONG,6845.021656,2018-12-26 07:00:00,6863.211143,TIME_EXIT,18.189487000000554
2018-12-27,2018-12-27 01:45:00,SHORT,7199.283575,2018-12-27 07:00:00,7161.172268,TIME_EXIT,38.111307000000124
2019-01-02,2019-01-02 01:45:00,SHORT,7220.07156,2019-01-02 07:00:00,7168.967763,TIME_EXIT,51.10379700000067
2019-01-03,2019-01-03 02:45:00,SHORT,7164.348211,2019-01-03 07:00:00,7226.712167,TIME_EXIT,-62.363955999999234
2019-01-04,2019-01-04 01:00:00,LONG,7213.430954,2019-01-04 07:00:00,7217.761784,TIME_EXIT,4.330829999999878
2019-01-07,2019-01-07 02:00:00,SHORT,7445.274736,2019-01-07 07:00:00,7430.549913,TIME_EXIT,14.72482300000047
2019-01-08,2019-01-08 02:45:00,LONG,7544.306389,2019-01-08 07:00:00,7556.721436,TIME_EXIT,12.415046999999504
2019-01-10,2019-01-10 02:00:00,SHORT,7560.1861,2019-01-10 07:00:00,7585.593638,TIME_EXIT,-25.407538000000386
2019-01-14,2019-01-14 01:30:00,SHORT,7554.41166,2019-01-14 07:00:00,7556.721436,TIME_EXIT,-2.3097760000000562
2019-01-17,2019-01-17 01:00:00,SHORT,7658.640309,2019-01-17 07:00:00,7680.294461,TIME_EXIT,-21.654152000000067
2019-01-21,2019-01-21 03:00:00,SHORT,7792.607327,2019-01-21 07:00:00,7812.529146,TIME_EXIT,-19.92181900000014
2019-01-23,2019-01-23 01:15:00,SHORT,7680.294461,2019-01-23 07:00:00,7725.046374,TIME_EXIT,-44.75191299999915
2019-01-24,2019-01-24 03:45:00,LONG,7735.151645,2019-01-24 07:00:00,7738.616309,TIME_EXIT,3.4646640000000843
2019-01-28,2019-01-28 02:00:00,SHORT,7796.938157,2019-01-28 07:00:00,7794.917103,TIME_EXIT,2.021053999999822
2019-01-29,2019-01-29 04:00:00,LONG,7728.79976,2019-01-29 07:00:00,7752.186244,TIME_EXIT,23.386484000000564
2019-01-30,2019-01-30 03:30:00,LONG,7731.398258,2019-01-30 07:00:00,7733.996757,TIME_EXIT,2.5984989999997197
2019-02-04,2019-02-04 01:00:00,SHORT,7940.721723,2019-02-04 07:00:00,7943.031499,TIME_EXIT,-2.3097760000000562
2019-02-05,2019-02-05 03:00:00,LONG,8022.141333,2019-02-05 07:00:00,8042.351874,TIME_EXIT,20.210541000000376
2019-02-06,2019-02-06 01:30:00,SHORT,8088.258675,2019-02-06 07:00:00,8104.138386,TIME_EXIT,-15.879710999999588
2019-02-07,2019-02-07 01:00:00,SHORT,8051.879701,2019-02-07 07:00:00,8018.099224,TIME_EXIT,33.780477000000246
2019-02-11,2019-02-11 02:15:00,LONG,7995.290185,2019-02-11 07:00:00,8034.55638,TIME_EXIT,39.26619500000015
2019-02-12,2019-02-12 01:45:00,LONG,8046.393982,2019-02-12 07:00:00,8046.393982,TIME_EXIT,0.0
2019-02-14,2019-02-14 01:00:00,LONG,8133.588033,2019-02-14 07:00:00,8146.003079,TIME_EXIT,12.415046000000075
2019-02-19,2019-02-19 02:00:00,SHORT,8161.594069,2019-02-19 07:00:00,8141.672249,TIME_EXIT,19.92181999999957
2019-02-20,2019-02-20 03:45:00,SHORT,8152.354964,2019-02-20 07:00:00,8159.573014,TIME_EXIT,-7.218049999999494
2019-02-22,2019-02-22 02:00:00,LONG,8136.763975,2019-02-22 07:00:00,8165.347455,TIME_EXIT,28.583480000000236
2019-02-25,2019-02-25 03:30:00,LONG,8228.866299,2019-02-25 07:00:00,8241.85879,TIME_EXIT,12.992491000000882
2019-02-27,2019-02-27 01:00:00,SHORT,8201.148985,2019-02-27 07:00:00,8198.550487,TIME_EXIT,2.598497999999381
2019-02-28,2019-02-28 01:00:00,SHORT,8184.403108,2019-02-28 07:00:00,8196.240711,TIME_EXIT,-11.837602999999945
2019-03-01,2019-03-01 02:30:00,LONG,8253.696393,2019-03-01 07:00:00,8262.935498,TIME_EXIT,9.239105000000563
2019-03-05,2019-03-05 01:00:00,LONG,8261.78061,2019-03-05 07:00:00,8258.027223,TIME_EXIT,-3.7533870000006573
2019-03-06,2019-03-06 02:00:00,LONG,8271.597158,2019-03-06 07:00:00,8259.182111,TIME_EXIT,-12.415047000000413
2019-03-08,2019-03-08 01:00:00,SHORT,8066.249009,2019-03-08 07:00:00,8064.523547,TIME_EXIT,1.7254620000003342
2019-03-11,2019-03-11 02:30:00,LONG,8134.69235,2019-03-11 07:00:00,8137.568121,TIME_EXIT,2.875770999999986
2019-03-13,2019-03-13 03:30:00,LONG,8326.793827,2019-03-13 07:00:00,8352.96334,TIME_EXIT,26.169513000000734
2019-03-18,2019-03-18 01:00:00,LONG,8458.216545,2019-03-18 07:00:00,8451.889849,TIME_EXIT,-6.326696000000084
2019-03-19,2019-03-19 03:30:00,LONG,8484.09848,2019-03-19 07:00:00,8502.503412,TIME_EXIT,18.404931999999462
2019-03-20,2019-03-20 02:00:00,LONG,8486.11152,2019-03-20 07:00:00,8495.313986,TIME_EXIT,9.202465999998822
2019-03-21,2019-03-21 01:45:00,SHORT,8520.33319,2019-03-21 07:00:00,8484.673634,TIME_EXIT,35.6595559999987
2019-03-22,2019-03-22 03:30:00,SHORT,8640.827979,2019-03-22 07:00:00,8615.521197,TIME_EXIT,25.306781999999657
2019-03-27,2019-03-27 01:00:00,LONG,8511.993455,2019-03-27 07:00:00,8474.896014,TIME_EXIT,-37.09744099999989
2019-03-28,2019-03-28 02:00:00,LONG,8431.471878,2019-03-28 07:00:00,8444.412846,TIME_EXIT,12.940967999998975
2019-04-03,2019-04-03 02:45:00,LONG,8706.683126,2019-04-03 07:00:00,8707.25828,TIME_EXIT,0.5751540000001114
2019-04-04,2019-04-04 01:00:00,SHORT,8704.957664,2019-04-04 07:00:00,8703.232201,TIME_EXIT,1.7254629999988538
2019-04-05,2019-04-05 02:15:00,LONG,8723.650173,2019-04-05 07:00:00,8710.996782,TIME_EXIT,-12.653390999999829
2019-04-09,2019-04-09 04:00:00,SHORT,8752.695456,2019-04-09 07:00:00,8757.584266,TIME_EXIT,-4.888810000000376
2019-04-10,2019-04-10 01:00:00,LONG,8747.231492,2019-04-10 07:00:00,8746.656338,TIME_EXIT,-0.5751540000001114
