Date,Entry_Time,Direction,Entry_Price,SL_Price,FVG_Used,FVG_Level,Risk_R,TP_Price,Exit_Time,Exit_Price,Exit_Type,PnL_Points,PnL_R,Asian_High,Asian_Low
2018-02-08,2018-02-08 02:00:00,LONG,7718.717998,7692.065371,True,7692.065371,26.652627000000393,7745.3706250000005,2018-02-08 04:03:00,7692.065371,SL,-26.652627000000393,-1.0,7712.567392,7613.864805
2018-02-09,2018-02-09 02:45:00,LONG,7462.442736,7457.463674,True,7457.463674,4.97906200000034,7467.421798,2018-02-09 02:48:00,7467.421798,TP,4.97906200000034,1.0,7460.392534,7367.254782
2018-02-12,2018-02-12 02:30:00,LONG,7580.4758,7547.086794,True,7547.086794,33.389006000000336,7613.8648060000005,2018-02-12 08:15:00,7547.086794,SL,-33.389006000000336,-1.0,7561.438209,7534.492696
2018-02-13,2018-02-13 01:45:00,SHORT,7617.086551,7627.337562,True,7627.337562,10.25101099999938,7606.835540000001,2018-02-13 01:51:00,7627.337562,SL,-10.25101099999938,-1.0,7675.370868,7621.479842
2018-02-14,2018-02-14 01:00:00,LONG,7700.559065,7690.600941,True,7690.600941,9.95812400000068,7710.517189000001,2018-02-14 01:33:00,7710.517189000001,TP,9.95812400000068,1.0,7697.630205,7675.95664
2018-02-15,2018-02-15 02:15:00,LONG,7893.570948,7874.240471,True,7874.240471,19.33047699999952,7912.901424999999,2018-02-15 06:34:00,7874.240471,SL,-19.33047699999952,-1.0,7887.127456,7819.470787
2018-02-16,2018-02-16 02:00:00,LONG,8019.80482,8008.968037,True,8008.968037,10.83678300000065,8030.641603000001,2018-02-16 02:35:00,8030.641603000001,TP,10.83678300000065,1.0,8019.219048,7990.809104
2018-02-20,2018-02-20 03:00:00,SHORT,7917.294715,7927.25284,True,7927.25284,9.95812500000011,7907.33659,2018-02-20 03:38:00,7907.33659,TP,9.95812500000011,1.0,7962.399161,7921.395119
2018-02-23,2018-02-23 01:00:00,LONG,7988.17313,7984.072726,True,7984.072726,4.1004039999997985,7992.273534,2018-02-23 01:02:00,7984.072726,SL,-4.1004039999997985,-1.0,7974.700374,7946.29043
2018-02-26,2018-02-26 02:15:00,LONG,8109.42794,8087.461489,True,8087.461489,21.966450999999324,8131.394390999999,2018-02-26 08:33:00,8131.394390999999,TP,21.966450999999324,1.0,8101.812904,8071.93853
