Date,Entry_Time,Direction,Entry_Price,Exit_Time,Exit_Price,Exit_Type,PnL_Points,Risk_R
2018-01-29,2018-01-29 02:00:00,SHORT,8219.845967,2018-01-29 07:00:00,8213.109589,FORCE_CLOSE,6.736377999999604,38.31786600000123
2018-02-01,2018-02-01 03:15:00,SHORT,8160.390106,2018-02-01 07:00:00,8144.574262,FORCE_CLOSE,15.815843999999743,28.066855000000032
2018-02-02,2018-02-02 02:45:00,SHORT,8082.189541,2018-02-02 07:00:00,8056.122685,FORCE_CLOSE,26.06685599999946,67.8993530000007
2018-02-05,2018-02-05 01:00:00,LONG,7916.123171,2018-02-05 06:00:00,7865.504093,SL,-50.61907800000063,50.61907800000063
2018-02-06,2018-02-06 02:15:00,LONG,7595.705872,2018-02-06 07:00:00,7498.760602,FORCE_CLOSE,-96.94527000000016,263.54721000000063
2018-02-07,2018-02-07 02:00:00,SHORT,7702.023495,2018-02-07 07:00:00,7777.295201,FORCE_CLOSE,-75.27170599999954,107.14607899999919
2018-02-08,2018-02-08 02:00:00,LONG,7718.717998,2018-02-08 07:00:00,7713.44605,FORCE_CLOSE,-5.2719480000005206,106.85319299999992
2018-02-09,2018-02-09 02:45:00,LONG,7462.442736,2018-02-09 07:00:00,7428.760845,FORCE_CLOSE,-33.68189100000018,97.18795399999999
2018-02-12,2018-02-12 02:30:00,LONG,7580.4758,2018-02-12 07:00:00,7603.028023,FORCE_CLOSE,22.552222999999685,47.98310399999991
2018-02-13,2018-02-13 01:45:00,SHORT,7617.086551,2018-02-13 07:00:00,7621.479842,FORCE_CLOSE,-4.393290999999408,60.284316999999646
2018-02-14,2018-02-14 01:00:00,LONG,7700.559065,2018-02-14 07:00:00,7718.425112,FORCE_CLOSE,17.866046999999526,26.60242500000004
2018-02-15,2018-02-15 02:15:00,LONG,7893.570948,2018-02-15 07:00:00,7871.897383,FORCE_CLOSE,-21.673564999999144,76.10016099999939
2018-02-16,2018-02-16 02:00:00,LONG,8019.80482,2018-02-16 07:00:00,7995.202395,FORCE_CLOSE,-24.60242500000004,30.995716000000357
2018-02-20,2018-02-20 03:00:00,SHORT,7917.294715,2018-02-20 07:00:00,7893.863834,FORCE_CLOSE,23.430881000000227,47.10444600000028
