Date;Entry_Time;Entry_Price;Exit_Time;Exit_Price;Exit_Reason;Stop_Loss;Take_Profit;PnL;Risk;Reward;RR_Ratio;Asia_Low;Asia_EQ;FVG_High;FVG_Low
2018-08-08;2018-08-08 02:20:00;8694.201589;2018-08-08 02:25:00;8693.038057;Stop Loss;8693.038057;8699.1466;-1.1635320000004867;1.1635320000004867;4.945010999999795;4.249999999998046;8693.038057;8699.1466;8693.32894;8691.292759
2018-08-13;2018-08-13 02:00:00;8610.427289;2018-08-13 02:45:00;8594.428725;Stop Loss;8594.428725;8613.627002000001;-15.998563999999533;15.998563999999533;3.1997130000017933;0.20000001250123992;8594.428725;8613.627002000001;8609.55464;8608.681991
2018-09-03;2018-09-03 02:00:00;8921.381202;2018-09-03 02:10:00;8916.436191;Stop Loss;8916.436191;8925.017239;-4.945010999999795;4.945010999999795;3.636037000000215;0.7352940165351232;8916.436191;8925.017239;8919.054138;8915.563542
2018-09-11;2018-09-11 02:50:00;8696.23777;2018-09-11 03:35:00;8683.438919;Stop Loss;8683.438919;8696.528653000001;-12.798850999999559;12.798850999999559;0.2908830000014859;0.02272727450311719;8683.438919;8696.528653000001;8695.946887;8694.201589
2018-09-17;2018-09-17 02:15:00;8758.251142;2018-09-17 02:40:00;8763.323432000001;Take Profit;8755.35269;8763.323432000001;5.072290000001885;2.898451999999452;5.072290000001885;1.7499996549892303;8755.35269;8763.323432000001;8757.961297;8757.671452
2018-09-28;2018-09-28 03:40:00;8881.725179;2018-09-28 04:20:00;8874.768896;Stop Loss;8874.768896;8886.217779499999;-6.95628299999953;6.95628299999953;4.492600499999753;0.6458334860729583;8874.768896;8886.217779499999;8879.986108;8879.696263
2018-10-02;2018-10-02 02:55:00;8878.826728;2018-10-02 03:10:00;8875.058741;Stop Loss;8875.058741;8888.2466955;-3.767986999999266;3.767986999999266;9.419967499999984;2.5000000000004827;8875.058741;8888.2466955;8875.348586;8874.47905
2018-10-09;2018-10-09 02:30:00;8561.736125;2018-10-09 02:55:00;8554.200151;Stop Loss;8554.200151;8565.93888;-7.535974000000351;7.535974000000351;4.202755000000252;0.5576923434183897;8554.200151;8565.93888;8559.707209;8558.257983
2018-10-19;2018-10-19 04:25:00;8299.426257;2018-10-19 04:30:00;8299.8610245;Take Profit;8276.818334;8299.8610245;0.43476750000081665;22.607922999999573;0.43476750000081665;0.0192307581727355;8276.818334;8299.8610245;8297.977031;8286.383225
2018-10-24;2018-10-24 01:20:00;8252.471341;2018-10-24 01:40:00;8236.819703;Stop Loss;8236.819703;8277.68787;-15.651638000001185;15.651638000001185;25.216528999999355;1.6111111821010329;8236.819703;8277.68787;8251.311961;8250.442425
2018-10-29;2018-10-29 01:35:00;7996.538067;2018-10-29 01:40:00;7992.77008;Stop Loss;7992.77008;8020.160447;-3.7679870000001756;3.7679870000001756;23.622379999999794;6.269230759022973;7992.77008;8020.160447;7996.248221;7991.900544
2018-11-01;2018-11-01 03:20:00;8091.897124;2018-11-01 03:25:00;8099.8678655;Take Profit;8074.796259;8099.8678655;7.970741500000258;17.10086500000034;7.970741500000258;0.46610165626125344;8074.796259;8099.8678655;8087.549446;8085.52053
2018-11-06;2018-11-06 03:15:00;8044.362518;2018-11-06 03:25:00;8040.884376;Stop Loss;8040.884376;8060.5938465;-3.4781419999999343;3.4781419999999343;16.231328500000018;4.6666664270752385;8040.884376;8060.5938465;8043.492982;8040.594531
2018-11-16;2018-11-16 01:25:00;7956.24959;2018-11-16 02:00:00;7964.2203315;Take Profit;7944.076093;7964.2203315;7.970741499999349;12.17349700000068;7.970741499999349;0.6547618568435104;7944.076093;7964.2203315;7955.959744;7952.481603
2018-11-30;2018-11-30 02:50:00;7995.958376;2018-11-30 02:55:00;7993.34977;Stop Loss;7993.34977;8004.943576;-2.6086059999997815;2.6086059999997815;8.985200000000077;3.4444450407615523;7993.34977;8004.943576;7995.668531;7994.50915
2018-12-04;2018-12-04 02:00:00;8129.287149;2018-12-04 02:40:00;8121.171485;Stop Loss;8121.171485;8147.4024715;-8.115663999999924;8.115663999999924;18.11532249999982;2.2321429891626847;8121.171485;8147.4024715;8123.780091;8122.330865
2018-12-14;2018-12-14 01:45:00;7760.559182;2018-12-14 02:15:00;7744.662624;Stop Loss;7744.662624;7791.472616999999;-15.896558000000368;15.896558000000368;30.91343499999948;1.9446621715215813;7744.662624;7791.472616999999;7758.249406;7751.897522
2018-12-17;2018-12-17 02:55:00;7663.259862;2018-12-17 03:00:00;7658.351587;Stop Loss;7658.351587;7672.643327;-4.908274999999776;4.908274999999776;9.383464999999887;1.91176431638413;7658.351587;7672.643327;7662.97114;7662.682418
2018-12-18;2018-12-18 01:30:00;7516.011631;2018-12-18 01:35:00;7516.5890755;Take Profit;7494.068758;7516.5890755;0.5774444999997286;21.942872999999963;0.5774444999997286;0.026315811060827338;7494.068758;7516.5890755;7507.638693;7504.751472
2019-01-02;2019-01-02 01:35:00;7234.218939;2019-01-02 01:45:00;7228.155777;Stop Loss;7228.155777;7301.7798920000005;-6.063162000000375;6.063162000000375;67.56095300000015;11.142857967508698;7228.155777;7301.7798920000005;7229.888109;7229.310665
2019-01-07;2019-01-07 01:40:00;7459.422115;2019-01-07 02:05:00;7445.563458;Stop Loss;7445.563458;7473.569493999999;-13.858657000000676;13.858657000000676;14.147378999999091;1.0208333318299458;7445.563458;7473.569493999999;7458.267227;7457.978505
2019-01-09;2019-01-09 02:40:00;7606.959068;2019-01-09 02:45:00;7608.5470385;Take Profit;7583.861306;7608.5470385;1.5879704999997557;23.09776200000033;1.5879704999997557;0.06874997239991186;7583.861306;7608.5470385;7599.452295;7597.719963
2019-01-10;2019-01-10 04:05:00;7585.016194;2019-01-10 06:40:00;7567.981595;Stop Loss;7567.981595;7597.719963;-17.034598999999616;17.034598999999616;12.703768999999738;0.7457627267891674;7567.981595;7597.719963;7582.706418;7581.262808
2019-01-14;2019-01-14 01:25:00;7558.453768;2019-01-14 01:40:00;7554.989104;Stop Loss;7554.989104;7579.6748365;-3.4646640000000843;3.4646640000000843;21.2210685;6.125000432942266;7554.989104;7579.6748365;7555.85527;7554.700382
2019-01-21;2019-01-21 04:50:00;7810.796814;2019-01-21 05:30:00;7803.290041;Stop Loss;7803.290041;7819.7471965;-7.5067730000000665;7.5067730000000665;8.95038250000016;1.1923076000832955;7803.290041;7819.7471965;7810.21937;7808.198316
2019-01-23;2019-01-23 03:10:00;7696.462894;2019-01-23 03:40:00;7701.3711685;Take Profit;7682.604237;7701.3711685;4.908274499999607;13.858657000000676;4.908274499999607;0.35416667718952616;7682.604237;7701.3711685;7693.286952;7691.843342
2019-02-04;2019-02-04 02:00:00;7949.672106;2019-02-04 02:05:00;7942.742777;Stop Loss;7942.742777;7954.002936000001;-6.929328999999598;6.929328999999598;4.3308300000007875;0.6249999098038265;7942.742777;7954.002936000001;7941.299167;7941.010445
