Date;Entry_Time;Entry_Price;Exit_Time;Exit_Price;Exit_Reason;Stop_Loss;Take_Profit;PnL;Risk;Reward;RR_Ratio;Asia_Low;Asia_EQ;FVG_High;FVG_Low
2019-02-15;2019-02-15 02:25:00;8070.935354;2019-02-15 03:20:00;8087.1037875;Take Profit;8065.738358;8087.1037875;16.168433499999992;5.196996000000581;16.168433499999992;3.1111113997390385;8065.738358;8087.1037875;8069.203022;8066.893246
2019-02-18;2019-02-18 04:25:00;8155.530906;2019-02-18 05:00:00;8164.0482059999995;Take Profit;8148.8903;8164.0482059999995;8.517299999999523;6.640605999999934;8.517299999999523;1.282608846240781;8148.8903;8164.0482059999995;8155.242184;8153.798574
2019-02-19;2019-02-19 02:55:00;8169.389563;2019-02-19 03:05:00;8165.058733;Stop Loss;8165.058733;8174.5865595;-4.330829999999878;4.330829999999878;5.196996499999841;1.2000001154513078;8165.058733;8174.5865595;8167.945953;8166.502343
2019-02-20;2019-02-20 02:00:00;8166.213621;2019-02-20 02:05:00;8167.945953;Take Profit;8153.509852;8167.945953;1.732332000000497;12.703768999999738;1.732332000000497;0.13636362562956966;8153.509852;8167.945953;8165.924899;8165.347455
2019-03-04;2019-03-04 02:55:00;8311.440797;2019-03-04 03:00:00;8313.028768;Take Profit;8303.934024;8313.028768;1.5879710000008345;7.506772999999157;1.5879710000008345;0.21153843335891637;8303.934024;8313.028768;8308.553577;8307.976133
2019-03-12;2019-03-12 02:20:00;8301.774623;2019-03-12 02:55:00;8306.663433000002;Take Profit;8297.460967;8306.663433000002;4.888810000002195;4.313655999998446;4.888810000002195;1.1333333024246617;8297.460967;8306.663433000002;8301.487046;8299.474006
2019-03-21;2019-03-21 04:05:00;8528.960502;2019-03-21 04:30:00;8523.784115;Stop Loss;8523.784115;8541.0387385;-5.176386999999522;5.176386999999522;12.078236499999548;2.333333365530951;8523.784115;8541.0387385;8528.097771;8526.372308
2019-03-22;2019-03-22 01:45:00;8654.056524;2019-03-22 02:05:00;8661.389739;Take Profit;8643.991327;8661.389739;7.333215000000564;10.065196999999898;7.333215000000564;0.7285714328294457;8643.991327;8661.389739;8652.043484;8651.180753
2019-03-25;2019-03-25 02:50:00;8411.629061;2019-03-25 03:40:00;8434.491437;Take Profit;8391.211089;8434.491437;22.86237600000095;20.41797199999928;22.86237600000095;1.1197182560541152;8391.211089;8434.491437;8410.766329;8407.602982
2019-04-08;2019-04-08 05:15:00;8737.453872;2019-04-08 07:50:00;8728.538983;Stop Loss;8728.538983;8746.8001265;-8.914888999999675;8.914888999999675;9.346254500000214;1.0483870859189108;8728.538983;8746.8001265;8736.591141;8736.303563
2019-04-11;2019-04-11 05:00:00;8795.544438;2019-04-11 05:05:00;8795.975804000002;Take Profit;8779.440123;8795.975804000002;0.4313660000007076;16.104315000000497;0.4313660000007076;0.02678574034354732;8779.440123;8795.975804000002;8790.943205;8790.368051
2019-04-18;2019-04-18 04:30:00;8833.217033;2019-04-18 04:40:00;8835.6614385;Take Profit;8817.687872;8835.6614385;2.4444054999985383;15.529161000000386;2.4444054999985383;0.1574074413935484;8817.687872;8835.6614385;8831.491571;8827.753069
2019-04-22;2019-04-22 01:50:00;8850.18408;2019-04-22 02:25:00;8842.707076;Stop Loss;8842.707076;8863.843990000001;-7.477004000000306;7.477004000000306;13.659910000000309;1.826922922603726;8842.707076;8863.843990000001;8849.321349;8849.033772
2019-04-25;2019-04-25 03:45:00;9042.285557;2019-04-25 04:50:00;9035.096131;Stop Loss;9035.096131;9045.592693499999;-7.189425999999003;7.189425999999003;3.307136499999615;0.4600000751103181;9035.096131;9045.592693499999;9041.710403;9040.847672
2019-05-17;2019-05-17 01:30:00;8716.173169;2019-05-17 01:40:00;8705.532818;Stop Loss;8705.532818;8731.558541999999;-10.64035100000001;10.64035100000001;15.385372999999163;1.4459460030969984;8705.532818;8731.558541999999;8706.683126;8704.957664
2019-05-20;2019-05-20 03:05:00;8666.422337;2019-05-20 03:35:00;8651.755907;Stop Loss;8651.755907;8673.611764000001;-14.666429999999309;14.666429999999309;7.18942700000116;0.4901961145283139;8651.755907;8673.611764000001;8659.232911;8656.35714
2019-05-21;2019-05-21 02:40:00;8533.561735;2019-05-21 02:50:00;8541.90147;Take Profit;8518.895305;8541.90147;8.339735000001383;14.666429999999309;8.339735000001383;0.5686274710343128;8518.895305;8541.90147;8532.986581;8525.797154
2019-05-28;2019-05-28 02:25:00;8433.484917;2019-05-28 02:35:00;8435.4979565;Take Profit;8419.393641;8435.4979565;2.0130394999996497;14.091275999999198;2.0130394999996497;0.14285714792611856;8419.393641;8435.4979565;8433.19734;8432.622186
2019-06-03;2019-06-03 03:20:00;8147.633318;2019-06-03 03:35:00;8140.156314;Stop Loss;8140.156314;8152.809705;-7.477004000000306;7.477004000000306;5.176386999999522;0.6923076408678276;8140.156314;8152.809705;8145.045124;8144.46997
2019-06-14;2019-06-14 02:10:00;8618.396968;2019-06-14 02:20:00;8610.919964;Stop Loss;8610.919964;8631.0503585;-7.477003999998487;7.477003999998487;12.653390500001478;1.6923075739967557;8610.919964;8631.0503585;8618.109391;8614.370889
2019-06-17;2019-06-17 02:35:00;8628.494223;2019-06-17 02:40:00;8629.468685;Take Profit;8614.370889;8629.468685;0.9744620000001305;14.123333999999886;0.9744620000001305;0.06899659811204198;8614.370889;8629.468685;8628.207648;8627.634497
2019-06-19;2019-06-19 05:30:00;8803.591701;2019-06-19 05:45:00;8794.994444;Stop Loss;8794.994444;8805.597728;-8.597256999999445;8.597256999999445;2.006027000001268;0.2333333759827579;8794.994444;8805.597728;8803.018551;8802.731976
2019-06-25;2019-06-25 02:00:00;8868.930859;2019-06-25 07:50:00;8885.4089355;Take Profit;8853.16922;8885.4089355;16.478076499999588;15.761639000000287;16.478076499999588;1.045454505080296;8853.16922;8885.4089355;8858.327574;8857.181273
2019-07-02;2019-07-02 05:35:00;8918.794952;2019-07-02 06:25:00;8908.764818;Stop Loss;8908.764818;8922.3771425;-10.030134000000544;10.030134000000544;3.582190499999342;0.35714283577857964;8908.764818;8922.3771425;8918.508377;8917.075501
2019-07-09;2019-07-09 01:50:00;8897.015233;2019-07-09 02:40:00;8885.552223;Stop Loss;8885.552223;8916.645637500002;-11.463009999999485;11.463009999999485;19.630404500001532;1.7124999890955703;8885.552223;8916.645637500002;8895.295782;8894.436056
2019-07-18;2019-07-18 01:40:00;8999.895748;2019-07-18 02:50:00;9010.212457000001;Take Profit;8990.72534;9010.212457000001;10.316709000000628;9.170407999999952;10.316709000000628;1.1250000000000744;8990.72534;9010.212457000001;8999.036022;8997.316571
2019-08-02;2019-08-02 05:15:00;8909.624544;2019-08-02 06:00:00;8895.295782;Stop Loss;8895.295782;8921.0875545;-14.328762000001007;14.328762000001007;11.463010499999655;0.8000000628106496;8895.295782;8921.0875545;8902.746738;8901.313862
2019-08-05;2019-08-05 04:35:00;8694.693106;2019-08-05 05:15:00;8680.364344;Stop Loss;8680.364344;8756.5933605;-14.328762000001007;14.328762000001007;61.90025449999848;4.320000185640192;8680.364344;8756.5933605;8693.83338;8684.089822
2019-08-14;2019-08-14 02:55:00;8860.047026;2019-08-14 03:35:00;8853.16922;Stop Loss;8853.16922;8878.5311295;-6.877806000000419;6.877806000000419;18.484103499999037;2.687499981825296;8853.16922;8878.5311295;8855.748397;8855.175246
2019-08-22;2019-08-22 01:40:00;8866.638257;2019-08-22 02:00:00;8862.053053;Stop Loss;8862.053053;8888.417976;-4.585204000000886;4.585204000000886;21.779719000000114;4.749999999999107;8862.053053;8888.417976;8864.345655;8860.333601
2019-08-28;2019-08-28 02:25:00;8687.8153;2019-08-28 02:35:00;8680.077768;Stop Loss;8680.077768;8696.26927;-7.737532000001011;7.737532000001011;8.453970000000481;1.0925925734458193;8680.077768;8696.26927;8680.650919;8677.212016
2019-09-18;2019-09-18 01:40:00;9034.941813;2019-09-18 02:00:00;9030.65416;Stop Loss;9030.65416;9041.230370000001;-4.287652999999409;4.287652999999409;6.288557000001674;1.466666495633518;9030.65416;9041.230370000001;9033.512595;9032.940908
2019-09-19;2019-09-19 02:35:00;9018.362889;2019-09-19 02:50:00;9026.795273;Take Profit;8998.353843;9026.795273;8.432383999999729;20.009045999999216;8.432383999999729;0.42142858784971854;8998.353843;9026.795273;9012.931862;9011.502645
2019-09-24;2019-09-24 03:05:00;9003.213183;2019-09-24 06:10:00;9018.505810999999;Take Profit;8998.92553;9018.505810999999;15.29262799999924;4.287652999999409;15.29262799999924;3.5666664256648914;8998.92553;9018.505810999999;9002.927339;9000.354748
2019-09-26;2019-09-26 02:15:00;8926.035434;2019-09-26 02:20:00;8931.895226;Take Profit;8922.605312;8931.895226;5.859792000001107;3.4301219999997556;5.859792000001107;1.7083334062174829;8922.605312;8931.895226;8918.031816;8917.745972
2019-10-02;2019-10-02 01:50:00;8807.982062;2019-10-02 01:55:00;8805.695314;Stop Loss;8805.695314;8822.274238;-2.2867479999986244;2.2867479999986244;14.292176000000836;6.250000437306356;8805.695314;8822.274238;8806.267001;8802.551036
2019-10-14;2019-10-14 01:40:00;8995.781252;2019-10-14 02:05:00;8982.060763;Stop Loss;8982.060763;9004.356557;-13.72048900000118;13.72048900000118;8.57530499999848;0.6249999544475231;8982.060763;9004.356557;8994.352034;8993.780347
2019-10-18;2019-10-18 02:30:00;9076.389123;2019-10-18 03:15:00;9081.534306000001;Take Profit;9068.099661;9081.534306000001;5.145183000000543;8.28946200000064;5.145183000000543;0.6206896177339549;9068.099661;9081.534306000001;9072.387313;9072.10147
2019-10-22;2019-10-22 04:50:00;9094.968951;2019-10-22 05:55:00;9103.258413;Take Profit;9083.249367;9103.258413;8.28946199999882;11.719584000000395;8.28946199999882;0.7073170856575234;9083.249367;9103.258413;9092.682203;9091.824672
2019-10-29;2019-10-29 02:10:00;9273.049461;2019-10-29 02:15:00;9274.1928345;Take Profit;9265.617529;9274.1928345;1.143373499999143;7.431932000001325;1.143373499999143;0.1538460658680595;9265.617529;9274.1928345;9271.906087;9271.048556
2019-10-31;2019-10-31 02:00:00;9281.053079;2019-10-31 02:05:00;9283.053984;Take Profit;9273.049461;9283.053984;2.0009050000007846;8.003617999998824;2.0009050000007846;0.25000006247188195;9273.049461;9283.053984;9279.338018;9279.052175
2019-11-26;2019-11-26 02:30:00;9584.333048;2019-11-26 02:50:00;9573.470995;Stop Loss;9573.470995;9601.4836595;-10.862053000000742;10.862053000000742;17.150611499999286;1.57894750651632;9573.470995;9601.4836595;9584.047205;9583.475518
2019-12-19;2019-12-19 03:05:00;9827.268627;2019-12-19 03:40:00;9828.836247;Take Profit;9818.432949;9828.836247;1.5676199999998062;8.835677999999461;1.5676199999998062;0.17741932198071295;9818.432949;9828.836247;9826.698583;9826.128539
2019-12-30;2019-12-30 02:00:00;10033.909473;2019-12-30 02:20:00;10034.622028000002;Take Profit;10025.358818;10034.622028000002;0.7125550000018848;8.550654999999097;0.7125550000018848;0.08333338206277298;10025.358818;10034.622028000002;10030.489211;10029.634145
2019-12-31;2019-12-31 02:25:00;9963.509074;2019-12-31 02:30:00;9965.93176;Take Profit;9955.813484;9965.93176;2.422685999999885;7.695589999999356;2.422685999999885;0.3148148485041547;9955.813484;9965.93176;9962.939031;9960.373834
2020-01-14;2020-01-14 03:50:00;10362.824697;2020-01-14 04:40:00;10351.138801;Stop Loss;10351.138801;10371.3753525;-11.685896000000866;11.685896000000866;8.550655499999266;0.7317073076808687;10351.138801;10371.3753525;10361.684609;10355.984172
2020-02-13;2020-02-13 01:25:00;10914.627013;2020-02-13 01:45:00;10909.49662;Stop Loss;10909.49662;10926.5979315;-5.130392999999458;5.130392999999458;11.970918500001062;2.3333336257090496;10909.49662;10926.5979315;10912.061816;10911.206751
2020-02-24;2020-02-24 01:30:00;10568.040434;2020-02-24 01:55:00;10549.228992;Stop Loss;10549.228992;10589.559584499999;-18.81144200000017;18.81144200000017;21.51915049999843;1.1439394438766701;10549.228992;10589.559584499999;10565.190216;10560.629866
2020-02-26;2020-02-26 05:20:00;10113.715593;2020-02-26 05:35:00;10140.222625999999;Take Profit;10078.657905;10140.222625999999;26.507032999998046;35.05768800000078;26.507032999998046;0.7560975783684725;10078.657905;10140.222625999999;10110.580353;10104.02485
2020-02-28;2020-02-28 01:45:00;9466.145933;2020-02-28 02:20:00;9519.4450205;Take Profit;9408.286496;9519.4450205;53.29908749999959;57.85943699999916;53.29908749999959;0.9211822697134153;9408.286496;9519.4450205;9463.865758;9447.049469
2020-03-05;2020-03-05 01:50:00;10068.967162;2020-03-05 02:00:00;10051.295807;Stop Loss;10051.295807;10091.9114215;-17.671355000000403;17.671355000000403;22.944259500000044;1.298387107270468;10051.295807;10091.9114215;10066.972009;10062.126637
2020-03-06;2020-03-06 03:00:00;9782.235173;2020-03-06 03:20:00;9729.791151;Stop Loss;9729.791151;9839.382055499998;-52.44402199999968;52.44402199999968;57.146882499999265;1.0896739098309358;9729.791151;9839.382055499998;9775.67967;9773.399495
2020-03-11;2020-03-11 02:05:00;9290.857491;2020-03-11 03:05:00;9334.750856499999;Take Profit;9252.37954;9334.750856499999;43.893365499998254;38.47795100000076;43.893365499998254;1.1407407192757584;9252.37954;9334.750856499999;9275.181288;9274.896267
2020-03-26;2020-03-26 05:30:00;8448.079426;2020-03-26 06:50:00;8393.594092;Stop Loss;8393.594092;8503.991078;-54.485334000000876;54.485334000000876;55.91165199999887;1.0261780170054196;8393.594092;8503.991078;8441.233102;8437.809939
2020-03-27;2020-03-27 03:00:00;8820.063069;2020-03-27 03:20:00;8795.530405;Stop Loss;8795.530405;8901.077911;-24.532664000000295;24.532664000000295;81.0148420000005;3.3023255036631785;8795.530405;8901.077911;8819.777805;8812.07569
2020-04-15;2020-04-15 01:40:00;9886.378142;2020-04-15 01:45:00;9887.091301;Take Profit;9851.861255;9887.091301;0.7131590000008146;34.51688699999977;0.7131590000008146;0.020661162172614794;9851.861255;9887.091301;9865.839168;9862.130742
2020-04-17;2020-04-17 03:05:00;10182.196422;2020-04-17 03:30:00;10133.986886;Stop Loss;10133.986886;10182.766949500001;-48.2095360000003;48.2095360000003;0.5705275000000256;0.01183432879337445;10133.986886;10182.766949500001;10165.08061;10142.830055
2020-05-21;2020-05-21 02:30:00;10776.11509;2020-05-21 03:05:00;10755.576116;Stop Loss;10755.576116;10792.375111500001;-20.538973999999143;20.538973999999143;16.26002150000204;0.7916666869534339;10755.576116;10792.375111500001;10767.557185;10766.41613
2020-05-22;2020-05-22 03:55:00;10607.809608;2020-05-22 06:45:00;10663.721259499998;Take Profit;10592.405377;10663.721259499998;55.9116514999987;15.404231000000436;55.9116514999987;3.629629515423205;10592.405377;10663.721259499998;10606.668554;10605.812763
2020-05-28;2020-05-28 02:50:00;10751.297163;2020-05-28 03:05:00;10756.4319065;Take Profit;10693.67393;10756.4319065;5.134743500000695;57.623232999998436;5.134743500000695;0.0891089102897235;10693.67393;10756.4319065;10744.165575;10722.77081
2020-06-08;2020-06-08 04:15:00;11222.267251;2020-06-08 04:40:00;11212.283027;Stop Loss;11212.283027;11240.3814845;-9.984223999999813;9.984223999999813;18.11423350000041;1.8142855669104327;11212.283027;11240.3814845;11221.696724;11218.844088
2020-06-09;2020-06-09 03:00:00;11256.784138;2020-06-09 03:05:00;11249.652549;Stop Loss;11249.652549;11271.1899455;-7.131589000000531;7.131589000000531;14.405807499999355;2.0199996802954128;11249.652549;11271.1899455;11256.213611;11251.078867
2020-06-25;2020-06-25 03:15:00;11409.257839;2020-06-25 03:20:00;11410.543276;Take Profit;11358.697296;11410.543276;1.2854370000004565;50.5605429999996;1.2854370000004565;0.02542371825398447;11358.697296;11410.543276;11405.830005;11401.545213
2020-06-26;2020-06-26 04:05:00;11514.949369;2020-06-26 04:30:00;11537.230286;Take Profit;11510.664577;11537.230286;22.280917000000045;4.28479200000038;22.280917000000045;5.199999673262569;11510.664577;11537.230286;11513.235452;11490.383229
2020-07-14;2020-07-14 03:10:00;12149.955507;2020-07-14 03:15:00;12152.526382;Take Profit;12123.675451;12152.526382;2.5708749999994325;26.280056000001423;2.5708749999994325;0.09782608530207444;12123.675451;12152.526382;12145.09941;12130.245465
2020-07-16;2020-07-16 02:45:00;12098.823659;2020-07-16 03:00:00;12083.684061;Stop Loss;12083.684061;12128.6743745;-15.13959799999975;15.13959799999975;29.85071550000066;1.9716980265923278;12083.684061;12128.6743745;12096.824089;12091.682339
2020-07-20;2020-07-20 03:15:00;12081.684492;2020-07-20 03:40:00;12113.8204295;Take Profit;12056.832699;12113.8204295;32.13593749999927;24.851792999999816;32.13593749999927;1.29310337889904;12056.832699;12113.8204295;12079.399269;12077.114047
2020-07-22;2020-07-22 01:55:00;12411.613457;2020-07-22 02:35:00;12392.189068;Stop Loss;12392.189068;12432.608937;-19.424388999999792;19.424388999999792;20.995480000001407;1.0808823896598052;12392.189068;12432.608937;12406.471707;12401.901262
2020-07-24;2020-07-24 05:05:00;11966.56642;2020-07-24 05:35:00;11940.572016;Stop Loss;11940.572016;12024.4111085;-25.994403999999122;25.994403999999122;57.84468850000121;2.2252746591152146;11940.572016;12024.4111085;11963.995545;11960.853364
2020-07-28;2020-07-28 01:30:00;12223.653925;2020-07-28 02:35:00;12205.086494;Stop Loss;12205.086494;12248.934196499999;-18.567431000001307;18.567431000001307;25.28027149999798;1.36153846485258;12205.086494;12248.934196499999;12219.654786;12217.083911
2020-08-21;2020-08-21 01:35:00;13143.741542;2020-08-21 01:55:00;13147.5978545;Take Profit;13127.744986;13147.5978545;3.856312500000058;15.996556000000055;3.856312500000058;0.2410714218735611;13127.744986;13147.5978545;13143.170236;13139.171097
2020-08-26;2020-08-26 02:35:00;13416.53995;2020-08-26 02:40:00;13418.539519999998;Take Profit;13402.257311;13418.539519999998;1.9995699999981298;14.282639000000927;1.9995699999981298;0.14000003780799894;13402.257311;13418.539519999998;13414.540381;13413.112117
2020-08-28;2020-08-28 02:40:00;13649.632622;2020-08-28 02:50:00;13636.778247;Stop Loss;13636.778247;13683.6253035;-12.854374999998981;12.854374999998981;33.99268150000171;2.644444517917394;13636.778247;13683.6253035;13640.491733;13639.349122
2020-09-03;2020-09-03 01:55:00;14130.67191;2020-09-03 02:20:00;14167.6639455;Take Profit;14122.673632;14167.6639455;36.99203550000129;7.998277999999118;36.99203550000129;4.624999968743944;14122.673632;14167.6639455;14127.244077;14126.672771
2020-09-10;2020-09-10 04:50:00;13000.91515;2020-09-10 05:00:00;13012.3412615;Take Profit;12944.070246;13012.3412615;11.426111499999024;56.84490400000141;11.426111499999024;0.2010050276450241;12944.070246;13012.3412615;12991.202955;12976.063358
2020-09-17;2020-09-17 03:05:00;12695.985044;2020-09-17 06:00:00;12657.66488;Stop Loss;12657.66488;12783.2063125;-38.32016399999884;38.32016399999884;87.22126850000132;2.2761193950006047;12657.66488;12783.2063125;12688.549788;12665.100135
2020-09-24;2020-09-24 02:05:00;12330.227659;2020-09-24 02:15:00;12337.9488855;Take Profit;12268.171871;12337.9488855;7.72122649999983;62.055787999999666;7.72122649999983;0.12442395381394353;12268.171871;12337.9488855;12328.51183;12309.065777
2020-10-06;2020-10-06 03:50:00;13074.611141;2020-10-06 04:10:00;13060.598543;Stop Loss;13060.598543;13099.776621;-14.012597999999343;14.012597999999343;25.16548000000148;1.795918215879929;13060.598543;13099.776621;13070.32157;13069.463656
2020-10-09;2020-10-09 03:50:00;13247.909792;2020-10-09 03:55:00;13249.4826345;Take Profit;13227.033882;13249.4826345;1.5728424999997515;20.87591000000066;1.5728424999997515;0.07534246411292739;13227.033882;13249.4826345;13247.337849;13243.33425
2020-10-23;2020-10-23 01:25:00;13304.818095;2020-10-23 01:40:00;13295.38104;Stop Loss;13295.38104;13327.266848;-9.437055000000328;9.437055000000328;22.44875299999876;2.3787879799363236;13295.38104;13327.266848;13303.388238;13303.102267
2020-11-06;2020-11-06 04:45:00;13660.280511;2020-11-06 07:40:00;13722.62227;Take Profit;13625.106032;13722.62227;62.341758999999;35.174479000001156;62.341758999999;1.7723577085533222;13625.106032;13722.62227;13654.275112;13646.267914
2020-11-11;2020-11-11 02:00:00;13284.228156;2020-11-11 02:15:00;13313.5402225;Take Profit;13245.907993;13313.5402225;29.312066500000583;38.3201629999985;29.312066500000583;0.7649254127651213;13245.907993;13313.5402225;13275.363044;13268.785702
2020-11-16;2020-11-16 01:35:00;13745.214009;2020-11-16 01:40:00;13740.924438;Stop Loss;13740.924438;13768.234704;-4.289570999999341;4.289570999999341;23.02069500000107;5.366666037234167;13740.924438;13768.234704;13744.356094;13743.49818
2020-11-24;2020-11-24 03:40:00;13666.571881;2020-11-24 04:35:00;13656.276912;Stop Loss;13656.276912;13679.5835785;-10.294969000000492;10.294969000000492;13.011697500000082;1.2638889442017223;13656.276912;13679.5835785;13664.28411;13661.138425
2020-12-07;2020-12-07 04:15:00;14314.868982;2020-12-07 05:00:00;14309.721497;Stop Loss;14309.721497;14335.029963500001;-5.147484999999506;5.147484999999506;20.16098150000107;3.9166663914519435;14309.721497;14335.029963500001;14307.719698;14303.144156
2020-12-09;2020-12-09 01:35:00;14466.433809;2020-12-09 02:20:00;14452.135241;Stop Loss;14452.135241;14470.0084515;-14.29856800000016;14.29856800000016;3.5746424999997544;0.25000003496851675;14452.135241;14470.0084515;14466.147838;14464.43201
2020-12-10;2020-12-10 01:30:00;14095.52894;2020-12-10 01:55:00;14088.379655;Stop Loss;14088.379655;14120.837406;-7.149284999999509;7.149284999999509;25.308466000000408;3.539999594365331;14088.379655;14120.837406;14092.383255;14091.811312
2020-12-11;2020-12-11 02:05:00;14161.302355;2020-12-11 02:15:00;14136.422846;Stop Loss;14136.422846;14168.4516395;-24.879509000000326;24.879509000000326;7.1492844999993395;0.28735633408196465;14136.422846;14168.4516395;14158.15667;14157.298756
2021-01-05;2021-01-05 02:00:00;14490.329831;2021-01-05 02:10:00;14513.767254;Take Profit;14476.324541;14513.767254;23.437423000001218;14.00528999999915;23.437423000001218;1.6734693105249974;14476.324541;14513.767254;14486.042497;14477.753653
2021-01-06;2021-01-06 03:45:00;14380.859915;2021-01-06 03:50:00;14379.144982;Stop Loss;14379.144982;14531.916966;-1.7149329999992915;1.7149329999992915;151.0570510000016;88.08335427685164;14379.144982;14531.916966;14362.567292;14348.847825
2021-01-22;2021-01-22 02:50:00;15255.190131;2021-01-22 03:05:00;15243.185597;Stop Loss;15243.185597;15277.9129985;-12.004533999999694;12.004533999999694;22.722867500000575;1.8928571071564422;15243.185597;15277.9129985;15252.331908;15252.046086
2021-01-28;2021-01-28 01:45:00;14880.191359;2021-01-28 02:40:00;14835.317268;Stop Loss;14835.317268;14923.207605;-44.87409099999968;44.87409099999968;43.01624599999923;0.9585987156820521;14835.317268;14923.207605;14864.756958;14859.612158
2021-01-29;2021-01-29 05:15:00;14935.069228;2021-01-29 05:20:00;14935.6408725;Take Profit;14820.740334;14935.6408725;0.5716444999998203;114.32889400000022;0.5716444999998203;0.005000000262399277;14820.740334;14935.6408725;14927.63785;14912.489271
2021-02-12;2021-02-12 02:15:00;15677.063749;2021-02-12 02:30:00;15665.345038;Stop Loss;15665.345038;15688.210816499999;-11.718711000001349;11.718711000001349;11.14706749999823;0.9512195923252094;15665.345038;15688.210816499999;15671.633127;15669.346549
2021-02-16;2021-02-16 05:40:00;15865.706424;2021-02-16 05:45:00;15867.5642685;Take Profit;15842.840645;15867.5642685;1.857844500000283;22.865778999999748;1.857844500000283;0.0812499980866737;15842.840645;15867.5642685;15863.991491;15859.704157
2021-02-18;2021-02-18 02:40:00;15590.459612;2021-02-18 04:20:00;15562.163211;Stop Loss;15562.163211;15625.9015695;-28.296401000001424;28.296401000001424;35.44195749999926;1.2525252769777144;15562.163211;15625.9015695;15587.315568;15580.455834
2021-02-24;2021-02-24 02:00:00;15032.820432;2021-02-24 03:00:00;15083.553879;Take Profit;15003.666564;15083.553879;50.733446999998705;29.15386800000124;50.733446999998705;1.7401960865020225;15003.666564;15083.553879;15022.530832;15016.814387
2021-03-02;2021-03-02 01:20:00;15130.857459;2021-03-02 01:40:00;15117.709636;Stop Loss;15117.709636;15176.5890165;-13.147823000001154;13.147823000001154;45.731557499999326;3.478260811694477;15117.709636;15176.5890165;15124.56937;15123.426081
2021-03-30;2021-03-30 01:50:00;14766.271701;2021-03-30 01:55:00;14763.983598;Stop Loss;14763.983598;14808.172584;-2.288102999998955;2.288102999998955;41.90088300000025;18.312498606933072;14763.983598;14808.172584;14765.985688;14763.125559
2021-04-20;2021-04-20 02:05:00;15918.331482;2021-04-20 02:10:00;15918.7605015;Take Profit;15899.168621;15918.7605015;0.4290195000012318;19.162860999998884;0.4290195000012318;0.022388071384604667;15899.168621;15918.7605015;15912.611225;15910.03711
2021-04-23;2021-04-23 02:40:00;15752.730039;2021-04-23 02:45:00;15753.731084;Take Profit;15731.279075;15753.731084;1.001044999999067;21.450963999999658;1.001044999999067;0.0466666672881966;15731.279075;15753.731084;15749.297885;15747.867821
2021-04-30;2021-04-30 01:45:00;15906.03293;2021-04-30 01:50:00;15914.8993285;Take Profit;15886.01203;15914.8993285;8.866398500000287;20.02089999999953;8.866398500000287;0.4428571392894673;15886.01203;15914.8993285;15904.316852;15902.600775
2021-05-07;2021-05-07 04:25:00;15591.704801;2021-05-07 04:55:00;15595.7089815;Take Profit;15562.53149;15595.7089815;4.004180500000075;29.173311000000467;4.004180500000075;0.13725492111608487;15562.53149;15595.7089815;15586.270557;15581.122326
2021-05-11;2021-05-11 04:00:00;15102.050793;2021-05-11 05:05:00;15067.157225;Stop Loss;15067.157225;15166.9757115;-34.893567999999505;34.893567999999505;64.92491849999897;1.8606557661285854;15067.157225;15166.9757115;15096.616549;15095.75851
2021-05-17;2021-05-17 02:00:00;15301.687766;2021-05-17 02:05:00;15308.695081000002;Take Profit;15261.931979;15308.695081000002;7.0073150000025635;39.755786999998236;7.0073150000025635;0.176258993439191;15261.931979;15308.695081000002;15294.823458;15294.537445
2021-05-19;2021-05-19 01:40:00;15042.560119;2021-05-19 02:00:00;15029.975553;Stop Loss;15029.975553;15078.883751500001;-12.58456599999954;12.58456599999954;36.32363250000162;2.8863635424537444;15029.975553;15078.883751500001;15040.844042;15039.127965
2021-05-26;2021-05-26 01:35:00;15667.784221;2021-05-26 01:40:00;15676.793626;Take Profit;15657.201745;15676.793626;9.009405000000697;10.582475999999588;9.009405000000697;0.8513513283659748;15657.201745;15676.793626;15665.496118;15663.208015
2021-05-31;2021-05-31 02:00:00;15672.932452;2021-05-31 02:20:00;15679.081729;Take Profit;15662.349977;15679.081729;6.149277000000438;10.58247499999925;6.149277000000438;0.5810811743000456;15662.349977;15679.081729;15669.500298;15668.356247
2021-06-02;2021-06-02 04:50:00;15600.5712;2021-06-02 04:55:00;15605.1474055;Take Profit;15584.55448;15605.1474055;4.57620549999956;16.016719999999623;4.57620549999956;0.28571427233538876;15584.55448;15605.1474055;15598.56911;15598.283097
2021-06-08;2021-06-08 03:55:00;15825.663317;2021-06-08 04:05:00;15833.385664000001;Take Profit;15803.92634;15833.385664000001;7.722347000000809;21.73697700000048;7.722347000000809;0.3552631536575044;15803.92634;15833.385664000001;15824.519266;15821.087112
2021-06-11;2021-06-11 01:40:00;15978.108169;2021-06-11 02:15:00;15972.101899;Stop Loss;15972.101899;15986.9745675;-6.0062699999998586;6.0062699999998586;8.866398500000287;1.4761904642982242;15972.101899;15986.9745675;15977.536143;15976.106079
2021-06-22;2021-06-22 05:40:00;16176.975846;2021-06-22 05:45:00;16189.4253975;Take Profit;16175.544863;16189.4253975;12.44955149999987;1.4309830000001966;12.44955149999987;8.699999580706521;16175.544863;16189.4253975;16176.403453;16172.682897
