date,type,entry_price,stop_loss,risk,tokyo_high,tokyo_low,tokyo_eq,sweep_extreme,tokyo_reference,sweep_depth,entry_datetime,outcome,profit_points
2022-01-20,short,17332.718817,17336.691542,3.9727249999996275,17333.291544,17194.691648,17263.991596,17369.086972,17333.291544,35.795428000001266,2022-01-20 01:25:00,loss,-3.9727249999996275
2022-01-21,short,16875.682797,16885.669153,9.986355999997613,16887.996424,16726.201091,16807.0987575,16945.841835,16887.996424,57.84541099999842,2022-01-21 02:20:00,loss,-9.986355999997613
2022-01-24,long,16610.223905,16591.646646,18.577258999997866,16703.005653,16637.142066,16670.0738595,16524.601242,16637.142066,112.5408239999997,2022-01-24 01:40:00,loss,-18.577258999997866
2022-01-25,long,16319.565032,16296.119595,23.44543700000031,16458.451291,16267.733253,16363.092272000002,16209.601478,16267.733253,58.131774999999834,2022-01-25 01:45:00,win,23.44543700000031
2022-01-26,short,16227.069647,16231.328735,4.259087999998883,16319.278668,16170.083326,16244.680997,16543.214864,16319.278668,223.93619600000056,2022-01-26 01:20:00,loss,-4.259087999998883
2022-01-28,long,16147.460616,16124.015178,23.44543800000065,16244.824179,16128.56063,16186.6924045,16048.951598,16128.56063,79.6090320000003,2022-01-28 03:20:00,loss,-23.44543800000065
2022-01-31,short,16552.664857,16598.446641,45.78178399999888,16609.937541,16467.614921,16538.776231,16662.914774,16609.937541,52.97723300000143,2022-01-31 02:15:00,loss,-45.78178399999888
2022-02-01,short,17038.050857,17092.423543,54.37268600000243,17048.646303,16973.332723,17010.989513,17141.714415,17048.646303,93.0681119999972,2022-02-01 03:25:00,loss,-54.37268600000243
2022-02-03,short,16994.80998,17025.987229,31.177248999996664,16951.569103,16897.160053,16924.364578,17032.896315,16951.569103,81.32721200000015,2022-02-03 02:15:00,win,31.177248999996664
2022-02-04,short,16918.064583,16935.782752,17.71816899999976,16963.02364,16838.169188,16900.596414,16982.209989,16963.02364,19.18634899999961,2022-02-04 01:25:00,win,17.71816899999976
2022-02-07,short,16755.696523,16768.546513,12.849990000002435,16854.778267,16724.196547,16789.487407,16888.569151,16854.778267,33.79088399999819,2022-02-07 02:25:00,loss,-12.849990000002435
2022-02-08,short,16677.232945,16691.801116,14.568170999998983,16728.205634,16651.460237,16689.832935500002,16744.814713,16728.205634,16.60907899999802,2022-02-08 01:30:00,win,14.568170999998983
2022-02-09,short,16924.078215,16944.660018,20.581802999997308,16975.623631,16890.573694,16933.0986625,17026.882683,16975.623631,51.25905200000125,2022-02-09 01:25:00,loss,-20.581802999997308
2022-02-10,short,17176.650753,17192.364377,15.713623999999982,17196.123465,17145.150776,17170.6371205,17227.623442,17196.123465,31.49997699999949,2022-02-10 02:25:00,win,15.713623999999982
2022-02-14,long,16147.174252,16144.919708,2.2545440000012604,16377.696806,16271.74234,16324.719573,16089.328841,16271.74234,182.41349900000023,2022-02-14 03:25:00,loss,-2.2545440000012604
2022-02-15,short,16329.301388,16350.169555,20.86816700000054,16417.787685,16292.074143,16354.930914,16647.45115,16417.787685,229.66346500000145,2022-02-15 01:35:00,loss,-20.86816700000054
2022-02-16,short,16690.97839,16701.823836,10.845445999999356,16701.8602,16663.201138,16682.530669,16802.087397,16701.8602,100.22719700000016,2022-02-16 01:50:00,loss,-10.845445999999356
2022-02-21,short,16152.04243,16156.874245,4.83181500000137,16134.574262,15948.724401,16041.6493315,16216.760564,16134.574262,82.18630200000007,2022-02-21 01:40:00,loss,-4.83181500000137
2022-02-24,long,15045.820533,15043.279625,2.5409080000008544,15425.53843,15010.025105,15217.7817675,14920.393354,15010.025105,89.6317510000008,2022-02-24 02:10:00,loss,-2.5409080000008544
2022-02-25,long,15882.001724,15852.256291,29.745433000000048,15943.856223,15814.992683,15879.424453,15761.729087,15814.992683,53.26359600000069,2022-02-25 03:55:00,win,29.745433000000048
2022-02-28,short,15987.383463,16012.833444,25.449980999999752,15983.947102,15755.715455,15869.8312785,16093.051565,15983.947102,109.10446299999967,2022-02-28 02:20:00,loss,-25.449980999999752
2022-03-01,short,16362.233182,16365.060452,2.8272699999997712,16306.965041,16234.801459,16270.883249999999,16411.774054,16306.965041,104.80901300000187,2022-03-01 01:35:00,loss,-2.8272699999997712
2022-03-02,long,15986.238009,15976.82438,9.413629000000583,16145.169708,16004.565268,16074.867488,15934.978957,16004.565268,69.58631100000093,2022-03-02 01:35:00,loss,-9.413629000000583
2022-03-03,short,16293.219597,16314.66049,21.44089300000087,16320.710486,16244.537815,16282.6241505,16324.719573,16320.710486,4.009087000000363,2022-03-03 01:25:00,win,21.44089300000087
2022-03-04,short,15977.93347,15985.056192,7.122722000000067,15982.228921,15744.547281,15863.388101,16105.365193,15982.228921,123.13627199999974,2022-03-04 01:20:00,loss,-7.122722000000067
2022-03-08,long,15105.956851,15066.188699,39.768152000000555,15326.170322,15121.706839,15223.9385805,15017.470554,15121.706839,104.23628500000086,2022-03-08 01:25:00,loss,-39.768152000000555
2022-03-10,long,15683.265509,15677.860968,5.404540999999881,15766.024538,15656.920074,15711.472306,15564.711053,15656.920074,92.20902099999876,2022-03-10 03:10:00,loss,-5.404540999999881
2022-03-11,short,15608.238293,15609.92011,1.681816999998773,15540.656525,15410.933895,15475.79521,15649.188262,15540.656525,108.53173699999934,2022-03-11 01:25:00,loss,-1.681816999998773
2022-03-15,long,14899.488824,14874.897933,24.59089099999983,15055.270526,14949.029696,15002.150110999999,14840.784323,14949.029696,108.24537299999974,2022-03-15 03:00:00,win,24.59089099999983
2022-03-16,short,15570.151958,15583.001948,12.849989999998797,15434.988423,15368.838472,15401.9134475,15669.806428,15434.988423,234.81800499999918,2022-03-16 02:30:00,loss,-12.849989999998797
2022-03-17,short,16001.128907,16010.8289,9.699993000000177,16030.051613,15921.806239,15975.928926,16061.837952,16030.051613,31.786339000000225,2022-03-17 02:25:00,win,9.699993000000177
2022-03-18,short,16056.397047,16066.09704,9.699993000000177,16095.056109,15997.978909,16046.517509,16107.369736,16095.056109,12.313627000001361,2022-03-18 02:00:00,win,9.699993000000177
2022-03-21,long,16433.537674,16431.569493,1.968181000000186,16501.978531,16426.951315,16464.464923,16394.019521,16426.951315,32.93179400000008,2022-03-21 01:40:00,loss,-1.968181000000186
2022-03-22,short,16418.933139,16432.355857,13.422717999997985,16434.683127,16372.542265,16403.612696,16542.642137,16434.683127,107.95900999999867,2022-03-22 01:40:00,loss,-13.422717999997985
2022-03-23,long,16803.805578,16802.410124,1.3954539999976987,16811.823754,16752.546525,16782.1851395,16740.232898,16752.546525,12.31362700000318,2022-03-23 01:20:00,loss,-1.3954539999976987
2022-03-24,short,16641.723881,16646.269332,4.545450999998138,16636.56934,16549.801223,16593.1852815,16688.973846,16636.56934,52.404506000002584,2022-03-24 01:15:00,win,4.545450999998138
2022-03-25,long,16945.269108,16938.432749,6.836359000000812,16968.750909,16860.219172,16914.4850405,16830.437376,16860.219172,29.781795999999304,2022-03-25 01:20:00,loss,-6.836359000000812
2022-03-28,long,16829.005559,16818.160112,10.845446999999695,16870.528255,16816.978295,16843.753275000003,16790.919224,16816.978295,26.059070999999676,2022-03-28 01:20:00,loss,-10.845446999999695
2022-03-29,short,17186.959836,17195.228012,8.268175999997766,17172.355301,17131.978059,17152.166680000002,17228.482532,17172.355301,56.12723100000221,2022-03-29 02:10:00,loss,-8.268175999997766
2022-03-31,short,17363.646067,17373.918787,10.272719999997207,17373.382423,17296.350663,17334.866543,17388.846048,17373.382423,15.46362500000032,2022-03-31 02:50:00,win,10.272719999997207
2022-04-01,short,17093.032634,17113.328073,20.295439000001352,17111.646256,17039.19631,17075.421283,17127.682608,17111.646256,16.03635199999917,2022-04-01 02:10:00,loss,-20.295439000001352
2022-04-04,short,16995.66907,17004.509973,8.840903000000253,17024.878139,16953.860011,16989.369075000002,17063.823565,17024.878139,38.945425999998406,2022-04-04 02:15:00,win,8.840903000000253
2022-04-05,short,17347.323352,17350.72335,3.399998000000778,17365.077884,17347.323352,17356.200618,17408.605124,17365.077884,43.527240000003076,2022-04-05 01:20:00,loss,-3.399998000000778
2022-04-06,long,16995.955434,16992.841799,3.1136349999978847,17003.400883,16922.360034,16962.8804585,16847.619181,16922.360034,74.74085300000297,2022-04-06 01:45:00,loss,-3.1136349999978847
2022-04-07,short,16642.296608,16655.146599,12.849990999999136,16606.787544,16533.192144,16569.989844,16698.423839,16606.787544,91.63629500000025,2022-04-07 02:40:00,loss,-12.849990999999136
2022-04-08,short,16714.173827,16729.601088,15.427261000000726,16696.419295,16629.410254,16662.9147745,16772.019238,16696.419295,75.59994300000108,2022-04-08 03:50:00,win,15.427261000000726
2022-04-11,long,16374.260445,16355.683186,18.577258999999685,16394.878612,16261.433257,16328.1559345,16214.75602,16261.433257,46.67723699999988,2022-04-11 02:30:00,loss,-18.577258999999685
2022-04-12,short,15989.67437,16019.992529,30.31815899999856,16038.356152,15925.2426,15981.799375999999,16061.837952,16038.356152,23.481799999999566,2022-04-12 02:00:00,win,30.31815899999856
2022-04-13,short,16119.397,16136.828805,17.43180499999835,16093.624292,16020.60162,16057.112956,16149.465159,16093.624292,55.84086699999898,2022-04-13 01:20:00,win,17.43180499999835
2022-04-18,short,15787.788158,15792.333609,4.545450999999957,15776.906348,15729.942747,15753.424547499999,15852.219928,15776.906348,75.31358,2022-04-18 01:20:00,loss,-4.545450999999957
2022-04-19,long,16032.34252,16020.637983,11.704536999999618,16058.115228,15960.178938,16009.147083,15875.129002,15960.178938,85.04993599999943,2022-04-19 01:15:00,win,11.704536999999618
2022-04-20,short,16136.578805,16142.556074,5.977269000000888,16180.106046,16084.747026,16132.426535999999,16212.465112,16180.106046,32.359065999999075,2022-04-20 01:15:00,loss,-5.977269000000888
2022-04-21,long,16121.687908,16119.719727,1.968181000000186,16179.533319,16123.119725,16151.326522,16098.778834,16123.119725,24.34089099999983,2022-04-21 01:30:00,loss,-1.968181000000186
2022-04-22,short,15654.05644,15690.101868,36.04542799999945,15705.888219,15592.201941,15649.04508,15762.01545,15705.888219,56.12723100000039,2022-04-22 02:25:00,loss,-36.04542799999945
2022-04-25,long,15197.593146,15183.597702,13.995444000000134,15280.924902,15160.652265,15220.788583500002,15119.988659,15160.652265,40.66360600000007,2022-04-25 01:30:00,loss,-13.995444000000134
2022-04-26,long,15475.938392,15460.224767,15.71362500000032,15559.556511,15472.502031,15516.029271,15386.020278,15472.502031,86.48175300000003,2022-04-26 03:20:00,loss,-15.71362500000032
2022-04-27,short,14978.238765,15011.993286,33.75452100000075,14983.106943,14835.057054,14909.081998500002,15101.088673,14983.106943,117.98172999999952,2022-04-27 02:10:00,win,33.75452100000075
2022-04-28,short,15221.647674,15237.074935,15.427261000000726,15117.984115,15042.956899,15080.470507,15280.352175,15117.984115,162.3680600000007,2022-04-28 02:55:00,loss,-15.427261000000726
2022-04-29,short,15320.729417,15335.870315,15.140897999999652,15295.8158,15170.388621,15233.102210500001,15372.561197,15295.8158,76.7453970000006,2022-04-29 01:55:00,win,15.140897999999652
2022-05-03,long,15001.720566,14994.025117,7.695449000000735,15087.343229,14943.302428,15015.3228285,14942.156974,14943.302428,1.1454540000013367,2022-05-03 01:25:00,loss,-7.695449000000735
2022-05-04,long,15027.20691,15024.952366,2.2545440000012604,15057.561433,14991.697846,15024.629639499999,14982.82058,14991.697846,8.877265999999508,2022-05-04 02:55:00,loss,-2.2545440000012604
2022-05-05,short,15459.90204,15462.442948,2.5409079999990354,15511.73382,15467.061126,15489.397473,15514.024727,15511.73382,2.290907000000516,2022-05-05 01:30:00,win,2.5409079999990354
2022-05-06,long,14679.84808,14660.411731,19.43634899999961,14764.325289,14640.902655,14702.613972,14602.243593,14640.902655,38.65906200000063,2022-05-06 02:55:00,loss,-19.43634899999961
2022-05-09,short,14390.621024,14400.893744,10.272720000000845,14437.584625,14328.480162,14383.0323935,14460.207336,14437.584625,22.62271099999998,2022-05-09 02:25:00,loss,-10.272720000000845
2022-05-10,short,14150.93484,14189.843902,38.90906200000063,14102.825785,13862.566875,13982.69633,14216.2257,14102.825785,113.39991499999996,2022-05-10 02:40:00,loss,-38.90906200000063
2022-05-12,long,13701.057905,13674.46247,26.59543499999927,13828.203264,13655.526121,13741.8646925,13531.817123,13655.526121,123.70899800000007,2022-05-12 01:20:00,loss,-26.59543499999927
2022-05-13,short,13848.535067,13855.657789,7.122722000000067,13914.685018,13753.176048,13833.930532999999,13951.912262,13914.685018,37.2272439999997,2022-05-13 01:20:00,loss,-7.122722000000067
2022-05-16,long,14075.62126,14061.625816,13.995444000000134,14285.812012,14016.057669,14150.9348405,14009.184947,14016.057669,6.872722000000067,2022-05-16 02:35:00,win,13.995444000000134
2022-05-18,long,14316.452898,14305.893815,10.5590830000001,14402.075561,14287.243829,14344.659694999998,14271.780204,14287.243829,15.463624999998501,2022-05-18 03:10:00,loss,-10.5590830000001
2022-05-20,short,13725.398796,13737.389696,11.990900000000693,13763.771494,13670.130656,13716.951075,13846.24416,13763.771494,82.47266599999966,2022-05-20 01:35:00,loss,-11.990900000000693
2022-05-23,short,13734.276062,13746.266962,11.990899999998874,13754.321501,13662.97157,13708.6465355,13797.848742,13754.321501,43.527240999999776,2022-05-23 02:10:00,win,11.990899999998874
2022-05-24,long,13493.158061,13491.476244,1.681817000000592,13628.607959,13565.03528,13596.8216195,13463.089902,13565.03528,101.94537800000035,2022-05-24 02:05:00,loss,-1.681817000000592
2022-05-25,long,13598.253437,13577.098907,21.154529999999795,13622.307964,13502.32169,13562.314827,13471.680804,13502.32169,30.640886000001046,2022-05-25 01:45:00,loss,-21.154529999999795
2022-05-26,long,13599.685254,13596.57162,3.113633999999365,13738.857877,13585.080719,13661.969298,13571.621638,13585.080719,13.45908099999906,2022-05-26 01:25:00,loss,-3.113633999999365
2022-05-27,short,14034.098564,14036.066745,1.968181000000186,14089.080341,13999.734954,14044.4076475,14142.916665,14089.080341,53.83632399999988,2022-05-27 02:20:00,loss,-1.968181000000186
2022-05-31,long,14575.611795,14561.043623,14.568172000001141,14687.866256,14519.770927,14603.8185915,14468.798238,14519.770927,50.97268900000017,2022-05-31 03:20:00,win,14.568172000001141
2022-06-01,long,14498.007307,14471.698236,26.309070999999676,14576.184521,14485.980044,14531.0822825,14411.525554,14485.980044,74.45449000000008,2022-06-01 01:20:00,loss,-26.309070999999676
2022-06-02,short,14376.302853,14385.716483,9.413630000000921,14421.548274,14311.298356,14366.423315,14485.980044,14421.548274,64.43176999999923,2022-06-02 01:25:00,loss,-9.413630000000921
2022-06-03,long,14703.329881,14699.070793,4.259087999998883,14806.993439,14759.743475,14783.368457,14672.402631,14759.743475,87.34084399999847,2022-06-03 03:30:00,loss,-4.259087999998883
2022-06-07,long,14359.407411,14343.12106,16.28635100000065,14439.589169,14304.425634,14372.0074015,14291.252917,14304.425634,13.172716999999466,2022-06-07 02:40:00,win,16.28635100000065
2022-06-08,long,14526.643649,14516.084566,10.5590830000001,14560.14817,14475.957324,14518.052747000002,14460.493699,14475.957324,15.46362500000032,2022-06-08 01:30:00,loss,-10.5590830000001
2022-06-10,short,14073.330353,14087.898524,14.568171000000802,14125.734859,14046.125828,14085.9303435,14133.466672,14125.734859,7.731813000000329,2022-06-10 02:15:00,win,14.568171000000802
2022-06-13,long,13168.402324,13153.296016,15.106308000000354,13365.153612,13252.89915,13309.026381,13092.406597,13252.89915,160.49255300000004,2022-06-13 03:40:00,loss,-15.106308000000354
2022-06-14,short,13108.977094,13122.369212,13.392117999999755,13124.404798,12976.698818,13050.551808,13181.544442,13124.404798,57.13964400000077,2022-06-14 02:15:00,win,13.392117999999755
2022-06-15,long,13044.694995,13037.873936,6.821058999999877,13083.264254,13000.697469,13041.9808615,12993.555013,13000.697469,7.142456000001403,2022-06-15 02:40:00,loss,-6.821058999999877
2022-06-17,short,12819.850496,12823.528875,3.6783790000008594,12898.988903,12756.425491,12827.707197,12917.559287,12898.988903,18.57038400000056,2022-06-17 01:15:00,loss,-3.6783790000008594
2022-06-21,short,13177.830365,13182.937235,5.106869999999617,13149.831939,13039.838125,13094.835031999999,13195.829353,13149.831939,45.99741399999948,2022-06-21 03:25:00,win,5.106869999999617
2022-06-22,long,13067.550852,13060.729793,6.821058999999877,13232.113027,13081.264367,13156.688697,12936.986766,13081.264367,144.27760099999978,2022-06-22 01:50:00,loss,-6.821058999999877
2022-06-23,short,13158.974282,13161.22417,2.2498880000002828,13261.825641,13122.40491,13192.1152755,13285.824292,13261.825641,23.99865099999988,2022-06-23 02:25:00,loss,-2.2498880000002828
2022-06-27,short,13870.934245,13877.755304,6.821058999999877,13976.928284,13796.36701,13886.647647,14012.92626,13976.928284,35.99797600000056,2022-06-27 01:30:00,loss,-6.821058999999877
2022-06-28,short,13832.364985,13840.614535,8.249550000000454,13822.936944,13680.373533,13751.6552385,13900.64686,13822.936944,77.70991600000161,2022-06-28 01:50:00,win,8.249550000000454
2022-06-29,long,13346.678012,13333.000196,13.677815999999439,13392.961124,13322.393664,13357.677393999998,13287.538481,13322.393664,34.85518299999967,2022-06-29 02:25:00,loss,-13.677815999999439
2022-06-30,long,13193.258069,13185.579915,7.678153999999267,13357.248847,13290.96686,13324.107853500002,13131.832952,13290.96686,159.1339079999998,2022-06-30 02:55:00,win,7.678153999999267
2022-07-05,long,13370.962361,13366.426888,4.535472999999911,13390.675538,13313.251321,13351.9634295,13167.545229,13313.251321,145.70609200000035,2022-07-05 01:40:00,loss,-4.535472999999911
2022-07-06,long,13452.386354,13440.994123,11.39223099999981,13569.236925,13459.243111,13514.240018,13406.103242,13459.243111,53.139869000000544,2022-07-06 01:50:00,win,11.39223099999981
2022-07-07,short,13607.520487,13613.198753,5.678266000000804,13618.091321,13526.667891,13572.379605999999,13672.945379,13618.091321,54.854058000000805,2022-07-07 01:40:00,loss,-5.678266000000804
2022-07-08,long,13812.937506,13804.11656,8.820945999999822,13862.934695,13788.367459,13825.651076999999,13783.51059,13788.367459,4.8568689999992785,2022-07-08 01:55:00,loss,-8.820945999999822
2022-07-11,long,13739.513064,13730.406419,9.106644999999844,13854.935145,13741.512952,13798.2240485,13709.514751,13741.512952,31.998200999998517,2022-07-11 01:25:00,win,9.106644999999844
2022-07-12,long,13496.669578,13492.705501,3.964076999998724,13609.806072,13471.813832,13540.809952,13437.244348,13471.813832,34.56948399999965,2022-07-12 01:25:00,win,3.964076999998724
2022-07-13,short,13476.385004,13480.063383,3.6783790000008594,13506.669015,13449.81507,13478.2420425,13533.810346,13506.669015,27.14133100000072,2022-07-13 01:20:00,loss,-3.6783790000008594
2022-07-14,long,13380.390402,13379.283308,1.1070940000008704,13445.243898,13332.964498,13389.104198,13257.540168,13332.964498,75.42432999999983,2022-07-14 01:50:00,loss,-1.1070940000008704
2022-07-15,long,13503.526335,13499.562258,3.964077000000543,13562.665866,13488.384329,13525.5250975,13443.529709,13488.384329,44.85462000000007,2022-07-15 02:25:00,loss,-3.964077000000543
2022-07-18,short,13875.219718,13884.897759,9.678040999999212,13836.650459,13745.512727,13791.081592999999,13919.502942,13836.650459,82.85248299999876,2022-07-18 03:00:00,loss,-9.678040999999212
2022-07-19,short,13638.090196,13638.625894,0.5356980000015028,13660.946054,13608.377581,13634.6618175,13678.087947,13660.946054,17.141892999999982,2022-07-19 01:25:00,loss,-0.5356980000015028
2022-07-20,long,14064.351939,14061.244957,3.106981999999334,14123.205772,14054.352502,14088.779137,14028.92536,14054.352502,25.427142000000458,2022-07-20 03:15:00,loss,-3.106981999999334
2022-07-21,short,14234.34238,14235.735173,1.3927929999990738,14236.627966,14165.489109,14201.058537500001,14274.625829,14236.627966,37.99786300000051,2022-07-21 01:35:00,win,1.3927929999990738
2022-07-22,long,14342.050608,14335.229549,6.821058999999877,14364.906466,14318.051958,14341.479212,14315.766372,14318.051958,2.2855859999999666,2022-07-22 01:50:00,loss,-6.821058999999877
2022-07-25,short,14176.059943,14183.738097,7.678153999999267,14212.629315,14152.346991,14182.488153,14250.055782,14212.629315,37.42646699999932,2022-07-25 01:25:00,loss,-7.678153999999267
2022-07-26,short,14064.351939,14065.459034,1.10709499999939,14079.208247,14030.068153,14054.638200000001,14093.207459,14079.208247,13.999211999998806,2022-07-26 03:15:00,loss,-1.10709499999939
2022-07-27,short,14040.638987,14046.88865,6.24966300000051,14061.780655,14007.497994,14034.6393245,14092.064667,14061.780655,30.284012000000075,2022-07-27 01:25:00,loss,-6.24966300000051
2022-07-29,short,14741.171021,14750.563364,9.392342999999528,14768.883748,14718.600861,14743.7423045,14787.739831,14768.883748,18.85608300000058,2022-07-29 02:40:00,loss,-9.392342999999528
2022-08-01,short,14784.882848,14800.560552,15.67770400000154,14784.025754,14748.027778,14766.026765999999,14818.595238,14784.025754,34.56948399999965,2022-08-01 03:10:00,win,15.67770400000154
2022-08-02,long,14726.029015,14715.779578,10.249437000000398,14806.024517,14723.457731,14764.741124,14677.746016,14723.457731,45.71171500000128,2022-08-02 02:45:00,loss,-10.249437000000398
2022-08-03,short,14742.313814,14766.562464,24.248650000001362,14795.739381,14704.601649,14750.170515,14804.596025,14795.739381,8.856644000001324,2022-08-03 02:10:00,loss,-24.248650000001362
2022-08-04,short,15148.290983,15152.826457,4.53547399999843,15167.147066,15116.007085,15141.5770755,15168.861255,15167.147066,1.7141890000002604,2022-08-04 02:45:00,loss,-4.53547399999843
2022-08-08,short,15177.7179,15181.967675,4.249775000000227,15122.578144,15057.724648,15090.151396,15206.57342,15122.578144,83.99527600000147,2022-08-08 02:45:00,loss,-4.249775000000227
2022-08-10,long,14860.02148,14858.057291,1.9641890000002604,14919.732408,14863.16416,14891.448284,14835.737131,14863.16416,27.427029000000402,2022-08-10 01:45:00,loss,-1.9641890000002604
2022-08-11,short,15374.563973,15394.52715,19.963176999999632,15379.420843,15311.424667,15345.422755,15407.419268,15379.420843,27.99842499999977,2022-08-11 02:25:00,win,19.963176999999632
2022-08-12,short,15246.856869,15258.534798,11.677929000001313,15266.855744,15212.858781,15239.857262500002,15322.566897,15266.855744,55.711153000000195,2022-08-12 02:10:00,loss,-11.677929000001313
2022-08-15,long,15487.700468,15483.164995,4.535472999999911,15496.557113,15461.130533,15478.843823,15429.418031,15461.130533,31.712502000000313,2022-08-15 01:20:00,loss,-4.535472999999911
2022-08-16,long,15603.693945,15596.301489,7.392456000001403,15635.406447,15594.551602,15614.9790245,15572.267141,15594.551602,22.284460999999283,2022-08-16 02:55:00,win,7.392456000001403
2022-08-18,long,15355.993589,15335.459015,20.53457399999934,15408.562061,15357.707778,15383.1349195,15325.709577,15357.707778,31.998201000000336,2022-08-18 02:20:00,win,20.53457399999934
2022-08-19,long,15301.139531,15292.88998,8.249551000000793,15464.84461,15415.13312,15439.988865,15280.569259,15415.13312,134.56386100000054,2022-08-19 03:50:00,win,8.249551000000793
2022-08-22,long,15060.010234,15037.190074,22.820159999999305,15110.864517,15059.153139,15085.008828,14917.73252,15059.153139,141.42061900000044,2022-08-22 02:00:00,loss,-22.820159999999305
2022-08-23,long,14709.458518,14684.638472,24.82004599999891,14807.738706,14758.312914,14783.02581,14654.60446,14758.312914,103.70845399999962,2022-08-23 02:00:00,win,24.82004599999891
2022-08-24,short,14710.601311,14720.565051,9.963739999999234,14747.456382,14663.461105,14705.4587435,14763.74118,14747.456382,16.284798000000592,2022-08-24 01:20:00,win,9.963739999999234
2022-08-25,short,14919.44671,14925.696372,6.249662000000171,14841.451096,14770.597937,14806.024516500001,14954.016194,14841.451096,112.56509799999913,2022-08-25 03:15:00,loss,-6.249662000000171
2022-08-26,long,14998.585116,14996.049531,2.535584999999628,15038.011471,15004.013383,15021.012427,14955.730383,15004.013383,48.28299999999945,2022-08-26 01:40:00,win,2.535584999999628
2022-08-29,short,14229.771208,14255.734048,25.962840000000142,14276.05432,14172.345866,14224.200093,14323.765922,14276.05432,47.71160200000122,2022-08-29 02:20:00,loss,-25.962840000000142
2022-08-30,short,14440.330796,14446.580458,6.249662000000171,14359.4782,14266.054882,14312.766541,14465.757937,14359.4782,106.27973700000075,2022-08-30 03:45:00,win,6.249662000000171
2022-09-01,long,13894.361499,13881.540777,12.820722000000387,13930.930871,13854.649446,13892.7901585,13843.221518,13854.649446,11.427927999999156,2022-09-01 01:40:00,win,12.820722000000387
2022-09-02,long,14049.78133,14033.246532,16.534798000000592,14071.494395,14005.498106,14038.4962505,13992.641686,14005.498106,12.856419999998252,2022-09-02 01:30:00,win,16.534798000000592
2022-09-05,long,13846.649896,13835.257666,11.392230000001291,13884.362061,13809.223429,13846.792744999999,13790.367347,13809.223429,18.856082000000242,2022-09-05 01:15:00,loss,-11.392230000001291
2022-09-06,short,13952.358237,13968.893036,16.53479899999911,13980.928059,13864.363186,13922.6456225,13992.927384,13980.928059,11.999325000000681,2022-09-06 02:40:00,win,16.53479899999911
2022-09-07,short,13765.7973,13774.04685,8.249550000000454,13730.370721,13623.805285,13677.088003,13802.366672,13730.370721,71.99595100000079,2022-09-07 03:20:00,win,8.249550000000454
2022-09-08,short,14060.637862,14070.8873,10.249438000000737,14050.638425,13998.927047,14024.782736,14093.493158,14050.638425,42.854733000000124,2022-09-08 01:45:00,win,10.249438000000737
2022-09-09,short,14131.491021,14132.026719,0.5356979999996838,14187.77357,14108.635163,14148.2043665,14233.485285,14187.77357,45.71171500000128,2022-09-09 01:35:00,loss,-0.5356979999996838
2022-09-13,short,14614.914635,14617.152517,2.237882000001264,14602.135388,14558.969932,14580.552660000001,14645.300844,14602.135388,43.16545599999881,2022-09-13 01:50:00,loss,-2.237882000001264
2022-09-14,short,13771.484344,13778.549943,7.065598999999565,13808.402168,13732.86262,13770.632394,13880.8179,13808.402168,72.41573199999948,2022-09-14 02:25:00,loss,-7.065598999999565
2022-09-15,long,13881.953833,13877.160101,4.793732000000091,13927.107172,13872.014419,13899.5607955,13860.939072,13872.014419,11.075346999999965,2022-09-15 01:50:00,loss,-4.793732000000091
2022-09-16,long,13512.491609,13505.709994,6.781614999999874,13557.360964,13511.071692,13534.216327999999,13461.374621,13511.071692,49.69707099999869,2022-09-16 02:10:00,loss,-6.781614999999874
2022-09-19,long,13474.721835,13452.037157,22.68467799999962,13574.683943,13467.33827,13521.0111065,13416.221283,13467.33827,51.116986999999426,2022-09-19 01:30:00,loss,-22.68467799999962
2022-09-20,long,13686.573349,13679.223767,7.349582000000737,13736.27042,13668.39842,13702.33442,13602.514303,13668.39842,65.8841169999996,2022-09-20 02:00:00,win,7.349582000000737
2022-09-21,long,13519.875173,13492.36278,27.512393000000884,13578.091742,13529.530604,13553.811173,13473.869885,13529.530604,55.66071899999952,2022-09-21 02:15:00,win,27.512393000000884
2022-09-22,short,13187.046789,13196.668237,9.621447999999873,13212.889266,13120.026739,13166.4580025,13399.46627,13212.889266,186.57700400000067,2022-09-22 01:40:00,win,9.621447999999873
2022-09-23,long,13083.108915,13074.339417,8.769498000001477,13177.107375,13063.230087,13120.168731,13030.004045,13063.230087,33.226042000000234,2022-09-23 02:55:00,win,8.769498000001477
2022-09-26,long,12884.320631,12872.995284,11.325346999999965,12926.350154,12817.868548,12872.109351,12786.630389,12817.868548,31.23815900000045,2022-09-26 02:10:00,loss,-11.325346999999965
2022-09-27,short,12998.19792,13000.719786,2.521865999999136,12975.195275,12889.716313,12932.455794000001,13076.009334,12975.195275,100.81405900000027,2022-09-27 01:50:00,win,2.521865999999136
2022-09-28,long,12740.057134,12735.263402,4.793732000000091,12941.117284,12704.275243,12822.6962635,12686.384297,12704.275243,17.89094599999953,2022-09-28 03:55:00,loss,-4.793732000000091
2022-09-29,long,13021.484547,13019.246664,2.2378829999997834,13139.621585,13063.798053,13101.709819,12904.19946,13063.798053,159.59859300000062,2022-09-29 01:45:00,win,2.2378829999997834
