Column1;Column2;Column3;Column4;Column5;Column6;Column7
03/01/2022;00:00:00;18735.040493;18909.149453;18661.731457;18895.117645;504499
04/01/2022;00:00:00;18897.408553;18973.29486;18487.04977;18626.508756;662530
05/01/2022;00:00:00;18630.804207;18635.386022;18044.045557;18045.763737;757500
06/01/2022;00:00:00;18056.645547;18207.845434;17867.359325;18091.295521;796028
07/01/2022;00:00:00;18100.172787;18158.590925;17765.986674;17835.000259;691245
10/01/2022;00:00:00;17857.622969;17948.11381;17356.486981;17886.832038;878843
11/01/2022;00:00:00;17894.563851;18143.413664;17725.895795;18126.231859;699966
12/01/2022;00:00:00;18127.950039;18337.854427;18055.21373;18207.272707;667406
13/01/2022;00:00:00;18213.859066;18304.063543;17706.709446;17756.536681;755594
14/01/2022;00:00:00;17760.259406;17893.132033;17539.759571;17888.263855;787462
17/01/2022;00:00:00;17888.263855;17930.072915;17762.836677;17822.400268;112599
18/01/2022;00:00:00;17825.550266;17872.80023;17377.391511;17456.141452;745261
19/01/2022;00:00:00;17455.282362;17607.914066;17194.691648;17224.187081;770424
20/01/2022;00:00:00;17230.200712;17571.545911;16777.17378;16867.664621;761377
21/01/2022;00:00:00;16863.369169;17019.723598;16504.269439;16507.133073;1028457
24/01/2022;00:00:00;16505.987619;16703.005653;15699.588224;16612.228449;1303408
25/01/2022;00:00:00;16603.351183;16607.932997;15910.351702;15947.292584;946421
26/01/2022;00:00:00;15973.924382;16769.155604;15973.924382;16209.028751;891434
27/01/2022;00:00:00;16258.569623;16505.128529;15858.23356;16166.646965;859836
28/01/2022;00:00:00;16228.501464;16542.642137;15842.769935;16529.183056;864365
31/01/2022;00:00:00;16556.387582;17084.155367;16440.983123;17030.605408;633997
01/02/2022;00:00:00;17031.464498;17338.732449;16871.673709;17315.537012;588530
02/02/2022;00:00:00;17329.56882;17479.623253;16981.350899;17025.164503;634058
03/02/2022;00:00:00;17012.850875;17032.896315;16558.964852;16957.010008;718054
04/02/2022;00:00:00;16918.350946;16982.209989;16451.864933;16775.169236;756814
07/02/2022;00:00:00;16818.123749;16959.873643;16622.251168;16725.628364;557077
08/02/2022;00:00:00;16723.62382;16925.223668;16571.851206;16890.573694;604155
09/02/2022;00:00:00;16891.146421;17259.696145;16885.132789;17241.368886;524037
10/02/2022;00:00:00;17253.109786;17253.109786;16748.823801;16833.014647;819374
11/02/2022;00:00:00;16836.164644;16914.628222;16243.678725;16330.446842;826235
14/02/2022;00:00:00;16322.71503;16487.66036;16071.860672;16335.028657;728423
15/02/2022;00:00:00;16330.733205;16740.519262;16292.074143;16702.71929;555571
16/02/2022;00:00:00;16709.878375;16802.087397;16472.769462;16715.032917;588428
17/02/2022;00:00:00;16714.746554;16745.960167;16186.978768;16215.901473;623401
18/02/2022;00:00:00;16215.328746;16378.84226;15928.965325;16029.192522;755030
21/02/2022;00:00:00;15982.228921;16216.760564;15711.329124;15733.379108;237459
22/02/2022;00:00:00;15669.806428;16160.346969;15555.547423;15945.001676;867121
23/02/2022;00:00:00;15954.165306;16115.101549;15430.692971;15449.306594;703220
24/02/2022;00:00:00;15445.583869;16017.165259;14920.393354;15934.40623;1109019
25/02/2022;00:00:00;15932.688049;16261.146894;15761.729087;16251.410538;775154
28/02/2022;00:00:00;15922.092603;16371.110448;15673.242789;16286.060512;746040
01/03/2022;00:00:00;16287.492329;16411.774054;15921.806239;16068.997038;638681
02/03/2022;00:00:00;16066.419767;16368.533177;15934.978957;16261.719621;620656
03/03/2022;00:00:00;16261.433257;16484.223999;15984.806192;16103.360649;591236
04/03/2022;00:00:00;16115.674276;16135.433352;15731.374564;15805.829054;716160
07/03/2022;00:00:00;15765.451811;15898.610802;15194.443149;15200.170417;703058
08/03/2022;00:00:00;15215.061315;15653.770077;15009.166015;15119.415932;827178
09/03/2022;00:00:00;15111.111393;15832.174488;15108.247759;15777.479075;639551
10/03/2022;00:00:00;15782.06089;15782.06089;15344.783945;15546.670157;577156
11/03/2022;00:00:00;15552.111062;15876.847182;15213.629498;15236.538571;374045
14/03/2022;00:00:00;15305.552156;15403.488446;14908.652454;14984.825124;319488
15/03/2022;00:00:00;14984.825124;15448.16114;14825.034335;15398.620268;481088
16/03/2022;00:00:00;15400.911175;16065.84704;15368.838472;16035.778881;606420
17/03/2022;00:00:00;16026.042525;16188.124221;15829.024491;16098.49247;496099
18/03/2022;00:00:00;16101.356105;16543.501228;15997.978909;16534.910325;543224
21/03/2022;00:00:00;16499.114897;16570.992116;16246.828723;16488.519451;580370
22/03/2022;00:00:00;16483.078546;16827.573742;16372.542265;16786.051046;501959
23/03/2022;00:00:00;16785.478319;16817.837385;16541.496684;16567.555755;543763
24/03/2022;00:00:00;16566.410301;16918.064583;16532.905781;16910.332771;509241
25/03/2022;00:00:00;16912.623678;16999.105431;16692.123843;16898.305507;545823
28/03/2022;00:00:00;16902.314595;17178.368933;16790.919224;17160.041674;528103
29/03/2022;00:00:00;17160.041674;17489.645972;17131.978059;17438.673283;547398
30/03/2022;00:00:00;17436.096013;17482.200523;17195.837102;17302.077931;505569
31/03/2022;00:00:00;17296.92339;17388.846048;17016.287237;17087.019002;549706
