entry_time,entry_price,direction,stop_loss,take_profit,session,fvg_created_at,entry_index,outcome,exit_time,exit_price,pnl
2020-01-29 01:16:00,10405.007932,LONG,10402.442735,10407.573129,London,2020-01-29 01:09:00,725314,Win,2020-01-29 01:32:00,10407.573129,2.5651969999998983
2020-01-29 08:38:00,10426.954615,SHORT,10432.940074,10420.969156000001,New York,2020-01-29 08:36:00,725756,Win,2020-01-29 08:39:00,10420.969156000001,5.985458999999537
2020-01-30 01:19:00,10270.192593,SHORT,10275.322987,10265.062199,London,2020-01-30 01:10:00,726682,Loss,2020-01-30 01:20:00,10275.322987,-5.1303939999997965
2020-01-30 08:41:00,10376.220724,SHORT,10387.051555,10365.389893000001,New York,2020-01-30 08:40:00,727124,Loss,2020-01-30 08:45:00,10387.051555,-10.830830999999307
2020-01-31 01:05:00,10513.886281,LONG,10509.04091,10518.731651999999,London,2020-01-31 01:01:00,728033,Loss,2020-01-31 01:08:00,10509.04091,-4.845370999999432
2020-01-31 08:47:00,10405.862997,LONG,10399.307495,10412.418499000001,New York,2020-01-31 08:46:00,728495,Loss,2020-01-31 08:50:00,10399.307495,-6.55550200000107
2020-02-01 01:11:00,10021.653533,SHORT,10023.363665,10019.943401,London,2020-02-01 01:08:00,728984,Loss,2020-02-01 01:17:00,10023.363665,-1.7101320000001579
2020-02-01 08:49:00,10075.807686,SHORT,10078.942927,10072.672445,New York,2020-02-01 08:36:00,729442,Loss,2020-02-01 08:50:00,10078.942927,-3.135240999999951
2020-02-03 01:16:00,9700.4339,SHORT,9710.124643,9690.743157,London,2020-02-03 01:02:00,730774,Win,2020-02-03 01:22:00,9690.743157,9.690742999999202
2020-02-03 08:38:00,9710.979709,LONG,9679.627304,9742.332113999999,New York,2020-02-03 08:37:00,731216,Win,2020-02-03 08:43:00,9742.332113999999,31.352404999999635
2020-02-04 01:11:00,8607.256476,SHORT,8610.964902,8603.548050000001,London,2020-02-04 01:04:00,732134,Loss,2020-02-04 01:13:00,8610.964902,-3.7084259999992355
2020-02-04 08:41:00,8541.3606,SHORT,8559.90273,8522.81847,New York,2020-02-04 08:35:00,732584,Win,2020-02-04 08:42:00,8522.81847,18.542129999999815
2020-02-06 01:08:00,10950.125843,SHORT,10953.263742,10946.987944,London,2020-02-06 01:00:00,733496,Win,2020-02-06 01:10:00,10946.987944,3.137898999999379
2020-02-06 08:50:00,10929.016342,LONG,10913.897375,10944.135309000001,New York,2020-02-06 08:49:00,733958,Win,2020-02-06 09:00:00,10944.135309000001,15.118967000000339
2020-02-07 01:49:00,11785.748208,LONG,11784.319944,11787.176472000001,London,2020-02-07 01:46:00,734902,Win,2020-02-07 01:50:00,11787.176472000001,1.4282640000001265
2020-02-07 08:38:00,11860.589237,SHORT,11880.870585,11840.307889,New York,2020-02-07 08:33:00,735311,Loss,2020-02-07 08:40:00,11880.870585,-20.281348000000435
2020-02-09 01:12:00,14161.808063,SHORT,14170.377647,14153.238479000001,London,2020-02-09 01:04:00,736650,Loss,2020-02-09 01:13:00,14170.377647,-8.56958399999894
2020-02-09 08:41:00,14147.525424,LONG,14120.959715,14174.091132999998,New York,2020-02-09 08:40:00,737099,Win,2020-02-09 08:44:00,14174.091132999998,26.565708999998606
2020-02-10 01:30:00,13031.143492,SHORT,13048.301774,13013.985209999999,London,2020-02-10 01:29:00,738033,Win,2020-02-10 01:42:00,13013.985209999999,17.158282000000327
2020-02-10 08:58:00,13039.722633,LONG,13025.710036,13053.735229999998,New York,2020-02-10 08:52:00,738481,Win,2020-02-10 08:59:00,13053.735229999998,14.012596999999005
2020-02-11 01:14:00,12645.368111,SHORT,12654.519195,12636.217026999999,London,2020-02-11 01:13:00,738962,Loss,2020-02-11 01:17:00,12654.519195,-9.151084000000992
2020-02-11 08:43:00,12763.760259,SHORT,12783.492284,12744.028234000001,New York,2020-02-11 08:40:00,739411,Loss,2020-02-11 08:45:00,12783.492284,-19.73202499999934
2020-02-12 01:08:00,14225.359943,LONG,14222.500229,14228.219657,London,2020-02-12 01:02:00,740321,Loss,2020-02-12 01:09:00,14222.500229,-2.8597140000001673
2020-02-12 08:39:00,14130.131476,SHORT,14143.000187,14117.262765000001,New York,2020-02-12 08:38:00,740772,Win,2020-02-12 08:40:00,14117.262765000001,12.868710999999166
2020-02-13 01:11:00,10914.056969,SHORT,10916.337144,10911.776794,London,2020-02-13 01:09:00,741689,Win,2020-02-13 01:15:00,10911.776794,2.280174999999872
2020-02-13 08:39:00,10907.501467,SHORT,10915.767101,10899.235833,New York,2020-02-13 08:36:00,742137,Loss,2020-02-13 08:43:00,10915.767101,-8.265633999999409
2020-02-14 01:02:00,10991.012871,LONG,10989.017718,10993.008024000002,London,2020-02-14 01:00:00,743045,Win,2020-02-14 01:04:00,10993.008024000002,1.9951530000016646
2020-02-14 08:36:00,10964.79086,SHORT,10983.032259,10946.549460999999,New York,2020-02-14 08:33:00,743499,Win,2020-02-14 09:11:00,10946.549460999999,18.241399000000456
2020-02-17 01:08:00,11030.060865,LONG,11029.2058,11030.91593,London,2020-02-17 01:01:00,744416,Loss,2020-02-17 01:10:00,11029.2058,-0.8550649999997404
2020-02-17 08:45:00,11010.394357,SHORT,11016.094794,11004.693919999998,New York,2020-02-17 08:34:00,744872,Loss,2020-02-17 09:04:00,11016.094794,-5.70043700000133
2020-02-18 01:23:00,10890.970199,SHORT,10893.250374,10888.690024,London,2020-02-18 01:18:00,745570,Loss,2020-02-18 01:25:00,10893.250374,-2.280174999999872
2020-02-18 08:37:00,10941.419068,SHORT,10945.694396,10937.143739999998,New York,2020-02-18 08:34:00,746004,Loss,2020-02-18 08:38:00,10945.694396,-4.275328000001537
2020-02-19 01:10:00,11019.515057,LONG,11017.234882,11021.795232,London,2020-02-19 01:08:00,746922,Loss,2020-02-19 01:12:00,11017.234882,-2.280174999999872
2020-02-19 08:43:00,11063.978466,SHORT,11070.248947,11057.707985000001,New York,2020-02-19 08:41:00,747375,Loss,2020-02-19 08:52:00,11070.248947,-6.270480999999563
2020-02-20 01:04:00,11089.06039,LONG,11087.635281,11090.485499,London,2020-02-20 01:01:00,748281,Win,2020-02-20 01:10:00,11090.485499,1.425108999999793
2020-02-20 08:35:00,11069.10886,SHORT,11076.519428,11061.698292000001,New York,2020-02-20 08:32:00,748732,Win,2020-02-20 08:36:00,11061.698292000001,7.41056799999933
2020-02-21 01:09:00,10890.685177,LONG,10887.834958,10893.535396,London,2020-02-21 01:08:00,749651,Loss,2020-02-21 01:10:00,10887.834958,-2.8502189999999246
2020-02-21 08:33:00,10934.578543,SHORT,10944.269286,10924.887799999999,New York,2020-02-21 08:31:00,750095,Win,2020-02-21 08:34:00,10924.887799999999,9.69074300000102
2020-02-24 01:16:00,10558.634713,LONG,10555.214451,10562.054975,London,2020-02-24 01:15:00,751023,Loss,2020-02-24 01:18:00,10555.214451,-3.4202619999996386
2020-02-24 08:40:00,10427.80968,SHORT,10449.471342,10406.148018,New York,2020-02-24 08:38:00,751467,Loss,2020-02-24 08:44:00,10449.471342,-21.661662000000433
2020-02-25 01:30:00,10486.809205,LONG,10478.543571,10495.074838999999,London,2020-02-25 01:28:00,752402,Loss,2020-02-25 01:33:00,10478.543571,-8.265633999999409
2020-02-25 08:32:00,10424.959462,SHORT,10463.152391,10386.766533000002,New York,2020-02-25 08:31:00,752824,Loss,2020-02-25 08:39:00,10463.152391,-38.19292899999891
2020-02-26 01:01:00,10108.300178,SHORT,10118.275943,10098.324412999998,London,2020-02-26 01:00:00,753738,Loss,2020-02-26 01:05:00,10118.275943,-9.975765000001047
2020-02-26 08:45:00,10237.41508,SHORT,10264.207134,10210.623026000001,New York,2020-02-26 08:43:00,754202,Win,2020-02-26 08:51:00,10210.623026000001,26.792053999999553
2020-02-27 01:02:00,9984.885714,SHORT,9996.286588,9973.48484,London,2020-02-27 01:00:00,755104,Win,2020-02-27 01:05:00,9973.48484,11.40087400000084
2020-02-27 08:42:00,9896.243916,SHORT,9925.316146,9867.171686,New York,2020-02-27 08:39:00,755564,Win,2020-02-27 08:45:00,9867.171686,29.072229999999763
2020-02-28 01:04:00,9394.320425,SHORT,9411.136714,9377.504136,London,2020-02-28 01:00:00,756471,Loss,2020-02-28 01:06:00,9411.136714,-16.816289000000324
2020-02-28 08:37:00,9447.049469,SHORT,9471.84637,9422.252568,New York,2020-02-28 08:36:00,756924,Win,2020-02-28 08:38:00,9422.252568,24.796900999999707
2020-03-01 01:07:00,10047.875544,LONG,10043.315195,10052.435893000002,London,2020-03-01 01:04:00,757419,Win,2020-03-01 01:09:00,10052.435893000002,4.560349000001224
2020-03-01 08:46:00,10068.397118,SHORT,10075.522664,10061.271572000001,New York,2020-03-01 08:44:00,757878,Win,2020-03-01 08:51:00,10061.271572000001,7.125545999999304
2020-03-02 01:01:00,10328.622074,LONG,10323.206659,10334.037489000002,London,2020-03-02 01:00:00,758358,Win,2020-03-02 01:02:00,10334.037489000002,5.415415000001303
2020-03-02 09:05:00,10416.123784,SHORT,10424.959462,10407.288105999998,New York,2020-03-02 09:04:00,758842,Win,2020-03-02 09:06:00,10407.288105999998,8.83567800000128
2020-03-03 01:05:00,10045.880391,SHORT,10054.716069,10037.044713000001,London,2020-03-03 01:01:00,759727,Win,2020-03-03 01:06:00,10037.044713000001,8.835677999999461
2020-03-03 08:42:00,10074.667599,LONG,10042.175107,10107.160091000002,New York,2020-03-03 08:37:00,760184,Loss,2020-03-03 08:45:00,10042.175107,-32.49249200000122
2020-03-04 01:10:00,8618.381753,LONG,8610.394375,8626.369131,London,2020-03-04 01:09:00,761097,Loss,2020-03-04 01:12:00,8610.394375,-7.987377999999808
2020-03-04 08:47:00,8702.819758,SHORT,8723.643996,8681.995519999999,New York,2020-03-04 08:42:00,761554,Win,2020-03-04 08:52:00,8681.995519999999,20.82423800000106
2020-03-06 01:03:00,11056.243876,SHORT,11062.519674,11049.968078000002,London,2020-03-06 01:02:00,762455,Win,2020-03-06 01:04:00,11049.968078000002,6.275797999998758
2020-03-06 08:33:00,11051.109133,LONG,11026.576469,11075.641797,New York,2020-03-06 08:32:00,762905,Loss,2020-03-06 08:37:00,11026.576469,-24.532664000000295
2020-03-07 01:36:00,11858.87532,SHORT,11860.017931,11857.732708999998,London,2020-03-07 01:26:00,763853,Win,2020-03-07 01:37:00,11857.732708999998,1.142611000001125
2020-03-07 08:51:00,11826.310903,SHORT,11830.595695,11822.026111,New York,2020-03-07 08:49:00,764288,Loss,2020-03-07 08:55:00,11830.595695,-4.28479200000038
2020-03-08 01:06:00,12488.739709,LONG,12486.168834,12491.310583999999,London,2020-03-08 01:03:00,764543,Loss,2020-03-08 01:07:00,12486.168834,-2.5708749999994325
2020-03-08 08:37:00,12576.720766,SHORT,12587.004266,12566.437266,New York,2020-03-08 08:33:00,764994,Loss,2020-03-08 08:40:00,12587.004266,-10.283499999999549
2020-03-09 01:07:00,14138.955841,LONG,14131.243216,14146.668466000001,London,2020-03-09 01:02:00,765908,Win,2020-03-09 01:10:00,14146.668466000001,7.712625000000116
2020-03-09 08:38:00,13946.99717,LONG,13927.001475,13966.992865000002,New York,2020-03-09 08:35:00,766359,Loss,2020-03-09 08:40:00,13927.001475,-19.995695000001433
2020-03-11 01:10:00,12693.12533,LONG,12687.405903,12698.844757,London,2020-03-11 01:02:00,767276,Win,2020-03-11 01:11:00,12698.844757,5.719426999999996
2020-03-11 08:42:00,12742.026435,LONG,12730.015637,12754.037233,New York,2020-03-11 08:33:00,767728,Win,2020-03-11 08:45:00,12754.037233,12.01079799999934
2020-03-12 01:17:00,14278.550618,SHORT,14281.696303,14275.404932999998,London,2020-03-12 01:05:00,768647,Win,2020-03-12 01:20:00,14275.404932999998,3.145685000001322
2020-03-12 08:53:00,14283.984074,SHORT,14292.277244,14275.690904,New York,2020-03-12 08:50:00,769103,Win,2020-03-12 08:56:00,14275.690904,8.293170000000828
2020-03-13 01:07:00,8363.111344,LONG,8340.594618,8385.628070000002,London,2020-03-13 01:04:00,770002,Win,2020-03-13 01:10:00,8385.628070000002,22.516726000001654
2020-03-13 08:38:00,8680.910715,SHORT,8703.427442,8658.393988,New York,2020-03-13 08:30:00,770394,Win,2020-03-13 08:39:00,8658.393988,22.516727000000174
2020-03-16 09:03:00,8226.714927,SHORT,8243.830739,8209.599115,New York,2020-03-16 08:55:00,771008,Win,2020-03-16 09:04:00,8209.599115,17.115812000000005
2020-03-17 03:37:00,8291.755012,SHORT,8303.73608,8279.773943999999,London,2020-03-17 03:28:00,771725,Win,2020-03-17 03:38:00,8279.773943999999,11.98106800000096
2020-03-17 08:41:00,8088.647379,LONG,8053.845228,8123.44953,New York,2020-03-17 08:40:00,772029,Loss,2020-03-17 08:42:00,8053.845228,-34.80215099999987
