Date,Year,Time,Direction,Open,High,Low,Close,Range,Entry,SL,Risk,SL_Hit,TP_1R_Hit,TP_1R_Candles,TP_1.5R_Hit,TP_1.5R_Candles,TP_2R_Hit,TP_2R_Candles,TP_2.5R_Hit,TP_2.5R_Candles,TP_3R_Hit,TP_3R_Candles,TP_3.5R_Hit,TP_3.5R_Candles,TP_4R_Hit,TP_4R_Candles,TP_4.5R_Hit,TP_4.5R_Candles,TP_5R_Hit,TP_5R_Candles
08/05/2024,2024,08:30:00,LONG,19125.193011,19142.907398,19119.376346,19139.470278,23.531051999998454,19139.470278,19127.704752,11.765525999999227,False,True,1.0,True,6.0,True,7.0,True,9.0,True,15.0,True,16.0,True,16.0,True,18.0,True,18.0
09/05/2024,2024,08:30:00,LONG,19233.85888,19252.102055,19231.214942,19248.136148,20.88711300000068,19248.136148,19237.692591500003,10.443556499998522,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
10/05/2024,2024,08:30:00,SHORT,19326.396725,19327.983088,19308.417944,19310.533095,19.565144000000146,19310.533095,19320.315667,9.782572000000073,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
13/05/2024,2024,08:30:00,SHORT,19387.207309,19391.966398,19366.848983,19379.0111,25.11741500000062,19379.0111,19391.5698075,12.55870750000031,False,True,3.0,True,4.0,True,4.0,True,4.0,True,9.0,True,10.0,True,10.0,True,10.0,True,15.0
14/05/2024,2024,08:30:00,LONG,19326.396725,19346.755051,19324.545968,19343.582325,22.209083000001556,19343.582325,19332.4777835,11.104541500000778,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
15/05/2024,2024,08:30:00,SHORT,19575.191331,19583.916328,19557.21255,19565.937547,26.703777999999147,19565.937547,19579.289436,13.351888999997755,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
16/05/2024,2024,08:30:00,LONG,19754.185963,19765.819292,19749.955661,19756.829901,15.863631000000169,19756.829901,19748.8980855,7.931815500000084,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
17/05/2024,2024,08:30:00,LONG,19725.10264,19739.115514,19722.458702,19732.770062,16.656812000001082,19732.770062,19724.441656,8.328406000000541,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
20/05/2024,2024,08:30:00,SHORT,19716.906431,19720.872339,19708.181434,19715.055674,12.690905000003113,19715.055674,19721.4011265,6.3454525000015565,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
21/05/2024,2024,08:30:00,SHORT,19761.853384,19770.313987,19753.657175,19754.714751,16.656812000001082,19754.714751,19763.043157,8.328406000000541,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
22/05/2024,2024,08:30:00,LONG,19890.87758,19899.86697,19888.233641,19897.487426,11.63332900000023,19897.487426,19891.670761499998,5.816664500001934,True,True,1.0,True,3.0,True,3.0,False,,False,,False,,False,,False,,False,
23/05/2024,2024,08:30:00,SHORT,20074.366906,20075.424482,20060.882821,20061.147214,14.541660999999294,20061.147214,20068.418044500002,7.270830500001466,False,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.0,True,2.0,True,2.0
24/05/2024,2024,08:30:00,SHORT,19842.493506,19844.873051,19811.559427,19824.250331,33.313623999998526,19824.250331,19840.907142999997,16.656811999997444,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
27/05/2024,2024,08:30:00,LONG,19965.965431,19974.426034,19964.907856,19974.16164,9.518177999998443,19974.16164,19969.402551,4.759088999999221,True,True,1.0,True,1.0,True,2.0,True,3.0,True,3.0,True,4.0,True,6.0,True,7.0,True,8.0
28/05/2024,2024,08:30:00,LONG,20009.590415,20014.349504,20002.716175,20010.64799,11.63332900000023,20010.64799,20004.831325500003,5.816664499998296,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
29/05/2024,2024,08:30:00,LONG,19845.666232,19880.56622,19841.171537,19879.773038,39.39468300000226,19879.773038,19860.075696499996,19.69734150000295,True,True,8.0,True,20.0,True,20.0,True,23.0,True,54.0,True,55.0,True,64.0,False,,False,
30/05/2024,2024,08:30:00,SHORT,19845.137445,19845.666232,19822.928362,19824.779119,22.73787000000084,19824.779119,19836.148053999998,11.3689349999986,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
31/05/2024,2024,08:30:00,LONG,19673.281447,19687.294321,19668.522358,19674.86781,18.77196300000287,19674.86781,19665.4818285,9.385981499999616,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
03/06/2024,2024,08:30:00,SHORT,19790.143526,19798.868522,19777.717015,19782.21171,21.15150700000231,19782.21171,19792.7874635,10.575753500001156,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
04/06/2024,2024,08:30:00,SHORT,19710.825373,19724.573853,19700.249619,19705.537496,24.324234000003344,19705.537496,19717.699613000004,12.16211700000349,True,True,1.0,True,3.0,True,4.0,True,4.0,True,4.0,True,4.0,True,5.0,True,27.0,False,
05/06/2024,2024,08:30:00,SHORT,19933.973776,19938.204077,19906.74121,19909.385149,31.46286699999837,19909.385149,19925.1165825,15.731433499997365,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
06/06/2024,2024,08:30:00,SHORT,20202.59792,20204.713071,20186.469896,20191.493379,18.24317499999961,20191.493379,20200.614966499998,9.121587499997986,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
07/06/2024,2024,08:30:00,SHORT,20136.763853,20137.028247,20099.484322,20106.622955,37.543924999998126,20106.622955,20125.394917499998,18.771962499999063,True,True,4.0,False,,False,,False,,False,,False,,False,,False,,False,
10/06/2024,2024,08:30:00,LONG,20082.034328,20088.908568,20073.573725,20082.298722,15.334843000000546,20082.298722,20074.631300499997,7.667421500002092,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
11/06/2024,2024,08:30:00,LONG,20155.271422,20163.996419,20150.247939,20158.444148,13.74847999999838,20158.444148,20151.569907999998,6.874240000001009,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
12/06/2024,2024,08:30:00,SHORT,20519.341744,20523.572045,20490.258421,20496.33948,33.313624000002164,20496.33948,20512.996292,16.656812000001082,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
13/06/2024,2024,08:30:00,SHORT,20767.343168,20773.688621,20758.089384,20765.492412,15.599237000002177,20765.492412,20773.2920305,7.799618500001088,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
