date,tokyo_high,tokyo_low,tokyo_eq,manipulation_type,fvg_type,fvg_top,fvg_bottom,fvg_formation_time,inversion_time,direction,entry_price,stop_loss,take_profit,tp_1r,tp_1_5r,tp_2r,reached_1R,reached_1_5R,reached_2R,would_reach_1R_without_sl,would_reach_1_5R_without_sl,would_reach_2R_without_sl,exit_price,exit_time,result,pnl,pnl_pct,risk,reward,rr_ratio,time_to_1r,time_to_1_5r,time_to_2r,time_to_sl,time_to_exit,year
2018-04-02,7509.621866,7475.184769,7492.4033175,HIGH,BULLISH,7508.746346,7504.076909,2018-04-03 02:10:00,2018-04-03 02:45:00,SHORT,7503.49323,7509.621866,7492.4033175,7497.364594,7494.300276,7491.235957999999,True,True,True,True,True,True,7492.4033175,2018-04-03 03:15:00,WIN,11.089912499999627,0.14779666163568494,6.12863600000037,11.089912499999627,1.8095237667890471,15.0,30.0,30.0,165.0,30.0,2018
2018-04-19,7926.660947,7897.185127,7911.9230370000005,LOW,BEARISH,7896.893287,7896.601447,2018-04-20 02:10:00,2018-04-20 04:50:00,LONG,7899.228006,7888.138093,7911.9230370000005,7910.317919000001,7915.862875500001,7921.407832000002,True,True,True,True,True,True,7911.9230370000005,2018-04-20 05:45:00,WIN,12.6950310000002,0.1607122998647141,11.089913000000706,12.6950310000002,1.1447367531196495,55.0,70.0,70.0,160.0,55.0,2018
2018-04-19,7926.660947,7897.185127,7911.9230370000005,LOW,BEARISH,7889.889132,7887.554413,2018-04-20 02:30:00,2018-04-20 04:45:00,LONG,7896.893287,7885.219695,7911.9230370000005,7908.566879,7914.403675,7920.240471,True,True,True,True,True,True,7911.9230370000005,2018-04-20 05:45:00,WIN,15.029750000000604,0.19032484616124715,11.673592000000099,15.029750000000604,1.2875000256990716,60.0,60.0,75.0,165.0,60.0,2018
2018-05-22,8061.199097,8016.839447,8039.019272,LOW,BEARISH,8004.874015,8004.582175,2018-05-23 02:30:00,2018-05-23 02:45:00,LONG,8008.376093,8004.582175,8039.019272,8012.170011,8014.06697,8015.9639290000005,False,False,False,True,True,True,8004.582175,2018-05-23 02:50:00,LOSS,-3.7939180000003034,-0.047374373480242885,3.7939180000003034,30.64317899999969,8.076921799574276,,,,5.0,5.0,2018
2018-05-23,8115.481301,8084.254442,8099.867871500001,HIGH,BULLISH,8118.107859,8116.64866,2018-05-24 02:15:00,2018-05-24 07:00:00,SHORT,8116.064981,8123.069136,8099.867871500001,8109.060826000001,8105.5587485000015,8102.056671000001,True,True,False,True,True,True,8123.069136,2018-05-24 08:15:00,LOSS,-7.004154999999628,-0.08629988814033163,7.004154999999628,16.197109499999897,2.3125001516957804,15.0,15.0,,75.0,75.0,2018
2018-05-30,8160.716471,8139.412165,8150.064318,HIGH,BULLISH,8162.75935,8162.17567,2018-05-31 02:30:00,2018-05-31 04:50:00,SHORT,8161.88383,8163.634869,8150.064318,8160.132790999999,8159.257271499999,8158.381751999998,False,False,False,True,True,True,8163.634869,2018-05-31 04:55:00,LOSS,-1.7510390000006737,-0.021453858404165423,1.7510390000006737,11.819512000000032,6.7499992861355365,,,,5.0,5.0,2018
2018-06-07,8359.167538,8335.236674,8347.202106,LOW,BEARISH,8328.270792,8325.071079,2018-06-08 02:30:00,2018-06-08 02:45:00,LONG,8328.561675,8320.998717,8347.202106,8336.124633000001,8339.906112,8343.687591000002,False,False,False,False,False,False,8320.998717,2018-06-08 02:50:00,LOSS,-7.562958000000435,-0.09080749227927683,7.562958000000435,18.640430999999808,2.464701112977057,,,,5.0,5.0,2018
2018-06-10,8347.469069,8328.561675,8338.015372000002,HIGH,BULLISH,8354.741144,8351.832314,2018-06-11 02:10:00,2018-06-11 03:30:00,SHORT,8350.377899,8356.486442,8338.015372000002,8344.269355999999,8341.2150845,8338.160812999999,False,False,False,True,True,True,8356.486442,2018-06-11 03:35:00,LOSS,-6.108543000000282,-0.0731528928856239,6.108543000000282,12.362526999997499,2.0238094419564416,,,,5.0,5.0,2018
2018-06-12,8444.333104,8428.043656,8436.18838,LOW,BEARISH,8419.898933,8416.990103,2018-06-13 02:30:00,2018-06-13 03:30:00,LONG,8420.189816,8415.826571,8436.18838,8424.553061,8426.7346835,8428.916306000001,True,True,True,True,True,True,8436.18838,2018-06-13 08:30:00,WIN,15.998563999999533,0.19000241502393622,4.363245000000461,15.998563999999533,3.66666643747895,75.0,75.0,75.0,585.0,300.0,2018
2018-06-13,8427.171007,8401.282421,8414.226714,LOW,BEARISH,8390.519751,8388.192687,2018-06-14 02:15:00,2018-06-14 03:15:00,LONG,8394.592113,8389.356219,8414.226714,8399.828007000002,8402.445954000003,8405.063901000003,False,False,False,True,True,True,8389.356219,2018-06-14 03:20:00,LOSS,-5.235894000001281,-0.062372226422924,5.235894000001281,19.634600999999748,3.749999713515007,,,,5.0,5.0,2018
2018-06-24,8403.900368,8352.704963,8378.3026655,LOW,BEARISH,8352.995846,8351.541431,2018-06-25 02:15:00,2018-06-25 02:40:00,LONG,8355.032027,8350.668782,8378.3026655,8359.395271999998,8361.576894499998,8363.758516999997,False,False,False,False,False,False,8350.668782,2018-06-25 02:45:00,LOSS,-4.363244999998642,-0.05222295959965735,4.363244999998642,23.270638500000132,5.333332989554191,,,,5.0,5.0,2018
2018-06-25,8237.806183,8191.846671,8214.826427,HIGH,BULLISH,8241.296779,8238.969715,2018-06-26 02:30:00,2018-06-26 02:35:00,SHORT,8236.933534,8244.787375,8214.826427,8229.079693,8225.1527725,8221.225852,True,True,True,True,True,True,8214.826427,2018-06-26 02:45:00,WIN,22.107106999999814,0.2683900132099793,7.853841000000102,22.107106999999814,2.81481468748852,10.0,10.0,10.0,100.0,10.0,2018
2018-06-28,8262.82212,8197.082565,8229.9523425,HIGH,BULLISH,8261.367705,8259.040641,2018-06-29 02:30:00,2018-06-29 04:45:00,SHORT,8256.713577,8261.949471,8229.9523425,8251.477683000001,8248.859736000002,8246.241789000002,False,False,False,True,True,True,8261.949471,2018-06-29 05:00:00,LOSS,-5.235893999999462,-0.06341377778423403,5.235893999999462,26.761234499999773,5.111110824627565,,,,15.0,15.0,2018
2018-07-16,8539.160957,8506.582063,8522.87151,LOW,BEARISH,8498.437339,8498.146456,2018-07-17 02:15:00,2018-07-17 02:45:00,LONG,8501.055286,8493.783211,8522.87151,8508.327361000001,8511.963398500002,8515.599436000002,True,True,True,True,True,True,8493.783211,2018-07-17 08:00:00,LOSS,-7.272075000000768,-0.08554320323003682,7.272075000000768,21.816224000000147,2.9999998624873703,15.0,15.0,60.0,315.0,315.0,2018
2018-07-17,8654.059737,8637.479407,8645.769572000001,LOW,BEARISH,8638.352056,8636.606758,2018-07-18 02:10:00,2018-07-18 02:35:00,LONG,8640.388237,8637.77029,8645.769572000001,8643.006183999998,8644.315157499997,8645.624130999997,False,False,False,False,False,False,8637.77029,2018-07-18 02:45:00,LOSS,-2.6179469999988214,-0.030298951021531764,2.6179469999988214,5.3813350000018545,2.0555553645678377,,,,10.0,10.0,2018
2018-07-30,8397.791826,8366.958229,8382.3750275,HIGH,BULLISH,8399.828007,8398.082709,2018-07-31 02:15:00,2018-07-31 02:35:00,SHORT,8396.919177,8398.664475,8382.3750275,8395.173879,8394.301230000001,8393.428581,True,True,True,True,True,True,8382.3750275,2018-07-31 03:15:00,WIN,14.544149499999548,0.1732081635349954,1.7452979999998206,14.544149499999548,8.333333046849903,5.0,5.0,5.0,205.0,40.0,2018
2018-09-13,8819.698316,8803.177142,8811.437729000001,HIGH,BULLISH,8838.248406,8837.37887,2018-09-14 02:15:00,2018-09-14 02:45:00,SHORT,8831.871812,8841.146857,8811.437729000001,8822.596766999999,8817.959244499998,8813.321721999999,True,True,True,True,True,True,8811.437729000001,2018-09-14 08:30:00,WIN,20.43408299999828,0.2313675224795969,9.275045000000318,20.43408299999828,2.203124944407017,285.0,300.0,330.0,,345.0,2018
2018-09-17,8646.370911,8605.792589,8626.081750000001,HIGH,BULLISH,8668.688988,8665.210846,2018-09-18 02:30:00,2018-09-18 06:15:00,SHORT,8663.18193,8667.819453,8626.081750000001,8658.544407000001,8656.225645500002,8653.906884000002,True,False,False,True,True,False,8667.819453,2018-09-18 06:45:00,LOSS,-4.637522999999419,-0.053531404944181044,4.637522999999419,37.100179999999455,7.99999913747147,10.0,,,30.0,30.0,2018
2018-09-27,8897.666663,8874.768896,8886.217779499999,LOW,BEARISH,8871.290754,8867.232921,2018-09-28 02:10:00,2018-09-28 02:40:00,LONG,8874.47905,8871.290754,8886.217779499999,8877.667346,8879.261494,8880.855642,False,False,False,True,True,True,8871.290754,2018-09-28 02:45:00,LOSS,-3.188296000000264,-0.035926570810939765,3.188296000000264,11.738729499998954,3.6818192225558675,,,,5.0,5.0,2018
2018-11-05,8077.404866,8040.884376,8059.1446209999995,LOW,BEARISH,8043.492982,8040.594531,2018-11-06 02:25:00,2018-11-06 03:15:00,LONG,8044.362518,8038.565615,8059.1446209999995,8050.159420999999,8053.0578725,8055.956323999999,True,False,False,True,True,True,8038.565615,2018-11-06 03:30:00,LOSS,-5.796902999999475,-0.07206168278752197,5.796902999999475,14.782102999999552,2.550000060377221,5.0,,,15.0,15.0,2018
2018-11-12,7987.263022,7885.237526,7936.250274,HIGH,BULLISH,7991.900544,7986.973176,2018-11-13 02:15:00,2018-11-13 02:45:00,SHORT,7984.36457,7997.407602,7936.250274,7971.321537999999,7964.800021999999,7958.278505999999,True,True,True,True,True,True,7997.407602,2018-11-13 05:30:00,LOSS,-13.043032000000494,-0.16335716994947408,13.043032000000494,48.11429599999974,3.6888889025188254,60.0,60.0,75.0,165.0,165.0,2018
2018-11-13,7988.132557,7935.960429,7962.046493,LOW,BEARISH,7907.845448,7900.019629,2018-11-14 02:25:00,2018-11-14 04:15:00,LONG,7917.990029,7886.686752,7962.046493,7949.293306,7964.944944499999,7980.596583,False,False,False,True,True,True,7886.686752,2018-11-14 04:20:00,LOSS,-31.30327699999998,-0.395343728463288,31.30327699999998,44.05646400000023,1.407407409773752,,,,5.0,5.0,2018
2018-11-18,7982.335654,7955.669899,7969.0027765,HIGH,BULLISH,8010.450634,7995.958376,2018-11-19 02:10:00,2018-11-19 04:00:00,SHORT,7995.378686,8002.045125,7969.0027765,7988.712247,7985.379027500001,7982.045808000001,False,False,False,True,True,True,8002.045125,2018-11-19 04:05:00,LOSS,-6.666438999999627,-0.08337865236668075,6.666438999999627,26.37590949999958,3.956521540210756,,,,5.0,5.0,2018
2018-11-25,7632.782393,7595.392368,7614.0873805,HIGH,BULLISH,7676.259167,7669.302883,2018-11-26 02:15:00,2018-11-26 08:35:00,SHORT,7664.955206,7679.737309,7614.0873805,7650.173102999999,7642.7820514999985,7635.390999999999,False,False,False,True,False,False,7679.737309,2018-11-26 08:40:00,LOSS,-14.782103000000461,-0.19285309049724486,14.782103000000461,50.867825499999526,3.441176502423095,,,,5.0,5.0,2018
2018-12-23,7054.345121,6994.579663,7024.462392,HIGH,BULLISH,7063.006781,7059.542117,2018-12-24 02:10:00,2018-12-24 02:35:00,SHORT,7058.098507,7064.450392,7024.462392,7051.746622,7048.5706795,7045.394737,True,True,True,True,True,True,7064.450392,2018-12-24 05:15:00,LOSS,-6.351885000000038,-0.08999428094833813,6.351885000000038,33.636114999999336,5.2954540266392,10.0,10.0,25.0,160.0,160.0,2018
2019-01-01,7373.671675,7222.958781,7298.3152279999995,LOW,BEARISH,7199.572297,7195.818911,2019-01-02 02:15:00,2019-01-02 08:30:00,LONG,7201.593351,7166.657987,7298.3152279999995,7236.528715000001,7253.996397000002,7271.464079000002,True,True,True,True,True,True,7298.3152279999995,2019-01-02 09:30:00,WIN,96.72187699999904,1.343062184795097,34.935364000000845,96.72187699999904,2.768595083194115,15.0,30.0,30.0,915.0,60.0,2019
2019-01-01,7373.671675,7222.958781,7298.3152279999995,LOW,BEARISH,7169.833929,7143.560225,2019-01-02 02:25:00,2019-01-02 06:00:00,LONG,7176.185813,7154.531662,7298.3152279999995,7197.839964,7208.6670395,7219.4941149999995,False,False,False,True,True,True,7154.531662,2019-01-02 07:00:00,LOSS,-21.65415099999973,-0.301750143659494,21.65415099999973,122.12941499999943,5.640000155166598,,,,60.0,60.0,2019
2019-01-09,7605.226735,7567.981595,7586.604165000001,LOW,BEARISH,7568.270317,7565.960541,2019-01-10 02:10:00,2019-01-10 02:35:00,LONG,7568.847761,7561.052266,7586.604165000001,7576.643256,7580.5410035,7584.438751000001,False,False,False,True,True,True,7561.052266,2019-01-10 02:40:00,LOSS,-7.795495000000301,-0.1029944748019394,7.795495000000301,17.756404000000657,2.2777776138654406,,,,5.0,5.0,2019
2019-01-27,7833.028409,7801.557709,7817.293059,LOW,BEARISH,7798.959211,7794.917103,2019-01-28 02:30:00,2019-01-28 03:45:00,LONG,7801.846431,7795.783269,7817.293059,7807.909593,7810.9411740000005,7813.972755000001,False,False,False,True,True,False,7795.783269,2019-01-28 05:00:00,LOSS,-6.063162000000375,-0.07771444943992868,6.063162000000375,15.446627999999691,2.547619212549283,,,,75.0,75.0,2019
2019-02-18,8184.114386,8162.748957,8173.4316715,LOW,BEARISH,8163.037679,8162.748957,2019-02-19 02:10:00,2019-02-19 02:35:00,LONG,8163.326401,8161.882791,8173.4316715,8164.7700110000005,8165.491816000001,8166.213621000001,False,False,False,True,True,True,8161.882791,2019-02-19 02:40:00,LOSS,-1.4436100000002625,-0.01768409015010623,1.4436100000002625,10.105270500000188,7.000000346352789,,,,5.0,5.0,2019
2019-03-03,8322.123512,8303.934024,8313.028768,LOW,BEARISH,8304.222747,8303.35658,2019-03-04 02:10:00,2019-03-04 02:40:00,LONG,8305.088913,8303.067858,8313.028768,8307.109967999999,8308.1204955,8309.131022999998,True,True,True,True,True,True,8313.028768,2019-03-04 03:00:00,WIN,7.939855000000534,0.09560228774399077,2.021054999999251,7.939855000000534,3.9285694847510224,5.0,5.0,5.0,50.0,20.0,2019
2019-03-10,8130.666271,8080.627862,8105.6470665,HIGH,BULLISH,8128.940809,8127.7905,2019-03-11 02:25:00,2019-03-11 03:30:00,SHORT,8124.91473,8130.953848,8105.6470665,8118.875612000001,8115.856053000001,8112.836494000001,True,False,False,True,False,False,8130.953848,2019-03-11 04:30:00,LOSS,-6.039117999999689,-0.07432838621310293,6.039117999999689,19.267663500000708,3.190476407316714,45.0,,,60.0,60.0,2019
2019-04-09,8743.205413,8714.447707,8728.82656,HIGH,BULLISH,8748.3818,8746.943915,2019-04-10 02:15:00,2019-04-10 03:00:00,SHORT,8745.506029,8748.956954,8728.82656,8742.055104000001,8740.3296415,8738.604179000002,True,True,False,True,True,True,8748.956954,2019-04-10 04:45:00,LOSS,-3.450924999999188,-0.03945940907885672,3.450924999999188,16.67946900000061,4.83333280207612,15.0,45.0,,105.0,105.0,2019
2019-04-10,8812.511485,8779.440123,8795.975804000002,LOW,BEARISH,8790.080474,8789.792897,2019-04-11 02:15:00,2019-04-11 04:45:00,LONG,8790.655628,8788.355012,8795.975804000002,8792.956244,8794.106552000001,8795.256860000001,True,False,False,True,True,True,8788.355012,2019-04-11 04:50:00,LOSS,-2.3006160000004456,-0.026171153749585212,2.3006160000004456,5.320176000001084,2.3125006519993137,5.0,,,5.0,5.0,2019
2019-04-21,8884.980904,8842.707076,8863.843990000001,LOW,BEARISH,8848.746195,8847.020732,2019-04-22 02:10:00,2019-04-22 05:15:00,LONG,8849.033772,8847.595886,8863.843990000001,8850.471658000002,8851.190601000002,8851.909544000004,False,False,False,True,True,True,8847.595886,2019-04-22 05:20:00,LOSS,-1.4378860000015266,-0.01624907348134739,1.4378860000015266,14.810218000000532,10.29999457535911,,,,5.0,5.0,2019
2019-05-13,8478.634516,8403.86448,8441.249498000001,HIGH,BULLISH,8472.882975,8472.595398,2019-05-14 02:15:00,2019-05-14 03:00:00,SHORT,8467.994165,8478.059362,8441.249498000001,8457.928968,8452.8963695,8447.863771,True,False,False,True,True,False,8478.059362,2019-05-14 03:45:00,LOSS,-10.065196999999898,-0.11886164307483198,10.065196999999898,26.744666999999026,2.6571429252700467,10.0,,,45.0,45.0,2019
2019-05-26,8417.380602,8389.19805,8403.289326,HIGH,BULLISH,8423.707297,8423.41972,2019-05-27 02:15:00,2019-05-27 03:45:00,SHORT,8421.406681,8424.857605,8403.289326,8417.955757000002,8416.230295000001,8414.504833000003,True,True,True,True,True,True,8424.857605,2019-05-27 04:30:00,LOSS,-3.4509239999988495,-0.04097799964683655,3.4509239999988495,18.117355000000316,5.250001159111692,15.0,15.0,30.0,45.0,45.0,2019
2019-06-06,8389.485627,8356.414265,8372.949946,HIGH,BULLISH,8388.335319,8386.897433,2019-06-07 02:10:00,2019-06-07 07:35:00,SHORT,8383.734086,8394.374437,8372.949946,8373.093735,8367.773559500001,8362.453384,False,False,False,False,False,False,8394.374437,2019-06-07 07:45:00,LOSS,-10.64035100000001,-0.12691660888634737,10.64035100000001,10.784139999999752,1.01351355796437,,,,10.0,10.0,2019
2019-06-06,8389.485627,8356.414265,8372.949946,HIGH,BULLISH,8391.211089,8388.622896,2019-06-07 02:15:00,2019-06-07 07:35:00,SHORT,8383.734086,8394.374437,8372.949946,8373.093735,8367.773559500001,8362.453384,False,False,False,False,False,False,8394.374437,2019-06-07 07:45:00,LOSS,-10.64035100000001,-0.12691660888634737,10.64035100000001,10.784139999999752,1.01351355796437,,,,10.0,10.0,2019
2019-06-10,8679.938459,8633.350975,8656.644717,HIGH,BULLISH,8676.487535,8675.049649,2019-06-11 02:15:00,2019-06-11 02:40:00,SHORT,8673.611764,8676.775112,8656.644717,8670.448416,8668.866741999998,8667.285068,False,False,False,False,False,False,8676.775112,2019-06-11 02:45:00,LOSS,-3.163348000000042,-0.03647094297129578,3.163348000000042,16.967047000000093,5.363635932562548,,,,5.0,5.0,2019
2019-06-13,8651.180753,8610.919964,8631.0503585,LOW,BEARISH,8617.24666,8610.34481,2019-06-14 02:25:00,2019-06-14 09:50:00,LONG,8618.109391,8611.207542,8631.0503585,8625.01124,8628.4621645,8631.913089,False,False,False,True,True,True,8611.207542,2019-06-14 09:55:00,LOSS,-6.9018489999998565,-0.08008541881827985,6.9018489999998565,12.940967500000625,1.8750000905555735,,,,5.0,5.0,2019
2019-06-19,8902.173588,8854.602096,8878.387842,HIGH,BULLISH,8918.508377,8917.075501,2019-06-20 02:30:00,2019-06-20 02:45:00,SHORT,8915.9292,8927.39221,8878.387842,8904.466190000001,8898.734685000001,8893.003180000002,False,False,False,False,False,False,8927.39221,2019-06-20 03:30:00,LOSS,-11.463009999999485,-0.12856775488974817,11.463009999999485,37.5413580000004,3.2750000218094626,,,,45.0,45.0,2019
2019-07-02,8985.566986,8969.232196,8977.399591000001,HIGH,BULLISH,8997.603146,8996.456845,2019-07-03 02:30:00,2019-07-03 08:15:00,SHORT,8989.865614,8999.895748,8977.399591000001,8979.83548,8974.820413,8969.805346,False,False,False,False,False,False,8999.895748,2019-07-03 08:45:00,LOSS,-10.030134000000544,-0.11157156770375436,10.030134000000544,12.46602299999904,1.2428570744915637,,,,30.0,30.0,2019
2019-07-14,9134.299541,9103.062838,9118.6811895,HIGH,BULLISH,9143.183373,9140.890771,2019-07-15 02:10:00,2019-07-15 03:00:00,SHORT,9138.025019,9146.622276,9118.6811895,9129.427762000001,9125.129133500002,9120.830505000002,True,True,False,True,True,False,9146.622276,2019-07-15 07:15:00,LOSS,-8.597256999999445,-0.09408222216642897,8.597256999999445,19.343829500001448,2.2500001453955254,15.0,90.0,,255.0,255.0,2019
2019-07-23,9137.738444,9106.215166,9121.976805,LOW,BEARISH,9111.086945,9110.513795,2019-07-24 02:30:00,2019-07-24 05:45:00,LONG,9113.379547,9105.068865,9121.976805,9121.690229000002,9125.845570000001,9130.000911000003,False,False,False,True,True,True,9105.068865,2019-07-24 06:00:00,LOSS,-8.31068200000118,-0.09119209791648523,8.31068200000118,8.597257999999783,1.0344828499031202,,,,15.0,15.0,2019
2019-07-28,9191.328016,9172.700624,9182.014319999998,HIGH,BULLISH,9185.309935,9184.736785,2019-07-29 02:30:00,2019-07-29 05:50:00,SHORT,9184.45021,9185.883086,9182.014319999998,9183.017334000002,9182.300896000002,9181.584458000003,False,False,False,True,True,True,9185.883086,2019-07-29 05:55:00,LOSS,-1.4328759999989416,-0.015601108038441218,1.4328759999989416,2.4358900000024732,1.700000558320659,,,,5.0,5.0,2019
2019-08-13,8903.893039,8853.16922,8878.5311295,LOW,BEARISH,8855.748397,8855.461822,2019-08-14 02:15:00,2019-08-14 02:45:00,LONG,8860.047026,8845.431688,8878.5311295,8874.662364,8881.970033,8889.277702,False,False,False,False,False,False,8845.431688,2019-08-14 02:50:00,LOSS,-14.61533799999961,-0.16495779262921048,14.61533799999961,18.484103499999037,1.2647058521670542,,,,5.0,5.0,2019
2019-08-22,8886.125374,8835.688129,8860.906751499999,HIGH,BULLISH,8890.137427,8889.277701,2019-08-23 02:15:00,2019-08-23 03:15:00,SHORT,8888.1314,8889.277701,8860.906751499999,8886.985099,8886.4119485,8885.838797999999,True,True,True,True,True,True,8889.277701,2019-08-23 03:25:00,LOSS,-1.1463010000006761,-0.012896985298852312,1.1463010000006761,27.224648500001422,23.749999781894427,5.0,5.0,5.0,10.0,10.0,2019
2019-08-25,8568.313421,8486.352899,8527.33316,HIGH,BULLISH,8652.566544,8646.548464,2019-08-26 02:15:00,2019-08-26 08:30:00,SHORT,8640.243808,8672.053661,8527.33316,8608.433954999999,8592.529028499997,8576.624101999998,False,False,False,False,False,False,8672.053661,2019-08-26 10:00:00,LOSS,-31.809853000000658,-0.36815920600004276,31.809853000000658,112.91064799999913,3.5495495059344284,,,,90.0,90.0,2019
2019-08-27,8712.460772,8680.077768,8696.26927,LOW,BEARISH,8680.650919,8677.212016,2019-08-28 02:15:00,2019-08-28 02:45:00,LONG,8682.37037,8672.053661,8696.26927,8692.687079000001,8697.845433500002,8703.003788000002,True,True,True,True,True,True,8696.26927,2019-08-28 03:00:00,WIN,13.89890000000014,0.16008186022592052,10.316709000000628,13.89890000000014,1.3472222585709546,15.0,15.0,15.0,45.0,15.0,2019
2019-09-03,8813.048685,8723.923782,8768.4862335,HIGH,BULLISH,8833.968678,8831.389501,2019-09-04 02:15:00,2019-09-04 04:45:00,SHORT,8830.81635,8837.980731,8768.4862335,8823.651968999999,8820.069778499997,8816.487587999998,True,True,True,True,True,True,8837.980731,2019-09-04 11:45:00,LOSS,-7.164381000000503,-0.0811293171100824,7.164381000000503,62.33011649999935,8.700000251242217,15.0,45.0,45.0,420.0,420.0,2019
2019-09-12,9109.080919,9084.435447,9096.758183,HIGH,BULLISH,9107.934618,9105.928591,2019-09-13 02:30:00,2019-09-13 02:45:00,SHORT,9104.78229,9110.22722,9096.758183,9099.337359999998,9096.614894999997,9093.892429999996,True,True,True,True,True,True,9110.22722,2019-09-13 03:30:00,LOSS,-5.444930000001477,-0.05980296756773388,5.444930000001477,8.024106999999276,1.4736841428626446,30.0,45.0,45.0,45.0,45.0,2019
