Date;Year;FVG_Type;Entry_Price;Body_Size;SL_Level;SL_Distance;SL_Price;RR_Ratio;TP_Distance;TP_Price;Result
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;1.5;34.79511712499743;20848.976675875;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;2.0;46.393489499996576;20837.3783035;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;2.5;57.99186187499572;20825.779931125006;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;3.0;69.59023424999486;20814.181558750006;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;3.5;81.18860662499401;20802.583186375006;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;4.0;92.78697899999315;20790.984814000007;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;4.5;104.3853513749923;20779.386441625007;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;75%;23.196744749998288;20906.96853775;5.0;115.98372374999144;20767.788069250008;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;1.0;30.928992999997718;20852.842800000002;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;1.5;46.393489499996576;20837.3783035;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;2.0;61.857985999995435;20821.913807000004;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;2.5;77.3224824999943;20806.449310500007;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;3.0;92.78697899999315;20790.984814000007;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;3.5;108.25147549999201;20775.520317500006;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;4.0;123.71597199999087;20760.05582100001;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;4.5;139.18046849998973;20744.591324500012;SL
2025-03-06;2025;Bearish;20883.771793;30.928992999997718;100%;30.928992999997718;20914.700785999998;5.0;154.6449649999886;20729.12682800001;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;1.0;14.820142500000657;20699.8731535;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;1.5;22.230213750000985;20707.28322475;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;2.0;29.640285000001313;20714.693296;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;2.5;37.05035625000164;20722.10336725;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;3.0;44.46042750000197;20729.513438500002;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;3.5;51.8704987500023;20736.923509750002;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;4.0;59.280570000002626;20744.333581000003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;4.5;66.69064125000295;20751.743652250003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;50%;14.820142500000657;20670.2328685;5.0;74.10071250000328;20759.153723500003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;1.0;22.230213750000985;20707.28322475;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;1.5;33.34532062500148;20718.398331625;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;2.0;44.46042750000197;20729.513438500002;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;2.5;55.57553437500246;20740.628545375002;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;3.0;66.69064125000295;20751.743652250003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;3.5;77.80574812500345;20762.858759125003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;4.0;88.92085500000394;20773.973866000004;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;4.5;100.03596187500443;20785.088972875004;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;75%;22.230213750000985;20662.82279725;5.0;111.15106875000492;20796.204079750005;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;1.0;29.640285000001313;20714.693296;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;1.5;44.46042750000197;20729.513438500002;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;2.0;59.280570000002626;20744.333581000003;TP
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;2.5;74.10071250000328;20759.153723500003;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;3.0;88.92085500000394;20773.973866000004;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;3.5;103.7409975000046;20788.794008500005;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;4.0;118.56114000000525;20803.614151000005;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;4.5;133.3812825000059;20818.434293500006;SL
2025-03-07;2025;Bullish;20685.053011;29.640285000001313;100%;29.640285000001313;20655.412726;5.0;148.20142500000657;20833.254436000007;SL
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;1.0;10.8251479999999;20111.062443;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;1.5;16.23772199999985;20116.475016999997;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;2.0;21.6502959999998;20121.887591;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;2.5;27.062869999999748;20127.300165;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;3.0;32.4754439999997;20132.712739;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;3.5;37.88801799999965;20138.125312999997;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;4.0;43.3005919999996;20143.537887;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;4.5;48.713165999999546;20148.950461;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;50%;10.8251479999999;20089.412147;5.0;54.125739999999496;20154.363035;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;1.0;16.23772199999985;20116.475016999997;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;1.5;24.356582999999773;20124.593878;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;2.0;32.4754439999997;20132.712739;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;2.5;40.59430499999962;20140.831599999998;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;3.0;48.713165999999546;20148.950461;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;3.5;56.83202699999947;20157.069322;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;4.0;64.9508879999994;20165.188183;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;4.5;73.06974899999932;20173.307043999997;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;75%;16.23772199999985;20083.999573;5.0;81.18860999999924;20181.425904999996;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;1.0;21.6502959999998;20121.887591;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;1.5;32.4754439999997;20132.712739;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;2.0;43.3005919999996;20143.537887;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;2.5;54.125739999999496;20154.363035;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;3.0;64.9508879999994;20165.188183;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;3.5;75.7760359999993;20176.013331;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;4.0;86.6011839999992;20186.838479;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;4.5;97.42633199999909;20197.663626999998;TP
2025-03-14;2025;Bullish;20100.237295;21.6502959999998;100%;21.6502959999998;20078.586999;5.0;108.25147999999899;20208.488774999998;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;1.0;18.999454000000696;20239.263978;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;1.5;28.499181000001045;20229.764251;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;2.0;37.99890800000139;20220.264524;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;2.5;47.49863500000174;20210.764796999996;SL
