direction,entry_datetime,entry_price,stop_loss,risk,fvg_type,fvg_top,fvg_bottom,tp_1,tp_1.5,tp_2,tp_2.5,exit_price,exit_datetime,exit_reason,pnl,rr_hit
SHORT,2018-01-08 03:40:00,7810.098434,7820.056559,9.9581249999992,bullish,7812.148636,7811.562864,7800.140309000001,7795.161246500002,7790.182184000002,7785.203121500002,7800.140309000001,2018-01-08 06:25:00,TP_1,9.9581249999992,1.0
SHORT,2018-01-08 06:35:00,7798.968766,7816.834813,17.866047000000435,bullish,7812.148636,7811.85575,7781.1027189999995,7772.169695499999,7763.236671999999,7754.303648499999,7816.834813,2018-01-08 08:30:00,STOP_LOSS,-17.866047000000435,0.0
SHORT,2018-01-08 08:35:00,7804.826486,7817.127699,12.301212999999734,bullish,7813.32018,7812.734408,7792.525273,7786.3746665,7780.2240600000005,7774.073453500001,7817.127699,2018-01-08 08:45:00,STOP_LOSS,-12.301212999999734,0.0
SHORT,2018-01-08 09:00:00,7811.85575,7820.935217,9.079467000000477,bullish,7813.027294,7812.734408,7802.776282999999,7798.2365494999995,7793.696815999999,7789.157082499998,7802.776282999999,2018-01-08 09:05:00,TP_1,9.079467000000477,1.0
LONG,2018-01-08 09:10:00,7813.027294,7795.454134,17.573160000000826,bearish,7812.441522,7808.92689,7830.600454000001,7839.387034000001,7848.173614000002,7856.960194000003,7830.600454000001,2018-01-08 10:10:00,TP_1,17.573160000000826,1.0
LONG,2018-01-08 10:20:00,7832.064885,7802.190512,29.87437299999965,bearish,7818.006357,7816.834813,7861.939257999999,7876.8764445,7891.813630999999,7906.750817499998,7802.190512,2018-01-10 04:30:00,STOP_LOSS,-29.87437299999965,0.0
SHORT,2018-01-10 04:35:00,7796.039906,7821.228103,25.1881970000004,bullish,7838.215491,7837.336833,7770.851709,7758.257610499999,7745.663511999999,7733.069413499999,7770.851709,2018-01-10 09:00:00,TP_1,25.1881970000004,1.0
LONG,2018-01-10 09:15:00,7795.74702,7765.286874,30.46014599999944,bearish,7791.646615,7788.424869,7826.207165999999,7841.437238999999,7856.667311999999,7871.897384999998,7826.207165999999,2018-01-10 18:35:00,TP_1,30.46014599999944,1.0
LONG,2018-01-10 18:40:00,7827.964481,7814.78461,13.179871000000276,bearish,7806.876688,7805.119372,7841.144352,7847.7342875,7854.3242230000005,7860.914158500001,7814.78461,2018-01-10 20:40:00,STOP_LOSS,-13.179871000000276,0.0
SHORT,2018-01-10 20:45:00,7811.562864,7827.378709,15.815844999999172,bullish,7844.658984,7841.437238,7795.747019000001,7787.839096500002,7779.931174000002,7772.0232515000025,7827.378709,2018-01-10 22:30:00,STOP_LOSS,-15.815844999999172,0.0
LONG,2018-01-10 22:35:00,7825.621393,7807.46246,18.158933000000616,bearish,7813.905952,7812.734408,7843.780326000001,7852.859792500001,7861.939259000002,7871.018725500002,7843.780326000001,2018-01-11 06:25:00,TP_1,18.158933000000616,1.0
SHORT,2018-01-11 06:35:00,7839.972808,7846.709186,6.736377999999604,bullish,7841.144352,7840.851466,7833.236430000001,7829.868241000001,7826.500052000001,7823.131863000001,7833.236430000001,2018-01-11 07:35:00,TP_1,6.736377999999604,1.0
SHORT,2018-01-11 07:40:00,7832.943543,7846.709186,13.765642999999727,bullish,7840.851466,7839.972808,7819.177900000001,7812.295078500001,7805.412257000001,7798.529435500001,7819.177900000001,2018-01-11 09:30:00,TP_1,13.765642999999727,1.0
LONG,2018-01-11 09:35:00,7822.985419,7818.885015,4.1004039999997985,bearish,7816.834813,7816.24904,7827.085822999999,7829.136025,7831.186226999999,7833.236428999999,7827.085822999999,2018-01-11 09:40:00,TP_1,4.1004039999997985,1.0
LONG,2018-01-11 09:45:00,7830.893341,7816.834813,14.05852799999957,bearish,7820.056559,7818.885015,7844.9518689999995,7851.981132999999,7859.010396999999,7866.039660999999,7844.9518689999995,2018-01-11 11:25:00,TP_1,14.05852799999957,1.0
LONG,2018-01-11 11:30:00,7849.34516,7827.671595,21.673565000000053,bearish,7842.608782,7842.02301,7871.018725,7881.8555075,7892.69229,7903.5290724999995,7871.018725,2018-01-11 15:00:00,TP_1,21.673565000000053,1.0
LONG,2018-01-11 15:05:00,7879.805305,7850.223818,29.58148699999947,bearish,7844.95187,7844.366098,7909.386791999999,7924.177535499999,7938.968278999999,7953.7590224999985,7909.386791999999,2018-01-12 09:40:00,TP_1,29.58148699999947,1.0
LONG,2018-01-12 09:50:00,7917.001829,7853.152678,63.84915099999944,bearish,7806.290916,7803.947828,7980.850979999999,8012.7755554999985,8044.700130999999,8076.624706499999,7980.850979999999,2018-01-16 04:35:00,TP_1,63.84915099999944,1.0
LONG,2018-01-16 04:45:00,7982.022524,7966.206679,15.815845000000081,bearish,7948.047747,7945.997544,7997.838369,8005.7462915,8013.654214,8021.562136500001,7997.838369,2018-01-16 08:35:00,TP_1,15.815845000000081,1.0
LONG,2018-01-16 08:40:00,8009.846695,7973.235944,36.610751000000164,bearish,7950.976607,7948.926405,8046.457446,8064.7628215,8083.0681970000005,8101.373572500001,7973.235944,2018-01-16 10:00:00,STOP_LOSS,-36.610751000000164,0.0
SHORT,2018-01-16 10:05:00,7967.963995,8020.097706,52.133710999999494,bullish,7971.185742,7970.59997,7915.830284000001,7889.7634285,7863.696573000001,7837.629717500002,7915.830284000001,2018-01-16 13:05:00,TP_1,52.133710999999494,1.0
SHORT,2018-01-16 13:15:00,7914.658741,7959.763187,45.10444599999937,bullish,7943.947342,7943.36157,7869.554295000001,7847.002072000001,7824.449849000001,7801.897626000002,7959.763187,2018-01-17 07:55:00,STOP_LOSS,-45.10444599999937,0.0
LONG,2018-01-17 08:00:00,7959.763187,7943.654456,16.108730999999352,bearish,7941.89714,7941.311368,7975.871917999999,7983.926283499999,7991.980648999998,8000.0350144999975,7943.654456,2018-01-17 08:25:00,STOP_LOSS,-16.108730999999352,0.0
SHORT,2018-01-17 08:30:00,7927.838612,7961.227617,33.389005,bullish,7964.449363,7963.863591,7894.449607,7877.7551045,7861.060602,7844.366099499999,7961.227617,2018-01-17 11:35:00,STOP_LOSS,-33.389005,0.0
SHORT,2018-01-17 11:40:00,7960.934731,7964.156477,3.2217460000001665,bullish,7967.671109,7964.156477,7957.712985,7956.1021120000005,7954.491239,7952.880365999999,7957.712985,2018-01-17 11:45:00,TP_1,3.2217460000001665,1.0
LONG,2018-01-17 11:50:00,7966.206679,7941.018482,25.18819699999949,bearish,7965.913793,7965.328021,7991.394875999999,8003.988974499999,8016.583072999999,8029.177171499999,7991.394875999999,2018-01-17 13:40:00,TP_1,25.18819699999949,1.0
LONG,2018-01-17 13:45:00,7993.152193,7965.620907,27.531285999999454,bearish,7987.001586,7982.31541,8020.683478999999,8034.449121999999,8048.214764999999,8061.9804079999985,7965.620907,2018-01-18 07:05:00,STOP_LOSS,-27.531285999999454,0.0
LONG,2018-01-18 07:10:00,7974.114602,7964.449363,9.665238999999929,bearish,7952.441037,7952.148151,7983.779841,7988.6124604999995,7993.4450799999995,7998.2776994999995,7983.779841,2018-01-18 08:25:00,TP_1,9.665238999999929,1.0
SHORT,2018-01-18 08:30:00,7979.679436,7984.658498,4.9790619999994306,bullish,7985.24427,7983.194068,7974.700374000001,7972.210843000001,7969.7213120000015,7967.231781000002,7984.658498,2018-01-18 08:35:00,STOP_LOSS,-4.9790619999994306,0.0
