Date,Direction,Entry_Time,Entry_Price,SL_Level,SL_Distance,TP_Level,TP_Distance,Exit_Time,Exit_Price,Exit_Type,PnL_Points,Result,Asian_High,Asian_Low,Asian_Mid
2018-04-26,SHORT,2018-04-26 01:00:00,7669.550079,7706.1759745,36.6258955000003,7569.550079,100,2018-04-26 06:45:00,7706.1759745,STOP_LOSS,-36.6258955000003,LOSS,7719.162846,7693.189103,7706.1759745
2018-04-30,LONG,2018-04-30 01:00:00,7825.684375,7804.817828499999,20.866546500000368,7925.684375,100,2018-04-30 07:45:00,7804.817828499999,STOP_LOSS,-20.866546500000368,LOSS,7824.808855,7784.826802,7804.817828499999
2018-05-01,SHORT,2018-05-01 03:30:00,7702.819817,7719.1628455,16.3430285000004,7602.819817,100,2018-05-01 05:45:00,7719.1628455,STOP_LOSS,-16.3430285000004,LOSS,7732.003797,7706.321894,7719.1628455
2018-05-03,LONG,2018-05-03 02:15:00,7753.308103,7741.780431,11.527672000000166,7853.308103,100,2018-05-03 06:00:00,7741.780431,STOP_LOSS,-11.527672000000166,LOSS,7752.432584,7731.128278,7741.780431
2018-05-08,SHORT,2018-05-08 03:15:00,7956.136768,7967.8103599999995,11.67359199999919,7856.136768,100,2018-05-08 08:00:00,7953.218369,TIME_EXIT,2.918399000000136,WIN,7978.316593,7957.304127,7967.8103599999995
2018-05-11,SHORT,2018-05-11 01:15:00,8116.9405,8129.0518520000005,12.111352000000807,8016.9405,100,2018-05-11 03:30:00,8129.0518520000005,STOP_LOSS,-12.111352000000807,LOSS,8137.661126,8120.442578,8129.0518520000005
2018-05-15,SHORT,2018-05-15 01:00:00,8111.103704,8134.013129,22.90942499999983,8011.103704,100,2018-05-15 08:00:00,8073.456369,TIME_EXIT,37.64733499999966,WIN,8144.373442,8123.652816,8134.013129
2018-05-17,SHORT,2018-05-17 01:00:00,8077.833966,8096.073954,18.239988000000267,7977.833966,100,2018-05-17 08:00:00,8069.954292,TIME_EXIT,7.879673999999795,WIN,8106.726107,8085.421801,8096.073954
2018-05-21,SHORT,2018-05-21 01:00:00,8074.623728,8087.6105995,12.986871500000234,7974.623728,100,2018-05-21 07:45:00,8087.6105995,STOP_LOSS,-12.986871500000234,LOSS,8095.636194,8079.585005,8087.6105995
2018-05-22,LONG,2018-05-22 01:45:00,8078.709486,8071.7053305,7.004155499999797,8178.709486,100,2018-05-22 08:00:00,8100.305631,TIME_EXIT,21.596145000000433,WIN,8078.417646,8064.993015,8071.7053305
2018-05-23,SHORT,2018-05-23 02:15:00,8000.204578,8040.186631500001,39.9820535000008,7900.204578,100,2018-05-23 08:00:00,7985.904428,TIME_EXIT,14.30015000000003,WIN,8063.533816,8016.839447,8040.186631500001
2018-05-24,LONG,2018-05-24 02:15:00,8137.952966,8103.661789,34.29117700000006,8237.952966,100,2018-05-24 08:00:00,8111.979223,TIME_EXIT,-25.97374299999956,LOSS,8123.069136,8084.254442,8103.661789
2018-05-29,SHORT,2018-05-29 01:00:00,8133.867209,8151.2316775,17.36446849999993,8033.867209,100,2018-05-29 08:00:00,8091.258597,TIME_EXIT,42.608611999999994,WIN,8165.677748,8136.785607,8151.2316775
2018-05-30,LONG,2018-05-30 01:00:00,8116.64866,8094.468835,22.179825000000164,8216.648659999999,100,2018-05-30 08:00:00,8121.609937,TIME_EXIT,4.961277000000337,WIN,8112.562903,8076.374767,8094.468835
2018-05-31,LONG,2018-05-31 01:15:00,8163.634869,8150.064318,13.570551000000705,8263.634869000001,100,2018-05-31 08:00:00,8150.064318,STOP_LOSS,-13.570551000000705,LOSS,8160.716471,8139.412165,8150.064318
2018-06-01,LONG,2018-06-01 01:45:00,8175.016621,8156.047034,18.969586999999592,8275.016620999999,100,2018-06-01 08:00:00,8183.771816,TIME_EXIT,8.75519500000064,WIN,8165.094068,8147.0,8156.047034
2018-06-04,LONG,2018-06-04 02:45:00,8303.717975,8278.1819925,25.53598249999959,8403.717975,100,2018-06-04 08:00:00,8299.048539,TIME_EXIT,-4.6694360000001325,LOSS,8299.924058,8256.439927,8278.1819925
2018-06-05,LONG,2018-06-05 03:00:00,8353.038903,8342.09491,10.943993000000773,8453.038903,100,2018-06-05 08:00:00,8360.043058,TIME_EXIT,7.004154999998718,WIN,8352.163383,8332.026437,8342.09491
2018-06-07,LONG,2018-06-07 01:15:00,8439.131645,8427.312133,11.819512000000032,8539.131645,100,2018-06-07 03:30:00,8427.312133,STOP_LOSS,-11.819512000000032,LOSS,8437.964286,8416.65998,8427.312133
2018-06-08,SHORT,2018-06-08 01:00:00,8320.416951,8347.202106,26.785155000001396,8220.416951,100,2018-06-08 08:00:00,8302.963972,TIME_EXIT,17.452978999999686,WIN,8359.167538,8335.236674,8347.202106
2018-06-11,LONG,2018-06-11 01:15:00,8348.341718,8335.106542000001,13.235175999998319,8448.341718,100,2018-06-11 07:00:00,8335.106542000001,STOP_LOSS,-13.235175999998319,LOSS,8347.469069,8322.744015,8335.106542000001
2018-06-13,SHORT,2018-06-13 01:15:00,8422.51688,8436.18838,13.671500000000378,8322.51688,100,2018-06-13 08:00:00,8426.589241,TIME_EXIT,-4.0723610000004555,LOSS,8444.333104,8428.043656,8436.18838
2018-06-14,SHORT,2018-06-14 01:00:00,8394.30123,8415.681129,21.379899000001387,8294.30123,100,2018-06-14 06:30:00,8415.681129,STOP_LOSS,-21.379899000001387,LOSS,8427.171007,8404.191251,8415.681129
2018-06-15,SHORT,2018-06-15 02:30:00,8487.965552,8505.7094135,17.743861500001003,8387.965552,100,2018-06-15 08:00:00,8459.168136,TIME_EXIT,28.79741599999943,WIN,8515.599435,8495.819392,8505.7094135
2018-06-19,SHORT,2018-06-19 01:30:00,8363.758516,8414.953922,51.19540600000073,8263.758516,100,2018-06-19 08:00:00,8361.140569,TIME_EXIT,2.6179470000006404,WIN,8465.276679,8364.631165,8414.953922
2018-06-20,LONG,2018-06-20 01:00:00,8455.968423,8430.2252785,25.7431445000002,8555.968423,100,2018-06-20 08:00:00,8484.184073,TIME_EXIT,28.215650000000096,WIN,8451.896061,8408.554496,8430.2252785
2018-06-21,SHORT,2018-06-21 03:45:00,8510.945307,8537.415658999998,26.470351999998456,8410.945307,100,2018-06-21 08:00:00,8516.181201,TIME_EXIT,-5.235893999999462,LOSS,8561.84983,8512.981488,8537.415658999998
2018-06-22,LONG,2018-06-22 01:30:00,8433.27955,8418.589959,14.689590999998472,8533.27955,100,2018-06-22 08:00:00,8454.804891,TIME_EXIT,21.52534100000048,WIN,8430.079837,8407.100081,8418.589959
2018-06-25,SHORT,2018-06-25 02:00:00,8349.50525,8378.3026655,28.79741549999926,8249.50525,100,2018-06-25 08:00:00,8331.179622,TIME_EXIT,18.325628000000506,WIN,8403.900368,8352.704963,8378.3026655
2018-06-27,SHORT,2018-06-27 01:00:00,8237.5153,8264.858301,27.343001000001095,8137.515299999999,100,2018-06-27 07:00:00,8264.858301,STOP_LOSS,-27.343001000001095,LOSS,8283.765695,8245.950907,8264.858301
2018-06-29,LONG,2018-06-29 02:15:00,8265.440067,8229.9523425,35.487724499998876,8365.440067,100,2018-06-29 05:15:00,8229.9523425,STOP_LOSS,-35.487724499998876,LOSS,8262.82212,8197.082565,8229.9523425
2018-07-02,SHORT,2018-07-02 01:00:00,8183.701947,8224.280124500001,40.5781775000014,8083.701947,100,2018-07-02 08:00:00,8157.231596,TIME_EXIT,26.470350999999937,WIN,8247.114439,8201.44581,8224.280124500001
2018-07-03,LONG,2018-07-03 03:30:00,8309.363398,8280.275099,29.088298999999097,8409.363398,100,2018-07-03 08:00:00,8315.181057,TIME_EXIT,5.817659000000276,WIN,8303.545738,8257.00446,8280.275099
2018-07-04,LONG,2018-07-04 03:30:00,8201.154927,8179.6295855,21.52534149999974,8301.154927,100,2018-07-04 08:00:00,8193.301086,TIME_EXIT,-7.853841000000102,LOSS,8194.464618,8164.794553,8179.6295855
2018-07-05,LONG,2018-07-05 02:15:00,8205.227288,8182.392973999999,22.83431400000063,8305.227288,100,2018-07-05 08:00:00,8237.5153,TIME_EXIT,32.28801199999907,WIN,8199.991395,8164.794553,8182.392973999999
2018-07-17,SHORT,2018-07-17 01:00:00,8503.673233,8522.87151,19.198277000001326,8403.673233,100,2018-07-17 08:00:00,8492.619679,TIME_EXIT,11.053554000000076,WIN,8539.160957,8506.582063,8522.87151
2018-07-18,SHORT,2018-07-18 01:00:00,8633.697928,8645.769572000001,12.07164400000147,8533.697928,100,2018-07-18 08:00:00,8632.534396,TIME_EXIT,1.1635320000004867,WIN,8654.059737,8637.479407,8645.769572000001
2018-07-19,SHORT,2018-07-19 01:15:00,8609.55464,8620.0264275,10.471787500000573,8509.55464,100,2018-07-19 08:00:00,8587.447533,TIME_EXIT,22.107106999999814,WIN,8628.752917,8611.299938,8620.0264275
2018-07-25,LONG,2018-07-25 02:00:00,8632.243513,8617.1175975,15.125915499998882,8732.243513,100,2018-07-25 06:30:00,8617.1175975,STOP_LOSS,-15.125915499998882,LOSS,8627.589385,8606.64581,8617.1175975
2018-07-27,LONG,2018-07-27 02:15:00,8666.858588,8654.9323855,11.926202499998908,8766.858588,100,2018-07-27 06:15:00,8654.9323855,STOP_LOSS,-11.926202499998908,LOSS,8666.567705,8643.297066,8654.9323855
