entry_time,entry_price,sl_price,tp_price,exit_time,exit_price,outcome,pnl_points,risk_points,reward_points,rr_ratio,session_date,sweep_high,mss_low,year
2018-01-03 06:30:00,7643.8856215,7651.375153,7632.651324249999,2018-01-03 08:30:00,7651.375153,loss,-7.489531500000339,7.489531500000339,11.234297250000509,1.5,2018-01-03,7646.375153,7641.39609,2018
2018-01-03 06:15:00,7646.668039,7654.596899,7634.774749,2018-01-03 08:30:00,7654.596899,loss,-7.928859999999986,7.928859999999986,11.893289999999979,1.5,2018-01-03,7649.596899,7643.739179,2018
2018-01-03 06:15:00,7646.960924999999,7655.182671,7634.628305999999,2018-01-03 08:30:00,7655.182671,loss,-8.221746000000167,8.221746000000167,12.33261900000025,1.5,2018-01-03,7650.182671,7643.739179,2018
2018-01-04 04:50:00,7730.7263244999995,7739.533843,7717.515046749999,2018-01-04 07:10:00,7739.533843,loss,-8.807518500000697,8.807518500000697,13.211277750001045,1.5,2018-01-04,7734.533843,7726.918806,2018
2018-01-08 05:55:00,7809.073333,7820.077496,7792.567088500001,2018-01-08 08:55:00,7820.077496,loss,-11.004162999999608,11.004162999999608,16.50624449999941,1.5,2018-01-08,7815.077496,7803.06917,2018
2018-01-08 05:50:00,7811.416421,7820.956154,7797.1068215,2018-01-08 06:45:00,7797.1068215,win,14.309599500000331,9.539733000000524,14.309599500000786,1.5,2018-01-08,7815.956154,7806.876688,2018
2018-01-08 05:50:00,7811.855750500001,7821.834813,7796.887156750001,2018-01-08 06:45:00,7796.887156750001,win,14.968593749999854,9.9790624999996,14.9685937499994,1.5,2018-01-08,7816.834813,7806.876688,2018
2018-01-09 05:35:00,7843.1945534999995,7853.173616,7828.225959749999,2018-01-09 07:35:00,7853.173616,loss,-9.97906250000051,9.97906250000051,14.968593750000764,1.5,2018-01-09,7848.173616,7838.215491,2018
2018-01-09 05:35:00,7841.8765665,7850.537642,7828.88495325,2018-01-09 07:25:00,7850.537642,loss,-8.661075500000152,8.661075500000152,12.991613250000228,1.5,2018-01-09,7845.537642,7838.215491,2018
2018-01-11 03:10:00,7829.282467999999,7838.236429,7815.851526499999,2018-01-11 06:15:00,7838.236429,loss,-8.953961000000163,8.953961000000163,13.430941500000245,1.5,2018-01-11,7833.236429,7825.328507,2018
2018-01-12 06:40:00,7889.031215,7895.934974,7878.6755765,2018-01-12 07:20:00,7895.934974,loss,-6.903758999999809,6.903758999999809,10.355638499999714,1.5,2018-01-12,7890.934974,7887.127456,2018
2018-01-15 05:00:00,7945.4117725,7958.319695,7926.049888749999,2018-01-15 22:05:00,7958.319695,loss,-12.907922500000495,12.907922500000495,19.361883750000743,1.5,2018-01-15,7953.319695,7937.50385,2018
2018-01-15 05:00:00,7943.2151275,7953.926405,7927.148211249999,2018-01-15 20:50:00,7953.926405,loss,-10.711277500000506,10.711277500000506,16.06691625000076,1.5,2018-01-15,7948.926405,7937.50385,2018
2018-01-15 05:00:00,7943.2151275,7953.926405,7927.148211249999,2018-01-15 20:50:00,7953.926405,loss,-10.711277500000506,10.711277500000506,16.06691625000076,1.5,2018-01-15,7948.926405,7937.50385,2018
2018-01-15 05:00:00,7944.6795575,7956.855265,7926.415996249999,2018-01-15 21:40:00,7956.855265,loss,-12.175707500000499,12.175707500000499,18.26356125000075,1.5,2018-01-15,7951.855265,7937.50385,2018
2018-01-15 05:00:00,7945.1188865,7957.733923,7926.196331750001,2018-01-15 21:45:00,7957.733923,loss,-12.615036499999405,12.615036499999405,18.922554749999108,1.5,2018-01-15,7952.733923,7937.50385,2018
2018-01-16 06:05:00,7978.507892,7987.31541,7965.296614999999,2018-01-16 08:30:00,7987.31541,loss,-8.807518000000528,8.807518000000528,13.211277000000791,1.5,2018-01-16,7982.31541,7974.700374,2018
2018-01-16 06:05:00,7978.507892,7987.31541,7965.296614999999,2018-01-16 08:30:00,7987.31541,loss,-8.807518000000528,8.807518000000528,13.211277000000791,1.5,2018-01-16,7982.31541,7974.700374,2018
2018-01-24 05:50:00,8174.155749,8186.477899,8155.672523999998,2018-01-24 07:35:00,8186.477899,loss,-12.322150000000875,12.322150000000875,18.483225000001312,1.5,2018-01-24,8181.477899,8166.833599,2018
2018-01-24 05:50:00,8172.25199,8182.670381,8156.6244035,2018-01-24 07:30:00,8182.670381,loss,-10.418391000000156,10.418391000000156,15.627586500000234,1.5,2018-01-24,8177.670381,8166.833599,2018
2018-01-24 05:50:00,8172.25199,8182.670381,8156.6244035,2018-01-24 07:30:00,8182.670381,loss,-10.418391000000156,10.418391000000156,15.627586500000234,1.5,2018-01-24,8177.670381,8166.833599,2018
2018-01-26 06:10:00,8157.754132,8168.02608,8142.346210000001,2018-01-26 08:30:00,8142.346210000001,win,15.407921999999417,10.271947999999611,15.407921999999417,1.5,2018-01-26,8163.02608,8152.482184,2018
2018-01-31 03:20:00,8158.63279,8169.49051,8142.34621,2018-01-31 06:55:00,8169.49051,loss,-10.857719999999972,10.857719999999972,16.286579999999958,1.5,2018-01-31,8164.49051,8152.77507,2018
2018-02-01 02:20:00,8175.327293,8184.134811,8162.116016000001,2018-02-01 03:20:00,8162.116016000001,win,13.211276999999427,8.807517999999618,13.211276999999427,1.5,2018-02-01,8179.134811,8171.519775,2018
2018-02-05 05:40:00,7896.206921999999,7920.830285,7859.2718774999985,2018-02-05 06:05:00,7859.2718774999985,win,36.93504450000091,24.62336300000061,36.93504450000091,1.5,2018-02-05,7915.830285,7876.583559,2018
