Date,Year,Time,Direction,Open,High,Low,Close,Range,Entry,SL,Risk,SL_Hit,TP_1R_Hit,TP_1R_Candles,TP_1.5R_Hit,TP_1.5R_Candles,TP_2R_Hit,TP_2R_Candles,TP_2.5R_Hit,TP_2.5R_Candles,TP_3R_Hit,TP_3R_Candles,TP_3.5R_Hit,TP_3.5R_Candles,TP_4R_Hit,TP_4R_Candles,TP_4.5R_Hit,TP_4.5R_Candles,TP_5R_Hit,TP_5R_Candles
23/02/2018,2018,08:30:00,SHORT,7986.7087,7992.273535,7980.558094,7985.537156,11.715441000000283,7985.537156,7992.273535,6.736378999999943,True,True,1.0,True,1.0,False,,False,,False,,False,,False,,False,,False,
27/02/2018,2018,08:30:00,SHORT,8196.415086,8199.05106,8186.749847,8188.507164,12.301212999999734,8188.507164,8199.05106,10.543896000000132,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
01/03/2018,2018,08:30:00,LONG,8042.942815,8049.679193,8039.135297,8045.578789,10.543896000000132,8045.578789,8039.135297,6.443492000000333,True,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.0,False,,False,,False,
02/03/2018,2018,08:30:00,LONG,7817.127699,7825.328507,7808.341118,7823.278305,16.987388999999894,7823.278305,7808.341118,14.93718699999954,True,True,1.0,True,2.0,True,3.0,False,,False,,False,,False,,False,,False,
05/03/2018,2018,08:30:00,LONG,7944.826,7953.905467,7943.068684,7952.733923,10.836782999999741,7952.733923,7943.068684,9.665238999999929,True,True,3.0,True,3.0,False,,False,,False,,False,,False,,False,,False,
07/03/2018,2018,08:30:00,LONG,8040.013955,8050.557851,8032.398918,8048.214763,18.158932999999706,8048.214763,8032.398918,15.815845000000081,True,True,4.0,True,6.0,True,11.0,True,64.0,True,74.0,True,81.0,False,,False,,False,
09/03/2018,2018,08:30:00,LONG,8225.213068,8229.006985,8220.251791,8228.715146,8.755193999999392,8228.715146,8220.251791,8.463354999999865,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
14/03/2018,2018,08:30:00,LONG,8294.379102,8301.966937,8292.919903,8298.173019,9.047033999999258,8298.173019,8292.919903,5.253115999999864,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
16/03/2018,2018,08:30:00,LONG,8250.311291,8264.319602,8250.019451,8259.358325,14.30015099999946,8259.358325,8250.019451,9.338873999999123,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
19/03/2018,2018,08:30:00,SHORT,8138.828486,8140.579524,8121.609937,8121.901777,18.969586999999592,8121.901777,8140.579524,18.677746999999727,False,True,41.0,True,71.0,True,74.0,True,83.0,True,86.0,True,94.0,True,103.0,True,122.0,True,130.0
20/03/2018,2018,08:30:00,LONG,8036.392714,8048.358146,8035.517195,8041.93767,12.840950999999222,8041.93767,8035.517195,6.420474999999897,True,True,1.0,True,4.0,True,4.0,False,,False,,False,,False,,False,,False,
21/03/2018,2018,08:30:00,SHORT,8039.894792,8040.186631,8031.723277,8038.143753,8.463353999999526,8038.143753,8040.186631,2.042877999999291,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
22/03/2018,2018,08:30:00,SHORT,7914.403675,7919.073112,7906.524001,7912.944476,12.549111000000266,7912.944476,7919.073112,6.12863600000037,True,True,1.0,True,1.0,True,1.0,False,,False,,False,,False,,False,,False,
23/03/2018,2018,08:30:00,LONG,7812.259744,7832.39669,7810.508705,7829.478292,21.88798499999939,7829.478292,7810.508705,18.969586999999592,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
26/03/2018,2018,08:30:00,LONG,7769.067452,7777.238967,7767.900093,7777.238967,9.338874000000033,7777.238967,7767.900093,9.338874000000033,True,True,2.0,True,9.0,True,10.0,False,,False,,False,,False,,False,,False,
27/03/2018,2018,08:30:00,SHORT,7960.222525,7961.098044,7943.587656,7947.381573,17.510388000000603,7947.381573,7961.098044,13.716471000000638,False,True,3.0,True,4.0,True,15.0,True,16.0,True,44.0,True,44.0,True,62.0,True,91.0,True,112.0
28/03/2018,2018,08:30:00,SHORT,7601.843244,7608.26372,7590.169652,7600.675885,18.094068000000334,7600.675885,7608.26372,7.587835000000268,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
29/03/2018,2018,08:30:00,LONG,7594.255409,7605.345322,7589.002293,7602.135084,16.34302900000057,7602.135084,7589.002293,13.132790999999997,True,True,1.0,False,,False,,False,,False,,False,,False,,False,,False,
02/04/2018,2018,08:30:00,SHORT,7633.361943,7636.572181,7621.688351,7629.276186,14.883829999999762,7629.276186,7636.572181,7.295994999999493,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
03/04/2018,2018,08:30:00,LONG,7537.346647,7543.475283,7532.093531,7540.556885,11.381751999999324,7540.556885,7532.093531,8.463353999999526,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
04/04/2018,2018,08:30:00,LONG,7405.726895,7419.443366,7397.84722,7415.941288,21.596146000000772,7415.941288,7397.84722,18.094068000000334,False,True,2.0,True,3.0,True,3.0,True,6.0,True,40.0,True,41.0,True,79.0,True,89.0,True,106.0
05/04/2018,2018,08:30:00,SHORT,7746.595787,7748.346826,7731.711957,7736.089554,16.634868999999526,7736.089554,7748.346826,12.25727199999983,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
09/04/2018,2018,08:30:00,LONG,7581.706298,7592.79621,7581.414458,7589.002293,11.381752000000233,7589.002293,7581.414458,7.587834999999359,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
10/04/2018,2018,08:30:00,LONG,7687.060467,7703.111656,7686.768627,7702.527977,16.34302899999966,7702.527977,7686.768627,15.759349999999358,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
11/04/2018,2018,08:30:00,LONG,7692.897263,7703.987176,7688.811506,7703.403496,15.175669999999627,7703.403496,7688.811506,14.591989999999896,True,True,2.0,True,3.0,True,55.0,True,56.0,True,59.0,True,61.0,True,153.0,True,153.0,True,161.0
17/04/2018,2018,08:30:00,SHORT,7881.133938,7882.884976,7872.670583,7874.421622,10.2143930000002,7874.421622,7882.884976,8.463354000000436,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
19/04/2018,2018,08:30:00,SHORT,7950.299971,7951.175491,7941.836617,7948.257093,9.338874000000033,7948.257093,7951.175491,2.9183979999997973,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
23/04/2018,2018,08:30:00,SHORT,7823.057816,7827.435413,7818.09654,7821.014938,9.338873000000603,7821.014938,7827.435413,6.420474999999897,True,True,1.0,True,1.0,True,5.0,True,12.0,True,13.0,True,13.0,True,18.0,True,19.0,True,20.0
24/04/2018,2018,08:30:00,LONG,7802.92087,7811.967904,7799.126952,7810.508705,12.84095200000047,7810.508705,7799.126952,11.381753000000572,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
25/04/2018,2018,08:30:00,SHORT,7616.727074,7617.894433,7608.55556,7612.057637,9.338873000000603,7612.057637,7617.894433,5.836796000000504,True,True,1.0,False,,False,,False,,False,,False,,False,,False,,False,
26/04/2018,2018,08:30:00,SHORT,7710.115812,7716.244448,7701.360618,7705.154535,14.883830000000671,7705.154535,7716.244448,11.089913000000706,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
01/05/2018,2018,08:30:00,SHORT,7698.734059,7703.111656,7691.729904,7695.231982,11.381752000000233,7695.231982,7703.111656,7.879673999999795,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
02/05/2018,2018,08:30:00,SHORT,7822.182297,7823.933336,7804.088229,7808.757666,19.845107000000098,7808.757666,7823.933336,15.175669999999627,True,True,5.0,True,7.0,False,,False,,False,,False,,False,,False,,False,
03/05/2018,2018,08:30:00,LONG,7721.789404,7727.6262,7713.909729,7722.373084,13.716470999999729,7722.373084,7713.909729,8.463354999999865,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
04/05/2018,2018,08:30:00,LONG,7723.248603,7731.128278,7722.664923,7724.415962,8.463354999999865,7724.415962,7722.664923,1.7510389999997642,True,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0
07/05/2018,2018,08:30:00,SHORT,7941.252937,7947.381573,7935.999821,7939.793738,11.381751999999324,7939.793738,7947.381573,7.587834999999359,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
11/05/2018,2018,08:30:00,LONG,8118.399699,8124.820175,8116.64866,8124.236495,8.171515,8124.236495,8116.64866,7.587835000000268,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
15/05/2018,2018,08:30:00,SHORT,8070.829811,8074.915568,8066.160374,8068.203253,8.755194000000301,8068.203253,8074.915568,6.712315000000672,False,True,2.0,True,2.0,True,2.0,True,2.0,True,3.0,True,3.0,True,5.0,True,10.0,True,10.0
21/05/2018,2018,08:30:00,LONG,8084.254442,8092.717796,8082.503403,8092.717796,10.2143930000002,8092.717796,8082.503403,10.2143930000002,True,True,2.0,True,2.0,True,7.0,True,8.0,False,,False,,False,,False,,False,
23/05/2018,2018,08:30:00,LONG,7994.367782,8003.414816,7994.367782,8000.788258,9.047034000000167,8000.788258,7994.367782,6.420475999999326,False,True,5.0,True,6.0,True,6.0,True,7.0,True,10.0,True,11.0,True,16.0,True,17.0,True,38.0
24/05/2018,2018,08:30:00,SHORT,8121.609937,8122.193617,8111.395544,8112.271063,10.798072999999931,8112.271063,8122.193617,9.922553999999764,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
25/05/2018,2018,08:30:00,LONG,8120.734418,8131.240651,8118.691539,8130.365131,12.549111999999695,8130.365131,8118.691539,11.67359199999919,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
29/05/2018,2018,08:30:00,LONG,8090.091238,8100.889311,8086.58916,8093.593316,14.30015099999946,8093.593316,8086.58916,7.004155999999966,True,True,1.0,False,,False,,False,,False,,False,,False,,False,,False,
31/05/2018,2018,08:30:00,SHORT,8147.58368,8149.334719,8139.412165,8144.373442,9.922554000000673,8144.373442,8149.334719,4.961277000000337,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
04/06/2018,2018,08:30:00,LONG,8292.628063,8298.756699,8288.250466,8297.2975,10.506233000000066,8297.2975,8288.250466,9.047034000001076,False,True,3.0,True,5.0,True,11.0,True,17.0,True,90.0,True,165.0,True,170.0,True,172.0,True,177.0
07/06/2018,2018,08:30:00,SHORT,8421.913097,8423.080456,8412.574223,8413.741582,10.506233000000066,8413.741582,8423.080456,9.338873999999123,False,True,4.0,True,6.0,True,37.0,True,38.0,True,39.0,True,40.0,True,41.0,True,42.0,True,51.0
08/06/2018,2018,08:30:00,LONG,8306.163685,8321.2896,8306.163685,8316.635472,15.125915000000532,8316.635472,8306.163685,10.471787000000404,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
14/06/2018,2018,08:30:00,SHORT,8455.095774,8456.841072,8448.696348,8452.186944,8.14472399999977,8452.186944,8456.841072,4.654128000000128,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
15/06/2018,2018,08:30:00,SHORT,8474.294051,8475.457583,8461.786083,8462.658732,13.67149999999856,8462.658732,8475.457583,12.798850999999559,True,True,7.0,True,10.0,True,14.0,True,15.0,False,,False,,False,,False,,False,
18/06/2018,2018,08:30:00,SHORT,8415.244805,8415.826571,8404.191251,8404.773017,11.63531999999941,8404.773017,8415.826571,11.053554000000076,True,True,4.0,True,6.0,False,,False,,False,,False,,False,,False,,False,
19/06/2018,2018,08:30:00,LONG,8354.159378,8363.758516,8351.832314,8363.758516,11.926202000000558,8363.758516,8351.832314,11.926202000000558,True,True,1.0,True,3.0,True,7.0,True,8.0,True,16.0,False,,False,,False,,False,
20/06/2018,2018,08:30:00,LONG,8476.911998,8483.311424,8474.294051,8479.820828,9.01737299999877,8479.820828,8474.294051,5.526776999999129,True,True,1.0,True,1.0,True,5.0,True,6.0,True,12.0,True,28.0,True,36.0,False,,False,
21/06/2018,2018,08:30:00,LONG,8519.671797,8528.107404,8517.926499,8527.816521,10.180905000001076,8527.816521,8517.926499,9.890022000001409,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
22/06/2018,2018,08:30:00,SHORT,8453.932242,8456.841072,8444.914869,8445.205752,11.926202999999077,8445.205752,8456.841072,11.63531999999941,False,True,4.0,True,5.0,True,6.0,True,7.0,True,13.0,True,16.0,True,16.0,True,55.0,True,55.0
25/06/2018,2018,08:30:00,SHORT,8330.01609,8331.179622,8317.799004,8322.162249,13.380617999999231,8322.162249,8331.179622,9.01737299999877,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
26/06/2018,2018,08:30:00,LONG,8244.787375,8250.314151,8239.551481,8247.987088,10.762670000000071,8247.987088,8239.551481,8.435606999999436,True,True,2.0,False,,False,,False,,False,,False,,False,,False,,False,
27/06/2018,2018,08:30:00,LONG,8282.31128,8291.328653,8278.820684,8286.092759,12.50796900000023,8286.092759,8278.820684,7.272074999998949,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
29/06/2018,2018,08:30:00,LONG,8243.042077,8257.00446,8242.460311,8255.259162,14.54414899999938,8255.259162,8242.460311,12.798850999999559,True,True,12.0,True,14.0,True,85.0,True,86.0,False,,False,,False,,False,,False,
05/07/2018,2018,08:30:00,LONG,8236.933534,8247.696205,8235.479119,8243.914726,12.217086000000563,8243.914726,8235.479119,8.435607000001255,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
06/07/2018,2018,08:30:00,SHORT,8303.545738,8304.70927,8295.401014,8300.055142,9.308256000000256,8300.055142,8304.70927,4.654128000000128,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
09/07/2018,2018,08:30:00,LONG,8457.422838,8462.658732,8454.223125,8461.4952,8.435606999999436,8461.4952,8454.223125,7.272074999998949,True,True,5.0,True,18.0,False,,False,,False,,False,,False,,False,,False,
11/07/2018,2018,08:30:00,LONG,8428.334539,8431.825135,8421.353348,8429.498071,10.471786999998585,8429.498071,8421.353348,8.14472299999943,False,True,1.0,True,1.0,True,1.0,True,2.0,True,5.0,True,5.0,True,6.0,True,31.0,True,32.0
16/07/2018,2018,08:30:00,SHORT,8603.73698,8607.809342,8599.664618,8601.409916,8.14472399999977,8601.409916,8607.809342,6.3994259999999485,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
17/07/2018,2018,08:30:00,LONG,8490.001732,8505.127648,8488.547317,8502.218818,16.580330999999205,8502.218818,8488.547317,13.671500999998898,False,True,5.0,True,11.0,True,12.0,True,20.0,True,30.0,True,44.0,True,60.0,True,72.0,True,84.0
19/07/2018,2018,08:30:00,LONG,8585.993118,8593.556076,8581.048107,8592.97431,12.50796900000023,8592.97431,8581.048107,11.926202999999077,True,True,5.0,True,5.0,False,,False,,False,,False,,False,,False,,False,
23/07/2018,2018,08:30:00,LONG,8540.324489,8553.995989,8540.324489,8553.414224,13.67149999999856,8553.414224,8540.324489,13.089734999999564,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
25/07/2018,2018,08:30:00,LONG,8632.825279,8638.642939,8629.0438,8637.479407,9.599138999999923,8637.479407,8629.0438,8.435607000001255,True,True,3.0,True,4.0,True,10.0,True,20.0,True,120.0,True,129.0,True,130.0,True,135.0,True,166.0
26/07/2018,2018,08:30:00,LONG,8631.370864,8644.751481,8625.553204,8643.297066,19.198276999999507,8643.297066,8625.553204,17.743861999999353,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
27/07/2018,2018,08:30:00,SHORT,8673.548897,8676.457727,8665.11329,8671.803599,11.344437000001562,8671.803599,8676.457727,4.654128000000128,False,True,1.0,True,2.0,True,2.0,True,4.0,True,4.0,True,5.0,True,5.0,True,5.0,True,6.0
31/07/2018,2018,08:30:00,LONG,8408.554496,8425.716592,8404.191251,8423.680411,21.52534100000048,8423.680411,8404.191251,19.489159999999174,True,True,4.0,True,5.0,False,,False,,False,,False,,False,,False,,False,
01/08/2018,2018,08:30:00,LONG,8460.622551,8474.003168,8459.168136,8469.058157,14.835031999999046,8469.058157,8459.168136,9.890020999999251,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
02/08/2018,2018,08:30:00,LONG,8410.008911,8417.862752,8406.227432,8410.88156,11.63531999999941,8410.88156,8406.227432,4.654128000000128,False,True,1.0,True,1.0,True,4.0,True,4.0,True,4.0,True,4.0,True,5.0,True,6.0,True,6.0
03/08/2018,2018,08:30:00,SHORT,8599.082852,8607.518459,8593.846959,8594.137842,13.671500000000378,8594.137842,8607.518459,13.380617000000711,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
07/08/2018,2018,08:30:00,LONG,8686.929514,8691.874525,8683.729802,8688.383929,8.14472299999943,8688.383929,8683.729802,4.654126999999789,True,True,1.0,True,2.0,True,2.0,True,4.0,True,4.0,True,5.0,True,5.0,True,5.0,False,
13/08/2018,2018,08:30:00,LONG,8645.915013,8653.477971,8641.842651,8652.314439,11.63531999999941,8652.314439,8641.842651,10.471787999998924,True,True,5.0,True,22.0,True,24.0,True,26.0,True,40.0,True,40.0,True,45.0,True,55.0,False,
14/08/2018,2018,08:30:00,SHORT,8653.187088,8656.386801,8645.915013,8652.896205,10.471788000000743,8652.896205,8656.386801,3.49059600000146,True,True,1.0,False,,False,,False,,False,,False,,False,,False,,False,
15/08/2018,2018,08:30:00,SHORT,8607.809342,8610.136406,8601.700799,8604.027863,8.435606999999436,8604.027863,8610.136406,6.108543000000282,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
17/08/2018,2018,08:30:00,SHORT,8571.158086,8572.903384,8563.595128,8563.886011,9.308255999998437,8563.886011,8572.903384,9.01737299999877,True,True,3.0,False,,False,,False,,False,,False,,False,,False,,False,
23/08/2018,2018,08:30:00,LONG,8636.606758,8646.205896,8636.024992,8640.970003,10.180903999998918,8640.970003,8636.024992,4.945010999999795,True,True,2.0,True,3.0,True,4.0,True,4.0,True,4.0,True,5.0,True,5.0,True,9.0,True,10.0
24/08/2018,2018,08:30:00,LONG,8665.695056,8672.385365,8663.658875,8671.512716,8.726490000000922,8671.512716,8663.658875,7.853841000000102,False,True,1.0,True,12.0,True,31.0,True,31.0,True,31.0,True,64.0,True,64.0,True,66.0,True,75.0
27/08/2018,2018,08:30:00,LONG,8762.849974,8771.285581,8761.977325,8770.703815,9.308256000000256,8770.703815,8761.977325,8.726490000000922,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
29/08/2018,2018,08:30:00,LONG,8833.243657,8838.770433,8830.62571,8835.861604,8.14472299999943,8835.861604,8830.62571,5.235893999999462,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
30/08/2018,2018,08:30:00,LONG,8902.473808,8908.291467,8899.855861,8903.346457,8.435605999999098,8903.346457,8899.855861,3.490595999999641,True,True,1.0,True,1.0,True,1.0,True,2.0,True,2.0,False,,False,,False,,False,
31/08/2018,2018,08:30:00,LONG,8891.420254,8899.564978,8890.256722,8899.274095,9.308256000000256,8899.274095,8890.256722,9.017373000000589,True,True,2.0,True,7.0,True,8.0,True,16.0,True,23.0,True,37.0,True,44.0,False,,False,
05/09/2018,2018,08:30:00,SHORT,8860.586657,8861.459306,8850.987519,8856.514296,10.471787000000404,8856.514296,8861.459306,4.945010000001275,False,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,True,5.0,True,10.0,True,11.0,True,22.0
06/09/2018,2018,08:30:00,LONG,8761.104676,8771.867347,8760.52291,8770.412932,11.344436999999743,8770.412932,8760.52291,9.89002199999959,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
07/09/2018,2018,08:30:00,LONG,8617.699364,8629.625566,8616.535832,8627.880268,13.089734000001044,8627.880268,8616.535832,11.344436000001224,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
10/09/2018,2018,08:30:00,LONG,8692.747174,8699.437483,8689.256578,8696.528653,10.180904999999257,8696.528653,8689.256578,7.272074999998949,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
11/09/2018,2018,08:30:00,LONG,8636.897641,8644.751481,8633.988811,8642.7153,10.762670000000071,8642.7153,8633.988811,8.726489000000583,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
12/09/2018,2018,08:30:00,SHORT,8727.944016,8728.816664,8713.981632,8717.472228,14.835031999999046,8717.472228,8728.816664,11.344435999999405,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
13/09/2018,2018,08:30:00,LONG,8766.076961,8773.902781,8765.787116,8768.105877,8.115665000001172,8768.105877,8765.787116,2.3187610000004497,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
14/09/2018,2018,08:30:00,SHORT,8813.611567,8819.698316,8806.075593,8806.655283,13.622723000000406,8806.655283,8819.698316,13.043032999999923,True,True,3.0,False,,False,,False,,False,,False,,False,,False,,False,
17/09/2018,2018,08:30:00,SHORT,8764.627736,8765.497271,8756.222226,8756.512071,9.275045000000318,8756.512071,8765.497271,8.985200000000987,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
18/09/2018,2018,08:30:00,LONG,8662.312395,8667.529608,8657.385027,8666.370227,10.144581000000471,8666.370227,8657.385027,8.985199999999168,False,True,1.0,True,2.0,True,2.0,True,2.0,True,3.0,True,4.0,True,4.0,True,4.0,True,5.0
20/09/2018,2018,08:30:00,LONG,8778.250458,8790.134109,8771.873864,8789.844264,18.260245000001305,8789.844264,8771.873864,17.970400000000154,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
21/09/2018,2018,08:30:00,SHORT,8840.277322,8841.436702,8827.524135,8839.117941,13.912567000001218,8839.117941,8841.436702,2.3187610000004497,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
