Date,Year,Time,Direction,Open,High,Low,Close,Range,Entry,SL,Risk,SL_Hit,TP_1R_Hit,TP_1R_Candles,TP_1.5R_Hit,TP_1.5R_Candles,TP_2R_Hit,TP_2R_Candles,TP_2.5R_Hit,TP_2.5R_Candles,TP_3R_Hit,TP_3R_Candles,TP_3.5R_Hit,TP_3.5R_Candles,TP_4R_Hit,TP_4R_Candles,TP_4.5R_Hit,TP_4.5R_Candles,TP_5R_Hit,TP_5R_Candles
02/01/2018,2018,08:30:00,LONG,7545.329478,7550.601426,7541.814846,7546.793908,8.786579999999958,7546.793908,7541.814846,4.9790619999994306,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
04/01/2018,2018,08:30:00,SHORT,7741.270221,7743.027537,7733.948071,7739.512905,9.079466000000139,7739.512905,7743.027537,3.514632000000347,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
05/01/2018,2018,08:30:00,SHORT,7762.6509,7764.408216,7755.914522,7758.550496,8.493693999999778,7758.550496,7764.408216,5.857719999999972,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
10/01/2018,2018,08:30:00,SHORT,7798.968766,7801.311854,7787.839097,7790.182185,13.472756999999547,7790.182185,7801.311854,11.129668999999922,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
12/01/2018,2018,08:30:00,SHORT,7860.474829,7865.161005,7853.152678,7856.374424,12.008326999999554,7856.374424,7865.161005,8.786581000000297,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
16/01/2018,2018,08:30:00,LONG,7977.629234,7986.415814,7977.336348,7982.022524,9.079466000000139,7982.022524,7977.336348,4.6861760000001595,True,True,1.0,True,1.0,True,1.0,True,1.0,True,4.0,True,5.0,True,7.0,True,8.0,True,10.0
18/01/2018,2018,08:30:00,SHORT,7981.436752,7985.830042,7977.043462,7979.38655,8.786579999999958,7979.38655,7985.830042,6.443491999999424,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
19/01/2018,2018,08:30:00,LONG,8018.633276,8023.319452,8014.239986,8023.026566,9.079466000000139,8023.026566,8014.239986,8.786579999999958,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
24/01/2018,2018,08:30:00,SHORT,8186.164075,8189.092936,8179.720583,8182.063671,9.372352999999748,8182.063671,8189.092936,7.029265000000123,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
26/01/2018,2018,08:30:00,SHORT,8156.875474,8160.975878,8151.017754,8151.896412,9.95812399999977,8151.896412,8160.975878,9.079466000000139,True,True,3.0,False,,False,,False,,False,,False,,False,,False,,False,
29/01/2018,2018,08:30:00,SHORT,8217.502879,8218.674423,8208.423412,8212.523817,10.25101100000029,8212.523817,8218.674423,6.150606000001062,True,True,2.0,True,3.0,True,4.0,True,4.0,True,5.0,False,,False,,False,,False,
30/01/2018,2018,08:30:00,SHORT,8123.486469,8123.486469,8098.884043,8105.03465,24.602426000000378,8105.03465,8123.486469,18.451819000000796,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
31/01/2018,2018,08:30:00,LONG,8174.448635,8184.699645,8172.105547,8181.185013,12.594097999999576,8181.185013,8172.105547,9.079466000000139,True,True,14.0,False,,False,,False,,False,,False,,False,,False,,False,
01/02/2018,2018,08:30:00,LONG,8099.762701,8107.670624,8096.540955,8103.863106,11.129668999999922,8103.863106,8096.540955,7.322150999999394,True,True,1.0,True,1.0,True,1.0,True,2.0,True,4.0,True,5.0,True,6.0,True,8.0,True,26.0
02/02/2018,2018,08:30:00,LONG,8061.68752,8064.030608,8049.679193,8063.444836,14.351415000000088,8063.444836,8049.679193,13.765642999999727,True,True,6.0,False,,False,,False,,False,,False,,False,,False,,False,
05/02/2018,2018,08:30:00,SHORT,7858.13174,7858.13174,7828.843139,7832.943543,29.2886010000002,7832.943543,7858.13174,25.18819699999949,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
06/02/2018,2018,08:30:00,SHORT,7508.718726,7509.597384,7467.128912,7471.522203,42.468471999999565,7471.522203,7509.597384,38.07518099999925,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
07/02/2018,2018,08:30:00,LONG,7785.496009,7797.21145,7764.11533,7789.889299,33.096120000000155,7789.889299,7764.11533,25.77396900000076,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
08/02/2018,2018,08:30:00,LONG,7730.140553,7735.119615,7719.30377,7733.362299,15.815844999999172,7733.362299,7719.30377,14.058528999999908,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
09/02/2018,2018,08:30:00,SHORT,7487.630933,7495.24597,7480.601669,7480.894555,14.644301000000269,7480.894555,7495.24597,14.351415000000088,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
12/02/2018,2018,08:30:00,LONG,7585.747748,7600.392049,7583.697546,7598.634732,16.694502999999713,7598.634732,7583.697546,14.93718600000011,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
13/02/2018,2018,08:30:00,SHORT,7599.513391,7602.442251,7591.019696,7591.605468,11.422555000000102,7591.605468,7602.442251,10.83678300000065,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
14/02/2018,2018,08:30:00,LONG,7639.345888,7662.190997,7634.07394,7645.789381,28.117056999999477,7645.789381,7634.07394,11.715440999999373,False,True,1.0,True,3.0,True,3.0,True,12.0,True,12.0,True,18.0,True,23.0,True,23.0,True,39.0
15/02/2018,2018,08:30:00,SHORT,7894.15672,7897.671352,7883.612824,7883.90571,14.058528000000479,7883.90571,7897.671352,13.765642000000298,True,True,2.0,True,5.0,True,5.0,False,,False,,False,,False,,False,,False,
16/02/2018,2018,08:30:00,LONG,7947.461974,7961.520503,7946.29043,7958.591643,15.23007299999972,7958.591643,7946.29043,12.301212999999734,True,True,5.0,True,6.0,True,9.0,True,19.0,True,24.0,True,65.0,True,143.0,True,181.0,True,184.0
20/02/2018,2018,08:30:00,LONG,7905.286389,7910.851223,7902.064642,7907.922363,8.786580999999387,7907.922363,7902.064642,5.857720999999401,False,True,1.0,True,1.0,True,1.0,True,3.0,True,3.0,True,4.0,True,5.0,True,5.0,True,6.0
21/02/2018,2018,08:30:00,SHORT,7986.415814,7987.880244,7978.800778,7981.729638,9.079466000000139,7981.729638,7987.880244,6.150606000000153,True,False,,False,,False,,False,,False,,False,,False,,False,,False,
