entry_datetime,direction,entry_price,exit_price,pnl,outcome,entry_idx,exit_idx,scenario
2018-01-03 01:40:00,SHORT,7643.153407,7663.153407,-20,LOSS,59,96,1. IFVG Base (Trigger Only)
2018-01-03 01:45:00,SHORT,7645.203609,7665.203609,-20,LOSS,60,96,1. IFVG Base (Trigger Only)
2018-01-03 01:45:00,SHORT,7642.567635,7662.567635,-20,LOSS,61,96,1. IFVG Base (Trigger Only)
2018-01-03 01:50:00,SHORT,7643.739179,7663.739179,-20,LOSS,62,96,1. IFVG Base (Trigger Only)
2018-01-03 01:55:00,SHORT,7645.203609,7665.203609,-20,LOSS,63,96,1. IFVG Base (Trigger Only)
2018-01-03 02:00:00,SHORT,7644.324951,7664.324951,-20,LOSS,64,96,1. IFVG Base (Trigger Only)
2018-01-03 02:00:00,SHORT,7642.567635,7662.567635,-20,LOSS,65,96,1. IFVG Base (Trigger Only)
2018-01-03 02:05:00,SHORT,7646.082267,7666.082267,-20,LOSS,66,96,1. IFVG Base (Trigger Only)
2018-01-03 02:10:00,SHORT,7644.324951,7664.324951,-20,LOSS,67,96,1. IFVG Base (Trigger Only)
2018-01-03 02:15:00,SHORT,7646.375153,7666.375153,-20,LOSS,68,96,1. IFVG Base (Trigger Only)
2018-01-03 02:15:00,SHORT,7645.496495,7665.496495,-20,LOSS,69,96,1. IFVG Base (Trigger Only)
2018-01-03 02:20:00,SHORT,7646.375153,7666.375153,-20,LOSS,70,96,1. IFVG Base (Trigger Only)
2018-01-03 02:25:00,SHORT,7646.375153,7666.375153,-20,LOSS,71,96,1. IFVG Base (Trigger Only)
2018-01-03 02:30:00,SHORT,7646.375153,7666.375153,-20,LOSS,72,96,1. IFVG Base (Trigger Only)
2018-01-03 02:30:00,SHORT,7646.668039,7666.668039,-20,LOSS,73,96,1. IFVG Base (Trigger Only)
2018-01-03 02:35:00,SHORT,7645.496495,7665.496495,-20,LOSS,74,96,1. IFVG Base (Trigger Only)
2018-01-03 02:40:00,SHORT,7646.668039,7666.668039,-20,LOSS,75,96,1. IFVG Base (Trigger Only)
2018-01-03 02:45:00,SHORT,7647.839583,7667.839583,-20,LOSS,76,96,1. IFVG Base (Trigger Only)
2018-01-03 02:45:00,SHORT,7646.375153,7666.375153,-20,LOSS,77,96,1. IFVG Base (Trigger Only)
2018-01-03 02:50:00,SHORT,7646.375153,7666.375153,-20,LOSS,78,96,1. IFVG Base (Trigger Only)
2018-01-03 02:55:00,SHORT,7647.839583,7667.839583,-20,LOSS,79,96,1. IFVG Base (Trigger Only)
2018-01-03 03:00:00,SHORT,7647.253811,7667.253811,-20,LOSS,80,96,1. IFVG Base (Trigger Only)
2018-01-03 03:00:00,SHORT,7649.011127,7669.011127,-20,LOSS,81,96,1. IFVG Base (Trigger Only)
2018-01-03 03:05:00,SHORT,7649.596899,7669.596899,-20,LOSS,82,96,1. IFVG Base (Trigger Only)
2018-01-03 03:10:00,SHORT,7649.011127,7669.011127,-20,LOSS,83,96,1. IFVG Base (Trigger Only)
2018-01-03 03:15:00,SHORT,7648.425355,7668.425355,-20,LOSS,84,96,1. IFVG Base (Trigger Only)
2018-01-03 03:15:00,SHORT,7647.839583,7667.839583,-20,LOSS,85,96,1. IFVG Base (Trigger Only)
2018-01-03 03:20:00,SHORT,7647.253811,7667.253811,-20,LOSS,86,96,1. IFVG Base (Trigger Only)
2018-01-03 03:25:00,SHORT,7647.839583,7667.839583,-20,LOSS,87,96,1. IFVG Base (Trigger Only)
2018-01-03 03:30:00,SHORT,7650.768443,7670.768443,-20,LOSS,88,96,1. IFVG Base (Trigger Only)
2018-01-03 03:30:00,SHORT,7646.960925,7666.960925,-20,LOSS,89,96,1. IFVG Base (Trigger Only)
2018-01-03 03:35:00,SHORT,7648.425355,7668.425355,-20,LOSS,90,96,1. IFVG Base (Trigger Only)
2018-01-03 03:40:00,SHORT,7650.768443,7670.768443,-20,LOSS,91,96,1. IFVG Base (Trigger Only)
2018-01-03 03:45:00,SHORT,7649.596899,7669.596899,-20,LOSS,92,96,1. IFVG Base (Trigger Only)
2018-01-03 03:45:00,SHORT,7649.011127,7669.011127,-20,LOSS,93,96,1. IFVG Base (Trigger Only)
2018-01-03 03:50:00,SHORT,7650.475557,7670.475557,-20,LOSS,94,96,1. IFVG Base (Trigger Only)
2018-01-03 03:55:00,SHORT,7649.011127,7669.011127,-20,LOSS,95,96,1. IFVG Base (Trigger Only)
2018-01-04 01:00:00,SHORT,7729.847667,7749.847667,-20,LOSS,96,160,1. IFVG Base (Trigger Only)
2018-01-04 01:00:00,SHORT,7729.847667,7749.847667,-20,LOSS,97,160,1. IFVG Base (Trigger Only)
2018-01-04 01:05:00,SHORT,7729.847667,7749.847667,-20,LOSS,98,160,1. IFVG Base (Trigger Only)
2018-01-04 01:10:00,SHORT,7729.847667,7749.847667,-20,LOSS,99,160,1. IFVG Base (Trigger Only)
2018-01-04 01:15:00,SHORT,7729.847667,7749.847667,-20,LOSS,100,160,1. IFVG Base (Trigger Only)
2018-01-04 01:15:00,SHORT,7727.797464,7747.797464,-20,LOSS,101,152,1. IFVG Base (Trigger Only)
2018-01-04 01:20:00,SHORT,7728.676122,7748.676122,-20,LOSS,102,160,1. IFVG Base (Trigger Only)
2018-01-04 01:25:00,SHORT,7727.797464,7747.797464,-20,LOSS,103,152,1. IFVG Base (Trigger Only)
2018-01-04 01:30:00,SHORT,7728.969008,7748.969008,-20,LOSS,104,160,1. IFVG Base (Trigger Only)
2018-01-04 01:30:00,SHORT,7728.969008,7748.969008,-20,LOSS,105,160,1. IFVG Base (Trigger Only)
2018-01-04 01:35:00,SHORT,7729.261894,7749.261894,-20,LOSS,106,160,1. IFVG Base (Trigger Only)
2018-01-04 01:40:00,SHORT,7728.969008,7748.969008,-20,LOSS,107,160,1. IFVG Base (Trigger Only)
2018-01-04 01:45:00,SHORT,7728.09035,7748.09035,-20,LOSS,108,156,1. IFVG Base (Trigger Only)
2018-01-04 01:45:00,SHORT,7728.09035,7748.09035,-20,LOSS,109,156,1. IFVG Base (Trigger Only)
2018-01-04 01:50:00,SHORT,7727.504578,7747.504578,-20,LOSS,110,152,1. IFVG Base (Trigger Only)
2018-01-04 01:55:00,SHORT,7728.09035,7748.09035,-20,LOSS,111,156,1. IFVG Base (Trigger Only)
2018-01-04 02:00:00,SHORT,7729.261894,7749.261894,-20,LOSS,112,160,1. IFVG Base (Trigger Only)
2018-01-04 02:45:00,SHORT,7728.969008,7748.969008,-20,LOSS,125,160,1. IFVG Base (Trigger Only)
2018-01-04 02:50:00,SHORT,7727.797464,7747.797464,-20,LOSS,126,152,1. IFVG Base (Trigger Only)
2018-01-04 02:55:00,SHORT,7728.969008,7748.969008,-20,LOSS,127,160,1. IFVG Base (Trigger Only)
2018-01-04 03:00:00,SHORT,7729.261894,7749.261894,-20,LOSS,128,160,1. IFVG Base (Trigger Only)
2018-01-04 03:00:00,SHORT,7730.140553,7750.140553,-20,LOSS,129,160,1. IFVG Base (Trigger Only)
2018-01-04 03:05:00,SHORT,7731.019211,7751.019211,-20,LOSS,130,161,1. IFVG Base (Trigger Only)
2018-01-04 03:10:00,SHORT,7729.261894,7749.261894,-20,LOSS,131,160,1. IFVG Base (Trigger Only)
2018-01-04 03:15:00,SHORT,7729.261894,7749.261894,-20,LOSS,132,160,1. IFVG Base (Trigger Only)
2018-01-04 03:15:00,SHORT,7729.261894,7749.261894,-20,LOSS,133,160,1. IFVG Base (Trigger Only)
2018-01-04 03:20:00,SHORT,7728.969008,7748.969008,-20,LOSS,134,160,1. IFVG Base (Trigger Only)
2018-01-04 03:25:00,SHORT,7729.261894,7749.261894,-20,LOSS,135,160,1. IFVG Base (Trigger Only)
2018-01-04 03:30:00,SHORT,7730.433439,7750.433439,-20,LOSS,136,161,1. IFVG Base (Trigger Only)
2018-01-05 02:30:00,LONG,7751.814118,7791.814118,40,WIN,169,192,1. IFVG Base (Trigger Only)
2018-01-05 02:35:00,LONG,7750.349687,7790.349687,40,WIN,170,192,1. IFVG Base (Trigger Only)
2018-01-05 02:40:00,LONG,7751.814118,7791.814118,40,WIN,171,192,1. IFVG Base (Trigger Only)
2018-01-05 02:45:00,LONG,7752.39989,7792.39989,40,WIN,172,192,1. IFVG Base (Trigger Only)
2018-01-05 02:45:00,LONG,7751.228345,7791.228345,40,WIN,173,192,1. IFVG Base (Trigger Only)
2018-01-05 02:50:00,LONG,7752.107004,7792.107004,40,WIN,174,192,1. IFVG Base (Trigger Only)
2018-01-05 02:55:00,LONG,7752.39989,7792.39989,40,WIN,175,192,1. IFVG Base (Trigger Only)
2018-01-05 03:00:00,LONG,7750.349687,7790.349687,40,WIN,176,192,1. IFVG Base (Trigger Only)
2018-01-05 03:00:00,LONG,7749.471029,7789.471029,40,WIN,177,192,1. IFVG Base (Trigger Only)
2018-01-05 03:05:00,LONG,7750.349687,7790.349687,40,WIN,178,192,1. IFVG Base (Trigger Only)
2018-01-05 03:10:00,LONG,7749.471029,7789.471029,40,WIN,179,192,1. IFVG Base (Trigger Only)
2018-01-05 03:15:00,LONG,7750.349687,7790.349687,40,WIN,180,192,1. IFVG Base (Trigger Only)
2018-01-05 03:45:00,LONG,7753.86432,7793.86432,40,WIN,189,192,1. IFVG Base (Trigger Only)
2018-01-05 03:50:00,LONG,7753.571434,7793.571434,40,WIN,190,192,1. IFVG Base (Trigger Only)
2018-01-05 03:55:00,LONG,7753.571434,7793.571434,40,WIN,191,192,1. IFVG Base (Trigger Only)
2018-01-08 01:00:00,LONG,7815.077496,7855.077496,40,WIN,192,384,1. IFVG Base (Trigger Only)
2018-01-08 01:00:00,LONG,7814.198838,7854.198838,40,WIN,193,384,1. IFVG Base (Trigger Only)
2018-01-08 01:05:00,LONG,7813.905952,7853.905952,40,WIN,194,384,1. IFVG Base (Trigger Only)
2018-01-08 01:10:00,LONG,7814.198838,7854.198838,40,WIN,195,384,1. IFVG Base (Trigger Only)
2018-01-08 01:15:00,LONG,7815.956154,7855.956154,40,WIN,196,384,1. IFVG Base (Trigger Only)
2018-01-08 01:15:00,LONG,7816.24904,7856.24904,40,WIN,197,384,1. IFVG Base (Trigger Only)
2018-01-08 01:20:00,LONG,7816.24904,7856.24904,40,WIN,198,384,1. IFVG Base (Trigger Only)
2018-01-08 01:25:00,LONG,7815.956154,7855.956154,40,WIN,199,384,1. IFVG Base (Trigger Only)
2018-01-08 01:30:00,LONG,7816.24904,7856.24904,40,WIN,200,384,1. IFVG Base (Trigger Only)
2018-01-08 01:30:00,SHORT,7816.541926,7836.541926,-20,LOSS,201,240,1. IFVG Base (Trigger Only)
2018-01-08 01:35:00,SHORT,7816.24904,7836.24904,-20,LOSS,202,240,1. IFVG Base (Trigger Only)
2018-01-08 01:40:00,SHORT,7816.541926,7836.541926,-20,LOSS,203,240,1. IFVG Base (Trigger Only)
2018-01-08 01:45:00,SHORT,7817.127699,7837.127699,-20,LOSS,204,240,1. IFVG Base (Trigger Only)
2018-01-08 01:45:00,SHORT,7819.177901,7839.177901,-20,LOSS,205,257,1. IFVG Base (Trigger Only)
2018-01-08 01:50:00,SHORT,7818.299243,7838.299243,-20,LOSS,206,257,1. IFVG Base (Trigger Only)
2018-01-08 01:55:00,SHORT,7819.177901,7839.177901,-20,LOSS,207,257,1. IFVG Base (Trigger Only)
2018-01-08 02:00:00,SHORT,7818.299243,7838.299243,-20,LOSS,208,257,1. IFVG Base (Trigger Only)
2018-01-08 02:00:00,SHORT,7814.198838,7834.198838,-20,LOSS,209,240,1. IFVG Base (Trigger Only)
2018-01-08 02:05:00,SHORT,7816.541926,7836.541926,-20,LOSS,210,240,1. IFVG Base (Trigger Only)
2018-01-08 02:10:00,SHORT,7814.198838,7834.198838,-20,LOSS,211,240,1. IFVG Base (Trigger Only)
2018-01-08 02:15:00,SHORT,7810.098434,7830.098434,-20,LOSS,212,240,1. IFVG Base (Trigger Only)
2018-01-08 02:15:00,SHORT,7814.198838,7834.198838,-20,LOSS,213,240,1. IFVG Base (Trigger Only)
2018-01-08 02:20:00,SHORT,7810.977092,7830.977092,-20,LOSS,214,240,1. IFVG Base (Trigger Only)
2018-01-08 02:25:00,SHORT,7810.098434,7830.098434,-20,LOSS,215,240,1. IFVG Base (Trigger Only)
2018-01-08 02:30:00,SHORT,7813.027294,7833.027294,-20,LOSS,216,240,1. IFVG Base (Trigger Only)
2018-01-08 03:30:00,SHORT,7810.098434,7830.098434,-20,LOSS,232,240,1. IFVG Base (Trigger Only)
2018-01-08 03:30:00,SHORT,7812.441522,7832.441522,-20,LOSS,233,240,1. IFVG Base (Trigger Only)
2018-01-08 03:35:00,SHORT,7810.098434,7830.098434,-20,LOSS,234,240,1. IFVG Base (Trigger Only)
2018-01-08 03:40:00,SHORT,7810.098434,7830.098434,-20,LOSS,235,240,1. IFVG Base (Trigger Only)
2018-01-08 03:45:00,SHORT,7812.148636,7832.148636,-20,LOSS,236,240,1. IFVG Base (Trigger Only)
2018-01-08 03:45:00,SHORT,7810.977092,7830.977092,-20,LOSS,237,240,1. IFVG Base (Trigger Only)
2018-01-08 03:50:00,SHORT,7813.32018,7833.32018,-20,LOSS,238,240,1. IFVG Base (Trigger Only)
2018-01-08 03:55:00,SHORT,7812.148636,7832.148636,-20,LOSS,239,240,1. IFVG Base (Trigger Only)
2018-01-09 01:00:00,SHORT,7835.872403,7855.872403,-20,LOSS,240,384,1. IFVG Base (Trigger Only)
2018-01-09 01:00:00,SHORT,7834.700859,7854.700859,-20,LOSS,241,384,1. IFVG Base (Trigger Only)
2018-01-09 01:05:00,SHORT,7837.043947,7857.043947,-20,LOSS,242,384,1. IFVG Base (Trigger Only)
2018-01-09 01:10:00,SHORT,7835.872403,7855.872403,-20,LOSS,243,384,1. IFVG Base (Trigger Only)
2018-01-10 02:15:00,SHORT,7817.127699,7837.127699,-20,LOSS,308,384,1. IFVG Base (Trigger Only)
2018-01-10 02:15:00,SHORT,7816.24904,7836.24904,-20,LOSS,309,384,1. IFVG Base (Trigger Only)
2018-01-10 02:20:00,SHORT,7816.834813,7836.834813,-20,LOSS,310,384,1. IFVG Base (Trigger Only)
2018-01-10 02:25:00,SHORT,7816.24904,7836.24904,-20,LOSS,311,384,1. IFVG Base (Trigger Only)
2018-01-10 02:30:00,SHORT,7820.349445,7840.349445,-20,LOSS,312,384,1. IFVG Base (Trigger Only)
2018-01-10 02:30:00,SHORT,7817.420585,7837.420585,-20,LOSS,313,384,1. IFVG Base (Trigger Only)
2018-01-10 02:35:00,SHORT,7820.349445,7840.349445,-20,LOSS,314,384,1. IFVG Base (Trigger Only)
2018-01-10 02:40:00,SHORT,7817.420585,7837.420585,-20,LOSS,315,384,1. IFVG Base (Trigger Only)
2018-01-10 02:45:00,SHORT,7817.127699,7837.127699,-20,LOSS,316,384,1. IFVG Base (Trigger Only)
2018-01-10 02:45:00,SHORT,7813.905952,7833.905952,-20,LOSS,317,384,1. IFVG Base (Trigger Only)
2018-01-10 02:50:00,SHORT,7815.663268,7835.663268,-20,LOSS,318,384,1. IFVG Base (Trigger Only)
2018-01-10 02:55:00,SHORT,7813.905952,7833.905952,-20,LOSS,319,384,1. IFVG Base (Trigger Only)
2018-01-10 03:30:00,SHORT,7818.299243,7838.299243,-20,LOSS,329,384,1. IFVG Base (Trigger Only)
2018-01-10 03:35:00,SHORT,7817.127699,7837.127699,-20,LOSS,330,384,1. IFVG Base (Trigger Only)
2018-01-10 03:40:00,SHORT,7814.78461,7834.78461,-20,LOSS,331,384,1. IFVG Base (Trigger Only)
2018-01-10 03:45:00,SHORT,7814.491724,7834.491724,-20,LOSS,332,384,1. IFVG Base (Trigger Only)
2018-01-10 03:45:00,SHORT,7815.663268,7835.663268,-20,LOSS,333,384,1. IFVG Base (Trigger Only)
2018-01-10 03:50:00,SHORT,7815.956154,7835.956154,-20,LOSS,334,384,1. IFVG Base (Trigger Only)
2018-01-10 03:55:00,SHORT,7814.491724,7834.491724,-20,LOSS,335,384,1. IFVG Base (Trigger Only)
2018-01-11 01:00:00,SHORT,7825.035621,7845.035621,-20,LOSS,336,384,1. IFVG Base (Trigger Only)
2018-01-11 01:00:00,SHORT,7827.378709,7847.378709,-20,LOSS,337,384,1. IFVG Base (Trigger Only)
2018-01-11 01:05:00,SHORT,7824.742735,7844.742735,-20,LOSS,338,384,1. IFVG Base (Trigger Only)
2018-01-11 01:10:00,SHORT,7825.035621,7845.035621,-20,LOSS,339,384,1. IFVG Base (Trigger Only)
2018-01-11 01:15:00,SHORT,7825.621393,7845.621393,-20,LOSS,340,384,1. IFVG Base (Trigger Only)
2018-01-11 01:15:00,SHORT,7826.207165,7846.207165,-20,LOSS,341,384,1. IFVG Base (Trigger Only)
2018-01-11 01:45:00,SHORT,7829.428911,7849.428911,-20,LOSS,349,384,1. IFVG Base (Trigger Only)
2018-01-11 01:50:00,SHORT,7830.014683,7850.014683,-20,LOSS,350,384,1. IFVG Base (Trigger Only)
2018-01-11 01:55:00,SHORT,7829.428911,7849.428911,-20,LOSS,351,384,1. IFVG Base (Trigger Only)
2018-01-11 02:00:00,SHORT,7830.600455,7850.600455,-20,LOSS,352,384,1. IFVG Base (Trigger Only)
2018-01-11 02:00:00,SHORT,7827.964481,7847.964481,-20,LOSS,353,384,1. IFVG Base (Trigger Only)
2018-01-11 02:05:00,SHORT,7830.600455,7850.600455,-20,LOSS,354,384,1. IFVG Base (Trigger Only)
2018-01-11 02:10:00,SHORT,7827.964481,7847.964481,-20,LOSS,355,384,1. IFVG Base (Trigger Only)
2018-01-11 02:15:00,SHORT,7829.136025,7849.136025,-20,LOSS,356,384,1. IFVG Base (Trigger Only)
2018-01-11 02:15:00,SHORT,7826.792937,7846.792937,-20,LOSS,357,384,1. IFVG Base (Trigger Only)
2018-01-11 02:20:00,SHORT,7829.136025,7849.136025,-20,LOSS,358,384,1. IFVG Base (Trigger Only)
2018-01-11 02:25:00,SHORT,7826.792937,7846.792937,-20,LOSS,359,384,1. IFVG Base (Trigger Only)
2018-01-11 02:30:00,SHORT,7830.014683,7850.014683,-20,LOSS,360,384,1. IFVG Base (Trigger Only)
2018-01-11 02:30:00,SHORT,7830.014683,7850.014683,-20,LOSS,361,384,1. IFVG Base (Trigger Only)
2018-01-11 02:35:00,SHORT,7828.257367,7848.257367,-20,LOSS,362,384,1. IFVG Base (Trigger Only)
2018-01-11 02:40:00,SHORT,7830.014683,7850.014683,-20,LOSS,363,384,1. IFVG Base (Trigger Only)
2018-01-11 02:45:00,SHORT,7828.550253,7848.550253,-20,LOSS,364,384,1. IFVG Base (Trigger Only)
2018-01-11 02:45:00,SHORT,7831.186227,7851.186227,-20,LOSS,365,384,1. IFVG Base (Trigger Only)
2018-01-11 02:50:00,SHORT,7830.014683,7850.014683,-20,LOSS,366,384,1. IFVG Base (Trigger Only)
2018-01-11 02:55:00,SHORT,7831.186227,7851.186227,-20,LOSS,367,384,1. IFVG Base (Trigger Only)
2018-01-12 01:15:00,LONG,7886.248798,7926.248798,40,WIN,389,432,1. IFVG Base (Trigger Only)
2018-01-12 01:20:00,LONG,7887.420342,7927.420342,40,WIN,390,432,1. IFVG Base (Trigger Only)
2018-01-12 01:25:00,LONG,7886.248798,7926.248798,40,WIN,391,432,1. IFVG Base (Trigger Only)
2018-01-12 01:30:00,LONG,7888.006114,7928.006114,40,WIN,392,432,1. IFVG Base (Trigger Only)
2018-01-12 01:30:00,LONG,7887.713228,7927.713228,40,WIN,393,432,1. IFVG Base (Trigger Only)
2018-01-12 01:35:00,LONG,7886.83457,7926.83457,40,WIN,394,432,1. IFVG Base (Trigger Only)
2018-01-12 01:40:00,LONG,7887.713228,7927.713228,40,WIN,395,432,1. IFVG Base (Trigger Only)
2018-01-12 01:45:00,LONG,7887.713228,7927.713228,40,WIN,396,432,1. IFVG Base (Trigger Only)
2018-01-12 01:45:00,LONG,7889.177658,7929.177658,40,WIN,397,432,1. IFVG Base (Trigger Only)
2018-01-12 01:50:00,LONG,7888.299,7928.299,40,WIN,398,432,1. IFVG Base (Trigger Only)
2018-01-12 01:55:00,LONG,7889.177658,7929.177658,40,WIN,399,432,1. IFVG Base (Trigger Only)
2018-01-12 02:00:00,LONG,7888.299,7928.299,40,WIN,400,432,1. IFVG Base (Trigger Only)
2018-01-12 03:00:00,LONG,7897.671352,7937.671352,40,WIN,417,432,1. IFVG Base (Trigger Only)
2018-01-12 03:05:00,LONG,7896.499808,7936.499808,40,WIN,418,432,1. IFVG Base (Trigger Only)
2018-01-12 03:10:00,LONG,7897.671352,7937.671352,40,WIN,419,432,1. IFVG Base (Trigger Only)
2018-01-12 03:15:00,LONG,7895.328264,7935.328264,40,WIN,420,432,1. IFVG Base (Trigger Only)
2018-01-12 03:15:00,LONG,7899.135782,7939.135782,40,WIN,421,432,1. IFVG Base (Trigger Only)
2018-01-12 03:20:00,LONG,7895.62115,7935.62115,40,WIN,422,432,1. IFVG Base (Trigger Only)
2018-01-12 03:25:00,LONG,7895.328264,7935.328264,40,WIN,423,432,1. IFVG Base (Trigger Only)
2018-01-12 03:30:00,LONG,7893.863834,7933.863834,40,WIN,424,432,1. IFVG Base (Trigger Only)
2018-01-12 03:30:00,LONG,7893.863834,7933.863834,40,WIN,425,432,1. IFVG Base (Trigger Only)
2018-01-12 03:35:00,LONG,7893.863834,7933.863834,40,WIN,426,432,1. IFVG Base (Trigger Only)
2018-01-12 03:40:00,LONG,7893.863834,7933.863834,40,WIN,427,432,1. IFVG Base (Trigger Only)
2018-01-12 03:45:00,LONG,7894.742492,7934.742492,40,WIN,428,432,1. IFVG Base (Trigger Only)
2018-01-12 03:45:00,LONG,7891.22786,7931.22786,40,WIN,429,432,1. IFVG Base (Trigger Only)
2018-01-15 02:30:00,LONG,7941.311368,7981.311368,40,WIN,457,576,1. IFVG Base (Trigger Only)
2018-01-15 02:35:00,LONG,7943.068684,7923.068684,-20,LOSS,458,528,1. IFVG Base (Trigger Only)
2018-01-15 02:40:00,LONG,7941.311368,7981.311368,40,WIN,459,576,1. IFVG Base (Trigger Only)
2018-01-15 02:45:00,LONG,7942.482912,7982.482912,40,WIN,460,576,1. IFVG Base (Trigger Only)
2018-01-15 02:45:00,LONG,7942.775798,7982.775798,40,WIN,461,576,1. IFVG Base (Trigger Only)
2018-01-15 02:50:00,LONG,7943.068684,7923.068684,-20,LOSS,462,528,1. IFVG Base (Trigger Only)
2018-01-15 02:55:00,LONG,7942.482912,7982.482912,40,WIN,463,576,1. IFVG Base (Trigger Only)
2018-01-15 03:00:00,LONG,7944.533114,7924.533114,-20,LOSS,464,528,1. IFVG Base (Trigger Only)
2018-01-15 03:00:00,LONG,7942.482912,7982.482912,40,WIN,465,576,1. IFVG Base (Trigger Only)
2018-01-15 03:05:00,LONG,7945.118886,7925.118886,-20,LOSS,466,528,1. IFVG Base (Trigger Only)
2018-01-15 03:10:00,LONG,7944.533114,7924.533114,-20,LOSS,467,528,1. IFVG Base (Trigger Only)
2018-01-15 03:15:00,LONG,7945.118886,7925.118886,-20,LOSS,468,528,1. IFVG Base (Trigger Only)
2018-01-16 01:45:00,LONG,7960.056073,7940.056073,-20,LOSS,493,528,1. IFVG Base (Trigger Only)
2018-01-16 01:50:00,LONG,7960.641845,7940.641845,-20,LOSS,494,528,1. IFVG Base (Trigger Only)
2018-01-16 01:55:00,LONG,7960.056073,7940.056073,-20,LOSS,495,528,1. IFVG Base (Trigger Only)
2018-01-16 02:00:00,LONG,7961.813389,7941.813389,-20,LOSS,496,528,1. IFVG Base (Trigger Only)
2018-01-16 02:00:00,LONG,7963.863591,7943.863591,-20,LOSS,497,528,1. IFVG Base (Trigger Only)
2018-01-16 02:05:00,LONG,7962.106275,7942.106275,-20,LOSS,498,528,1. IFVG Base (Trigger Only)
2018-01-16 02:10:00,LONG,7963.863591,7943.863591,-20,LOSS,499,528,1. IFVG Base (Trigger Only)
2018-01-16 02:15:00,LONG,7967.963995,7947.963995,-20,LOSS,500,528,1. IFVG Base (Trigger Only)
2018-01-16 02:15:00,LONG,7966.499565,7946.499565,-20,LOSS,501,528,1. IFVG Base (Trigger Only)
2018-01-16 02:20:00,LONG,7968.842653,7948.842653,-20,LOSS,502,528,1. IFVG Base (Trigger Only)
2018-01-16 02:25:00,LONG,7966.499565,7946.499565,-20,LOSS,503,528,1. IFVG Base (Trigger Only)
2018-01-16 02:30:00,LONG,7967.671109,7947.671109,-20,LOSS,504,528,1. IFVG Base (Trigger Only)
2018-01-16 02:30:00,LONG,7962.692047,7942.692047,-20,LOSS,505,528,1. IFVG Base (Trigger Only)
2018-01-16 02:35:00,LONG,7964.156477,7944.156477,-20,LOSS,506,528,1. IFVG Base (Trigger Only)
2018-01-16 02:40:00,LONG,7962.692047,7942.692047,-20,LOSS,507,528,1. IFVG Base (Trigger Only)
2018-01-16 03:15:00,LONG,7967.378223,7947.378223,-20,LOSS,517,528,1. IFVG Base (Trigger Only)
2018-01-16 03:20:00,LONG,7968.549767,7948.549767,-20,LOSS,518,528,1. IFVG Base (Trigger Only)
2018-01-16 03:25:00,LONG,7968.549767,7948.549767,-20,LOSS,519,528,1. IFVG Base (Trigger Only)
