Date,Entry_Time,Entry_Hour,Entry_Level,TP_Level,Sweep_Low,Impulse_High,Prev_Swing_High,Tokyo_High,Tokyo_Low,Entry_Price,SL_Price,TP_Price,Risk,Reward,RR_Ratio,Outcome,Exit_Price,PnL,Exit_Time,Bars_Held
2018-01-02,2018-01-02 02:05:00,2,80%,2.5R,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7515.4948623,1.4686178000001746,3.671544499999982,2.4999999999996905,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-02,2018-01-02 02:05:00,2,80%,3R,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7516.229171200001,1.4686178000001746,4.405853400000524,3.0,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-02,2018-01-02 02:05:00,2,80%,3.5R,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7516.963480100001,1.4686178000001746,5.140162300001066,3.5000000000003095,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-02,2018-01-02 02:05:00,2,80%,4R,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7517.697789000001,1.4686178000001746,5.8744712000006984,4.0,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-02,2018-01-02 02:05:00,2,80%,4.5R,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7518.4320979,1.4686178000001746,6.608780100000331,4.49999999999969,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-02,2018-01-02 02:05:00,2,80%,Swing_High,7511.3547,7513.697789,,7525.706115,7511.647587,7511.8233178,7510.3547,7525.706115,1.4686178000001746,13.882797199999914,9.452968090130913,Loss,7510.3547,-1.4686178000001746,2018-01-02 02:15:00,2
2018-01-08,2018-01-08 02:25:00,2,62%,1R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7812.07081552,1.7790767599999526,1.7790767599999526,1.0,Win,7812.07081552,1.7790767599999526,2018-01-08 02:30:00,1
2018-01-08,2018-01-08 02:25:00,2,62%,1.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7812.9603539,1.7790767599999526,2.668615139999929,1.5,Win,7812.9603539,2.668615139999929,2018-01-08 02:30:00,1
2018-01-08,2018-01-08 02:25:00,2,62%,2R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7813.84989228,1.7790767599999526,3.5581535199999053,2.0,Win,7813.84989228,3.5581535199999053,2018-01-08 02:35:00,2
2018-01-08,2018-01-08 02:25:00,2,62%,2.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7814.73943066,1.7790767599999526,4.447691899999882,2.5,Win,7814.73943066,4.447691899999882,2018-01-08 03:05:00,8
2018-01-08,2018-01-08 02:25:00,2,62%,3R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7815.62896904,1.7790767599999526,5.337230279999858,3.0,Win,7815.62896904,5.337230279999858,2018-01-08 04:40:00,27
2018-01-08,2018-01-08 02:25:00,2,62%,3.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7816.51850742,1.7790767599999526,6.226768659999834,3.5,Win,7816.51850742,6.226768659999834,2018-01-08 05:00:00,31
2018-01-08,2018-01-08 02:25:00,2,62%,4R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7817.4080458,1.7790767599999526,7.1163070399998105,4.0,Loss,7808.512662,-1.7790767599999526,2018-01-08 05:50:00,41
2018-01-08,2018-01-08 02:25:00,2,62%,4.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7818.29758418,1.7790767599999526,8.005845419999787,4.5,Loss,7808.512662,-1.7790767599999526,2018-01-08 05:50:00,41
2018-01-08,2018-01-08 02:25:00,2,62%,Swing_High,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7810.29173876,7808.512662,7820.056559,1.7790767599999526,9.764820239999608,5.488700914737298,Loss,7808.512662,-1.7790767599999526,2018-01-08 05:50:00,41
2018-01-08,2018-01-08 02:25:00,2,80%,1R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7811.3327428,1.4100404000000708,1.4100404000000708,1.0,Win,7811.3327428,1.4100404000000708,2018-01-08 02:30:00,1
2018-01-08,2018-01-08 02:25:00,2,80%,1.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7812.037763,1.4100404000000708,2.115060600000106,1.5,Win,7812.037763,2.115060600000106,2018-01-08 02:30:00,1
2018-01-08,2018-01-08 02:25:00,2,80%,2R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7812.7427832,1.4100404000000708,2.8200808000001416,2.0,Win,7812.7427832,2.8200808000001416,2018-01-08 02:30:00,1
2018-01-08,2018-01-08 02:25:00,2,80%,2.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7813.4478034,1.4100404000000708,3.525101000000177,2.5,Win,7813.4478034,3.525101000000177,2018-01-08 02:35:00,2
2018-01-08,2018-01-08 02:25:00,2,80%,3R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7814.1528236,1.4100404000000708,4.230121200000212,3.0,Win,7814.1528236,4.230121200000212,2018-01-08 02:35:00,2
2018-01-08,2018-01-08 02:25:00,2,80%,3.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7814.8578438,1.4100404000000708,4.935141400000248,3.5,Win,7814.8578438,4.935141400000248,2018-01-08 04:10:00,21
2018-01-08,2018-01-08 02:25:00,2,80%,4R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7815.562864,1.4100404000000708,5.640161600000283,4.0,Win,7815.562864,5.640161600000283,2018-01-08 04:40:00,27
2018-01-08,2018-01-08 02:25:00,2,80%,4.5R,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7816.2678842000005,1.4100404000000708,6.345181800000319,4.5,Win,7816.2678842000005,6.345181800000319,2018-01-08 05:00:00,31
2018-01-08,2018-01-08 02:25:00,2,80%,Swing_High,7809.512662,7811.562864,7820.056559,7820.642331,7809.805548,7809.9227024,7808.512662,7820.056559,1.4100404000000708,10.13385659999949,7.18692641714307,Loss,7808.512662,-1.4100404000000708,2018-01-08 05:50:00,41
2018-01-10,2018-01-10 01:50:00,1,62%,1R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7821.454883960001,2.2242634800004453,2.2242634800004453,1.0,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,1.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7822.567015700001,2.2242634800004453,3.336395220000668,1.5,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,2R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7823.6791474400015,2.2242634800004453,4.4485269600008905,2.0,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,2.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7824.791279180002,2.2242634800004453,5.560658700001113,2.5,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,3R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7825.903410920002,2.2242634800004453,6.672790440001336,3.0,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,3.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7827.015542660002,2.2242634800004453,7.7849221800015584,3.5,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,4R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7828.127674400002,2.2242634800004453,8.897053920001781,4.0,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,4.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7829.239806140003,2.2242634800004453,10.009185660002004,4.5,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,62%,Swing_High,7818.006357,7821.228103,,7832.357771,7819.763673,7819.230620480001,7817.006357,7832.357771,2.2242634800004453,13.127150519999304,5.901796544353943,Loss,7817.006357,-2.2242634800004453,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,1R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7820.2950554,1.6443491999998514,1.6443491999998514,1.0,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,1.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7821.11723,1.6443491999998514,2.466523799999777,1.5,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,2R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7821.9394046,1.6443491999998514,3.288698399999703,2.0,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,2.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7822.7615792,1.6443491999998514,4.1108729999996285,2.5,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,3R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7823.5837538,1.6443491999998514,4.933047599999554,3.0,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,3.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7824.4059283999995,1.6443491999998514,5.75522219999948,3.5,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,4R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7825.2281029999995,1.6443491999998514,6.577396799999406,4.0,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,4.5R,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7826.050277599999,1.6443491999998514,7.399571399999331,4.5,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-10,2018-01-10 01:50:00,1,80%,Swing_High,7818.006357,7821.228103,,7832.357771,7819.763673,7818.6507062,7817.006357,7832.357771,1.6443491999998514,13.707064799999898,8.33586004724613,Loss,7817.006357,-1.6443491999998514,2018-01-10 01:55:00,1
2018-01-15,2018-01-15 01:30:00,1,62%,1R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7947.96992552,1.7790767599999526,1.7790767599999526,1.0,Win,7947.96992552,1.7790767599999526,2018-01-15 01:35:00,1
2018-01-15,2018-01-15 01:30:00,1,62%,1.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7948.8594639,1.7790767599999526,2.668615139999929,1.5,Win,7948.8594639,2.668615139999929,2018-01-15 01:50:00,4
2018-01-15,2018-01-15 01:30:00,1,62%,2R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7949.74900228,1.7790767599999526,3.5581535199999053,2.0,Win,7949.74900228,3.5581535199999053,2018-01-15 01:55:00,5
2018-01-15,2018-01-15 01:30:00,1,62%,2.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7950.63854066,1.7790767599999526,4.447691899999882,2.5,Win,7950.63854066,4.447691899999882,2018-01-15 01:55:00,5
2018-01-15,2018-01-15 01:30:00,1,62%,3R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7951.52807904,1.7790767599999526,5.337230279999858,3.0,Win,7951.52807904,5.337230279999858,2018-01-15 02:00:00,6
2018-01-15,2018-01-15 01:30:00,1,62%,3.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7952.41761742,1.7790767599999526,6.226768659999834,3.5,Win,7952.41761742,6.226768659999834,2018-01-15 02:00:00,6
2018-01-15,2018-01-15 01:30:00,1,62%,4R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7953.3071558,1.7790767599999526,7.1163070399998105,4.0,Loss,7944.411772,-1.7790767599999526,2018-01-15 02:10:00,8
2018-01-15,2018-01-15 01:30:00,1,62%,4.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7954.19669418,1.7790767599999526,8.005845419999787,4.5,Loss,7944.411772,-1.7790767599999526,2018-01-15 02:10:00,8
2018-01-15,2018-01-15 01:30:00,1,62%,Swing_High,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7946.19084876,7944.411772,7953.905467,1.7790767599999526,7.714618239999254,4.336304319999919,Loss,7944.411772,-1.7790767599999526,2018-01-15 02:10:00,8
2018-01-15,2018-01-15 01:30:00,1,80%,1R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7947.2318528000005,1.4100404000000708,1.4100404000000708,1.0,Win,7947.2318528000005,1.4100404000000708,2018-01-15 01:35:00,1
2018-01-15,2018-01-15 01:30:00,1,80%,1.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7947.936873000001,1.4100404000000708,2.115060600000106,1.5,Win,7947.936873000001,2.115060600000106,2018-01-15 01:35:00,1
2018-01-15,2018-01-15 01:30:00,1,80%,2R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7948.641893200001,1.4100404000000708,2.8200808000001416,2.0,Win,7948.641893200001,2.8200808000001416,2018-01-15 01:50:00,4
2018-01-15,2018-01-15 01:30:00,1,80%,2.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7949.346913400001,1.4100404000000708,3.525101000000177,2.5,Win,7949.346913400001,3.525101000000177,2018-01-15 01:50:00,4
2018-01-15,2018-01-15 01:30:00,1,80%,3R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7950.051933600001,1.4100404000000708,4.230121200000212,3.0,Win,7950.051933600001,4.230121200000212,2018-01-15 01:55:00,5
2018-01-15,2018-01-15 01:30:00,1,80%,3.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7950.756953800001,1.4100404000000708,4.935141400000248,3.5,Win,7950.756953800001,4.935141400000248,2018-01-15 02:00:00,6
2018-01-15,2018-01-15 01:30:00,1,80%,4R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7951.461974000001,1.4100404000000708,5.640161600000283,4.0,Win,7951.461974000001,5.640161600000283,2018-01-15 02:00:00,6
2018-01-15,2018-01-15 01:30:00,1,80%,4.5R,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7952.166994200001,1.4100404000000708,6.345181800000319,4.5,Win,7952.166994200001,6.345181800000319,2018-01-15 02:00:00,6
2018-01-15,2018-01-15 01:30:00,1,80%,Swing_High,7945.411772,7947.461974,7953.905467,7961.227617,7945.704658,7945.8218124,7944.411772,7953.905467,1.4100404000000708,8.083654599999136,5.7329241062871175,Loss,7944.411772,-1.4100404000000708,2018-01-15 02:10:00,8
2018-01-18,2018-01-18 01:00:00,1,62%,1R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,7992.605754679999,3.4485273399996004,3.4485273399996004,1.0,Win,7992.605754679999,3.4485273399996004,2018-01-18 01:05:00,1
2018-01-18,2018-01-18 01:00:00,1,62%,1.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,7994.33001835,3.4485273399996004,5.172791009999855,1.500000000000132,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,2R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,7996.054282019999,3.4485273399996004,6.897054679999201,2.0,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,2.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,7997.778545689998,3.4485273399996004,8.621318349998546,2.499999999999868,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,3R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,7999.5028093599985,3.4485273399996004,10.345582019998801,3.0,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,3.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,8001.227073029999,3.4485273399996004,12.069845689999056,3.500000000000132,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,4R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,8002.951336699998,3.4485273399996004,13.794109359998401,4.0,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,4.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,8004.6756003699975,3.4485273399996004,15.518373029997747,4.4999999999998685,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,62%,Swing_High,7986.7087,7993.152193,,8009.260923,7989.930446,7989.15722734,7985.7087,8009.260923,3.4485273399996004,20.103695660000085,5.829646593436146,Loss,7985.7087,-3.4485273399996004,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,80%,1R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7990.286097200001,2.288698600000316,2.288698600000316,1.0,Win,7990.286097200001,2.288698600000316,2018-01-18 01:05:00,1
2018-01-18,2018-01-18 01:00:00,1,80%,1.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7991.4304465000005,2.288698600000316,3.4330479000000196,1.4999999999998013,Win,7991.4304465000005,3.4330479000000196,2018-01-18 01:05:00,1
2018-01-18,2018-01-18 01:00:00,1,80%,2R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7992.574795800001,2.288698600000316,4.577397200000632,2.0,Win,7992.574795800001,4.577397200000632,2018-01-18 01:05:00,1
2018-01-18,2018-01-18 01:00:00,1,80%,2.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7993.719145100002,2.288698600000316,5.721746500001245,2.5000000000001985,Win,7993.719145100002,5.721746500001245,2018-01-18 01:05:00,1
2018-01-18,2018-01-18 01:00:00,1,80%,3R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7994.863494400001,2.288698600000316,6.866095800000949,3.0,Loss,7985.7087,-2.288698600000316,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,80%,3.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7996.007843700001,2.288698600000316,8.010445100000652,3.4999999999998015,Loss,7985.7087,-2.288698600000316,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,80%,4R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7997.152193000002,2.288698600000316,9.154794400001265,4.0,Loss,7985.7087,-2.288698600000316,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,80%,4.5R,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,7998.296542300002,2.288698600000316,10.299143700001878,4.500000000000199,Loss,7985.7087,-2.288698600000316,2018-01-18 01:25:00,5
2018-01-18,2018-01-18 01:00:00,1,80%,Swing_High,7986.7087,7993.152193,,8009.260923,7989.930446,7987.9973986,7985.7087,8009.260923,2.288698600000316,21.26352439999937,9.290661688697861,Loss,7985.7087,-2.288698600000316,2018-01-18 01:25:00,5
2018-01-25,2018-01-25 01:55:00,1,62%,1R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8117.14088712,2.8920435600002747,2.8920435600002747,1.0,Win,8117.14088712,2.8920435600002747,2018-01-25 02:00:00,1
2018-01-25,2018-01-25 01:55:00,1,62%,1.5R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8118.586908900001,2.8920435600002747,4.338065340000867,1.5000000000001572,Win,8118.586908900001,4.338065340000867,2018-01-25 02:05:00,2
2018-01-25,2018-01-25 01:55:00,1,62%,2R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8120.03293068,2.8920435600002747,5.7840871200005495,2.0,Win,8120.03293068,5.7840871200005495,2018-01-25 02:05:00,2
2018-01-25,2018-01-25 01:55:00,1,62%,2.5R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8121.47895246,2.8920435600002747,7.230108900000232,2.499999999999843,Win,8121.47895246,7.230108900000232,2018-01-25 02:05:00,2
2018-01-25,2018-01-25 01:55:00,1,62%,3R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8122.924974240001,2.8920435600002747,8.676130680000824,3.0,Win,8122.924974240001,8.676130680000824,2018-01-25 02:20:00,5
2018-01-25,2018-01-25 01:55:00,1,62%,3.5R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8124.370996020001,2.8920435600002747,10.122152460001416,3.500000000000157,Win,8124.370996020001,10.122152460001416,2018-01-25 02:20:00,5
2018-01-25,2018-01-25 01:55:00,1,62%,4R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8125.817017800001,2.8920435600002747,11.568174240001099,4.0,Win,8125.817017800001,11.568174240001099,2018-01-25 02:20:00,5
2018-01-25,2018-01-25 01:55:00,1,62%,4.5R,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8127.263039580001,2.8920435600002747,13.014196020000782,4.499999999999843,Win,8127.263039580001,13.014196020000782,2018-01-25 02:25:00,6
2018-01-25,2018-01-25 01:55:00,1,62%,Swing_High,8112.3568,8117.335862,,8136.373453,8115.871432,8114.24884356,8111.3568,8136.373453,2.8920435600002747,22.124609440000313,7.650164660728074,Win,8136.373453,22.124609440000313,2018-01-25 02:55:00,12
2018-01-25,2018-01-25 01:55:00,1,80%,1R,8112.3568,8117.335862,,8136.373453,8115.871432,8113.3526124,8111.3568,8115.3484248,1.9958124000004318,1.9958124000004318,1.0,Win,8115.3484248,1.9958124000004318,2018-01-25 02:00:00,1
2018-01-25,2018-01-25 01:55:00,1,80%,1.5R,8112.3568,8117.335862,,8136.373453,8115.871432,8113.3526124,8111.3568,8116.346331000001,1.9958124000004318,2.9937186000006477,1.5,Win,8116.346331000001,2.9937186000006477,2018-01-25 02:00:00,1
2018-01-25,2018-01-25 01:55:00,1,80%,2R,8112.3568,8117.335862,,8136.373453,8115.871432,8113.3526124,8111.3568,8117.344237200001,1.9958124000004318,3.9916248000008636,2.0,Win,8117.344237200001,3.9916248000008636,2018-01-25 02:00:00,1
