setup_id,variant,date,asian_low,sweep_low,fvg_high,fvg_low,trigger_candle_low,entry_time,entry_price,stop_loss,take_profit,exit_time,exit_price,exit_type,pnl,pnl_percent,risk,reward,winner,frustrated
8,C - Le Momentum,2018-03-22,8019.174165,7933.956942,7975.398195,7971.604277,7965.475641,2018-03-22 03:15:00,7975.690034,7964.975641,7986.404427,2018-03-22 03:25:00,7986.404427,TP,10.7143930000002,0.13433813192746,10.7143930000002,10.7143930000002,True,False
9,A - Le Sanctuaire,2018-03-28,7589.877812,7570.616385,7603.594283,7595.714608,7599.508526,2018-03-28 04:35:00,7608.26372,7581.581817,7634.945623,2018-03-28 05:45:00,7634.945623,TP,26.681902999999693,0.3506963478390007,26.681902999999693,26.681902999999693,True,False
9,B - Le Structurel,2018-03-28,7589.877812,7570.616385,7603.594283,7595.714608,7599.508526,2018-03-28 04:35:00,7608.26372,7595.214608,7621.312832,2018-03-28 05:20:00,7621.312832,TP,13.049111999999695,0.17151235130950082,13.049111999999695,13.049111999999695,True,False
9,C - Le Momentum,2018-03-28,7589.877812,7570.616385,7603.594283,7595.714608,7599.508526,2018-03-28 04:35:00,7608.26372,7599.008526,7617.518914,2018-03-28 04:35:00,7599.008526,SL,-9.255194000000301,-0.12164659823332598,9.255194000000301,9.255194000000301,False,True
10,A - Le Sanctuaire,2018-04-04,7491.527798,7379.461313,7408.061614,7406.602414,7403.975856,2018-04-04 04:40:00,7413.02289,7408.228973,7417.816807,2018-04-04 04:40:00,7417.816807,TP,4.793916999999965,0.06466885467825616,4.793916999999965,4.793916999999965,True,False
10,B - Le Structurel,2018-04-04,7491.527798,7379.461313,7408.061614,7406.602414,7403.975856,2018-04-04 04:40:00,7413.02289,7406.102414,7419.943366,2018-04-04 05:05:00,7406.102414,SL,-6.920476000000235,-0.09335565399826028,6.920476000000235,6.920476000000235,False,False
10,C - Le Momentum,2018-04-04,7491.527798,7379.461313,7408.061614,7406.602414,7403.975856,2018-04-04 04:40:00,7413.02289,7403.475856,7422.569924,2018-04-04 05:10:00,7403.475856,SL,-9.547034000000167,-0.1287873265962648,9.547034000000167,9.547034000000167,False,False
11,A - Le Sanctuaire,2018-04-20,7892.51569,7860.705151,7889.889132,7887.554413,7888.138093,2018-04-20 04:55:00,7898.936166,7866.417467,7931.454865000001,2018-04-20 08:35:00,7866.417467,SL,-32.5186990000002,-0.41168453974818714,32.5186990000002,32.5186990000002,False,False
11,B - Le Structurel,2018-04-20,7892.51569,7860.705151,7889.889132,7887.554413,7888.138093,2018-04-20 04:55:00,7898.936166,7887.054413,7910.817919000001,2018-04-20 05:50:00,7910.817919000001,TP,11.881753000000572,0.15042219294218526,11.881753000000572,11.881753000000572,True,False
11,C - Le Momentum,2018-04-20,7892.51569,7860.705151,7889.889132,7887.554413,7888.138093,2018-04-20 04:55:00,7898.936166,7887.638093,7910.234239000001,2018-04-20 05:50:00,7910.234239000001,TP,11.29807300000084,0.14303284344329817,11.29807300000084,11.29807300000084,True,False
12,A - Le Sanctuaire,2018-04-23,7797.375914,7774.612409,7784.243122,7781.032884,7781.032884,2018-04-23 04:20:00,7784.534962,7774.196088,7794.873836,2018-04-23 05:30:00,7794.873836,TP,10.338874000000033,0.13281299461649246,10.338874000000033,10.338874000000033,True,False
12,B - Le Structurel,2018-04-23,7797.375914,7774.612409,7784.243122,7781.032884,7781.032884,2018-04-23 04:20:00,7784.534962,7780.532884,7788.537039999999,2018-04-23 04:35:00,7780.532884,SL,-4.002077999999528,-0.05141062400690043,4.002077999999528,4.002077999999528,False,True
12,C - Le Momentum,2018-04-23,7797.375914,7774.612409,7784.243122,7781.032884,7781.032884,2018-04-23 04:20:00,7784.534962,7780.532884,7788.537039999999,2018-04-23 04:35:00,7780.532884,SL,-4.002077999999528,-0.05141062400690043,4.002077999999528,4.002077999999528,False,True
13,A - Le Sanctuaire,2018-04-25,7585.208375,7559.234633,7579.955259,7578.20422,7575.577662,2018-04-25 04:55:00,7581.706298,7563.195909,7600.216687,2018-04-25 06:25:00,7563.195909,SL,-18.510389000000032,-0.24414542416240712,18.510389000000032,18.510389000000032,False,False
13,B - Le Structurel,2018-04-25,7585.208375,7559.234633,7579.955259,7578.20422,7575.577662,2018-04-25 04:55:00,7581.706298,7577.70422,7585.7083760000005,2018-04-25 04:55:00,7585.7083760000005,TP,4.002078000000438,0.052785980394098854,4.002078000000438,4.002078000000438,True,False
13,C - Le Momentum,2018-04-25,7585.208375,7559.234633,7579.955259,7578.20422,7575.577662,2018-04-25 04:55:00,7581.706298,7575.077662,7588.334934,2018-04-25 05:00:00,7588.334934,TP,6.62863600000037,0.08742934294024231,6.62863600000037,6.62863600000037,True,False
14,A - Le Sanctuaire,2018-04-26,7664.005123,7657.000967,7679.472632,7673.343996,7677.429754,2018-04-26 04:30:00,7685.893108,7658.335686,7713.45053,2018-04-26 07:25:00,7713.45053,TP,27.55742199999986,0.35854547562359695,27.55742199999986,27.55742199999986,True,False
14,B - Le Structurel,2018-04-26,7664.005123,7657.000967,7679.472632,7673.343996,7677.429754,2018-04-26 04:30:00,7685.893108,7672.843996,7698.942220000001,2018-04-26 05:50:00,7698.942220000001,TP,13.049112000000605,0.16978003488518728,13.049112000000605,13.049112000000605,True,False
14,C - Le Momentum,2018-04-26,7664.005123,7657.000967,7679.472632,7673.343996,7677.429754,2018-04-26 04:30:00,7685.893108,7676.929754,7694.856462000001,2018-04-26 04:40:00,7694.856462000001,TP,8.963354000000436,0.11662085165705424,8.963354000000436,8.963354000000436,True,False
15,A - Le Sanctuaire,2018-05-08,7957.304127,7938.626379,7949.716292,7948.840772,7944.463175,2018-05-08 04:35:00,7951.175491,7943.463175,7958.887807,2018-05-08 05:45:00,7943.463175,SL,-7.712316000000101,-0.09699592228507262,7.712316000000101,7.712316000000101,False,False
15,B - Le Structurel,2018-05-08,7957.304127,7938.626379,7949.716292,7948.840772,7944.463175,2018-05-08 04:35:00,7951.175491,7948.340772,7954.01021,2018-05-08 04:40:00,7948.340772,SL,-2.8347190000004048,-0.035651571308029185,2.8347190000004048,2.8347190000004048,False,True
15,C - Le Momentum,2018-05-08,7957.304127,7938.626379,7949.716292,7948.840772,7944.463175,2018-05-08 04:35:00,7951.175491,7943.963175,7958.387807,2018-05-08 05:40:00,7943.963175,SL,-7.212316000000101,-0.09070754391176222,7.212316000000101,7.212316000000101,False,False
16,A - Le Sanctuaire,2018-05-23,8016.839447,7972.771636,8004.874015,8001.080098,8004.582175,2018-05-23 02:50:00,8008.376093,7977.900272,8038.851914,2018-05-23 04:40:00,7977.900272,SL,-30.475820999999996,-0.3805493229350011,30.475820999999996,30.475820999999996,False,False
16,B - Le Structurel,2018-05-23,8016.839447,7972.771636,8004.874015,8001.080098,8004.582175,2018-05-23 02:50:00,8008.376093,8000.580098,8016.172087999999,2018-05-23 02:50:00,8000.580098,SL,-7.795994999999493,-0.09734801299871337,7.795994999999493,7.795994999999493,False,False
16,C - Le Momentum,2018-05-23,8016.839447,7972.771636,8004.874015,8001.080098,8004.582175,2018-05-23 02:50:00,8008.376093,8004.082175,8012.670011,2018-05-23 02:50:00,8004.082175,SL,-4.293918000000303,-0.053617836501878985,4.293918000000303,4.293918000000303,False,False
17,A - Le Sanctuaire,2018-05-29,8095.636194,8048.941826,8068.203253,8060.907258,8060.907258,2018-05-29 04:05:00,8068.203253,8058.739898,8077.6666079999995,2018-05-29 04:35:00,8077.6666079999995,TP,9.463354999999865,0.11729197571319372,9.463354999999865,9.463354999999865,True,False
17,B - Le Structurel,2018-05-29,8095.636194,8048.941826,8068.203253,8060.907258,8060.907258,2018-05-29 04:05:00,8068.203253,8060.407258,8075.999247999999,2018-05-29 04:35:00,8075.999247999999,TP,7.795994999999493,0.09662616019372974,7.795994999999493,7.795994999999493,True,False
17,C - Le Momentum,2018-05-29,8095.636194,8048.941826,8068.203253,8060.907258,8060.907258,2018-05-29 04:05:00,8068.203253,8060.407258,8075.999247999999,2018-05-29 04:35:00,8075.999247999999,TP,7.795994999999493,0.09662616019372974,7.795994999999493,7.795994999999493,True,False
18,A - Le Sanctuaire,2018-06-08,8317.799004,8262.82212,8279.111567,8278.820684,8271.257726,2018-06-08 03:40:00,8288.419823,8277.820684,8299.018962,2018-06-08 04:00:00,8277.820684,SL,-10.599138999999923,-0.12787888676425124,10.599138999999923,10.599138999999923,False,False
18,B - Le Structurel,2018-06-08,8317.799004,8262.82212,8279.111567,8278.820684,8271.257726,2018-06-08 03:40:00,8288.419823,8278.320684,8298.518962,2018-06-08 04:00:00,8278.320684,SL,-10.099138999999923,-0.12184637380427156,10.099138999999923,10.099138999999923,False,False
18,C - Le Momentum,2018-06-08,8317.799004,8262.82212,8279.111567,8278.820684,8271.257726,2018-06-08 03:40:00,8288.419823,8270.757726,8306.08192,2018-06-08 05:45:00,8270.757726,SL,-17.662097000000358,-0.21309365810584083,17.662097000000358,17.662097000000358,False,False
19,A - Le Sanctuaire,2018-06-13,8420.771582,8412.626858,8419.898933,8416.408337,8419.317167,2018-06-13 03:45:00,8420.189816,8416.280986,8424.098646,2018-06-13 04:50:00,8424.098646,TP,3.9088300000003073,0.046422112629489296,3.9088300000003073,3.9088300000003073,True,False
19,B - Le Structurel,2018-06-13,8420.771582,8412.626858,8419.898933,8416.408337,8419.317167,2018-06-13 03:45:00,8420.189816,8415.908337,8424.471295,2018-06-13 04:50:00,8424.471295,TP,4.281478999999308,0.050847772954757675,4.281478999999308,4.281478999999308,True,False
19,C - Le Momentum,2018-06-13,8420.771582,8412.626858,8419.898933,8416.408337,8419.317167,2018-06-13 03:45:00,8420.189816,8418.817167,8421.562465,2018-06-13 03:45:00,8421.562465,TP,1.3726490000008198,0.01630187715474679,1.3726490000008198,1.3726490000008198,True,False
20,A - Le Sanctuaire,2018-06-15,8495.819392,8477.493764,8488.256435,8485.638488,8479.820828,2018-06-15 03:25:00,8492.619679,8482.311424,8502.927934,2018-06-15 03:40:00,8482.311424,SL,-10.308254999999917,-0.12137897833208644,10.308254999999917,10.308254999999917,False,False
20,B - Le Structurel,2018-06-15,8495.819392,8477.493764,8488.256435,8485.638488,8479.820828,2018-06-15 03:25:00,8492.619679,8485.138488,8500.100869999998,2018-06-15 03:40:00,8485.138488,SL,-7.481190999998944,-0.08809049837116749,7.481190999998944,7.481190999998944,False,False
20,C - Le Momentum,2018-06-15,8495.819392,8477.493764,8488.256435,8485.638488,8479.820828,2018-06-15 03:25:00,8492.619679,8479.320828,8505.918529999999,2018-06-15 03:45:00,8479.320828,SL,-13.298850999999559,-0.15659303610267744,13.298850999999559,13.298850999999559,False,False
21,A - Le Sanctuaire,2018-06-19,8354.450261,8333.215803,8352.123197,8349.214367,8349.50525,2018-06-19 02:45:00,8355.032027,8341.233175,8368.830879,2018-06-19 03:50:00,8368.830879,TP,13.798851999999897,0.16515618318885827,13.798851999999897,13.798851999999897,True,False
21,B - Le Structurel,2018-06-19,8354.450261,8333.215803,8352.123197,8349.214367,8349.50525,2018-06-19 02:45:00,8355.032027,8348.714367,8361.349686999998,2018-06-19 02:50:00,8348.714367,SL,-6.317659999998796,-0.07561503031445886,6.317659999998796,6.317659999998796,False,True
21,C - Le Momentum,2018-06-19,8354.450261,8333.215803,8352.123197,8349.214367,8349.50525,2018-06-19 02:45:00,8355.032027,8349.00525,8361.058803999998,2018-06-19 02:50:00,8349.00525,SL,-6.026776999999129,-0.07213349967448461,6.026776999999129,6.026776999999129,False,True
22,A - Le Sanctuaire,2018-06-21,8512.981488,8483.311424,8492.328796,8490.874381,8490.292615,2018-06-21 04:40:00,8498.437339,8489.001732,8507.872946,2018-06-21 04:55:00,8489.001732,SL,-9.435606999999436,-0.11102755275606599,9.435606999999436,9.435606999999436,False,False
22,B - Le Structurel,2018-06-21,8512.981488,8483.311424,8492.328796,8490.874381,8490.292615,2018-06-21 04:40:00,8498.437339,8490.374381,8506.500297,2018-06-21 04:50:00,8490.374381,SL,-8.062958000000435,-0.09487577160802121,8.062958000000435,8.062958000000435,False,False
22,C - Le Momentum,2018-06-21,8512.981488,8483.311424,8492.328796,8490.874381,8490.292615,2018-06-21 04:40:00,8498.437339,8489.792615,8507.082063,2018-06-21 04:55:00,8489.792615,SL,-8.64472399999977,-0.10172133599583594,8.64472399999977,8.64472399999977,False,False
23,A - Le Sanctuaire,2018-06-25,8346.887303,8322.453132,8328.852558,8327.398143,8326.525494,2018-06-25 04:30:00,8331.761388,8324.943728,8338.579048000001,2018-06-25 05:10:00,8324.943728,SL,-6.817660000000615,-0.08182735537553795,6.817660000000615,6.817660000000615,False,False
23,B - Le Structurel,2018-06-25,8346.887303,8322.453132,8328.852558,8327.398143,8326.525494,2018-06-25 04:30:00,8331.761388,8326.898143,8336.624633000001,2018-06-25 05:10:00,8326.898143,SL,-4.863245000000461,-0.05836995052456561,4.863245000000461,4.863245000000461,False,False
23,C - Le Momentum,2018-06-25,8346.887303,8322.453132,8328.852558,8327.398143,8326.525494,2018-06-25 04:30:00,8331.761388,8326.025494,8337.497282000002,2018-06-25 05:10:00,8326.025494,SL,-5.735894000001281,-0.06884371422665232,5.735894000001281,5.735894000001281,False,False
24,A - Le Sanctuaire,2018-06-27,8217.444374,8160.140426,8198.53698,8186.90166,8193.301086,2018-06-27 04:35:00,8199.409629,8159.431309,8239.387949,2018-06-27 06:45:00,8239.387949,TP,39.97832000000017,0.487575591523117,39.97832000000017,39.97832000000017,True,False
24,B - Le Structurel,2018-06-27,8217.444374,8160.140426,8198.53698,8186.90166,8193.301086,2018-06-27 04:35:00,8199.409629,8186.40166,8212.417598,2018-06-27 06:40:00,8186.40166,SL,-13.00796899999932,-0.15864519018530573,13.00796899999932,13.00796899999932,False,True
24,C - Le Momentum,2018-06-27,8217.444374,8160.140426,8198.53698,8186.90166,8193.301086,2018-06-27 04:35:00,8199.409629,8192.801086,8206.018172,2018-06-27 04:55:00,8206.018172,TP,6.608543000000282,0.08059779056076088,6.608543000000282,6.608543000000282,True,False
25,A - Le Sanctuaire,2018-07-02,8149.377755,8135.706255,8149.377755,8145.887159,8135.706255,2018-07-02 02:50:00,8156.940713,8156.231596,8157.64983,2018-07-02 02:50:00,8156.231596,SL,-0.7091170000003331,-0.0086934185860906,0.7091170000003331,0.7091170000003331,False,False
25,B - Le Structurel,2018-07-02,8149.377755,8135.706255,8149.377755,8145.887159,8135.706255,2018-07-02 02:50:00,8156.940713,8145.387159,8168.494267,2018-07-02 02:50:00,8145.387159,SL,-11.553554000000076,-0.14164077448284965,11.553554000000076,11.553554000000076,False,False
25,C - Le Momentum,2018-07-02,8149.377755,8135.706255,8149.377755,8145.887159,8135.706255,2018-07-02 02:50:00,8156.940713,8135.206255,8178.675171,2018-07-02 08:30:00,8135.206255,SL,-21.734457999999904,-0.2664535487595361,21.734457999999904,21.734457999999904,False,False
26,A - Le Sanctuaire,2018-07-18,8633.116162,8626.425853,8636.315875,8632.825279,8634.86146,2018-07-18 04:25:00,8636.897641,8625.425853,8648.369428999998,2018-07-18 06:25:00,8625.425853,SL,-11.471787999998924,-0.13282301674552086,11.471787999998924,11.471787999998924,False,False
26,B - Le Structurel,2018-07-18,8633.116162,8626.425853,8636.315875,8632.825279,8634.86146,2018-07-18 04:25:00,8636.897641,8632.325279,8641.470002999999,2018-07-18 04:40:00,8632.325279,SL,-4.572361999998975,-0.05293986556345916,4.572361999998975,4.572361999998975,False,False
26,C - Le Momentum,2018-07-18,8633.116162,8626.425853,8636.315875,8632.825279,8634.86146,2018-07-18 04:25:00,8636.897641,8634.36146,8639.433821999999,2018-07-18 04:35:00,8634.36146,SL,-2.5361809999994875,-0.029364490647197747,2.5361809999994875,2.5361809999994875,False,False
27,A - Le Sanctuaire,2018-07-19,8600.537267,8591.229012,8602.282565,8601.700799,8600.537267,2018-07-19 03:50:00,8602.864331,8592.846959,8612.881703000001,2018-07-19 04:55:00,8592.846959,SL,-10.01737200000025,-0.1164422872961409,10.01737200000025,10.01737200000025,False,False
27,B - Le Structurel,2018-07-19,8600.537267,8591.229012,8602.282565,8601.700799,8600.537267,2018-07-19 03:50:00,8602.864331,8601.200799,8604.527863000001,2018-07-19 03:50:00,8604.527863000001,TP,1.6635320000004867,0.01933695494890034,1.6635320000004867,1.6635320000004867,True,False
27,C - Le Momentum,2018-07-19,8600.537267,8591.229012,8602.282565,8601.700799,8600.537267,2018-07-19 03:50:00,8602.864331,8600.037267,8605.691395000002,2018-07-19 03:50:00,8605.691395000002,TP,2.8270640000009735,0.032861892170190185,2.8270640000009735,2.8270640000009735,True,False
28,A - Le Sanctuaire,2018-08-02,8430.952486,8395.755645,8427.46189,8427.171007,8425.134826,2018-08-02 03:45:00,8428.625422,8396.791826,8460.459017999998,2018-08-02 04:35:00,8396.791826,SL,-31.83359599999858,-0.37768431275766545,31.83359599999858,31.83359599999858,False,False
28,B - Le Structurel,2018-08-02,8430.952486,8395.755645,8427.46189,8427.171007,8425.134826,2018-08-02 03:45:00,8428.625422,8426.671007,8430.579836999997,2018-08-02 03:45:00,8426.671007,SL,-1.9544149999983347,-0.02318782603503785,1.9544149999983347,1.9544149999983347,False,False
28,C - Le Momentum,2018-08-02,8430.952486,8395.755645,8427.46189,8427.171007,8425.134826,2018-08-02 03:45:00,8428.625422,8424.634826,8432.616017999999,2018-08-02 03:50:00,8424.634826,SL,-3.990595999999641,-0.04734575094040336,3.990595999999641,3.990595999999641,False,False
29,A - Le Sanctuaire,2018-08-06,8614.208768,8603.155214,8614.790534,8610.718172,8611.299938,2018-08-06 04:50:00,8618.572013,8603.900512,8633.243514000002,2018-08-06 08:00:00,8603.900512,SL,-14.671501000000717,-0.17023122830407003,14.671501000000717,14.671501000000717,False,False
29,B - Le Structurel,2018-08-06,8614.208768,8603.155214,8614.790534,8610.718172,8611.299938,2018-08-06 04:50:00,8618.572013,8610.218172,8626.925854000001,2018-08-06 05:30:00,8626.925854000001,TP,8.353841000000102,0.09692836571301387,8.353841000000102,8.353841000000102,True,False
29,C - Le Momentum,2018-08-06,8614.208768,8603.155214,8614.790534,8610.718172,8611.299938,2018-08-06 04:50:00,8618.572013,8610.799938,8626.344088000002,2018-08-06 05:25:00,8626.344088000002,TP,7.772075000000768,0.09017822196388914,7.772075000000768,7.772075000000768,True,False
30,A - Le Sanctuaire,2018-08-10,8645.333247,8639.806471,8659.004748,8656.677684,8654.641503,2018-08-10 03:20:00,8660.459163,8640.842651,8680.075674999998,2018-08-10 04:55:00,8640.842651,SL,-19.616511999998693,-0.2265066046821875,19.616511999998693,19.616511999998693,False,False
30,B - Le Structurel,2018-08-10,8645.333247,8639.806471,8659.004748,8656.677684,8654.641503,2018-08-10 03:20:00,8660.459163,8656.177684,8664.740641999999,2018-08-10 03:20:00,8656.177684,SL,-4.281478999999308,-0.04943709010592685,4.281478999999308,4.281478999999308,False,False
30,C - Le Momentum,2018-08-10,8645.333247,8639.806471,8659.004748,8656.677684,8654.641503,2018-08-10 03:20:00,8660.459163,8654.141503,8666.776822999998,2018-08-10 03:25:00,8654.141503,SL,-6.317659999998796,-0.0729483261925612,6.317659999998796,6.317659999998796,False,False
31,A - Le Sanctuaire,2018-08-30,8906.546169,8898.401446,8902.764691,8902.473808,8898.401446,2018-08-30 03:55:00,8903.346457,8902.346457,8904.346457,2018-08-30 03:55:00,8902.346457,SL,-1.0,-0.011231731853069459,1.0,1.0,False,False
31,B - Le Structurel,2018-08-30,8906.546169,8898.401446,8902.764691,8902.473808,8898.401446,2018-08-30 03:55:00,8903.346457,8901.973808,8904.719105999999,2018-08-30 04:05:00,8904.719105999999,TP,1.3726489999990008,0.015417225496372717,1.3726489999990008,1.3726489999990008,True,False
31,C - Le Momentum,2018-08-30,8906.546169,8898.401446,8902.764691,8902.473808,8898.401446,2018-08-30 03:55:00,8903.346457,8897.901446,8908.791468,2018-08-30 05:30:00,8897.901446,SL,-5.445010999999795,-0.06115690348901128,5.445010999999795,5.445010999999795,False,False
32,A - Le Sanctuaire,2018-09-05,8854.187232,8837.316019,8847.787806,8840.806614,8845.460742,2018-09-05 02:45:00,8850.987519,8837.770433,8864.204605,2018-09-05 05:50:00,8864.204605,TP,13.217086000000563,0.1493289417890158,13.217086000000563,13.217086000000563,True,False
32,B - Le Structurel,2018-09-05,8854.187232,8837.316019,8847.787806,8840.806614,8845.460742,2018-09-05 02:45:00,8850.987519,8840.306614,8861.668424000001,2018-09-05 05:40:00,8861.668424000001,TP,10.680905000001076,0.1206747267135207,10.680905000001076,10.680905000001076,True,False
32,C - Le Momentum,2018-09-05,8854.187232,8837.316019,8847.787806,8840.806614,8845.460742,2018-09-05 02:45:00,8850.987519,8844.960742,8857.014296000001,2018-09-05 02:55:00,8857.014296000001,TP,6.026777000000948,0.0680915772060863,6.026777000000948,6.026777000000948,True,False
33,A - Le Sanctuaire,2018-10-02,8865.204005,8846.36407,8853.320354,8849.262522,8849.842212,2018-10-02 04:55:00,8856.508651,8845.653915,8867.363387,2018-10-02 05:55:00,8867.363387,TP,10.85473599999932,0.1225622469049776,10.85473599999932,10.85473599999932,True,False
