Date,Time,DateTime,Direction,Entry,High,Low,CandleRange,SL_Type,SL,Risk,RR_Ratio,TP,Result
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,1.0,7847.0,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,1.0,7835.87,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,1.5,7841.44,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,1.5,7824.74,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,2.0,7835.87,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,2.0,7813.61,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,2.5,7830.31,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,2.5,7802.48,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,3.0,7824.74,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,3.0,7791.35,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,3.5,7819.18,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,3.5,7780.22,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,4.0,7813.61,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,4.0,7769.09,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,4.5,7808.05,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,4.5,7757.96,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,50%,7869.26,11.13,5.0,7802.48,SL_HIT
05/02/2018,08:30:00,2018-02-05 08:30:00,SHORT,7858.13,7880.39,7828.84,51.55,100%,7880.39,22.26,5.0,7746.84,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,1.0,7706.56,TP_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,1.0,7786.37,TP_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,1.5,7746.47,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,1.5,7866.19,TP_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,2.0,7786.37,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,2.0,7946.0,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,2.5,7826.28,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,2.5,8025.81,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,3.0,7866.19,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,3.0,8105.62,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,3.5,7906.09,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,3.5,8185.43,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,4.0,7946.0,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,4.0,8265.24,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,4.5,7985.9,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,4.5,8345.05,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,50%,7546.94,79.81,5.0,8025.81,SL_HIT
06/02/2018,08:30:00,2018-02-06 08:30:00,LONG,7626.75,7664.53,7467.13,197.41,100%,7467.13,159.62,5.0,8424.87,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,1.0,7769.53,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,1.0,7755.33,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,1.5,7762.43,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,1.5,7741.12,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,2.0,7755.33,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,2.0,7726.92,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,2.5,7748.23,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,2.5,7712.71,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,3.0,7741.12,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,3.0,7698.51,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,3.5,7734.02,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,3.5,7684.3,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,4.0,7726.92,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,4.0,7670.1,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,4.5,7719.82,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,4.5,7655.89,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,50%,7797.94,14.2,5.0,7712.71,SL_HIT
07/02/2018,08:30:00,2018-02-07 08:30:00,SHORT,7783.74,7812.15,7759.72,52.43,100%,7812.15,28.41,5.0,7641.69,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,1.0,7659.41,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,1.0,7633.49,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,1.5,7646.45,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,1.5,7607.57,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,2.0,7633.49,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,2.0,7581.65,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,2.5,7620.53,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,2.5,7555.73,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,3.0,7607.57,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,3.0,7529.81,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,3.5,7594.61,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,3.5,7503.89,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,4.0,7581.65,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,4.0,7477.97,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,4.5,7568.69,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,4.5,7452.05,TP_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,50%,7711.25,25.92,5.0,7555.73,SL_HIT
08/02/2018,08:30:00,2018-02-08 08:30:00,SHORT,7685.33,7737.17,7682.99,54.18,100%,7737.17,51.84,5.0,7426.12,TP_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,1.0,7516.33,TP_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,1.0,7541.52,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,1.5,7528.93,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,1.5,7566.71,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,2.0,7541.52,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,2.0,7591.9,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,2.5,7554.12,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,2.5,7617.09,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,3.0,7566.71,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,3.0,7642.27,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,3.5,7579.3,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,3.5,7667.46,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,4.0,7591.9,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,4.0,7692.65,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,4.5,7604.49,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,4.5,7717.84,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,50%,7465.96,25.19,5.0,7617.09,SL_HIT
09/02/2018,08:30:00,2018-02-09 08:30:00,LONG,7491.15,7520.14,7440.77,79.37,100%,7440.77,50.38,5.0,7743.03,SL_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,1.0,7693.82,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,1.0,7713.74,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,1.5,7703.78,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,1.5,7733.66,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,2.0,7713.74,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,2.0,7753.57,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,2.5,7723.7,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,2.5,7773.49,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,3.0,7733.66,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,3.0,7793.4,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,3.5,7743.61,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,3.5,7813.32,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,4.0,7753.57,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,4.0,7833.24,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,4.5,7763.53,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,4.5,7853.15,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,50%,7653.99,19.92,5.0,7773.49,TP_HIT
14/02/2018,08:30:00,2018-02-14 08:30:00,LONG,7673.91,7684.45,7634.07,50.38,100%,7634.07,39.83,5.0,7873.07,TP_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,1.0,7948.49,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,1.0,7907.63,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,1.5,7928.06,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,1.5,7866.77,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,2.0,7907.63,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,2.0,7825.91,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,2.5,7887.2,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,2.5,7785.06,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,3.0,7866.77,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,3.0,7744.2,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,3.5,7846.34,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,3.5,7703.34,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,4.0,7825.91,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,4.0,7662.48,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,4.5,7805.49,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,4.5,7621.63,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,50%,8030.2,40.86,5.0,7785.06,SL_HIT
01/03/2018,08:30:00,2018-03-01 08:30:00,SHORT,7989.34,8071.06,7984.95,86.11,100%,8071.06,81.72,5.0,7580.77,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,1.0,7757.67,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,1.0,7725.45,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,1.5,7741.56,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,1.5,7693.24,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,2.0,7725.45,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,2.0,7661.02,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,2.5,7709.35,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,2.5,7628.8,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,3.0,7693.24,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,3.0,7596.58,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,3.5,7677.13,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,3.5,7564.37,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,4.0,7661.02,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,4.0,7532.15,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,4.5,7644.91,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,4.5,7499.93,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,50%,7822.11,32.22,5.0,7628.8,SL_HIT
02/03/2018,08:30:00,2018-03-02 08:30:00,SHORT,7789.89,7854.32,7789.3,65.02,100%,7854.32,64.43,5.0,7467.71,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,1.0,8086.44,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,1.0,8104.45,TP_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,1.5,8095.44,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,1.5,8122.46,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,2.0,8104.45,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,2.0,8140.47,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,2.5,8113.46,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,2.5,8158.49,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,3.0,8122.46,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,3.0,8176.5,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,3.5,8131.47,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,3.5,8194.51,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,4.0,8140.47,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,4.0,8212.52,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,4.5,8149.48,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,4.5,8230.54,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,50%,8050.41,18.01,5.0,8158.49,SL_HIT
07/03/2018,08:30:00,2018-03-07 08:30:00,LONG,8068.42,8082.48,8032.4,50.08,100%,8032.4,36.02,5.0,8248.55,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,1.0,7752.43,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,1.0,7721.21,TP_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,1.5,7736.82,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,1.5,7689.98,TP_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,2.0,7721.21,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,2.0,7658.75,TP_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,2.5,7705.59,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,2.5,7627.53,TP_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,3.0,7689.98,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,3.0,7596.3,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,3.5,7674.37,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,3.5,7565.07,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,4.0,7658.75,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,4.0,7533.84,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,4.5,7643.14,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,100%,7846.11,62.45,4.5,7502.62,SL_HIT
23/03/2018,08:30:00,2018-03-23 08:30:00,SHORT,7783.66,7846.11,7783.37,62.75,50%,7814.89,31.23,5.0,7627.53,SL_HIT
