date,time,setup_type,candle_830_open,candle_830_high,candle_830_low,candle_830_close,next_candle_open,next_candle_high,next_candle_low,next_candle_close,prev5_max_high,prev5_min_low,year
2018-04-13,08:30:00,bullish_830_to_bearish_breakdown,7824.225176,7834.439569,7821.890457,7824.517015,7824.808855,7828.894613,7814.594462,7819.555739,7830.353812,7820.431258,2018
2018-04-18,08:30:00,bullish_830_to_bearish_breakdown,7974.522675,7982.98603,7967.22668,7976.273714,7975.981874,7986.779947,7964.016442,7964.891962,7988.530986,7973.647156,2018
2018-05-01,08:30:00,bullish_830_to_bearish_breakdown,7698.734059,7712.15869,7691.729904,7706.905574,7706.321894,7712.74237,7681.223671,7686.476788,7704.862695,7692.897263,2018
2018-05-08,08:30:00,bullish_830_to_bearish_breakdown,7951.75917,7964.891962,7951.175491,7962.557243,7962.557243,7963.724602,7937.16718,7942.420297,7957.887806,7951.467331,2018
2018-05-09,08:30:00,bullish_830_to_bearish_breakdown,7976.273714,7985.612588,7967.22668,7981.81867,7981.81867,7988.822826,7963.140923,7965.767481,7980.943151,7975.981874,2018
2018-05-11,08:30:00,bullish_830_to_bearish_breakdown,8118.399699,8126.571214,8111.979223,8120.734418,8121.026257,8127.738573,8114.313942,8115.773141,8122.485456,8116.356821,2018
2018-06-25,08:30:00,bullish_830_to_bearish_breakdown,8330.01609,8341.942292,8317.799004,8336.124632,8335.833749,8337.579047,8291.328653,8291.619536,8334.379335,8326.234611,2018
2018-07-02,08:30:00,bearish_830_to_bullish_breakout,8147.92334,8149.959521,8130.179478,8145.596276,8145.596276,8167.994266,8144.723627,8167.994266,8164.794553,8136.869787,2018
2018-07-06,08:30:00,bearish_830_to_bullish_breakout,8303.545738,8309.072515,8288.419823,8298.309844,8298.309844,8322.162249,8298.309844,8320.126068,8311.399579,8290.746887,2018
2018-07-23,08:30:00,bullish_830_to_bearish_breakdown,8540.324489,8556.613936,8540.324489,8548.469213,8548.469213,8548.469213,8517.05385,8519.96268,8545.851266,8539.742723,2018
2018-08-08,08:30:00,bearish_830_to_bullish_breakout,8683.729802,8686.929514,8659.586514,8673.83978,8673.83978,8689.838344,8668.02212,8684.602451,8683.729802,8674.712429,2018
2018-08-15,08:30:00,bearish_830_to_bullish_breakout,8607.809342,8612.46347,8601.700799,8604.900512,8604.900512,8629.334683,8604.027863,8624.971438,8611.009055,8597.337555,2018
2018-08-17,08:30:00,bearish_830_to_bullish_breakout,8571.158086,8572.903384,8550.796277,8558.359234,8558.650117,8589.483714,8555.159521,8587.738416,8572.321618,8563.595128,2018
2018-08-27,08:30:00,bullish_830_to_bearish_breakdown,8762.849974,8773.612644,8761.977325,8766.922336,8767.213219,8770.994698,8747.142293,8756.159665,8766.631453,8761.395559,2018
2018-08-30,08:30:00,bullish_830_to_bearish_breakdown,8902.473808,8915.563542,8899.855861,8909.454999,8909.454999,8914.40001,8892.292903,8894.329084,8908.58235,8899.564978,2018
2018-09-12,08:30:00,bullish_830_to_bearish_breakdown,8727.944016,8733.761675,8710.781919,8728.234899,8727.944016,8727.944016,8699.1466,8716.308696,8730.271079,8720.381058,2018
2018-09-19,08:30:00,bullish_830_to_bearish_breakdown,8726.947865,8748.686252,8725.208794,8737.672136,8737.382291,8740.570587,8705.789168,8706.079014,8728.686936,8717.962665,2018
2018-10-02,08:30:00,bullish_830_to_bearish_breakdown,8882.88456,8895.927592,8878.826728,8886.362702,8886.362702,8887.522083,8858.537567,8864.044625,8884.913476,8873.609515,2018
2018-10-11,08:30:00,bullish_830_to_bearish_breakdown,8162.619342,8206.675806,8147.257549,8175.662374,8175.662374,8185.806955,8137.112968,8141.460646,8191.603858,8146.967704,2018
2018-10-22,08:30:00,bullish_830_to_bearish_breakdown,8301.745018,8326.961547,8296.81765,8322.613869,8322.324024,8327.831082,8279.137096,8282.325392,8304.933315,8287.83245,2018
2018-11-09,08:30:00,bullish_830_to_bearish_breakdown,8230.153264,8250.442425,8227.544658,8231.892335,8232.18218,8235.950167,8204.0672,8211.023484,8244.355677,8227.254812,2018
2018-11-27,08:30:00,bullish_830_to_bearish_breakdown,7705.823373,7726.98207,7702.345231,7722.344547,7722.054702,7731.329747,7684.664676,7687.563128,7711.620276,7693.939722,2018
2018-11-29,08:30:00,bearish_830_to_bullish_breakout,7991.320854,8012.769395,7984.94426,7987.552867,7988.132557,8001.755279,7978.857512,7995.668531,7992.480234,7980.016893,2018
2018-12-04,08:30:00,bearish_830_to_bullish_breakout,8150.735691,8169.865471,8142.330181,8146.388013,8146.677858,8168.416245,8138.272349,8161.749807,8161.170116,8148.127084,2018
2018-12-13,08:30:00,bearish_830_to_bullish_breakout,7891.903965,7900.889164,7870.165578,7876.542171,7876.252326,7913.932197,7872.774184,7905.236842,7900.889164,7886.686752,2018
2018-12-27,08:30:00,bearish_830_to_bullish_breakout,7157.418882,7170.411373,7123.638406,7155.397828,7155.68655,7192.931691,7136.342175,7169.545207,7166.657987,7138.651951,2018
2019-01-04,08:30:00,bearish_830_to_bullish_breakout,7229.599387,7237.394882,7208.233958,7223.536225,7223.824947,7246.345264,7214.008398,7242.8806,7238.54977,7207.945236,2019
2019-01-11,08:30:00,bullish_830_to_bearish_breakdown,7615.332006,7621.683891,7605.80418,7616.775616,7617.064338,7622.550057,7602.050793,7604.071847,7625.148555,7612.156064,2019
2019-02-06,08:30:00,bullish_830_to_bearish_breakdown,8114.532379,8128.96848,8112.222603,8122.616596,8122.905318,8124.060206,8100.096278,8100.673722,8117.997043,8103.560942,2019
2019-02-26,08:30:00,bearish_830_to_bullish_breakout,8200.282819,8208.078314,8189.311382,8195.663267,8195.663267,8210.099368,8191.621159,8207.789592,8201.148985,8192.776047,2019
2019-03-08,08:30:00,bearish_830_to_bullish_breakout,8026.850952,8042.66769,8018.511217,8024.550335,8024.550335,8038.641611,8019.949102,8036.916149,8030.877031,8012.759676,2019
2019-03-12,08:30:00,bearish_830_to_bullish_breakout,8291.709426,8292.572157,8274.742379,8281.069074,8281.356652,8301.199469,8276.755419,8296.310659,8294.872773,8283.944845,2019
2019-03-25,08:30:00,bearish_830_to_bullish_breakout,8436.935842,8438.948881,8417.380602,8435.497957,8435.497957,8479.497247,8434.635226,8476.046322,8459.942007,8434.347648,2019
2019-03-29,08:30:00,bullish_830_to_bearish_breakdown,8508.254953,8516.882265,8501.928258,8509.117685,8509.405262,8509.692839,8498.76491,8500.77795,8510.843147,8502.503412,2019
2019-04-23,08:30:00,bearish_830_to_bullish_breakout,8914.888919,8916.039227,8902.810682,8910.000109,8910.000109,8924.378962,8909.424955,8924.091385,8918.052267,8901.08522,2019
2019-05-02,08:30:00,bearish_830_to_bullish_breakout,8932.718697,8943.071471,8919.202575,8928.980195,8929.267772,8947.960281,8927.254733,8945.947242,8933.006274,8925.52927,2019
2019-05-10,08:30:00,bearish_830_to_bullish_breakout,8699.781277,8714.16013,8689.140925,8697.193083,8696.905506,8717.611054,8690.578811,8715.022861,8705.532818,8686.840309,2019
2019-06-04,08:30:00,bullish_830_to_bearish_breakdown,8112.261339,8130.091117,8105.071913,8116.287418,8116.287418,8124.91473,8090.693059,8096.157024,8128.940809,8109.673146,2019
2019-06-06,08:30:00,bearish_830_to_bullish_breakout,8324.780788,8326.50625,8304.362816,8312.702551,8312.702551,8336.859024,8309.539204,8330.532329,8326.50625,8313.85286,2019
2019-06-11,08:30:00,bullish_830_to_bearish_breakdown,8728.251406,8743.205413,8725.663212,8731.989908,8731.989908,8740.042065,8689.428502,8701.506739,8729.114137,8720.486825,2019
2019-06-12,08:30:00,bearish_830_to_bullish_breakout,8622.710624,8641.69071,8604.018115,8609.769656,8609.769656,8627.887011,8608.331771,8624.723663,8624.148509,8614.083312,2019
2019-06-13,08:30:00,bearish_830_to_bullish_breakout,8633.350975,8640.827979,8624.436086,8632.200667,8631.91309,8654.631678,8631.050359,8646.004366,8639.390094,8629.037319,2019
2019-06-18,08:30:00,bearish_830_to_bullish_breakout,8761.46514,8764.044317,8740.831721,8749.142404,8749.142404,8783.244859,8744.843775,8779.232805,8766.910069,8755.733634,2019
2019-06-27,08:30:00,bullish_830_to_bearish_breakdown,8806.170879,8824.225119,8803.018551,8819.926491,8820.213066,8820.786216,8797.860196,8797.860196,8815.627862,8804.451427,2019
2019-06-28,08:30:00,bullish_830_to_bearish_breakdown,8827.950598,8838.267307,8822.505668,8828.810323,8829.096899,8829.670049,8808.463481,8813.90841,8829.096899,8824.511695,2019
2019-07-02,08:30:00,bearish_830_to_bullish_breakout,8929.971387,8934.270016,8916.788925,8917.075501,8917.075501,8936.562618,8914.782899,8936.562618,8931.404263,8922.807006,2019
2019-07-04,08:30:00,bearish_830_to_bullish_breakout,9053.48532,9054.345046,9050.906143,9052.052444,9051.765868,9055.204771,9051.765868,9054.345046,9054.05847,9049.759842,2019
2019-08-07,08:30:00,bearish_830_to_bullish_breakout,8536.216992,8550.545755,8504.120564,8514.150698,8514.150698,8555.417534,8505.553441,8547.393427,8544.527675,8500.108511,2019
2019-08-15,08:30:00,bullish_830_to_bearish_breakdown,8615.311762,8637.664631,8590.66629,8619.61039,8619.896966,8625.341895,8579.776431,8581.782457,8654.285996,8604.135327,2019
2019-09-11,08:30:00,bearish_830_to_bullish_breakout,8974.390551,8975.536852,8954.330283,8967.79932,8967.79932,8989.579039,8959.202062,8986.426711,8980.981782,8971.811374,2019
2019-09-17,08:30:00,bearish_830_to_bullish_breakout,9008.930053,9017.791202,9001.783965,9007.214992,9007.500836,9012.646019,8989.778538,9012.646019,9010.930958,8993.494503,2019
2019-09-24,08:30:00,bearish_830_to_bullish_breakout,9006.643305,9010.359271,8994.923721,9000.354748,9000.354748,9013.217706,8998.353843,9012.360175,9009.50174,8999.211374,2019
2019-10-08,08:30:00,bullish_830_to_bearish_breakdown,8787.401329,8796.834165,8771.108249,8790.545608,8790.545608,8790.545608,8761.103726,8766.248909,8802.836879,8784.257051,2019
2019-10-17,08:30:00,bullish_830_to_bearish_breakdown,9123.267459,9136.702104,9121.838242,9125.554207,9125.840051,9132.128608,9109.261127,9113.262936,9130.413547,9118.408119,2019
2019-10-21,08:30:00,bearish_830_to_bullish_breakout,9049.233989,9061.811103,9044.660493,9046.947241,9046.947241,9074.102375,9046.08971,9065.527069,9056.951764,9047.804771,2019
2019-10-23,08:30:00,bearish_830_to_bullish_breakout,8992.065286,9002.927339,8982.63245,8983.775824,8983.48998,9009.787584,8978.916484,9007.500836,8995.209565,8986.348416,2019
2019-11-07,08:30:00,bearish_830_to_bullish_breakout,9423.117306,9427.976646,9414.542001,9419.973027,9419.687184,9437.981169,9419.40134,9435.122734,9429.12002,9421.688088,2019
2019-11-11,08:30:00,bullish_830_to_bearish_breakdown,9397.39139,9400.535668,9388.244397,9397.963077,9397.677233,9399.963981,9390.816989,9392.817893,9405.395008,9397.105546,2019
2019-12-03,08:30:00,bullish_830_to_bearish_breakdown,9389.959458,9395.390485,9358.802515,9392.817893,9393.103737,9403.10826,9369.950412,9371.665473,9402.250729,9380.240779,2019
2019-12-04,08:30:00,bearish_830_to_bullish_breakout,9491.148063,9492.291437,9475.712513,9481.715227,9481.715227,9510.585422,9481.429383,9500.295055,9500.009211,9484.287818,2019
2019-12-12,08:30:00,bearish_830_to_bullish_breakout,9595.545856,9607.231752,9583.574938,9590.985507,9591.840572,9677.347129,9583.289916,9668.22643,9602.956425,9590.130441,2019
2020-01-22,08:30:00,bearish_830_to_bullish_breakout,10515.311391,10518.731653,10502.200385,10513.601259,10513.601259,10528.99244,10512.17615,10527.567331,10522.721959,10513.601259,2020
2020-01-29,08:30:00,bullish_830_to_bearish_breakdown,10430.659899,10435.220249,10419.829068,10430.944921,10431.229943,10441.775751,10416.97885,10418.118937,10433.795139,10418.403959,2020
2020-02-27,08:30:00,bearish_830_to_bullish_breakout,9870.876971,9905.079594,9845.510025,9848.360244,9848.645266,9944.41261,9840.379632,9933.581779,9895.38885,9859.476096,2020
2020-03-04,08:30:00,bullish_830_to_bearish_breakdown,9970.634621,10012.817856,9960.658856,9981.750473,9982.890561,9991.726238,9903.939506,9920.470774,9991.726238,9949.828025,2020
2020-03-17,08:30:00,bullish_830_to_bearish_breakdown,8178.220127,8254.670753,8156.540099,8193.909621,8193.909621,8193.909621,8057.838918,8075.239993,8194.194885,8098.916866,2020
2020-03-20,08:30:00,bullish_830_to_bearish_breakdown,8476.891043,8490.868956,8415.844647,8482.881577,8483.16684,8523.388998,8403.007789,8410.139377,8544.783763,8436.954149,2020
2020-04-22,08:30:00,bearish_830_to_bullish_breakout,9776.836947,9785.96538,9746.599013,9758.009554,9757.439027,9801.084347,9755.727445,9789.959069,9788.532751,9766.56746,2020
2020-05-21,08:30:00,bearish_830_to_bullish_breakout,10821.186728,10828.60358,10805.211971,10820.045674,10820.616201,10838.30254,10813.199349,10836.020432,10824.895154,10799.221436,2020
2020-05-25,08:30:00,bearish_830_to_bullish_breakout,10860.553095,10862.264676,10855.703615,10858.270987,10858.270987,10869.681528,10858.270987,10867.39942,10863.690994,10854.277298,2020
2020-06-10,08:30:00,bearish_830_to_bullish_breakout,11454.471764,11473.013893,11441.349641,11442.775959,11442.490695,11477.007582,11437.355952,11473.869684,11459.606507,11444.772804,2020
2020-06-11,08:30:00,bullish_830_to_bearish_breakdown,11327.244229,11358.623218,11305.564201,11327.529493,11327.529493,11329.526338,11269.050469,11285.595754,11347.212677,11321.253695,2020
2020-06-15,08:30:00,bearish_830_to_bullish_breakout,10866.803202,10901.081536,10821.955715,10840.237493,10839.95184,10920.791578,10836.524007,10902.5098,10884.513675,10850.520993,2020
2020-06-22,08:30:00,bullish_830_to_bearish_breakdown,11415.827853,11432.395714,11410.114797,11416.970464,11417.256117,11428.110922,11398.974338,11399.545644,11430.681797,11415.256547,2020
2020-06-25,08:30:00,bullish_830_to_bearish_breakdown,11422.683519,11445.821395,11409.829144,11428.396575,11428.682228,11442.393561,11389.833449,11396.117811,11442.679214,11417.827422,2020
2020-07-07,08:30:00,bullish_830_to_bearish_breakdown,12088.254506,12131.673729,12069.115769,12127.67459,12127.960243,12129.674159,12062.831408,12066.830547,12088.254506,12076.542742,2020
2020-07-09,08:30:00,bullish_830_to_bearish_breakdown,12264.787926,12280.784482,12249.933981,12274.214468,12273.928815,12279.927524,12213.370425,12234.508731,12267.644454,12257.360954,2020
2020-07-16,08:30:00,bearish_830_to_bullish_breakout,12078.827964,12110.535423,12050.262685,12050.262685,12051.690949,12106.250631,12040.264838,12102.822798,12091.111034,12073.114908,2020
2020-07-20,08:30:00,bullish_830_to_bearish_breakdown,12179.377744,12208.514328,12170.236855,12183.662535,12183.948188,12189.375591,12118.248048,12156.811174,12201.087355,12179.663397,2020
2020-08-06,08:30:00,bullish_830_to_bearish_breakdown,12681.555338,12706.121477,12678.413157,12685.268824,12686.411435,12690.696227,12661.559643,12669.272268,12686.411435,12670.129226,2020
2020-08-14,08:30:00,bearish_830_to_bullish_breakout,12786.961215,12797.244715,12757.824631,12759.538548,12758.967242,12804.95734,12748.683742,12798.672979,12793.531229,12775.535104,2020
2020-09-15,08:30:00,bearish_830_to_bullish_breakout,13060.598543,13068.605742,13040.294576,13050.017603,13050.017603,13085.478053,13041.438461,13082.332368,13066.603942,13046.014003,2020
2020-09-21,08:30:00,bullish_830_to_bearish_breakdown,12305.634121,12367.689908,12285.902096,12331.085573,12331.085573,12347.385941,12263.596329,12279.324754,12325.938088,12284.472239,2020
2020-10-14,08:30:00,bearish_830_to_bullish_breakout,13853.88313,13854.741044,13808.12771,13827.287792,13827.573764,13886.769838,13827.287792,13877.332783,13873.043212,13848.449674,2020
2020-10-20,08:30:00,bullish_830_to_bearish_breakdown,13345.140059,13386.033965,13331.413433,13350.573515,13351.145458,13370.877482,13305.390038,13325.694005,13371.163454,13344.568116,2020
2020-11-02,08:30:00,bearish_830_to_bullish_breakout,12742.026435,12758.326803,12706.851956,12726.869952,12727.727866,12774.055228,12721.722467,12771.767457,12746.887948,12715.431097,2020
2020-11-04,08:30:00,bullish_830_to_bearish_breakdown,13300.528525,13350.001572,13276.506929,13334.559118,13335.417032,13346.855887,13230.465538,13246.765907,13356.292942,13278.7947,2020
2020-11-10,08:30:00,bullish_830_to_bearish_breakdown,13374.023167,13440.082554,13370.591511,13414.345131,13414.059159,13427.499814,13327.695805,13333.701204,13380.028566,13345.712002,2020
2020-11-13,08:30:00,bearish_830_to_bullish_breakout,13600.512494,13622.818261,13585.07004,13599.082637,13598.796666,13634.257116,13578.77867,13625.392004,13615.954948,13599.940551,2020
2020-11-16,08:30:00,bearish_830_to_bullish_breakout,13629.967546,13641.4064,13598.224723,13614.811063,13615.383006,13684.302106,13609.377607,13670.861452,13652.273313,13617.670777,2020
2020-11-17,08:30:00,bullish_830_to_bearish_breakdown,13758.368692,13774.383089,13747.50178,13764.946033,13764.660062,13765.517976,13725.196013,13736.920839,13769.235604,13752.077322,2020
2020-11-30,08:30:00,bullish_830_to_bearish_breakdown,14036.332866,14069.791516,14033.473152,14049.487549,14049.487549,14054.349062,14015.170984,14033.18718,14060.068489,14036.046894,2020
2020-12-10,08:30:00,bearish_830_to_bullish_breakout,14029.469553,14053.777119,13976.278877,13984.286076,13984.000104,14075.510944,13981.140391,14074.939001,14032.901209,13999.156587,2020
2021-01-06,08:30:00,bearish_830_to_bullish_breakout,14403.439872,14435.16614,14349.705291,14355.135914,14356.565025,14433.165384,14351.706047,14424.019072,14422.018317,14362.567292,2021
2021-01-26,08:30:00,bullish_830_to_bearish_breakdown,15426.683472,15444.976095,15418.966271,15436.401428,15436.401428,15444.690272,15391.241515,15406.961737,15430.970805,15410.391604,2021
2021-01-28,08:30:00,bullish_830_to_bearish_breakdown,15040.25181,15067.976567,15024.531587,15048.826477,15048.540655,15084.554257,15018.243498,15019.386787,15079.123634,15035.10701,2021
2021-01-29,08:30:00,bullish_830_to_bearish_breakdown,14989.08963,15017.386032,14968.224607,14999.950875,15000.236698,15000.236698,14914.775849,14922.49305,15021.387543,14981.086608,2021
2021-04-20,08:30:00,bearish_830_to_bullish_breakout,15872.569426,15901.456724,15855.694667,15860.270873,15860.842898,15909.179071,15847.400294,15889.444184,15877.145631,15854.550616,2021
2021-05-05,08:30:00,bullish_830_to_bearish_breakdown,15592.56284,15634.034704,15589.988724,15608.293547,15608.007534,15610.867663,15564.247567,15568.53776,15608.007534,15583.410429,2021
2021-05-06,08:30:00,bearish_830_to_bullish_breakout,15427.24741,15430.393551,15377.481173,15379.19725,15389.779726,15454.418631,15381.19934,15453.560592,15434.683744,15411.516703,2021
2021-05-11,08:30:00,bearish_830_to_bullish_breakout,15002.232306,15032.549669,14969.626841,14996.226036,14996.798062,15070.589379,14996.798062,15059.72089,15007.094525,14947.317838,2021
2021-05-28,08:30:00,bearish_830_to_bullish_breakout,15677.508658,15692.095314,15668.64226,15675.506568,15674.934542,15700.961712,15670.64435,15692.953352,15678.080684,15655.199655,2021
2021-06-03,08:30:00,bullish_830_to_bearish_breakdown,15508.189048,15524.49178,15495.890495,15512.765253,15513.051266,15517.913485,15455.276669,15466.717184,15517.913485,15496.748533,2021
2021-06-29,08:30:00,bearish_830_to_bullish_breakout,16605.984529,16611.70846,16565.63081,16597.684828,16597.971024,16627.735469,16584.233588,16618.577178,16607.415512,16586.523161,2021
2021-07-09,08:30:00,bullish_830_to_bearish_breakdown,16820.918165,16853.830772,16809.470302,16830.076456,16829.504063,16830.935045,16791.726113,16810.328891,16833.224618,16812.618464,2021
2021-07-14,08:30:00,bullish_830_to_bearish_breakdown,17136.306803,17162.064496,17116.273042,17152.620009,17152.906205,17159.774923,17105.969965,17113.983469,17142.030735,17124.00035,2021
2021-08-04,08:30:00,bearish_830_to_bullish_breakout,17223.024369,17248.495865,17211.290309,17221.307189,17221.593386,17240.482361,17210.431719,17228.462104,17223.310565,17196.408086,2021
2021-08-09,08:30:00,bullish_830_to_bearish_breakdown,17304.018003,17330.634285,17303.159413,17306.021379,17306.307575,17309.169541,17255.65078,17255.936976,17305.162789,17281.122276,2021
2021-08-27,08:30:00,bullish_830_to_bearish_breakdown,17516.37587,17552.43664,17510.651938,17530.399502,17530.399502,17543.278349,17501.493647,17502.92463,17544.709332,17513.227707,2021
2021-09-16,08:30:00,bullish_830_to_bearish_breakdown,17687.80946,17723.318524,17659.459481,17713.009441,17712.436714,17722.459434,17680.936738,17682.654919,17707.8549,17685.232189,2021
2021-09-23,08:30:00,bearish_830_to_bullish_breakout,17423.209659,17448.982367,17398.009678,17403.450583,17403.450583,17457.286906,17390.277865,17457.000542,17425.214203,17382.546053,2021
2021-10-12,08:30:00,bullish_830_to_bearish_breakdown,16906.610046,16928.66003,16842.751003,16912.337315,16912.910041,16923.219125,16861.937352,16877.400977,16926.941849,16891.146421,2021
2021-10-18,08:30:00,bearish_830_to_bullish_breakout,17269.432501,17288.046124,17250.818879,17251.677969,17251.964333,17282.605219,17241.368886,17277.164314,17273.441589,17249.673425,2021
2021-10-19,08:30:00,bearish_830_to_bullish_breakout,17560.377738,17567.823186,17531.168669,17542.623205,17542.050479,17575.268635,17527.732307,17573.550455,17565.532279,17546.059566,2021
2021-10-20,08:30:00,bearish_830_to_bullish_breakout,17662.609479,17673.777652,17649.723125,17654.018576,17654.591303,17670.627655,17642.56404,17669.195838,17663.468569,17648.004945,2021
2021-10-25,08:30:00,bullish_830_to_bearish_breakdown,17646.000401,17678.932194,17632.254956,17667.477657,17667.764021,17672.918562,17590.445897,17591.59135,17647.718581,17622.232237,2021
2021-11-29,08:30:00,bearish_830_to_bullish_breakout,18601.881502,18649.990557,18576.967884,18591.286055,18591.286055,18634.813295,18568.090618,18626.508756,18622.786032,18596.72696,2021
2021-12-03,08:30:00,bullish_830_to_bearish_breakdown,18381.381667,18430.922539,18340.431698,18388.540753,18388.827116,18389.686206,18294.040824,18296.331731,18421.186183,18364.772589,2021
2021-12-22,08:30:00,bearish_830_to_bullish_breakout,18284.018104,18293.468097,18250.799947,18267.695389,18268.554479,18302.91809,18267.409025,18298.622638,18288.027192,18259.104486,2021
2022-01-13,08:30:00,bearish_830_to_bullish_breakout,18270.559023,18289.172645,18249.940857,18267.695389,18266.836299,18300.054455,18228.749963,18286.881738,18283.445377,18259.104486,2022
2022-01-19,08:30:00,bearish_830_to_bullish_breakout,17487.927792,17543.482296,17473.323257,17486.782338,17486.782338,17570.686821,17469.600533,17549.495928,17526.873217,17478.764162,2022
2022-01-24,08:30:00,bearish_830_to_bullish_breakout,16255.133262,16296.942322,16199.292395,16252.555991,16253.987808,16328.728661,16231.365098,16314.983217,16264.583255,16157.769699,2022
2022-02-07,08:30:00,bearish_830_to_bullish_breakout,16847.619181,16868.523711,16803.805578,16813.255571,16814.973751,16902.314595,16811.251027,16895.155509,16878.260067,16831.58283,2022
2022-02-08,08:30:00,bearish_830_to_bullish_breakout,16627.692073,16682.387487,16610.796632,16622.823895,16622.823895,16702.71929,16621.964805,16684.392031,16645.160242,16617.096627,2022
2022-02-09,08:30:00,bearish_830_to_bullish_breakout,17089.023546,17109.068985,17053.800845,17076.709919,17075.850828,17125.964427,17056.091752,17107.350805,17099.905356,17081.291733,2022
2022-02-11,08:30:00,bullish_830_to_bearish_breakdown,16839.028279,16895.441873,16835.878281,16857.069174,16856.210084,16859.073718,16800.082853,16818.982839,16877.400977,16819.841929,2022
2022-04-13,08:30:00,bearish_830_to_bullish_breakout,15982.228921,15998.551636,15945.860767,15977.647107,15978.219833,16052.960686,15973.065292,16028.619796,16011.724354,15960.178938,2022
2022-04-14,08:30:00,bullish_830_to_bearish_breakdown,16292.933234,16301.524136,16260.00144,16296.369595,16296.655958,16318.992305,16232.224188,16239.09691,16311.260493,16248.546903,2022
2022-04-22,08:30:00,bullish_830_to_bearish_breakdown,15721.924571,15781.774526,15699.874588,15748.556369,15748.842733,15761.442723,15656.347348,15661.501889,15726.792749,15672.956426,2022
2022-04-28,08:30:00,bullish_830_to_bearish_breakdown,15134.593193,15212.484044,15116.265934,15137.743191,15137.456828,15162.084082,15093.356861,15093.356861,15162.656809,15112.829573,2022
2022-05-18,08:30:00,bullish_830_to_bearish_breakdown,14167.257555,14199.902985,14146.925752,14175.562095,14175.562095,14203.339346,14131.175764,14150.07575,14182.72118,14155.230292,2022
2022-05-23,08:30:00,bullish_830_to_bearish_breakdown,13613.430698,13634.907955,13569.330731,13615.721605,13616.007969,13623.739781,13536.685301,13555.87165,13662.97157,13610.567064,2022
2022-06-06,08:30:00,bullish_830_to_bearish_breakdown,14594.798144,14645.198106,14588.784512,14595.943597,14596.229961,14603.961773,14538.38455,14567.307255,14610.834495,14578.761792,2022
2022-06-08,08:30:00,bearish_830_to_bullish_breakout,14517.193657,14532.943645,14464.216424,14504.307303,14504.020939,14574.752704,14496.002763,14562.152714,14519.484564,14484.83459,2022
2022-07-06,08:30:00,bullish_830_to_bearish_breakdown,13514.382867,13579.236363,13488.955726,13536.38163,13536.095932,13547.809559,13446.386691,13456.957525,13530.096269,13486.384442,2022
2022-07-22,08:30:00,bearish_830_to_bullish_breakout,14406.904104,14414.903654,14368.334845,14387.190927,14387.476625,14449.473139,14360.335294,14444.901967,14420.903317,14393.476288,2022
2022-07-27,08:30:00,bearish_830_to_bullish_breakout,14059.209371,14086.6364,14029.496757,14045.210159,14045.495857,14109.492258,14041.210384,14107.206672,14069.208809,14050.924123,2022
2022-08-01,08:30:00,bearish_830_to_bullish_breakout,14738.599737,14754.027441,14686.888359,14722.02924,14722.886335,14772.026428,14713.172595,14765.455369,14751.456157,14725.457619,2022
