Date,Time,Type,Entry_Price,Open_830,High_830,Low_830,Close_830,Max_High_Prev5,Min_Low_Prev5,Prev_Candles_Start,Prev_Candles_End
2018-01-02,08:30:00,Bullish,7568.174587,7545.329478,7571.396333,7528.634975,7568.174587,7548.84411,7534.19981,07:15:00,08:15:00
2018-01-03,08:30:00,Bullish,7668.927376,7646.082267,7673.320666,7645.496495,7668.927376,7651.354215,7638.760116,07:15:00,08:15:00
2018-01-04,08:30:00,Bearish,7723.404174,7741.270221,7750.642573,7720.7682,7723.404174,7752.692776,7739.220019,07:15:00,08:15:00
2018-01-05,08:30:00,Bearish,7755.621636,7762.6509,7769.387278,7748.885257,7755.621636,7778.173859,7757.378952,07:15:00,08:15:00
2018-01-08,08:30:00,Bullish,7812.441522,7803.947828,7817.127699,7801.018968,7812.441522,7805.705144,7794.575475,07:15:00,08:15:00
2018-01-09,08:30:00,Bearish,7823.571191,7849.638046,7854.617108,7820.056559,7823.571191,7856.081538,7845.537642,07:15:00,08:15:00
2018-01-10,08:30:00,Bullish,7802.483398,7798.968766,7813.027294,7787.839097,7802.483398,7799.261652,7789.889299,07:15:00,08:15:00
2018-01-16,08:30:00,Bullish,8009.846695,7977.629234,8013.068442,7977.336348,8009.846695,7985.24427,7973.235944,07:15:00,08:15:00
2018-01-17,08:30:00,Bearish,7923.152435,7945.704658,7945.704658,7916.123171,7923.152435,7961.227617,7943.068684,07:15:00,08:15:00
2018-01-18,08:30:00,Bullish,7982.608296,7981.436752,7997.545483,7977.043462,7982.608296,7984.658498,7965.328021,07:15:00,08:15:00
2018-01-19,08:30:00,Bullish,8025.369654,8018.633276,8033.277576,8012.775555,8025.369654,8023.905224,7996.081053,07:15:00,08:15:00
2018-01-23,08:30:00,Bullish,8143.695603,8129.637075,8148.38178,8125.536671,8143.695603,8131.394391,8113.82123,07:15:00,08:15:00
2018-01-24,08:30:00,Bearish,8180.306355,8186.164075,8193.486226,8168.298029,8180.306355,8195.536428,8173.569977,07:15:00,08:15:00
2018-01-25,08:30:00,Bearish,8157.461246,8170.348231,8174.741521,8148.088894,8157.461246,8185.871189,8164.783396,07:15:00,08:15:00
2018-01-26,08:30:00,Bearish,8148.967552,8156.875474,8160.975878,8141.352515,8148.967552,8165.662055,8150.431982,07:15:00,08:15:00
2018-01-29,08:30:00,Bullish,8221.310397,8217.502879,8225.703687,8192.021796,8221.310397,8220.431739,8204.90878,07:15:00,08:15:00
2018-01-31,08:30:00,Bullish,8189.678708,8174.448635,8190.26448,8172.105547,8189.678708,8178.549039,8165.662055,07:15:00,08:15:00
2018-02-06,08:30:00,Bullish,7626.75179,7508.718726,7664.534086,7467.128912,7626.75179,7560.266665,7452.191726,07:15:00,08:15:00
2018-02-08,08:30:00,Bearish,7685.328992,7730.140553,7737.169817,7682.985904,7685.328992,7753.86432,7711.395848,07:15:00,08:15:00
2018-02-09,08:30:00,Bullish,7491.145566,7487.630933,7520.141281,7440.769171,7491.145566,7492.902882,7417.33829,07:15:00,08:15:00
2018-02-12,08:30:00,Bullish,7631.14508,7585.747748,7631.730852,7581.94023,7631.14508,7611.814603,7543.865048,07:15:00,08:15:00
2018-02-13,08:30:00,Bullish,7610.935945,7599.513391,7632.023738,7586.919292,7610.935945,7626.458904,7580.768686,07:15:00,08:15:00
2018-02-15,08:30:00,Bearish,7878.047989,7894.15672,7897.671352,7852.566906,7878.047989,7894.742492,7858.717512,07:15:00,08:15:00
2018-02-19,08:30:00,Bearish,7953.319695,7973.52883,7974.99326,7944.240228,7953.319695,7975.286146,7961.227617,07:15:00,08:15:00
2018-02-20,08:30:00,Bullish,7937.50385,7905.286389,7950.683721,7902.064642,7937.50385,7911.729881,7892.69229,07:15:00,08:15:00
2018-02-21,08:30:00,Bullish,7988.17313,7986.415814,8001.645887,7973.821716,7988.17313,7989.930446,7971.478628,07:15:00,08:15:00
2018-02-22,08:30:00,Bullish,7978.800778,7960.056073,7990.516218,7956.248555,7978.800778,7967.085337,7929.010156,07:15:00,08:15:00
2018-02-26,08:30:00,Bullish,8150.431982,8123.193583,8159.511448,8118.21452,8150.431982,8130.808619,8119.67895,07:15:00,08:15:00
2018-02-28,08:30:00,Bearish,8122.607811,8137.544997,8143.109831,8116.457204,8122.607811,8139.595199,8120.264722,07:15:00,08:15:00
