Date,Direction,Entry_Time,Entry_Price,Asian_High,Asian_Low,Asian_Mid,SL_Level,SL_Distance,Exit_Time,Exit_Price,Exit_Type,PnL_Points,Result
2018-02-05,LONG,2018-02-05 01:00:00,7916.123171,7906.750819,7867.504093,7887.127456,7887.127456,28.99571500000002,2018-02-05 05:30:00,7887.127456,STOP_LOSS,-28.99571500000002,LOSS
2018-02-06,LONG,2018-02-06 02:15:00,7595.705872,7583.990432,7334.158662,7459.074547,7459.074547,136.6313250000003,2018-02-06 05:45:00,7459.074547,STOP_LOSS,-136.6313250000003,LOSS
2018-02-07,SHORT,2018-02-07 02:00:00,7702.023495,7807.169574,7709.638532,7758.404053,7758.404053,56.38055799999984,2018-02-07 05:45:00,7758.404053,STOP_LOSS,-56.38055799999984,LOSS
2018-02-08,LONG,2018-02-08 02:00:00,7718.717998,7712.567392,7613.864805,7663.2160985,7663.2160985,55.501899500000036,2018-02-08 05:30:00,7663.2160985,STOP_LOSS,-55.501899500000036,LOSS
2018-02-09,LONG,2018-02-09 02:45:00,7462.442736,7460.392534,7367.254782,7413.823657999999,7413.823657999999,48.61907800000063,2018-02-09 05:30:00,7413.823657999999,STOP_LOSS,-48.61907800000063,LOSS
2018-02-12,LONG,2018-02-12 02:30:00,7580.4758,7561.438209,7534.492696,7547.9654525000005,7547.9654525000005,32.510347499999625,2018-02-12 07:00:00,7603.028023,TIME_EXIT,22.552222999999685,WIN
2018-02-13,SHORT,2018-02-13 01:45:00,7617.086551,7675.370868,7621.479842,7648.425354999999,7648.425354999999,31.338803999999072,2018-02-13 07:00:00,7621.479842,TIME_EXIT,-4.393290999999408,LOSS
2018-02-14,LONG,2018-02-14 01:00:00,7700.559065,7697.630205,7675.95664,7686.793422500001,7686.793422500001,13.765642499999558,2018-02-14 07:00:00,7718.425112,TIME_EXIT,17.866046999999526,WIN
2018-02-15,LONG,2018-02-15 02:15:00,7893.570948,7887.127456,7819.470787,7853.2991215,7853.2991215,40.271826499999406,2018-02-15 07:00:00,7871.897383,TIME_EXIT,-21.673564999999144,LOSS
2018-02-16,LONG,2018-02-16 02:00:00,8019.80482,8019.219048,7990.809104,8005.0140759999995,8005.0140759999995,14.790744000000814,2018-02-16 05:30:00,8005.0140759999995,STOP_LOSS,-14.790744000000814,LOSS
2018-02-20,SHORT,2018-02-20 03:00:00,7917.294715,7962.399161,7921.395119,7941.89714,7941.89714,24.60242500000004,2018-02-20 07:00:00,7893.863834,TIME_EXIT,23.430881000000227,WIN
2018-02-23,LONG,2018-02-23 01:00:00,7988.17313,7974.700374,7946.29043,7960.4954020000005,7960.4954020000005,27.67772799999966,2018-02-23 07:00:00,7997.838369,TIME_EXIT,9.665238999999929,WIN
2018-02-26,LONG,2018-02-26 02:15:00,8109.42794,8101.812904,8071.93853,8086.875717000001,8086.875717000001,22.552222999998776,2018-02-26 07:00:00,8125.829557,TIME_EXIT,16.401617000000442,WIN
2018-03-01,LONG,2018-03-01 01:15:00,8066.666582,8065.787924,8014.532872,8040.160398,8040.160398,26.50618399999985,2018-03-01 03:30:00,8040.160398,STOP_LOSS,-26.50618399999985,LOSS
2018-03-02,SHORT,2018-03-02 03:45:00,7892.106518,7941.018482,7897.378466,7919.198474000001,7919.198474000001,27.09195600000112,2018-03-02 07:00:00,7832.064885,TIME_EXIT,60.04163299999982,WIN
2018-03-06,LONG,2018-03-06 01:00:00,8085.997059,8076.038934,8056.708458,8066.373696000001,8066.373696000001,19.6233629999997,2018-03-06 07:00:00,8108.842168,TIME_EXIT,22.845108999999866,WIN
2018-03-08,LONG,2018-03-08 01:00:00,8137.837883,8125.243785,8100.348474,8112.7961295000005,8112.7961295000005,25.041753499999686,2018-03-08 07:00:00,8158.047018,TIME_EXIT,20.20913500000006,WIN
2018-03-12,LONG,2018-03-12 02:15:00,8373.759529,8373.175849,8338.155072,8355.6654605,8355.6654605,18.094068500000503,2018-03-12 06:45:00,8355.6654605,STOP_LOSS,-18.094068500000503,LOSS
2018-03-13,LONG,2018-03-13 02:00:00,8366.463534,8364.420655,8348.077626,8356.2491405,8356.2491405,10.21439350000037,2018-03-13 07:00:00,8373.467689,TIME_EXIT,7.004154999998718,WIN
2018-03-14,LONG,2018-03-14 02:30:00,8259.358325,8252.64601,8221.127311,8236.8866605,8236.8866605,22.47166449999895,2018-03-14 07:00:00,8294.087262,TIME_EXIT,34.72893699999986,WIN
2018-03-15,LONG,2018-03-15 02:30:00,8260.525684,8258.482806,8203.325082,8230.903944,8230.903944,29.6217400000005,2018-03-15 05:45:00,8230.903944,STOP_LOSS,-29.6217400000005,LOSS
2018-03-19,SHORT,2018-03-19 01:45:00,8155.463354,8220.543631,8173.265583,8196.904607,8196.904607,41.44125299999996,2018-03-19 07:00:00,8133.575369,TIME_EXIT,21.8879850000003,WIN
2018-03-21,SHORT,2018-03-21 03:15:00,8054.778622,8082.211563,8062.658296,8072.434929499999,8072.434929499999,17.656307499999457,2018-03-21 07:00:00,8040.770311,TIME_EXIT,14.008310999999594,WIN
2018-03-22,SHORT,2018-03-22 01:30:00,8029.680398,8072.28901,8035.517195,8053.9031025,8053.9031025,24.222704499999963,2018-03-22 07:00:00,7951.175491,TIME_EXIT,78.50490700000046,WIN
