date,time,setup_type,candle_830_open,candle_830_high,candle_830_low,candle_830_close,next_candle_open,next_candle_high,next_candle_low,next_candle_close,prev5_max_high,prev5_min_low,year
2022-06-10,08:30:00,bullish_830_to_bearish_breakdown,13793.55329,13848.535067,13713.371532,13802.71692,13802.71692,13818.753271,13678.148831,13698.194271,14126.593949,13743.726055,2022
2022-07-01,08:30:00,bearish_830_to_bullish_breakout,13119.547928,13182.687235,13047.266279,13114.976757,13114.976757,13255.825979,13107.548603,13210.399962,13155.831602,13094.406485,2022
2022-07-06,08:30:00,bearish_830_to_bullish_breakout,13514.382867,13579.236363,13446.386691,13508.383205,13508.097506,13547.809559,13432.387478,13544.38118,13530.096269,13418.388265,2022
2022-07-12,08:30:00,bullish_830_to_bearish_breakdown,13648.946728,13742.655744,13631.804835,13675.516663,13675.802361,13687.801686,13548.952352,13549.23805,13659.517563,13560.094582,2022
2022-07-19,08:30:00,bearish_830_to_bullish_breakout,13782.939193,13805.795051,13714.657319,13736.94178,13736.370384,13798.938294,13705.514976,13789.510252,13786.367572,13692.08716,2022
2022-07-22,08:30:00,bullish_830_to_bearish_breakdown,14406.904104,14455.187103,14360.335294,14420.903317,14421.474713,14511.755351,14372.906016,14375.191602,14420.903317,14388.905116,2022
2022-08-18,08:30:00,bullish_830_to_bearish_breakdown,15417.990102,15425.418256,15353.422305,15424.275463,15423.418368,15430.275126,15361.707553,15373.135482,15470.844273,15407.704966,2022
2022-08-23,08:30:00,bearish_830_to_bullish_breakout,14740.885323,14803.167534,14703.173158,14704.601649,14704.887347,14839.451208,14704.887347,14796.882174,14788.025529,14717.458069,2022
2022-08-25,08:30:00,bearish_830_to_bullish_breakout,14864.87835,14872.592202,14818.30954,14828.023279,14828.023279,14912.304254,14812.881274,14906.304592,14887.734207,14840.022605,2022
2022-10-27,08:30:00,bullish_830_to_bearish_breakdown,12950.772715,13022.336497,12912.718958,12956.736363,12956.736363,12962.700012,12794.865904,12826.672029,13017.224798,12899.371744,2022
2022-11-10,08:30:00,bearish_830_to_bullish_breakout,12900.223694,12943.673133,12801.113535,12850.24264,12850.526623,13011.829116,12847.68679,13007.285384,12907.323276,12277.164416,2022
2022-12-08,08:30:00,bearish_830_to_bullish_breakout,13137.633702,13145.585233,13050.166857,13051.30279,13050.734823,13182.219074,13037.38761,13177.959325,13174.551526,13119.17479,2022
2022-12-20,08:30:00,bearish_830_to_bullish_breakout,12521.923734,12542.168457,12465.407214,12465.969568,12466.250745,12571.692012,12446.849551,12561.56965,12552.571995,12503.647247,2022
2023-01-03,08:30:00,bullish_830_to_bearish_breakdown,12505.615484,12576.472016,12453.316616,12526.422561,12526.984915,12536.8261,12361.934184,12364.745951,12530.077858,12463.157801,2023
2023-01-17,08:30:00,bearish_830_to_bullish_breakout,13045.193597,13069.655971,12989.801784,13022.418283,13022.980636,13077.247742,13022.980636,13063.188906,13051.379484,12988.395901,2023
2023-02-07,08:30:00,bullish_830_to_bearish_breakdown,14063.334474,14105.792158,14046.182695,14094.826266,14095.669796,14119.850993,14046.745048,14056.305056,14123.225114,14057.71094,2023
2023-02-08,08:30:00,bullish_830_to_bearish_breakdown,14299.241736,14342.261773,14265.500531,14331.577058,14332.701765,14337.762946,14241.60051,14282.371133,14324.828817,14283.214664,2023
2023-03-22,08:30:00,bearish_830_to_bullish_breakout,14331.023957,14339.651906,14307.088355,14326.01418,14325.457538,14356.629484,14318.499514,14342.435116,14335.198771,14289.275815,2023
2023-03-30,08:30:00,bearish_830_to_bullish_breakout,14544.774445,14561.195381,14513.88082,14525.5703,14525.291979,14563.143628,14518.890597,14560.91706,14555.907283,14496.903242,2023
2023-04-21,08:30:00,bullish_830_to_bearish_breakdown,14536.981459,14555.072321,14515.272425,14542.269557,14542.269557,14550.897506,14466.566259,14467.957864,14557.85553,14510.540969,2023
2023-04-25,08:30:00,bullish_830_to_bearish_breakdown,14459.608235,14489.666898,14449.032039,14486.605367,14486.883688,14489.945219,14434.837671,14449.588681,14488.831935,14457.103347,2023
2023-04-26,08:30:00,bearish_830_to_bullish_breakout,14417.303451,14424.818117,14360.525978,14373.607062,14373.607062,14433.446066,14369.710569,14428.992931,14426.488042,14376.668593,2023
2023-05-01,08:30:00,bearish_830_to_bullish_breakout,14807.509421,14824.486999,14790.810164,14806.674458,14806.674458,14838.124725,14799.716434,14818.363938,14816.415691,14790.253522,2023
2023-05-12,08:30:00,bullish_830_to_bearish_breakdown,14993.706135,15015.136848,14985.634828,14997.324308,14997.602629,15000.94248,14961.420905,14964.760757,15001.499122,14977.841841,2023
2023-05-15,08:30:00,bullish_830_to_bearish_breakdown,14936.650341,14939.711871,14908.261604,14937.206983,14937.206983,14949.453104,14889.33578,14892.39731,14958.916017,14931.918885,2023
2023-05-30,08:30:00,bullish_830_to_bearish_breakdown,16153.747848,16208.855396,16115.896199,16167.663896,16167.663896,16173.508636,16062.180256,16079.157834,16220.544876,16152.077923,2023
2023-06-02,08:30:00,bullish_830_to_bearish_breakdown,16190.764535,16284.837015,16190.486214,16259.231488,16259.509809,16265.63287,16112.834669,16122.01926,16196.609275,16135.378666,2023
2023-07-12,08:30:00,bearish_830_to_bullish_breakout,16973.155569,16993.230428,16949.230738,16972.880571,16972.880571,17016.880262,16968.205604,17008.905318,16981.680509,16829.881577,2023
2023-07-24,08:30:00,bullish_830_to_bearish_breakdown,17136.229422,17180.50411,17131.279457,17162.904234,17162.904234,17172.804165,17032.005155,17056.479983,17143.379372,17118.629546,2023
2023-07-31,08:30:00,bullish_830_to_bearish_breakdown,17445.877243,17486.851955,17429.927355,17472.827053,17472.552055,17495.376895,17385.652667,17410.677491,17484.65197,17441.477274,2023
2023-08-30,08:30:00,bearish_830_to_bullish_breakout,16957.755678,16992.405434,16925.030908,16950.880726,16951.155724,17024.580207,16935.480834,17011.3803,16996.805403,16942.080788,2023
2023-09-26,08:30:00,bullish_830_to_bearish_breakdown,16101.208365,16124.287669,16077.042977,16105.009662,16104.46662,16109.625523,16034.957188,16044.188909,16174.247574,16095.777941,2023
2023-09-29,08:30:00,bearish_830_to_bullish_breakout,16292.902347,16308.922099,16266.021746,16283.942147,16283.942147,16339.332476,16280.14085,16326.570978,16301.862547,16238.05506,2023
