Datetime,Open,High,Low,Close,Volume,Swing_High,Swing_Low,FVG_Bullish_Top,FVG_Bullish_Bottom,FVG_Bullish_Mean,FVG_Bearish_Top,FVG_Bearish_Bottom,FVG_Bearish_Mean,MSS_Bullish,MSS_Bearish,OB_Bullish_High,OB_Bullish_Low,OB_Bearish_High,OB_Bearish_Low
2024-01-01 22:15:00-05:00,18228.231041,18230.107063,18222.334973,18229.83906,1897,0.0,0.0,,,,18251.815314,18230.107063,18240.961188499998,0,0,,,,
2024-01-01 22:30:00-05:00,18230.107063,18230.107063,18214.026877,18220.458951,1762,0.0,0.0,,,,,,,0,1,,,,
2024-01-01 22:45:00-05:00,18220.190948,18223.942991,18211.346846,18218.314926,1540,0.0,0.0,,,,,,,0,0,,,,
2024-01-01 23:00:00-05:00,18218.314926,18220.726954,18207.862805,18210.00683,1156,0.0,0.0,,,,,,,0,1,,,,
2024-01-01 23:15:00-05:00,18210.00683,18218.314926,18205.450777,18209.470824,1416,0.0,18205.450777,,,,,,,0,0,,,,
2024-01-01 23:30:00-05:00,18209.470824,18221.530964,18208.666815,18218.582929,1363,18221.530964,0.0,,,,,,,0,0,,,,
2024-01-01 23:45:00-05:00,18218.046923,18219.118936,18190.174601,18193.122635,2593,0.0,0.0,,,,,,,0,1,,,,
2024-01-02 00:00:00-05:00,18192.854632,18199.018703,18151.046148,18152.654166,5206,0.0,0.0,,,,18208.666815,18199.018703,18203.842759,0,1,,,18221.530964,18208.666815
2024-01-02 00:15:00-05:00,18152.11816,18153.726179,18090.477446,18092.889474,7994,0.0,0.0,,,,18190.174601,18153.726179,18171.950389999998,0,1,,,18221.530964,18208.666815
2024-01-02 00:30:00-05:00,18093.157477,18097.71353,18058.317074,18078.149304,5628,0.0,18058.317074,,,,18151.046148,18097.71353,18124.379839,0,0,,,,
2024-01-02 00:45:00-05:00,18078.149304,18093.961487,18076.005279,18089.94144,3372,0.0,0.0,,,,,,,0,0,,,,
2024-01-02 01:00:00-05:00,18090.477446,18093.42548,18060.729102,18084.045372,4593,0.0,18060.729102,,,,,,,0,0,,,,
2024-01-02 01:15:00-05:00,18084.045372,18085.117384,18064.481145,18074.129257,3206,0.0,0.0,,,,,,,0,0,,,,
2024-01-02 01:30:00-05:00,18073.325248,18077.613297,18064.213142,18064.213142,2340,0.0,0.0,,,,,,,0,0,,,,
2024-01-02 01:45:00-05:00,18065.017151,18070.645217,18028.032723,18035.000804,6378,0.0,18028.032723,,,,,,,0,0,,,,
2024-01-02 02:00:00-05:00,18034.464798,18044.112909,18030.444751,18031.784767,4057,0.0,0.0,,,,18064.213142,18044.112909,18054.1630255,0,0,,,,
2024-01-02 02:15:00-05:00,18032.320773,18043.3089,18028.032723,18039.556857,4047,0.0,18028.032723,,,,,,,0,0,,,,
2024-01-02 02:30:00-05:00,18039.556857,18063.945139,18033.124782,18058.317074,7966,0.0,0.0,,,,,,,0,0,,,,
2024-01-02 02:45:00-05:00,18058.049071,18069.305201,18051.616996,18066.62517,3991,0.0,0.0,18051.616996,18043.3089,18047.462948,,,,0,0,,,,
2024-01-02 03:00:00-05:00,18066.62517,18080.293328,18046.79294,18075.469272,6694,0.0,18046.79294,,,,,,,0,0,,,,
2024-01-02 03:15:00-05:00,18075.469272,18093.157477,18074.129257,18076.273282,8217,18093.157477,0.0,18074.129257,18069.305201,18071.717229,,,,0,0,,,,
2024-01-02 03:30:00-05:00,18076.005279,18088.601425,17975.236112,17985.956236,48102,0.0,0.0,,,,,,,0,1,,,,
