strategy,direction,entry_datetime,entry_price,stop_loss,take_profit,exit_datetime,exit_price,pnl,outcome,fvg_timeframe
A: Swing Sweep,LONG,2024-02-28 02:45:00,19238.334736,19218.334736,19278.334736,2024-02-28 03:15:00,19218.334736,-20.0,LOSS,
A: Swing Sweep,LONG,2024-02-28 03:45:00,19186.610137,19166.610137,19226.610137,2024-02-28 04:30:00,19226.610137,40.0,WIN,
A: Swing Sweep,LONG,2024-02-29 01:00:00,19190.36218,19170.36218,19230.36218,2024-02-29 02:00:00,19170.36218,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-04 02:00:00,19682.147874,19702.147874,19642.147874,2024-03-04 04:15:00,19642.147874,40.0,WIN,
A: Swing Sweep,SHORT,2024-03-04 03:00:00,19679.19984,19699.19984,19639.19984,2024-03-04 03:05:00,19699.19984,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-04 03:30:00,19661.511635,19641.511635,19701.511635,2024-03-04 04:15:00,19641.511635,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-05 01:30:00,19474.177466,19454.177466,19514.177466,2024-03-05 02:45:00,19454.177466,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-05 02:45:00,19468.817404,19448.817404,19508.817404,2024-03-05 02:45:00,19448.817404,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-05 02:45:00,19453.273224,19433.273224,19493.273224,2024-03-05 03:45:00,19433.273224,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-05 03:15:00,19455.685252,19435.685252,19495.685252,2024-03-05 03:45:00,19435.685252,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-05 03:30:00,19446.037141,19426.037141,19486.037141,2024-03-05 04:00:00,19426.037141,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-06 01:45:00,19299.439443,19319.439443,19259.439443,2024-03-06 02:15:00,19319.439443,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-06 02:30:00,19324.631735,19344.631735,19284.631735,2024-03-06 03:00:00,19344.631735,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-07 03:30:00,19355.452092,19375.452092,19315.452092,2024-03-07 03:45:00,19375.452092,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-08 02:15:00,19634.711325,19654.711325,19594.711325,2024-03-08 02:15:00,19654.711325,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-11 02:00:00,19332.135822,19352.135822,19292.135822,2024-03-11 03:00:00,19292.135822,40.0,WIN,
A: Swing Sweep,LONG,2024-03-11 03:15:00,19297.563422,19277.563422,19337.563422,2024-03-11 03:15:00,19277.563422,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-12 03:00:00,19362.354288,19382.354288,19322.354288,2024-03-12 03:00:00,19382.354288,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-13 03:00:00,19544.521646,19564.521646,19504.521646,2024-03-13 03:00:00,19564.521646,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-13 03:30:00,19512.265597,19492.265597,19552.265597,2024-03-13 07:15:00,19492.265597,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-13 03:45:00,19523.898926,19503.898926,19563.898926,2024-03-13 03:50:00,19503.898926,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-14 01:00:00,19445.373955,19465.373955,19405.373955,2024-03-14 03:00:00,19465.373955,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-14 01:15:00,19443.523198,19463.523198,19403.523198,2024-03-14 03:00:00,19463.523198,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-14 02:00:00,19440.614865,19460.614865,19400.614865,2024-03-14 03:00:00,19460.614865,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-14 03:00:00,19459.651222,19479.651222,19419.651222,2024-03-14 03:00:00,19479.651222,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-14 03:15:00,19473.92849,19493.92849,19433.92849,2024-03-14 07:30:00,19433.92849,40.0,WIN,
A: Swing Sweep,SHORT,2024-03-15 03:00:00,19295.72704,19315.72704,19255.72704,2024-03-15 03:45:00,19315.72704,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-15 03:15:00,19294.40507,19314.40507,19254.40507,2024-03-15 03:45:00,19314.40507,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-15 03:45:00,19310.533095,19330.533095,19270.533095,2024-03-15 04:30:00,19330.533095,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-18 02:15:00,19194.992985,19214.992985,19154.992985,2024-03-18 02:20:00,19214.992985,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-18 03:00:00,19212.442979,19232.442979,19172.442979,2024-03-18 03:45:00,19232.442979,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-18 03:15:00,19190.49829,19210.49829,19150.49829,2024-03-18 03:15:00,19210.49829,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-19 03:45:00,19272.195988,19292.195988,19232.195988,2024-03-19 03:50:00,19292.195988,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-20 01:15:00,19300.221735,19320.221735,19260.221735,2024-03-20 02:00:00,19320.221735,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-20 02:00:00,19310.533095,19330.533095,19270.533095,2024-03-20 02:00:00,19330.533095,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-21 01:30:00,19696.019317,19716.019317,19656.019317,2024-03-21 02:15:00,19716.019317,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-21 02:45:00,19734.356425,19754.356425,19694.356425,2024-03-21 03:15:00,19694.356425,40.0,WIN,
A: Swing Sweep,SHORT,2024-03-22 03:30:00,19657.153423,19677.153423,19617.153423,2024-03-22 04:15:00,19677.153423,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-22 03:30:00,19661.11933,19681.11933,19621.11933,2024-03-22 06:30:00,19621.11933,40.0,WIN,
A: Swing Sweep,SHORT,2024-03-22 03:45:00,19662.176906,19682.176906,19622.176906,2024-03-22 06:30:00,19622.176906,40.0,WIN,
A: Swing Sweep,SHORT,2024-03-22 03:45:00,19664.027663,19684.027663,19624.027663,2024-03-22 06:30:00,19624.027663,40.0,WIN,
A: Swing Sweep,LONG,2024-03-25 01:15:00,19605.596623,19585.596623,19645.596623,2024-03-25 04:45:00,19585.596623,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-26 02:00:00,19668.257964,19688.257964,19628.257964,2024-03-26 06:00:00,19688.257964,-20.0,LOSS,
A: Swing Sweep,LONG,2024-03-27 02:15:00,19546.636796,19526.636796,19586.636796,2024-03-27 03:45:00,19586.636796,40.0,WIN,
A: Swing Sweep,LONG,2024-03-27 02:30:00,19538.969375,19518.969375,19578.969375,2024-03-27 03:45:00,19578.969375,40.0,WIN,
A: Swing Sweep,LONG,2024-03-27 02:45:00,19542.935283,19522.935283,19582.935283,2024-03-27 03:45:00,19582.935283,40.0,WIN,
A: Swing Sweep,LONG,2024-03-28 02:00:00,19552.982249,19532.982249,19592.982249,2024-03-28 04:15:00,19532.982249,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-03-28 03:00:00,19566.995122,19586.995122,19526.995122,2024-03-28 04:30:00,19526.995122,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-02 01:45:00,19543.728464,19563.728464,19503.728464,2024-04-02 02:00:00,19563.728464,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-02 02:00:00,19555.097399,19575.097399,19515.097399,2024-04-02 02:15:00,19515.097399,40.0,WIN,
A: Swing Sweep,LONG,2024-04-02 02:30:00,19520.461806,19500.461806,19560.461806,2024-04-02 03:00:00,19560.461806,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-02 03:00:00,19555.890581,19575.890581,19515.890581,2024-04-02 03:15:00,19575.890581,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-03 01:00:00,19327.718694,19307.718694,19367.718694,2024-04-03 05:30:00,19307.718694,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-04 01:15:00,19481.067123,19461.067123,19521.067123,2024-04-04 03:30:00,19521.067123,40.0,WIN,
A: Swing Sweep,LONG,2024-04-04 02:00:00,19489.263332,19469.263332,19529.263332,2024-04-04 07:30:00,19529.263332,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-05 01:00:00,19154.540727,19174.540727,19114.540727,2024-04-05 02:15:00,19174.540727,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-05 01:30:00,19161.679361,19181.679361,19121.679361,2024-04-05 02:15:00,19181.679361,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-05 03:00:00,19170.668752,19190.668752,19130.668752,2024-04-05 03:05:00,19190.668752,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-08 02:15:00,19357.859593,19377.859593,19317.859593,2024-04-08 02:20:00,19377.859593,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-08 02:30:00,19381.390645,19401.390645,19341.390645,2024-04-08 03:15:00,19341.390645,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-08 02:45:00,19378.482312,19398.482312,19338.482312,2024-04-08 02:50:00,19398.482312,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-08 03:15:00,19325.33915,19305.33915,19365.33915,2024-04-08 03:20:00,19305.33915,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-09 01:30:00,19377.424737,19397.424737,19337.424737,2024-04-09 02:45:00,19337.424737,40.0,WIN,
A: Swing Sweep,LONG,2024-04-09 02:45:00,19344.904294,19324.904294,19384.904294,2024-04-09 02:45:00,19324.904294,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-10 02:30:00,19445.638348,19465.638348,19405.638348,2024-04-10 03:45:00,19465.638348,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-10 02:45:00,19449.604256,19469.604256,19409.604256,2024-04-10 04:00:00,19469.604256,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-11 01:15:00,19258.976295,19278.976295,19218.976295,2024-04-11 03:45:00,19218.976295,40.0,WIN,
A: Swing Sweep,LONG,2024-04-12 01:00:00,19552.189067,19532.189067,19592.189067,2024-04-12 02:45:00,19532.189067,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-12 01:30:00,19565.937547,19585.937547,19525.937547,2024-04-12 03:00:00,19525.937547,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-12 01:45:00,19562.500427,19582.500427,19522.500427,2024-04-12 03:00:00,19522.500427,40.0,WIN,
A: Swing Sweep,LONG,2024-04-12 02:30:00,19537.118618,19517.118618,19577.118618,2024-04-12 03:45:00,19517.118618,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-12 02:45:00,19537.383012,19517.383012,19577.383012,2024-04-12 03:45:00,19517.383012,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-12 02:45:00,19532.623923,19512.623923,19572.623923,2024-04-12 03:45:00,19512.623923,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-12 03:45:00,19526.27847,19506.27847,19566.27847,2024-04-12 03:45:00,19506.27847,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-15 01:30:00,19315.556578,19335.556578,19275.556578,2024-04-15 02:00:00,19335.556578,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-16 02:15:00,18895.699155,18915.699155,18855.699155,2024-04-16 04:45:00,18855.699155,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-16 03:00:00,18910.240817,18930.240817,18870.240817,2024-04-16 04:45:00,18870.240817,40.0,WIN,
A: Swing Sweep,SHORT,2024-04-18 01:15:00,18779.894652,18799.894652,18739.894652,2024-04-18 03:15:00,18739.894652,40.0,WIN,
A: Swing Sweep,LONG,2024-04-18 03:15:00,18751.075723,18731.075723,18791.075723,2024-04-18 03:20:00,18731.075723,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-19 01:15:00,18400.225094,18420.225094,18360.225094,2024-04-19 01:30:00,18420.225094,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-19 01:45:00,18429.308417,18449.308417,18389.308417,2024-04-19 02:00:00,18449.308417,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-19 02:00:00,18429.308417,18449.308417,18389.308417,2024-04-19 02:00:00,18449.308417,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-22 01:45:00,18296.582708,18316.582708,18256.582708,2024-04-22 02:15:00,18256.582708,40.0,WIN,
A: Swing Sweep,LONG,2024-04-22 03:00:00,18249.25621,18229.25621,18289.25621,2024-04-22 03:05:00,18229.25621,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-23 02:00:00,18349.72587,18369.72587,18309.72587,2024-04-23 02:45:00,18369.72587,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-23 02:30:00,18355.806928,18375.806928,18315.806928,2024-04-23 03:00:00,18375.806928,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-23 02:45:00,18363.209956,18383.209956,18323.209956,2024-04-23 03:00:00,18383.209956,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-23 03:15:00,18393.350854,18413.350854,18353.350854,2024-04-23 05:30:00,18413.350854,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-24 02:15:00,18743.93709,18723.93709,18783.93709,2024-04-24 03:30:00,18723.93709,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-24 02:30:00,18736.269668,18716.269668,18776.269668,2024-04-24 03:45:00,18716.269668,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-24 03:30:00,18737.327244,18717.327244,18777.327244,2024-04-24 03:45:00,18717.327244,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-25 01:00:00,18433.803112,18413.803112,18473.803112,2024-04-25 01:30:00,18413.803112,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-25 01:30:00,18430.89478,18410.89478,18470.89478,2024-04-25 01:30:00,18410.89478,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-25 03:15:00,18482.451579,18502.451579,18442.451579,2024-04-25 03:30:00,18502.451579,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-25 03:45:00,18511.270508,18531.270508,18471.270508,2024-04-25 04:30:00,18531.270508,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-26 01:45:00,18796.287071,18816.287071,18756.287071,2024-04-26 01:45:00,18816.287071,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-26 02:00:00,18777.515108,18757.515108,18817.515108,2024-04-26 02:05:00,18757.515108,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-04-29 01:00:00,18942.761259,18962.761259,18902.761259,2024-04-29 04:45:00,18902.761259,40.0,WIN,
A: Swing Sweep,LONG,2024-04-29 01:45:00,18921.609752,18901.609752,18961.609752,2024-04-29 04:45:00,18901.609752,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-29 02:00:00,18922.667327,18902.667327,18962.667327,2024-04-29 04:45:00,18902.667327,-20.0,LOSS,
A: Swing Sweep,LONG,2024-04-29 02:45:00,18921.345358,18901.345358,18961.345358,2024-04-29 04:45:00,18901.345358,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-01 01:00:00,18509.155357,18489.155357,18549.155357,2024-05-01 01:30:00,18489.155357,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-01 01:45:00,18492.762939,18472.762939,18532.762939,2024-05-01 01:55:00,18472.762939,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-01 02:45:00,18473.197795,18453.197795,18513.197795,2024-05-01 04:00:00,18453.197795,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-02 02:00:00,18548.814434,18528.814434,18588.814434,2024-05-02 02:00:00,18528.814434,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-02 03:00:00,18598.256082,18618.256082,18558.256082,2024-05-02 05:00:00,18618.256082,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-02 03:15:00,18594.818962,18614.818962,18554.818962,2024-05-02 05:00:00,18614.818962,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-03 01:00:00,18775.928745,18755.928745,18815.928745,2024-05-03 01:15:00,18755.928745,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-03 01:15:00,18764.559809,18744.559809,18804.559809,2024-05-03 02:00:00,18744.559809,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-03 02:00:00,18756.099206,18736.099206,18796.099206,2024-05-03 05:00:00,18796.099206,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-06 01:45:00,19055.65743,19075.65743,19015.65743,2024-05-06 04:15:00,19075.65743,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-06 02:15:00,19059.623338,19079.623338,19019.623338,2024-05-06 04:15:00,19079.623338,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-06 03:30:00,19067.290759,19087.290759,19027.290759,2024-05-06 05:00:00,19087.290759,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-07 02:00:00,19233.065699,19253.065699,19193.065699,2024-05-07 08:00:00,19253.065699,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-07 02:15:00,19224.86949,19204.86949,19264.86949,2024-05-07 03:00:00,19204.86949,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-08 02:00:00,19253.952812,19273.952812,19213.952812,2024-05-08 06:00:00,19213.952812,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-08 02:15:00,19257.125538,19277.125538,19217.125538,2024-05-08 06:00:00,19217.125538,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-08 02:15:00,19255.803569,19275.803569,19215.803569,2024-05-08 06:00:00,19215.803569,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-08 03:15:00,19259.769477,19279.769477,19219.769477,2024-05-08 06:00:00,19219.769477,40.0,WIN,
A: Swing Sweep,LONG,2024-05-09 01:30:00,19191.291472,19171.291472,19231.291472,2024-05-09 02:30:00,19171.291472,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-09 02:00:00,19193.142229,19173.142229,19233.142229,2024-05-09 02:15:00,19173.142229,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-09 02:30:00,19181.244506,19161.244506,19221.244506,2024-05-09 04:15:00,19161.244506,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-10 01:15:00,19286.208861,19306.208861,19246.208861,2024-05-10 01:45:00,19306.208861,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-13 01:00:00,19346.755051,19366.755051,19306.755051,2024-05-13 06:00:00,19366.755051,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-14 01:00:00,19334.328541,19354.328541,19294.328541,2024-05-14 03:15:00,19354.328541,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-14 02:15:00,19347.019445,19367.019445,19307.019445,2024-05-14 07:30:00,19307.019445,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-14 03:30:00,19352.307322,19372.307322,19312.307322,2024-05-14 07:30:00,19312.307322,40.0,WIN,
A: Swing Sweep,LONG,2024-05-15 01:00:00,19476.04364,19456.04364,19516.04364,2024-05-15 02:30:00,19456.04364,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-15 02:45:00,19455.949708,19435.949708,19495.949708,2024-05-15 07:30:00,19495.949708,40.0,WIN,
A: Swing Sweep,LONG,2024-05-16 01:00:00,19790.936707,19770.936707,19830.936707,2024-05-16 07:30:00,19770.936707,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-17 02:45:00,19721.136733,19701.136733,19761.136733,2024-05-17 03:00:00,19701.136733,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-17 03:15:00,19695.49053,19675.49053,19735.49053,2024-05-17 05:15:00,19735.49053,40.0,WIN,
A: Swing Sweep,LONG,2024-05-20 02:00:00,19739.115514,19719.115514,19779.115514,2024-05-20 07:30:00,19719.115514,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-20 02:30:00,19739.379908,19719.379908,19779.379908,2024-05-20 07:30:00,19719.379908,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-20 03:30:00,19730.126123,19710.126123,19770.126123,2024-05-20 08:30:00,19710.126123,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-21 02:00:00,19827.951845,19807.951845,19867.951845,2024-05-21 04:30:00,19807.951845,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-21 02:15:00,19834.297297,19854.297297,19794.297297,2024-05-21 07:45:00,19794.297297,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-21 02:45:00,19834.826085,19854.826085,19794.826085,2024-05-21 07:45:00,19794.826085,40.0,WIN,
A: Swing Sweep,LONG,2024-05-21 03:45:00,19820.813211,19800.813211,19860.813211,2024-05-21 07:30:00,19800.813211,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-22 02:15:00,19877.393494,19857.393494,19917.393494,2024-05-22 04:30:00,19857.393494,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-22 02:30:00,19883.738946,19863.738946,19923.738946,2024-05-22 04:15:00,19863.738946,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-22 03:45:00,19874.749555,19854.749555,19914.749555,2024-05-22 04:30:00,19854.749555,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-24 01:15:00,19777.981409,19757.981409,19817.981409,2024-05-24 03:30:00,19817.981409,40.0,WIN,
A: Swing Sweep,LONG,2024-05-24 01:45:00,19769.256412,19749.256412,19809.256412,2024-05-24 03:30:00,19809.256412,40.0,WIN,
A: Swing Sweep,LONG,2024-05-24 02:00:00,19766.083686,19746.083686,19806.083686,2024-05-24 03:30:00,19806.083686,40.0,WIN,
A: Swing Sweep,LONG,2024-05-24 02:15:00,19768.727624,19748.727624,19808.727624,2024-05-24 03:30:00,19808.727624,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-24 03:15:00,19794.373827,19814.373827,19754.373827,2024-05-24 03:30:00,19814.373827,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-24 03:45:00,19814.732153,19834.732153,19774.732153,2024-05-24 06:00:00,19834.732153,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-27 01:15:00,19955.389677,19975.389677,19915.389677,2024-05-27 01:45:00,19975.389677,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-27 01:45:00,19971.517702,19991.517702,19931.517702,2024-05-27 08:30:00,19991.517702,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-27 01:45:00,19973.104065,19993.104065,19933.104065,2024-05-27 08:30:00,19993.104065,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-28 01:45:00,20025.982833,20045.982833,19985.982833,2024-05-28 03:00:00,20045.982833,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-28 02:00:00,20029.155559,20049.155559,19989.155559,2024-05-28 03:00:00,20049.155559,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-28 02:00:00,20007.475264,20027.475264,19967.475264,2024-05-28 02:05:00,20027.475264,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-28 03:30:00,20063.791153,20083.791153,20023.791153,2024-05-28 05:15:00,20023.791153,40.0,WIN,
A: Swing Sweep,LONG,2024-05-29 01:00:00,19949.308619,19929.308619,19989.308619,2024-05-29 03:00:00,19929.308619,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-29 02:30:00,19942.698773,19922.698773,19982.698773,2024-05-29 03:00:00,19922.698773,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-29 02:45:00,19935.824533,19915.824533,19975.824533,2024-05-29 03:00:00,19915.824533,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-29 03:15:00,19915.201813,19895.201813,19955.201813,2024-05-29 03:30:00,19895.201813,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-29 03:30:00,19895.372275,19875.372275,19935.372275,2024-05-29 07:30:00,19875.372275,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-30 01:45:00,19735.149606,19715.149606,19775.149606,2024-05-30 02:30:00,19775.149606,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-30 02:45:00,19774.808683,19794.808683,19734.808683,2024-05-30 03:30:00,19794.808683,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-05-30 03:15:00,19788.028375,19808.028375,19748.028375,2024-05-30 03:30:00,19808.028375,-20.0,LOSS,
A: Swing Sweep,LONG,2024-05-31 02:30:00,19595.02087,19575.02087,19635.02087,2024-05-31 03:15:00,19635.02087,40.0,WIN,
A: Swing Sweep,SHORT,2024-05-31 03:30:00,19629.920857,19649.920857,19589.920857,2024-05-31 05:15:00,19589.920857,40.0,WIN,
A: Swing Sweep,LONG,2024-06-03 02:30:00,19705.273102,19685.273102,19745.273102,2024-06-03 03:30:00,19745.273102,40.0,WIN,
A: Swing Sweep,SHORT,2024-06-03 03:30:00,19728.53976,19748.53976,19688.53976,2024-06-03 03:35:00,19748.53976,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-06-03 03:45:00,19741.495058,19761.495058,19701.495058,2024-06-03 06:15:00,19761.495058,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-04 01:45:00,19669.315539,19649.315539,19709.315539,2024-06-04 02:00:00,19649.315539,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-04 03:30:00,19641.025398,19621.025398,19681.025398,2024-06-04 03:45:00,19621.025398,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-05 01:45:00,19806.535944,19786.535944,19846.535944,2024-06-05 02:00:00,19786.535944,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-05 02:00:00,19802.83443,19782.83443,19842.83443,2024-06-05 02:00:00,19782.83443,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-06 01:15:00,20179.86005,20159.86005,20219.86005,2024-06-06 07:15:00,20219.86005,40.0,WIN,
A: Swing Sweep,LONG,2024-06-06 01:30:00,20180.653231,20160.653231,20220.653231,2024-06-06 07:15:00,20220.653231,40.0,WIN,
A: Swing Sweep,SHORT,2024-06-07 01:45:00,20189.113834,20209.113834,20149.113834,2024-06-07 07:30:00,20209.113834,-20.0,LOSS,
A: Swing Sweep,SHORT,2024-06-07 02:00:00,20192.022167,20212.022167,20152.022167,2024-06-07 06:15:00,20152.022167,40.0,WIN,
A: Swing Sweep,LONG,2024-06-07 02:30:00,20181.710807,20161.710807,20221.710807,2024-06-07 06:00:00,20161.710807,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-07 02:45:00,20179.066868,20159.066868,20219.066868,2024-06-07 06:00:00,20159.066868,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-10 01:00:00,20126.981281,20106.981281,20166.981281,2024-06-10 01:30:00,20106.981281,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-10 01:30:00,20113.497195,20093.497195,20153.497195,2024-06-10 02:00:00,20093.497195,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-10 02:00:00,20115.347952,20095.347952,20155.347952,2024-06-10 02:00:00,20095.347952,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-10 03:45:00,20090.759325,20070.759325,20130.759325,2024-06-10 04:15:00,20070.759325,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-11 03:15:00,20182.768382,20162.768382,20222.768382,2024-06-11 03:45:00,20162.768382,-20.0,LOSS,
A: Swing Sweep,LONG,2024-06-12 02:15:00,20357.797106,20337.797106,20397.797106,2024-06-12 07:15:00,20397.797106,40.0,WIN,
A: Swing Sweep,SHORT,2024-06-13 01:45:00,20781.091648,20801.091648,20741.091648,2024-06-13 02:15:00,20801.091648,-20.0,LOSS,
