entry_time,entry_price,sl_price,tp_price,exit_time,exit_price,outcome,pnl_points,risk_points,reward_points,rr_ratio,session_date,sweep_high,mss_low,equity,cumulative_pnl
2024-05-09 04:15:00,19167.231632000003,19193.383139,19146.080125,2024-05-09 05:20:00,19193.383139,loss,-26.151506999998674,26.151506999998674,21.15150700000231,0.8088064293963397,2024-05-09,19188.383139,19146.080125,99133.38718628621,-866.6128137137857
2024-05-09 04:15:00,19167.231632000003,19193.383139,19146.080125,2024-05-09 05:20:00,19193.383139,loss,-26.151506999998674,26.151506999998674,21.15150700000231,0.8088064293963397,2024-05-09,19188.383139,19146.080125,98142.05331442335,-1857.9466855766514
2024-06-20 06:35:00,21218.510764,21248.822464,21193.199064,2024-06-20 06:40:00,21193.199064,win,25.311699999998382,30.31170000000202,25.311699999998382,0.8350471929979743,2024-06-20,21243.822464,21193.199064,98961.58577577601,-1038.4142242239905
2024-06-20 06:35:00,21216.5536735,21244.908283,21193.199064,2024-06-20 06:40:00,21193.199064,win,23.354609499998332,28.35460950000197,23.354609499998332,0.8236618282468926,2024-06-20,21239.908283,21193.199064,99776.69458243888,-223.3054175611178
2024-06-26 06:30:00,20898.591756,20946.64774,20855.535772,2024-06-26 07:10:00,20855.535772,win,43.055984000002354,48.055983999998716,43.055984000002354,0.8959546848526398,2024-06-26,20941.64774,20855.535772,100670.64855194135,670.6485519413545
2024-07-25 04:45:00,20011.3775425,20048.995712,19978.759373,2024-07-25 04:55:00,19978.759373,win,32.61816949999775,37.618169500001386,32.61816949999775,0.867085505050865,2024-07-25,20043.995712,19978.759373,101543.54915337593,1543.549153375934
2024-08-01 02:55:00,20492.6912535,20526.26477,20464.117737,2024-08-01 03:00:00,20464.117737,win,28.57351650000055,33.57351650000055,28.57351650000055,0.8510730920903112,2024-08-01,20521.26477,20464.117737,102407.75897697381,2407.7589769738115
2024-08-01 03:05:00,20465.4224635,20523.655316,20417.669463,2024-08-01 03:10:00,20417.669463,win,47.75300050000078,58.23285250000117,47.75300050000078,0.8200354001205732,2024-08-01,20518.655316,20412.189611,103247.53885305516,3247.5388530551572
2024-08-05 04:20:00,18574.612406,18614.840029,18539.384783,2024-08-05 04:25:00,18539.384783,win,35.22762299999886,40.22762299999886,35.22762299999886,0.8757072969486628,2024-08-05,18609.840029,18539.384783,104151.68508471127,4151.6850847112655
2024-08-06 02:50:00,19056.708953499998,19093.935705,19024.482202,2024-08-06 03:05:00,19024.482202,win,32.2267514999985,37.22675150000214,32.2267514999985,0.8656879851575727,2024-08-06,19088.935705,19024.482202,105053.31370882876,5053.313708828762
2024-08-13 05:05:00,19559.6811295,19589.992829,19534.36943,2024-08-13 05:10:00,19534.36943,win,25.31169950000185,30.311699499998213,25.31169950000185,0.8350471902772506,2024-08-13,19584.992829,19534.36943,105930.55845324749,5930.5584532474895
2024-08-13 05:05:00,19556.8107305,19584.252031,19534.36943,2024-08-13 05:10:00,19534.36943,win,22.4413005000024,27.44130049999876,22.4413005000024,0.8177928921409323,2024-08-13,19579.252031,19534.36943,106796.85103088335,6796.85103088335
2024-08-13 05:05:00,19556.8107305,19584.252031,19534.36943,2024-08-13 05:10:00,19534.36943,win,22.4413005000024,27.44130049999876,22.4413005000024,0.8177928921409323,2024-08-13,19579.252031,19534.36943,107670.22808764425,7670.228087644253
2024-08-13 05:05:00,19556.8107305,19584.252031,19534.36943,2024-08-13 05:10:00,19534.36943,win,22.4413005000024,27.44130049999876,22.4413005000024,0.8177928921409323,2024-08-13,19579.252031,19534.36943,108550.74755989693,8550.747559896932
2024-08-13 05:05:00,19556.8107305,19584.252031,19534.36943,2024-08-13 05:10:00,19534.36943,win,22.4413005000024,27.44130049999876,22.4413005000024,0.8177928921409323,2024-08-13,19579.252031,19534.36943,109438.46785780761,9438.467857807613
2024-08-16 06:55:00,20425.497824,20450.851562,20405.144086,2024-08-16 07:00:00,20405.144086,win,20.353737999997975,25.353738000001613,20.353737999997975,0.802790420883764,2024-08-16,20445.851562,20405.144086,110317.02939453204,10317.029394532045
2024-09-09 05:45:00,19441.211937,19467.087566,19420.336308,2024-09-09 05:50:00,19420.336308,win,20.8756289999983,25.8756289999983,20.8756289999983,0.8067679823357984,2024-09-09,19462.087566,19420.336308,111207.0318667511,11207.031866751102
2024-10-02 06:05:00,20576.996944,20606.624612,20552.369276,2024-10-02 07:35:00,20606.624612,loss,-29.627668000000995,29.627668000000995,24.627667999997357,0.8312388271664355,2024-10-02,20601.624612,20552.369276,110094.9615480836,10094.961548083593
2024-10-02 06:05:00,20576.996944,20606.624612,20552.369276,2024-10-02 07:35:00,20606.624612,loss,-29.627668000000995,29.627668000000995,24.627667999997357,0.8312388271664355,2024-10-02,20601.624612,20552.369276,108994.01193260276,8994.011932602763
2024-10-02 06:05:00,20576.996944,20606.624612,20552.369276,2024-10-02 07:35:00,20606.624612,loss,-29.627668000000995,29.627668000000995,24.627667999997357,0.8312388271664355,2024-10-02,20601.624612,20552.369276,107904.07181327674,7904.071813276736
2024-10-02 06:05:00,20576.996944,20606.624612,20552.369276,2024-10-02 07:35:00,20606.624612,loss,-29.627668000000995,29.627668000000995,24.627667999997357,0.8312388271664355,2024-10-02,20601.624612,20552.369276,106825.03109514398,6825.031095143975
2024-10-07 03:45:00,20785.107186499998,20814.992736,20760.221637,2024-10-07 03:55:00,20760.221637,win,24.885549499998888,29.885549500002526,24.885549499998888,0.8326950622071307,2024-10-07,20809.992736,20760.221637,107714.55785427448,7714.557854274477
2024-11-04 06:15:00,20823.144685,20853.932819,20797.356551,2024-11-04 06:25:00,20797.356551,win,25.788133999998536,30.788134000002174,25.788133999998536,0.8375997713923395,2024-11-04,20848.932819,20797.356551,108616.77474461815,8616.774744618146
2024-11-04 06:15:00,20822.886803499998,20853.417056,20797.356551,2024-11-04 06:25:00,20797.356551,win,25.530252499997005,30.530252500000643,25.530252499997005,0.8362280167842198,2024-11-04,20848.417056,20797.356551,109525.05864596005,9525.058645960045
2024-11-04 06:15:00,20821.855278000003,20851.354005,20797.356551,2024-11-04 06:25:00,20797.356551,win,24.498727000001963,29.498726999998325,24.498727000001963,0.8305011602705213,2024-11-04,20846.354005,20797.356551,110434.6655288017,10434.665528801706
2024-11-06 04:50:00,21357.088001999997,21387.489314,21331.68669,2024-11-06 04:55:00,21331.68669,win,25.401311999998143,30.40131200000178,25.401311999998143,0.8355334138209777,2024-11-06,21382.489314,21331.68669,111357.38405973629,11357.384059736287
2024-11-06 05:35:00,21332.3313935,21364.279994,21305.382793,2024-11-06 05:40:00,21305.382793,win,26.948600499999884,31.948600499999884,26.948600499999884,0.843498622107093,2024-11-06,21359.279994,21305.382793,112296.68205989467,12296.682059894665
2024-11-06 05:35:00,21330.526224,21360.669655,21305.382793,2024-11-06 05:40:00,21305.382793,win,25.14343100000042,30.14343100000042,25.14343100000042,0.8341263806366326,2024-11-06,21355.669655,21305.382793,113233.3783095359,13233.378309535896
2024-11-06 05:35:00,21345.09652,21389.810247,21305.382793,2024-11-06 05:40:00,21305.382793,win,39.71372699999847,44.71372700000211,39.71372699999847,0.8881775164927898,2024-11-06,21384.810247,21305.382793,114239.09171684642,14239.091716846422
2024-11-13 06:45:00,21801.546494000002,21827.692764,21780.400224,2024-11-13 07:30:00,21827.692764,loss,-26.146269999997457,26.146269999997457,21.146270000001095,0.8087681340398899,2024-11-13,21822.692764,21780.400224,113096.70079967796,13096.700799677958
2024-11-19 02:10:00,21318.534742000003,21345.454656,21296.614828,2024-11-19 02:35:00,21296.614828,win,21.91991400000188,26.919913999998244,21.91991400000188,0.8142638940081054,2024-11-19,21340.454656,21296.614828,114017.6063996041,14017.606399604105
2024-11-19 02:10:00,21318.534742000003,21345.454656,21296.614828,2024-11-19 02:35:00,21296.614828,win,21.91991400000188,26.919913999998244,21.91991400000188,0.8142638940081054,2024-11-19,21340.454656,21296.614828,114946.01060132835,14946.010601328351
2024-11-20 02:55:00,21475.197657,21505.341088,21450.054226,2024-11-20 03:00:00,21450.054226,win,25.14343100000042,30.14343100000042,25.14343100000042,0.8341263806366326,2024-11-20,21500.341088,21450.054226,115904.80559924341,15904.80559924341
2024-11-20 02:55:00,21472.2320215,21499.409817,21450.054226,2024-11-20 03:00:00,21450.054226,win,22.177795499999775,27.177795499999775,22.177795499999775,0.8160262851341257,2024-11-20,21494.409817,21450.054226,116850.61927866684,16850.61927866684
2024-11-20 04:00:00,21461.1431235,21490.641851,21436.644396,2024-11-20 04:15:00,21436.644396,win,24.498727499998495,29.498727500002133,24.498727499998495,0.8305011631432822,2024-11-20,21485.641851,21436.644396,117821.0650309163,17821.065030916303
2024-11-21 02:35:00,21319.437326500003,21351.128045,21292.746608,2024-11-21 02:40:00,21292.746608,win,26.69071850000182,31.690718499998184,26.69071850000182,0.8422250981782995,2024-11-21,21346.128045,21292.746608,118813.38361154766,18813.38361154766
2024-11-21 06:50:00,21435.870752000003,21469.753462,21406.988042,2024-11-21 06:55:00,21406.988042,win,28.88271000000168,33.88270999999804,28.88271000000168,0.8524321106547661,2024-11-21,21464.753462,21406.988042,119826.18704520792,19826.187045207917
2024-11-22 02:15:00,21465.656047,21492.704902,21443.607192,2024-11-22 02:20:00,21443.607192,win,22.048855000000913,27.048855000000913,22.048855000000913,0.8151492919016413,2024-11-22,21487.704902,21443.607192,120802.94936041966,20802.94936041966
2024-12-30 03:15:00,22315.268702499998,22342.434481,22293.102924,2024-12-30 03:20:00,22293.102924,win,22.16577849999885,27.16577850000249,22.16577849999885,0.8159449028856957,2024-12-30,22337.434481,22293.102924,121788.6348682616,21788.634868261594
2024-12-30 03:15:00,22316.815152,22345.52738,22293.102924,2024-12-30 03:20:00,22293.102924,win,23.712228000000323,28.712228000000323,23.712228000000323,0.8258581674678835,2024-12-30,22340.52738,22293.102924,122794.43625636878,22794.436256368776
2024-12-31 02:15:00,22050.439197,22077.476105,22028.402289,2024-12-31 02:20:00,22028.402289,win,22.03690799999822,27.03690800000186,22.03690799999822,0.8150676105417345,2024-12-31,22072.476105,22028.402289,123795.29393384175,23795.29393384175
2025-01-02 04:10:00,22047.475167999997,22079.022554,22020.927782,2025-01-02 05:40:00,22079.022554,loss,-31.547386000002007,31.547386000002007,26.54738599999837,0.8415082631567852,2025-01-02,22074.022554,22020.927782,122557.34099450333,22557.340994503335
2025-01-02 04:10:00,22043.609043999997,22071.290306,22020.927782,2025-01-02 05:40:00,22071.290306,loss,-27.68126200000188,27.68126200000188,22.68126199999824,0.8193723971109663,2025-01-02,22066.290306,22020.927782,121331.7675845583,21331.7675845583
2025-01-10 03:00:00,21935.099825999998,21964.069796,21911.129856,2025-01-10 03:05:00,21911.129856,win,23.969969999998284,28.969970000001922,23.969969999998284,0.8274074843707706,2025-01-10,21959.069796,21911.129856,122335.67571047228,22335.67571047228
2025-01-10 03:00:00,21932.1357975,21958.141739,21911.129856,2025-01-10 03:05:00,21911.129856,win,21.005941499999608,26.005941499999608,21.005941499999608,0.8077362436580089,2025-01-10,21953.141739,21911.129856,123323.82530210969,23323.82530210969
2025-01-16 03:05:00,22188.846442000002,22219.749474,22162.94341,2025-01-16 03:25:00,22162.94341,win,25.903032000001986,30.903031999998348,25.903032000001986,0.838203578212111,2025-01-16,22214.749474,22162.94341,124357.53001858003,24357.53001858003
2025-01-29 06:50:00,22336.661256,22366.662192,22311.66032,2025-01-29 06:55:00,22311.66032,win,25.000936000000365,30.000936000000365,25.000936000000365,0.8333385331711004,2025-01-29,22361.662192,22311.66032,125393.84923512468,25393.849235124682
2025-01-29 06:50:00,22336.661256,22366.662192,22311.66032,2025-01-29 06:55:00,22311.66032,win,25.000936000000365,30.000936000000365,25.000936000000365,0.8333385331711004,2025-01-29,22361.662192,22311.66032,126438.80449902745,26438.80449902745
2025-02-03 04:00:00,21851.462673,21894.479561,21813.445785,2025-02-03 04:30:00,21894.479561,loss,-43.01688799999829,43.01688799999829,38.01688800000193,0.8837665802324761,2025-02-03,21889.479561,21813.445785,125174.41645403717,25174.41645403717
2025-02-03 04:00:00,21851.462673,21894.479561,21813.445785,2025-02-03 04:30:00,21894.479561,loss,-43.01688799999829,43.01688799999829,38.01688800000193,0.8837665802324761,2025-02-03,21889.479561,21813.445785,123922.6722894968,23922.672289496797
2025-02-03 06:35:00,21856.8752465,21893.190852,21825.559641,2025-02-03 06:40:00,21825.559641,win,31.315605499999947,36.31560549999995,31.315605499999947,0.8623181430914044,2025-02-03,21888.190852,21825.559641,124991.27997605283,24991.27997605283
2025-02-10 05:00:00,22387.178612000003,22412.282458,22367.074766,2025-02-10 05:15:00,22412.282458,loss,-25.103845999998157,25.103845999998157,20.103846000001795,0.8008273313978771,2025-02-10,22407.282458,22367.074766,123741.3671762923,23741.367176292304
2025-02-13 05:50:00,22502.260241,22535.740689,22473.779793,2025-02-13 06:10:00,22473.779793,win,28.480447999998432,33.48044799999843,28.480447999998432,0.8506591070704839,2025-02-13,22530.740689,22473.779793,124793.98438539096,24793.984385390955
2025-02-14 04:35:00,22806.266472,22834.9787,22782.554244,2025-02-14 04:40:00,22782.554244,win,23.712228000000323,28.712228000000323,23.712228000000323,0.8258581674678835,2025-02-14,22829.9787,22782.554244,125824.6056979463,25824.605697946303
2025-02-18 02:05:00,22988.747532499998,23015.913311,22966.581754,2025-02-18 02:10:00,22966.581754,win,22.16577849999885,27.16577850000249,22.16577849999885,0.8159449028856957,2025-02-18,23010.913311,22966.581754,126851.26515471473,26851.265154714725
2025-02-18 02:05:00,22988.747532499998,23015.913311,22966.581754,2025-02-18 02:10:00,22966.581754,win,22.16577849999885,27.16577850000249,22.16577849999885,0.8159449028856957,2025-02-18,23010.913311,22966.581754,127886.30158699064,27886.301586990638
2025-03-04 02:05:00,21124.889070999998,21158.369519,21096.408623,2025-03-04 02:20:00,21158.369519,loss,-33.48044800000207,33.48044800000207,28.480447999998432,0.8506591070703914,2025-03-04,21153.369519,21096.408623,126607.43857112073,26607.43857112073
2025-03-04 03:55:00,21166.1277285,21208.11365,21129.141807,2025-03-04 04:00:00,21129.141807,win,36.98592149999968,41.98592149999968,36.98592149999968,0.8809124625262771,2025-03-04,21203.11365,21129.141807,127722.73927597904,27722.73927597904
2025-03-04 03:55:00,21166.1277285,21208.11365,21129.141807,2025-03-04 04:00:00,21129.141807,win,36.98592149999968,41.98592149999968,36.98592149999968,0.8809124625262771,2025-03-04,21203.11365,21129.141807,128847.86480374107,28847.864803741075
2025-03-04 05:35:00,21099.3726515,21132.595358,21071.149945,2025-03-04 06:00:00,21071.149945,win,28.22270650000064,33.222706499997,28.22270650000064,0.8495005215786133,2025-03-04,21127.595358,21071.149945,129942.42808729176,29942.42808729176
2025-03-05 02:00:00,21177.854972,21203.474301,21157.235643,2025-03-05 02:05:00,21157.235643,win,20.619329000001017,25.61932899999738,20.619329000001017,0.8048348573064941,2025-03-05,21198.474301,21157.235643,130988.2500429687,30988.250042968706
2025-03-05 02:00:00,21177.854972,21203.474301,21157.235643,2025-03-05 02:05:00,21157.235643,win,20.619329000001017,25.61932899999738,20.619329000001017,0.8048348573064941,2025-03-05,21198.474301,21157.235643,132042.48913829032,32042.489138290315
2025-03-07 02:35:00,20792.1446505,20817.377367,20771.911934,2025-03-07 02:40:00,20771.911934,win,20.232716499998787,25.232716500002425,20.232716499998787,0.8018445616030617,2025-03-07,20812.377367,20771.911934,133101.264656451,33101.26465645101
2025-03-07 02:35:00,20793.175617,20819.4393,20771.911934,2025-03-07 02:40:00,20771.911934,win,21.263683000001038,26.2636829999974,21.263683000001038,0.8096230448716253,2025-03-07,20814.4393,20771.911934,134178.8831681252,34178.883168125205
2025-03-07 06:15:00,20785.8299815,20821.758975,20754.900988,2025-03-07 06:25:00,20754.900988,win,30.928993499997887,35.928993500001525,30.928993499997887,0.860836624883371,2025-03-07,20816.758975,20754.900988,135333.94413729588,35333.94413729588
2025-03-10 02:20:00,20734.281659,20763.767112,20709.796206,2025-03-10 02:25:00,20709.796206,win,24.485453000001144,29.485453000001144,24.485453000001144,0.8304248539101703,2025-03-10,20758.767112,20709.796206,136457.7908451889,36457.790845188894
2025-03-10 02:20:00,20734.281659,20763.767112,20709.796206,2025-03-10 02:25:00,20709.796206,win,24.485453000001144,29.485453000001144,24.485453000001144,0.8304248539101703,2025-03-10,20758.767112,20709.796206,137590.9702554641,37590.97025546411
2025-03-11 05:00:00,20149.594814,20193.127185,20111.062443,2025-03-11 06:00:00,20111.062443,win,38.53237100000115,43.53237100000115,38.53237100000115,0.8851429433972281,2025-03-11,20188.127185,20111.062443,138808.84701943214,38808.84701943214
2025-03-11 05:00:00,20139.8006325,20173.538822,20111.062443,2025-03-11 06:00:00,20111.062443,win,28.738189499999862,33.73818949999986,28.738189499999862,0.8517999906307948,2025-03-11,20168.538822,20111.062443,139991.22076533837,39991.22076533837
2025-03-11 05:00:00,20142.893532000002,20179.724621,20111.062443,2025-03-11 06:00:00,20111.062443,win,31.831089000002976,36.83108899999934,31.831089000002976,0.8642451218318185,2025-03-11,20174.724621,20111.062443,141201.08806179563,41201.08806179563
2025-03-11 05:00:00,20139.8006325,20173.538822,20111.062443,2025-03-11 06:00:00,20111.062443,win,28.738189499999862,33.73818949999986,28.738189499999862,0.8517999906307948,2025-03-11,20168.538822,20111.062443,142403.83891667658,42403.838916676585
2025-03-11 05:00:00,20139.8006325,20173.538822,20111.062443,2025-03-11 06:00:00,20111.062443,win,28.738189499999862,33.73818949999986,28.738189499999862,0.8517999906307948,2025-03-11,20168.538822,20111.062443,143616.83480322672,43616.834803226724
2025-03-11 05:05:00,20136.836604,20166.579799,20112.093409,2025-03-11 05:30:00,20166.579799,loss,-29.743194999999105,29.743194999999105,24.743194999999105,0.831894320700915,2025-03-11,20161.579799,20112.093409,142180.66645519447,42180.66645519447
2025-03-14 05:10:00,20044.822849,20070.184436,20024.461262,2025-03-14 05:15:00,20024.461262,win,20.361586999999417,25.361586999999417,20.361586999999417,0.8028514540513527,2025-03-14,20065.184436,20024.461262,143322.16600320992,43322.16600320992
2025-03-14 05:10:00,20044.822849,20070.184436,20024.461262,2025-03-14 05:15:00,20024.461262,win,20.361586999999417,25.361586999999417,20.361586999999417,0.8028514540513527,2025-03-14,20065.184436,20024.461262,144472.83009694458,44472.830096944585
2025-03-20 04:00:00,20458.714046499997,20484.371171,20438.056922,2025-03-20 04:05:00,20438.056922,win,20.657124499997735,25.657124500001373,20.657124499997735,0.8051223550011082,2025-03-20,20479.371171,20438.056922,145636.01314895786,45636.01314895786
2025-03-20 04:10:00,20453.613522,20479.780699,20432.446345,2025-03-20 04:15:00,20432.446345,win,21.167176999999356,26.167176999999356,21.167176999999356,0.8089209241027366,2025-03-20,20474.780699,20432.446345,146814.0933323488,46814.0933323488
2025-03-20 04:10:00,20453.613522,20479.780699,20432.446345,2025-03-20 04:15:00,20432.446345,win,21.167176999999356,26.167176999999356,21.167176999999356,0.8089209241027366,2025-03-20,20474.780699,20432.446345,148001.70325284588,48001.70325284588
2025-03-24 04:30:00,20606.3742325,20632.286383,20585.462082,2025-03-24 04:35:00,20585.462082,win,20.91215050000028,25.91215050000028,20.91215050000028,0.8070403303654806,2025-03-24,20627.286383,20585.462082,149196.13668772418,49196.13668772418
2025-03-27 02:50:00,20500.0282955,20529.76584,20475.290751,2025-03-27 02:55:00,20475.290751,win,24.737544499999785,29.737544499999785,24.737544499999785,0.8318623785497812,2025-03-27,20524.76584,20475.290751,150437.24321907907,50437.24321907907
2025-04-01 05:10:00,19828.416725000003,19865.932569,19795.900881,2025-04-01 05:25:00,19795.900881,win,32.51584400000138,37.51584399999774,32.51584400000138,0.8667229770974455,2025-04-01,19860.932569,19795.900881,151741.1173721708,51741.11737217079
2025-04-02 02:05:00,19956.184865,19983.754686,19933.615044,2025-04-02 02:10:00,19933.615044,win,22.569821000000957,27.569821000000957,22.569821000000957,0.8186422755519586,2025-04-02,19978.754686,19933.615044,152983.3343083743,52983.334308374295
2025-04-02 04:25:00,19931.192294499997,19960.292273,19907.092316,2025-04-02 04:55:00,19907.092316,win,24.099978499998542,29.09997850000218,24.099978499998542,0.8281785672108568,2025-04-02,19955.292273,19907.092316,154250.30949452077,54250.30949452077
2025-04-02 04:25:00,19932.849965,19963.607614,19907.092316,2025-04-02 04:55:00,19907.092316,win,25.757649000002857,30.75764899999922,25.757649000002857,0.8374388107492712,2025-04-02,19958.607614,19907.092316,155542.06145192875,55542.06145192875
2025-04-03 01:55:00,19452.3805515,19489.003804,19420.757299,2025-04-03 02:00:00,19420.757299,win,31.62325249999776,36.6232525000014,31.62325249999776,0.8634747145955033,2025-04-03,19484.003804,19420.757299,156885.12782312676,56885.127823126764
2025-04-03 02:10:00,19450.977907499997,19485.688463,19421.267352,2025-04-03 02:15:00,19421.267352,win,29.71055549999801,34.71055550000165,29.71055549999801,0.855951599506859,2025-04-03,19480.688463,19421.267352,158227.9885841172,58227.98858411721
2025-04-03 06:30:00,19374.470039,19414.026093,19339.913985,2025-04-03 07:10:00,19414.026093,loss,-39.556054000000586,39.556054000000586,34.556054000000586,0.8735970984365649,2025-04-03,19409.026093,19339.913985,156645.70869827602,56645.70869827602
2025-04-03 06:30:00,19379.82559,19424.737195,19339.913985,2025-04-03 07:10:00,19424.737195,loss,-44.911605000001146,44.911605000001146,39.911605000001146,0.8886702000518603,2025-04-03,19419.737195,19339.913985,155079.25161129326,55079.251611293264
2025-04-03 06:30:00,19367.839356999997,19400.764729,19339.913985,2025-04-03 07:05:00,19400.764729,loss,-32.925372000001516,32.925372000001516,27.92537199999788,0.8481414272250771,2025-04-03,19395.764729,19339.913985,153528.45909518033,53528.459095180326
2025-04-04 01:50:00,19010.802638499998,19045.513194,18981.092083,2025-04-04 01:55:00,18981.092083,win,29.71055549999801,34.71055550000165,29.71055549999801,0.855951599506859,2025-04-04,19040.513194,18981.092083,154842.58839650376,54842.588396503765
2025-04-04 02:55:00,18988.487843000003,19029.446541,18952.529145,2025-04-04 03:00:00,18952.529145,win,35.95869800000219,40.95869799999855,35.95869800000219,0.8779258071143634,2025-04-04,19024.446541,18952.529145,156201.99144044053,56201.99144044053
2025-04-04 02:55:00,18987.212712,19026.896279,18952.529145,2025-04-04 03:00:00,18952.529145,win,34.68356700000004,39.68356700000004,34.68356700000004,0.8740032618539559,2025-04-04,19021.896279,18952.529145,157567.2019407108,57567.2019407108
2025-04-04 02:55:00,18987.212712,19026.896279,18952.529145,2025-04-04 03:00:00,18952.529145,win,34.68356700000004,39.68356700000004,34.68356700000004,0.8740032618539559,2025-04-04,19021.896279,18952.529145,158944.34442528462,58944.344425284624
2025-04-09 06:50:00,17383.607792000003,17481.437339,17290.778245,2025-04-09 06:55:00,17290.778245,win,92.82954700000118,97.82954699999755,92.82954700000118,0.9488906965909135,2025-04-09,17476.437339,17290.778245,160452.55252229355,60452.552522293554
2025-04-10 02:20:00,19519.3249365,19577.242879,19466.406994,2025-04-10 02:25:00,19466.406994,win,52.91794250000021,57.91794250000021,52.91794250000021,0.9136709664712281,2025-04-10,19572.242879,19466.406994,161918.56090965174,61918.560909651744
