timeframe,year,date,time,setup_type,direction,sl_percentage,rr_ratio,entry_price,sl_price,tp_price,risk,body_size,outcome,exit_price,exit_time,pnl,bars_held
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,1.5,7537.12867,7546.061693,7523.729135500001,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,2.0,7537.12867,7546.061693,7519.262624000001,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,2.5,7537.12867,7546.061693,7514.796112500001,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,3.0,7537.12867,7546.061693,7510.329601000001,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,3.5,7537.12867,7546.061693,7505.8630895000015,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,4.0,7537.12867,7546.061693,7501.396578000002,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,4.5,7537.12867,7546.061693,7496.930066500002,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,5.0,7537.12867,7546.061693,7492.463555000002,8.933022999999594,1.464429999999993,LOSS,7546.061693,2018-01-02 08:37:00,-8.933022999999594,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,1.0,7537.12867,7546.4278005,7527.8295395000005,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,1.5,7537.12867,7546.4278005,7523.179974250001,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,2.0,7537.12867,7546.4278005,7518.530409000001,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,2.5,7537.12867,7546.4278005,7513.880843750001,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.0,7537.12867,7546.4278005,7509.231278500001,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.5,7537.12867,7546.4278005,7504.5817132500015,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.0,7537.12867,7546.4278005,7499.932148000002,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
1m,2018,2018-01-02,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.5,7537.12867,7546.4278005,7495.282582750002,9.299130499999592,1.464429999999993,LOSS,7546.4278005,2018-01-02 08:37:00,-9.299130499999592,7.0
