====================================================================================================
RAPPORT D'ANALYSE - STRATÉGIE BOUGIE 8H30 (OUVERTURE NEW YORK)
====================================================================================================

Critères de la stratégie:
  - BULLISH: le HIGH de la bougie 8h30 dépasse le HIGH maximum des 5 bougies précédentes
  - BEARISH: le LOW de la bougie 8h30 est inférieur au LOW minimum des 5 bougies précédentes

Période analysée: 2018-2025

----------------------------------------------------------------------------------------------------
RÉSUMÉ
----------------------------------------------------------------------------------------------------
  Trades identifiés sur 1 minute:  1680 trades
  Trades identifiés sur 5 minutes: 1750 trades
  Trades identifiés sur 15 minutes: 1583 trades

  1 minute: 881 Bullish, 799 Bearish
  5 minutes: 899 Bullish, 851 Bearish
  15 minutes: 826 Bullish, 757 Bearish

====================================================================================================
TRADES IDENTIFIÉS - BOUGIES 1 MINUTE
====================================================================================================

Statistiques par année:
  2018: 114 Bullish, 89 Bearish (Total: 203)
  2019: 111 Bullish, 108 Bearish (Total: 219)
  2020: 110 Bullish, 108 Bearish (Total: 218)
  2021: 121 Bullish, 109 Bearish (Total: 230)
  2022: 128 Bullish, 93 Bearish (Total: 221)
  2023: 120 Bullish, 91 Bearish (Total: 211)
  2024: 91 Bullish, 103 Bearish (Total: 194)
  2025: 86 Bullish, 98 Bearish (Total: 184)

----------------------------------------------------------------------------------------------------
Liste détaillée des trades:
----------------------------------------------------------------------------------------------------

Date         Type     Entry Price    High 8h30      Low 8h30       Max High Prev5   Min Low Prev5   
----------------------------------------------------------------------------------------------------
2018-01-02   Bullish  7546.79        7550.60        7541.81        7548.84          7543.28         
2018-01-04   Bearish  7739.51        7743.03        7733.95        7747.13          7741.27         
2018-01-05   Bearish  7758.55        7764.41        7755.91        7766.75          7760.01         
2018-01-08   Bullish  7805.41        7807.46        7802.48        7805.71          7798.68         
2018-01-10   Bearish  7790.18        7801.31        7787.84        7798.97          7792.23         
2018-01-12   Bearish  7856.37        7865.16        7853.15        7865.16          7858.72         
2018-01-16   Bullish  7982.02        7986.42        7977.34        7981.73          7973.24         
2018-01-17   Bearish  7941.60        7945.70        7938.09        7952.15          7943.07         
2018-01-24   Bearish  8182.06        8189.09        8179.72        8189.09          8184.41         
2018-01-26   Bearish  8151.90        8160.98        8151.02        8160.10          8156.00         
2018-01-29   Bearish  8212.52        8218.67        8208.42        8218.38          8210.77         
2018-01-30   Bearish  8105.03        8123.49        8098.88        8127.00          8116.46         
2018-01-31   Bullish  8181.19        8184.70        8172.11        8178.55          8171.52         
2018-02-01   Bullish  8103.86        8107.67        8096.54        8100.93          8093.03         
2018-02-02   Bullish  8063.44        8064.03        8049.68        8061.69          8040.89         
2018-02-05   Bearish  7832.94        7858.13        7828.84        7869.85          7849.35         
2018-02-06   Bearish  7471.52        7509.60        7467.13        7523.07          7494.37         
2018-02-07   Bullish  7789.89        7797.21        7764.12        7796.04          7777.30         
2018-02-12   Bullish  7598.63        7600.39        7583.70        7589.26          7571.10         
2018-02-14   Bullish  7645.79        7662.19        7634.07        7643.74          7626.46         
2018-02-15   Bearish  7883.91        7897.67        7883.61        7894.74          7885.96         
2018-02-16   Bullish  7958.59        7961.52        7946.29        7957.71          7941.02         
2018-02-19   Bearish  7972.65        7974.99        7971.77        7975.29          7972.36         
2018-02-20   Bullish  7907.92        7910.85        7902.06        7907.92          7898.55         
2018-02-21   Bearish  7981.73        7987.88        7978.80        7989.93          7984.37         
2018-02-22   Bullish  7961.23        7967.09        7959.47        7964.45          7954.78         
2018-02-23   Bearish  7985.54        7992.27        7980.56        7988.47          7985.24         
2018-02-26   Bullish  8125.83        8129.64        8122.02        8129.05          8120.85         
2018-02-27   Bearish  8188.51        8199.05        8186.75        8197.59          8189.39         
2018-02-28   Bullish  8139.89        8142.23        8137.25        8139.60          8134.32         
2018-03-02   Bullish  7823.28        7825.33        7808.34        7817.13          7807.76         
2018-03-05   Bullish  7952.73        7953.91        7943.07        7946.58          7935.75         
2018-03-06   Bullish  8111.19        8111.19        8103.28        8107.67          8103.57         
2018-03-07   Bullish  8048.21        8050.56        8032.40        8040.89          8030.64         
2018-03-09   Bullish  8228.72        8229.01        8220.25        8228.42          8224.34         
2018-03-12   Bearish  8343.70        8348.95        8343.41        8349.54          8346.62         
2018-03-13   Bearish  8401.19        8404.40        8398.57        8405.28          8399.73         
2018-03-14   Bullish  8298.17        8301.97        8292.92        8297.30          8290.29         
2018-03-15   Bullish  8254.98        8258.48        8251.48        8257.02          8252.35         
2018-03-16   Bullish  8259.36        8264.32        8250.02        8252.35          8244.47         
2018-03-19   Bearish  8121.90        8140.58        8121.61        8140.87          8133.28         
2018-03-20   Bullish  8041.94        8048.36        8035.52        8046.02          8033.77         
2018-03-21   Bearish  8038.14        8040.19        8031.72        8040.19          8035.81         
2018-03-23   Bullish  7829.48        7832.40        7810.51        7824.81          7811.09         
2018-03-26   Bullish  7777.24        7777.24        7767.90        7769.65          7757.69         
2018-03-27   Bearish  7947.38        7961.10        7943.59        7960.81          7952.93         
2018-03-28   Bearish  7600.68        7608.26        7590.17        7609.14          7592.21         
2018-03-29   Bullish  7602.14        7605.35        7589.00        7602.72          7591.05         
2018-04-02   Bearish  7629.28        7636.57        7621.69        7638.03          7630.15         
2018-04-04   Bullish  7415.94        7419.44        7397.85        7413.02          7404.27         
2018-04-05   Bearish  7736.09        7748.35        7731.71        7747.76          7742.51         
2018-04-09   Bullish  7589.00        7592.80        7581.41        7590.46          7578.50         
2018-04-10   Bullish  7702.53        7703.11        7686.77        7691.44          7686.48         
2018-04-11   Bullish  7703.40        7703.99        7688.81        7694.65          7688.81         
2018-04-13   Bullish  7828.02        7828.89        7821.89        7828.02          7820.43         
2018-04-16   Bullish  7800.59        7805.55        7798.25        7803.80          7798.84         
2018-04-17   Bearish  7874.42        7882.88        7872.67        7884.64          7879.97         
2018-04-18   Bearish  7972.19        7976.86        7970.44        7980.65          7973.65         
2018-04-23   Bearish  7821.01        7827.44        7818.10        7823.64          7820.72         
2018-04-24   Bullish  7810.51        7811.97        7799.13        7805.84          7800.29         
2018-04-25   Bearish  7612.06        7617.89        7608.56        7617.60          7611.77         
2018-04-26   Bearish  7705.15        7716.24        7701.36        7718.29          7708.07         
2018-04-27   Bearish  7882.88        7887.26        7879.38        7893.68          7882.01         
2018-04-30   Bullish  7798.84        7799.13        7791.54        7797.38          7792.71         
2018-05-01   Bearish  7695.23        7703.11        7691.73        7703.40          7692.90         
2018-05-02   Bearish  7808.76        7823.93        7804.09        7826.85          7819.26         
2018-05-03   Bullish  7722.37        7727.63        7713.91        7726.17          7718.00         
2018-05-04   Bullish  7724.42        7731.13        7722.66        7730.25          7720.33         
2018-05-07   Bearish  7939.79        7947.38        7936.00        7950.01          7940.67         
2018-05-08   Bearish  7951.18        7958.18        7951.18        7957.30          7951.47         
2018-05-09   Bearish  7973.94        7979.78        7972.77        7980.94          7975.98         
2018-05-10   Bearish  8071.71        8075.50        8068.20        8076.08          8073.75         
2018-05-11   Bullish  8124.24        8124.82        8116.65        8122.49          8117.82         
2018-05-14   Bullish  8148.46        8148.46        8140.87        8142.62          8139.12         
2018-05-16   Bullish  8055.65        8059.74        8053.90        8058.57          8050.40         
2018-05-17   Bullish  8069.66        8071.41        8064.41        8069.66          8064.41         
2018-05-21   Bullish  8092.72        8092.72        8082.50        8087.46          8082.50         
2018-05-22   Bearish  8103.22        8106.43        8102.06        8105.56          8103.52         
2018-05-23   Bullish  8000.79        8003.41        7994.37        7994.95          7989.70         
2018-05-24   Bearish  8112.27        8122.19        8111.40        8125.40          8117.82         
2018-05-25   Bullish  8130.37        8131.24        8118.69        8124.82          8117.23         
2018-05-28   Bullish  8143.79        8145.54        8140.87        8144.37          8140.00         
2018-05-29   Bullish  8093.59        8100.89        8086.59        8091.55          8078.42         
2018-05-31   Bearish  8144.37        8149.33        8139.41        8151.96          8144.37         
2018-06-01   Bullish  8184.65        8190.19        8182.60        8188.15          8182.60         
2018-06-04   Bullish  8297.30        8298.76        8288.25        8294.38          8290.88         
2018-06-05   Bullish  8366.76        8367.05        8362.38        8364.42          8357.42         
2018-06-06   Bullish  8385.14        8386.02        8379.60        8381.06          8377.85         
2018-06-07   Bearish  8413.74        8423.08        8412.57        8422.20          8417.54         
2018-06-08   Bullish  8316.64        8321.29        8306.16        8308.49          8300.35         
2018-06-11   Bullish  8346.89        8348.34        8342.52        8345.72          8341.65         
2018-06-12   Bullish  8386.74        8387.90        8383.25        8387.32          8384.99         
2018-06-13   Bearish  8426.88        8432.41        8425.13        8432.41          8426.59         
2018-06-18   Bearish  8404.77        8415.83        8404.19        8415.83          8410.88         
2018-06-19   Bullish  8363.76        8363.76        8351.83        8358.52          8350.67         
2018-06-21   Bullish  8527.82        8528.11        8517.93        8521.13          8515.89         
2018-06-22   Bearish  8445.21        8456.84        8444.91        8457.71          8453.93         
2018-06-25   Bearish  8322.16        8331.18        8317.80        8332.63          8326.53         
2018-06-26   Bullish  8247.99        8250.31        8239.55        8246.53          8243.04         
2018-06-27   Bullish  8286.09        8291.33        8278.82        8286.09          8278.53         
2018-06-28   Bullish  8126.69        8129.60        8122.91        8125.82          8118.25         
2018-06-29   Bullish  8255.26        8257.00        8242.46        8245.95          8241.59         
2018-07-03   Bearish  8305.00        8311.98        8304.71        8314.89          8309.07         
2018-07-05   Bullish  8243.91        8247.70        8235.48        8245.37          8234.02         
2018-07-06   Bearish  8300.06        8304.71        8295.40        8308.78          8301.51         
2018-07-09   Bullish  8461.50        8462.66        8454.22        8458.00          8452.19         
2018-07-11   Bullish  8429.50        8431.83        8421.35        8431.53          8425.43         
2018-07-12   Bearish  8486.51        8488.84        8481.28        8488.55          8484.47         
2018-07-13   Bullish  8595.30        8599.37        8591.81        8593.85          8590.07         
2018-07-16   Bearish  8601.41        8607.81        8599.66        8607.52          8603.16         
2018-07-17   Bullish  8502.22        8505.13        8488.55        8493.78          8487.38         
2018-07-19   Bullish  8592.97        8593.56        8581.05        8586.87          8583.38         
2018-07-23   Bullish  8553.41        8554.00        8540.32        8544.40          8540.03         
2018-07-24   Bullish  8690.13        8690.13        8682.57        8684.31          8679.95         
2018-07-25   Bullish  8637.48        8638.64        8629.04        8636.32          8632.83         
2018-07-26   Bullish  8643.30        8644.75        8625.55        8633.70          8614.50         
2018-07-27   Bearish  8671.80        8676.46        8665.11        8676.17          8669.19         
2018-07-31   Bullish  8423.68        8425.72        8404.19        8423.68          8399.25         
2018-08-01   Bullish  8469.06        8474.00        8459.17        8463.24          8458.30         
2018-08-02   Bullish  8410.88        8417.86        8406.23        8412.05          8405.65         
2018-08-03   Bearish  8594.14        8607.52        8593.85        8604.90          8596.76         
2018-08-06   Bearish  8603.45        8609.55        8603.45        8610.14          8606.35         
2018-08-07   Bullish  8688.38        8691.87        8683.73        8688.38          8685.18         
2018-08-09   Bearish  8698.86        8700.31        8695.66        8700.31          8696.82         
2018-08-10   Bearish  8633.70        8638.93        8632.53        8640.68          8634.57         
2018-08-13   Bullish  8652.31        8653.48        8641.84        8650.28          8644.46         
2018-08-14   Bearish  8652.90        8656.39        8645.92        8658.13          8652.02         
2018-08-15   Bearish  8604.03        8610.14        8601.70        8608.68          8602.86         
2018-08-20   Bearish  8615.37        8618.57        8612.75        8620.03          8615.37         
2018-08-21   Bearish  8611.01        8616.24        8609.55        8615.37          8611.01         
2018-08-23   Bullish  8640.97        8646.21        8636.02        8636.90          8631.08         
2018-08-24   Bullish  8671.51        8672.39        8663.66        8668.02          8664.53         
2018-08-27   Bullish  8770.70        8771.29        8761.98        8764.89          8761.40         
2018-08-28   Bearish  8824.23        8830.92        8823.94        8830.63          8826.26         
2018-08-29   Bullish  8835.86        8838.77        8830.63        8834.41          8830.63         
2018-08-30   Bullish  8903.35        8908.29        8899.86        8904.51          8900.15         
2018-08-31   Bullish  8899.27        8899.56        8890.26        8894.04          8889.38         
2018-09-04   Bearish  8886.18        8887.93        8880.95        8891.42          8885.31         
2018-09-05   Bearish  8856.51        8861.46        8850.99        8865.24          8858.55         
2018-09-06   Bullish  8770.41        8771.87        8760.52        8766.63          8759.94         
2018-09-07   Bullish  8627.88        8629.63        8616.54        8620.90          8610.72         
2018-09-10   Bullish  8696.53        8699.44        8689.26        8693.33          8689.55         
2018-09-11   Bullish  8642.72        8644.75        8633.99        8638.06          8631.37         
2018-09-12   Bearish  8717.47        8728.82        8713.98        8729.11          8723.00         
2018-09-13   Bullish  8768.11        8773.90        8765.79        8767.24          8763.47         
2018-09-14   Bearish  8806.66        8819.70        8806.08        8820.57          8811.87         
2018-09-17   Bearish  8756.51        8765.50        8756.22        8765.50          8761.73         
2018-09-19   Bullish  8728.98        8731.01        8725.21        8727.53          8722.31         
2018-09-20   Bullish  8789.84        8790.13        8771.87        8779.99          8776.51         
2018-09-21   Bearish  8839.12        8841.44        8827.52        8851.87          8834.77         
2018-09-24   Bearish  8699.41        8707.24        8697.96        8705.79          8700.57         
2018-09-25   Bullish  8786.08        8791.87        8783.47        8789.84          8782.89         
2018-09-26   Bullish  8815.06        8818.25        8802.89        8814.48          8804.34         
2018-09-27   Bullish  8845.78        8847.81        8840.57        8842.60          8834.48         
2018-09-28   Bullish  8859.12        8860.57        8850.71        8853.90          8843.76         
2018-10-02   Bullish  8883.75        8890.71        8878.83        8883.46          8878.54         
2018-10-03   Bullish  8915.64        8918.54        8906.65        8913.90          8909.55         
2018-10-05   Bullish  8707.82        8710.43        8696.22        8709.85          8701.73         
2018-10-08   Bearish  8563.19        8571.88        8553.04        8580.00          8561.45         
2018-10-09   Bullish  8558.55        8565.21        8549.56        8557.10          8547.82         
2018-10-10   Bearish  8512.17        8528.69        8506.96        8529.56          8520.58         
2018-10-12   Bullish  8307.54        8316.53        8301.17        8308.99          8289.57         
2018-10-15   Bearish  8275.95        8290.73        8270.44        8296.53          8286.96         
2018-10-17   Bearish  8487.83        8504.06        8484.93        8503.19          8487.25         
2018-10-18   Bearish  8418.55        8429.28        8412.76        8433.33          8422.03         
2018-10-22   Bullish  8309.57        8311.31        8296.82        8304.93          8298.27         
2018-10-23   Bearish  8119.72        8147.26        8116.24        8146.68          8136.24         
2018-10-24   Bearish  8255.37        8263.20        8241.17        8266.38          8255.37         
2018-10-25   Bullish  8017.41        8020.89        8000.31        8010.45          7998.28         
2018-10-26   Bullish  7912.77        7917.12        7872.19        7877.12          7854.51         
2018-10-29   Bullish  8075.09        8079.72        8059.43        8072.77          8058.85         
2018-10-30   Bearish  7734.23        7762.92        7722.63        7766.69          7738.00         
2018-10-31   Bullish  8041.17        8046.68        8031.32        8039.44          8024.36         
2018-11-01   Bullish  8112.77        8113.93        8091.61        8108.42          8099.14         
2018-11-02   Bearish  8154.79        8182.33        8153.05        8178.85          8160.01         
2018-11-05   Bearish  8064.07        8082.33        8058.28        8082.62          8076.83         
2018-11-06   Bullish  8050.16        8056.25        8045.52        8048.42          8036.25         
2018-11-07   Bearish  8194.21        8208.13        8192.18        8211.89          8195.95         
2018-11-08   Bullish  8324.06        8336.53        8319.72        8327.83          8318.56         
2018-11-09   Bullish  8240.30        8245.23        8229.28        8241.17          8227.25         
2018-11-12   Bullish  8116.82        8124.65        8108.71        8116.53          8106.68         
2018-11-13   Bullish  7980.31        7985.52        7957.41        7959.15          7948.42         
2018-11-16   Bearish  7913.64        7933.06        7912.19        7929.29          7916.25         
2018-11-20   Bearish  7520.32        7541.77        7516.26        7558.29          7524.96         
2018-11-22   Bullish  7593.36        7599.45        7591.62        7595.39          7591.04         
2018-11-23   Bullish  7581.19        7586.70        7569.89        7574.23          7561.19         
2018-11-26   Bearish  7679.74        7685.82        7676.55        7684.37          7677.42         
2018-11-28   Bullish  7839.15        7843.21        7827.85        7830.75          7824.66         
2018-11-30   Bearish  8006.97        8011.03        8002.62        8009.58          8004.07         
2018-12-03   Bullish  8235.08        8240.59        8228.99        8233.92          8224.94         
2018-12-06   Bearish  7722.92        7735.39        7712.78        7733.65          7720.03         
2018-12-07   Bearish  7895.96        7906.98        7885.53        7906.11          7891.61         
2018-12-10   Bullish  7658.58        7668.72        7654.52        7667.85          7653.94         
2018-12-11   Bearish  7871.61        7879.15        7861.47        7875.96          7869.01         
2018-12-12   Bearish  7886.69        7894.51        7882.92        7902.34          7890.45         
2018-12-14   Bearish  7744.68        7756.23        7742.95        7764.31          7750.74         
2018-12-17   Bearish  7614.75        7623.42        7609.27        7623.99          7614.47         
2018-12-18   Bearish  7535.64        7549.50        7530.16        7544.02          7534.20         
2018-12-19   Bearish  7505.33        7514.28        7498.69        7527.56          7513.12         
2018-12-24   Bullish  6970.33        6970.90        6937.70        6958.78          6945.50         
2018-12-26   Bullish  6929.91        6930.77        6901.03        6906.23          6895.55         
2018-12-27   Bearish  7147.02        7162.90        7123.64        7161.75          7143.85         
2018-12-28   Bullish  7326.03        7330.94        7315.06        7321.70          7309.29         
2019-01-02   Bullish  7178.50        7186.87        7166.66        7177.34          7164.35         
2019-01-03   Bullish  7265.69        7267.71        7250.10        7253.85          7234.51         
2019-01-07   Bullish  7439.21        7444.41        7431.13        7442.10          7423.91         
2019-01-08   Bullish  7587.04        7587.33        7580.11        7581.55          7571.73         
2019-01-09   Bearish  7600.90        7613.31        7599.16        7607.83          7600.32         
2019-01-10   Bearish  7576.35        7587.61        7571.73        7586.17          7578.95         
2019-01-11   Bearish  7611.29        7619.95        7606.38        7620.82          7612.16         
2019-01-14   Bearish  7562.21        7567.98        7560.19        7568.85          7563.36         
2019-01-15   Bullish  7600.32        7602.05        7596.28        7599.74          7593.39         
2019-01-16   Bullish  7725.62        7728.80        7721.58        7728.22          7721.87         
2019-01-17   Bearish  7683.76        7691.55        7683.47        7688.67          7685.20         
2019-01-21   Bearish  7811.09        7817.44        7810.51        7816.57          7813.40         
2019-01-23   Bullish  7736.31        7740.64        7728.80        7731.69          7724.76         
2019-01-24   Bearish  7720.14        7728.22        7713.50        7726.78          7719.85         
2019-01-25   Bearish  7803.00        7810.80        7800.69        7813.40          7805.31         
2019-01-30   Bullish  7757.67        7759.69        7750.45        7757.67          7750.45         
2019-01-31   Bullish  7915.89        7917.34        7902.61        7910.41          7901.17         
2019-02-01   Bullish  7943.90        7946.50        7935.52        7945.05          7939.86         
2019-02-04   Bullish  7950.25        7951.12        7942.74        7946.50          7939.57         
2019-02-05   Bullish  8055.06        8056.79        8048.99        8053.90          8048.13         
2019-02-06   Bullish  8124.35        8124.93        8112.22        8118.00          8111.65         
2019-02-07   Bearish  8000.20        8018.39        7998.47        8024.16          8014.92         
2019-02-08   Bullish  7915.60        7920.80        7907.23        7911.27          7905.50         
2019-02-11   Bullish  8029.07        8030.80        8018.10        8026.18          8018.97         
2019-02-12   Bearish  8040.91        8048.42        8040.04        8048.42          8041.49         
2019-02-18   Bearish  8161.59        8162.46        8157.84        8163.33          8161.02         
2019-02-19   Bullish  8135.61        8139.07        8125.50        8135.32          8124.93         
2019-02-26   Bullish  8204.32        8208.08        8199.71        8201.15          8195.09         
2019-02-27   Bullish  8202.59        8202.59        8192.20        8197.97          8191.91         
2019-02-28   Bullish  8205.19        8206.06        8192.49        8203.46          8195.95         
2019-03-01   Bullish  8265.82        8271.31        8260.34        8269.29          8262.65         
2019-03-04   Bullish  8316.93        8323.28        8307.98        8311.44          8304.22         
2019-03-05   Bearish  8264.38        8270.15        8260.91        8267.84          8262.07         
2019-03-06   Bearish  8273.04        8278.24        8269.58        8277.66          8272.17         
2019-03-07   Bearish  8194.80        8199.68        8191.63        8201.12          8193.07         
2019-03-08   Bearish  8021.67        8028.86        8018.51        8030.88          8023.40         
2019-03-11   Bullish  8142.74        8144.47        8135.56        8141.31          8133.83         
2019-03-12   Bearish  8286.53        8292.57        8282.79        8292.00          8286.53         
2019-03-13   Bearish  8355.55        8361.02        8351.24        8362.45          8355.55         
2019-03-15   Bullish  8400.13        8400.13        8394.95        8398.69          8381.72         
2019-03-18   Bullish  8442.69        8445.56        8437.80        8440.39          8434.64         
2019-03-19   Bullish  8502.79        8502.79        8495.60        8497.61          8494.74         
2019-03-20   Bearish  8483.52        8494.45        8478.63        8492.44          8486.11         
2019-03-21   Bullish  8509.98        8510.56        8497.33        8499.05          8493.01         
2019-03-22   Bullish  8623.00        8625.87        8614.08        8621.56          8613.80         
2019-03-25   Bearish  8431.47        8437.51        8428.02        8442.40          8434.35         
2019-03-26   Bullish  8518.03        8521.20        8512.57        8518.61          8506.82         
2019-03-27   Bullish  8509.12        8509.41        8495.60        8498.19          8492.73         
2019-03-28   Bullish  8458.79        8460.80        8451.31        8456.78          8443.55         
2019-03-29   Bullish  8513.43        8516.88        8507.39        8509.98          8504.80         
2019-04-01   Bullish  8599.13        8602.58        8593.38        8598.84          8593.09         
2019-04-02   Bearish  8629.90        8633.35        8625.59        8632.78          8628.46         
2019-04-03   Bearish  8698.63        8706.11        8695.18        8711.28          8703.52         
2019-04-04   Bearish  8705.53        8710.42        8704.38        8713.58          8704.96         
2019-04-05   Bullish  8733.14        8736.02        8726.81        8732.85          8728.83         
2019-04-08   Bearish  8725.09        8736.02        8724.51        8732.57          8725.66         
2019-04-09   Bearish  8733.72        8739.47        8727.39        8742.34          8734.00         
2019-04-11   Bearish  8786.92        8798.13        8784.04        8797.56          8792.67         
2019-04-12   Bearish  8792.67        8800.43        8790.08        8801.87          8794.97         
2019-04-15   Bullish  8803.02        8805.32        8798.13        8801.01          8796.69         
2019-04-16   Bearish  8826.89        8832.35        8824.01        8831.49          8828.04         
2019-04-17   Bearish  8887.28        8889.01        8881.24        8893.32          8886.42         
2019-04-22   Bearish  8825.74        8832.93        8824.01        8832.07          8828.62         
2019-04-23   Bearish  8910.29        8916.04        8907.99        8916.61          8913.74         
2019-04-24   Bearish  9011.80        9015.25        9008.06        9016.69          9010.36         
2019-04-25   Bearish  9042.57        9046.89        9041.71        9049.76          9042.57         
2019-04-26   Bearish  8991.38        9000.01        8984.77        9003.46          8996.27         
2019-04-29   Bullish  9019.57        9024.74        9015.83        9020.72          9015.25         
2019-04-30   Bearish  8951.70        8964.35        8945.37        8966.94          8958.89         
2019-05-01   Bearish  9022.44        9026.76        9018.70        9027.04          9021.58         
2019-05-02   Bearish  8920.35        8935.02        8920.35        8932.72          8925.82         
2019-05-03   Bearish  8961.76        8972.12        8961.48        8969.82          8964.35         
2019-05-07   Bullish  8886.71        8891.31        8878.65        8881.24          8870.60         
2019-05-08   Bullish  8786.63        8796.41        8775.99        8776.85          8763.34         
2019-05-09   Bullish  8686.84        8688.85        8669.59        8685.40          8675.05         
2019-05-10   Bullish  8712.72        8712.72        8693.17        8701.22          8686.84         
2019-05-13   Bullish  8540.18        8542.48        8507.39        8530.97          8517.74         
2019-05-14   Bullish  8483.81        8487.26        8477.48        8484.39          8474.90         
2019-05-16   Bearish  8645.43        8654.06        8640.83        8651.18          8642.27         
2019-05-17   Bullish  8651.18        8658.66        8645.72        8656.93          8640.25         
2019-05-20   Bearish  8521.77        8525.51        8511.13        8524.65          8512.28         
2019-05-21   Bullish  8573.25        8575.55        8563.18        8571.81          8563.76         
2019-05-22   Bullish  8543.05        8543.63        8535.29        8536.73          8530.69         
2019-05-23   Bearish  8442.40        8450.16        8440.39        8450.16          8441.25         
2019-05-24   Bullish  8474.32        8476.62        8461.38        8462.82          8451.60         
2019-05-27   Bullish  8417.38        8418.53        8413.64        8416.23          8413.35         
2019-05-28   Bullish  8438.66        8441.25        8426.30        8436.07          8428.31         
2019-05-29   Bearish  8327.94        8330.53        8315.58        8329.96          8324.21         
2019-05-30   Bullish  8338.58        8342.04        8325.93        8336.57          8327.08         
2019-05-31   Bullish  8248.00        8248.00        8234.77        8245.12          8237.93         
2019-06-03   Bullish  8191.63        8194.51        8183.01        8186.74          8178.69         
2019-06-04   Bullish  8128.65        8128.94        8111.11        8125.49          8109.67         
2019-06-06   Bearish  8320.47        8326.51        8317.02        8326.51          8318.74         
2019-06-07   Bearish  8416.23        8420.83        8410.77        8419.68          8412.49         
2019-06-10   Bullish  8597.69        8600.57        8591.65        8594.24          8587.63         
2019-06-11   Bullish  8736.30        8737.45        8725.66        8729.11          8720.49         
2019-06-12   Bullish  8629.90        8641.69        8622.71        8624.15          8618.97         
2019-06-13   Bullish  8639.10        8640.83        8626.74        8639.10          8629.90         
2019-06-17   Bullish  8631.65        8632.79        8625.63        8628.49          8625.34         
2019-06-18   Bearish  8749.72        8764.04        8746.28        8764.33          8757.74         
2019-06-19   Bullish  8807.60        8807.89        8799.29        8805.02          8801.59         
2019-06-20   Bearish  8938.57        8944.01        8936.28        8951.46          8941.15         
2019-06-21   Bearish  8878.39        8891.57        8878.10        8892.72          8878.39         
2019-06-24   Bullish  8906.47        8911.63        8900.74        8911.06          8901.89         
2019-06-25   Bearish  8880.68        8886.99        8879.82        8889.28          8880.11         
2019-06-26   Bullish  8793.85        8801.59        8790.98        8794.99          8790.12         
2019-06-28   Bullish  8834.83        8835.11        8822.51        8829.10          8824.51         
2019-07-01   Bullish  8993.88        8995.31        8984.42        8991.01          8983.27         
2019-07-03   Bearish  8986.71        8993.30        8985.28        8995.31          8988.15         
2019-07-04   Bearish  9051.48        9054.35        9050.91        9054.06          9052.63         
2019-07-05   Bullish  8982.70        8982.99        8971.24        8977.83          8971.24         
2019-07-08   Bearish  8953.18        8962.07        8952.61        8966.37          8959.20         
2019-07-09   Bullish  8908.48        8910.20        8901.89        8909.91          8901.89         
2019-07-11   Bearish  9099.62        9105.07        9094.47        9105.36          9097.90         
2019-07-15   Bearish  9143.76        9152.35        9142.04        9152.35          9146.34         
2019-07-16   Bearish  9144.04        9152.64        9141.18        9155.51          9143.18         
2019-07-17   Bearish  9111.66        9115.39        9107.65        9115.96          9109.94         
2019-07-18   Bullish  9026.55        9027.12        9014.22        9026.83          9019.38         
2019-07-19   Bearish  9131.72        9140.89        9127.14        9148.34          9129.43         
2019-07-22   Bullish  9032.57        9040.88        9027.41        9031.71          9021.96         
2019-07-23   Bearish  9122.84        9127.71        9121.12        9126.85          9123.41         
2019-07-24   Bullish  9104.50        9113.38        9100.20        9106.79          9101.63         
2019-07-25   Bearish  9159.52        9169.26        9158.09        9174.42          9164.96         
2019-07-26   Bullish  9175.28        9179.01        9163.82        9175.57          9167.83         
2019-07-29   Bearish  9195.91        9198.78        9191.04        9199.35          9194.77         
2019-07-30   Bullish  9110.51        9112.23        9095.61        9101.92          9093.89         
2019-07-31   Bearish  9148.63        9158.09        9142.61        9162.67          9154.07         
2019-08-01   Bullish  9041.45        9044.60        9018.52        9024.83          9019.96         
2019-08-02   Bearish  8882.97        8896.44        8881.83        8904.47          8885.55         
2019-08-05   Bearish  8627.06        8643.97        8615.31        8656.29          8639.96         
2019-08-06   Bullish  8600.98        8602.13        8585.22        8592.67          8580.06         
2019-08-08   Bullish  8723.06        8731.66        8711.03        8723.64          8713.61         
2019-08-09   Bullish  8823.37        8824.80        8815.05        8819.07          8815.05         
2019-08-12   Bullish  8732.52        8733.09        8712.75        8727.08          8719.63         
2019-08-13   Bearish  8670.62        8674.35        8662.02        8675.21          8663.74         
2019-08-14   Bullish  8729.37        8732.23        8715.61        8729.94          8717.62         
2019-08-15   Bullish  8633.08        8633.94        8590.67        8626.77          8604.14         
2019-08-19   Bullish  8856.32        8856.61        8845.72        8855.46          8844.86         
2019-08-21   Bullish  8881.25        8881.83        8871.51        8876.95          8871.22         
2019-08-22   Bullish  8891.57        8897.02        8886.13        8891.57          8883.26         
2019-08-23   Bullish  8789.26        8794.42        8782.39        8789.55          8774.93         
2019-08-26   Bearish  8653.14        8663.17        8649.41        8664.03          8658.30         
2019-08-27   Bearish  8750.58        8753.15        8747.42        8758.03          8749.72         
2019-08-28   Bullish  8646.55        8658.30        8642.54        8647.12          8638.81         
2019-08-29   Bullish  8811.90        8813.05        8807.60        8812.19          8806.74         
