Type,Date,Candle_N_Time,Candle_N2_Time,Candle_N_Price,Candle_N2_Price,Gap_Size,Revisited
Bearish,2021-10-04,08:45:00,09:15:00,16686.3966,16681.8148,4.5818,False
Bearish,2021-10-04,09:00:00,09:30:00,16660.0511,16621.9648,38.0863,False
Bearish,2021-10-04,09:15:00,09:45:00,16620.8194,16575.5739,45.2454,False
Bullish,2021-10-05,08:30:00,09:00:00,16692.9829,16695.8466,2.8636,False
Bullish,2021-10-05,08:45:00,09:15:00,16720.7602,16729.0647,8.3045,False
Bullish,2021-10-05,09:15:00,09:45:00,16765.4329,16773.1647,7.7318,False
Bullish,2021-10-05,09:30:00,10:00:00,16782.042,16804.0919,22.05,False
Bullish,2021-10-06,09:00:00,09:30:00,16703.8647,16755.6965,51.8318,True
Bullish,2021-10-07,08:45:00,09:15:00,17131.4053,17149.7326,18.3273,True
Bearish,2021-10-08,09:15:00,09:45:00,17040.6281,17034.0418,6.5864,True
Bullish,2021-10-11,08:30:00,09:00:00,16983.6418,17020.2963,36.6545,True
Bullish,2021-10-11,08:45:00,09:15:00,17022.3009,17040.9145,18.6136,True
Bearish,2021-10-11,09:15:00,09:45:00,17040.9145,17033.1827,7.7318,True
Bullish,2021-10-14,08:45:00,09:15:00,17133.1235,17145.1508,12.0273,True
Bullish,2021-10-15,09:15:00,09:45:00,17268.0007,17276.5916,8.5909,False
Bullish,2021-10-15,09:30:00,10:00:00,17280.3143,17298.6416,18.3273,False
Bullish,2021-10-18,08:30:00,09:00:00,17316.6825,17329.5688,12.8864,True
Bullish,2021-10-18,09:30:00,10:00:00,17360.4961,17374.2415,13.7454,False
Bullish,2021-10-19,09:30:00,10:00:00,17595.8868,17600.4686,4.5818,False
Bullish,2021-10-20,09:00:00,09:30:00,17659.1731,17666.3322,7.1591,True
Bearish,2021-10-20,09:30:00,10:00:00,17666.3322,17651.7277,14.6045,False
Bullish,2021-10-21,08:45:00,09:15:00,17633.4004,17641.1322,7.7318,False
Bullish,2021-10-21,09:00:00,09:30:00,17645.4277,17663.4686,18.0409,False
Bullish,2021-10-26,08:45:00,09:15:00,17930.932,17952.982,22.05,True
Bullish,2021-10-28,09:15:00,09:45:00,17995.0774,17997.6547,2.5773,True
Bullish,2021-11-04,08:30:00,09:00:00,18562.6497,18597.8724,35.2227,False
Bullish,2021-11-04,08:45:00,09:15:00,18615.9133,18641.3997,25.4863,False
Bullish,2021-11-04,09:00:00,09:30:00,18646.5542,18662.3042,15.75,True
Bullish,2021-11-04,09:15:00,09:45:00,18667.7451,18680.0587,12.3136,True
Bearish,2021-11-09,08:30:00,09:00:00,18732.7496,18604.1724,128.5772,True
Bullish,2021-11-10,08:30:00,09:00:00,18471.5861,18501.9407,30.3545,False
Bullish,2021-11-12,09:30:00,10:00:00,18409.4453,18444.668,35.2227,False
Bearish,2021-11-15,08:45:00,09:15:00,18542.8906,18537.1634,5.7273,True
Bullish,2021-11-17,09:15:00,09:45:00,18695.5223,18698.386,2.8636,False
Bearish,2021-11-18,08:45:00,09:15:00,18756.2314,18730.745,25.4863,True
Bullish,2021-11-19,08:30:00,09:00:00,18973.2949,18980.7403,7.4454,True
Bullish,2021-11-22,08:30:00,09:00:00,19142.2493,19153.7038,11.4545,True
Bearish,2021-11-22,09:30:00,10:00:00,19168.5947,19135.3766,33.2182,False
Bearish,2021-11-23,08:45:00,09:15:00,18727.0223,18680.9178,46.1045,False
Bullish,2021-11-25,08:30:00,09:00:00,18784.8677,18793.1723,8.3045,True
Bearish,2021-11-25,09:30:00,10:00:00,18798.6132,18786.5859,12.0273,False
Bearish,2021-11-26,09:30:00,10:00:00,18474.7361,18466.1452,8.5909,False
Bullish,2021-11-30,08:30:00,09:00:00,18753.6541,18788.3041,34.65,True
Bearish,2021-11-30,09:15:00,09:45:00,18758.2359,18731.8905,26.3454,False
Bearish,2021-11-30,09:30:00,10:00:00,18699.2451,18561.7906,137.4544,False
Bullish,2021-12-01,09:30:00,10:00:00,18721.8678,18728.4541,6.5864,False
Bearish,2021-12-03,08:30:00,09:00:00,18249.0818,18179.7818,69.2999,False
Bearish,2021-12-03,08:45:00,09:15:00,18132.8182,18129.9546,2.8636,False
Bearish,2021-12-03,09:15:00,09:45:00,18036.0274,18015.6956,20.3318,False
Bullish,2021-12-06,08:45:00,09:15:00,17987.3456,18026.8638,39.5182,True
Bearish,2021-12-06,09:15:00,09:45:00,18026.8638,18025.4319,1.4318,True
Bullish,2021-12-07,08:30:00,09:00:00,18530.0043,18569.8088,39.8045,False
Bullish,2021-12-07,08:45:00,09:15:00,18589.5679,18591.8588,2.2909,False
Bearish,2021-12-09,09:00:00,09:30:00,18689.5087,18663.736,25.7727,True
Bearish,2021-12-10,09:15:00,09:45:00,18613.0497,18583.5542,29.4954,False
Bearish,2021-12-13,09:00:00,09:30:00,18615.9133,18580.4042,35.5091,True
Bearish,2021-12-14,09:30:00,10:00:00,18159.1637,18113.0591,46.1045,False
Bearish,2021-12-16,08:30:00,09:00:00,18570.3815,18527.9997,42.3818,True
Bullish,2021-12-17,09:15:00,09:45:00,18029.1547,18106.1864,77.0318,False
Bullish,2021-12-17,09:30:00,10:00:00,18149.7137,18162.3136,12.6,False
Bearish,2021-12-21,08:30:00,09:00:00,17992.5001,17976.7502,15.75,True
Bearish,2021-12-21,09:00:00,09:30:00,17923.4866,17922.0547,1.4318,True
Bullish,2021-12-21,09:30:00,10:00:00,17922.0547,17936.3729,14.3182,False
Bullish,2021-12-22,09:15:00,09:45:00,18365.6317,18390.5453,24.9136,False
Bullish,2021-12-23,08:45:00,09:15:00,18605.6042,18609.327,3.7227,True
Bullish,2021-12-23,09:30:00,10:00:00,18641.1133,18658.0087,16.8954,False
Bullish,2021-12-27,08:45:00,09:15:00,18836.6995,18856.4586,19.7591,False
Bullish,2021-12-27,09:00:00,09:30:00,18875.0722,18895.6904,20.6182,False
Bearish,2021-12-29,08:45:00,09:15:00,18874.2131,18837.845,36.3682,True
Bullish,2021-12-29,09:15:00,09:45:00,18837.845,18840.1359,2.2909,False
Bullish,2021-12-30,08:45:00,09:15:00,18905.4267,18947.5222,42.0954,True
Bearish,2021-12-30,09:30:00,10:00:00,18949.2403,18947.2358,2.0045,False
Bearish,2022-01-04,08:30:00,09:00:00,18862.7586,18859.8949,2.8636,False
Bearish,2022-01-04,08:45:00,09:15:00,18835.5541,18793.745,41.8091,False
Bearish,2022-01-04,09:15:00,09:45:00,18745.6359,18682.0633,63.5727,False
Bearish,2022-01-04,09:30:00,10:00:00,18644.836,18589.2815,55.5545,False
Bullish,2022-01-06,09:00:00,09:30:00,18039.7501,18043.1865,3.4364,False
Bearish,2022-01-07,08:45:00,09:15:00,18062.3728,18002.2365,60.1363,False
Bearish,2022-01-07,09:00:00,09:30:00,17970.7365,17961.5729,9.1636,False
Bearish,2022-01-07,09:15:00,09:45:00,17925.4911,17856.7639,68.7272,True
Bearish,2022-01-10,08:30:00,09:00:00,17514.5596,17493.6551,20.9045,False
Bullish,2022-01-11,08:45:00,09:15:00,17844.1639,17849.0321,4.8682,True
Bearish,2022-01-11,09:15:00,09:45:00,17849.0321,17832.9957,16.0364,True
Bearish,2022-01-12,09:15:00,09:45:00,18289.459,18219.3,70.159,False
Bearish,2022-01-13,08:45:00,09:15:00,18242.7818,18184.0773,58.7045,True
Bearish,2022-01-13,09:15:00,09:45:00,18133.9637,18125.6591,8.3045,False
Bearish,2022-01-13,09:30:00,10:00:00,18095.591,18081.2728,14.3182,False
Bullish,2022-01-18,08:45:00,09:15:00,17591.8777,17613.355,21.4773,True
Bearish,2022-01-18,09:30:00,10:00:00,17563.5277,17559.2323,4.2955,False
Bearish,2022-01-19,09:00:00,09:30:00,17534.605,17517.4232,17.1818,False
Bearish,2022-01-19,09:15:00,09:45:00,17501.3869,17428.0778,73.309,True
Bullish,2022-01-20,09:15:00,09:45:00,17504.2505,17507.1141,2.8636,False
Bullish,2022-01-21,09:15:00,09:45:00,16792.6374,16823.5647,30.9273,False
Bearish,2022-01-25,08:30:00,09:00:00,16247.4014,16191.8469,55.5545,True
Bearish,2022-01-26,09:00:00,09:30:00,16529.7558,16516.2967,13.4591,True
Bearish,2022-01-27,09:00:00,09:30:00,16364.2377,16342.4741,21.7636,True
Bullish,2022-01-27,09:30:00,10:00:00,16342.4741,16357.0786,14.6045,False
Bullish,2022-01-28,09:30:00,10:00:00,16055.8243,16134.5743,78.7499,False
Bullish,2022-01-31,08:30:00,09:00:00,16705.0102,16753.4056,48.3954,False
Bullish,2022-01-31,08:45:00,09:15:00,16762.5692,16788.6283,26.0591,True
Bearish,2022-02-02,09:00:00,09:30:00,17284.037,17278.0234,6.0136,True
Bearish,2022-02-04,09:15:00,09:45:00,16674.942,16655.7557,19.1863,False
Bullish,2022-02-08,09:30:00,10:00:00,16672.9375,16728.7784,55.8409,False
Bullish,2022-02-10,08:30:00,09:00:00,17016.2872,17061.2463,44.9591,True
Bullish,2022-02-15,09:15:00,09:45:00,16609.0785,16625.9739,16.8954,True
Bearish,2022-02-17,08:30:00,09:00:00,16550.9467,16529.7558,21.1909,False
Bearish,2022-02-17,09:00:00,09:30:00,16475.9195,16457.3058,18.6136,True
Bearish,2022-02-18,09:00:00,09:30:00,16167.2197,16147.1743,20.0454,False
Bearish,2022-02-18,09:15:00,09:45:00,16134.5743,16123.4061,11.1682,False
Bearish,2022-02-21,09:30:00,10:00:00,15854.5108,15833.3199,21.1909,False
Bearish,2022-02-22,09:15:00,09:45:00,16069.8561,16054.9652,14.8909,False
Bearish,2022-02-22,09:30:00,10:00:00,16019.7425,15992.8244,26.9182,False
Bearish,2022-02-23,08:30:00,09:00:00,15969.3426,15926.6744,42.6681,False
Bearish,2022-02-23,08:45:00,09:15:00,15908.6335,15902.0472,6.5864,False
Bullish,2022-02-25,09:15:00,09:45:00,16042.0789,16073.2925,31.2136,True
Bullish,2022-02-28,09:15:00,09:45:00,16166.0742,16246.5424,80.4681,False
Bearish,2022-03-03,08:45:00,09:15:00,16303.815,16288.3514,15.4636,False
Bearish,2022-03-03,09:00:00,09:30:00,16269.4514,16225.6378,43.8136,False
Bearish,2022-03-03,09:15:00,09:45:00,16181.8242,16152.0424,29.7818,False
Bearish,2022-03-07,08:30:00,09:00:00,15743.1155,15685.8428,57.2727,False
Bearish,2022-03-07,08:45:00,09:15:00,15662.361,15616.2565,46.1045,False
Bullish,2022-03-08,09:30:00,10:00:00,15149.1977,15156.9295,7.7318,False
Bearish,2022-03-10,09:15:00,09:45:00,15482.8111,15480.8066,2.0045,False
Bearish,2022-03-10,09:30:00,10:00:00,15424.6793,15404.0612,20.6182,False
Bearish,2022-03-11,08:30:00,09:00:00,15584.1838,15571.2974,12.8864,False
Bearish,2022-03-11,08:45:00,09:15:00,15545.8111,15534.6429,11.1682,True
Bullish,2022-03-15,09:00:00,09:30:00,15152.6341,15183.8477,31.2136,False
Bullish,2022-03-15,09:15:00,09:45:00,15190.4341,15201.8886,11.4545,False
Bullish,2022-03-16,08:45:00,09:15:00,15746.5518,15748.5564,2.0045,False
Bullish,2022-03-16,09:00:00,09:30:00,15760.0109,15796.6654,36.6545,False
Bullish,2022-03-17,08:30:00,09:00:00,15923.5244,15980.5107,56.9863,True
Bearish,2022-03-17,09:15:00,09:45:00,15949.5835,15939.2744,10.3091,False
Bullish,2022-03-18,08:30:00,09:00:00,16126.8424,16199.006,72.1636,True
Bullish,2022-03-18,08:45:00,09:15:00,16210.4606,16251.9833,41.5227,True
Bearish,2022-03-21,08:30:00,09:00:00,16446.424,16402.6104,43.8136,True
Bearish,2022-03-21,08:45:00,09:15:00,16371.6832,16354.215,17.4682,True
Bullish,2022-03-21,09:30:00,10:00:00,16376.265,16405.7604,29.4954,False
Bullish,2022-03-22,08:45:00,09:15:00,16585.3103,16641.7239,56.4136,False
Bullish,2022-03-22,09:00:00,09:30:00,16675.2284,16707.8738,32.6454,False
Bullish,2022-03-22,09:15:00,09:45:00,16713.0284,16727.6329,14.6045,True
Bullish,2022-03-23,08:45:00,09:15:00,16635.9966,16668.0693,32.0727,True
Bearish,2022-03-29,08:45:00,09:15:00,17303.2234,17299.787,3.4364,True
Bearish,2022-03-30,09:30:00,10:00:00,17401.7324,17367.9415,33.7909,False
Bullish,2022-04-04,08:30:00,09:00:00,17176.078,17211.5871,35.5091,True
Bearish,2022-04-05,08:45:00,09:15:00,17241.6552,17154.6008,87.0545,True
Bearish,2022-04-06,08:30:00,09:00:00,16648.3102,16622.8239,25.4863,True
Bearish,2022-04-07,09:15:00,09:45:00,16602.7785,16593.9012,8.8773,True
Bullish,2022-04-08,09:30:00,10:00:00,16527.7512,16550.6603,22.9091,False
Bearish,2022-04-11,09:00:00,09:30:00,16174.0924,16170.3697,3.7227,False
Bullish,2022-04-12,08:30:00,09:00:00,16268.8787,16287.7787,18.9,True
Bearish,2022-04-12,09:00:00,09:30:00,16287.7787,16261.7196,26.0591,False
Bearish,2022-04-12,09:15:00,09:45:00,16249.6924,16218.7651,30.9273,False
Bearish,2022-04-14,08:45:00,09:15:00,16155.4788,16128.2743,27.2045,True
Bullish,2022-04-18,08:45:00,09:15:00,15926.1017,15957.3153,31.2136,True
Bullish,2022-04-18,09:00:00,09:30:00,15984.8062,15986.5244,1.7182,True
Bullish,2022-04-19,08:30:00,09:00:00,15953.8789,16036.0652,82.1863,False
Bullish,2022-04-19,08:45:00,09:15:00,16056.6834,16097.9197,41.2363,False
Bullish,2022-04-19,09:15:00,09:45:00,16148.0333,16180.6788,32.6454,True
Bearish,2022-04-20,08:30:00,09:00:00,16178.1015,16164.9288,13.1727,True
Bearish,2022-04-21,08:45:00,09:15:00,16266.8742,16239.6696,27.2045,True
Bearish,2022-04-21,09:30:00,10:00:00,16177.2424,16171.8015,5.4409,False
Bullish,2022-04-25,09:00:00,09:30:00,15286.0794,15323.5931,37.5136,True
Bearish,2022-04-25,09:30:00,10:00:00,15323.5931,15302.9749,20.6182,False
Bearish,2022-04-26,08:30:00,09:00:00,15256.0113,15205.6113,50.4,False
Bearish,2022-04-26,08:45:00,09:15:00,15180.6977,15147.1932,33.5045,False
Bearish,2022-04-27,08:45:00,09:15:00,15074.7432,14932.4206,142.3226,True
Bullish,2022-04-28,09:30:00,10:00:00,14989.4069,14994.5615,5.1545,False
Bearish,2022-04-29,09:00:00,09:30:00,15268.3249,15180.6977,87.6272,False
Bullish,2022-05-02,09:00:00,09:30:00,14831.9071,14847.9434,16.0364,True
Bearish,2022-05-02,09:30:00,10:00:00,14847.9434,14819.0207,28.9227,False
Bearish,2022-05-04,08:30:00,09:00:00,14956.7615,14923.8297,32.9318,False
Bearish,2022-05-04,08:45:00,09:15:00,14910.0843,14859.6843,50.4,True
Bearish,2022-05-05,08:30:00,09:00:00,15174.1113,15092.7841,81.3272,False
Bearish,2022-05-05,08:45:00,09:15:00,15068.1569,15012.0296,56.1272,False
Bearish,2022-05-05,09:00:00,09:30:00,14941.5842,14923.257,18.3273,False
Bearish,2022-05-05,09:15:00,09:45:00,14896.0525,14888.3207,7.7318,False
Bullish,2022-05-06,08:45:00,09:15:00,14471.0891,14510.6073,39.5182,True
Bearish,2022-05-09,09:00:00,09:30:00,14171.553,14143.203,28.35,True
Bearish,2022-05-10,09:15:00,09:45:00,14201.3348,14153.5121,47.8227,False
Bearish,2022-05-10,09:30:00,10:00:00,14111.4167,14097.9576,13.4591,False
Bearish,2022-05-11,09:30:00,10:00:00,14107.1212,14106.2621,0.8591,False
Bullish,2022-05-12,09:30:00,10:00:00,13767.2079,13776.9442,9.7364,False
Bullish,2022-05-13,08:30:00,09:00:00,13971.9577,14016.6304,44.6727,False
Bearish,2022-05-16,09:15:00,09:45:00,14084.4985,14069.6076,14.8909,False
Bearish,2022-05-16,09:30:00,10:00:00,14045.2667,14031.2349,14.0318,False
Bearish,2022-05-17,09:15:00,09:45:00,14207.3484,14166.1121,41.2363,True
Bearish,2022-05-20,08:45:00,09:15:00,13706.4988,13692.467,14.0318,False
Bearish,2022-05-20,09:30:00,10:00:00,13629.467,13537.5444,91.9227,False
Bullish,2022-05-23,09:00:00,09:30:00,13583.9353,13600.258,16.3227,True
Bearish,2022-05-24,08:30:00,09:00:00,13451.349,13378.8991,72.4499,False
Bearish,2022-05-24,08:45:00,09:15:00,13373.4582,13346.54,26.9182,True
Bullish,2022-05-25,09:00:00,09:30:00,13562.458,13590.808,28.35,True
Bullish,2022-05-26,08:30:00,09:00:00,13813.3124,13855.6942,42.3818,False
Bullish,2022-05-26,08:45:00,09:15:00,13889.7714,13920.4123,30.6409,True
Bullish,2022-05-26,09:30:00,10:00:00,13935.3032,13961.935,26.6318,False
Bullish,2022-05-27,08:45:00,09:15:00,14355.112,14377.1619,22.05,True
Bullish,2022-05-31,09:15:00,09:45:00,14426.4165,14437.2983,10.8818,True
Bearish,2022-06-01,08:45:00,09:15:00,14612.839,14538.6709,74.1681,False
Bearish,2022-06-01,09:00:00,09:30:00,14526.0709,14480.5391,45.5318,True
Bullish,2022-06-02,09:30:00,10:00:00,14419.5437,14421.5483,2.0045,False
Bearish,2022-06-03,09:15:00,09:45:00,14459.3482,14447.0346,12.3136,False
Bullish,2022-06-06,08:45:00,09:15:00,14604.5345,14606.2527,1.7182,True
Bullish,2022-06-07,09:00:00,09:30:00,14386.8983,14412.9574,26.0591,False
Bullish,2022-06-07,09:15:00,09:45:00,14433.0028,14505.1664,72.1636,True
Bearish,2022-06-09,09:30:00,10:00:00,14453.0482,14419.2574,33.7909,False
Bearish,2022-06-10,08:30:00,09:00:00,13713.3715,13698.1943,15.1773,False
Bearish,2022-06-10,08:45:00,09:15:00,13678.1488,13635.1943,42.9545,True
Bearish,2022-06-13,08:45:00,09:15:00,13144.118,13109.8342,34.2838,False
Bearish,2022-06-13,09:00:00,09:30:00,13104.4059,13091.8352,12.5707,False
Bearish,2022-06-13,09:15:00,09:45:00,13042.1237,13031.2672,10.8565,False
Bearish,2022-06-15,09:15:00,09:45:00,13156.9744,13147.8321,9.1423,True
Bearish,2022-06-16,09:15:00,09:45:00,12802.7086,12761.5681,41.1405,True
Bearish,2022-06-17,09:00:00,09:30:00,12855.2771,12812.4223,42.8547,True
Bullish,2022-06-21,08:30:00,09:00:00,13259.2544,13273.825,14.5706,False
Bullish,2022-06-22,08:30:00,09:00:00,13172.1164,13208.6858,36.5694,False
Bullish,2022-06-22,09:00:00,09:30:00,13295.8237,13366.6769,70.8532,True
Bullish,2022-06-23,09:15:00,09:45:00,13355.8204,13358.1059,2.2856,True
Bullish,2022-06-24,08:45:00,09:15:00,13695.2298,13747.7983,52.5685,True
Bearish,2022-06-24,09:15:00,09:45:00,13747.7983,13744.6556,3.1427,True
Bearish,2022-06-28,08:45:00,09:15:00,13808.9377,13782.0821,26.8556,False
Bearish,2022-06-28,09:15:00,09:45:00,13718.9428,13697.5154,21.4274,False
Bearish,2022-06-30,08:30:00,09:00:00,13068.6936,13038.4096,30.284,True
Bullish,2022-06-30,09:15:00,09:45:00,13037.2668,13038.1239,0.8571,False
Bearish,2022-07-01,09:00:00,09:30:00,13110.6913,13095.835,14.8563,True
Bearish,2022-07-04,08:45:00,09:15:00,13194.4009,13189.544,4.8569,True
Bullish,2022-07-08,09:00:00,09:30:00,13789.5103,13843.2215,53.7113,True
Bearish,2022-07-12,08:30:00,09:00:00,13631.8048,13550.6665,81.1383,True
Bullish,2022-07-13,09:15:00,09:45:00,13342.9639,13454.1005,111.1366,True
Bullish,2022-07-19,09:00:00,09:30:00,13795.5099,13801.5096,5.9997,False
Bullish,2022-07-19,09:15:00,09:45:00,13822.6512,13828.6509,5.9997,False
Bullish,2022-07-19,09:30:00,10:00:00,13838.6503,13877.5053,38.855,False
Bullish,2022-07-20,09:00:00,09:30:00,14105.2068,14154.6326,49.4258,False
Bullish,2022-07-20,09:15:00,09:45:00,14163.4892,14194.0589,30.5697,False
Bullish,2022-07-20,09:30:00,10:00:00,14210.6294,14219.7718,9.1423,False
Bullish,2022-07-21,09:30:00,10:00:00,14222.3431,14248.3416,25.9985,False
Bearish,2022-07-25,08:45:00,09:15:00,14137.4907,14120.6345,16.8562,True
Bearish,2022-07-26,09:00:00,09:30:00,13947.7871,13926.3597,21.4274,True
Bullish,2022-07-27,09:30:00,10:00:00,14191.2019,14197.773,6.5711,False
Bullish,2022-07-28,09:30:00,10:00:00,14303.4813,14367.7634,64.2821,False
Bearish,2022-07-29,09:30:00,10:00:00,14724.0291,14706.8872,17.1419,False
Bullish,2022-08-01,08:30:00,09:00:00,14815.4526,14819.4523,3.9998,True
Bullish,2022-08-02,09:15:00,09:45:00,14753.1703,14764.0269,10.8565,False
Bearish,2022-08-04,09:00:00,09:30:00,15165.4329,15139.1486,26.2842,True
Bullish,2022-08-05,08:45:00,09:15:00,15088.8658,15153.4336,64.5678,True
Bearish,2022-08-05,09:30:00,10:00:00,15134.8632,15118.5784,16.2848,False
Bearish,2022-08-09,08:30:00,09:00:00,14898.5907,14870.5923,27.9984,True
Bullish,2022-08-10,09:15:00,09:45:00,15192.8599,15216.5729,23.713,False
Bullish,2022-08-10,09:30:00,10:00:00,15233.1434,15234.0004,0.8571,False
Bullish,2022-08-11,08:45:00,09:15:00,15435.7034,15453.9881,18.2847,True
Bearish,2022-08-11,09:15:00,09:45:00,15453.9881,15431.4179,22.5702,False
Bearish,2022-08-16,09:00:00,09:30:00,15505.1281,15502.2711,2.857,True
Bearish,2022-08-19,08:30:00,09:00:00,15245.9998,15229.715,16.2848,False
Bearish,2022-08-19,09:30:00,10:00:00,15172.861,15172.2896,0.5714,False
Bearish,2022-08-23,09:30:00,10:00:00,14775.7405,14768.3124,7.4282,False
Bullish,2022-08-25,08:30:00,09:00:00,14872.5922,14903.4476,30.8554,True
Bullish,2022-08-25,09:00:00,09:30:00,14931.1603,14962.3014,31.1411,True
Bearish,2022-08-25,09:30:00,10:00:00,14962.3014,14945.4452,16.8562,False
Bearish,2022-08-26,09:00:00,09:30:00,14847.1651,14841.7368,5.4283,False
Bearish,2022-08-26,09:15:00,09:45:00,14811.1671,14770.5979,40.5691,False
Bearish,2022-08-29,09:15:00,09:45:00,14334.6225,14310.3381,24.2843,False
Bearish,2022-08-30,08:30:00,09:00:00,14284.911,14281.1969,3.7141,False
Bearish,2022-08-30,08:45:00,09:15:00,14240.0563,14205.2012,34.8552,False
Bearish,2022-08-30,09:15:00,09:45:00,14151.7756,14111.2064,40.5691,True
Bearish,2022-08-31,08:45:00,09:15:00,14228.6284,14216.0577,12.5707,False
Bearish,2022-08-31,09:00:00,09:30:00,14191.2019,14175.2028,15.9991,True
Bearish,2022-09-01,09:15:00,09:45:00,13822.9369,13821.5085,1.4285,True
Bullish,2022-09-02,09:00:00,09:30:00,14140.6334,14174.9172,34.2838,True
Bearish,2022-09-06,08:30:00,09:00:00,13800.9382,13766.083,34.8552,True
Bearish,2022-09-06,08:45:00,09:15:00,13736.3704,13719.7999,16.5705,True
Bullish,2022-09-06,09:15:00,09:45:00,13719.7999,13748.9411,29.1412,False
Bullish,2022-09-06,09:30:00,10:00:00,13791.2244,13798.6526,7.4282,False
Bullish,2022-09-08,09:15:00,09:45:00,14041.2104,14049.4956,8.2852,False
Bullish,2022-09-08,09:30:00,10:00:00,14075.2085,14100.9213,25.7128,False
Bullish,2022-09-09,08:30:00,09:00:00,14262.6265,14279.7684,17.1419,True
Bullish,2022-09-12,08:30:00,09:00:00,14516.3724,14542.2149,25.8425,True
Bearish,2022-09-12,09:30:00,10:00:00,14528.8677,14528.5837,0.284,False
Bearish,2022-09-13,08:30:00,09:00:00,14089.5456,14088.6936,0.8519,True
Bearish,2022-09-13,09:15:00,09:45:00,14041.2684,14002.0788,39.1897,False
Bullish,2022-09-15,08:30:00,09:00:00,13833.9607,13837.0845,3.1238,True
Bearish,2022-09-15,09:00:00,09:30:00,13837.0845,13785.3995,51.685,False
Bearish,2022-09-15,09:30:00,10:00:00,13736.5544,13661.8668,74.6876,False
Bearish,2022-09-16,09:30:00,10:00:00,13455.127,13453.7071,1.4199,False
Bullish,2022-09-19,09:15:00,09:45:00,13547.7055,13556.509,8.8035,False
Bearish,2022-09-22,09:30:00,10:00:00,13145.3012,13139.6216,5.6797,False
Bearish,2022-09-26,09:15:00,09:45:00,13057.8344,13055.2786,2.5558,False
Bullish,2022-09-28,09:00:00,09:30:00,12918.9666,12926.9181,7.9515,False
Bearish,2022-09-29,08:45:00,09:15:00,12770.7273,12735.7974,34.9299,True
Bullish,2022-10-03,08:45:00,09:15:00,12644.9227,12648.6145,3.6918,False
Bullish,2022-10-03,09:00:00,09:30:00,12703.7073,12715.6346,11.9273,True
Bullish,2022-10-04,08:30:00,09:00:00,13147.8571,13195.5663,47.7092,False
Bullish,2022-10-04,08:45:00,09:15:00,13199.2581,13202.6659,3.4078,True
Bearish,2022-10-05,08:45:00,09:15:00,13024.3244,12985.7027,38.6217,False
Bearish,2022-10-05,09:00:00,09:30:00,12973.7754,12958.7242,15.0511,True
Bearish,2022-10-06,08:45:00,09:15:00,13209.4815,13160.3524,49.1291,True
Bullish,2022-10-06,09:30:00,10:00:00,13160.6363,13162.0563,1.4199,False
Bearish,2022-10-07,08:30:00,09:00:00,12797.4218,12779.2468,18.1749,True
Bearish,2022-10-10,09:15:00,09:45:00,12481.9163,12471.693,10.2234,False
Bearish,2022-10-11,08:30:00,09:00:00,12335.097,12314.9342,20.1628,True
Bullish,2022-10-13,08:30:00,09:00:00,11988.9214,12037.1986,48.2772,False
Bearish,2022-10-14,08:30:00,09:00:00,12608.8569,12557.1719,51.685,False
Bearish,2022-10-14,08:45:00,09:15:00,12530.1935,12426.5396,103.6539,True
Bearish,2022-10-18,08:30:00,09:00:00,12889.1483,12884.6046,4.5437,True
Bearish,2022-10-18,09:00:00,09:30:00,12840.5872,12801.1135,39.4737,True
Bullish,2022-10-19,08:45:00,09:15:00,12702.2874,12730.4017,28.1143,True
Bullish,2022-10-20,08:30:00,09:00:00,12682.4085,12714.7826,32.3741,False
Bullish,2022-10-20,08:45:00,09:15:00,12756.2442,12794.2979,38.0538,True
Bullish,2022-10-21,08:30:00,09:00:00,12596.0776,12655.9981,59.9205,True
Bearish,2022-10-21,09:00:00,09:30:00,12655.9981,12654.2942,1.7039,True
Bearish,2022-10-24,08:45:00,09:15:00,12873.5293,12812.1889,61.3404,True
Bullish,2022-10-25,08:30:00,09:00:00,13145.0173,13196.1343,51.117,True
Bullish,2022-10-26,09:15:00,09:45:00,13163.7602,13180.5152,16.755,False
Bearish,2022-10-27,09:15:00,09:45:00,12946.229,12936.8575,9.3714,False
Bullish,2022-10-28,09:00:00,09:30:00,12903.0635,12924.9302,21.8667,False
Bullish,2022-10-28,09:15:00,09:45:00,12949.0688,12982.5788,33.51,False
Bullish,2022-10-28,09:30:00,10:00:00,12995.0741,12997.63,2.5558,False
Bearish,2022-11-01,08:30:00,09:00:00,13138.2017,13094.7522,43.4494,False
Bearish,2022-11-01,08:45:00,09:15:00,13062.9461,12994.7901,68.156,True
Bullish,2022-11-04,08:45:00,09:15:00,12323.1697,12351.0001,27.8304,True
Bullish,2022-11-04,09:00:00,09:30:00,12375.9906,12388.2019,12.2113,True
Bullish,2022-11-08,09:00:00,09:30:00,12585.2863,12594.0897,8.8035,False
Bullish,2022-11-08,09:15:00,09:45:00,12621.9201,12623.908,1.9879,True
Bearish,2022-11-09,09:15:00,09:45:00,12482.4843,12473.1129,9.3714,True
Bullish,2022-11-10,08:30:00,09:00:00,12943.6731,12973.7754,30.1022,True
Bullish,2022-11-11,08:45:00,09:15:00,13280.1933,13301.776,21.5827,True
Bullish,2022-11-14,08:45:00,09:15:00,13353.177,13359.1406,5.9636,True
Bullish,2022-11-17,09:00:00,09:30:00,13196.9862,13212.3213,15.3351,True
