Type,Date,Candle_N_Time,Candle_N2_Time,Candle_N_Price,Candle_N2_Price,Gap_Size,Revisited
Bearish,2020-07-31,08:45:00,09:15:00,12331.345,12295.0671,36.2779,True
Bullish,2020-08-04,08:30:00,09:00:00,12625.5674,12632.1374,6.57,True
Bullish,2020-08-06,08:45:00,09:15:00,12704.4076,12712.4058,7.9983,True
Bearish,2020-08-06,09:15:00,09:45:00,12712.4058,12702.6936,9.7122,True
Bearish,2020-08-10,08:30:00,09:00:00,12701.551,12667.844,33.707,False
Bearish,2020-08-10,09:15:00,09:45:00,12619.283,12592.4317,26.8514,False
Bearish,2020-08-10,09:30:00,10:00:00,12582.1482,12562.7238,19.4244,False
Bullish,2020-08-12,08:30:00,09:00:00,12575.2925,12626.1387,50.8462,False
Bullish,2020-08-12,09:00:00,09:30:00,12651.8474,12657.5605,5.7131,False
Bullish,2020-08-13,09:00:00,09:30:00,12815.5265,12823.8104,8.2839,False
Bullish,2020-08-18,09:30:00,10:00:00,12937.5002,12946.0698,8.5696,False
Bullish,2020-08-19,08:45:00,09:15:00,12999.4869,13000.0582,0.5713,False
Bullish,2020-08-19,09:00:00,09:30:00,13003.2004,13020.6252,17.4248,True
Bullish,2020-08-20,08:30:00,09:00:00,12957.2103,12975.4921,18.2818,True
Bullish,2020-08-21,09:00:00,09:30:00,13140.885,13166.8794,25.9944,True
Bullish,2020-08-21,09:15:00,09:45:00,13172.3068,13176.5916,4.2848,True
Bearish,2020-08-24,08:30:00,09:00:00,13347.6976,13321.7032,25.9944,True
Bearish,2020-08-24,09:15:00,09:45:00,13289.4245,13268.0005,21.424,False
Bullish,2020-08-26,09:00:00,09:30:00,13477.9553,13488.8101,10.8548,False
Bullish,2020-08-26,09:15:00,09:45:00,13493.6662,13511.091,17.4248,False
Bullish,2020-08-26,09:30:00,10:00:00,13519.9463,13526.2306,6.2844,False
Bullish,2020-08-27,09:00:00,09:30:00,13691.6236,13694.4801,2.8565,True
Bullish,2020-08-31,09:00:00,09:30:00,13765.8933,13766.7503,0.857,False
Bullish,2020-08-31,09:30:00,10:00:00,13793.8873,13806.7417,12.8544,False
Bearish,2020-09-02,08:30:00,09:00:00,14120.9597,14074.9696,45.9901,True
Bearish,2020-09-03,09:00:00,09:30:00,13857.5878,13797.0295,60.5584,False
Bearish,2020-09-03,09:15:00,09:45:00,13747.8972,13709.0484,38.8488,False
Bearish,2020-09-04,08:30:00,09:00:00,13346.8407,13268.2862,78.5545,False
Bearish,2020-09-04,08:45:00,09:15:00,13141.1707,13138.0285,3.1422,False
Bearish,2020-09-04,09:00:00,09:30:00,13097.4658,13014.3408,83.125,False
Bullish,2020-09-07,09:15:00,09:45:00,13126.888,13128.6019,1.7139,False
Bullish,2020-09-08,08:45:00,09:15:00,12911.5058,12919.7898,8.2839,True
Bullish,2020-09-09,09:00:00,09:30:00,12912.3628,12945.2129,32.8501,True
Bearish,2020-09-10,09:15:00,09:45:00,13155.4533,13151.7398,3.7135,False
Bearish,2020-09-10,09:30:00,10:00:00,13139.7424,13092.0384,47.704,False
Bullish,2020-09-14,08:45:00,09:15:00,12931.0535,12942.2064,11.1529,True
Bearish,2020-09-16,09:00:00,09:30:00,13066.032,13061.4565,4.5755,False
Bullish,2020-09-17,08:30:00,09:00:00,12614.1972,12629.3537,15.1565,True
Bearish,2020-09-18,09:00:00,09:30:00,12646.512,12639.3627,7.1493,False
Bearish,2020-09-18,09:15:00,09:45:00,12617.3429,12609.0497,8.2932,False
Bearish,2020-09-18,09:30:00,10:00:00,12571.8735,12556.145,15.7284,False
Bearish,2020-09-21,09:00:00,09:30:00,12277.037,12261.3086,15.7284,True
Bearish,2020-09-22,09:30:00,10:00:00,12578.7368,12549.2817,29.4551,False
Bullish,2020-09-24,08:30:00,09:00:00,12335.3751,12393.9993,58.6241,True
Bullish,2020-09-25,09:00:00,09:30:00,12487.5119,12500.6666,13.1547,False
Bullish,2020-09-25,09:15:00,09:45:00,12522.6864,12526.118,3.4317,True
Bearish,2020-09-29,09:15:00,09:45:00,12977.3809,12958.7927,18.5881,True
Bullish,2020-09-30,08:30:00,09:00:00,13000.5446,13046.3,45.7554,False
Bullish,2020-10-02,08:45:00,09:15:00,13074.0392,13076.8989,2.8597,True
Bearish,2020-10-02,09:15:00,09:45:00,13076.8989,13072.3234,4.5755,False
Bullish,2020-10-05,08:45:00,09:15:00,13005.692,13037.4349,31.7428,False
Bullish,2020-10-06,08:45:00,09:15:00,13104.0662,13123.2263,19.1601,True
Bearish,2020-10-07,08:45:00,09:15:00,13048.8737,13045.4421,3.4317,True
Bullish,2020-10-07,09:30:00,10:00:00,13042.5823,13051.7334,9.1511,False
Bullish,2020-10-09,09:15:00,09:45:00,13311.1095,13320.5465,9.4371,False
Bullish,2020-10-09,09:30:00,10:00:00,13328.5537,13328.8397,0.286,False
Bullish,2020-10-12,09:30:00,10:00:00,13654.2751,13687.7338,33.4587,False
Bearish,2020-10-14,08:45:00,09:15:00,13862.4623,13848.7356,13.7266,False
Bearish,2020-10-14,09:00:00,09:30:00,13832.1493,13814.7051,17.4443,True
Bearish,2020-10-15,09:00:00,09:30:00,13499.2786,13496.9909,2.2878,True
Bullish,2020-10-16,08:45:00,09:15:00,13690.5935,13705.464,14.8705,True
Bearish,2020-10-16,09:30:00,10:00:00,13715.473,13690.5935,24.8795,False
Bearish,2020-10-19,08:30:00,09:00:00,13607.6618,13585.356,22.3058,False
Bearish,2020-10-19,08:45:00,09:15:00,13579.9226,13577.6348,2.2878,False
Bearish,2020-10-19,09:15:00,09:45:00,13526.4459,13502.9963,23.4497,True
Bearish,2020-10-20,09:30:00,10:00:00,13332.2713,13327.9818,4.2896,False
Bearish,2020-10-21,09:30:00,10:00:00,13404.3361,13396.3289,8.0072,False
Bearish,2020-10-22,08:45:00,09:15:00,13343.4242,13328.8397,14.5845,False
Bearish,2020-10-22,09:00:00,09:30:00,13306.8199,13263.3522,43.4676,True
Bearish,2020-10-26,09:00:00,09:30:00,13330.5555,13296.239,34.3166,False
Bearish,2020-10-26,09:15:00,09:45:00,13291.9494,13278.2228,13.7266,False
Bearish,2020-10-26,09:30:00,10:00:00,13249.6256,13197.5788,52.0468,False
Bearish,2020-10-28,08:30:00,09:00:00,12959.3647,12935.6291,23.7356,False
Bullish,2020-10-29,08:30:00,09:00:00,12862.7064,12864.7082,2.0018,False
Bearish,2020-10-30,08:45:00,09:15:00,12733.4473,12722.8664,10.5809,False
Bearish,2020-10-30,09:00:00,09:30:00,12712.8574,12674.2512,38.6061,False
Bearish,2020-11-02,09:15:00,09:45:00,12764.0462,12748.0318,16.0144,False
Bullish,2020-11-03,08:30:00,09:00:00,12758.0408,12807.2279,49.1871,False
Bullish,2020-11-03,08:45:00,09:15:00,12812.3754,12881.5805,69.2051,False
Bullish,2020-11-03,09:00:00,09:30:00,12883.5823,12892.1614,8.5791,False
Bullish,2020-11-04,08:45:00,09:15:00,13321.1185,13404.0502,82.9317,True
Bullish,2020-11-05,08:30:00,09:00:00,13789.2536,13798.9766,9.723,True
Bearish,2020-11-05,09:00:00,09:30:00,13798.9766,13796.4029,2.5737,True
Bullish,2020-11-06,08:45:00,09:15:00,13671.4334,13680.2985,8.8651,True
Bullish,2020-11-06,09:00:00,09:30:00,13691.1654,13694.3111,3.1457,True
Bullish,2020-11-09,08:45:00,09:15:00,13948.8256,13956.2609,7.4353,True
Bearish,2020-11-09,09:15:00,09:45:00,13956.2609,13937.9587,18.3022,False
Bearish,2020-11-10,09:00:00,09:30:00,13293.9512,13254.2012,39.75,True
Bearish,2020-11-13,08:45:00,09:15:00,13589.3596,13583.0682,6.2914,False
Bullish,2020-11-16,09:30:00,10:00:00,13736.9208,13738.6367,1.7158,False
Bullish,2020-11-17,09:15:00,09:45:00,13735.777,13740.6385,4.8615,False
Bullish,2020-11-18,09:30:00,10:00:00,13679.4406,13689.7356,10.295,False
Bullish,2020-11-19,09:15:00,09:45:00,13631.6834,13650.8435,19.1601,True
Bullish,2020-11-20,09:15:00,09:45:00,13715.187,13717.4748,2.2878,False
Bearish,2020-11-23,08:45:00,09:15:00,13693.1672,13637.9747,55.1925,False
Bullish,2020-11-24,09:15:00,09:45:00,13643.9801,13685.16,41.1799,False
Bullish,2020-11-24,09:30:00,10:00:00,13694.0251,13710.3255,16.3004,False
Bullish,2020-11-25,09:30:00,10:00:00,13851.8813,13856.4569,4.5755,False
Bullish,2020-11-27,08:45:00,09:15:00,14016.3149,14025.7519,9.4371,False
Bullish,2020-11-27,09:00:00,09:30:00,14029.7555,14053.2052,23.4497,True
Bearish,2020-11-30,09:00:00,09:30:00,13992.5792,13968.5576,24.0216,False
Bearish,2020-11-30,09:15:00,09:45:00,13957.6907,13919.6565,38.0342,True
Bullish,2020-12-01,08:45:00,09:15:00,14178.7466,14180.4624,1.7158,True
Bullish,2020-12-02,08:45:00,09:15:00,14156.7268,14179.0326,22.3058,False
Bullish,2020-12-02,09:00:00,09:30:00,14192.1873,14192.7592,0.5719,True
Bullish,2020-12-03,08:45:00,09:15:00,14301.4283,14316.2988,14.8705,True
Bearish,2020-12-03,09:15:00,09:45:00,14316.2988,14307.1478,9.1511,False
Bearish,2020-12-03,09:30:00,10:00:00,14293.7071,14287.1298,6.5773,False
Bullish,2020-12-04,08:30:00,09:00:00,14283.6981,14295.7089,12.0108,True
Bullish,2020-12-07,08:30:00,09:00:00,14393.2251,14393.5111,0.286,True
Bullish,2020-12-10,08:30:00,09:00:00,14102.9642,14128.1297,25.1655,False
Bullish,2020-12-14,08:30:00,09:00:00,14293.7071,14300.8564,7.1493,True
Bullish,2020-12-14,08:45:00,09:15:00,14319.1586,14321.7323,2.5737,True
Bullish,2020-12-16,09:15:00,09:45:00,14421.4467,14425.734,4.2873,False
Bearish,2020-12-18,08:30:00,09:00:00,14568.3593,14549.2092,19.1501,True
Bearish,2020-12-21,08:45:00,09:15:00,14365.4255,14317.4074,48.0181,False
Bearish,2020-12-24,09:30:00,10:00:00,14532.0599,14513.1956,18.8643,False
Bearish,2020-12-28,08:45:00,09:15:00,14614.3767,14609.2319,5.1448,True
Bullish,2020-12-28,09:15:00,09:45:00,14609.2319,14626.0954,16.8635,False
Bullish,2020-12-28,09:30:00,10:00:00,14635.5275,14644.1022,8.5747,False
Bearish,2020-12-29,08:30:00,09:00:00,14723.275,14712.9854,10.2896,True
Bearish,2021-01-04,09:30:00,10:00:00,14698.6942,14613.805,84.8892,False
Bullish,2021-01-06,08:45:00,09:15:00,14483.1843,14484.6134,1.4291,False
Bullish,2021-01-06,09:00:00,09:30:00,14506.6217,14519.7695,13.1478,False
Bullish,2021-01-06,09:15:00,09:45:00,14533.7748,14556.0689,22.2941,True
Bullish,2021-01-07,08:30:00,09:00:00,14646.6746,14671.2553,24.5807,False
Bullish,2021-01-07,08:45:00,09:15:00,14679.5442,14712.1279,32.5837,False
Bearish,2021-01-11,09:30:00,10:00:00,14837.8897,14837.0322,0.8575,False
Bullish,2021-01-13,09:00:00,09:30:00,14781.5827,14782.1543,0.5716,False
Bullish,2021-01-13,09:15:00,09:45:00,14785.87,14812.7373,26.8673,True
Bullish,2021-01-14,09:15:00,09:45:00,14874.1891,14876.4757,2.2866,True
Bearish,2021-01-15,08:45:00,09:15:00,14734.9937,14680.9733,54.0204,False
Bullish,2021-01-18,08:30:00,09:00:00,14642.1014,14643.5305,1.4291,True
Bullish,2021-01-20,08:45:00,09:15:00,15085.6975,15115.4231,29.7255,True
Bullish,2021-01-21,08:45:00,09:15:00,15242.3281,15271.482,29.1539,False
Bullish,2021-01-22,08:30:00,09:00:00,15277.1984,15281.2,4.0015,True
Bearish,2021-01-22,09:00:00,09:30:00,15281.2,15276.0552,5.1448,True
Bearish,2021-01-25,09:15:00,09:45:00,15440.1171,15439.5455,0.5716,False
Bearish,2021-01-25,09:30:00,10:00:00,15425.826,15304.3516,121.4745,False
Bullish,2021-01-27,08:45:00,09:15:00,15191.7376,15212.6026,20.865,False
Bullish,2021-01-28,09:30:00,10:00:00,15165.1561,15177.4465,12.2904,False
Bullish,2021-02-01,09:00:00,09:30:00,14921.0639,14949.0745,28.0106,True
Bullish,2021-02-09,08:30:00,09:00:00,15644.7658,15661.0577,16.2919,True
Bullish,2021-02-09,08:45:00,09:15:00,15672.4906,15676.4921,4.0015,True
Bearish,2021-02-09,09:30:00,10:00:00,15676.7779,15675.063,1.7149,False
Bearish,2021-02-10,08:45:00,09:15:00,15684.4951,15668.7749,15.7202,False
Bearish,2021-02-10,09:00:00,09:30:00,15665.9167,15577.8834,88.0332,True
Bullish,2021-02-12,09:15:00,09:45:00,15673.9197,15678.4929,4.5732,False
Bullish,2021-02-15,09:15:00,09:45:00,15842.5548,15843.1265,0.5716,True
Bearish,2021-02-16,09:30:00,10:00:00,15847.4138,15821.404,26.0098,False
Bearish,2021-02-17,09:00:00,09:30:00,15572.7386,15569.5946,3.144,True
Bearish,2021-02-18,08:45:00,09:15:00,15483.5621,15461.5538,22.0083,True
Bearish,2021-02-22,09:00:00,09:30:00,15321.2151,15278.0559,43.1592,False
Bullish,2021-02-23,08:45:00,09:15:00,14735.8511,14763.5759,27.7248,False
Bullish,2021-02-23,09:00:00,09:30:00,14830.4583,14837.6038,7.1456,False
Bullish,2021-02-23,09:15:00,09:45:00,14894.7683,14901.3422,6.5739,False
Bullish,2021-02-23,09:30:00,10:00:00,14913.9184,14933.6401,19.7217,False
Bearish,2021-02-25,08:45:00,09:15:00,15105.1335,15099.417,5.7164,False
Bearish,2021-02-25,09:15:00,09:45:00,15015.6711,15014.242,1.4291,True
Bearish,2021-02-26,08:30:00,09:00:00,14781.8685,14759.8602,22.0083,True
Bullish,2021-02-26,09:15:00,09:45:00,14730.4205,14750.1422,19.7217,False
Bullish,2021-02-26,09:30:00,10:00:00,14764.4334,14777.5812,13.1478,False
Bullish,2021-03-01,09:00:00,09:30:00,14999.9509,15007.3823,7.4314,False
Bullish,2021-03-01,09:15:00,09:45:00,15032.8204,15043.6817,10.8612,False
Bearish,2021-03-03,08:30:00,09:00:00,14781.8685,14774.4371,7.4314,True
Bearish,2021-03-03,08:45:00,09:15:00,14740.1385,14734.1362,6.0023,True
Bullish,2021-03-03,09:30:00,10:00:00,14728.7056,14753.8579,25.1524,False
Bearish,2021-03-04,08:30:00,09:00:00,14461.7476,14424.8765,36.8711,True
Bullish,2021-03-04,09:15:00,09:45:00,14412.3004,14485.185,72.8847,False
Bullish,2021-03-09,08:30:00,09:00:00,14465.7491,14511.1949,45.4457,True
Bullish,2021-03-09,08:45:00,09:15:00,14538.9196,14541.2062,2.2866,True
Bearish,2021-03-10,09:00:00,09:30:00,14730.4205,14677.2576,53.1629,True
Bullish,2021-03-11,09:30:00,10:00:00,14863.3278,14889.6235,26.2956,False
Bullish,2021-03-15,08:30:00,09:00:00,14806.1634,14811.3082,5.1448,True
Bearish,2021-03-15,09:00:00,09:30:00,14811.3082,14810.7366,0.5716,True
Bullish,2021-03-15,09:30:00,10:00:00,14810.7366,14817.0246,6.2881,False
Bullish,2021-03-16,08:30:00,09:00:00,15090.0383,15115.2074,25.1691,False
Bullish,2021-03-16,09:00:00,09:30:00,15155.8212,15165.2596,9.4384,True
Bearish,2021-03-17,09:15:00,09:45:00,14911.5662,14903.2719,8.2944,False
Bullish,2021-03-19,09:15:00,09:45:00,14629.5576,14641.8561,12.2986,False
Bullish,2021-03-22,09:15:00,09:45:00,14908.1341,14917.8585,9.7244,False
Bullish,2021-03-22,09:30:00,10:00:00,14920.4326,14928.155,7.7223,False
Bullish,2021-03-23,08:45:00,09:15:00,14975.0611,14980.2093,5.1482,True
Bullish,2021-03-23,09:30:00,10:00:00,14999.3722,15000.2302,0.858,False
Bullish,2021-03-24,09:30:00,10:00:00,14834.9148,14876.1006,41.1859,False
Bearish,2021-03-25,09:00:00,09:30:00,14618.6891,14590.3738,28.3153,False
Bearish,2021-03-25,09:15:00,09:45:00,14578.3613,14560.9145,17.4468,False
Bearish,2021-03-25,09:30:00,10:00:00,14533.1712,14501.4238,31.7474,False
Bearish,2021-03-29,08:30:00,09:00:00,14776.2822,14723.0838,53.1984,True
Bullish,2021-03-31,08:30:00,09:00:00,14890.1153,14931.8731,41.7579,False
Bullish,2021-03-31,08:45:00,09:15:00,14937.0214,14953.3241,16.3027,False
Bullish,2021-03-31,09:15:00,09:45:00,14989.0757,14993.9379,4.8622,True
Bullish,2021-04-05,08:30:00,09:00:00,15382.6294,15395.5,12.8706,False
Bullish,2021-04-05,08:45:00,09:15:00,15428.1054,15431.8236,3.7182,False
Bullish,2021-04-05,09:00:00,09:30:00,15442.1201,15457.5648,15.4447,True
Bullish,2021-04-07,08:30:00,09:00:00,15513.6233,15520.4876,6.8643,False
Bullish,2021-04-07,08:45:00,09:15:00,15541.3665,15552.235,10.8685,True
Bullish,2021-04-09,08:30:00,09:00:00,15676.6506,15696.6715,20.0209,True
Bullish,2021-04-15,09:00:00,09:30:00,15981.5403,15997.557,16.0167,True
Bearish,2021-04-19,08:45:00,09:15:00,15997.557,15945.5027,52.0543,True
Bearish,2021-04-20,09:15:00,09:45:00,15859.9849,15823.6612,36.3236,False
Bullish,2021-04-21,08:30:00,09:00:00,15746.7238,15749.5839,2.8601,True
Bullish,2021-04-22,09:00:00,09:30:00,15894.5924,15914.0413,19.4489,True
Bullish,2021-04-26,08:45:00,09:15:00,15948.9349,15952.653,3.7182,False
Bearish,2021-04-27,08:30:00,09:00:00,16001.8472,15972.6739,29.1733,True
Bullish,2021-04-28,08:30:00,09:00:00,15951.509,15969.8138,18.3048,True
Bearish,2021-04-28,09:00:00,09:30:00,15969.8138,15959.5173,10.2965,False
Bearish,2021-04-28,09:15:00,09:45:00,15955.5132,15933.7762,21.737,True
Bearish,2021-04-29,08:30:00,09:00:00,16029.3045,15980.6823,48.6222,False
Bearish,2021-04-30,09:30:00,10:00:00,15917.4734,15915.4714,2.0021,False
Bullish,2021-05-03,08:45:00,09:15:00,15894.5924,15919.4755,24.8831,True
Bearish,2021-05-03,09:15:00,09:45:00,15919.4755,15898.5966,20.8789,False
Bearish,2021-05-03,09:30:00,10:00:00,15888.0141,15842.5381,45.476,False
Bearish,2021-05-04,08:30:00,09:00:00,15552.235,15495.8905,56.3445,True
Bearish,2021-05-04,09:30:00,10:00:00,15448.9844,15441.5481,7.4363,False
Bearish,2021-05-05,08:45:00,09:15:00,15547.6588,15545.6567,2.0021,True
Bullish,2021-05-05,09:15:00,09:45:00,15545.6567,15557.3833,11.7265,True
Bullish,2021-05-06,09:15:00,09:45:00,15372.3329,15381.4854,9.1524,True
Bullish,2021-05-07,08:45:00,09:15:00,15735.8553,15753.8741,18.0188,True
Bearish,2021-05-10,09:15:00,09:45:00,15460.7109,15456.4207,4.2902,False
Bearish,2021-05-10,09:30:00,10:00:00,15436.9718,15430.3936,6.5783,False
Bearish,2021-05-11,09:00:00,09:30:00,15125.2178,15084.032,41.1859,True
Bearish,2021-05-12,09:15:00,09:45:00,14989.6477,14971.3429,18.3048,True
Bullish,2021-05-14,08:45:00,09:15:00,15179.8463,15187.2826,7.4363,False
Bullish,2021-05-18,08:45:00,09:15:00,15263.6481,15267.3662,3.7182,False
Bullish,2021-05-18,09:00:00,09:30:00,15272.2284,15291.6773,19.4489,False
Bullish,2021-05-20,08:45:00,09:15:00,15328.859,15330.5751,1.7161,False
Bullish,2021-05-20,09:00:00,09:30:00,15346.8778,15347.7358,0.858,False
Bullish,2021-05-20,09:15:00,09:45:00,15355.4582,15362.0365,6.5783,True
Bearish,2021-05-21,09:15:00,09:45:00,15417.237,15414.0908,3.1461,True
Bullish,2021-05-24,08:45:00,09:15:00,15536.7903,15574.258,37.4677,False
Bullish,2021-05-24,09:00:00,09:30:00,15577.1181,15590.8468,13.7286,False
Bullish,2021-05-26,09:00:00,09:30:00,15650.3374,15664.3521,14.0146,True
Bullish,2021-05-27,08:45:00,09:15:00,15644.6172,15647.7633,3.1461,True
Bullish,2021-05-27,09:00:00,09:30:00,15658.0598,15667.2122,9.1524,True
Bearish,2021-06-01,08:30:00,09:00:00,15719.2665,15710.1141,9.1524,False
Bearish,2021-06-01,08:45:00,09:15:00,15679.7968,15633.1767,46.6201,True
Bearish,2021-06-01,09:30:00,10:00:00,15625.1683,15597.139,28.0293,False
Bullish,2021-06-03,08:45:00,09:15:00,15451.2725,15457.5648,6.2923,True
Bullish,2021-06-03,09:30:00,10:00:00,15481.0178,15530.212,49.1942,False
Bullish,2021-06-04,08:30:00,09:00:00,15653.7696,15672.0744,18.3048,False
Bullish,2021-06-04,08:45:00,09:15:00,15678.9387,15697.2435,18.3048,False
Bearish,2021-06-08,08:30:00,09:00:00,15859.9849,15850.8324,9.1524,False
Bullish,2021-06-10,08:30:00,09:00:00,15928.0559,15932.3461,4.2902,True
Bearish,2021-06-10,09:15:00,09:45:00,15928.3419,15904.3169,24.0251,False
Bearish,2021-06-10,09:30:00,10:00:00,15902.6008,15883.1519,19.4489,False
Bearish,2021-06-16,09:15:00,09:45:00,16118.8779,16097.4132,21.4647,True
Bullish,2021-06-17,08:45:00,09:15:00,16065.3592,16069.3659,4.0068,False
Bullish,2021-06-17,09:00:00,09:30:00,16081.3862,16131.4706,50.0844,True
Bullish,2021-06-21,09:15:00,09:45:00,16087.9687,16118.3055,30.3368,False
Bullish,2021-06-21,09:30:00,10:00:00,16134.3326,16138.3393,4.0068,False
Bearish,2021-06-23,09:15:00,09:45:00,16360.4279,16357.8521,2.5758,False
Bullish,2021-06-24,08:45:00,09:15:00,16461.7414,16468.324,6.5825,False
Bullish,2021-06-24,09:00:00,09:30:00,16481.2028,16481.7752,0.5724,True
Bearish,2021-06-25,08:30:00,09:00:00,16440.8491,16433.9804,6.8687,True
Bearish,2021-06-29,08:45:00,09:15:00,16609.1327,16604.8397,4.2929,True
Bullish,2021-06-29,09:15:00,09:45:00,16604.8397,16611.1361,6.2963,True
Bearish,2021-07-02,09:15:00,09:45:00,16766.827,16762.2479,4.5791,True
Bearish,2021-07-06,09:15:00,09:45:00,16891.0363,16890.4639,0.5724,True
Bearish,2021-07-07,09:15:00,09:45:00,16925.0937,16921.6594,3.4344,True
Bullish,2021-07-09,09:30:00,10:00:00,16873.0059,16908.2081,35.2022,False
Bullish,2021-07-13,08:30:00,09:00:00,17036.138,17073.3436,37.2056,False
Bullish,2021-07-13,08:45:00,09:15:00,17079.6399,17091.9463,12.3065,False
Bullish,2021-07-13,09:00:00,09:30:00,17103.3942,17108.2595,4.8653,True
Bearish,2021-07-15,09:00:00,09:30:00,17017.249,16992.3499,24.8991,False
Bearish,2021-07-16,08:30:00,09:00:00,16973.1747,16967.4508,5.7239,False
Bearish,2021-07-16,08:45:00,09:15:00,16945.9861,16939.9759,6.0101,False
Bullish,2021-07-20,09:15:00,09:45:00,16731.6248,16743.0727,11.4479,False
Bullish,2021-07-20,09:30:00,10:00:00,16750.8,16758.8135,8.0135,False
Bullish,2021-07-22,09:15:00,09:45:00,17067.0472,17067.6196,0.5724,True
Bullish,2021-07-26,08:30:00,09:00:00,17275.3983,17275.9707,0.5724,True
Bearish,2021-07-27,08:45:00,09:15:00,17213.8661,17162.0645,51.8016,False
Bearish,2021-07-27,09:15:00,09:45:00,17115.9868,17093.3773,22.6095,True
Bullish,2021-07-28,08:45:00,09:15:00,17151.189,17172.94,21.7509,True
Bullish,2021-07-30,08:30:00,09:00:00,17082.5018,17112.5525,30.0506,True
Bullish,2021-08-02,08:45:00,09:15:00,17145.4651,17166.6436,21.1785,True
Bearish,2021-08-03,08:30:00,09:00:00,17116.5592,17090.8015,25.7577,True
Bullish,2021-08-05,09:30:00,10:00:00,17328.0585,17337.2168,9.1583,False
Bearish,2021-08-06,09:30:00,10:00:00,17293.7149,17267.671,26.0439,False
Bearish,2021-08-10,09:00:00,09:30:00,17310.6005,17282.5533,28.0473,False
Bearish,2021-08-10,09:15:00,09:45:00,17280.8361,17231.6103,49.2258,False
Bearish,2021-08-11,09:30:00,10:00:00,17195.5495,17187.536,8.0135,False
Bullish,2021-08-12,09:00:00,09:30:00,17157.4854,17193.5461,36.0608,False
Bullish,2021-08-12,09:15:00,09:45:00,17196.4081,17198.1253,1.7172,False
Bearish,2021-08-16,08:30:00,09:00:00,17259.3713,17219.3038,40.0675,False
Bearish,2021-08-16,08:45:00,09:15:00,17196.6943,17160.9197,35.7746,False
Bearish,2021-08-16,09:00:00,09:30:00,17150.6166,17134.5896,16.027,False
Bullish,2021-08-17,09:15:00,09:45:00,17195.5495,17196.9805,1.431,True
Bullish,2021-08-19,08:45:00,09:15:00,16981.1883,16990.9189,9.7307,True
Bullish,2021-08-19,09:30:00,10:00:00,17027.8383,17041.5757,13.7374,False
Bullish,2021-08-20,08:30:00,09:00:00,17167.216,17213.8661,46.65,False
Bullish,2021-08-20,08:45:00,09:15:00,17223.883,17234.7584,10.8755,True
Bullish,2021-08-23,08:45:00,09:15:00,17410.4831,17429.3721,18.889,False
Bullish,2021-08-23,09:00:00,09:30:00,17442.8233,17444.2543,1.431,False
Bullish,2021-08-23,09:15:00,09:45:00,17462.5709,17470.8706,8.2997,True
Bullish,2021-08-24,08:45:00,09:15:00,17572.7566,17574.1876,1.431,True
Bearish,2021-08-26,09:00:00,09:30:00,17551.0057,17537.5544,13.4512,False
Bullish,2021-08-27,08:45:00,09:15:00,17534.4063,17603.3796,68.9734,True
Bullish,2021-08-30,08:30:00,09:00:00,17763.0773,17766.5117,3.4344,False
Bullish,2021-08-30,08:45:00,09:15:00,17778.5319,17789.9798,11.4479,False
Bullish,2021-08-30,09:00:00,09:30:00,17806.293,17823.1786,16.8856,True
Bearish,2021-09-02,08:45:00,09:15:00,17907.8928,17901.8827,6.0101,True
Bullish,2021-09-03,08:30:00,09:00:00,17870.1149,17891.5796,21.4647,True
Bullish,2021-09-06,08:30:00,09:00:00,17962.8425,17976.2938,13.4512,True
Bearish,2021-09-06,09:00:00,09:30:00,17976.2938,17975.4352,0.8586,True
Bullish,2021-09-07,09:15:00,09:45:00,17904.4584,17926.7818,22.3233,True
Bearish,2021-09-08,09:15:00,09:45:00,17888.4314,17835.7713,52.6602,True
Bearish,2021-09-10,08:45:00,09:15:00,17906.1756,17888.1452,18.0304,False
Bearish,2021-09-13,08:45:00,09:15:00,17672.3458,17628.8186,43.5272,True
Bullish,2021-09-13,09:15:00,09:45:00,17628.8186,17633.114,4.2955,True
Bearish,2021-09-14,08:30:00,09:00:00,17709.0004,17687.5231,21.4773,True
Bearish,2021-09-15,08:45:00,09:15:00,17571.5459,17570.4005,1.1455,True
Bullish,2021-09-15,09:15:00,09:45:00,17570.4005,17574.4095,4.0091,False
Bearish,2021-09-17,08:30:00,09:00:00,17649.1504,17647.7186,1.4318,False
Bearish,2021-09-17,09:15:00,09:45:00,17597.605,17596.7459,0.8591,False
Bearish,2021-09-20,08:45:00,09:15:00,17274.0143,17252.2507,21.7636,False
Bearish,2021-09-21,08:45:00,09:15:00,17253.9689,17248.8143,5.1545,True
Bullish,2021-09-22,08:30:00,09:00:00,17263.1325,17267.7143,4.5818,False
Bullish,2021-09-22,08:45:00,09:15:00,17270.578,17296.0643,25.4863,False
Bullish,2021-09-22,09:00:00,09:30:00,17310.6688,17317.2552,6.5864,True
Bullish,2021-09-23,08:30:00,09:00:00,17488.2142,17497.0914,8.8773,False
Bullish,2021-09-23,08:45:00,09:15:00,17521.7187,17538.9005,17.1818,True
Bullish,2021-09-27,09:00:00,09:30:00,17359.637,17388.846,29.2091,True
Bearish,2021-09-28,08:45:00,09:15:00,17075.2781,17064.3963,10.8818,False
Bearish,2021-10-01,09:00:00,09:30:00,16724.7693,16703.292,21.4773,True
Bullish,2021-10-01,09:30:00,10:00:00,16703.292,16705.0102,1.7182,False
