Column1;Column2;Column3;Column4;Column5;Column6;Column7
01/01/2019;17:00:00;7332.96187;7360.390462;7326.609986;7356.925798;2219
01/01/2019;17:15:00;7356.637076;7362.98896;7352.88369;7360.390462;1347
01/01/2019;17:30:00;7360.679184;7367.897235;7360.390462;7363.566405;1207
01/01/2019;17:45:00;7363.855127;7367.031069;7359.235574;7360.10174;821
01/01/2019;18:00:00;7359.524296;7365.587459;7356.059632;7361.256628;1155
01/01/2019;18:15:00;7361.834072;7369.052123;7360.679184;7365.298737;812
01/01/2019;18:30:00;7365.010015;7375.404007;7364.432571;7365.010015;996
01/01/2019;18:45:00;7364.432571;7372.228065;7364.143849;7365.876181;528
01/01/2019;19:00:00;7366.164903;7373.671675;7360.390462;7369.629567;1262
01/01/2019;19:15:00;7369.918289;7370.784455;7364.721293;7368.185957;631
01/01/2019;19:30:00;7367.897235;7369.340845;7358.65813;7359.813018;956
01/01/2019;19:45:00;7358.946852;7358.946852;7326.032542;7327.764874;3357
01/01/2019;20:00:00;7328.63104;7330.363372;7303.800946;7309.286665;3475
01/01/2019;20:15:00;7308.709221;7315.061105;7295.428008;7302.93478;2512
01/01/2019;20:30:00;7302.357336;7302.357336;7266.844528;7278.393409;3541
01/01/2019;20:45:00;7278.682131;7287.632513;7268.865582;7283.590405;2141
01/01/2019;21:00:00;7283.012961;7285.611459;7269.154304;7278.104687;1747
01/01/2019;21:15:00;7278.393409;7282.724239;7273.485134;7277.23852;871
01/01/2019;21:30:00;7277.23852;7285.034015;7275.506188;7282.724239;667
01/01/2019;21:45:00;7282.724239;7283.879127;7273.773856;7280.125741;948
01/01/2019;22:00:00;7280.414463;7281.858073;7228.155777;7238.261048;3156
01/01/2019;22:15:00;7237.394882;7256.739257;7236.817438;7252.697149;1470
01/01/2019;22:30:00;7253.563315;7257.605423;7244.035488;7247.500152;1238
01/01/2019;22:45:00;7248.077596;7252.697149;7243.746766;7249.521207;838
01/01/2019;23:00:00;7248.65504;7260.492643;7247.21143;7254.140759;1159
01/01/2019;23:15:00;7253.274593;7256.161813;7244.901654;7245.76782;782
01/01/2019;23:30:00;7246.056542;7250.676095;7242.014434;7242.591878;756
01/01/2019;23:45:00;7244.035488;7245.190376;7222.958781;7228.444499;1546
02/01/2019;00:00:00;7228.733221;7239.704658;7227.289611;7233.352773;1352
02/01/2019;00:15:00;7233.930217;7245.76782;7230.176831;7243.458044;820
02/01/2019;00:30:00;7244.035488;7246.922708;7240.282102;7245.76782;809
02/01/2019;00:45:00;7246.056542;7249.232485;7236.817438;7238.54977;906
02/01/2019;01:00:00;7237.972326;7247.788874;7229.888109;7232.197885;1549
02/01/2019;01:15:00;7231.909163;7234.507661;7214.585842;7227.289611;2439
02/01/2019;01:30:00;7227.000889;7237.394882;7222.958781;7232.197885;1235
02/01/2019;01:45:00;7231.909163;7233.352773;7217.761784;7220.07156;1626
02/01/2019;02:00:00;7219.782838;7220.937727;7192.354247;7194.375301;4550
02/01/2019;02:15:00;7193.797857;7195.818911;7127.391792;7135.764731;9628
02/01/2019;02:30:00;7136.053453;7140.384283;7107.181251;7113.533135;6985
02/01/2019;02:45:00;7113.821857;7131.145178;7113.821857;7129.124124;3128
02/01/2019;03:00:00;7129.701568;7145.003835;7127.10307;7142.982781;3377
02/01/2019;03:15:00;7142.694059;7158.57377;7140.095561;7154.531662;3083
02/01/2019;03:30:00;7153.954218;7161.749712;7131.722622;7142.116615;4336
02/01/2019;03:45:00;7142.116615;7157.13016;7140.095561;7154.531662;2688
02/01/2019;04:00:00;7155.397828;7168.390319;7153.088052;7161.46099;3150
02/01/2019;04:15:00;7161.46099;7177.340701;7155.109106;7157.13016;2576
02/01/2019;04:30:00;7157.13016;7160.306102;7137.497063;7147.891055;3341
02/01/2019;04:45:00;7147.602333;7159.151214;7140.961727;7144.426391;2531
02/01/2019;05:00:00;7144.426391;7163.193322;7139.518117;7156.841438;3046
02/01/2019;05:15:00;7156.263994;7165.503099;7155.109106;7157.707604;2049
02/01/2019;05:30:00;7157.707604;7162.327156;7143.848947;7151.066998;2191
02/01/2019;05:45:00;7150.489554;7157.996326;7144.715113;7157.707604;1483
02/01/2019;06:00:00;7157.707604;7179.650478;7154.531662;7176.185813;3659
02/01/2019;06:15:00;7176.763257;7189.178304;7174.453481;7186.868528;2512
02/01/2019;06:30:00;7187.15725;7187.734694;7166.946709;7181.38281;3819
02/01/2019;06:45:00;7181.671532;7182.82642;7156.263994;7156.263994;3024
02/01/2019;07:00:00;7156.263994;7169.256485;7153.665496;7168.967763;3578
02/01/2019;07:15:00;7168.967763;7174.453481;7144.426391;7150.200832;4986
02/01/2019;07:30:00;7149.91211;7155.397828;7145.870001;7151.066998;3519
02/01/2019;07:45:00;7151.066998;7157.418882;7148.179777;7152.510608;2381
02/01/2019;08:00:00;7151.933164;7172.432427;7150.489554;7169.545207;4481
02/01/2019;08:15:00;7169.256485;7177.340701;7162.9046;7172.143705;4410
02/01/2019;08:30:00;7172.143705;7218.050506;7166.657987;7212.564788;45030
02/01/2019;08:45:00;7212.85351;7241.148268;7211.4099;7232.197885;31474
02/01/2019;09:00:00;7231.909163;7278.682131;7208.52268;7272.90769;30541
02/01/2019;09:15:00;7272.90769;7297.449062;7259.626477;7267.710694;27226
02/01/2019;09:30:00;7267.999416;7299.758838;7251.253539;7296.582896;23042
02/01/2019;09:45:00;7296.582896;7317.948325;7285.322737;7305.244556;19981
02/01/2019;10:00:00;7305.533278;7337.292701;7295.71673;7334.982925;19944
02/01/2019;10:15:00;7334.982925;7354.3273;7320.258101;7328.053596;25981
02/01/2019;10:30:00;7328.342318;7340.468643;7308.420499;7334.982925;20039
02/01/2019;10:45:00;7335.849091;7339.891199;7300.04756;7301.779892;17748
02/01/2019;11:00:00;7302.357336;7317.948325;7296.005452;7315.061105;20089
02/01/2019;11:15:00;7314.772383;7320.546824;7302.068614;7315.927271;13602
02/01/2019;11:30:00;7315.349827;7355.77091;7315.061105;7347.975415;15972
02/01/2019;11:45:00;7348.552859;7365.876181;7341.334809;7359.524296;9566
02/01/2019;12:00:00;7358.946852;7385.798;7358.946852;7376.270173;12824
02/01/2019;12:15:00;7375.981451;7389.551386;7368.763401;7381.178448;8939
02/01/2019;12:30:00;7380.889726;7398.501769;7376.270173;7382.91078;13559
02/01/2019;12:45:00;7382.91078;7401.966433;7382.622058;7398.790491;8513
02/01/2019;13:00:00;7399.367935;7399.656657;7354.3273;7362.98896;11454
02/01/2019;13:15:00;7362.411516;7387.819054;7359.235574;7377.713784;7746
02/01/2019;13:30:00;7378.002506;7397.058159;7362.700238;7371.650621;10269
02/01/2019;13:45:00;7371.650621;7388.68522;7358.369408;7359.235574;7493
02/01/2019;14:00:00;7358.946852;7370.495733;7326.898708;7346.820527;15871
02/01/2019;14:15:00;7346.820527;7352.017524;7321.990434;7332.96187;23933
02/01/2019;14:30:00;7333.250592;7333.250592;7310.730275;7317.082159;14570
02/01/2019;14:45:00;7317.659603;7368.185957;7317.082159;7359.524296;19911
02/01/2019;15:00:00;7360.10174;7366.164903;7355.193466;7356.637076;9728
02/01/2019;15:30:00;7341.912253;7346.243083;7218.62795;7225.846001;10279
02/01/2019;15:45:00;7225.557279;7246.922708;7220.360282;7231.042997;5746
02/01/2019;17:00:00;7209.677568;7211.121178;7175.030925;7199.572297;4500
02/01/2019;17:15:00;7199.861019;7206.212903;7189.467026;7203.614405;1611
02/01/2019;17:30:00;7203.903127;7204.769293;7188.023416;7188.889582;1725
02/01/2019;17:45:00;7188.312138;7192.642969;7168.390319;7181.671532;3112
02/01/2019;18:00:00;7181.960254;7196.685077;7179.9392;7196.685077;1707
02/01/2019;18:15:00;7196.107633;7201.304629;7188.312138;7196.396355;1618
02/01/2019;18:30:00;7196.107633;7196.685077;7185.71364;7191.48808;734
02/01/2019;18:45:00;7190.910636;7201.593351;7188.312138;7189.467026;1108
02/01/2019;19:00:00;7188.889582;7198.994853;7184.847474;7194.375301;1158
02/01/2019;19:15:00;7194.952745;7198.128687;7188.023416;7197.262521;909
