direction,sl_type,rr_ratio,smt_datetime,entry_datetime,entry_price,stop_loss,take_profit,risk,reward,exit_datetime,exit_price,pnl,outcome,variant
SHORT,entry_candle,1.5,2023-10-05 03:15:00,2023-10-05 03:45:00,16149.539143,16187.552113,16092.519688,38.01296999999977,57.01945499999965,2023-10-05 03:45:00,16187.552113,-38.01296999999977,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-10-18 02:00:00,2023-10-18 02:30:00,16508.218675,16479.708947,16550.983267000003,28.509728000000905,42.76459200000136,2023-10-18 02:30:00,16479.708947,-28.509728000000905,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-10-18 02:15:00,2023-10-18 02:30:00,16508.218675,16479.708947,16550.983267000003,28.509728000000905,42.76459200000136,2023-10-18 02:30:00,16479.708947,-28.509728000000905,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-10-20 03:30:00,2023-10-23 01:00:00,15961.646458,15973.593392,15943.726056999996,11.94693400000142,17.92040100000213,2023-10-23 01:00:00,15973.593392,-11.94693400000142,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-10-20 03:45:00,2023-10-20 03:50:00,16144.380239,16165.558895,16112.612255,21.178656000000046,31.76798400000007,2023-10-23 01:00:00,16112.612255,31.76798400000007,WIN,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-10-24 02:00:00,2023-10-24 02:30:00,16055.864322,16091.16208,16002.917684999999,35.29775800000061,52.94663700000092,2023-10-25 02:15:00,16002.917684999999,52.94663700000092,WIN,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-10-24 02:00:00,2023-10-24 02:30:00,16055.864322,16091.16208,16002.917684999999,35.29775800000061,52.94663700000092,2023-10-25 02:15:00,16002.917684999999,52.94663700000092,WIN,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-01 03:45:00,2023-11-02 01:00:00,16068.89734,16068.082777,16070.1191845,0.8145629999999073,1.221844499999861,2023-11-02 01:00:00,16070.1191845,1.221844499999861,WIN,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-06 02:15:00,2023-11-06 02:30:00,16511.476929,16494.371092,16537.135684499997,17.105836999999156,25.658755499998733,2023-11-06 02:30:00,16494.371092,-17.105836999999156,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-08 03:15:00,2023-11-08 03:30:00,16682.535298,16664.071855,16710.2304625,18.463443000000552,27.69516450000083,2023-11-09 01:00:00,16710.2304625,27.69516450000083,WIN,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-09 02:15:00,2023-11-09 02:30:00,16702.084826,16687.694201,16723.6707635,14.390625,21.5859375,2023-11-09 02:30:00,16687.694201,-14.390625,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-10 03:00:00,2023-11-10 03:05:00,16563.337482,16557.092494,16572.704963999997,6.244987999998557,9.367481999997835,2023-11-10 03:10:00,16557.092494,-6.244987999998557,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-10 03:30:00,2023-11-13 01:00:00,16876.401449,16869.070376,16887.398058500003,7.331073000001197,10.996609500001796,2023-11-13 01:00:00,16869.070376,-7.331073000001197,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-10 03:30:00,2023-11-13 01:00:00,16876.401449,16869.070376,16887.398058500003,7.331073000001197,10.996609500001796,2023-11-13 01:00:00,16869.070376,-7.331073000001197,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-11-16 03:15:00,2023-11-16 03:30:00,17219.332751,17229.922078,17203.448760500003,10.589326999997866,15.883990499996798,2023-11-16 03:35:00,17229.922078,-10.589326999997866,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-17 03:15:00,2023-11-17 03:35:00,17272.279389,17266.034401,17281.646870999997,6.244987999998557,9.367481999997835,2023-11-17 03:45:00,17266.034401,-6.244987999998557,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-11-23 03:45:00,2023-11-24 01:00:00,17416.185635,17432.476909,17391.748724000005,16.291273999999248,24.436910999998872,2023-11-24 01:00:00,17432.476909,-16.291273999999248,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-24 01:30:00,2023-11-24 02:00:00,17420.258454,17408.583041,17437.771573499995,11.675412999997206,17.51311949999581,2023-11-24 03:00:00,17437.771573499995,17.51311949999581,WIN,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-11-24 03:30:00,2023-11-24 03:45:00,17437.364291,17453.112521,17413.741946000006,15.74822999999742,23.62234499999613,2023-11-24 03:45:00,17453.112521,-15.74822999999742,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-27 03:45:00,2023-11-28 01:00:00,17377.08658,17375.457452,17379.530272,1.6291280000004917,2.4436920000007376,2023-11-28 01:00:00,17375.457452,-1.6291280000004917,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-11-29 02:00:00,2023-11-29 02:00:00,17457.18534,17437.907333,17486.1023505,19.278007000000798,28.917010500001197,2023-11-29 03:15:00,17486.1023505,28.917010500001197,WIN,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-11-29 03:30:00,2023-11-30 01:00:00,17442.251673,17444.695364,17438.5861365,2.443691000000399,3.6655365000005986,2023-11-30 01:05:00,17444.695364,-2.443691000000399,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-11-29 03:45:00,2023-11-30 01:00:00,17442.251673,17444.695364,17438.5861365,2.443691000000399,3.6655365000005986,2023-11-30 01:05:00,17444.695364,-2.443691000000399,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-12-04 02:00:00,2023-12-04 02:15:00,17348.576852,17323.596899,17386.046781499994,24.979952999998204,37.469929499997306,2023-12-05 01:00:00,17323.596899,-24.979952999998204,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-12-04 02:00:00,2023-12-04 02:15:00,17348.576852,17323.596899,17386.046781499994,24.979952999998204,37.469929499997306,2023-12-05 01:00:00,17323.596899,-24.979952999998204,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-05 02:15:00,2023-12-05 02:45:00,17143.035288,17148.194191,17135.2969335,5.158902999999555,7.738354499999332,2023-12-05 02:45:00,17148.194191,-5.158902999999555,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-05 02:15:00,2023-12-05 02:45:00,17143.035288,17148.194191,17135.2969335,5.158902999999555,7.738354499999332,2023-12-05 02:45:00,17148.194191,-5.158902999999555,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
LONG,entry_candle,1.5,2023-12-07 03:15:00,2023-12-07 03:25:00,17197.339532,17171.001973,17236.84587050001,26.33755900000324,39.50633850000486,2023-12-08 01:00:00,17236.84587050001,39.50633850000668,WIN,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-11 02:00:00,2023-12-11 02:00:00,17441.437109,17460.172073,17413.334662999994,18.734964000002947,28.10244600000442,2023-12-11 02:05:00,17460.172073,-18.734964000002947,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-11 02:00:00,2023-12-11 02:10:00,17441.437109,17454.470128,17421.887580499995,13.033019000002241,19.549528500003362,2023-12-11 02:15:00,17454.470128,-13.033019000002241,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-13 01:45:00,2023-12-13 02:15:00,17801.838104,17806.394157,17795.0040245,4.556053000000247,6.834079500000371,2023-12-13 02:15:00,17806.394157,-4.556053000000247,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
SHORT,entry_candle,1.5,2023-12-13 02:00:00,2023-12-13 02:15:00,17801.838104,17806.394157,17795.0040245,4.556053000000247,6.834079500000371,2023-12-13 02:15:00,17806.394157,-4.556053000000247,LOSS,SL: Entry Candle | TP: 1.5:1 R/R
