Date,Entry_Time,Entry_Hour,Sweep_Low,Impulse_High,Tokyo_High,Tokyo_Low,Entry_Price,SL_Price,TP_Price,Risk,Reward,RR_Ratio,Has_FVG,Outcome,Exit_Price,PnL,Exit_Time,Bars_Held,Year
2018-01-02,2018-01-02 02:10:00,2,7511.3547,7513.697789,7525.706115,7511.647587,7512.045911255,7510.3547,7525.706115,1.691211254999871,13.660203745000217,8.07717173393649,True,Loss,7510.3547,-1.691211254999871,2018-01-02 02:15:00,1,2018
2018-01-18,2018-01-18 01:40:00,1,7986.7087,7993.152193,8009.260923,7989.930446,7988.609530435,7985.7087,8009.260923,2.900830434999989,20.651392564999696,7.119131237672558,False,Loss,7985.7087,-2.900830434999989,2018-01-18 02:05:00,5,2018
2018-02-07,2018-02-07 01:05:00,1,7723.69706,7743.320423,7807.169574,7733.948071,7729.4859520850005,7722.69706,7807.169574,6.788892085000043,77.6836219149991,11.442753978464308,False,Loss,7722.69706,-6.788892085000043,2018-02-07 01:30:00,5,2018
2018-02-12,2018-02-12 02:10:00,2,7536.542898,7553.2374,7561.438209,7537.12867,7541.4677760899995,7535.542898,7561.438209,5.9248780899997655,19.970432910000454,3.3706065520077635,False,Win,7561.438209,19.970432910000454,2018-02-12 02:40:00,6,2018
2018-02-19,2018-02-19 03:10:00,3,7967.671109,7972.943058,7987.294472,7972.357286,7969.226333955,7966.671109,7987.294472,2.555224955000085,18.068138044999614,7.071055724328198,False,Loss,7966.671109,-2.555224955000085,2018-02-19 06:50:00,44,2018
2018-02-27,2018-02-27 04:55:00,4,8185.578303,8201.97992,8211.352273,8191.436024,8190.416780015,8184.578303,8211.352273,5.838477014999626,20.935492985000565,3.5857798071680698,False,Loss,8184.578303,-5.838477014999626,2018-02-27 05:05:00,2,2018
2018-03-02,2018-03-02 03:40:00,3,7895.62115,7902.9433,7941.018482,7897.378466,7897.78118425,7894.62115,7941.018482,3.160034249999626,43.237297750000835,13.682540861702988,False,Loss,7894.62115,-3.160034249999626,2018-03-02 03:50:00,2,2018
2018-03-05,2018-03-05 02:15:00,2,7915.537399,7926.081296,7979.093664,7924.031093,7918.647848615,7914.537399,7979.093664,4.110449615000107,60.44581538500006,14.70540233954394,False,Win,7979.093664,60.44581538500006,2018-03-05 03:50:00,19,2018
2018-03-16,2018-03-16 03:05:00,3,8234.260102,8238.345859,8266.070641,8236.011141,8235.465400314999,8233.260102,8266.070641,2.2052983149987995,30.605240685001263,13.878050183436486,True,Win,8266.070641,30.605240685001263,2018-03-16 08:40:00,67,2018
2018-03-20,2018-03-20 04:35:00,4,8027.63752,8041.64583,8060.031738,8032.890636,8031.76997145,8026.63752,8060.031738,5.13245145000019,28.261766549999265,5.506484927392391,True,Win,8060.031738,28.261766549999265,2018-03-20 05:45:00,14,2018
2018-03-28,2018-03-28 01:10:00,1,7628.400666,7653.790729,7683.850229,7638.906899,7635.890734584999,7627.400666,7683.850229,8.49006858499979,47.959494415000336,5.648893637883553,False,Loss,7627.400666,-8.49006858499979,2018-03-28 02:20:00,14,2018
2018-04-02,2018-04-02 03:25:00,3,7647.370254,7650.872331,7677.137914,7648.537613,7648.403366715,7646.370254,7677.137914,2.0331127149993335,28.73454728500019,14.133278038650015,True,Loss,7646.370254,-2.0331127149993335,2018-04-02 03:45:00,4,2018
2018-04-11,2018-04-11 03:20:00,3,7686.184948,7698.734059,7721.205724,7688.227826,7689.886935745,7685.184948,7721.205724,4.701987745000224,31.318788255000072,6.6607549728946776,True,Loss,7685.184948,-4.701987745000224,2018-04-11 05:15:00,23,2018
2018-04-16,2018-04-16 02:00:00,2,7762.646977,7776.363448,7808.757666,7764.689855,7766.693335945,7761.646977,7808.757666,5.046358945000065,42.06433005500003,8.335580269548084,False,Loss,7761.646977,-5.046358945000065,2018-04-16 02:15:00,3,2018
2018-05-08,2018-05-08 03:20:00,3,7953.218369,7959.347005,7978.316593,7957.304127,7955.02631662,7952.218369,7978.316593,2.80794762000005,23.29027637999934,8.294412692783396,True,Loss,7952.218369,-2.80794762000005,2018-05-08 03:30:00,2,2018
2018-05-14,2018-05-14 01:10:00,1,8150.502078,8155.463354,8163.051189,8151.377597,8151.965654420001,8149.502078,8163.051189,2.4635764200002086,11.085534579999148,4.4997729682760195,False,Loss,8149.502078,-2.4635764200002086,2018-05-14 01:15:00,1,2018
2018-05-15,2018-05-15 03:10:00,3,8113.730262,8123.944655,8144.373442,8123.652816,8116.743507935,8112.730262,8144.373442,4.013245934999759,27.62993406500027,6.884684993769746,False,Loss,8112.730262,-4.013245934999759,2018-05-15 06:25:00,39,2018
2018-05-21,2018-05-21 04:10:00,4,8080.752364,8087.46468,8095.636194,8083.378923,8082.73249722,8079.752364,8095.636194,2.9801332200004254,12.903696779999336,4.3299060234620965,False,Loss,8079.752364,-2.9801332200004254,2018-05-21 04:25:00,3,2018
2018-05-28,2018-05-28 04:15:00,4,8156.338874,8159.549112,8171.514544,8156.630714,8157.28589421,8155.338874,8171.514544,1.9470202100001188,14.228649789999508,7.307910681624943,False,Loss,8155.338874,-1.9470202100001188,2018-05-28 04:20:00,1,2018
2018-06-08,2018-06-08 02:20:00,2,8325.652845,8335.542866,8359.167538,8335.236674,8328.570401195,8324.652845,8359.167538,3.9175561949996336,30.597136804999536,7.810261112285691,False,Loss,8324.652845,-3.9175561949996336,2018-06-08 02:25:00,1,2018
2018-06-14,2018-06-14 04:45:00,4,8388.48357,8404.773017,8427.171007,8404.191251,8393.288956865,8387.48357,8427.171007,5.805386865000401,33.8820501350001,5.836312191228579,False,Win,8427.171007,33.8820501350001,2018-06-14 06:50:00,25,2018
2018-06-19,2018-06-19 01:05:00,1,8359.104388,8368.703527,8421.353348,8364.631165,8361.936134005,8358.104388,8421.353348,3.831746005000241,59.417213995000566,15.50656382689876,False,Loss,8358.104388,-3.831746005000241,2018-06-19 01:35:00,6,2018
2018-06-25,2018-06-25 02:05:00,2,8350.668782,8358.813505,8403.900368,8352.704963,8353.071475285,8349.668782,8403.900368,3.402693284999259,50.82889271500062,14.937841426695528,False,Loss,8349.668782,-3.402693284999259,2018-06-25 02:10:00,1,2018
2018-07-10,2018-07-10 01:05:00,1,8507.745595,8514.435903,8535.088595,8508.327361,8509.71923586,8506.745595,8535.088595,2.9736408600001596,25.369359139998778,8.53141328573129,False,Loss,8506.745595,-2.9736408600001596,2018-07-10 01:15:00,2,2018
2018-07-17,2018-07-17 01:45:00,1,8496.110275,8507.454712,8539.160957,8506.582063,8499.456883915,8495.110275,8539.160957,4.3466089150006155,39.704073085000346,9.134494007035533,False,Loss,8495.110275,-4.3466089150006155,2018-07-17 02:15:00,6,2018
2018-07-18,2018-07-18 01:25:00,1,8633.116162,8638.061173,8654.059737,8637.479407,8634.574940245,8632.116162,8654.059737,2.4587782449998485,19.48479675499948,7.9245848195637825,False,Loss,8632.116162,-2.4587782449998485,2018-07-18 02:05:00,8,2018
2018-07-24,2018-07-24 03:20:00,3,8643.006183,8649.405609,8665.985939,8644.460598,8644.89401367,8642.006183,8665.985939,2.887830670000767,21.091925329999867,7.303726478531466,False,Win,8665.985939,21.091925329999867,2018-07-24 07:05:00,45,2018
2018-08-08,2018-08-08 01:05:00,1,8691.001876,8693.619823,8705.255143,8693.038057,8691.774170365,8690.001876,8705.255143,1.7722943650005618,13.480972634999489,7.606508772596146,False,Loss,8690.001876,-1.7722943650005618,2018-08-08 01:30:00,5,2018
2018-08-13,2018-08-13 03:00:00,3,8591.810778,8596.755789,8629.916449,8594.428725,8593.269556244999,8590.810778,8629.916449,2.4587782449998485,36.64689275500132,14.904513178252712,False,Win,8629.916449,36.64689275500132,2018-08-13 06:50:00,46,2018
2018-08-28,2018-08-28 03:00:00,3,8811.427433,8819.572156,8832.661891,8818.699507,8813.830126285,8810.427433,8832.661891,3.402693284999259,18.831764714999736,5.534370317189443,False,Win,8832.661891,18.831764714999736,2018-08-28 07:10:00,50,2018
2018-08-30,2018-08-30 01:30:00,1,8907.127935,8910.909414,8925.744446,8910.327648,8908.243471305,8906.127935,8925.744446,2.115536305000205,17.500974694999968,8.272594827909735,False,Loss,8906.127935,-2.115536305000205,2018-08-30 02:30:00,12,2018
2018-09-03,2018-09-03 02:10:00,2,8913.527361,8919.926787,8933.598287,8916.436191,8915.415191670001,8912.527361,8933.598287,2.887830670000767,18.18309532999956,6.296454816027953,False,Win,8933.598287,18.18309532999956,2018-09-03 03:05:00,11,2018
2018-09-06,2018-09-06 01:30:00,1,8745.687878,8752.087303,8772.739995,8751.505537,8747.575708375001,8744.687878,8772.739995,2.8878303750007035,25.164286624998567,8.71390745205817,True,Loss,8744.687878,-2.8878303750007035,2018-09-06 01:40:00,2,2018
2018-09-27,2018-09-27 02:25:00,2,8798.249774,8806.075593,8829.263206,8805.206058,8800.558390605,8797.249774,8829.263206,3.30861660499977,28.70481539499997,8.67577565548788,False,Loss,8797.249774,-3.30861660499977,2018-09-27 02:40:00,3,2018
2018-10-02,2018-10-02 03:05:00,3,8874.189205,8878.247037,8899.985424,8875.058741,8875.38626544,8873.189205,8899.985424,2.1970604399994045,24.599158560000433,11.196395926189041,False,Loss,8873.189205,-2.1970604399994045,2018-10-02 03:20:00,3,2018
2018-10-04,2018-10-04 01:35:00,1,8827.81398,8835.349954,8866.653231,8834.770264,8830.03709233,8826.81398,8866.653231,3.223112329998912,36.61613867000051,11.360491016461989,False,Loss,8826.81398,-3.223112329998912,2018-10-04 02:20:00,9,2018
2018-10-09,2018-10-09 01:35:00,1,8552.46108,8557.098602,8577.677609,8554.200151,8553.82914899,8551.46108,8577.677609,2.3680689900011203,23.848460010000053,10.070846799944276,False,Loss,8551.46108,-2.3680689900011203,2018-10-09 03:00:00,17,2018
2018-10-10,2018-10-10 04:55:00,4,8554.200151,8559.127518,8591.880021,8556.229067,8555.653724265,8553.200151,8591.880021,2.453573265000159,36.2262967350016,14.764709597941941,True,Loss,8553.200151,-2.453573265000159,2018-10-10 06:45:00,22,2018
2018-10-29,2018-10-29 02:35:00,2,7984.654415,8000.595899,8046.391434,7992.77008,7989.3571527799995,7983.654415,8046.391434,5.702737779999552,57.034281220000594,10.00121054487711,False,Win,8046.391434,57.034281220000594,2018-10-29 04:35:00,24,2018
2018-11-01,2018-11-01 01:35:00,1,8072.477498,8085.52053,8124.939472,8081.172853,8076.32519244,8071.477498,8124.939472,4.847694439999941,48.614279559999886,10.028329995155486,True,Loss,8071.477498,-4.847694439999941,2018-11-01 01:45:00,2,2018
2018-11-06,2018-11-06 03:05:00,3,8034.797627,8044.362518,8077.404866,8040.884376,8037.6192698449995,8033.797627,8077.404866,3.8216428449995874,39.78559615500035,10.410600301662843,False,Loss,8033.797627,-3.8216428449995874,2018-11-06 03:10:00,1,2018
2018-11-16,2018-11-16 04:00:00,4,7938.85888,7949.293306,7984.36457,7944.076093,7941.93703567,7937.85888,7984.36457,4.078155670000342,42.42753432999962,10.403608337490477,False,Loss,7937.85888,-4.078155670000342,2018-11-16 04:15:00,3,2018
2018-11-20,2018-11-20 01:40:00,1,7672.781025,7691.04127,7725.532844,7689.302199,7678.167797275,7671.781025,7725.532844,6.386772275000112,47.36504672499996,7.416116417740779,True,Loss,7671.781025,-6.386772275000112,2018-11-20 02:00:00,4,2018
2018-11-29,2018-11-29 01:30:00,1,7991.610699,7994.798996,8013.928776,7992.77008,7992.551246615,7990.610699,8013.928776,1.9405476150004688,21.377529384999434,11.016235427438492,False,Loss,7990.610699,-1.9405476150004688,2018-11-29 02:10:00,8,2018
2018-12-04,2018-12-04 01:25:00,1,8113.345665,8122.62071,8163.778723,8121.171485,8116.081803275,8112.345665,8163.778723,3.736138275000485,47.69691972500004,12.76636896555812,False,Loss,8112.345665,-3.736138275000485,2018-12-04 03:40:00,27,2018
2018-12-14,2018-12-14 04:40:00,4,7739.193753,7754.784742,7806.399643,7744.662624,7743.793094754999,7738.193753,7806.399643,5.599341754999841,62.60654824500034,11.181055021172236,False,Loss,7738.193753,-5.599341754999841,2018-12-14 04:50:00,2,2018
2018-12-17,2018-12-17 04:10:00,4,7658.640309,7668.74558,7686.935067,7662.97114,7661.621363945,7657.640309,7686.935067,3.981054944999414,25.313703055000587,6.3585414933288025,False,Loss,7657.640309,-3.981054944999414,2018-12-17 04:50:00,8,2018
2018-12-21,2018-12-21 02:30:00,2,7253.563315,7275.79491,7300.336282,7261.936253,7260.121635525,7252.563315,7300.336282,7.558320524999544,40.214646475000336,5.320579663430291,False,Loss,7252.563315,-7.558320524999544,2018-12-21 02:45:00,3,2018
2018-12-27,2018-12-27 01:15:00,1,7201.593351,7221.803893,7237.394882,7216.606896,7207.55546089,7200.593351,7237.394882,6.962109889999738,29.83942110999942,4.28597387594532,False,Loss,7200.593351,-6.962109889999738,2018-12-27 01:30:00,3,2018
2018-12-28,2018-12-28 02:00:00,2,7266.844528,7275.217466,7330.652094,7267.710694,7269.31454471,7265.844528,7330.652094,3.4700167099999817,61.337549290000425,17.676442050908957,False,Loss,7265.844528,-3.4700167099999817,2018-12-28 02:15:00,3,2018
2019-01-02,2019-01-02 01:45:00,1,7220.937727,7234.507661,7373.671675,7228.155777,7224.94085753,7219.937727,7373.671675,5.003130529999908,148.73081746999924,29.727550896019093,True,Loss,7219.937727,-5.003130529999908,2019-01-02 01:55:00,2,2019
2019-01-03,2019-01-03 01:15:00,1,7170.988817,7192.931691,7222.670059,7183.981308,7177.46196483,7169.988817,7222.670059,7.473147830000016,45.20809416999964,6.049404507765443,False,Loss,7169.988817,-7.473147830000016,2019-01-03 02:00:00,9,2019
2019-01-07,2019-01-07 01:05:00,1,7444.697292,7452.492787,7486.273263,7449.605567,7446.996963025,7443.697292,7486.273263,3.2996710249999524,39.276299975000256,11.903095695729492,False,Loss,7443.697292,-3.2996710249999524,2019-01-07 02:05:00,12,2019
2019-01-09,2019-01-09 02:35:00,2,7583.283862,7594.255299,7633.232771,7585.016194,7586.520435915,7582.283862,7633.232771,4.236573915000008,46.71233508499972,11.025969574048995,False,Win,7633.232771,46.71233508499972,2019-01-09 08:50:00,75,2019
2019-01-10,2019-01-10 02:35:00,2,7558.165046,7571.446259,7605.226735,7567.981595,7562.083003835,7557.165046,7605.226735,4.917957835000379,43.143731164999735,8.772692367948373,True,Loss,7557.165046,-4.917957835000379,2019-01-10 02:40:00,1,2019
