timeframe,year,date,time,setup_type,direction,sl_percentage,rr_ratio,entry_price,sl_price,tp_price,risk,body_size,outcome,exit_price,exit_time,pnl,bars_held
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,2.5,7783.738693,7801.604740000001,7739.073575499999,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.0,7783.738693,7801.604740000001,7730.140551999999,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.5,7783.738693,7801.604740000001,7721.207528499999,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.0,7783.738693,7801.604740000001,7712.2745049999985,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.5,7783.738693,7801.604740000001,7703.341481499998,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,5.0,7783.738693,7801.604740000001,7694.408457999998,17.866047000000435,3.514632000000347,LOSS,7801.604740000001,2018-01-10 10:00:00,-17.866047000000435,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,1.0,7783.738693,7802.483398,7764.993988,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,1.5,7783.738693,7802.483398,7755.6216355,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,2.0,7783.738693,7802.483398,7746.249283,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,2.5,7783.738693,7802.483398,7736.8769305000005,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,3.0,7783.738693,7802.483398,7727.504578,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,3.5,7783.738693,7802.483398,7718.1322255,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,4.0,7783.738693,7802.483398,7708.759873,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,4.5,7783.738693,7802.483398,7699.3875205,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-10,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,5.0,7783.738693,7802.483398,7690.015168,18.744705000000067,3.514632000000347,LOSS,7802.483398,2018-01-10 10:00:00,-18.744705000000067,90.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,1.0,8105.913308,8125.829557,8085.997059,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,1.5,8105.913308,8125.829557,8076.0389345,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,2.0,8105.913308,8125.829557,8066.08081,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,2.5,8105.913308,8125.829557,8056.1226855,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,3.0,8105.913308,8125.829557,8046.1645610000005,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,3.5,8105.913308,8125.829557,8036.206436500001,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,4.0,8105.913308,8125.829557,8026.248312000001,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,4.5,8105.913308,8125.829557,8016.290187500001,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,25,5.0,8105.913308,8125.829557,8006.332063000001,19.91624899999988,9.37235199999941,LOSS,8125.829557,2018-01-30 09:15:00,-19.91624899999988,45.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,1.0,8105.913308,8128.172645000001,8083.653971,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,1.5,8105.913308,8128.172645000001,8072.5243025,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,2.0,8105.913308,8128.172645000001,8061.394633999999,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,2.5,8105.913308,8128.172645000001,8050.264965499999,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,3.0,8105.913308,8128.172645000001,8039.135296999999,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,3.5,8105.913308,8128.172645000001,8028.005628499999,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,4.0,8105.913308,8128.172645000001,8016.8759599999985,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,4.5,8105.913308,8128.172645000001,8005.746291499998,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,50,5.0,8105.913308,8128.172645000001,7994.616622999998,22.259337000000414,9.37235199999941,LOSS,8128.172645000001,2018-01-30 09:30:00,-22.259337000000414,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,1.0,8105.913308,8130.515733,8081.310883,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,1.5,8105.913308,8130.515733,8069.0096705,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,2.0,8105.913308,8130.515733,8056.708458,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,2.5,8105.913308,8130.515733,8044.4072455000005,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.0,8105.913308,8130.515733,8032.106033,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,3.5,8105.913308,8130.515733,8019.8048205,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.0,8105.913308,8130.515733,8007.503608,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,4.5,8105.913308,8130.515733,7995.2023955,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,75,5.0,8105.913308,8130.515733,7982.901183,24.60242500000004,9.37235199999941,LOSS,8130.515733,2018-01-30 09:30:00,-24.60242500000004,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,1.0,8105.913308,8132.858821,8078.9677950000005,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,1.5,8105.913308,8132.858821,8065.495038500001,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,2.0,8105.913308,8132.858821,8052.022282000001,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,2.5,8105.913308,8132.858821,8038.5495255000005,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,3.0,8105.913308,8132.858821,8025.076769000001,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,3.5,8105.913308,8132.858821,8011.604012500002,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,4.0,8105.913308,8132.858821,7998.1312560000015,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,4.5,8105.913308,8132.858821,7984.658499500001,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-01-30,08:30:00,bullish_830_to_bearish_breakdown,SHORT,100,5.0,8105.913308,8132.858821,7971.185743000002,26.945512999999664,9.37235199999941,LOSS,8132.858821,2018-01-30 09:30:00,-26.945512999999664,60.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,1.0,7804.240714,7785.056680000001,7823.4247479999985,19.184033999998974,1.7573160000001735,WIN,7823.4247479999985,2018-02-07 09:00:00,19.184033999998974,30.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,1.5,7804.240714,7785.056680000001,7833.0167649999985,19.184033999998974,1.7573160000001735,WIN,7833.0167649999985,2018-02-07 09:00:00,28.776050999998915,30.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,2.0,7804.240714,7785.056680000001,7842.6087819999975,19.184033999998974,1.7573160000001735,WIN,7842.6087819999975,2018-02-07 10:00:00,38.36806799999795,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,2.5,7804.240714,7785.056680000001,7852.200798999997,19.184033999998974,1.7573160000001735,WIN,7852.200798999997,2018-02-07 10:00:00,47.96008499999698,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,3.0,7804.240714,7785.056680000001,7861.7928159999965,19.184033999998974,1.7573160000001735,WIN,7861.7928159999965,2018-02-07 10:00:00,57.55210199999692,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,3.5,7804.240714,7785.056680000001,7871.384832999996,19.184033999998974,1.7573160000001735,LOSS,7785.056680000001,2018-02-07 11:45:00,-19.184033999998974,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,4.0,7804.240714,7785.056680000001,7880.9768499999955,19.184033999998974,1.7573160000001735,LOSS,7785.056680000001,2018-02-07 11:45:00,-19.184033999998974,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,4.5,7804.240714,7785.056680000001,7890.5688669999945,19.184033999998974,1.7573160000001735,LOSS,7785.056680000001,2018-02-07 11:45:00,-19.184033999998974,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,25,5.0,7804.240714,7785.056680000001,7900.160883999994,19.184033999998974,1.7573160000001735,LOSS,7785.056680000001,2018-02-07 11:45:00,-19.184033999998974,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,1.0,7804.240714,7784.617351000001,7823.864076999998,19.62336299999879,1.7573160000001735,WIN,7823.864076999998,2018-02-07 09:00:00,19.62336299999879,30.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,1.5,7804.240714,7784.617351000001,7833.675758499998,19.62336299999879,1.7573160000001735,WIN,7833.675758499998,2018-02-07 09:15:00,29.435044499998185,45.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,2.0,7804.240714,7784.617351000001,7843.487439999997,19.62336299999879,1.7573160000001735,WIN,7843.487439999997,2018-02-07 10:00:00,39.24672599999758,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,2.5,7804.240714,7784.617351000001,7853.2991214999965,19.62336299999879,1.7573160000001735,WIN,7853.2991214999965,2018-02-07 10:00:00,49.058407499996974,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,3.0,7804.240714,7784.617351000001,7863.110802999996,19.62336299999879,1.7573160000001735,WIN,7863.110802999996,2018-02-07 10:00:00,58.87008899999637,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,3.5,7804.240714,7784.617351000001,7872.922484499995,19.62336299999879,1.7573160000001735,LOSS,7784.617351000001,2018-02-07 11:45:00,-19.62336299999879,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,4.0,7804.240714,7784.617351000001,7882.734165999995,19.62336299999879,1.7573160000001735,LOSS,7784.617351000001,2018-02-07 11:45:00,-19.62336299999879,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,4.5,7804.240714,7784.617351000001,7892.545847499994,19.62336299999879,1.7573160000001735,LOSS,7784.617351000001,2018-02-07 11:45:00,-19.62336299999879,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,50,5.0,7804.240714,7784.617351000001,7902.3575289999935,19.62336299999879,1.7573160000001735,LOSS,7784.617351000001,2018-02-07 11:45:00,-19.62336299999879,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,1.0,7804.240714,7784.178022,7824.303405999999,20.062691999999515,1.7573160000001735,WIN,7824.303405999999,2018-02-07 09:00:00,20.062691999999515,30.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,1.5,7804.240714,7784.178022,7834.334751999999,20.062691999999515,1.7573160000001735,WIN,7834.334751999999,2018-02-07 09:15:00,30.094037999999273,45.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,2.0,7804.240714,7784.178022,7844.366097999999,20.062691999999515,1.7573160000001735,WIN,7844.366097999999,2018-02-07 10:00:00,40.12538399999903,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,2.5,7804.240714,7784.178022,7854.397443999998,20.062691999999515,1.7573160000001735,WIN,7854.397443999998,2018-02-07 10:00:00,50.15672999999879,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,3.0,7804.240714,7784.178022,7864.428789999998,20.062691999999515,1.7573160000001735,WIN,7864.428789999998,2018-02-07 10:00:00,60.188075999998546,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,3.5,7804.240714,7784.178022,7874.460135999998,20.062691999999515,1.7573160000001735,LOSS,7784.178022,2018-02-07 11:45:00,-20.062691999999515,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,4.0,7804.240714,7784.178022,7884.491481999998,20.062691999999515,1.7573160000001735,LOSS,7784.178022,2018-02-07 11:45:00,-20.062691999999515,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,4.5,7804.240714,7784.178022,7894.522827999997,20.062691999999515,1.7573160000001735,LOSS,7784.178022,2018-02-07 11:45:00,-20.062691999999515,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,75,5.0,7804.240714,7784.178022,7904.554173999997,20.062691999999515,1.7573160000001735,LOSS,7784.178022,2018-02-07 11:45:00,-20.062691999999515,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,1.0,7804.240714,7783.738693,7824.742734999999,20.50202099999933,1.7573160000001735,WIN,7824.742734999999,2018-02-07 09:00:00,20.50202099999933,30.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,1.5,7804.240714,7783.738693,7834.993745499998,20.50202099999933,1.7573160000001735,WIN,7834.993745499998,2018-02-07 09:15:00,30.75303149999854,45.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,2.0,7804.240714,7783.738693,7845.244755999998,20.50202099999933,1.7573160000001735,WIN,7845.244755999998,2018-02-07 10:00:00,41.00404199999866,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,2.5,7804.240714,7783.738693,7855.495766499998,20.50202099999933,1.7573160000001735,WIN,7855.495766499998,2018-02-07 10:00:00,51.25505249999878,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,3.0,7804.240714,7783.738693,7865.746776999998,20.50202099999933,1.7573160000001735,WIN,7865.746776999998,2018-02-07 10:00:00,61.50606299999799,90.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,3.5,7804.240714,7783.738693,7875.997787499997,20.50202099999933,1.7573160000001735,LOSS,7783.738693,2018-02-07 11:45:00,-20.50202099999933,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,4.0,7804.240714,7783.738693,7886.248797999997,20.50202099999933,1.7573160000001735,LOSS,7783.738693,2018-02-07 11:45:00,-20.50202099999933,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,4.5,7804.240714,7783.738693,7896.499808499997,20.50202099999933,1.7573160000001735,LOSS,7783.738693,2018-02-07 11:45:00,-20.50202099999933,195.0
15m,2018,2018-02-07,08:30:00,bearish_830_to_bullish_breakout,LONG,100,5.0,7804.240714,7783.738693,7906.750818999996,20.50202099999933,1.7573160000001735,LOSS,7783.738693,2018-02-07 11:45:00,-20.50202099999933,195.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,1.0,7910.558337,7890.12953725,7930.987136750001,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,1.5,7910.558337,7890.12953725,7941.201536625002,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,2.0,7910.558337,7890.12953725,7951.415936500001,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,2.5,7910.558337,7890.12953725,7961.630336375001,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,3.0,7910.558337,7890.12953725,7971.844736250002,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
15m,2018,2018-02-15,08:30:00,bearish_830_to_bullish_breakout,LONG,25,3.5,7910.558337,7890.12953725,7982.059136125003,20.428799750000508,16.10873100000026,LOSS,7890.12953725,2018-02-15 09:00:00,-20.428799750000508,30.0
