trade_id,date,setup_type,entry_price,stop_loss,risk,strategy,1R_outcome,1R_level,1.5R_outcome,1.5R_level,2R_outcome,2R_level,2.5R_outcome,2.5R_level,Equilibrium_outcome,Equilibrium_level,Equilibrium_RR,Full_Range_outcome,Full_Range_level,Full_Range_RR
22,2018-02-01,buy,8179.720583,8165.954941,13.765642000000298,Swing_SL,LOSS,8193.486225,LOSS,8200.369046,LOSS,8207.251867,LOSS,8214.134688000002,WIN,8179.720583,0.0,LOSS,8186.456961,0.4893617021276202
25,2018-02-06,sell,7547.37968,7630.266422,82.88674199999969,Swing_SL,NO_TOUCH,7464.492938,NO_TOUCH,7423.049567,NO_TOUCH,7381.606196000001,NO_TOUCH,7340.162825000001,NO_TOUCH,7450.2879665,1.1713780896346528,NO_TOUCH,7334.158662,2.5724381590484158
27,2018-02-08,sell,7716.37491,7728.676122,12.301211999999396,Swing_SL,WIN,7704.073698000001,WIN,7697.923092000001,WIN,7691.772486000002,WIN,7685.621880000002,WIN,7680.2034875,2.940476312415581,NO_TOUCH,7647.839583,5.571428815307295
28,2018-02-09,sell,7444.283803,7472.693747,28.409943999999996,Swing_SL,NO_TOUCH,7415.873859,NO_TOUCH,7401.668887,NO_TOUCH,7387.463915,NO_TOUCH,7373.258943000001,NO_TOUCH,7413.823657999999,1.072164908174438,NO_TOUCH,7367.254782,2.711340120909788
37,2018-02-22,sell,7876.583559,7893.278062,16.694503000000623,Swing_SL,LOSS,7859.889055999999,LOSS,7851.541804499999,LOSS,7843.194552999998,LOSS,7834.847301499998,WIN,7865.746777,0.6491227681350561,LOSS,7843.194554,1.9999999400999688
42,2018-03-01,sell,8062.859064,8082.189541,19.33047699999952,Swing_SL,WIN,8043.528587000001,WIN,8033.863348500001,WIN,8024.198110000001,NO_TOUCH,8014.532871500001,WIN,8036.792208999999,1.348484830457189,NO_TOUCH,8014.532872,2.499999974134195
63,2018-04-02,buy,7649.413132,7632.486424,16.926707999999962,Swing_SL,NO_TOUCH,7666.33984,NO_TOUCH,7674.803194,NO_TOUCH,7683.266548,NO_TOUCH,7691.729901999999,NO_TOUCH,7662.8377635,0.7931035083726891,NO_TOUCH,7677.137914,1.6379311322674375
66,2018-04-05,sell,7745.136588,7768.191933,23.05534499999976,Swing_SL,WIN,7722.0812430000005,WIN,7710.5535705,NO_TOUCH,7699.025898000001,NO_TOUCH,7687.498225500001,WIN,7712.304609999999,1.4240506051851063,NO_TOUCH,7682.39103,2.721518936281421
67,2018-04-06,sell,7637.4477,7650.580492,13.132792000000336,Swing_SL,LOSS,7624.314907999999,LOSS,7617.748511999999,LOSS,7611.182115999999,LOSS,7604.615719999999,LOSS,7602.8646835,2.6333331480464226,LOSS,7570.616385,5.088888562310112
73,2018-04-16,buy,7775.487928,7753.891783,21.596144999999524,Swing_SL,WIN,7797.084072999999,WIN,7807.882145499999,NO_TOUCH,7818.680217999999,NO_TOUCH,7829.478290499998,WIN,7786.7237605,0.5202702843493928,WIN,7808.757666,1.5405405918510735
77,2018-04-20,buy,7899.228006,7860.705151,38.52285500000016,Swing_SL,NO_TOUCH,7937.750861,NO_TOUCH,7957.0122885,NO_TOUCH,7976.273716000001,NO_TOUCH,7995.535143500001,NO_TOUCH,7911.923037,0.32954543478148846,NO_TOUCH,7926.660947,0.7121211810495331
81,2018-04-26,buy,7685.309428,7657.000967,28.308460999999625,Swing_SL,NO_TOUCH,7713.617888999999,NO_TOUCH,7727.7721194999995,NO_TOUCH,7741.926349999999,NO_TOUCH,7756.080580499998,WIN,7696.691181,0.40206187824907624,NO_TOUCH,7719.162846,1.195876314152191
105,2018-05-30,sell,8119.275219,8136.493767,17.218547999999828,Swing_SL,NO_TOUCH,8102.056671,NO_TOUCH,8093.447397,NO_TOUCH,8084.838123,NO_TOUCH,8076.228849000001,NO_TOUCH,8094.468835,1.4406780409126647,NO_TOUCH,8076.374767,2.491525533976517
108,2018-06-04,sell,8297.00566,8306.636374,9.630713999998989,Swing_SL,LOSS,8287.374946000002,LOSS,8282.559589000002,LOSS,8277.744232000003,LOSS,8272.928875000003,LOSS,8285.623907500001,1.1818181393405192,LOSS,8271.323757,2.666666562832548
112,2018-06-08,buy,8328.561675,8304.127504,24.434171000000788,Swing_SL,LOSS,8352.995846000002,LOSS,8365.212931500002,LOSS,8377.430017000002,LOSS,8389.647102500003,LOSS,8342.7010745,0.5786731827324691,LOSS,8359.167538,1.2525844646007378
116,2018-06-14,buy,8391.101517,8383.538559,7.562957999998616,Swing_SL,WIN,8398.664474999998,WIN,8402.445953999997,WIN,8406.227432999996,NO_TOUCH,8410.008911999996,NO_TOUCH,8408.699937500001,2.3269229447004025,NO_TOUCH,8427.171007,4.769230504785069
119,2018-06-19,buy,8354.741144,8333.215803,21.52534100000048,Swing_SL,WIN,8376.266485,NO_TOUCH,8387.0291555,NO_TOUCH,8397.791826,NO_TOUCH,8408.5544965,NO_TOUCH,8392.992256500002,1.7770270166684492,NO_TOUCH,8421.353348,3.0945945989891377
124,2018-06-26,sell,8236.933534,8246.532673,9.599138999999923,Swing_SL,WIN,8227.334395,WIN,8222.534825499999,WIN,8217.735256,WIN,8212.9356865,WIN,8214.826427,2.3030301988542923,NO_TOUCH,8191.846671,4.6969694886176665
125,2018-06-27,buy,8210.463182,8173.811926,36.651255999999194,Swing_SL,NO_DATA,8247.114437999999,NO_DATA,8265.440066,NO_DATA,8283.765693999998,NO_DATA,8302.091321999997,NO_DATA,8263.5493275,1.4484127228819241,NO_DATA,8283.765695,2.0000000272842535
126,2018-06-28,sell,8157.813362,8182.247533,24.43417099999988,Swing_SL,NO_TOUCH,8133.379191,NO_TOUCH,8121.1621055,NO_TOUCH,8108.94502,NO_TOUCH,8096.727934500001,WIN,8157.231595499999,0.023809545247159194,NO_TOUCH,8139.487733,0.7500000306947195
128,2018-07-02,buy,8157.231596,8135.706255,21.52534099999957,Swing_SL,NO_TOUCH,8178.756936999999,NO_TOUCH,8189.5196074999985,NO_TOUCH,8200.282277999999,NO_TOUCH,8211.044948499999,NO_TOUCH,8213.3720125,2.608108113130541,NO_TOUCH,8247.114439,4.1756756838371585
139,2018-07-17,buy,8501.055286,8490.874381,10.180905000001076,Swing_SL,WIN,8511.236191000002,WIN,8516.326643500002,NO_TOUCH,8521.417096000003,NO_TOUCH,8526.507548500003,NO_TOUCH,8519.671796999999,1.8285713303479787,NO_TOUCH,8539.160957,3.7428569464104933
157,2018-08-10,buy,8660.16828,8643.587949,16.580330999999205,Swing_SL,LOSS,8676.748610999999,LOSS,8685.038776499998,LOSS,8693.328941999998,LOSS,8701.619107499999,LOSS,8667.294912500001,0.42982450109119336,LOSS,8689.256578,1.754385844287546
175,2018-09-05,buy,8851.278402,8837.316019,13.962383000000045,Swing_SL,NO_TOUCH,8865.240785,NO_TOUCH,8872.2219765,NO_TOUCH,8879.203168,NO_TOUCH,8886.1843595,NO_TOUCH,8880.075817500001,2.06250004028689,NO_TOUCH,8893.165552,3.000000071621036
186,2018-09-20,buy,8727.23771,8714.194678,13.043031999999585,Swing_SL,WIN,8740.280741999999,NO_TOUCH,8746.802258,NO_TOUCH,8753.323773999999,NO_TOUCH,8759.845289999997,WIN,8725.3537165,0.1444444435925399,WIN,8736.22291,0.6888889025190824
201,2018-10-11,sell,8129.866839,8164.648258,34.781418999999914,Swing_SL,WIN,8095.08542,WIN,8077.6947105,WIN,8060.304001,NO_TOUCH,8042.913291500001,WIN,8091.1725105,1.1124999960467616,NO_TOUCH,8029.290569,2.891666668343828
213,2018-10-29,buy,8007.262337,7979.727047,27.535289999999804,Swing_SL,WIN,8034.797627,WIN,8048.565272,WIN,8062.332917,NO_TOUCH,8076.100562,WIN,8019.580757,0.4473684497239612,WIN,8046.391434,1.4210526564274528
216,2018-11-01,buy,8086.10022,8060.014156,26.08606400000008,Swing_SL,WIN,8112.186284,NO_TOUCH,8125.229316000001,NO_TOUCH,8138.272348,NO_TOUCH,8151.31538,WIN,8103.0561625,0.6500000345011694,NO_TOUCH,8124.939472,1.488888933186687
217,2018-11-02,sell,8241.457225,8265.224528,23.76730300000054,Swing_SL,WIN,8217.689922,NO_TOUCH,8205.8062705,NO_TOUCH,8193.922618999999,NO_TOUCH,8182.038967499999,NO_TOUCH,8179.140515999999,2.6219512159204656,NO_TOUCH,8123.780091,4.95121949680188
219,2018-11-06,buy,8044.362518,8024.942892,19.41962599999988,Swing_SL,LOSS,8063.782144,LOSS,8073.491957,LOSS,8083.20177,LOSS,8092.911582999999,LOSS,8059.144620999999,0.7611940106363909,LOSS,8077.404866,1.7014925004220036
224,2018-11-13,sell,7984.36457,8004.653731,20.289161000000604,Swing_SL,WIN,7964.075408999999,WIN,7953.930828499999,NO_TOUCH,7943.7862479999985,NO_TOUCH,7933.641667499998,NO_TOUCH,7936.250274,2.3714285672038535,NO_TOUCH,7885.237526,4.885714298388035
225,2018-11-14,buy,7917.990029,7857.122546,60.86748299999999,Swing_SL,NO_TOUCH,7978.857512,NO_TOUCH,8009.2912535,NO_TOUCH,8039.724995,NO_TOUCH,8070.1587365,NO_TOUCH,7962.046493,0.723809525687143,NO_TOUCH,7988.132557,1.1523809519115538
228,2018-11-19,sell,7995.378686,8039.724995,44.346308999999565,Swing_SL,NO_TOUCH,7951.032377,NO_TOUCH,7928.859222500001,NO_TOUCH,7906.686068000001,NO_TOUCH,7884.512913500001,NO_TOUCH,7969.0027765,0.5947712469148185,NO_TOUCH,7955.669899,0.8954248480972783
232,2018-11-23,sell,7587.566549,7611.333851,23.7673020000002,Swing_SL,LOSS,7563.799247,LOSS,7551.915596,LOSS,7540.031945,LOSS,7528.148294,LOSS,7578.5813485,0.3780488210231086,LOSS,7557.132807,1.2804878736341176
242,2018-12-07,buy,7882.049229,7842.630288,39.418940999999904,Swing_SL,NO_TOUCH,7921.46817,NO_TOUCH,7941.1776405,NO_TOUCH,7960.887111,NO_TOUCH,7980.5965815,NO_TOUCH,7914.801732,0.830882366931161,NO_TOUCH,7935.670583,1.3602941286525179
243,2018-12-10,sell,7648.144187,7667.563812,19.41962500000045,Swing_SL,WIN,7628.724561999999,NO_TOUCH,7619.014749499999,NO_TOUCH,7609.304936999999,NO_TOUCH,7599.595124499999,NO_TOUCH,7618.0002905,1.5522388563115432,NO_TOUCH,7598.580665,2.5522388820586555
248,2018-12-17,buy,7654.886923,7636.119992,18.766931000000113,Swing_SL,WIN,7673.653854,NO_TOUCH,7683.0373195,NO_TOUCH,7692.420785,NO_TOUCH,7701.8042505,WIN,7674.9531035,1.0692307921843935,NO_TOUCH,7686.935067,1.7076923232679935
253,2018-12-24,sell,7056.943619,7071.37972,14.436101000000235,Swing_SL,WIN,7042.507517999999,WIN,7035.289467499999,NO_TOUCH,7028.071416999999,NO_TOUCH,7020.8533664999995,NO_TOUCH,7024.462392,2.24999998268222,NO_TOUCH,6994.579663,4.319999977833226
264,2019-01-10,buy,7568.847761,7553.545494,15.302267000000029,Swing_SL,WIN,7584.150028,WIN,7591.8011615,NO_TOUCH,7599.452295,NO_TOUCH,7607.1034285000005,WIN,7586.604165000001,1.1603773480099795,NO_TOUCH,7605.226735,2.3773584659057465
269,2019-01-17,buy,7654.598201,7636.408714,18.189486999999644,Swing_SL,NO_TOUCH,7672.787687999999,NO_TOUCH,7681.882431499999,NO_TOUCH,7690.977174999999,NO_TOUCH,7700.071918499999,NO_TOUCH,7677.8403235,1.2777777899948624,NO_TOUCH,7701.371168,2.5714285949901057
281,2019-02-04,buy,7945.918719,7928.306676,17.612043000000085,Swing_SL,NO_TOUCH,7963.530762,NO_TOUCH,7972.336783500001,NO_TOUCH,7981.142805,NO_TOUCH,7989.9488265,WIN,7953.425492,0.42622954077502706,NO_TOUCH,7965.263095,1.0983607069321781
318,2019-03-27,sell,8509.405262,8516.594688,7.189425999999003,Swing_SL,WIN,8502.215836000001,WIN,8498.621123,WIN,8495.026410000002,WIN,8491.431697000004,WIN,8490.281386999999,2.660000255931946,NO_TOUCH,8471.445089,5.280000517427226
320,2019-03-29,sell,8471.157512,8491.863061,20.705549000000246,Swing_SL,NO_TOUCH,8450.451963,NO_TOUCH,8440.0991885,NO_TOUCH,8429.746414,NO_TOUCH,8419.393639499998,WIN,8474.1770715,0.14583334641358375,NO_TOUCH,8461.092315,0.48611109031688937
323,2019-04-03,sell,8700.356431,8711.284359,10.927927999999156,Swing_SL,NO_TOUCH,8689.428503000001,NO_TOUCH,8683.964539,NO_TOUCH,8678.500575000002,NO_TOUCH,8673.036611000003,NO_TOUCH,8674.0431295,2.4078948452078324,NO_TOUCH,8642.553441,5.289473905758219
343,2019-05-02,sell,8936.169621,8947.960281,11.790660000000571,Swing_SL,LOSS,8924.378960999999,LOSS,8918.483631,LOSS,8912.588300999998,LOSS,8906.692970999997,LOSS,8925.8168475,0.8780486842974332,LOSS,8913.738611,1.9024388795875156
345,2019-05-06,sell,8845.582847,8887.281521,41.69867400000112,Swing_SL,NO_TOUCH,8803.884172999999,NO_TOUCH,8783.034835999999,NO_TOUCH,8762.185498999997,NO_TOUCH,8741.336161999996,WIN,8852.628485000001,0.1689655167452382,NO_TOUCH,8819.988488,0.613793114860154
346,2019-05-07,sell,8949.685743,8964.064596,14.378853000000163,Swing_SL,WIN,8935.30689,WIN,8928.117463499999,WIN,8920.928037,NO_TOUCH,8913.7386105,NO_TOUCH,8915.176496,2.3999999860906547,NO_TOUCH,8897.634295,3.6200000097364913
348,2019-05-09,buy,8716.173169,8694.604889,21.568279999999504,Swing_SL,NO_TOUCH,8737.741449,NO_TOUCH,8748.525588999999,NO_TOUCH,8759.309728999999,NO_TOUCH,8770.093868999998,NO_TOUCH,8758.734574,1.9733332931509306,NO_TOUCH,8790.655628,3.4533332746052285
351,2019-05-14,sell,8464.255663,8487.261828,23.006165000000692,Swing_SL,LOSS,8441.249498,LOSS,8429.746415499998,LOSS,8418.243332999999,LOSS,8406.7402505,LOSS,8442.2560175,0.956250009508294,LOSS,8403.86448,2.624999994566583
361,2019-05-28,buy,8433.484917,8418.243333,15.24158399999942,Swing_SL,LOSS,8448.726501,LOSS,8456.347292999999,LOSS,8463.968084999999,LOSS,8471.588876999998,LOSS,8439.811612500002,0.4150943563347467,LOSS,8460.229584,1.7547170294112384
362,2019-05-29,buy,8316.441053,8303.500085,12.940968000000794,Swing_SL,WIN,8329.382021000001,LOSS,8335.852505000003,LOSS,8342.322989000002,LOSS,8348.793473000002,LOSS,8359.002457999999,3.2888888219178,LOSS,8386.897433,5.444444341412119
372,2019-06-12,buy,8618.972122,8599.129305,19.84281699999883,Swing_SL,LOSS,8638.814938999998,LOSS,8648.736347499998,LOSS,8658.657755999997,LOSS,8668.579164499995,LOSS,8638.095997,0.9637681484439564,LOSS,8662.971413,2.2173913613174316
375,2019-06-17,buy,8627.921073,8613.59231,14.328762999999526,Swing_SL,NO_TOUCH,8642.249835999999,NO_TOUCH,8649.414217499998,NO_TOUCH,8656.578598999999,NO_TOUCH,8663.7429805,WIN,8630.462682000001,0.1773781170085501,NO_TOUCH,8644.829012,1.1799999064818913
376,2019-06-18,buy,8672.913387,8645.115588,27.79779899999994,Swing_SL,WIN,8700.711186,WIN,8714.6100855,NO_TOUCH,8728.508985,NO_TOUCH,8742.4078845,WIN,8672.626811999999,0.01030926944978284,WIN,8683.803247,0.39175259882983327
395,2019-07-15,sell,9138.598169,9150.061179,11.463009999999485,Swing_SL,WIN,9127.135159000001,NO_TOUCH,9121.403654000002,NO_TOUCH,9115.672149000002,NO_TOUCH,9109.940644000002,NO_TOUCH,9118.6811895,1.7374999672862983,NO_TOUCH,9103.062838,3.100000000000222
417,2019-08-14,buy,8860.047026,8844.571962,15.475064000000202,Swing_SL,LOSS,8875.52209,LOSS,8883.259622000001,LOSS,8890.997154,LOSS,8898.734686,LOSS,8878.5311295,1.194444397774303,LOSS,8903.893039,2.8333332256331696
418,2019-08-15,sell,8625.341895,8657.724899,32.383004000001165,Swing_SL,LOSS,8592.958890999998,LOSS,8576.767388999997,LOSS,8560.575886999997,LOSS,8544.384384999998,LOSS,8612.3027215,0.4026548463508484,LOSS,8588.660263,1.1327433365971387
421,2019-08-20,sell,8861.479902,8883.832772,22.35287000000062,Swing_SL,NO_TOUCH,8839.127031999999,NO_TOUCH,8827.950597,NO_TOUCH,8816.774161999998,NO_TOUCH,8805.597726999997,NO_TOUCH,8851.019905500001,0.46794870188918253,NO_TOUCH,8827.090872,1.5384615040483616
424,2019-08-23,sell,8882.686471,8897.015233,14.328761999999188,Swing_SL,NO_TOUCH,8868.357709000002,NO_TOUCH,8861.193328000001,NO_TOUCH,8854.028947000003,NO_TOUCH,8846.864566000004,NO_TOUCH,8864.059078999999,1.3000000977058033,NO_TOUCH,8835.688129,3.280000184245048
425,2019-08-26,sell,8638.237782,8706.156116,67.91833399999996,Swing_SL,LOSS,8570.319448,LOSS,8536.360281000001,LOSS,8502.401114,LOSS,8468.441947,LOSS,8527.33316,1.632911402096525,LOSS,8486.352899,2.2362869354245456
427,2019-08-28,buy,8687.8153,8665.175855,22.639445000000705,Swing_SL,LOSS,8710.454745000001,LOSS,8721.774467500001,LOSS,8733.094190000002,LOSS,8744.413912500002,WIN,8696.26927,0.37341772291680375,LOSS,8712.460772,1.0886076050008906
431,2019-09-03,buy,8732.234464,8706.729267,25.50519699999859,Swing_SL,WIN,8757.739660999998,LOSS,8770.492259499997,LOSS,8783.244857999996,LOSS,8795.997456499996,WIN,8762.03829,1.1685393372967423,LOSS,8785.824036,2.101123625902742
432,2019-09-04,sell,8830.81635,8860.906751,30.090401000001293,Swing_SL,NO_DATA,8800.725948999998,NO_DATA,8785.680748499997,NO_DATA,8770.635547999997,NO_DATA,8755.590347499996,NO_DATA,8768.7728085,2.0619047748814183,NO_DATA,8723.923782,3.5523809735867165
439,2019-09-13,sell,9099.050785,9113.952698,14.901912999999695,Swing_SL,NO_TOUCH,9084.148872,NO_TOUCH,9076.6979155,NO_TOUCH,9069.246959,NO_TOUCH,9061.7960025,WIN,9096.758183,0.15384615384612568,NO_TOUCH,9084.435447,0.9807692475455942
446,2019-09-24,buy,9002.641496,8990.064381,12.577115000000049,Swing_SL,NO_TOUCH,9015.218611,NO_TOUCH,9021.5071685,NO_TOUCH,9027.795726,NO_TOUCH,9034.0842835,WIN,9010.5021925,0.6249999701839312,NO_TOUCH,9022.936385,1.6136362750917532
453,2019-10-03,sell,8656.199156,8675.636515,19.43735899999956,Swing_SL,NO_TOUCH,8636.761797000001,NO_TOUCH,8627.043117500001,NO_TOUCH,8617.324438000001,NO_TOUCH,8607.605758500002,NO_TOUCH,8646.0517115,0.5220588095327445,NO_TOUCH,8627.614805,1.4705882110837167
455,2019-10-07,sell,8841.997441,8859.433895,17.436454000000595,Swing_SL,NO_TOUCH,8824.560986999999,NO_TOUCH,8815.84276,NO_TOUCH,8807.124532999998,NO_TOUCH,8798.406305999997,WIN,8842.854971,0.04918029778308736,NO_TOUCH,8827.991108,0.8032787515167293
464,2019-10-18,buy,9071.243939,9052.378267,18.865671999999904,Swing_SL,NO_TOUCH,9090.109611,NO_TOUCH,9099.542447,NO_TOUCH,9108.975283,NO_TOUCH,9118.408119,WIN,9077.818340000002,0.3484848565162007,NO_TOUCH,9094.968951,1.2575757704258246
468,2019-10-24,sell,9055.236703,9078.961714,23.72501099999863,Swing_SL,NO_TOUCH,9031.511692000002,NO_TOUCH,9019.649186500003,NO_TOUCH,9007.786681000003,NO_TOUCH,8995.924175500004,WIN,9055.379624,0.006024064646324458,NO_TOUCH,9047.804771,0.31325304759613193
473,2019-10-31,sell,9272.19193,9299.061221,26.869290999999066,Swing_SL,WIN,9245.322639000002,NO_TOUCH,9231.887993500002,NO_TOUCH,9218.453348000003,NO_TOUCH,9205.018702500003,WIN,9283.053984,0.4042553262756222,WIN,9273.049461,0.03191490985004715
489,2019-11-22,sell,9481.715227,9505.440238,23.72501099999863,Swing_SL,NO_TOUCH,9457.990216000002,NO_TOUCH,9446.127710500003,NO_TOUCH,9434.265205000003,NO_TOUCH,9422.402699500004,NO_TOUCH,9480.5718525,0.04819279114354748,NO_TOUCH,9471.139017,0.4457831442102047
502,2019-12-11,sell,9574.042682,9597.48185,23.43916800000079,Swing_SL,NO_TOUCH,9550.603513999999,NO_TOUCH,9538.883929999998,NO_TOUCH,9527.164345999998,NO_TOUCH,9515.444761999997,WIN,9555.4628535,0.7926829356741437,NO_TOUCH,9541.456521,1.390243928453355
516,2020-01-02,sell,10029.349124,10042.745151,13.396026999998867,Swing_SL,LOSS,10015.953097000001,LOSS,10009.255083500002,LOSS,10002.557070000003,LOSS,9995.859056500003,LOSS,10012.5328335,1.2553192450270707,LOSS,10001.416981,2.085106502099642
524,2020-01-14,buy,10338.597839,10307.245435,31.352403999999297,Swing_SL,WIN,10369.950243,NO_TOUCH,10385.626444999998,NO_TOUCH,10401.302646999999,NO_TOUCH,10416.978849,WIN,10368.525134,0.9545454632442276,NO_TOUCH,10385.911467,1.5090909137302817
525,2020-01-15,sell,10316.651156,10328.622074,11.970918000000893,Swing_SL,NO_TOUCH,10304.680237999999,NO_TOUCH,10298.694778999998,NO_TOUCH,10292.709319999998,NO_TOUCH,10286.723860999999,NO_TOUCH,10309.3830985,0.6071428690764521,NO_TOUCH,10292.994342,1.9761904642566406
549,2020-02-18,buy,10897.525702,10873.868887,23.65681500000028,Swing_SL,NO_TOUCH,10921.182517000001,NO_TOUCH,10933.010924500002,NO_TOUCH,10944.839332000001,NO_TOUCH,10956.6677395,NO_TOUCH,10922.465114,1.054216808137504,NO_TOUCH,10940.27898,1.807228826027418
552,2020-02-21,buy,10920.32745,10874.438931,45.88851900000009,Swing_SL,NO_TOUCH,10966.215969,NO_TOUCH,10989.1602285,NO_TOUCH,11012.104488,NO_TOUCH,11035.0487475,WIN,10919.8999175,0.00931676396006307,NO_TOUCH,10956.240204,0.7826086956521515
558,2020-03-02,sell,9820.428102,9892.823654,72.39555199999995,Swing_SL,LOSS,9748.03255,LOSS,9711.834773999999,LOSS,9675.636998,LOSS,9639.439222,LOSS,9639.724244,2.4960629901682228,LOSS,9517.449867,4.185039365401906
574,2020-03-24,sell,8294.03712,8333.688751,39.651630999998815,Swing_SL,LOSS,8254.385489000002,LOSS,8234.559673500004,LOSS,8214.733858000003,LOSS,8194.908042500003,LOSS,8156.682730500001,3.464028743231378,LOSS,8027.31572,6.726618635183234
580,2020-04-01,buy,8680.569203,8621.519652,59.049550999998246,Swing_SL,NO_TOUCH,8739.618753999997,NO_TOUCH,8769.143529499997,NO_TOUCH,8798.668304999996,NO_TOUCH,8828.193080499994,NO_TOUCH,8739.618752999999,0.9999999830650953,NO_TOUCH,8837.17888,2.6521738835915114
581,2020-04-02,sell,8619.237544,8653.469167,34.23162299999967,Swing_SL,LOSS,8585.005921,LOSS,8567.8901095,LOSS,8550.774298,LOSS,8533.6584865,LOSS,8562.612733499998,1.6541666896717655,LOSS,8511.978457,3.1333333800737813
583,2020-04-06,sell,8932.456899,8960.697989,28.24108999999953,Swing_SL,WIN,8904.215809000001,NO_TOUCH,8890.095264000001,NO_TOUCH,8875.974719000002,NO_TOUCH,8861.854174000002,NO_TOUCH,8840.602042999999,3.2525251681150857,NO_TOUCH,8730.205057,7.161615999949182
586,2020-04-09,sell,9421.113325,9439.940718,18.827392999999574,Swing_SL,WIN,9402.285932,WIN,9392.8722355,WIN,9383.458539000001,WIN,9374.044842500001,WIN,9336.9605845,4.469696919801994,NO_TOUCH,9282.760514,7.3484847849090835
590,2020-04-16,sell,9890.942358,9914.904495,23.96213700000044,Swing_SL,WIN,9866.980221,NO_TOUCH,9854.9991525,NO_TOUCH,9843.018084,NO_TOUCH,9831.037015499998,NO_TOUCH,9766.282196,5.202380822712008,NO_TOUCH,9699.53053,7.988095051789276
592,2020-04-20,buy,10003.621453,9971.10141,32.52004300000044,Swing_SL,NO_TOUCH,10036.141496,NO_TOUCH,10052.4015175,NO_TOUCH,10068.661539,NO_TOUCH,10084.9215605,NO_TOUCH,10032.5757005,0.8903508368669575,NO_TOUCH,10083.780504,2.4649122081418975
596,2020-04-24,sell,9760.862189,9794.523285,33.661095999999816,Swing_SL,LOSS,9727.201093,LOSS,9710.370545,LOSS,9693.539997,LOSS,9676.709449,LOSS,9735.331103,0.7584745903698201,LOSS,9696.963158,1.8983051235170525
601,2020-05-01,buy,10001.624608,9955.982443,45.642164999999295,Swing_SL,NO_TOUCH,10047.266773,NO_TOUCH,10070.087855499998,NO_TOUCH,10092.908937999999,NO_TOUCH,10115.7300205,NO_TOUCH,10068.946801,1.4749999917839351,NO_TOUCH,10111.451067,2.406249988360578
603,2020-05-05,sell,10123.432135,10169.0743,45.642165000001114,Swing_SL,WIN,10077.789969999998,NO_TOUCH,10054.968887499997,NO_TOUCH,10032.147804999997,NO_TOUCH,10009.326722499996,WIN,10095.618941,0.6093749934955495,NO_TOUCH,10062.100476,1.3437499952072387
608,2020-05-12,sell,10574.719039,10604.386446,29.66740700000082,Swing_SL,NO_TOUCH,10545.051631999999,NO_TOUCH,10530.217928499998,NO_TOUCH,10515.384224999998,NO_TOUCH,10500.550521499998,WIN,10560.8837575,0.46634616567600445,NO_TOUCH,10525.083185,1.6730769224286683
609,2020-05-13,sell,10363.90929,10412.40409,48.494800000000396,Swing_SL,LOSS,10315.41449,LOSS,10291.167089999999,LOSS,10266.919689999999,LOSS,10242.672289999999,LOSS,10333.1008295,0.6352941036977183,LOSS,10266.634427,2.005882342024257
610,2020-05-14,sell,10253.227041,10307.141848,53.9148069999992,Swing_SL,LOSS,10199.312234,LOSS,10172.3548305,LOSS,10145.397427000002,LOSS,10118.440023500003,LOSS,10247.9496655,0.09788360180905244,LOSS,10204.732241,0.8994709004522842
611,2020-05-15,sell,10403.846184,10432.657801,28.811616999999387,Swing_SL,LOSS,10375.034567,LOSS,10360.628758500001,LOSS,10346.222950000001,LOSS,10331.817141500002,LOSS,10369.8998245,1.1782177827784004,LOSS,10329.10714,2.594059333775036
616,2020-05-22,buy,10575.004302,10545.051632,29.95266999999876,Swing_SL,WIN,10604.956971999998,WIN,10619.933306999998,NO_TOUCH,10634.909641999997,NO_TOUCH,10649.885976999996,NO_TOUCH,10654.0222995,2.638095284994769,NO_TOUCH,10735.037142,5.342857247784804
626,2020-06-05,sell,11031.140686,11073.074425,41.93373900000006,Swing_SL,NO_TOUCH,10989.206947,NO_TOUCH,10968.2400775,NO_TOUCH,10947.273208,NO_TOUCH,10926.3063385,NO_TOUCH,11010.1738165,0.5,NO_TOUCH,10966.671128,1.5374149679331146
627,2020-06-08,buy,11197.734587,11178.336667,19.39792000000125,Swing_SL,WIN,11217.132507000002,NO_TOUCH,11226.831467000004,NO_TOUCH,11236.530427000003,NO_TOUCH,11246.229387000003,NO_TOUCH,11238.38464,2.095588238326417,NO_TOUCH,11264.486253,3.441176476652857
630,2020-06-11,buy,11390.28747,11348.068467,42.21900300000016,Swing_SL,LOSS,11432.506473,LOSS,11453.6159745,LOSS,11474.725476,LOSS,11495.834977499999,LOSS,11454.757027,1.5270269882971919,LOSS,11519.511848,3.060810744393948
634,2020-06-17,sell,11406.115658,11456.961853,50.84619500000008,Swing_SL,NO_TOUCH,11355.269463,NO_TOUCH,11329.846365500001,NO_TOUCH,11304.423268,NO_TOUCH,11279.0001705,NO_TOUCH,11369.409275,0.7219101252316046,NO_TOUCH,11329.275059,1.5112359735079666
640,2020-06-25,buy,11390.97606,11304.70892,86.26714000000175,Swing_SL,WIN,11477.243200000003,NO_TOUCH,11520.376770000003,NO_TOUCH,11563.510340000004,NO_TOUCH,11606.643910000006,WIN,11410.543276,0.226821197503465,WIN,11462.389256,0.8278145769060858
