Date,Entry_Time,Direction,Entry_Price,SL_Price,Risk_R,TP_Price,Exit_Time,Exit_Price,Exit_Type,PnL_Points,PnL_R,Asian_High,Asian_Low
2018-06-07,2018-06-07 01:15:00,LONG,8439.131645,8414.65998,24.47166499999912,8475.839142499997,2018-06-07 06:56:00,8414.65998,SL,-24.47166499999912,-1.0,8437.964286,8416.65998
2018-06-08,2018-06-08 01:00:00,SHORT,8320.416951,8361.167538,40.75058700000045,8259.2910705,2018-06-08 14:50:00,8361.167538,SL,-40.75058700000045,-1.0,8359.167538,8335.236674
2018-06-11,2018-06-11 01:15:00,LONG,8348.341718,8320.744015,27.597702999999456,8389.738272499999,2018-06-11 11:20:00,8389.738272499999,TP,41.39655449999918,1.5,8347.469069,8322.744015
2018-06-12,2018-06-12 01:15:00,LONG,8389.647102,8353.32291,36.32419200000004,8444.13339,2018-06-12 15:14:00,8407.390964,FORCE_CLOSE,17.743861999999353,0.4884860756159238,8383.829442,8355.32291
2018-06-13,2018-06-13 01:15:00,SHORT,8422.51688,8446.333104,23.816224000000147,8386.792544,2018-06-13 09:07:00,8446.333104,SL,-23.816224000000147,-1.0,8444.333104,8428.043656
2018-06-14,2018-06-14 01:00:00,SHORT,8394.30123,8429.171007,34.869777000001704,8341.996564499997,2018-06-14 06:54:00,8429.171007,SL,-34.869777000001704,-1.0,8427.171007,8404.191251
2018-06-15,2018-06-15 02:30:00,SHORT,8487.965552,8517.599435,29.633883000000424,8443.514727499998,2018-06-15 08:40:00,8443.514727499998,TP,44.450824500001545,1.5,8515.599435,8495.819392
2018-06-19,2018-06-19 01:30:00,SHORT,8363.758516,8467.276679,103.51816300000064,8208.481271499999,2018-06-19 15:14:00,8438.515444,FORCE_CLOSE,-74.7569280000007,-0.722162428635835,8465.276679,8364.631165
2018-06-20,2018-06-20 01:00:00,LONG,8455.968423,8406.554496,49.4139269999996,8530.0893135,2018-06-20 11:50:00,8530.0893135,TP,74.12089050000031,1.5,8451.896061,8408.554496
2018-06-21,2018-06-21 03:45:00,SHORT,8510.945307,8563.84983,52.904522999999244,8431.588522500002,2018-06-21 09:19:00,8431.588522500002,TP,79.35678449999796,1.5,8561.84983,8512.981488
2018-06-22,2018-06-22 01:30:00,LONG,8433.27955,8405.100081,28.17946899999879,8475.548753499997,2018-06-22 08:46:00,8405.100081,SL,-28.17946899999879,-1.0,8430.079837,8407.100081
2018-06-25,2018-06-25 02:00:00,SHORT,8349.50525,8405.900368,56.395118000000366,8264.912573,2018-06-25 09:09:00,8264.912573,TP,84.59267700000055,1.5,8403.900368,8352.704963
2018-06-26,2018-06-26 01:30:00,LONG,8241.005896,8189.846671,51.15922500000033,8317.744733500002,2018-06-26 15:14:00,8266.603599,FORCE_CLOSE,25.597702999999456,0.5003536116897644,8237.806183,8191.846671
2018-06-27,2018-06-27 01:00:00,SHORT,8237.5153,8285.765695,48.250395000000935,8165.139707499998,2018-06-27 03:50:00,8165.139707499998,TP,72.3755925000014,1.5,8283.765695,8245.950907
2018-06-28,2018-06-28 02:15:00,LONG,8177.302522,8137.487733,39.81478900000002,8237.0247055,2018-06-28 07:05:00,8137.487733,SL,-39.81478900000002,-1.0,8173.23016,8139.487733
2018-06-29,2018-06-29 02:15:00,LONG,8265.440067,8195.082565,70.35750199999893,8370.976319999998,2018-06-29 15:14:00,8229.661459,FORCE_CLOSE,-35.77860799999871,-0.508525842773657,8262.82212,8197.082565
2018-07-02,2018-07-02 01:00:00,SHORT,8183.701947,8249.114439,65.4124920000013,8085.583208999998,2018-07-02 13:18:00,8249.114439,SL,-65.4124920000013,-1.0,8247.114439,8201.44581
2018-07-03,2018-07-03 03:30:00,LONG,8309.363398,8255.00446,54.3589379999994,8390.901804999998,2018-07-03 08:52:00,8255.00446,SL,-54.3589379999994,-1.0,8303.545738,8257.00446
2018-07-04,2018-07-04 03:30:00,LONG,8201.154927,8162.794553,38.360373999999865,8258.695488,2018-07-04 11:59:00,8194.173735,FORCE_CLOSE,-6.981191999999282,-0.18198967507457844,8194.464618,8164.794553
2018-07-05,2018-07-05 02:15:00,LONG,8205.227288,8162.794553,42.43273500000032,8268.876390500001,2018-07-05 11:15:00,8268.876390500001,TP,63.64910250000139,1.5,8199.991395,8164.794553
2018-07-10,2018-07-10 02:30:00,SHORT,8501.055286,8537.088595,36.03330899999855,8447.005322500003,2018-07-10 15:14:00,8495.237626,FORCE_CLOSE,5.817660000000615,0.16145228294189823,8535.088595,8504.836765
2018-07-17,2018-07-17 01:00:00,SHORT,8503.673233,8541.160957,37.487724000000526,8447.441647,2018-07-17 08:55:00,8541.160957,SL,-37.487724000000526,-1.0,8539.160957,8506.582063
2018-07-18,2018-07-18 01:00:00,SHORT,8633.697928,8656.059737,22.361808999999994,8600.155214499999,2018-07-18 09:15:00,8600.155214499999,TP,33.5427135000009,1.5,8654.059737,8637.479407
2018-07-19,2018-07-19 01:15:00,SHORT,8609.55464,8630.752917,21.198276999999507,8577.757224500001,2018-07-19 05:24:00,8577.757224500001,TP,31.79741549999926,1.5,8628.752917,8611.299938
2018-07-24,2018-07-24 02:15:00,SHORT,8639.806471,8667.985939,28.17946800000027,8597.537269,2018-07-24 07:05:00,8667.985939,SL,-28.17946800000027,-1.0,8665.985939,8640.388237
2018-07-25,2018-07-25 02:00:00,LONG,8632.243513,8604.64581,27.597702999999456,8673.640067499999,2018-07-25 10:44:00,8673.640067499999,TP,41.39655449999918,1.5,8627.589385,8606.64581
2018-07-27,2018-07-27 02:15:00,LONG,8666.858588,8641.297066,25.561521999999968,8705.200871,2018-07-27 08:38:00,8641.297066,SL,-25.561521999999968,-1.0,8666.567705,8643.297066
2018-07-31,2018-07-31 01:15:00,LONG,8400.700656,8364.958229,35.742427000001044,8454.314296500002,2018-07-31 08:35:00,8454.314296500002,TP,53.613640500001566,1.5,8397.791826,8366.958229
2018-08-02,2018-08-02 01:45:00,SHORT,8436.479263,8487.929371,51.45010800000091,8359.304100999998,2018-08-02 09:21:00,8487.929371,SL,-51.45010800000091,-1.0,8485.929371,8437.642795
2018-08-03,2018-08-03 02:00:00,SHORT,8586.284001,8604.282565,17.998563999999533,8559.286155000002,2018-08-03 05:14:00,8604.282565,SL,-17.998563999999533,-1.0,8602.282565,8587.447533
2018-08-06,2018-08-06 03:15:00,SHORT,8613.917885,8640.352056,26.43417099999897,8574.266628500001,2018-08-06 11:10:00,8640.352056,SL,-26.43417099999897,-1.0,8638.352056,8614.208768
2018-08-07,2018-08-07 01:15:00,LONG,8685.184216,8655.550333,29.633883000000424,8729.635040500001,2018-08-07 15:14:00,8700.601015,FORCE_CLOSE,15.416799000000537,0.520242284819722,8682.56627,8657.550333
2018-08-08,2018-08-08 01:30:00,SHORT,8687.220397,8707.255143,20.034746000001178,8657.168277999997,2018-08-08 09:54:00,8707.255143,SL,-20.034746000001178,-1.0,8705.255143,8690.129227
2018-08-10,2018-08-10 01:00:00,SHORT,8654.35062,8691.256578,36.90595800000119,8598.991682999997,2018-08-10 15:14:00,8642.7153,FORCE_CLOSE,11.63531999999941,0.3152694207260257,8689.256578,8673.83978
2018-08-14,2018-08-14 01:00:00,LONG,8661.622695,8634.606758,27.01593700000012,8702.1466005,2018-08-14 08:49:00,8634.606758,SL,-27.01593700000012,-1.0,8658.713865,8636.606758
2018-08-20,2018-08-20 01:30:00,LONG,8617.699364,8591.846959,25.852404999999635,8656.4779715,2018-08-20 08:42:00,8591.846959,SL,-25.852404999999635,-1.0,8614.208768,8593.846959
2018-08-21,2018-08-21 02:00:00,LONG,8605.191395,8572.066916,33.124479000000065,8654.878113499999,2018-08-21 11:01:00,8654.878113499999,TP,49.68671849999919,1.5,8601.700799,8574.066916
2018-08-28,2018-08-28 01:00:00,SHORT,8810.845667,8834.661891,23.816224000000147,8775.121330999998,2018-08-28 08:10:00,8834.661891,SL,-23.816224000000147,-1.0,8832.661891,8813.463614
2018-08-30,2018-08-30 01:00:00,SHORT,8907.418818,8928.907978,21.489159999999174,8875.185078000002,2018-08-30 09:35:00,8928.907978,SL,-21.489159999999174,-1.0,8926.907978,8910.327648
2018-09-03,2018-09-03 01:30:00,SHORT,8914.109127,8935.598287,21.489160000000993,8881.875386999998,2018-09-03 06:43:00,8935.598287,SL,-21.489160000000993,-1.0,8933.598287,8916.436191
2018-09-04,2018-09-04 01:00:00,LONG,8942.324777,8907.745882,34.57889500000056,8994.1931195,2018-09-04 06:08:00,8907.745882,SL,-34.57889500000056,-1.0,8933.88917,8909.745882
2018-09-05,2018-09-05 01:00:00,SHORT,8861.168423,8895.165552,33.99712900000122,8810.172729499998,2018-09-05 08:58:00,8810.172729499998,TP,50.995693500000925,1.5,8893.165552,8874.549041
2018-09-06,2018-09-06 01:00:00,SHORT,8738.706686,8774.739995,36.03330900000037,8684.6567225,2018-09-06 04:00:00,8774.739995,SL,-36.03330900000037,-1.0,8772.739995,8751.505537
2018-09-07,2018-09-07 01:15:00,LONG,8679.65744,8640.424417,39.233023000000685,8738.506974500002,2018-09-07 07:30:00,8640.424417,SL,-39.233023000000685,-1.0,8676.457727,8642.424417
2018-09-10,2018-09-10 02:30:00,LONG,8683.148036,8650.605322,32.54271400000107,8731.962107000003,2018-09-10 08:47:00,8650.605322,SL,-32.54271400000107,-1.0,8682.275387,8652.605322
2018-09-11,2018-09-11 03:30:00,SHORT,8679.65744,8713.072802,33.41536199999973,8629.534397000001,2018-09-11 08:32:00,8629.534397000001,TP,50.1230429999996,1.5,8711.072802,8683.438919
2018-09-12,2018-09-12 01:30:00,LONG,8752.378186,8727.980196,24.39798999999948,8788.975170999998,2018-09-12 07:58:00,8727.980196,SL,-24.39798999999948,-1.0,8751.79642,8729.980196
2018-09-13,2018-09-13 03:00:00,LONG,8722.020497,8691.910706,30.10979099999895,8767.185183499998,2018-09-13 08:20:00,8767.185183499998,TP,45.164686499998425,1.5,8721.253707,8693.910706
2018-09-14,2018-09-14 01:00:00,LONG,8822.017077,8801.177142,20.83993499999997,8853.2769795,2018-09-14 08:31:00,8801.177142,SL,-20.83993499999997,-1.0,8819.698316,8803.177142
